Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,CPI,FixAss,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2019-03-01,0.5431007872201529,0.19108806856548075,0.32249694878937013,0.23743101022292698,0.09084933806183226,0.44611404616294864,0.08606649513943854,0.8061153578874218,0.8270664699549424,0.5416034092699008,0.4963855421686745,0.4913841022790423,0.6330749354005167,0.5444685466377439,0.5264270613107822,0.5669856459330145,0.6457286432160803,0.7376237623762376,0.9079523505112405,0.939070143455413,0.9510664759072759,0.9937597503900156,0.2767857142857143,0.0,0.0,0.49999999999999994,0.5193276774035286,0.5193276774035286,0.4977901046677921,0.4977901046677921,0.5881564686162978,0.6446579779358158,0.5,0.5,0.6102461835552806,0.6375661375661377,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.5459007985474085,0.19027447931935187,0.29529954322691754,0.22234903635068587,0.06562945426086333,0.4208750808978042,0.06004748982335184,0.809077941552979,0.8276645799274294,0.4997468165955419,0.6224899598393667,0.5136186770428033,0.627906976744186,0.5336225596529284,0.5116279069767441,0.5574162679425838,0.6356783919597989,0.7277227722772277,0.9079049284722923,0.9435769107894255,0.9510664759072759,0.9937597503900156,0.26785714285714285,0.0,0.0,0.49999999999999994,0.5193276774035286,0.5193276774035286,0.4977901046677921,0.4977901046677921,0.5881564686162978,0.6446579779358158,0.5,0.5,0.5536100520329739,0.6402116402116403,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.5913896567539871,0.21066691260997453,0.47519876564706687,0.324392951884718,0.2334705030559496,0.5869167610788429,0.2341201344510551,0.8165026882703632,0.8206467562502493,0.3768776487352557,0.4803212851405537,0.36853807670927974,0.6201550387596898,0.5249457700650758,0.4947145877378435,0.5239234449760766,0.6030150753768844,0.698019801980198,0.9100130368893168,0.9480809945661832,0.9510664759072759,0.9937597503900156,0.25892857142857145,0.0,0.0,0.49999999999999994,0.5193276774035286,0.5193276774035286,0.4977901046677921,0.4977901046677921,0.5881564686162978,0.6446579779358158,0.5,0.5,0.40498285989435534,0.6322751322751324,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.5907650100814391,0.22552562147348587,0.473009759431012,0.32323613500999543,0.23146621256362623,0.5848628027173538,0.23207516599713923,0.8245126366994623,0.8246341560668289,0.3556118578432116,0.5638554216867498,0.3702056698165695,0.5736434108527132,0.47071583514099774,0.4228329809725158,0.437799043062201,0.5201005025125627,0.6361386138613861,0.9120916580323055,0.9525823949635587,0.9510664759072759,0.9937597503900156,0.25892857142857145,0.0,0.0,0.49999999999999994,0.5193276774035286,0.5193276774035286,0.4977901046677921,0.4977901046677921,0.5881564686162978,0.6446579779358158,0.5,0.5,0.40497562210225224,0.6296296296296297,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.6025195123069261,0.22127651164552542,0.41778072854491455,0.2921815283750441,0.18006121483889714,0.5337800800777793,0.17887009784136298,0.8249149628762664,0.8212448662227362,0.44050632220187935,0.5076305220883499,0.4146748193440758,0.5555555555555555,0.4511930585683297,0.4143763213530655,0.437799043062201,0.5175879396984925,0.6361386138613861,0.9145654312881394,0.9566353374937734,0.9510664759072759,0.9953198127925117,0.25892857142857145,0.0,0.0,0.49999999999999994,0.5193276774035286,0.5193276774035286,0.4977901046677921,0.4977901046677921,0.5881564686162978,0.6446579779358158,0.5,0.5,0.4789903770229635,0.634920634920635,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,0.6236962161535934,0.1922244584031911,0.5009837536968598,0.33919044403055804,0.2576039909553233,0.6106476844064083,0.2592178480463345,0.8211111517501188,0.8272259659476057,0.3966244930179258,0.4722891566265047,0.34741523068371977,0.5348837209302325,0.4186550976138828,0.3742071881606765,0.3564593301435407,0.4095477386934673,0.5247524752475248,0.9180448653296289,0.9606939477424451,0.9510664759072759,0.9968798751950078,0.26785714285714285,0.0,0.0,0.49999999999999994,0.5193276774035286,0.5193276774035286,0.4977901046677921,0.4977901046677921,0.5881564686162978,0.6446579779358158,0.5,0.5,0.4418862562771654,0.5634920634920636,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,0.6170408665431683,0.20045916737210673,0.47538700445302073,0.32483705060858103,0.23379716619083835,0.5869570393750673,0.23459305088168367,0.8307304048864342,0.8262291159934607,0.41991563578260227,0.43694779116465954,0.36798221234018313,0.5142118863049095,0.4099783080260303,0.38054968287526425,0.375598086124402,0.42713567839195976,0.5346534653465347,0.9212177799500751,0.9647582257095738,0.9510664759072759,0.9984399375975039,0.2767857142857143,0.0,0.0,0.49999999999999994,0.5193276774035286,0.5193276774035286,0.4977901046677921,0.4977901046677921,0.5881564686162978,0.6446579779358158,0.5,0.5,0.4602666248266547,0.5396825396825398,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.548667427773942,0.2178607543652192,0.3781321621183359,0.2703020399987561,0.14334345673693855,0.4969441609464808,0.14103174716343014,0.8180022676566329,0.8231189441365286,0.46919830074865937,0.5076305220883499,0.44635908838243943,0.44702842377260976,0.3622559652928416,0.34038054968287523,0.3660287081339713,0.4296482412060301,0.5420792079207921,0.921546505572038,0.9628083857724513,0.9510664759072759,1.0,0.28571428571428575,0.0,0.0,0.49999999999999994,0.5193276774035286,0.5193276774035286,0.4977901046677921,0.4977901046677921,0.5881564686162978,0.6446579779358158,0.5,0.5,0.5153587985364816,0.48412698412698424,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.57881584525386,0.21427700902194713,0.49506792674540745,0.3360991168914261,0.2522030288268504,0.6050829828564348,0.25372144739130953,0.8178559672287041,0.8265481079787871,0.43105485958319556,0.4040160642570313,0.3518621456364609,0.4082687338501292,0.34490238611713664,0.33192389006342493,0.3923444976076555,0.45477386934673364,0.5643564356435643,0.923287102893133,0.960860503674177,0.9510664759072759,1.0,0.29464285714285715,0.0,0.0,0.49999999999999994,0.5193276774035286,0.5193276774035286,0.4977901046677921,0.4977901046677921,0.5881564686162978,0.6446579779358158,0.5,0.5,0.4783136359715723,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.5393539162116064,0.2167704788977348,0.3429247246179145,0.25093697722348546,0.11076704223071818,0.4642091356368149,0.10748662773504135,0.8187337697962767,0.8220423461860521,0.42970465063766694,0.5807228915662688,0.4747081712062314,0.40051679586563305,0.3427331887201735,0.3276955602536998,0.40191387559808617,0.4673366834170854,0.5693069306930693,0.9231746444617738,0.9589145794147508,0.9510664759072759,1.0,0.29464285714285715,0.0,0.0,0.49999999999999994,0.5193276774035286,0.5193276774035286,0.4977901046677921,0.4977901046677921,0.5881564686162978,0.6446579779358158,0.5,0.5,0.47813718804845706,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4269662624171789,0.24294038400094864,0.1790693262926622,0.4917229316753424,0.17774069003023152,0.15812666888847554,0.2862749232603114,0.8010679931238799,0.8312931137605168,0.4202531880189831,0.5710843373493893,0.4419121734296825,0.3953488372093023,0.3383947939262473,0.32346723044397463,0.3732057416267943,0.4422110552763819,0.5495049504950495,0.926081529295007,0.957708874589529,0.97383604043351,0.9984399375975039,0.29464285714285715,0.0,0.0,0.49999999999999994,0.5193276774035286,0.5193276774035286,0.4977901046677921,0.4977901046677921,0.5881564686162978,0.6446579779358158,0.5,0.5,0.45967215208634193,0.4100529100529101,0.000320047991737505,0.000330003782970195,0.0017488632388947185,0.0011693626973299552,0.0,0.0
2020-02-01,0.44173079605386867,0.20418784359323172,0.23567732092390714,0.5227993028931284,0.22993197468427,0.21083474496805837,0.3400461338256603,0.8192458212940272,0.8288607998724032,0.4043881944547002,0.5405622489959896,0.3963312951639751,0.4082687338501292,0.3275488069414316,0.2980972515856236,0.31578947368421056,0.37688442211055273,0.4876237623762376,0.9296722858866527,0.9564968172380404,0.97383604043351,0.9984399375975039,0.29464285714285715,0.0,0.0,0.49999999999999994,0.5193276774035286,0.5193276774035286,0.4977901046677921,0.4977901046677921,0.5881564686162978,0.6446579779358158,0.5,0.5,0.44129177590845026,0.4179894179894181,0.00012832842180779186,0.00013079418227477242,0.0006995452955578874,0.0007795751315533034,0.0,0.0
2020-03-01,0.5072215143484349,0.19421067020649355,0.48953826525663957,0.6671286858448766,0.46747432514875925,0.4448318407574822,0.5863581302424937,0.6910866464284408,0.7610750029905499,0.2074261953456164,0.33092369477911254,0.18954974986103776,0.09560723514211886,0.0650759219088937,0.06976744186046512,0.1411483253588517,0.21859296482412058,0.3613861386138614,0.9363964696334486,0.9552784073602847,0.97383604043351,0.9984399375975039,0.3125,0.0,0.0,0.49999999999999994,1.0,1.0,1.0,1.0,1.0,0.9926839700758833,0.5,0.5,0.2400467983945429,0.171957671957672,0.010261635367931501,0.012978807318035109,0.2068905211612452,0.22938998245955952,0.05071942446043166,0.06230389959659346
2020-04-01,0.16818998308365013,1.0,0.7247255176273124,0.8035164383687929,0.6894224012602483,0.6603373436086756,0.817338097132492,0.0,0.0,0.0,0.0,0.0,0.02842377260981912,0.0368763557483731,0.03805496828752642,0.09330143540669858,0.1658291457286432,0.31435643564356436,0.9482971498721174,0.9326043442847458,0.97383604043351,0.9469578783151327,1.0,0.0,1.0,0.9999999999999999,0.5729664189651248,0.5729364982691294,0.872102069844344,0.872102069844344,0.6626794816916282,1.0,1.0,1.0,0.0,0.01322751322751323,0.019009613808756636,0.024186862629888683,0.29415879678209167,0.3262521925550575,0.3169064748201439,0.36754818467055134
2020-05-01,0.044565317624937595,0.2036410589176957,0.24126163016276228,0.5268649084218602,0.23578298316593527,0.21555620808411835,0.3463921674633467,0.9532570132767638,0.9226444435583556,0.3242194229510321,0.5028112449799159,0.39077265147304074,0.025839793281653745,0.03253796095444685,0.03382663847780126,0.08133971291866031,0.16834170854271358,0.34158415841584155,0.9542328030453092,0.9097404371872575,0.97383604043351,0.9282371294851794,0.8214285714285714,0.0,0.0,0.0,0.5113632404552151,0.5113704455380197,0.4884988934334477,0.4884988934334477,0.5792895607327998,0.6310768805677225,0.5,0.5,0.3494770743042203,0.01322751322751323,0.017962886801962962,0.022595198042514145,0.2025183630640084,0.22412785032157473,0.12589928057553956,0.12460779919318692
2020-06-01,0.0,0.05747497471944346,0.051909572923306724,0.41606835272602793,0.05639513358496824,0.04252311816677529,0.15939713335226124,1.0,1.0,0.5643881852256611,0.5678714859437743,0.5447470817120624,0.033591731266149866,0.03904555314533622,0.03805496828752642,0.08133971291866031,0.18341708542713567,0.3688118811881188,0.9577796133775853,0.8866866860678198,0.97383604043351,0.9594383775351014,0.6875,0.0,0.0,0.49999999999999994,0.5644512568507456,0.5638840547395131,0.4012845876819535,0.4012845876819535,0.613612950387449,0.5749538375787695,0.0,0.5,0.6262266473403731,0.021164021164021166,0.03739768514080565,0.04727102969229159,0.2348723329835607,0.2590138374585851,0.06366906474820144,0.05468399820708203
