State,Year,Period,Pandemic_Response_4,Pandemic_Response_5,Pandemic_Response_6,Pandemic_Response_7,Pandemic_Response_10,Pandemic_Response_9,Pandemic_Response_12
MS,2021,M05,0,1,0,0,0,0,0
MS,2021,M06,0,1,0,0,0,0,0
MS,2021,M07,0,1,0,0,0,0,0
MS,2021,M08,0,1,0,0,0,0,0
MS,2021,M09,0,1,0,0,0,0,0
MS,2021,M10,0,0,0,0,0,0,0
MS,2021,M11,0,0,0,0,0,0,0
MS,2021,M12,0,0,0,0,0,0,0
MT,2020,M01,0,0,0,0,0,0,0
MT,2020,M02,0,0,0,0,0,0,0
MT,2020,M03,0,0,0,0,0,0,1
MT,2020,M04,1,1,0,0,0,0,1
MT,2020,M05,1,1,0,0,0,0,1
MT,2020,M06,1,1,0,0,0,0,0
MT,2020,M07,1,1,0,0,1,0,0
MT,2020,M08,1,1,0,0,1,0,0
MT,2020,M09,1,1,0,0,1,0,0
MT,2020,M10,1,1,0,0,1,0,0
MT,2020,M11,1,0,0,0,1,0,0
MT,2020,M12,0,0,1,0,1,0,0
MT,2021,M01,0,0,1,0,1,0,0
MT,2021,M02,0,0,0,0,1,0,0
MT,2021,M03,0,0,0,0,1,0,0
MT,2021,M04,0,0,0,0,1,0,0
MT,2021,M05,0,0,0,0,1,0,0
MT,2021,M06,0,0,0,0,1,0,0
MT,2021,M07,0,0,0,0,1,0,0
MT,2021,M08,0,0,0,0,1,0,0
MT,2021,M09,0,0,0,0,0,0,0
MT,2021,M10,0,0,0,0,0,0,0
MT,2021,M11,0,0,0,0,0,0,0
MT,2021,M12,0,0,0,0,0,0,0
NC,2020,M01,0,0,0,0,0,0,0
NC,2020,M02,0,0,0,0,0,0,0
NC,2020,M03,0,0,0,0,0,0,1
NC,2020,M04,0,1,0,1,0,0,1
NC,2020,M05,0,1,0,1,0,0,1
NC,2020,M06,0,1,0,0,0,0,1
NC,2020,M07,0,1,0,0,1,0,1
NC,2020,M08,0,1,0,0,1,0,1
NC,2020,M09,0,1,1,0,1,0,1
NC,2020,M10,0,0,1,0,1,0,1
NC,2020,M11,0,1,1,0,1,0,1
NC,2020,M12,0,1,0,0,1,1,0
NC,2021,M01,0,1,0,0,1,1,0
NC,2021,M02,0,1,0,0,1,1,0
NC,2021,M03,0,1,1,0,1,1,0
NC,2021,M04,0,0,1,1,1,1,0
NC,2021,M05,0,0,0,1,1,1,0
NC,2021,M06,0,0,0,0,1,1,0
NC,2021,M07,0,0,0,0,1,1,0
NC,2021,M08,0,0,0,0,1,1,0
NC,2021,M09,0,0,0,0,1,1,0
NC,2021,M10,0,0,0,0,0,0,0
NC,2021,M11,0,0,0,0,0,0,0
NC,2021,M12,0,0,0,0,0,0,0
ND,2020,M01,0,0,0,0,0,0,0
ND,2020,M02,0,0,0,0,0,0,0
ND,2020,M03,0,0,0,0,0,0,1
ND,2020,M04,0,0,0,0,0,0,1
ND,2020,M05,0,0,0,0,0,0,1
ND,2020,M06,0,0,0,0,0,0,1
ND,2020,M07,0,0,0,0,0,0,1
ND,2020,M08,0,0,0,0,0,0,0
ND,2020,M09,0,0,0,0,0,0,0
ND,2020,M10,0,0,0,0,0,0,0
ND,2020,M11,0,0,0,0,1,0,0
ND,2020,M12,0,0,0,0,1,0,0
ND,2021,M01,0,0,0,0,1,0,0
ND,2021,M02,0,0,0,0,1,0,0
ND,2021,M03,0,0,0,0,1,0,0
ND,2021,M04,0,0,0,0,1,0,0
ND,2021,M05,0,0,0,0,1,0,0
ND,2021,M06,0,0,0,0,1,0,0
ND,2021,M07,0,0,0,0,1,0,0
ND,2021,M08,0,0,0,0,1,0,0
ND,2021,M09,0,0,0,0,0,0,0
ND,2021,M10,0,0,0,0,0,0,0
ND,2021,M11,0,0,0,0,0,0,0
ND,2021,M12,0,0,0,0,0,0,0
NE,2020,M01,0,0,0,0,0,0,0
NE,2020,M02,0,0,0,0,0,0,0
NE,2020,M03,0,0,0,0,0,0,0
NE,2020,M04,0,1,0,0,0,0,1
NE,2020,M05,0,1,0,0,0,0,1
NE,2020,M06,0,1,0,0,0,0,1
NE,2020,M07,0,0,0,0,0,0,0
NE,2020,M08,0,0,0,0,0,0,0
NE,2020,M09,0,0,0,0,0,0,0
NE,2020,M10,0,0,0,0,0,0,0
NE,2020,M11,0,0,0,0,1,0,0
NE,2020,M12,0,0,0,0,1,0,0
NE,2021,M01,0,0,0,0,1,0,0
NE,2021,M02,0,0,0,0,1,0,0
NE,2021,M03,0,0,0,0,1,0,0
NE,2021,M04,0,0,0,0,1,0,0
NE,2021,M05,0,0,0,0,1,0,0
NE,2021,M06,0,0,0,0,1,0,0
NE,2021,M07,0,0,0,0,0,0,0
NE,2021,M08,0,0,0,0,0,0,0
NE,2021,M09,0,0,0,0,0,0,0
NE,2021,M10,0,0,0,0,0,0,0
NE,2021,M11,0,0,0,0,0,0,0
NE,2021,M12,0,0,0,0,0,0,0
NH,2020,M01,0,0,0,0,0,0,0
NH,2020,M02,0,0,0,0,0,0,0
NH,2020,M03,0,0,0,1,0,0,1
NH,2020,M04,0,1,0,1,0,0,1
NH,2020,M05,0,1,0,0,0,0,1
NH,2020,M06,0,1,0,0,0,0,1
NH,2020,M07,0,1,0,0,0,0,1
NH,2020,M08,0,1,0,0,1,0,0
NH,2020,M09,0,1,0,0,1,0,0
NH,2020,M10,0,1,0,0,1,0,0
NH,2020,M11,0,1,0,0,1,0,0
NH,2020,M12,0,1,0,0,1,0,0
NH,2021,M01,0,0,0,0,1,0,0
NH,2021,M02,0,0,0,0,1,0,0
NH,2021,M03,0,0,0,0,1,0,0
NH,2021,M04,0,0,0,0,1,0,0
NH,2021,M05,0,0,0,0,1,0,0
NH,2021,M06,0,0,0,0,1,0,0
NH,2021,M07,0,0,0,0,1,0,0
NH,2021,M08,0,0,0,0,1,0,0
NH,2021,M09,0,0,0,0,1,0,0
NH,2021,M10,0,0,0,0,1,0,0
NH,2021,M11,0,0,0,0,1,0,0
NH,2021,M12,0,0,0,0,0,0,0
NJ,2020,M01,0,0,0,0,0,0,0
NJ,2020,M02,0,0,0,0,0,0,0
NJ,2020,M03,0,0,0,1,0,0,0
NJ,2020,M04,0,1,0,1,1,0,1
NJ,2020,M05,0,1,0,0,1,0,1
NJ,2020,M06,0,1,0,1,1,0,1
NJ,2020,M07,0,1,0,1,1,0,0
NJ,2020,M08,0,0,1,0,1,0,0
NJ,2020,M09,0,0,1,0,1,0,0
NJ,2020,M10,0,0,1,0,1,0,0
NJ,2020,M11,0,0,1,0,1,0,0
NJ,2020,M12,0,1,1,0,1,0,0
NJ,2021,M01,0,1,0,0,1,0,0
NJ,2021,M02,0,1,0,0,1,0,0
NJ,2021,M03,0,1,0,0,1,0,0
NJ,2021,M04,0,1,1,0,1,0,0
NJ,2021,M05,0,0,1,0,1,0,0
NJ,2021,M06,0,0,0,1,1,0,0
NJ,2021,M07,0,0,0,1,1,0,0
NJ,2021,M08,0,0,0,1,1,0,0
NJ,2021,M09,0,0,0,1,1,0,0
NJ,2021,M10,0,0,0,1,1,0,0
NJ,2021,M11,0,0,0,1,1,0,0
NJ,2021,M12,0,0,0,1,1,0,0
NM,2020,M01,0,0,0,0,0,0,0
NM,2020,M02,0,0,0,0,0,0,0
NM,2020,M03,0,0,0,0,0,0,1
NM,2020,M04,0,1,0,0,0,0,1
NM,2020,M05,0,1,0,0,1,0,1
NM,2020,M06,0,1,0,0,1,0,1
NM,2020,M07,0,1,0,0,1,0,1
NM,2020,M08,0,1,0,0,1,0,1
NM,2020,M09,0,1,0,0,1,0,1
NM,2020,M10,0,1,0,0,1,0,1
NM,2020,M11,0,1,0,0,1,0,0
NM,2020,M12,0,1,0,0,1,0,0
NM,2021,M01,0,1,0,0,1,0,0
NM,2021,M02,0,0,0,0,1,0,0
NM,2021,M03,0,0,0,0,1,0,0
NM,2021,M04,0,0,0,0,1,0,0
NM,2021,M05,0,0,0,0,1,0,0
NM,2021,M06,0,0,0,0,1,0,0
NM,2021,M07,0,0,0,0,1,0,0
NM,2021,M08,0,0,0,0,1,0,0
NM,2021,M09,0,0,0,0,1,0,0
NM,2021,M10,0,0,0,0,0,0,0
NM,2021,M11,0,0,0,0,0,0,0
NM,2021,M12,0,0,0,0,0,0,0
NV,2020,M01,0,0,0,0,0,0,0
NV,2020,M02,0,0,0,0,0,0,0
NV,2020,M03,0,0,0,0,0,0,1
NV,2020,M04,0,1,0,0,0,0,1
NV,2020,M05,0,1,0,0,0,0,1
NV,2020,M06,0,1,0,1,0,0,1
NV,2020,M07,0,0,0,1,1,0,1
NV,2020,M08,0,0,0,1,1,0,1
NV,2020,M09,0,0,0,1,1,0,1
NV,2020,M10,0,0,0,1,1,0,1
NV,2020,M11,0,0,0,1,1,0,1
NV,2020,M12,0,0,0,1,1,0,0
NV,2021,M01,0,0,0,1,1,0,0
NV,2021,M02,0,0,0,1,0,0,0
NV,2021,M03,0,0,0,1,0,0,0
NV,2021,M04,0,0,0,1,0,0,0
NV,2021,M05,0,0,0,1,1,0,0
NV,2021,M06,0,0,0,1,1,0,0
NV,2021,M07,0,0,0,0,1,0,0
NV,2021,M08,0,0,0,0,1,0,0
NV,2021,M09,0,0,0,0,1,0,0
NV,2021,M10,0,0,0,0,1,0,0
NV,2021,M11,0,0,0,0,1,0,0
NV,2021,M12,0,0,0,0,0,0,0
NY,2020,M01,0,0,0,0,0,0,0
NY,2020,M02,0,0,0,0,0,0,0
NY,2020,M03,0,0,0,1,0,0,0
NY,2020,M04,1,0,0,1,0,0,1
NY,2020,M05,1,0,0,0,1,0,1
NY,2020,M06,1,1,0,0,1,0,1
NY,2020,M07,0,1,0,0,1,0,1
NY,2020,M08,0,0,0,1,1,0,1
NY,2020,M09,0,0,0,1,1,0,1
NY,2020,M10,0,0,0,1,1,0,1
NY,2020,M11,0,1,0,1,1,0,1
NY,2020,M12,0,1,0,1,1,0,0
NY,2021,M01,0,1,0,0,1,0,0
NY,2021,M02,0,1,0,0,1,0,0
NY,2021,M03,0,1,0,0,1,0,0
NY,2021,M04,0,1,0,0,1,0,0
NY,2021,M05,0,1,0,0,1,0,0
NY,2021,M06,0,0,0,0,1,0,0
NY,2021,M07,0,0,0,0,1,0,0
NY,2021,M08,0,0,0,0,1,0,0
NY,2021,M09,0,0,0,0,1,0,0
NY,2021,M10,0,0,0,0,1,0,0
NY,2021,M11,0,0,0,0,1,0,0
NY,2021,M12,0,0,0,0,1,0,0
OH,2020,M01,0,0,0,0,0,0,0
OH,2020,M02,0,0,0,0,0,0,0
OH,2020,M03,0,0,0,0,0,0,0
OH,2020,M04,0,1,0,1,0,0,1
OH,2020,M05,0,1,0,1,0,0,1
OH,2020,M06,0,1,0,1,0,0,1
OH,2020,M07,0,1,0,1,0,0,1
OH,2020,M08,0,1,0,1,1,0,0
OH,2020,M09,0,1,0,1,1,0,0
OH,2020,M10,0,1,0,1,1,0,0
OH,2020,M11,0,1,0,0,1,0,0
OH,2020,M12,0,1,0,0,1,1,0
OH,2021,M01,0,1,0,0,1,1,0
OH,2021,M02,0,1,0,0,1,1,0
OH,2021,M03,0,1,0,0,0,1,0
OH,2021,M04,0,1,0,0,1,1,0
OH,2021,M05,0,1,0,0,1,1,0
OH,2021,M06,0,1,0,0,1,1,0
OH,2021,M07,0,1,0,0,1,1,0
OH,2021,M08,0,1,0,0,1,1,0
OH,2021,M09,0,1,0,0,1,0,0
OH,2021,M10,0,1,0,0,1,0,0
OH,2021,M11,0,0,0,0,1,0,0
OH,2021,M12,0,0,0,0,1,0,0
OK,2020,M01,0,0,0,0,0,0,0
OK,2020,M02,0,0,0,0,0,0,0
OK,2020,M03,0,0,0,0,0,0,0
OK,2020,M04,0,1,0,0,0,0,1
OK,2020,M05,0,1,0,0,0,0,1
OK,2020,M06,0,1,0,0,0,0,1
OK,2020,M07,0,1,0,0,0,0,1
OK,2020,M08,0,1,0,0,0,0,1
OK,2020,M09,0,1,0,0,0,0,1
OK,2020,M10,0,1,0,0,0,0,1
OK,2020,M11,0,1,0,0,0,0,0
OK,2020,M12,0,0,0,0,1,0,0
OK,2021,M01,0,0,0,0,1,0,0
OK,2021,M02,0,0,0,0,1,0,0
OK,2021,M03,0,0,0,0,1,0,0
OK,2021,M04,0,0,0,0,1,0,0
OK,2021,M05,0,0,0,0,1,0,0
OK,2021,M06,0,0,0,0,1,0,0
OK,2021,M07,0,0,0,0,1,0,0
OK,2021,M08,0,0,0,0,1,0,0
OK,2021,M09,0,0,0,0,1,0,0
OK,2021,M10,0,0,0,0,0,0,0
OK,2021,M11,0,0,0,0,0,0,0
OK,2021,M12,0,0,0,0,0,0,0
OR,2020,M01,0,0,0,0,0,0,0
OR,2020,M02,0,0,0,0,0,0,0
OR,2020,M03,0,0,0,0,0,0,1
OR,2020,M04,1,0,1,0,0,0,1
OR,2020,M05,1,0,0,0,0,0,1
OR,2020,M06,1,0,0,0,0,0,1
OR,2020,M07,1,0,0,0,1,0,1
OR,2020,M08,1,0,0,0,1,0,0
OR,2020,M09,1,0,0,0,1,0,0
OR,2020,M10,1,0,0,0,1,0,0
OR,2020,M11,0,0,0,0,1,0,0
OR,2020,M12,0,1,0,0,1,0,0
OR,2021,M01,0,0,0,0,1,0,0
OR,2021,M02,0,0,0,0,1,0,0
OR,2021,M03,0,0,0,0,0,0,0
OR,2021,M04,0,0,0,0,0,0,0
OR,2021,M05,0,0,0,0,1,0,0
OR,2021,M06,0,0,0,0,1,0,0
OR,2021,M07,0,0,0,0,1,0,0
OR,2021,M08,0,0,0,0,1,0,0
OR,2021,M09,0,0,0,0,1,0,0
OR,2021,M10,0,0,0,0,1,0,0
OR,2021,M11,0,0,0,0,1,0,0
OR,2021,M12,0,0,0,0,1,0,0
PA,2020,M01,0,0,0,0,0,0,0
PA,2020,M02,0,0,0,0,0,0,0
PA,2020,M03,0,0,0,0,0,0,1
PA,2020,M04,1,0,0,0,0,0,1
PA,2020,M05,1,0,0,0,1,0,1
PA,2020,M06,0,0,0,0,1,0,1
PA,2020,M07,0,0,1,0,1,0,1
PA,2020,M08,0,0,1,0,1,0,0
PA,2020,M09,0,0,1,0,1,0,0
PA,2020,M10,0,0,1,0,1,0,0
PA,2020,M11,0,0,1,0,1,0,0
PA,2020,M12,0,1,1,0,1,0,0
PA,2021,M01,0,1,1,0,1,0,0
PA,2021,M02,0,0,1,0,1,0,0
PA,2021,M03,0,0,1,0,1,0,0
PA,2021,M04,0,0,0,0,1,0,0
PA,2021,M05,0,0,0,0,1,0,0
PA,2021,M06,0,0,0,0,1,0,0
PA,2021,M07,0,0,0,0,1,0,0
PA,2021,M08,0,0,0,0,1,0,0
PA,2021,M09,0,0,0,0,1,0,0
PA,2021,M10,0,0,0,0,1,0,0
PA,2021,M11,0,0,0,0,1,0,0
PA,2021,M12,0,0,0,0,1,0,0
RI,2020,M01,0,0,0,0,0,0,0
RI,2020,M02,0,0,0,0,0,0,0
RI,2020,M03,0,0,0,0,0,0,1
RI,2020,M04,0,1,1,0,0,0,1
RI,2020,M05,0,1,0,0,1,0,1
RI,2020,M06,0,1,1,0,1,0,1
RI,2020,M07,0,0,1,0,1,0,1
RI,2020,M08,0,0,1,0,1,0,1
RI,2020,M09,0,0,1,0,1,0,1
RI,2020,M10,0,0,1,0,1,0,0
RI,2020,M11,0,1,1,0,1,0,0
RI,2020,M12,1,1,1,0,1,0,0
RI,2021,M01,1,0,0,0,1,0,0
RI,2021,M02,1,1,0,0,1,0,0
RI,2021,M03,1,1,0,0,1,0,0
RI,2021,M04,0,1,1,0,1,0,0
RI,2021,M05,0,0,1,0,1,0,0
RI,2021,M06,0,0,1,0,1,0,0
RI,2021,M07,0,0,1,0,1,0,0
RI,2021,M08,0,0,1,0,1,0,0
RI,2021,M09,0,0,1,0,1,0,0
RI,2021,M10,0,0,1,0,1,0,0
RI,2021,M11,0,0,1,0,1,0,0
RI,2021,M12,0,0,1,0,1,0,0
SC,2020,M01,0,0,0,0,0,0,0
SC,2020,M02,0,0,0,0,0,0,0
SC,2020,M03,0,0,0,0,0,0,1
SC,2020,M04,0,0,0,1,0,0,1
SC,2020,M05,0,0,0,1,0,0,1
SC,2020,M06,0,0,0,1,0,0,1
SC,2020,M07,0,0,0,1,0,0,1
SC,2020,M08,0,0,0,1,1,0,0
SC,2020,M09,0,0,0,1,1,0,0
SC,2020,M10,0,0,0,1,1,0,0
SC,2020,M11,0,0,0,1,1,0,0
SC,2020,M12,0,0,0,1,1,0,0
SC,2021,M01,0,0,0,0,1,0,0
SC,2021,M02,0,0,0,0,1,0,0
SC,2021,M03,0,0,0,0,1,0,0
SC,2021,M04,0,0,0,0,1,0,0
SC,2021,M05,0,0,0,0,1,0,0
SC,2021,M06,0,0,0,0,1,0,0
SC,2021,M07,0,0,0,0,1,0,0
SC,2021,M08,0,0,0,0,1,0,0
SC,2021,M09,0,0,0,0,1,0,0
SC,2021,M10,0,0,0,0,0,0,0
SC,2021,M11,0,0,0,0,0,0,0
SC,2021,M12,0,0,0,0,0,0,0
SD,2020,M01,0,0,0,0,0,0,0
SD,2020,M02,0,0,0,0,0,0,0
SD,2020,M03,0,0,0,0,0,0,0
SD,2020,M04,0,1,0,0,0,0,0
SD,2020,M05,0,1,0,0,0,0,0
SD,2020,M06,0,1,0,0,0,0,0
SD,2020,M07,0,1,0,0,0,0,0
SD,2020,M08,0,1,0,0,0,0,0
SD,2020,M09,0,1,0,0,0,0,0
SD,2020,M10,0,1,0,0,0,0,0
SD,2020,M11,0,1,0,0,0,0,0
SD,2020,M12,0,0,0,0,0,0,0
SD,2021,M01,0,0,0,0,0,0,0
SD,2021,M02,0,0,0,0,0,0,0
SD,2021,M03,0,0,0,0,0,0,0
SD,2021,M04,0,0,0,0,0,0,0
SD,2021,M05,0,0,0,0,0,0,0
SD,2021,M06,0,0,0,0,0,0,0
SD,2021,M07,0,0,0,0,0,0,0
SD,2021,M08,0,0,0,0,0,0,0
SD,2021,M09,0,0,0,0,0,0,0
SD,2021,M10,0,0,0,0,0,0,0
SD,2021,M11,0,0,0,0,0,0,0
SD,2021,M12,0,0,0,0,0,0,0
TN,2020,M01,0,0,0,0,0,0,0
TN,2020,M02,0,0,0,0,0,0,0
TN,2020,M03,0,0,0,0,0,0,0
TN,2020,M04,0,1,0,0,0,0,0
TN,2020,M05,0,1,0,0,0,0,0
TN,2020,M06,0,1,0,1,0,0,0
TN,2020,M07,0,0,0,1,0,0,0
TN,2020,M08,0,0,0,1,0,0,0
TN,2020,M09,0,0,0,1,0,0,0
TN,2020,M10,0,0,0,1,0,0,0
TN,2020,M11,0,0,0,1,0,0,0
TN,2020,M12,0,0,0,1,0,0,0
TN,2021,M01,0,1,0,1,0,0,0
TN,2021,M02,0,1,0,1,0,0,0
TN,2021,M03,0,1,0,1,0,0,0
TN,2021,M04,0,1,0,1,0,0,0
TN,2021,M05,0,1,0,0,0,0,0
TN,2021,M06,0,1,0,0,0,0,0
TN,2021,M07,0,1,0,0,0,0,0
TN,2021,M08,0,1,0,0,0,0,0
TN,2021,M09,0,0,0,0,0,0,0
TN,2021,M10,0,0,0,0,0,0,0
TN,2021,M11,0,0,0,0,0,0,0
TN,2021,M12,0,0,0,0,0,0,0
TX,2020,M01,0,0,0,0,0,0,0
TX,2020,M02,0,0,0,0,0,0,0
TX,2020,M03,0,0,0,0,0,0,0
TX,2020,M04,1,1,0,0,0,0,1
TX,2020,M05,1,0,0,0,0,0,1
TX,2020,M06,0,0,0,0,0,0,1
TX,2020,M07,0,1,0,0,1,0,1
TX,2020,M08,0,1,0,0,1,0,1
TX,2020,M09,0,1,0,0,1,0,1
TX,2020,M10,0,1,0,0,1,0,1
TX,2020,M11,0,1,0,0,1,0,1
TX,2020,M12,0,1,0,0,1,0,0
TX,2021,M01,0,1,0,0,1,0,0
TX,2021,M02,0,1,0,0,1,0,0
TX,2021,M03,0,1,0,0,1,0,0
TX,2021,M04,0,1,0,0,1,0,0
TX,2021,M05,0,1,0,0,1,0,0
TX,2021,M06,0,1,0,0,1,0,0
TX,2021,M07,0,1,0,0,1,0,0
TX,2021,M08,0,1,0,0,1,0,0
TX,2021,M09,0,1,0,0,1,0,0
TX,2021,M10,0,0,0,0,0,0,0
TX,2021,M11,0,0,0,0,0,0,0
TX,2021,M12,0,0,0,0,0,0,0
UT,2020,M01,0,0,0,0,0,0,0
UT,2020,M02,0,0,0,0,0,0,0
UT,2020,M03,0,0,0,0,0,0,1
UT,2020,M04,1,1,0,0,0,0,1
UT,2020,M05,1,0,0,0,0,0,1
UT,2020,M06,0,0,0,0,0,0,1
UT,2020,M07,0,0,0,0,1,0,1
UT,2020,M08,0,0,0,0,1,0,1
UT,2020,M09,0,0,0,0,1,0,0
UT,2020,M10,0,0,0,0,1,0,0
UT,2020,M11,1,0,0,0,1,0,0
UT,2020,M12,1,0,0,0,1,0,0
UT,2021,M01,1,0,0,0,1,0,0
UT,2021,M02,1,0,0,0,1,0,0
UT,2021,M03,1,0,0,0,1,0,0
UT,2021,M04,1,0,0,0,1,0,0
UT,2021,M05,1,0,0,0,1,0,0
UT,2021,M06,1,0,0,0,1,0,0
UT,2021,M07,0,0,0,0,1,0,0
UT,2021,M08,0,0,0,0,1,0,0
UT,2021,M09,0,0,0,0,1,0,0
UT,2021,M10,0,0,0,0,1,0,0
UT,2021,M11,0,0,0,0,1,0,0
UT,2021,M12,0,0,0,0,0,0,0
VA,2020,M01,0,0,0,0,0,0,0
VA,2020,M02,0,0,0,0,0,0,0
VA,2020,M03,0,0,0,0,0,0,1
VA,2020,M04,0,1,0,0,0,0,1
VA,2020,M05,0,1,0,0,0,0,1
VA,2020,M06,0,1,0,1,1,0,1
VA,2020,M07,0,1,0,1,1,0,1
VA,2020,M08,0,1,0,1,1,0,1
VA,2020,M09,0,1,0,1,1,0,1
VA,2020,M10,0,1,0,1,1,0,1
VA,2020,M11,0,1,1,1,1,0,0
VA,2020,M12,0,1,1,1,1,0,0
VA,2021,M01,0,1,1,0,1,0,0
VA,2021,M02,0,1,1,0,1,0,0
VA,2021,M03,0,1,1,0,1,0,0
VA,2021,M04,0,1,1,1,1,0,0
VA,2021,M05,0,1,1,1,1,0,0
VA,2021,M06,0,1,0,1,1,0,0
VA,2021,M07,0,1,0,1,1,0,0
VA,2021,M08,0,1,0,1,1,0,0
VA,2021,M09,0,1,0,1,1,0,0
VA,2021,M10,0,0,0,1,1,0,0
VA,2021,M11,0,0,0,0,1,0,0
VA,2021,M12,0,0,0,0,0,0,0
VT,2020,M01,0,0,0,0,0,0,0
VT,2020,M02,0,0,0,0,0,0,0
VT,2020,M03,0,0,0,1,0,0,0
VT,2020,M04,0,1,0,1,0,0,1
VT,2020,M05,0,1,0,0,1,0,1
VT,2020,M06,0,1,1,0,1,0,1
VT,2020,M07,0,0,1,0,1,0,1
VT,2020,M08,0,0,0,0,1,0,1
VT,2020,M09,0,0,0,0,1,0,1
VT,2020,M10,0,0,0,0,1,0,0
VT,2020,M11,1,0,0,0,1,0,0
VT,2020,M12,1,0,0,0,1,0,0
VT,2021,M01,1,1,0,0,1,0,0
VT,2021,M02,1,0,0,0,1,0,0
VT,2021,M03,1,1,0,0,1,0,0
VT,2021,M04,1,1,0,0,1,0,0
VT,2021,M05,1,1,0,0,1,0,0
VT,2021,M06,1,0,0,0,1,0,0
VT,2021,M07,1,0,0,0,1,0,0
VT,2021,M08,0,0,0,0,1,0,0
VT,2021,M09,0,0,0,0,1,0,0
VT,2021,M10,0,0,0,0,1,0,0
VT,2021,M11,0,0,0,0,1,0,0
VT,2021,M12,0,0,0,0,1,0,0
WA,2020,M01,0,0,0,0,0,0,0
WA,2020,M02,0,0,0,0,0,0,0
WA,2020,M03,0,0,0,1,0,0,0
WA,2020,M04,1,0,0,1,0,0,1
WA,2020,M05,1,0,0,0,0,0,1
WA,2020,M06,1,0,0,0,0,0,1
WA,2020,M07,0,0,0,0,1,0,1
WA,2020,M08,0,0,0,0,1,0,1
WA,2020,M09,0,0,0,0,1,0,0
WA,2020,M10,0,0,0,0,1,0,0
WA,2020,M11,0,0,0,0,1,0,0
WA,2020,M12,1,0,0,0,1,0,0
WA,2021,M01,1,0,0,0,1,0,0
WA,2021,M02,1,1,0,0,1,0,0
WA,2021,M03,1,1,0,0,0,0,0
WA,2021,M04,1,1,0,0,0,0,0
WA,2021,M05,1,1,0,0,0,0,0
WA,2021,M06,1,1,0,0,1,0,0
WA,2021,M07,1,1,0,0,1,0,0
WA,2021,M08,0,1,0,0,1,0,0
WA,2021,M09,0,1,0,0,1,0,0
WA,2021,M10,0,1,0,0,1,0,0
WA,2021,M11,0,1,0,0,1,0,0
WA,2021,M12,0,1,0,0,1,0,0
WI,2020,M01,0,0,0,0,0,0,0
WI,2020,M02,0,0,0,0,0,0,0
WI,2020,M03,0,0,0,0,0,0,0
WI,2020,M04,1,1,0,1,0,0,1
WI,2020,M05,1,1,0,1,0,0,1
WI,2020,M06,1,1,0,1,0,0,1
WI,2020,M07,1,1,0,1,0,0,1
WI,2020,M08,1,1,0,1,1,0,0
WI,2020,M09,1,1,0,1,1,0,0
WI,2020,M10,1,1,0,1,1,0,0
WI,2020,M11,1,1,0,0,1,0,0
WI,2020,M12,0,1,0,0,1,0,0
WI,2021,M01,0,1,0,0,1,0,0
WI,2021,M02,0,1,0,0,1,0,0
WI,2021,M03,0,1,0,0,1,0,0
WI,2021,M04,0,1,0,0,1,0,0
WI,2021,M05,0,1,0,0,1,0,0
WI,2021,M06,0,0,0,0,1,0,0
WI,2021,M07,0,0,0,0,1,0,0
WI,2021,M08,0,0,0,0,1,0,0
WI,2021,M09,0,0,0,0,1,0,0
WI,2021,M10,0,0,0,0,1,0,0
WI,2021,M11,0,0,0,0,0,0,0
WI,2021,M12,0,0,0,0,0,0,0
WV,2020,M01,0,0,0,0,0,0,0
WV,2020,M02,0,0,0,0,0,0,0
WV,2020,M03,0,0,0,0,0,0,1
WV,2020,M04,0,1,0,0,0,0,1
WV,2020,M05,0,1,0,0,0,0,1
WV,2020,M06,0,1,1,0,0,0,1
WV,2020,M07,0,1,1,0,1,0,1
WV,2020,M08,0,1,1,0,1,0,1
WV,2020,M09,0,1,1,0,1,0,1
WV,2020,M10,0,1,1,0,1,0,1
WV,2020,M11,0,0,1,0,1,0,1
WV,2020,M12,0,0,1,0,1,0,0
WV,2021,M01,0,1,1,0,1,0,1
WV,2021,M02,0,1,0,0,1,0,1
WV,2021,M03,0,1,0,0,1,0,0
WV,2021,M04,0,1,0,0,1,0,0
WV,2021,M05,0,1,0,0,1,0,0
WV,2021,M06,0,1,0,0,1,0,0
WV,2021,M07,0,1,0,0,1,0,0
WV,2021,M08,0,0,0,0,1,0,0
WV,2021,M09,0,0,0,0,1,0,0
WV,2021,M10,0,0,0,0,1,0,0
WV,2021,M11,0,0,0,0,1,0,0
WV,2021,M12,0,0,0,0,1,0,0
WY,2020,M01,0,0,0,0,0,0,0
WY,2020,M02,0,0,0,0,0,0,0
WY,2020,M03,0,0,0,0,0,0,0
WY,2020,M04,0,1,0,0,0,0,1
WY,2020,M05,0,1,1,0,0,0,1
WY,2020,M06,0,0,1,1,0,0,1
WY,2020,M07,0,0,0,1,0,0,0
WY,2020,M08,0,0,0,1,0,0,0
WY,2020,M09,0,0,0,1,0,0,0
WY,2020,M10,0,0,0,1,0,0,0
WY,2020,M11,0,0,0,1,0,0,0
WY,2020,M12,0,1,1,1,1,0,0
WY,2021,M01,0,1,0,0,1,0,0
WY,2021,M02,0,1,1,0,1,0,0
WY,2021,M03,0,0,1,1,1,0,0
WY,2021,M04,0,0,0,0,1,0,0
WY,2021,M05,0,0,0,0,1,0,0
WY,2021,M06,0,0,0,0,1,0,0
WY,2021,M07,0,0,0,0,1,0,0
