Time	TBill1yr	TBill10yr	Employment1	Employment2	Cons1	Cons5	CPIU	PCE	Vax1	Vax3	Gather2	Gather3	Gather4	Mask1	School	Mask2	Cases5	Cases2	Deaths5	Deaths2	Cases3	Deaths3	Cases4	Cases1	Hosp2	Hosp1	Deaths4	Deaths1
2012-02-01	0.023504273504273504	0.4017857142857143	0.8170711884503437	0.8237297960071758	0.4362864977332649	0.48766259082478947	0.48042480973508717	0.49675221673418135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6212815720898401	0.6112001832340815	0.381855309218203	0.4285714285714286	0.6212815720898401	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-03-01	0.029914529914529912	0.4613095238095237	0.8135122768330407	0.8217942005629378	0.4628277358658474	0.5107713469255196	0.4783596646895119	0.4753169610054069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6212815720898401	0.6112001832340815	0.381855309218203	0.4285714285714286	0.6212815720898401	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-04-01	0.027777777777777776	0.425595238095238	0.8018882440272991	0.8158387327196476	0.5115673905854549	0.5532933455544786	0.4580164258916395	0.4362124408304384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6212815720898401	0.6112001832340815	0.381855309218203	0.4285714285714286	0.6212815720898401	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-05-01	0.029914529914529912	0.35119047619047616	0.8182644828456356	0.8168747967004858	0.7124766885555199	0.7288885318927973	0.2823120937051792	0.27598481283333187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6212815720898401	0.6112001832340815	0.381855309218203	0.4285714285714286	0.6212815720898401	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-06-01	0.029914529914529912	0.2976190476190476	0.8137537407112719	0.8153773111977091	0.660765165777893	0.6835672873444404	0.34089822278672366	0.31683735096458504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6212815720898401	0.6112001832340815	0.381855309218203	0.4285714285714286	0.6212815720898401	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-07-01	0.029914529914529912	0.2708333333333333	0.8032999920192481	0.8184443536062311	0.5890814029438707	0.6207809879595687	0.39344637279221933	0.37358778620411015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6212815720898401	0.6112001832340815	0.381855309218203	0.4285714285714286	0.6212815720898401	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-08-01	0.027777777777777776	0.31547619047619047	0.8069065484055066	0.8197213812617881	0.3413182385384542	0.40401377515707904	0.6527359268372354	0.5704963034279991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6212815720898401	0.6112001832340815	0.381855309218203	0.4285714285714286	0.6212815720898401	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-09-01	0.027777777777777776	0.32738095238095233	0.834591805387279	0.8199184598513599	0.3673912844513642	0.4267172471298599	0.6040928049754837	0.5494444501182414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6212815720898401	0.6112001832340815	0.381855309218203	0.4285714285714286	0.6212815720898401	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-10-01	0.027777777777777776	0.33630952380952384	0.8210965500458856	0.8189585210915629	0.37269570865799395	0.43125921042907933	0.506728251696605	0.5449245868322847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6212815720898401	0.6112001832340815	0.381855309218203	0.4285714285714286	0.6212815720898401	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-11-01	0.027777777777777776	0.306547619047619	0.8033629658599835	0.8191157606636335	0.6732621794660427	0.694008761345392	0.3006557725101743	0.3053631904044893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6212815720898401	0.6112001832340815	0.381855309218203	0.4285714285714286	0.6212815720898401	0.0	0.0	0.0	0.0	0.0	0.0	0.0
