Global,Pandemic,Response,Consumption,Employment,Inflation,Uncat,State
-1.8090833444853727,0.10745682851279774,0.2551990527392395,-0.7241571590377454,-0.09935072397938405,0.8794793363437403,0.9029416951376588,CT
-1.935776134199839,-0.39672198462433383,0.18741955422214093,-0.5362434239325988,-0.12366900869844014,0.4696042616150473,0.8673653296932443,CT
-1.9191597874952264,-0.301246421368464,0.1954697872392675,-0.16275148287419156,-0.29059712516872793,0.13939258523834946,0.77858328604307,CT
-1.9115474171017337,-0.31754859065630736,0.19880358132839657,1.3825202466013666,-0.12006372015566036,-1.6069462239560792,0.7168592353568177,CT
-1.9216264468035227,-0.3158861259372663,0.192833852734383,0.9915974264353848,-0.22357912466807314,-1.1050460750866737,0.6448015727169393,CT
-1.9134503172239472,-0.3153546822253237,0.1965583478193291,0.4417073694119091,-0.2616227734921594,-0.5651234367433747,0.5777495803140515,CT
-1.9259835149676592,-0.31754807070122526,0.1893812265757714,-1.4654147472218368,-0.18453110405139964,1.8299218523350789,0.5039131826939324,CT
-1.9126295382955276,-0.3152198446020078,0.19592016685266725,-1.2734356772489797,0.04436498855537381,1.4366323982374591,0.44484143672800786,CT
-1.922893480347548,-0.3168168426011746,0.1900172816109004,-1.23546150096437,-0.15851712238736365,0.8371912207387313,0.38710082104788823,CT
-1.9110276290457013,-0.31479407946794424,0.19584052925026948,1.0746814266200135,-0.25524581226234416,-1.3106823486292072,0.32954327583729576,CT
-1.9262157454616176,-0.3175214600846299,0.18740195099679258,0.7525732717254283,-0.1563963908009632,-0.7897308004438227,0.24956483228417026,CT
-1.9089161938518289,-0.31440497084885655,0.19615499509433415,-0.7468183682398304,-0.19748716367105426,0.3313136710679779,0.18922129617453726,CT
-1.924978487017235,-0.31715561383563395,0.18731111100504136,-1.8180482324666623,-0.12741067075096335,1.838518650964281,0.15450686419126192,CT
-1.9114054550287705,-0.3149666120568084,0.19414800683896005,1.3443025040495673,-0.2199538874839581,-1.860907957745226,0.09345607458505681,CT
-1.9174428210578012,-0.31565677883003707,0.19064890275928498,1.0183869763245141,-0.09125089617676103,-1.5297442106953145,0.002169321777629914,CT
-1.9231722342594106,-0.31717138032290215,0.1873341921812542,0.10724617565714702,-0.13509742866658186,-0.4207184707988188,-0.038094395968172504,CT
-1.9246873920391732,-0.3176064394634749,0.1862659964418225,-0.8524294433175345,-0.17299498253587137,0.5429976172266789,-0.044485194747800876,CT
-1.9222113067682032,-0.31712028569510853,0.18732482709542458,-0.2802258309369177,-0.14539881891468381,0.2074412683361031,-0.1054712223275877,CT
-1.9207358019422973,-0.3167289095874023,0.18787291071865145,-0.468632694523403,-0.18184419929653448,0.3666304438991795,-0.12648470609797804,CT
-1.9199866114015949,-0.3165409325952597,0.1880536245238542,0.2554757096285114,-0.1556262190563198,-0.515266898543119,-0.17527843003395632,CT
-1.9123008010956404,-0.31490417413186766,0.19191368166099063,-0.5686279006170637,-0.46900995084184277,-0.1319111520936747,-0.21470160308743325,CT
-1.926849887864671,-0.3177059070335253,0.18404266300723132,-0.4913112126889353,0.24014434529780315,0.2953207890851541,-0.24694936438716295,CT
-1.9175248752680703,-0.3162678415106597,0.18879560878193175,-0.7661532513583428,-0.2661514891861734,0.5868325232095567,-0.26144121363725953,CT
-1.9228984168587466,-0.3170194868450458,0.18579672899449481,0.08278029341503915,-0.09573942798430617,0.4940859842534678,-0.3074617908914649,CT
-1.9125732936174757,-0.3151004351860469,0.1911015475248493,0.8967139951394684,-0.24470286267991265,-0.2320404458408663,-0.34066400161536226,CT
-1.924719712120902,-0.3172440152767779,0.18454689491505477,-0.010357806872445235,0.012098487798473586,0.3755173717877704,-0.3562114179566523,CT
-1.9144176842886556,-0.31555735368203797,0.18985969073444325,0.019288064027509953,-0.17881800538316006,0.36057523828223886,-0.411244716094981,CT
-1.918334430993984,-0.3159559981840032,0.18767102878342784,0.1498765206094851,-0.11315878741180374,0.3228700658032756,-0.4553253572075621,CT
-1.9205774279001453,-0.3166372779775106,0.1863748567256684,0.5218533313068523,-0.022946820208314962,-0.015802733060896156,-0.48029774495535743,CT
-1.915584938968661,-0.3156155734020676,0.18890845990489474,0.2783587602885768,-0.14385554927725228,0.006372124141469032,-0.49269359640005445,CT
-1.9181133280016267,-0.3159937966895814,0.18747674424631414,1.3071471051291599,-0.15872648643167886,-0.7612304140046244,-0.5195057361192408,CT
-1.9230229644850365,-0.3171305557718258,0.18479395470209975,1.065155513341401,-0.0822272556298516,-0.65079419690991,-0.5401297243544073,CT
-1.9091318560099644,-0.31435979611691756,0.19204834979328358,1.3806218194826854,0.022146558570363545,-0.8515169038556538,-0.5807971656143075,CT
-1.927443190980497,-0.3177189511896985,0.1822987866010356,1.7021021809503263,-0.2203410294157973,-1.4944957325061576,-0.5611846724547265,CT
-1.9071977014936374,-0.3141637015376939,0.1929209299466025,2.1870750742463647,-0.06325545286829332,-2.0208112076954574,-0.47475116528730904,CT
-1.9316714585612993,-0.31860080885132525,0.17992693334620902,3.6883250672068093,-0.04706348308799628,-3.7854036659977472,-0.517019810786389,CT
-1.914486136562293,-0.315856301294292,0.18894237708740022,-0.34309746214707953,-0.24090929975565797,0.36030902150339017,-0.506171054544374,CT
-1.9254290004513042,-0.31740909937957906,0.18310456637404016,-0.5502523312748716,-0.17552719597139624,0.5503925122712117,-0.48280565241791484,CT
-1.9114370097009652,-0.31497311171040066,0.1904417006287861,0.1659717895689394,-0.0674439037445339,-0.212837796656471,-0.5298328900891893,CT
-1.9326430389393905,-0.3188577946943585,0.17919055938958411,-0.8682455283084242,-0.06293770272097945,0.8545555618116292,-0.5279684395407751,CT
-1.912299601110956,-0.31539296632993885,0.18988989480919868,-0.5886745290599072,-0.21588340735457115,0.6014362389205546,-0.48524219009224984,CT
-1.9235871388315897,-0.31695408508727807,0.18388466840600043,0.11590372317603412,-0.15049470555866912,-0.038179502550850286,-0.47494918226632926,CT
-1.9099183982980947,-0.3146090539552939,0.19106463787232247,0.6328224365647912,-0.09461321859560269,-0.7438354816585028,-0.38401449954307054,CT
-1.9270927712660049,-0.3176697932464221,0.18195575088919938,1.5791606595631849,-0.3696922374561114,-1.778717722368106,-0.4129558705925021,CT
-1.9117472872921135,-0.31512283100519767,0.19002685156992377,0.7339302534402377,0.026981832873040776,-0.505659377730546,-0.5789501885236168,CT
-1.9277956256576054,-0.3178470388623502,0.18151780981063226,0.24862260029788816,-0.15280289726625418,-0.2808271405376228,-0.2884500852448661,CT
-1.9091476192591754,-0.31458285489100724,0.19133804277727343,1.1482263687202816,0.03317613517390345,-1.2756952656723288,-0.06950495963610268,CT
-1.916168315072205,-0.3152532219289661,0.18760179877101046,-0.1340990747093792,-0.12043190451932237,-0.7543228682594642,-0.23614126796611634,CT
-1.909286257282321,-0.3142492138157267,0.19121111632222282,0.6145076626129657,-0.14614494767517683,-1.2409718411043045,-0.2692313246655579,CT
-1.9257473800072953,-0.3173908635711904,0.18249212004311272,-1.237355285061982,-0.09944589364145194,0.7861315661517455,-0.10192004351428864,CT
-1.9104957099335924,-0.31478336871263246,0.1905258868611138,-1.868785619735897,-0.2546037308834695,1.2655776827724183,-0.25130944055807103,CT
