Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5
2012-03-01,0.49530974893645374,0.18496831920835885,0.48273612534395155,0.3702823021590275,0.27178321220140467,0.5658442403670516,0.3504275761558101,0.818221718298526,0.8269867219586109,0.4302109789922408,0.5172690763052178,0.4319066147859912
2012-04-01,0.5823123717739029,0.17766831209423684,0.5221500747212172,0.3933788030933143,0.31549586185834844,0.6003472324441594,0.394195620502265,0.8067005595991368,0.821284740220902,0.41367091940953865,0.5028112449799159,0.39911061700945016
2012-05-01,0.6167382724146988,0.17947552856778953,0.6856487707966159,0.4895423362133534,0.49710404272249964,0.7433149446637594,0.5761527618908133,0.8229399070992283,0.8222815901750469,0.26953588374852383,0.4626506024096368,0.2640355753196258
2012-06-01,0.6080250389322058,0.2006641377110427,0.644168898076979,0.4651670710727188,0.4510466906300964,0.7070341061168838,0.530014148214946,0.8184777440474013,0.8208461262410782,0.3176371158872454,0.4642570281124557,0.29849916620344075
2012-07-01,0.5608728238648193,0.2019940195477713,0.5859074230450965,0.43086260466600385,0.38630274144723487,0.6561054933369808,0.4651332629971179,0.80809041366446,0.8237968021053471,0.3606751413889343,0.4642570281124443,0.3463035019455266
2012-08-01,0.5180694659923516,0.1891633563050627,0.3828408885829345,0.3111351710909982,0.16051528178554614,0.4786698365009408,0.23881410196775596,0.8116747741487144,0.8250328960484868,0.5736708717261573,0.43212851405622554,0.5125069483046181
2012-09-01,0.522619844689523,0.19122874656055147,0.40402411146011363,0.3234807508486672,0.1839557083361138,0.4972441304741131,0.26226146796580235,0.839252404813284,0.8252322660393158,0.5346835499697278,0.48112449799196316,0.49527515286270263
2012-10-01,0.49022031280776124,0.2024082450378999,0.4081840210224031,0.3258015994145987,0.18847764277801038,0.5009383042127246,0.26674986831176556,0.8258659156578033,0.8243151640815025,0.45468355458425286,0.5759036144578348,0.4919399666481389
2012-11-01,0.542031699162418,0.20215236613402543,0.654455991800306,0.47109390419584907,0.4623762075532065,0.7160850598640321,0.5413239548702841,0.8081269887714422,0.8244746600741657,0.28388189224908494,0.4690763052208783,0.2884936075597495
2012-12-01,0.5346861661947075,0.22010978696646952,0.6195394214355505,0.45049413553997497,0.4235426073383769,0.6855815059309475,0.5023945286776748,0.81160162393475,0.8275848319310978,0.3448101478246569,0.440160642570286,0.31739855475264594
2013-01-01,0.6114985379134967,0.22312640417851395,0.48131012626320757,0.4002602805433176,0.19286201914693027,0.579159301276142,0.312545813536315,0.8103214951903734,0.8255512580246421,0.42683545662842204,0.5477911646586291,0.43413007226236966
2013-02-01,0.5863996257823508,0.19605028536808694,0.36306702892883563,0.3300107136777454,0.061710641487743995,0.47587354336532356,0.18068127769332243,0.8142716067444496,0.829100043861398,0.5618565434527971,0.4787148594377576,0.5314063368538073
2013-03-01,0.6574740359132609,0.1877267626384672,0.7016381704638335,0.5304496608849277,0.43803648910903425,0.7715578205873193,0.5584019099847839,0.8100288943345159,0.8237569281071814,0.23898732944729356,0.4562248995983839,0.2523624235686447
2013-04-01,0.5582367945865989,0.18034528735315647,0.6656383299013914,0.509206923295261,0.3979443330486736,0.7401238562791461,0.518224968919547,0.8233788083830145,0.8254316360301448,0.2676793464484213,0.4441767068273105,0.28237909949972645
2013-05-01,0.5374815364794847,0.17984844625280832,0.5671612736579886,0.45072576012017207,0.2886886566992762,0.6541058888599793,0.4083982974621557,0.820745400680297,0.8265481079787871,0.36573842493466246,0.4690763052208897,0.3629794330183454
2013-06-01,0.515780359439062,0.20010762978109156,0.4635074657298521,0.3889364187962047,0.1739511600846466,0.5635467483985669,0.29284653888580836,0.8159906367726125,0.8250727700466526,0.44270045019270493,0.5148594377510008,0.44747081712061676
2013-07-01,0.5861947299239826,0.200761670028663,0.5258301738460791,0.4258688411470344,0.24318279459445147,0.6179780501335512,0.3623681827876791,0.8214037526059763,0.822839826149368,0.4263290898195059,0.48514056224898766,0.396331295163983
2013-08-01,0.5817877997783651,0.18833375788577472,0.5051860366035142,0.41341582700381774,0.2204952891828021,0.5999297479896301,0.3393846999255067,0.8139790058885922,0.8277044539255952,0.44337555466547196,0.47630522088354066,0.4130072262368018
2013-09-01,0.5982943841653,0.18969117825924317,0.5838319693945992,0.46026432660348593,0.30758808766066154,0.6686375177263237,0.4270649236865446,0.8150762590980578,0.8253120140356474,0.36438821598913385,0.47309236947791417,0.34852695942189715
2013-10-01,0.6001653360454914,0.19995616782902237,0.49377631937399685,0.4063292379526762,0.20818429351822604,0.5899378193355461,0.3267241702347888,0.779488680004389,0.826747477969616,0.37063289390784976,0.55502008032128,0.4219010561422999
2013-11-01,0.6018383637790004,0.20389762089991345,0.5023841485961886,0.4113132286906864,0.21787717909587367,0.5974460214409424,0.3363504496087868,0.8461651000329176,0.8289405478687348,0.42227850143727325,0.5253012048192782,0.4146748193440837
2013-12-01,0.5952835850078608,0.22014535757642514,0.47224433558720535,0.3930715415330057,0.18482193515150347,0.5710910251626926,0.3028077864525376,0.8226473062433708,0.8201283942740939,0.45400845011149127,0.49317269076304804,0.4391328515842153
2014-01-01,0.5251018449496588,0.22563470589990198,0.4774382346621728,0.38549602724065013,0.22148998038807366,0.5694276277593204,0.3240544131961042,0.8253172890530704,0.8253120140356474,0.44556964420194434,0.45622489959839535,0.43413007226236966
