Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,UR,CPI,PCE,FixAss,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2019-03-01,0.5040908750632566,0.23203952396549843,0.2250483712173873,0.1373444831110615,0.022381874095821055,0.42189702447038996,0.020362757260648887,0.8061153578874218,0.8270664699549424,0.5416034092699008,0.4963855421686745,0.4913841022790423,0.6330749354005167,0.5444685466377439,0.5264270613107822,0.5669856459330145,0.6457286432160803,0.7376237623762376,0.8132421682782651,0.8577429151704523,0.9996410217654172,0.9953488372093023,0.24576271186440676,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.6102461835552806,0.6375661375661377,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.5042236377985329,0.22198111147505187,0.19930666823381993,0.12449560069239263,0.0,0.39918748739954146,0.0,0.809077941552979,0.8276645799274294,0.4997468165955419,0.6224899598393667,0.5136186770428033,0.627906976744186,0.5336225596529284,0.5116279069767441,0.5574162679425838,0.6356783919597989,0.7277227722772277,0.8146139556285823,0.8633582663944915,0.9996410217654172,0.9968992248062015,0.24576271186440676,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.5536100520329739,0.6402116402116403,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.5405793986572898,0.25259307784692653,0.3650441754268622,0.2097678054669057,0.149617187984613,0.542645652093592,0.1357503203647672,0.8165026882703632,0.8206467562502493,0.3768776487352557,0.4803212851405537,0.36853807670927974,0.6201550387596898,0.5249457700650758,0.4947145877378435,0.5239234449760766,0.6030150753768844,0.698019801980198,0.8179237904756701,0.8689863239840597,0.9996410217654172,0.9968992248062015,0.24576271186440676,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.40498285989435534,0.6322751322751324,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.5400328964661105,0.2683426138224697,0.36285902877665677,0.20874070955770385,0.14785502399690584,0.5406489890753049,0.1341378869016363,0.8245126366994623,0.8246341560668289,0.3556118578432116,0.5638554216867498,0.3702056698165695,0.5736434108527132,0.47071583514099774,0.4228329809725158,0.437799043062201,0.5201005025125627,0.6361386138613861,0.8212144475528578,0.8746270866246144,0.9996410217654172,0.9984496124031008,0.24576271186440676,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.40497562210225224,0.6296296296296297,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.5597855090161776,0.2607544491756742,0.3114359095896948,0.18259589957402722,0.10211028431872697,0.4957999654415861,0.09258917000199947,0.8249149628762664,0.8212448662227362,0.44050632220187935,0.5076305220883499,0.4146748193440758,0.5555555555555555,0.4511930585683297,0.4143763213530655,0.437799043062201,0.5175879396984925,0.6361386138613861,0.8246569088481398,0.8796445445904808,0.9996410217654172,1.0,0.2542372881355932,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.4789903770229635,0.634920634920635,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,0.5768069002122015,0.26284255923135713,0.3884588279700417,0.22201109658039272,0.17117984261474833,0.5627000086903322,0.1552870247155711,0.8211111517501188,0.8272259659476057,0.3966244930179258,0.4722891566265047,0.34741523068371977,0.5348837209302325,0.4186550976138828,0.3742071881606765,0.3564593301435407,0.4095477386934673,0.5247524752475248,0.8290119257320523,0.8846759097562346,0.9996410217654172,1.0,0.2542372881355932,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.4418862562771654,0.5634920634920636,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,0.5713775942485596,0.25311169341631184,0.36454787244919856,0.20989874518952192,0.15000580198127675,0.54179761291164,0.1360488850233953,0.8307304048864342,0.8262291159934607,0.41991563578260227,0.43694779116465954,0.36798221234018313,0.5142118863049095,0.4099783080260303,0.38054968287526425,0.375598086124402,0.42713567839195976,0.5346534653465347,0.833096820543453,0.8897211821218759,0.9996410217654172,1.0,0.2542372881355932,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.4602666248266547,0.5396825396825398,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.508028530893937,0.2708538050005459,0.2736968050251015,0.16387795618779746,0.06955552428345615,0.46237688195242727,0.062953904794018,0.8180022676566329,0.8231189441365286,0.46919830074865937,0.5076305220883499,0.44635908838243943,0.44702842377260976,0.3622559652928416,0.34038054968287523,0.3660287081339713,0.4296482412060301,0.5420792079207921,0.8354148065823388,0.8900759166101264,0.9996410217654172,1.0,0.2542372881355932,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.5153587985364816,0.48412698412698424,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.532467033110573,0.2790970629981439,0.3824839617164433,0.219239679233794,0.16644163561325165,0.5572004555514272,0.15094563137176964,0.8178559672287041,0.8265481079787871,0.43105485958319556,0.4040160642570313,0.3518621456364609,0.4082687338501292,0.34490238611713664,0.33192389006342493,0.3923444976076555,0.45477386934673364,0.5643564356435643,0.8390209904818241,0.890427723612754,0.9996410217654172,1.0,0.2542372881355932,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.4783136359715723,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.5002166431127415,0.30205262583251447,0.24005856988154495,0.14726452504278267,0.040691088973094536,0.4325092469315483,0.03666769058818094,0.8187337697962767,0.8220423461860521,0.42970465063766694,0.5807228915662688,0.4747081712062314,0.40051679586563305,0.3427331887201735,0.3276955602536998,0.40191387559808617,0.4673366834170854,0.5693069306930693,0.8409505770159695,0.8907766024724874,0.9996410217654172,0.9984496124031008,0.2542372881355932,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.47813718804845706,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
