"State","Year","Period","DG_Consumption"
"MT",2012,"M10",4243.45
"MT",2012,"M11",4258.225
"MT",2012,"M12",4273
"MT",2013,"M01",4295.34166666667
"MT",2013,"M02",4317.68333333333
"MT",2013,"M03",4340.025
"MT",2013,"M04",4362.36666666667
"MT",2013,"M05",4384.70833333333
"MT",2013,"M06",4407.05
"MT",2013,"M07",4429.39166666667
"MT",2013,"M08",4451.73333333333
"MT",2013,"M09",4474.075
"MT",2013,"M10",4496.41666666667
"MT",2013,"M11",4518.75833333333
"MT",2013,"M12",4541.1
"MT",2014,"M01",4560.9
"MT",2014,"M02",4580.7
"MT",2014,"M03",4600.5
"MT",2014,"M04",4620.3
"MT",2014,"M05",4640.1
"MT",2014,"M06",4659.9
"MT",2014,"M07",4679.7
"MT",2014,"M08",4699.5
"MT",2014,"M09",4719.3
"MT",2014,"M10",4739.1
"MT",2014,"M11",4758.9
"MT",2014,"M12",4778.7
"MT",2015,"M01",4801.28333333333
"MT",2015,"M02",4823.86666666667
"MT",2015,"M03",4846.45
"MT",2015,"M04",4869.03333333333
"MT",2015,"M05",4891.61666666667
"MT",2015,"M06",4914.2
"MT",2015,"M07",4936.78333333333
"MT",2015,"M08",4959.36666666667
"MT",2015,"M09",4981.95
"MT",2015,"M10",5004.53333333333
"MT",2015,"M11",5027.11666666667
"MT",2015,"M12",5049.7
"MT",2016,"M01",5057.71666666667
"MT",2016,"M02",5065.73333333333
"MT",2016,"M03",5073.75
"MT",2016,"M04",5081.76666666667
"MT",2016,"M05",5089.78333333333
"MT",2016,"M06",5097.8
"MT",2016,"M07",5105.81666666667
"MT",2016,"M08",5113.83333333333
"MT",2016,"M09",5121.85
"MT",2016,"M10",5129.86666666667
"MT",2016,"M11",5137.88333333333
"MT",2016,"M12",5145.9
"MT",2017,"M01",5158.09166666667
"MT",2017,"M02",5170.28333333333
"MT",2017,"M03",5182.475
"MT",2017,"M04",5194.66666666667
"MT",2017,"M05",5206.85833333333
"MT",2017,"M06",5219.05
"MT",2017,"M07",5231.24166666667
"MT",2017,"M08",5243.43333333333
"MT",2017,"M09",5255.625
"MT",2017,"M10",5267.81666666667
"MT",2017,"M11",5280.00833333333
"MT",2017,"M12",5292.2
"MT",2018,"M01",5311.56666666667
"MT",2018,"M02",5330.93333333333
"MT",2018,"M03",5350.3
"MT",2018,"M04",5369.66666666667
"MT",2018,"M05",5389.03333333333
"MT",2018,"M06",5408.4
"MT",2018,"M07",5427.76666666667
"MT",2018,"M08",5447.13333333333
"MT",2018,"M09",5466.5
"MT",2018,"M10",5485.86666666667
"MT",2018,"M11",5505.23333333333
"MT",2018,"M12",5524.6
"MT",2019,"M01",5530.6
"MT",2019,"M02",5536.6
"MT",2019,"M03",5542.6
"MT",2019,"M04",5548.6
"MT",2019,"M05",5554.6
"MT",2019,"M06",5560.6
"MT",2019,"M07",5566.6
"MT",2019,"M08",5572.6
"MT",2019,"M09",5578.6
"MT",2019,"M10",5584.6
"MT",2019,"M11",5590.6
"MT",2019,"M12",5596.6
"MT",2020,"M01",5651.85833333333
"MT",2020,"M02",5707.11666666667
"MT",2020,"M03",5762.375
"MT",2020,"M04",5817.63333333333
"MT",2020,"M05",5872.89166666667
"MT",2020,"M06",5928.15
"MT",2020,"M07",5983.40833333333
"MT",2020,"M08",6038.66666666667
"MT",2020,"M09",6093.925
"MT",2020,"M10",6149.18333333333
"MT",2020,"M11",6204.44166666667
"MT",2020,"M12",6259.7
"MT",2021,"M01",6389.24166666667
"MT",2021,"M02",6518.78333333333
"MT",2021,"M03",6648.325
"MT",2021,"M04",6777.86666666667
"MT",2021,"M05",6907.40833333333
"MT",2021,"M06",7036.95
"MT",2021,"M07",7166.49166666667
"MT",2021,"M08",7296.03333333333
"MT",2021,"M09",7425.575
"MT",2021,"M10",7555.11666666667
"MT",2021,"M11",7684.65833333333
"MT",2021,"M12",7814.2
"MT",2022,"M01",7848.225
"MT",2022,"M02",7882.25
"MT",2022,"M03",7916.275
"MT",2022,"M04",7950.3
"MT",2022,"M05",7984.325
"MT",2022,"M06",8018.35
"MT",2022,"M07",8052.375
"MT",2022,"M08",8086.4
"MT",2022,"M09",8120.425
"MT",2022,"M10",8154.45
"MT",2022,"M11",8188.475
"MT",2022,"M12",8222.5
"NE",2012,"M01",7413.96666666667
"NE",2012,"M02",7444.63333333333
"NE",2012,"M03",7475.3
"NE",2012,"M04",7505.96666666667
"NE",2012,"M05",7536.63333333333
"NE",2012,"M06",7567.3
"NE",2012,"M07",7597.96666666667
"NE",2012,"M08",7628.63333333333
"NE",2012,"M09",7659.3
"NE",2012,"M10",7689.96666666667
"NE",2012,"M11",7720.63333333333
"NE",2012,"M12",7751.3
"NE",2013,"M01",7775.925
"NE",2013,"M02",7800.55
"NE",2013,"M03",7825.175
"NE",2013,"M04",7849.8
"NE",2013,"M05",7874.425
"NE",2013,"M06",7899.05
"NE",2013,"M07",7923.675
"NE",2013,"M08",7948.3
"NE",2013,"M09",7972.925
"NE",2013,"M10",7997.55
"NE",2013,"M11",8022.175
"NE",2013,"M12",8046.8
"NE",2014,"M01",8071.46666666667
"NE",2014,"M02",8096.13333333333
"NE",2014,"M03",8120.8
"NE",2014,"M04",8145.46666666667
"NE",2014,"M05",8170.13333333333
"NE",2014,"M06",8194.8
"NE",2014,"M07",8219.46666666667
"NE",2014,"M08",8244.13333333333
"NE",2014,"M09",8268.8
"NE",2014,"M10",8293.46666666667
"NE",2014,"M11",8318.13333333333
"NE",2014,"M12",8342.8
"NE",2015,"M01",8370.9
"NE",2015,"M02",8399
"NE",2015,"M03",8427.1
"NE",2015,"M04",8455.2
"NE",2015,"M05",8483.3
"NE",2015,"M06",8511.4
"NE",2015,"M07",8539.5
"NE",2015,"M08",8567.6
"NE",2015,"M09",8595.7
"NE",2015,"M10",8623.8
"NE",2015,"M11",8651.9
"NE",2015,"M12",8680
"NE",2016,"M01",8702.33333333333
"NE",2016,"M02",8724.66666666667
"NE",2016,"M03",8747
"NE",2016,"M04",8769.33333333333
"NE",2016,"M05",8791.66666666667
"NE",2016,"M06",8814
"NE",2016,"M07",8836.33333333333
"NE",2016,"M08",8858.66666666667
"NE",2016,"M09",8881
"NE",2016,"M10",8903.33333333333
"NE",2016,"M11",8925.66666666667
"NE",2016,"M12",8948
"NE",2017,"M01",8964.6
"NE",2017,"M02",8981.2
"NE",2017,"M03",8997.8
"NE",2017,"M04",9014.4
"NE",2017,"M05",9031
"NE",2017,"M06",9047.6
"NE",2017,"M07",9064.2
"NE",2017,"M08",9080.8
"NE",2017,"M09",9097.4
"NE",2017,"M10",9114
"NE",2017,"M11",9130.6
"NE",2017,"M12",9147.2
"NE",2018,"M01",9171.475
"NE",2018,"M02",9195.75
"NE",2018,"M03",9220.025
"NE",2018,"M04",9244.3
"NE",2018,"M05",9268.575
"NE",2018,"M06",9292.85
"NE",2018,"M07",9317.125
"NE",2018,"M08",9341.4
"NE",2018,"M09",9365.675
"NE",2018,"M10",9389.95
"NE",2018,"M11",9414.225
"NE",2018,"M12",9438.5
"NE",2019,"M01",9451.25833333333
"NE",2019,"M02",9464.01666666667
"NE",2019,"M03",9476.775
"NE",2019,"M04",9489.53333333333
"NE",2019,"M05",9502.29166666667
"NE",2019,"M06",9515.05
"NE",2019,"M07",9527.80833333333
"NE",2019,"M08",9540.56666666667
"NE",2019,"M09",9553.325
"NE",2019,"M10",9566.08333333333
"NE",2019,"M11",9578.84166666667
"NE",2019,"M12",9591.6
"NE",2020,"M01",9657.35
"NE",2020,"M02",9723.1
"NE",2020,"M03",9788.85
"NE",2020,"M04",9854.6
"NE",2020,"M05",9920.35
"NE",2020,"M06",9986.1
"NE",2020,"M07",10051.85
"NE",2020,"M08",10117.6
"NE",2020,"M09",10183.35
"NE",2020,"M10",10249.1
"NE",2020,"M11",10314.85
"NE",2020,"M12",10380.6
"NE",2021,"M01",10566.35
"NE",2021,"M02",10752.1
"NE",2021,"M03",10937.85
"NE",2021,"M04",11123.6
"NE",2021,"M05",11309.35
"NE",2021,"M06",11495.1
"NE",2021,"M07",11680.85
"NE",2021,"M08",11866.6
"NE",2021,"M09",12052.35
"NE",2021,"M10",12238.1
"NE",2021,"M11",12423.85
"NE",2021,"M12",12609.6
"NE",2022,"M01",12649.1416666667
"NE",2022,"M02",12688.6833333333
"NE",2022,"M03",12728.225
"NE",2022,"M04",12767.7666666667
"NE",2022,"M05",12807.3083333333
"NE",2022,"M06",12846.85
"NE",2022,"M07",12886.3916666667
"NE",2022,"M08",12925.9333333333
"NE",2022,"M09",12965.475
"NE",2022,"M10",13005.0166666667
"NE",2022,"M11",13044.5583333333
"NE",2022,"M12",13084.1
"NV",2012,"M01",8924.95833333333
"NV",2012,"M02",8971.71666666667
"NV",2012,"M03",9018.475
"NV",2012,"M04",9065.23333333333
"NV",2012,"M05",9111.99166666667
"NV",2012,"M06",9158.75
"NV",2012,"M07",9205.50833333333
"NV",2012,"M08",9252.26666666667
"NV",2012,"M09",9299.025
"NV",2012,"M10",9345.78333333333
"NV",2012,"M11",9392.54166666667
"NV",2012,"M12",9439.3
"NV",2013,"M01",9498.30833333333
"NV",2013,"M02",9557.31666666667
"NV",2013,"M03",9616.325
"NV",2013,"M04",9675.33333333333
"NV",2013,"M05",9734.34166666667
"NV",2013,"M06",9793.35
"NV",2013,"M07",9852.35833333333
"NV",2013,"M08",9911.36666666667
"NV",2013,"M09",9970.375
"NV",2013,"M10",10029.3833333333
"NV",2013,"M11",10088.3916666667
"NV",2013,"M12",10147.4
"NV",2014,"M01",10204.5166666667
"NV",2014,"M02",10261.6333333333
"NV",2014,"M03",10318.75
"NV",2014,"M04",10375.8666666667
"NV",2014,"M05",10432.9833333333
"NV",2014,"M06",10490.1
"NV",2014,"M07",10547.2166666667
"NV",2014,"M08",10604.3333333333
"NV",2014,"M09",10661.45
"NV",2014,"M10",10718.5666666667
"NV",2014,"M11",10775.6833333333
"NV",2014,"M12",10832.8
"NV",2015,"M01",10883.225
"NV",2015,"M02",10933.65
"NV",2015,"M03",10984.075
"NV",2015,"M04",11034.5
"NV",2015,"M05",11084.925
"NV",2015,"M06",11135.35
"NV",2015,"M07",11185.775
"NV",2015,"M08",11236.2
"NV",2015,"M09",11286.625
"NV",2015,"M10",11337.05
"NV",2015,"M11",11387.475
"NV",2015,"M12",11437.9
"NV",2016,"M01",11484.65
"NV",2016,"M02",11531.4
"NV",2016,"M03",11578.15
"NV",2016,"M04",11624.9
"NV",2016,"M05",11671.65
"NV",2016,"M06",11718.4
"NV",2016,"M07",11765.15
"NV",2016,"M08",11811.9
"NV",2016,"M09",11858.65
"NV",2016,"M10",11905.4
"NV",2016,"M11",11952.15
"NV",2016,"M12",11998.9
"NV",2017,"M01",12054.8166666667
"NV",2017,"M02",12110.7333333333
"NV",2017,"M03",12166.65
"NV",2017,"M04",12222.5666666667
"NV",2017,"M05",12278.4833333333
"NV",2017,"M06",12334.4
"NV",2017,"M07",12390.3166666667
"NV",2017,"M08",12446.2333333333
"NV",2017,"M09",12502.15
"NV",2017,"M10",12558.0666666667
"NV",2017,"M11",12613.9833333333
"NV",2017,"M12",12669.9
"NV",2018,"M01",12752.65
"NV",2018,"M02",12835.4
"NV",2018,"M03",12918.15
"NV",2018,"M04",13000.9
"NV",2018,"M05",13083.65
"NV",2018,"M06",13166.4
"NV",2018,"M07",13249.15
"NV",2018,"M08",13331.9
"NV",2018,"M09",13414.65
"NV",2018,"M10",13497.4
"NV",2018,"M11",13580.15
"NV",2018,"M12",13662.9
"NV",2019,"M01",13695.925
"NV",2019,"M02",13728.95
"NV",2019,"M03",13761.975
"NV",2019,"M04",13795
"NV",2019,"M05",13828.025
"NV",2019,"M06",13861.05
"NV",2019,"M07",13894.075
"NV",2019,"M08",13927.1
"NV",2019,"M09",13960.125
"NV",2019,"M10",13993.15
"NV",2019,"M11",14026.175
"NV",2019,"M12",14059.2
"NV",2020,"M01",14153.25
"NV",2020,"M02",14247.3
"NV",2020,"M03",14341.35
"NV",2020,"M04",14435.4
"NV",2020,"M05",14529.45
"NV",2020,"M06",14623.5
"NV",2020,"M07",14717.55
"NV",2020,"M08",14811.6
"NV",2020,"M09",14905.65
"NV",2020,"M10",14999.7
"NV",2020,"M11",15093.75
"NV",2020,"M12",15187.8
"NV",2021,"M01",15536.8333333333
"NV",2021,"M02",15885.8666666667
"NV",2021,"M03",16234.9
"NV",2021,"M04",16583.9333333333
"NV",2021,"M05",16932.9666666667
"NV",2021,"M06",17282
"NV",2021,"M07",17631.0333333333
"NV",2021,"M08",17980.0666666667
"NV",2021,"M09",18329.1
"NV",2021,"M10",18678.1333333333
"NV",2021,"M11",19027.1666666667
"NV",2021,"M12",19376.2
"NV",2022,"M01",19518.4083333333
"NV",2022,"M02",19660.6166666667
"NV",2022,"M03",19802.825
"NV",2022,"M04",19945.0333333333
"NV",2022,"M05",20087.2416666667
"NV",2022,"M06",20229.45
"NV",2022,"M07",20371.6583333333
"NV",2022,"M08",20513.8666666667
"NV",2022,"M09",20656.075
"NV",2022,"M10",20798.2833333333
"NV",2022,"M11",20940.4916666667
"NV",2022,"M12",21082.7
"NH",2012,"M01",5289.05
"NH",2012,"M02",5309.3
"NH",2012,"M03",5329.55
"NH",2012,"M04",5349.8
"NH",2012,"M05",5370.05
"NH",2012,"M06",5390.3
"NH",2012,"M07",5410.55
"NH",2012,"M08",5430.8
"NH",2012,"M09",5451.05
"NH",2012,"M10",5471.3
"NH",2012,"M11",5491.55
"NH",2012,"M12",5511.8
"NH",2013,"M01",5538.79166666667
"NH",2013,"M02",5565.78333333333
"NH",2013,"M03",5592.775
"NH",2013,"M04",5619.76666666667
"NH",2013,"M05",5646.75833333333
"NH",2013,"M06",5673.75
"NH",2013,"M07",5700.74166666667
"NH",2013,"M08",5727.73333333333
"NH",2013,"M09",5754.725
"NH",2013,"M10",5781.71666666667
"NH",2013,"M11",5808.70833333333
"NH",2013,"M12",5835.7
"NH",2014,"M01",5862.65833333333
"NH",2014,"M02",5889.61666666667
"NH",2014,"M03",5916.575
"NH",2014,"M04",5943.53333333333
"NH",2014,"M05",5970.49166666667
"NH",2014,"M06",5997.45
"NH",2014,"M07",6024.40833333333
"NH",2014,"M08",6051.36666666667
"NH",2014,"M09",6078.325
"NH",2014,"M10",6105.28333333333
"NH",2014,"M11",6132.24166666667
"NH",2014,"M12",6159.2
"NH",2015,"M01",6187.96666666667
"NH",2015,"M02",6216.73333333333
"NH",2015,"M03",6245.5
"NH",2015,"M04",6274.26666666667
"NH",2015,"M05",6303.03333333333
"NH",2015,"M06",6331.8
"NH",2015,"M07",6360.56666666667
"NH",2015,"M08",6389.33333333333
"NH",2015,"M09",6418.1
"NH",2015,"M10",6446.86666666667
"NH",2015,"M11",6475.63333333333
"NH",2015,"M12",6504.4
"NH",2016,"M01",6517.1
"NH",2016,"M02",6529.8
"NH",2016,"M03",6542.5
"NH",2016,"M04",6555.2
"NH",2016,"M05",6567.9
"NH",2016,"M06",6580.6
"NH",2016,"M07",6593.3
"NH",2016,"M08",6606
"NH",2016,"M09",6618.7
"NH",2016,"M10",6631.4
"NH",2016,"M11",6644.1
"NH",2016,"M12",6656.8
"NH",2017,"M01",6672.23333333333
"NH",2017,"M02",6687.66666666667
"NH",2017,"M03",6703.1
"NH",2017,"M04",6718.53333333333
"NH",2017,"M05",6733.96666666667
"NH",2017,"M06",6749.4
"NH",2017,"M07",6764.83333333333
"NH",2017,"M08",6780.26666666667
"NH",2017,"M09",6795.7
"NH",2017,"M10",6811.13333333333
"NH",2017,"M11",6826.56666666667
"NH",2017,"M12",6842
"NH",2018,"M01",6863.25833333333
"NH",2018,"M02",6884.51666666667
"NH",2018,"M03",6905.775
"NH",2018,"M04",6927.03333333333
"NH",2018,"M05",6948.29166666667
"NH",2018,"M06",6969.55
"NH",2018,"M07",6990.80833333333
"NH",2018,"M08",7012.06666666667
"NH",2018,"M09",7033.325
"NH",2018,"M10",7054.58333333333
"NH",2018,"M11",7075.84166666667
"NH",2018,"M12",7097.1
"NH",2019,"M01",7110.76666666667
"NH",2019,"M02",7124.43333333333
"NH",2019,"M03",7138.1
"NH",2019,"M04",7151.76666666667
"NH",2019,"M05",7165.43333333333
"NH",2019,"M06",7179.1
"NH",2019,"M07",7192.76666666667
"NH",2019,"M08",7206.43333333333
"NH",2019,"M09",7220.1
"NH",2019,"M10",7233.76666666667
"NH",2019,"M11",7247.43333333333
"NH",2019,"M12",7261.1
"NH",2020,"M01",7304.61666666667
"NH",2020,"M02",7348.13333333333
"NH",2020,"M03",7391.65
"NH",2020,"M04",7435.16666666667
"NH",2020,"M05",7478.68333333333
"NH",2020,"M06",7522.2
"NH",2020,"M07",7565.71666666667
"NH",2020,"M08",7609.23333333333
"NH",2020,"M09",7652.75
"NH",2020,"M10",7696.26666666667
"NH",2020,"M11",7739.78333333333
"NH",2020,"M12",7783.3
"NH",2021,"M01",7932.525
"NH",2021,"M02",8081.75
"NH",2021,"M03",8230.975
"NH",2021,"M04",8380.2
"NH",2021,"M05",8529.425
"NH",2021,"M06",8678.65
"NH",2021,"M07",8827.875
"NH",2021,"M08",8977.1
"NH",2021,"M09",9126.325
"NH",2021,"M10",9275.55
"NH",2021,"M11",9424.775
"NH",2021,"M12",9574
"NH",2022,"M01",9628.88333333333
"NH",2022,"M02",9683.76666666667
"NH",2022,"M03",9738.65
"NH",2022,"M04",9793.53333333333
"NH",2022,"M05",9848.41666666667
"NH",2022,"M06",9903.3
"NH",2022,"M07",9958.18333333333
"NH",2022,"M08",10013.0666666667
"NH",2022,"M09",10067.95
"NH",2022,"M10",10122.8333333333
"NH",2022,"M11",10177.7166666667
"NH",2022,"M12",10232.6
"NJ",2012,"M01",37014.5666666667
"NJ",2012,"M02",37074.7333333333
"NJ",2012,"M03",37134.9
"NJ",2012,"M04",37195.0666666667
"NJ",2012,"M05",37255.2333333333
"NJ",2012,"M06",37315.4
"NJ",2012,"M07",37375.5666666667
"NJ",2012,"M08",37435.7333333333
"NJ",2012,"M09",37495.9
"NJ",2012,"M10",37556.0666666667
"NJ",2012,"M11",37616.2333333333
"NJ",2012,"M12",37676.4
"NJ",2013,"M01",37787.6
"NJ",2013,"M02",37898.8
"NJ",2013,"M03",38010
"NJ",2013,"M04",38121.2
"NJ",2013,"M05",38232.4
"NJ",2013,"M06",38343.6
"NJ",2013,"M07",38454.8
"NJ",2013,"M08",38566
"NJ",2013,"M09",38677.2
"NJ",2013,"M10",38788.4
"NJ",2013,"M11",38899.6
"NJ",2013,"M12",39010.8
"NJ",2014,"M01",39066.35
"NJ",2014,"M02",39121.9
"NJ",2014,"M03",39177.45
"NJ",2014,"M04",39233
"NJ",2014,"M05",39288.55
"NJ",2014,"M06",39344.1
"NJ",2014,"M07",39399.65
"NJ",2014,"M08",39455.2
"NJ",2014,"M09",39510.75
"NJ",2014,"M10",39566.3
"NJ",2014,"M11",39621.85
"NJ",2014,"M12",39677.4
"NJ",2015,"M01",39751.7916666667
"NJ",2015,"M02",39826.1833333333
"NJ",2015,"M03",39900.575
"NJ",2015,"M04",39974.9666666667
"NJ",2015,"M05",40049.3583333333
"NJ",2015,"M06",40123.75
"NJ",2015,"M07",40198.1416666667
"NJ",2015,"M08",40272.5333333333
"NJ",2015,"M09",40346.925
"NJ",2015,"M10",40421.3166666667
"NJ",2015,"M11",40495.7083333333
"NJ",2015,"M12",40570.1
"NJ",2016,"M01",40564.325
"NJ",2016,"M02",40558.55
"NJ",2016,"M03",40552.775
"NJ",2016,"M04",40547
"NJ",2016,"M05",40541.225
"NJ",2016,"M06",40535.45
"NJ",2016,"M07",40529.675
"NJ",2016,"M08",40523.9
"NJ",2016,"M09",40518.125
"NJ",2016,"M10",40512.35
"NJ",2016,"M11",40506.575
"NJ",2016,"M12",40500.8
"NJ",2017,"M01",40570.1083333333
"NJ",2017,"M02",40639.4166666667
"NJ",2017,"M03",40708.725
"NJ",2017,"M04",40778.0333333333
"NJ",2017,"M05",40847.3416666667
"NJ",2017,"M06",40916.65
"NJ",2017,"M07",40985.9583333333
"NJ",2017,"M08",41055.2666666667
"NJ",2017,"M09",41124.575
"NJ",2017,"M10",41193.8833333333
"NJ",2017,"M11",41263.1916666667
"NJ",2017,"M12",41332.5
"NJ",2018,"M01",41470.8333333333
"NJ",2018,"M02",41609.1666666667
"NJ",2018,"M03",41747.5
"NJ",2018,"M04",41885.8333333333
"NJ",2018,"M05",42024.1666666667
"NJ",2018,"M06",42162.5
"NJ",2018,"M07",42300.8333333333
"NJ",2018,"M08",42439.1666666667
"NJ",2018,"M09",42577.5
"NJ",2018,"M10",42715.8333333333
"NJ",2018,"M11",42854.1666666667
"NJ",2018,"M12",42992.5
"NJ",2019,"M01",43122.3166666667
"NJ",2019,"M02",43252.1333333333
"NJ",2019,"M03",43381.95
"NJ",2019,"M04",43511.7666666667
"NJ",2019,"M05",43641.5833333333
"NJ",2019,"M06",43771.4
"NJ",2019,"M07",43901.2166666667
"NJ",2019,"M08",44031.0333333333
"NJ",2019,"M09",44160.85
"NJ",2019,"M10",44290.6666666667
"NJ",2019,"M11",44420.4833333333
"NJ",2019,"M12",44550.3
"NJ",2020,"M01",44631.3166666667
"NJ",2020,"M02",44712.3333333333
"NJ",2020,"M03",44793.35
"NJ",2020,"M04",44874.3666666667
"NJ",2020,"M05",44955.3833333333
"NJ",2020,"M06",45036.4
"NJ",2020,"M07",45117.4166666667
"NJ",2020,"M08",45198.4333333333
"NJ",2020,"M09",45279.45
"NJ",2020,"M10",45360.4666666667
"NJ",2020,"M11",45441.4833333333
"NJ",2020,"M12",45522.5
"NJ",2021,"M01",46432.3
"NJ",2021,"M02",47342.1
"NJ",2021,"M03",48251.9
"NJ",2021,"M04",49161.7
"NJ",2021,"M05",50071.5
"NJ",2021,"M06",50981.3
"NJ",2021,"M07",51891.1
"NJ",2021,"M08",52800.9
"NJ",2021,"M09",53710.7
"NJ",2021,"M10",54620.5
"NJ",2021,"M11",55530.3
"NJ",2021,"M12",56440.1
"NJ",2022,"M01",56681.675
"NJ",2022,"M02",56923.25
"NJ",2022,"M03",57164.825
"NJ",2022,"M04",57406.4
"NJ",2022,"M05",57647.975
"NJ",2022,"M06",57889.55
"NJ",2022,"M07",58131.125
"NJ",2022,"M08",58372.7
"NJ",2022,"M09",58614.275
"NJ",2022,"M10",58855.85
"NJ",2022,"M11",59097.425
"NJ",2022,"M12",59339
"NM",2012,"M01",6313.4
"NM",2012,"M02",6337.5
"NM",2012,"M03",6361.6
"NM",2012,"M04",6385.7
"NM",2012,"M05",6409.8
"NM",2012,"M06",6433.9
"NM",2012,"M07",6458
"NM",2012,"M08",6482.1
"NM",2012,"M09",6506.2
"NM",2012,"M10",6530.3
"NM",2012,"M11",6554.4
"NM",2012,"M12",6578.5
"NM",2013,"M01",6603.46666666667
"NM",2013,"M02",6628.43333333333
"NM",2013,"M03",6653.4
"NM",2013,"M04",6678.36666666667
"NM",2013,"M05",6703.33333333333
"NM",2013,"M06",6728.3
"NM",2013,"M07",6753.26666666667
"NM",2013,"M08",6778.23333333333
"NM",2013,"M09",6803.2
"NM",2013,"M10",6828.16666666667
"NM",2013,"M11",6853.13333333333
"NM",2013,"M12",6878.1
"NM",2014,"M01",6904.53333333333
"NM",2014,"M02",6930.96666666667
"NM",2014,"M03",6957.4
"NM",2014,"M04",6983.83333333333
"NM",2014,"M05",7010.26666666667
"NM",2014,"M06",7036.7
"NM",2014,"M07",7063.13333333333
"NM",2014,"M08",7089.56666666667
"NM",2014,"M09",7116
"NM",2014,"M10",7142.43333333333
"NM",2014,"M11",7168.86666666667
"NM",2014,"M12",7195.3
"NM",2015,"M01",7227.5
"NM",2015,"M02",7259.7
"NM",2015,"M03",7291.9
"NM",2015,"M04",7324.1
"NM",2015,"M05",7356.3
"NM",2015,"M06",7388.5
"NM",2015,"M07",7420.7
"NM",2015,"M08",7452.9
"NM",2015,"M09",7485.1
"NM",2015,"M10",7517.3
"NM",2015,"M11",7549.5
"NM",2015,"M12",7581.7
"NM",2016,"M01",7587.05
"NM",2016,"M02",7592.4
"NM",2016,"M03",7597.75
"NM",2016,"M04",7603.1
"NM",2016,"M05",7608.45
"NM",2016,"M06",7613.8
"NM",2016,"M07",7619.15
"NM",2016,"M08",7624.5
"NM",2016,"M09",7629.85
"NM",2016,"M10",7635.2
"NM",2016,"M11",7640.55
"NM",2016,"M12",7645.9
"NM",2017,"M01",7664.1
"NM",2017,"M02",7682.3
"NM",2017,"M03",7700.5
"NM",2017,"M04",7718.7
"NM",2017,"M05",7736.9
"NM",2017,"M06",7755.1
"NM",2017,"M07",7773.3
"NM",2017,"M08",7791.5
"NM",2017,"M09",7809.7
"NM",2017,"M10",7827.9
"NM",2017,"M11",7846.1
"NM",2017,"M12",7864.3
"NM",2018,"M01",7899.38333333333
"NM",2018,"M02",7934.46666666667
"NM",2018,"M03",7969.55
"NM",2018,"M04",8004.63333333333
"NM",2018,"M05",8039.71666666667
"NM",2018,"M06",8074.8
"NM",2018,"M07",8109.88333333333
"NM",2018,"M08",8144.96666666667
"NM",2018,"M09",8180.05
"NM",2018,"M10",8215.13333333333
"NM",2018,"M11",8250.21666666667
"NM",2018,"M12",8285.3
"NM",2019,"M01",8287.45
"NM",2019,"M02",8289.6
"NM",2019,"M03",8291.75
"NM",2019,"M04",8293.9
"NM",2019,"M05",8296.05
"NM",2019,"M06",8298.2
"NM",2019,"M07",8300.35
"NM",2019,"M08",8302.5
"NM",2019,"M09",8304.65
"NM",2019,"M10",8306.8
"NM",2019,"M11",8308.95
"NM",2019,"M12",8311.1
"NM",2020,"M01",8330.69166666667
"NM",2020,"M02",8350.28333333333
"NM",2020,"M03",8369.875
"NM",2020,"M04",8389.46666666667
"NM",2020,"M05",8409.05833333333
"NM",2020,"M06",8428.65
"NM",2020,"M07",8448.24166666667
"NM",2020,"M08",8467.83333333333
"NM",2020,"M09",8487.425
"NM",2020,"M10",8507.01666666667
"NM",2020,"M11",8526.60833333333
"NM",2020,"M12",8546.2
"NM",2021,"M01",8728.55833333333
"NM",2021,"M02",8910.91666666667
"NM",2021,"M03",9093.275
"NM",2021,"M04",9275.63333333333
"NM",2021,"M05",9457.99166666667
"NM",2021,"M06",9640.35
"NM",2021,"M07",9822.70833333333
"NM",2021,"M08",10005.0666666667
"NM",2021,"M09",10187.425
"NM",2021,"M10",10369.7833333333
"NM",2021,"M11",10552.1416666667
"NM",2021,"M12",10734.5
"NM",2022,"M01",10767.75
"NM",2022,"M02",10801
"NM",2022,"M03",10834.25
"NM",2022,"M04",10867.5
"NM",2022,"M05",10900.75
"NM",2022,"M06",10934
"NM",2022,"M07",10967.25
"NM",2022,"M08",11000.5
"NM",2022,"M09",11033.75
"NM",2022,"M10",11067
"NM",2022,"M11",11100.25
"NM",2022,"M12",11133.5
"NY",2012,"M01",64710.65
"NY",2012,"M02",64870.3
"NY",2012,"M03",65029.95
"NY",2012,"M04",65189.6
"NY",2012,"M05",65349.25
"NY",2012,"M06",65508.9
"NY",2012,"M07",65668.55
"NY",2012,"M08",65828.2
"NY",2012,"M09",65987.85
"NY",2012,"M10",66147.5
"NY",2012,"M11",66307.15
"NY",2012,"M12",66466.8
"NY",2013,"M01",66687.1666666667
"NY",2013,"M02",66907.5333333333
"NY",2013,"M03",67127.9
"NY",2013,"M04",67348.2666666667
"NY",2013,"M05",67568.6333333333
"NY",2013,"M06",67789
"NY",2013,"M07",68009.3666666667
"NY",2013,"M08",68229.7333333333
"NY",2013,"M09",68450.1
"NY",2013,"M10",68670.4666666667
"NY",2013,"M11",68890.8333333333
"NY",2013,"M12",69111.2
"NY",2014,"M01",69348.4833333333
"NY",2014,"M02",69585.7666666667
"NY",2014,"M03",69823.05
"NY",2014,"M04",70060.3333333333
