"State","Year","Period","DG_Consumption"
"AL",2012,"M01",14496.4166666667
"AL",2012,"M02",14548.7333333333
"AL",2012,"M03",14601.05
"AL",2012,"M04",14653.3666666667
"AL",2012,"M05",14705.6833333333
"AL",2012,"M06",14758
"AL",2012,"M07",14810.3166666667
"AL",2012,"M08",14862.6333333333
"AL",2012,"M09",14914.95
"AL",2012,"M10",14967.2666666667
"AL",2012,"M11",15019.5833333333
"AL",2012,"M12",15071.9
"AL",2013,"M01",15112.8416666667
"AL",2013,"M02",15153.7833333333
"AL",2013,"M03",15194.725
"AL",2013,"M04",15235.6666666667
"AL",2013,"M05",15276.6083333333
"AL",2013,"M06",15317.55
"AL",2013,"M07",15358.4916666667
"AL",2013,"M08",15399.4333333333
"AL",2013,"M09",15440.375
"AL",2013,"M10",15481.3166666667
"AL",2013,"M11",15522.2583333333
"AL",2013,"M12",15563.2
"AL",2014,"M01",15608.8583333333
"AL",2014,"M02",15654.5166666667
"AL",2014,"M03",15700.175
"AL",2014,"M04",15745.8333333333
"AL",2014,"M05",15791.4916666667
"AL",2014,"M06",15837.15
"AL",2014,"M07",15882.8083333333
"AL",2014,"M08",15928.4666666667
"AL",2014,"M09",15974.125
"AL",2014,"M10",16019.7833333333
"AL",2014,"M11",16065.4416666667
"AL",2014,"M12",16111.1
"AL",2015,"M01",16176.8333333333
"AL",2015,"M02",16242.5666666667
"AL",2015,"M03",16308.3
"AL",2015,"M04",16374.0333333333
"AL",2015,"M05",16439.7666666667
"AL",2015,"M06",16505.5
"AL",2015,"M07",16571.2333333333
"AL",2015,"M08",16636.9666666667
"AL",2015,"M09",16702.7
"AL",2015,"M10",16768.4333333333
"AL",2015,"M11",16834.1666666667
"AL",2015,"M12",16899.9
"AL",2016,"M01",16950.5083333333
"AL",2016,"M02",17001.1166666667
"AL",2016,"M03",17051.725
"AL",2016,"M04",17102.3333333333
"AL",2016,"M05",17152.9416666667
"AL",2016,"M06",17203.55
"AL",2016,"M07",17254.1583333333
"AL",2016,"M08",17304.7666666667
"AL",2016,"M09",17355.375
"AL",2016,"M10",17405.9833333333
"AL",2016,"M11",17456.5916666667
"AL",2016,"M12",17507.2
"AL",2017,"M01",17563.0166666667
"AL",2017,"M02",17618.8333333333
"AL",2017,"M03",17674.65
"AL",2017,"M04",17730.4666666667
"AL",2017,"M05",17786.2833333333
"AL",2017,"M06",17842.1
"AL",2017,"M07",17897.9166666667
"AL",2017,"M08",17953.7333333333
"AL",2017,"M09",18009.55
"AL",2017,"M10",18065.3666666667
"AL",2017,"M11",18121.1833333333
"AL",2017,"M12",18177
"AL",2018,"M01",18243.0416666667
"AL",2018,"M02",18309.0833333333
"AL",2018,"M03",18375.125
"AL",2018,"M04",18441.1666666667
"AL",2018,"M05",18507.2083333333
"AL",2018,"M06",18573.25
"AL",2018,"M07",18639.2916666667
"AL",2018,"M08",18705.3333333333
"AL",2018,"M09",18771.375
"AL",2018,"M10",18837.4166666667
"AL",2018,"M11",18903.4583333333
"AL",2018,"M12",18969.5
"AL",2019,"M01",19016.0166666667
"AL",2019,"M02",19062.5333333333
"AL",2019,"M03",19109.05
"AL",2019,"M04",19155.5666666667
"AL",2019,"M05",19202.0833333333
"AL",2019,"M06",19248.6
"AL",2019,"M07",19295.1166666667
"AL",2019,"M08",19341.6333333333
"AL",2019,"M09",19388.15
"AL",2019,"M10",19434.6666666667
"AL",2019,"M11",19481.1833333333
"AL",2019,"M12",19527.7
"AL",2020,"M01",19681.2416666667
"AL",2020,"M02",19834.7833333333
"AL",2020,"M03",19988.325
"AL",2020,"M04",20141.8666666667
"AL",2020,"M05",20295.4083333333
"AL",2020,"M06",20448.95
"AL",2020,"M07",20602.4916666667
"AL",2020,"M08",20756.0333333333
"AL",2020,"M09",20909.575
"AL",2020,"M10",21063.1166666667
"AL",2020,"M11",21216.6583333333
"AL",2020,"M12",21370.2
"AL",2021,"M01",21771.875
"AL",2021,"M02",22173.55
"AL",2021,"M03",22575.225
"AL",2021,"M04",22976.9
"AL",2021,"M05",23378.575
"AL",2021,"M06",23780.25
"AL",2021,"M07",24181.925
"AL",2021,"M08",24583.6
"AL",2021,"M09",24985.275
"AL",2021,"M10",25386.95
"AL",2021,"M11",25788.625
"AL",2021,"M12",26190.3
"AL",2022,"M01",26333.4833333333
"AL",2022,"M02",26476.6666666667
"AL",2022,"M03",26619.85
"AL",2022,"M04",26763.0333333333
"AL",2022,"M05",26906.2166666667
"AL",2022,"M06",27049.4
"AL",2022,"M07",27192.5833333333
"AL",2022,"M08",27335.7666666667
"AL",2022,"M09",27478.95
"AL",2022,"M10",27622.1333333333
"AL",2022,"M11",27765.3166666667
"AL",2022,"M12",27908.5
"AK",2012,"M01",3029.51666666667
"AK",2012,"M02",3040.83333333333
"AK",2012,"M03",3052.15
"AK",2012,"M04",3063.46666666667
"AK",2012,"M05",3074.78333333333
"AK",2012,"M06",3086.1
"AK",2012,"M07",3097.41666666667
"AK",2012,"M08",3108.73333333333
"AK",2012,"M09",3120.05
"AK",2012,"M10",3131.36666666667
"AK",2012,"M11",3142.68333333333
"AK",2012,"M12",3154
"AK",2013,"M01",3161.36666666667
"AK",2013,"M02",3168.73333333333
"AK",2013,"M03",3176.1
"AK",2013,"M04",3183.46666666667
"AK",2013,"M05",3190.83333333333
"AK",2013,"M06",3198.2
"AK",2013,"M07",3205.56666666667
"AK",2013,"M08",3212.93333333333
"AK",2013,"M09",3220.3
"AK",2013,"M10",3227.66666666667
"AK",2013,"M11",3235.03333333333
"AK",2013,"M12",3242.4
"AK",2014,"M01",3254.19166666667
"AK",2014,"M02",3265.98333333333
"AK",2014,"M03",3277.775
"AK",2014,"M04",3289.56666666667
"AK",2014,"M05",3301.35833333333
"AK",2014,"M06",3313.15
"AK",2014,"M07",3324.94166666667
"AK",2014,"M08",3336.73333333333
"AK",2014,"M09",3348.525
"AK",2014,"M10",3360.31666666667
"AK",2014,"M11",3372.10833333333
"AK",2014,"M12",3383.9
"AK",2015,"M01",3396.6
"AK",2015,"M02",3409.3
"AK",2015,"M03",3422
"AK",2015,"M04",3434.7
"AK",2015,"M05",3447.4
"AK",2015,"M06",3460.1
"AK",2015,"M07",3472.8
"AK",2015,"M08",3485.5
"AK",2015,"M09",3498.2
"AK",2015,"M10",3510.9
"AK",2015,"M11",3523.6
"AK",2015,"M12",3536.3
"AK",2016,"M01",3543.45
"AK",2016,"M02",3550.6
"AK",2016,"M03",3557.75
"AK",2016,"M04",3564.9
"AK",2016,"M05",3572.05
"AK",2016,"M06",3579.2
"AK",2016,"M07",3586.35
"AK",2016,"M08",3593.5
"AK",2016,"M09",3600.65
"AK",2016,"M10",3607.8
"AK",2016,"M11",3614.95
"AK",2016,"M12",3622.1
"AK",2017,"M01",3635.84166666667
"AK",2017,"M02",3649.58333333333
"AK",2017,"M03",3663.325
"AK",2017,"M04",3677.06666666667
"AK",2017,"M05",3690.80833333333
"AK",2017,"M06",3704.55
"AK",2017,"M07",3718.29166666667
"AK",2017,"M08",3732.03333333333
"AK",2017,"M09",3745.775
"AK",2017,"M10",3759.51666666667
"AK",2017,"M11",3773.25833333333
"AK",2017,"M12",3787
"AK",2018,"M01",3794.70833333333
"AK",2018,"M02",3802.41666666667
"AK",2018,"M03",3810.125
"AK",2018,"M04",3817.83333333333
"AK",2018,"M05",3825.54166666667
"AK",2018,"M06",3833.25
"AK",2018,"M07",3840.95833333333
"AK",2018,"M08",3848.66666666667
"AK",2018,"M09",3856.375
"AK",2018,"M10",3864.08333333333
"AK",2018,"M11",3871.79166666667
"AK",2018,"M12",3879.5
"AK",2019,"M01",3885.46666666667
"AK",2019,"M02",3891.43333333333
"AK",2019,"M03",3897.4
"AK",2019,"M04",3903.36666666667
"AK",2019,"M05",3909.33333333333
"AK",2019,"M06",3915.3
"AK",2019,"M07",3921.26666666667
"AK",2019,"M08",3927.23333333333
"AK",2019,"M09",3933.2
"AK",2019,"M10",3939.16666666667
"AK",2019,"M11",3945.13333333333
"AK",2019,"M12",3951.1
"AK",2020,"M01",3983.73333333333
"AK",2020,"M02",4016.36666666667
"AK",2020,"M03",4049
"AK",2020,"M04",4081.63333333333
"AK",2020,"M05",4114.26666666667
"AK",2020,"M06",4146.9
"AK",2020,"M07",4179.53333333333
"AK",2020,"M08",4212.16666666667
"AK",2020,"M09",4244.8
"AK",2020,"M10",4277.43333333333
"AK",2020,"M11",4310.06666666667
"AK",2020,"M12",4342.7
"AK",2021,"M01",4415.45833333333
"AK",2021,"M02",4488.21666666667
"AK",2021,"M03",4560.975
"AK",2021,"M04",4633.73333333333
"AK",2021,"M05",4706.49166666667
"AK",2021,"M06",4779.25
"AK",2021,"M07",4852.00833333333
"AK",2021,"M08",4924.76666666667
"AK",2021,"M09",4997.525
"AK",2021,"M10",5070.28333333333
"AK",2021,"M11",5143.04166666667
"AK",2021,"M12",5215.8
"AK",2022,"M01",5239.06666666667
"AK",2022,"M02",5262.33333333333
"AK",2022,"M03",5285.6
"AK",2022,"M04",5308.86666666667
"AK",2022,"M05",5332.13333333333
"AK",2022,"M06",5355.4
"AK",2022,"M07",5378.66666666667
"AK",2022,"M08",5401.93333333333
"AK",2022,"M09",5425.2
"AK",2022,"M10",5448.46666666667
"AK",2022,"M11",5471.73333333333
"AK",2022,"M12",5495
"AZ",2012,"M01",21658.425
"AZ",2012,"M02",21738.25
"AZ",2012,"M03",21818.075
"AZ",2012,"M04",21897.9
"AZ",2012,"M05",21977.725
"AZ",2012,"M06",22057.55
"AZ",2012,"M07",22137.375
"AZ",2012,"M08",22217.2
"AZ",2012,"M09",22297.025
"AZ",2012,"M10",22376.85
"AZ",2012,"M11",22456.675
"AZ",2012,"M12",22536.5
"AZ",2013,"M01",22630.7166666667
"AZ",2013,"M02",22724.9333333333
"AZ",2013,"M03",22819.15
"AZ",2013,"M04",22913.3666666667
"AZ",2013,"M05",23007.5833333333
"AZ",2013,"M06",23101.8
"AZ",2013,"M07",23196.0166666667
"AZ",2013,"M08",23290.2333333333
"AZ",2013,"M09",23384.45
"AZ",2013,"M10",23478.6666666667
"AZ",2013,"M11",23572.8833333333
"AZ",2013,"M12",23667.1
"AZ",2014,"M01",23792.1916666667
"AZ",2014,"M02",23917.2833333333
"AZ",2014,"M03",24042.375
"AZ",2014,"M04",24167.4666666667
"AZ",2014,"M05",24292.5583333333
"AZ",2014,"M06",24417.65
"AZ",2014,"M07",24542.7416666667
"AZ",2014,"M08",24667.8333333333
"AZ",2014,"M09",24792.925
"AZ",2014,"M10",24918.0166666667
"AZ",2014,"M11",25043.1083333333
"AZ",2014,"M12",25168.2
"AZ",2015,"M01",25308.1
"AZ",2015,"M02",25448
"AZ",2015,"M03",25587.9
"AZ",2015,"M04",25727.8
"AZ",2015,"M05",25867.7
"AZ",2015,"M06",26007.6
"AZ",2015,"M07",26147.5
"AZ",2015,"M08",26287.4
"AZ",2015,"M09",26427.3
"AZ",2015,"M10",26567.2
"AZ",2015,"M11",26707.1
"AZ",2015,"M12",26847
"AZ",2016,"M01",26942.6333333333
"AZ",2016,"M02",27038.2666666667
"AZ",2016,"M03",27133.9
"AZ",2016,"M04",27229.5333333333
"AZ",2016,"M05",27325.1666666667
"AZ",2016,"M06",27420.8
"AZ",2016,"M07",27516.4333333333
"AZ",2016,"M08",27612.0666666667
"AZ",2016,"M09",27707.7
"AZ",2016,"M10",27803.3333333333
"AZ",2016,"M11",27898.9666666667
"AZ",2016,"M12",27994.6
"AZ",2017,"M01",28136.4166666667
"AZ",2017,"M02",28278.2333333333
"AZ",2017,"M03",28420.05
"AZ",2017,"M04",28561.8666666667
"AZ",2017,"M05",28703.6833333333
"AZ",2017,"M06",28845.5
"AZ",2017,"M07",28987.3166666667
"AZ",2017,"M08",29129.1333333333
"AZ",2017,"M09",29270.95
"AZ",2017,"M10",29412.7666666667
"AZ",2017,"M11",29554.5833333333
"AZ",2017,"M12",29696.4
"AZ",2018,"M01",29866.4583333333
"AZ",2018,"M02",30036.5166666667
"AZ",2018,"M03",30206.575
"AZ",2018,"M04",30376.6333333333
"AZ",2018,"M05",30546.6916666667
"AZ",2018,"M06",30716.75
"AZ",2018,"M07",30886.8083333333
"AZ",2018,"M08",31056.8666666667
"AZ",2018,"M09",31226.925
"AZ",2018,"M10",31396.9833333333
"AZ",2018,"M11",31567.0416666667
"AZ",2018,"M12",31737.1
"AZ",2019,"M01",31870.6166666667
"AZ",2019,"M02",32004.1333333333
"AZ",2019,"M03",32137.65
"AZ",2019,"M04",32271.1666666667
"AZ",2019,"M05",32404.6833333333
"AZ",2019,"M06",32538.2
"AZ",2019,"M07",32671.7166666667
"AZ",2019,"M08",32805.2333333333
"AZ",2019,"M09",32938.75
"AZ",2019,"M10",33072.2666666667
"AZ",2019,"M11",33205.7833333333
"AZ",2019,"M12",33339.3
"AZ",2020,"M01",33712.75
"AZ",2020,"M02",34086.2
"AZ",2020,"M03",34459.65
"AZ",2020,"M04",34833.1
"AZ",2020,"M05",35206.55
"AZ",2020,"M06",35580
"AZ",2020,"M07",35953.45
"AZ",2020,"M08",36326.9
"AZ",2020,"M09",36700.35
"AZ",2020,"M10",37073.8
"AZ",2020,"M11",37447.25
"AZ",2020,"M12",37820.7
"AZ",2021,"M01",38610.9166666667
"AZ",2021,"M02",39401.1333333333
"AZ",2021,"M03",40191.35
"AZ",2021,"M04",40981.5666666667
"AZ",2021,"M05",41771.7833333333
"AZ",2021,"M06",42562
"AZ",2021,"M07",43352.2166666667
"AZ",2021,"M08",44142.4333333333
"AZ",2021,"M09",44932.65
"AZ",2021,"M10",45722.8666666667
"AZ",2021,"M11",46513.0833333333
"AZ",2021,"M12",47303.3
"AZ",2022,"M01",47541.4416666667
"AZ",2022,"M02",47779.5833333333
"AZ",2022,"M03",48017.725
"AZ",2022,"M04",48255.8666666667
"AZ",2022,"M05",48494.0083333333
"AZ",2022,"M06",48732.15
"AZ",2022,"M07",48970.2916666667
"AZ",2022,"M08",49208.4333333333
"AZ",2022,"M09",49446.575
"AZ",2022,"M10",49684.7166666667
"AZ",2022,"M11",49922.8583333333
"AZ",2022,"M12",50161
"AR",2012,"M01",8883.98333333333
"AR",2012,"M02",8916.36666666667
"AR",2012,"M03",8948.75
"AR",2012,"M04",8981.13333333333
"AR",2012,"M05",9013.51666666667
"AR",2012,"M06",9045.9
"AR",2012,"M07",9078.28333333333
"AR",2012,"M08",9110.66666666667
"AR",2012,"M09",9143.05
"AR",2012,"M10",9175.43333333333
"AR",2012,"M11",9207.81666666667
"AR",2012,"M12",9240.2
"AR",2013,"M01",9272.00833333333
"AR",2013,"M02",9303.81666666667
"AR",2013,"M03",9335.625
"AR",2013,"M04",9367.43333333333
"AR",2013,"M05",9399.24166666667
"AR",2013,"M06",9431.05
"AR",2013,"M07",9462.85833333333
"AR",2013,"M08",9494.66666666667
"AR",2013,"M09",9526.475
"AR",2013,"M10",9558.28333333333
"AR",2013,"M11",9590.09166666667
"AR",2013,"M12",9621.9
"AR",2014,"M01",9655.83333333333
"AR",2014,"M02",9689.76666666667
"AR",2014,"M03",9723.7
"AR",2014,"M04",9757.63333333333
"AR",2014,"M05",9791.56666666667
"AR",2014,"M06",9825.5
"AR",2014,"M07",9859.43333333333
"AR",2014,"M08",9893.36666666667
"AR",2014,"M09",9927.3
"AR",2014,"M10",9961.23333333333
"AR",2014,"M11",9995.16666666667
"AR",2014,"M12",10029.1
"AR",2015,"M01",10058.5916666667
"AR",2015,"M02",10088.0833333333
"AR",2015,"M03",10117.575
"AR",2015,"M04",10147.0666666667
"AR",2015,"M05",10176.5583333333
"AR",2015,"M06",10206.05
"AR",2015,"M07",10235.5416666667
"AR",2015,"M08",10265.0333333333
"AR",2015,"M09",10294.525
"AR",2015,"M10",10324.0166666667
"AR",2015,"M11",10353.5083333333
"AR",2015,"M12",10383
"AR",2016,"M01",10414.9166666667
"AR",2016,"M02",10446.8333333333
"AR",2016,"M03",10478.75
"AR",2016,"M04",10510.6666666667
"AR",2016,"M05",10542.5833333333
"AR",2016,"M06",10574.5
"AR",2016,"M07",10606.4166666667
"AR",2016,"M08",10638.3333333333
"AR",2016,"M09",10670.25
"AR",2016,"M10",10702.1666666667
"AR",2016,"M11",10734.0833333333
"AR",2016,"M12",10766
"AR",2017,"M01",10788.9416666667
"AR",2017,"M02",10811.8833333333
"AR",2017,"M03",10834.825
"AR",2017,"M04",10857.7666666667
"AR",2017,"M05",10880.7083333333
"AR",2017,"M06",10903.65
"AR",2017,"M07",10926.5916666667
"AR",2017,"M08",10949.5333333333
"AR",2017,"M09",10972.475
"AR",2017,"M10",10995.4166666667
"AR",2017,"M11",11018.3583333333
"AR",2017,"M12",11041.3
"AR",2018,"M01",11068.6416666667
"AR",2018,"M02",11095.9833333333
"AR",2018,"M03",11123.325
"AR",2018,"M04",11150.6666666667
"AR",2018,"M05",11178.0083333333
"AR",2018,"M06",11205.35
"AR",2018,"M07",11232.6916666667
"AR",2018,"M08",11260.0333333333
"AR",2018,"M09",11287.375
"AR",2018,"M10",11314.7166666667
"AR",2018,"M11",11342.0583333333
"AR",2018,"M12",11369.4
"AR",2019,"M01",11377.7916666667
"AR",2019,"M02",11386.1833333333
"AR",2019,"M03",11394.575
"AR",2019,"M04",11402.9666666667
"AR",2019,"M05",11411.3583333333
"AR",2019,"M06",11419.75
"AR",2019,"M07",11428.1416666667
"AR",2019,"M08",11436.5333333333
"AR",2019,"M09",11444.925
"AR",2019,"M10",11453.3166666667
"AR",2019,"M11",11461.7083333333
"AR",2019,"M12",11470.1
"AR",2020,"M01",11565.4
"AR",2020,"M02",11660.7
"AR",2020,"M03",11756
"AR",2020,"M04",11851.3
"AR",2020,"M05",11946.6
"AR",2020,"M06",12041.9
"AR",2020,"M07",12137.2
"AR",2020,"M08",12232.5
"AR",2020,"M09",12327.8
"AR",2020,"M10",12423.1
"AR",2020,"M11",12518.4
"AR",2020,"M12",12613.7
"AR",2021,"M01",12833.3083333333
"AR",2021,"M02",13052.9166666667
"AR",2021,"M03",13272.525
"AR",2021,"M04",13492.1333333333
"AR",2021,"M05",13711.7416666667
"AR",2021,"M06",13931.35
"AR",2021,"M07",14150.9583333333
"AR",2021,"M08",14370.5666666667
"AR",2021,"M09",14590.175
"AR",2021,"M10",14809.7833333333
"AR",2021,"M11",15029.3916666667
"AR",2021,"M12",15249
"AR",2022,"M01",15300.975
"AR",2022,"M02",15352.95
"AR",2022,"M03",15404.925
"AR",2022,"M04",15456.9
"AR",2022,"M05",15508.875
"AR",2022,"M06",15560.85
"AR",2022,"M07",15612.825
"AR",2022,"M08",15664.8
"AR",2022,"M09",15716.775
"AR",2022,"M10",15768.75
"AR",2022,"M11",15820.725
"AR",2022,"M12",15872.7
"CA",2012,"M01",129975.916666667
"CA",2012,"M02",130603.833333333
"CA",2012,"M03",131231.75
"CA",2012,"M04",131859.666666667
"CA",2012,"M05",132487.583333333
"CA",2012,"M06",133115.5
"CA",2012,"M07",133743.416666667
"CA",2012,"M08",134371.333333333
"CA",2012,"M09",134999.25
"CA",2012,"M10",135627.166666667
"CA",2012,"M11",136255.083333333
"CA",2012,"M12",136883
"CA",2013,"M01",137184.95
"CA",2013,"M02",137486.9
"CA",2013,"M03",137788.85
"CA",2013,"M04",138090.8
"CA",2013,"M05",138392.75
"CA",2013,"M06",138694.7
"CA",2013,"M07",138996.65
"CA",2013,"M08",139298.6
"CA",2013,"M09",139600.55
"CA",2013,"M10",139902.5
"CA",2013,"M11",140204.45
"CA",2013,"M12",140506.4
"CA",2014,"M01",141011.008333333
"CA",2014,"M02",141515.616666667
"CA",2014,"M03",142020.225
"CA",2014,"M04",142524.833333333
"CA",2014,"M05",143029.441666667
"CA",2014,"M06",143534.05
"CA",2014,"M07",144038.658333333
"CA",2014,"M08",144543.266666667
"CA",2014,"M09",145047.875
"CA",2014,"M10",145552.483333333
"CA",2014,"M11",146057.091666667
"CA",2014,"M12",146561.7
"CA",2015,"M01",147322.258333333
"CA",2015,"M02",148082.816666667
"CA",2015,"M03",148843.375
"CA",2015,"M04",149603.933333333
"CA",2015,"M05",150364.491666667
"CA",2015,"M06",151125.05
"CA",2015,"M07",151885.608333333
"CA",2015,"M08",152646.166666667
"CA",2015,"M09",153406.725
"CA",2015,"M10",154167.283333333
"CA",2015,"M11",154927.841666667
"CA",2015,"M12",155688.4
"CA",2016,"M01",155933.866666667
"CA",2016,"M02",156179.333333333
"CA",2016,"M03",156424.8
"CA",2016,"M04",156670.266666667
"CA",2016,"M05",156915.733333333
"CA",2016,"M06",157161.2
"CA",2016,"M07",157406.666666667
"CA",2016,"M08",157652.133333333
"CA",2016,"M09",157897.6
"CA",2016,"M10",158143.066666667
"CA",2016,"M11",158388.533333333
"CA",2016,"M12",158634
"CA",2017,"M01",159220.716666667
"CA",2017,"M02",159807.433333333
"CA",2017,"M03",160394.15
"CA",2017,"M04",160980.866666667
"CA",2017,"M05",161567.583333333
"CA",2017,"M06",162154.3
"CA",2017,"M07",162741.016666667
"CA",2017,"M08",163327.733333333
"CA",2017,"M09",163914.45
"CA",2017,"M10",164501.166666667
"CA",2017,"M11",165087.883333333
"CA",2017,"M12",165674.6
"CA",2018,"M01",166513.516666667
"CA",2018,"M02",167352.433333333
"CA",2018,"M03",168191.35
"CA",2018,"M04",169030.266666667
"CA",2018,"M05",169869.183333333
"CA",2018,"M06",170708.1
"CA",2018,"M07",171547.016666667
"CA",2018,"M08",172385.933333333
"CA",2018,"M09",173224.85
"CA",2018,"M10",174063.766666667
"CA",2018,"M11",174902.683333333
"CA",2018,"M12",175741.6
"CA",2019,"M01",176025.966666667
"CA",2019,"M02",176310.333333333
"CA",2019,"M03",176594.7
"CA",2019,"M04",176879.066666667
"CA",2019,"M05",177163.433333333
"CA",2019,"M06",177447.8
"CA",2019,"M07",177732.166666667
"CA",2019,"M08",178016.533333333
"CA",2019,"M09",178300.9
"CA",2019,"M10",178585.266666667
"CA",2019,"M11",178869.633333333
"CA",2019,"M12",179154
"CA",2020,"M01",179895.066666667
"CA",2020,"M02",180636.133333333
"CA",2020,"M03",181377.2
"CA",2020,"M04",182118.266666667
"CA",2020,"M05",182859.333333333
"CA",2020,"M06",183600.4
"CA",2020,"M07",184341.466666667
"CA",2020,"M08",185082.533333333
"CA",2020,"M09",185823.6
"CA",2020,"M10",186564.666666667
"CA",2020,"M11",187305.733333333
"CA",2020,"M12",188046.8
"CA",2021,"M01",191990.833333333
"CA",2021,"M02",195934.866666667
"CA",2021,"M03",199878.9
"CA",2021,"M04",203822.933333333
"CA",2021,"M05",207766.966666667
"CA",2021,"M06",211711
"CA",2021,"M07",215655.033333333
"CA",2021,"M08",219599.066666667
"CA",2021,"M09",223543.1
"CA",2021,"M10",227487.133333333
"CA",2021,"M11",231431.166666667
"CA",2021,"M12",235375.2
"CA",2022,"M01",236741.575
"CA",2022,"M02",238107.95
"CA",2022,"M03",239474.325
"CA",2022,"M04",240840.7
"CA",2022,"M05",242207.075
"CA",2022,"M06",243573.45
"CA",2022,"M07",244939.825
"CA",2022,"M08",246306.2
"CA",2022,"M09",247672.575
"CA",2022,"M10",249038.95
"CA",2022,"M11",250405.325
"CA",2022,"M12",251771.7
"CO",2012,"M01",20043.375
"CO",2012,"M02",20102.05
"CO",2012,"M03",20160.725
"CO",2012,"M04",20219.4
"CO",2012,"M05",20278.075
"CO",2012,"M06",20336.75
"CO",2012,"M07",20395.425
"CO",2012,"M08",20454.1
"CO",2012,"M09",20512.775
"CO",2012,"M10",20571.45
"CO",2012,"M11",20630.125
"CO",2012,"M12",20688.8
"CO",2013,"M01",20807.2666666667
"CO",2013,"M02",20925.7333333333
"CO",2013,"M03",21044.2
"CO",2013,"M04",21162.6666666667
"CO",2013,"M05",21281.1333333333
"CO",2013,"M06",21399.6
"CO",2013,"M07",21518.0666666667
"CO",2013,"M08",21636.5333333333
"CO",2013,"M09",21755
"CO",2013,"M10",21873.4666666667
"CO",2013,"M11",21991.9333333333
"CO",2013,"M12",22110.4
"CO",2014,"M01",22246.5916666667
"CO",2014,"M02",22382.7833333333
"CO",2014,"M03",22518.975
"CO",2014,"M04",22655.1666666667
"CO",2014,"M05",22791.3583333333
"CO",2014,"M06",22927.55
"CO",2014,"M07",23063.7416666667
"CO",2014,"M08",23199.9333333333
"CO",2014,"M09",23336.125
"CO",2014,"M10",23472.3166666667
"CO",2014,"M11",23608.5083333333
"CO",2014,"M12",23744.7
"CO",2015,"M01",23884.3833333333
"CO",2015,"M02",24024.0666666667
"CO",2015,"M03",24163.75
"CO",2015,"M04",24303.4333333333
"CO",2015,"M05",24443.1166666667
"CO",2015,"M06",24582.8
"CO",2015,"M07",24722.4833333333
"CO",2015,"M08",24862.1666666667
"CO",2015,"M09",25001.85
"CO",2015,"M10",25141.5333333333
"CO",2015,"M11",25281.2166666667
"CO",2015,"M12",25420.9
"CO",2016,"M01",25536.425
"CO",2016,"M02",25651.95
"CO",2016,"M03",25767.475
"CO",2016,"M04",25883
"CO",2016,"M05",25998.525
"CO",2016,"M06",26114.05
"CO",2016,"M07",26229.575
"CO",2016,"M08",26345.1
"CO",2016,"M09",26460.625
"CO",2016,"M10",26576.15
"CO",2016,"M11",26691.675
"CO",2016,"M12",26807.2
"CO",2017,"M01",26996.85
"CO",2017,"M02",27186.5
"CO",2017,"M03",27376.15
"CO",2017,"M04",27565.8
"CO",2017,"M05",27755.45
"CO",2017,"M06",27945.1
"CO",2017,"M07",28134.75
"CO",2017,"M08",28324.4
"CO",2017,"M09",28514.05
"CO",2017,"M10",28703.7
"CO",2017,"M11",28893.35
"CO",2017,"M12",29083
"CO",2018,"M01",29241.45
"CO",2018,"M02",29399.9
"CO",2018,"M03",29558.35
"CO",2018,"M04",29716.8
"CO",2018,"M05",29875.25
"CO",2018,"M06",30033.7
"CO",2018,"M07",30192.15
"CO",2018,"M08",30350.6
"CO",2018,"M09",30509.05
"CO",2018,"M10",30667.5
"CO",2018,"M11",30825.95
"CO",2018,"M12",30984.4
"CO",2019,"M01",31094.4916666667
"CO",2019,"M02",31204.5833333333
"CO",2019,"M03",31314.675
"CO",2019,"M04",31424.7666666667
"CO",2019,"M05",31534.8583333333
"CO",2019,"M06",31644.95
"CO",2019,"M07",31755.0416666667
"CO",2019,"M08",31865.1333333333
"CO",2019,"M09",31975.225
"CO",2019,"M10",32085.3166666667
"CO",2019,"M11",32195.4083333333
"CO",2019,"M12",32305.5
"CO",2020,"M01",32558.3916666667
"CO",2020,"M02",32811.2833333333
"CO",2020,"M03",33064.175
"CO",2020,"M04",33317.0666666667
"CO",2020,"M05",33569.9583333333
"CO",2020,"M06",33822.85
"CO",2020,"M07",34075.7416666667
"CO",2020,"M08",34328.6333333333
"CO",2020,"M09",34581.525
"CO",2020,"M10",34834.4166666667
"CO",2020,"M11",35087.3083333333
"CO",2020,"M12",35340.2
"CO",2021,"M01",35946.4166666667
"CO",2021,"M02",36552.6333333333
"CO",2021,"M03",37158.85
"CO",2021,"M04",37765.0666666667
"CO",2021,"M05",38371.2833333333
"CO",2021,"M06",38977.5
"CO",2021,"M07",39583.7166666667
"CO",2021,"M08",40189.9333333333
"CO",2021,"M09",40796.15
"CO",2021,"M10",41402.3666666667
"CO",2021,"M11",42008.5833333333
"CO",2021,"M12",42614.8
"CO",2022,"M01",42873.625
"CO",2022,"M02",43132.45
"CO",2022,"M03",43391.275
"CO",2022,"M04",43650.1
"CO",2022,"M05",43908.925
"CO",2022,"M06",44167.75
"CO",2022,"M07",44426.575
"CO",2022,"M08",44685.4
"CO",2022,"M09",44944.225
"CO",2022,"M10",45203.05
"CO",2022,"M11",45461.875
"CO",2022,"M12",45720.7
"CT",2012,"M01",15181.7583333333
"CT",2012,"M02",15208.9166666667
"CT",2012,"M03",15236.075
