"State","Year","Period","GDP","Proportion"
"NC",2017,"M02",540397.166666667,0.0286697617114679
"NC",2017,"M03",542335.8,0.028680832670134
"NC",2017,"M04",542794.666666667,0.0286269024207521
"NC",2017,"M05",543253.533333333,0.0285729721713702
"NC",2017,"M06",543712.4,0.0285190419219883
"NC",2017,"M07",545718.1,0.0284980212024217
"NC",2017,"M08",547723.8,0.0284770004828551
"NC",2017,"M09",549729.5,0.0284559797632885
"NC",2017,"M10",552589.966666667,0.0284424281137989
"NC",2017,"M11",555450.433333333,0.0284288764643093
"NC",2017,"M12",558310.9,0.0284153248148197
"NC",2018,"M01",559000.2,0.0282492088336081
"NC",2018,"M02",559689.5,0.0280830928523966
"NC",2018,"M03",560378.8,0.027916976871185
"NC",2018,"M04",562895.933333333,0.0279274769758703
"NC",2018,"M05",565413.066666667,0.0279379770805556
"NC",2018,"M06",567930.2,0.0279484771852409
"NC",2018,"M07",568435.066666667,0.0278765395240809
"NC",2018,"M08",568939.933333333,0.0278046018629209
"NC",2018,"M09",569444.8,0.0277326642017609
"NC",2018,"M10",571095,0.0277597579064812
"NC",2018,"M11",572745.2,0.0277868516112016
"NC",2018,"M12",574395.4,0.027813945315922
"NC",2019,"M01",576152.166666667,0.0278161167497308
"NC",2019,"M02",577908.933333333,0.0278182881835396
"NC",2019,"M03",579665.7,0.0278204596173485
"NC",2019,"M04",582392.133333333,0.0278267898238693
"NC",2019,"M05",585118.566666667,0.0278331200303902
"NC",2019,"M06",587845,0.0278394502369111
"NC",2019,"M07",591210.133333333,0.0278635317959152
"NC",2019,"M08",594575.266666667,0.0278876133549193
"NC",2019,"M09",597940.4,0.0279116949139235
"NC",2019,"M10",600979.1,0.0279644026962531
"NC",2019,"M11",604017.8,0.0280171104785828
"NC",2019,"M12",607056.5,0.0280698182609125
"NC",2020,"M01",607400.9,0.0281731410387698
"NC",2020,"M02",607745.3,0.0282764638166271
"NC",2020,"M03",608089.7,0.0283797865944844
"NC",2020,"M04",593052,0.0284737350715313
"NC",2020,"M05",578014.3,0.0285676835485783
"NC",2020,"M06",562976.6,0.0286616320256252
"NC",2020,"M07",579515.8,0.0286617444244397
"NC",2020,"M08",596055,0.0286618568232542
"NC",2020,"M09",612594.2,0.0286619692220687
"NC",2020,"M10",615374.266666667,0.028626978150829
"NC",2020,"M11",618154.333333333,0.0285919870795893
"NC",2020,"M12",620934.4,0.0285569960083496
"NC",2021,"M01",626347.366666667,0.0285535770049259
"NC",2021,"M02",631760.333333333,0.0285501580015022
"NC",2021,"M03",637173.3,0.0285467389980785
"NC",2021,"M04",641833.733333333,0.0284652597951168
"NC",2021,"M05",646494.166666667,0.0283837805921552
"NC",2021,"M06",651154.6,0.0283023013891935
"NC",2021,"M07",655357.533333333,0.0282682542088748
"NC",2021,"M08",659560.466666667,0.028234207028556
"NC",2021,"M09",663763.4,0.0282001598482372
"NC",2021,"M10",671184.166666667,0.0281886935170113
"NC",2021,"M11",678604.933333333,0.0281772271857854
"NC",2021,"M12",686025.7,0.0281657608545595
"NC",2022,"M01",691469.733333333,0.0282468255449519
"NC",2022,"M02",696913.766666667,0.0283278902353443
"NC",2022,"M03",702357.8,0.0284089549257367
"NC",2022,"M04",703591,0.0282660875804769
"NC",2022,"M05",704824.2,0.028123220235217
"NC",2022,"M06",706057.4,0.0279803528899571
"NC",2022,"M07",710018.033333333,0.0279724376010724
"NC",2022,"M08",713978.666666667,0.0279645223121876
"NC",2022,"M09",717939.3,0.0279566070233028
"NC",2022,"M10",724465.733333333,0.0280595489388363
"NC",2022,"M11",730992.166666667,0.0281624908543697
"NC",2022,"M12",737518.6,0.0282654327699032
"ND",2012,"M01",46444.5,0.00295855388206106
"ND",2012,"M02",47583,0.00301672479910721
"ND",2012,"M03",48721.5,0.00307489571615335
"ND",2012,"M04",49670.9,0.00312551601718946
"ND",2012,"M05",50620.3,0.00317613631822557
"ND",2012,"M06",51569.7,0.00322675661926168
"ND",2012,"M07",52053.9,0.0032493445410579
"ND",2012,"M08",52538.1,0.00327193246285411
"ND",2012,"M09",53022.3,0.00329452038465032
"ND",2012,"M10",53353.7666666667,0.00330825261573225
"ND",2012,"M11",53685.2333333333,0.00332198484681418
"ND",2012,"M12",54016.7,0.0033357170778961
"ND",2013,"M01",53608.1,0.00329661994796348
"ND",2013,"M02",53199.5,0.00325752281803085
"ND",2013,"M03",52790.9,0.00321842568809823
"ND",2013,"M04",53092.1333333333,0.00323215111130493
"ND",2013,"M05",53393.3666666667,0.00324587653451164
"ND",2013,"M06",53694.6,0.00325960195771835
"ND",2013,"M07",54250.3333333333,0.00327925988593693
"ND",2013,"M08",54806.0666666667,0.00329891781415552
"ND",2013,"M09",55361.8,0.00331857574237411
"ND",2013,"M10",55320.0666666667,0.00330163692737212
"ND",2013,"M11",55278.3333333333,0.00328469811237014
"ND",2013,"M12",55236.6,0.00326775929736815
"ND",2014,"M01",55900.5666666667,0.00330642821589479
"ND",2014,"M02",56564.5333333333,0.00334509713442143
"ND",2014,"M03",57228.5,0.00338376605294807
"ND",2014,"M04",58207.6333333333,0.00341977398695047
"ND",2014,"M05",59186.7666666667,0.00345578192095286
"ND",2014,"M06",60165.9,0.00349178985495526
"ND",2014,"M07",60460.7,0.00349008915954503
"ND",2014,"M08",60755.5,0.0034883884641348
"ND",2014,"M09",61050.3,0.00348668776872457
"ND",2014,"M10",61120.3333333333,0.0034835650432044
"ND",2014,"M11",61190.3666666667,0.00348044231768422
"ND",2014,"M12",61260.4,0.00347731959216405
"ND",2015,"M01",60003.0333333333,0.00339748512447081
"ND",2015,"M02",58745.6666666667,0.00331765065677757
"ND",2015,"M03",57488.3,0.00323781618908432
"ND",2015,"M04",57148.6,0.00320674150340509
"ND",2015,"M05",56808.9,0.00317566681772586
"ND",2015,"M06",56469.2,0.00314459213204663
"ND",2015,"M07",56143.4666666667,0.00312003005134946
"ND",2015,"M08",55817.7333333333,0.00309546797065228
"ND",2015,"M09",55492,0.00307090588995511
"ND",2015,"M10",55174.0333333333,0.00305194422744577
"ND",2015,"M11",54856.0666666667,0.00303298256493643
"ND",2015,"M12",54538.1,0.00301402090242709
"ND",2016,"M01",53638.3,0.00295936531092494
"ND",2016,"M02",52738.5,0.00290470971942279
"ND",2016,"M03",51838.7,0.00285005412792064
"ND",2016,"M04",51713.3666666667,0.00283370308926695
"ND",2016,"M05",51588.0333333333,0.00281735205061326
"ND",2016,"M06",51462.7,0.00280100101195956
"ND",2016,"M07",51660,0.00280340885487391
"ND",2016,"M08",51857.3,0.00280581669778825
"ND",2016,"M09",52054.6,0.00280822454070259
"ND",2016,"M10",52236.6666666667,0.00280836083233071
"ND",2016,"M11",52418.7333333333,0.00280849712395883
"ND",2016,"M12",52600.8,0.00280863341558695
"ND",2017,"M01",53109.0666666667,0.00282654656485814
"ND",2017,"M02",53617.3333333333,0.00284445971412932
"ND",2017,"M03",54125.6,0.0028623728634005
"ND",2017,"M04",54574.8666666667,0.00287815363334485
"ND",2017,"M05",55024.1333333333,0.0028939344032892
"ND",2017,"M06",55473.4,0.00290971517323354
"ND",2017,"M07",55458.9666666667,0.00289623068468234
"ND",2017,"M08",55444.5333333333,0.00288274619613113
"ND",2017,"M09",55430.1,0.00286926170757992
"ND",2017,"M10",55803.3,0.00287220989014638
"ND",2017,"M11",56176.5,0.00287515807271283
"ND",2017,"M12",56549.7,0.00287810625527929
"ND",2018,"M01",57387.6333333333,0.00289954689140217
"ND",2018,"M02",58225.5666666667,0.00292098752752505
"ND",2018,"M03",59063.5,0.00294242816364794
"ND",2018,"M04",59467.3666666667,0.0029503536925961
"ND",2018,"M05",59871.2333333333,0.00295827922154426
"ND",2018,"M06",60275.1,0.00296620475049242
"ND",2018,"M07",60608.6,0.00297220226927927
"ND",2018,"M08",60942.1,0.00297819978806611
"ND",2018,"M09",61275.6,0.00298419730685295
"ND",2018,"M10",61148.4333333333,0.00297235642843457
"ND",2018,"M11",61021.2666666667,0.00296051555001618
"ND",2018,"M12",60894.1,0.00294867467159779
"ND",2019,"M01",60703.1666666667,0.00293080271720061
"ND",2019,"M02",60512.2333333333,0.00291293076280342
"ND",2019,"M03",60321.3,0.00289505880840623
"ND",2019,"M04",60523.2,0.00289184273350934
"ND",2019,"M05",60725.1,0.00288862665861246
"ND",2019,"M06",60927,0.00288541058371557
"ND",2019,"M07",60783.6333333333,0.00286493332402381
"ND",2019,"M08",60640.2666666667,0.00284445606433205
"ND",2019,"M09",60496.9,0.00282397880464029
"ND",2019,"M10",60437.9666666667,0.00281237063486858
"ND",2019,"M11",60379.0333333333,0.00280076246509688
"ND",2019,"M12",60320.1,0.00278915429532517
"ND",2020,"M01",59743.8,0.00277092768260491
"ND",2020,"M02",59167.5,0.00275270106988465
"ND",2020,"M03",58591.2,0.00273447445716438
"ND",2020,"M04",56207.1333333333,0.00269591782626408
"ND",2020,"M05",53823.0666666667,0.00265736119536379
"ND",2020,"M06",51439,0.00261880456446349
"ND",2020,"M07",52635,0.00260406816052698
"ND",2020,"M08",53831,0.00258933175659047
"ND",2020,"M09",55027,0.00257459535265397
"ND",2020,"M10",55462.4,0.00257999160009147
"ND",2020,"M11",55897.8,0.00258538784752898
"ND",2020,"M12",56333.2,0.00259078409496649
"ND",2021,"M01",57403.1,0.00261640620547205
"ND",2021,"M02",58473,0.00264202831597761
"ND",2021,"M03",59542.9,0.00266765042648317
"ND",2021,"M04",60587.3,0.00268650156961812
"ND",2021,"M05",61631.7,0.00270535271275308
"ND",2021,"M06",62676.1,0.00272420385588804
"ND",2021,"M07",63258.8,0.00272849550781172
"ND",2021,"M08",63841.5,0.00273278715973541
"ND",2021,"M09",64424.2,0.0027370788116591
"ND",2021,"M10",65013.1666666667,0.00273057579268893
"ND",2021,"M11",65602.1333333333,0.00272407277371877
"ND",2021,"M12",66191.1,0.0027175697547486
"ND",2022,"M01",67307.4,0.00274929736862478
"ND",2022,"M02",68423.7,0.00278102498250095
"ND",2022,"M03",69540,0.00281275259637713
"ND",2022,"M04",70937.6666666667,0.00284915689560924
"ND",2022,"M05",72335.3333333333,0.00288556119484134
"ND",2022,"M06",73733,0.00292196549407344
"ND",2022,"M07",73799.3333333333,0.00290761609573646
"ND",2022,"M08",73865.6666666667,0.00289326669739948
"ND",2022,"M09",73932,0.0028789172990625
"ND",2022,"M10",73754.7666666667,0.00285696810755301
"ND",2022,"M11",73577.5333333333,0.00283501891604352
"ND",2022,"M12",73400.3,0.00281306972453403
"NE",2012,"M01",101704,0.00648036892552892
"NE",2012,"M02",101319.1,0.00642524792749118
"NE",2012,"M03",100934.2,0.00637012692945344
"NE",2012,"M04",101662.266666667,0.00639748437031399
"NE",2012,"M05",102390.333333333,0.00642484181117454
"NE",2012,"M06",103118.4,0.00645219925203509
"NE",2012,"M07",103012.933333333,0.00643065385309692
"NE",2012,"M08",102907.466666667,0.00640910845415875
"NE",2012,"M09",102802,0.00638756305522058
"NE",2012,"M10",103217.733333333,0.00640017406932359
"NE",2012,"M11",103633.466666667,0.0064127850834266
"NE",2012,"M12",104049.2,0.0064253960975296
"NE",2013,"M01",105258.533333333,0.00647179692076123
"NE",2013,"M02",106467.866666667,0.00651819774399285
"NE",2013,"M03",107677.2,0.00656459856722448
"NE",2013,"M04",107446.166666667,0.00654126963890918
"NE",2013,"M05",107215.133333333,0.00651794071059388
"NE",2013,"M06",106984.1,0.00649461178227858
"NE",2013,"M07",107149.5,0.00647732018286612
"NE",2013,"M08",107314.9,0.00646002858345365
"NE",2013,"M09",107480.3,0.00644273698404119
"NE",2013,"M10",107287.3,0.00640322713781033
"NE",2013,"M11",107094.3,0.00636371729157946
"NE",2013,"M12",106901.3,0.0063242074453486
"NE",2014,"M01",107784,0.00637525797119206
"NE",2014,"M02",108666.7,0.00642630849703552
"NE",2014,"M03",109549.4,0.00647735902287898
"NE",2014,"M04",110493.2,0.00649228443243889
"NE",2014,"M05",111437,0.00650720984199879
"NE",2014,"M06",112380.8,0.0065221352515587
"NE",2014,"M07",112355.033333333,0.00648603892927323
"NE",2014,"M08",112329.266666667,0.00644994260698776
"NE",2014,"M09",112303.5,0.00641384628470229
"NE",2014,"M10",112719,0.00642437429709339
"NE",2014,"M11",113134.5,0.00643490230948449
"NE",2014,"M12",113550,0.0064454303218756
"NE",2015,"M01",113993.933333333,0.00645371792067435
"NE",2015,"M02",114437.866666667,0.0064620055194731
"NE",2015,"M03",114881.8,0.00647029311827185
"NE",2015,"M04",115458.966666667,0.00647813804091804
"NE",2015,"M05",116036.133333333,0.00648598296356423
"NE",2015,"M06",116613.3,0.00649382788621042
"NE",2015,"M07",116893.666666667,0.00649584566474639
"NE",2015,"M08",117174.033333333,0.00649786344328236
"NE",2015,"M09",117454.4,0.00649988122181833
"NE",2015,"M10",117339.233333333,0.00649057580289464
"NE",2015,"M11",117224.066666667,0.00648127038397094
"NE",2015,"M12",117108.9,0.00647196496504725
"NE",2016,"M01",116778.233333333,0.00644265095789785
"NE",2016,"M02",116447.566666667,0.00641333695074845
"NE",2016,"M03",116116.9,0.00638402294359906
"NE",2016,"M04",116542.633333333,0.00638584909055292
"NE",2016,"M05",116968.366666667,0.00638767523750678
"NE",2016,"M06",117394.1,0.00638950138446064
"NE",2016,"M07",117825.033333333,0.00639396161450352
"NE",2016,"M08",118255.966666667,0.00639842184454639
"NE",2016,"M09",118686.9,0.00640288207458927
"NE",2016,"M10",119253.2,0.00641126509799774
"NE",2016,"M11",119819.5,0.00641964812140621
"NE",2016,"M12",120385.8,0.00642803114481468
"NE",2017,"M01",120182.1,0.00639673854926011
"NE",2017,"M02",119978.4,0.00636544595370554
"NE",2017,"M03",119774.7,0.00633415335815097
"NE",2017,"M04",120289.433333333,0.00634392633782502
"NE",2017,"M05",120804.166666667,0.00635369931749907
"NE",2017,"M06",121318.9,0.00636347229717311
"NE",2017,"M07",121514.333333333,0.00634573233600482
"NE",2017,"M08",121709.766666667,0.00632799237483653
"NE",2017,"M09",121905.2,0.00631025241366824
"NE",2017,"M10",122572.633333333,0.00630893245328415
"NE",2017,"M11",123240.066666667,0.00630761249290006
"NE",2017,"M12",123907.5,0.00630629253251598
"NE",2018,"M01",125063.366666667,0.00631938788804133
"NE",2018,"M02",126219.233333333,0.00633248324356668
"NE",2018,"M03",127375.1,0.00634557859909203
"NE",2018,"M04",127346.033333333,0.00631837880482692
"NE",2018,"M05",127316.966666667,0.0062911790105618
"NE",2018,"M06",127287.9,0.00626397921629669
"NE",2018,"M07",127429.233333333,0.00624922850076971
"NE",2018,"M08",127570.566666667,0.00623447778524272
"NE",2018,"M09",127711.9,0.00621972706971574
"NE",2018,"M10",128288.833333333,0.00623581909810193
"NE",2018,"M11",128865.766666667,0.00625191112648812
"NE",2018,"M12",129442.7,0.00626800315487431
"NE",2019,"M01",129201.966666667,0.00623793814545162
"NE",2019,"M02",128961.233333333,0.00620787313602894
"NE",2019,"M03",128720.5,0.00617780812660626
"NE",2019,"M04",129381.2,0.00618183124514376
"NE",2019,"M05",130041.9,0.00618585436368126
"NE",2019,"M06",130702.6,0.00618987748221877
"NE",2019,"M07",131802.5,0.0062116486028272
"NE",2019,"M08",132902.4,0.00623341972343564
"NE",2019,"M09",134002.3,0.00625519084404407
"NE",2019,"M10",135181.033333333,0.006290018155978
"NE",2019,"M11",136359.766666667,0.00632484546791194
"NE",2019,"M12",137538.5,0.00635967277984588
"NE",2020,"M01",136904.066666667,0.00634983131397089
"NE",2020,"M02",136269.633333333,0.00633998984809591
"NE",2020,"M03",135635.2,0.00633014838222092
"NE",2020,"M04",132697.8,0.00637232227521969
"NE",2020,"M05",129760.4,0.00641449616821846
"NE",2020,"M06",126823,0.00645667006121722
"NE",2020,"M07",130373.166666667,0.00644847681520148
"NE",2020,"M08",133923.333333333,0.00644028356918573
"NE",2020,"M09",137473.5,0.00643209032316999
"NE",2020,"M10",138718.366666667,0.00645279728914646
"NE",2020,"M11",139963.233333333,0.00647350425512293
"NE",2020,"M12",141208.1,0.00649421122109941
"NE",2021,"M01",142269.566666667,0.00648583935750286
"NE",2021,"M02",143331.033333333,0.00647746749390631
"NE",2021,"M03",144392.5,0.00646909563030976
"NE",2021,"M04",145978.1,0.00647364501744001
"NE",2021,"M05",147563.7,0.00647819440457027
"NE",2021,"M06",149149.3,0.00648274379170053
"NE",2021,"M07",149659.466666667,0.00645571929541786
"NE",2021,"M08",150169.633333333,0.00642869479913519
"NE",2021,"M09",150679.8,0.00640167030285251
"NE",2021,"M10",151526.433333333,0.00636466443836073
"NE",2021,"M11",152373.066666667,0.00632765857386894
"NE",2021,"M12",153219.7,0.00629065270937715
"NE",2022,"M01",154886.366666667,0.00632699094426798
"NE",2022,"M02",156553.033333333,0.0063633291791588
"NE",2022,"M03",158219.7,0.00639966741404963
"NE",2022,"M04",159854.266666667,0.00642125100455329
"NE",2022,"M05",161488.833333333,0.00644283459505694
"NE",2022,"M06",163123.4,0.0064644181855606
"NE",2022,"M07",164743.9,0.00649006007854523
"NE",2022,"M08",166364.4,0.00651570197152985
"NE",2022,"M09",167984.9,0.00654134386451448
"NE",2022,"M10",168792.533333333,0.00653785805199476
"NE",2022,"M11",169600.166666667,0.00653437223947505
"NE",2022,"M12",170407.8,0.00653088642695534
"NH",2012,"M01",67472.6,0.00429910682358966
"NH",2012,"M02",67396,0.00427387362642301
"NH",2012,"M03",67319.4,0.00424864042925636
"NH",2012,"M04",67567.7333333333,0.00425204126922927
"NH",2012,"M05",67816.0666666667,0.00425544210920219
"NH",2012,"M06",68064.4,0.0042588429491751
"NH",2012,"M07",68322.8666666667,0.00426500687058932
"NH",2012,"M08",68581.3333333333,0.00427117079200355
"NH",2012,"M09",68839.8,0.00427733471341777
"NH",2012,"M10",69149.4333333333,0.0042877089006496
"NH",2012,"M11",69459.0666666667,0.00429808308788143
"NH",2012,"M12",69768.7,0.00430845727511325
"NH",2013,"M01",69847.9333333333,0.0042949641599899
"NH",2013,"M02",69927.1666666667,0.00428147104486654
"NH",2013,"M03",70006.4,0.00426797792974319
"NH",2013,"M04",69999.5,0.00426151022154348
"NH",2013,"M05",69992.6,0.00425504251334378
"NH",2013,"M06",69985.7,0.00424857480514407
"NH",2013,"M07",70198.7333333333,0.00424354726776028
"NH",2013,"M08",70411.7666666667,0.00423851973037648
"NH",2013,"M09",70624.8,0.00423349219299269
"NH",2013,"M10",70845.8333333333,0.00422810918696282
"NH",2013,"M11",71066.8666666667,0.00422272618093295
"NH",2013,"M12",71287.9,0.00421734317490308
"NH",2014,"M01",71153,0.00420860593150971
"NH",2014,"M02",71018.1,0.00419986868811634
"NH",2014,"M03",70883.2,0.00419113144472298
"NH",2014,"M04",71521.5333333333,0.00420239375348894
"NH",2014,"M05",72159.8666666667,0.0042136560622549
"NH",2014,"M06",72798.2,0.00422491837102086
"NH",2014,"M07",72922.1666666667,0.00420956905349099
"NH",2014,"M08",73046.1333333333,0.00419421973596113
"NH",2014,"M09",73170.1,0.00417887041843126
"NH",2014,"M10",73823.2,0.00420743515294308
"NH",2014,"M11",74476.3,0.0042359998874549
"NH",2014,"M12",75129.4,0.00426456462196671
"NH",2015,"M01",74896.5666666667,0.00424039160259354
"NH",2015,"M02",74663.7333333333,0.00421621858322036
"NH",2015,"M03",74430.9,0.00419204556384719
"NH",2015,"M04",75053.8,0.00421099195399914
"NH",2015,"M05",75676.7,0.00422993834415109
"NH",2015,"M06",76299.6,0.00424888473430304
"NH",2015,"M07",76420.7666666667,0.00424675862397046
"NH",2015,"M08",76541.9333333333,0.00424463251363788
"NH",2015,"M09",76663.1,0.00424250640330529
"NH",2015,"M10",77281.5,0.00427476250163494
"NH",2015,"M11",77899.9,0.00430701859996459
"NH",2015,"M12",78518.3,0.00433927469829423
"NH",2016,"M01",78354.1666666667,0.00432278559573352
"NH",2016,"M02",78190.0333333333,0.00430629649317281
"NH",2016,"M03",78025.9,0.00428980739061209
"NH",2016,"M04",78376.1666666667,0.0042945282591348
"NH",2016,"M05",78726.4333333333,0.0042992491276575
"NH",2016,"M06",79076.7,0.0043039699961802
"NH",2016,"M07",79292.6,0.00430296195212408
"NH",2016,"M08",79508.5,0.00430195390806795
"NH",2016,"M09",79724.4,0.00430094586401182
"NH",2016,"M10",79660.7666666667,0.0042828678915277
"NH",2016,"M11",79597.1333333333,0.00426478991904358
"NH",2016,"M12",79533.5,0.00424671194655946
"NH",2017,"M01",79605.9333333333,0.00423698576412319
"NH",2017,"M02",79678.3666666667,0.00422725958168692
"NH",2017,"M03",79750.8,0.00421753339925065
"NH",2017,"M04",79732.1,0.00420508275050911
"NH",2017,"M05",79713.4,0.00419263210176758
"NH",2017,"M06",79694.7,0.00418018145302605
"NH",2017,"M07",80247.7666666667,0.00419051130433372
"NH",2017,"M08",80800.8333333333,0.00420084115564138
"NH",2017,"M09",81353.9,0.00421117100694904
"NH",2017,"M10",81433.4666666667,0.00419167025718282
"NH",2017,"M11",81513.0333333333,0.00417216950741659
"NH",2017,"M12",81592.6,0.00415266875765037
"NH",2018,"M01",82233.9333333333,0.00415532378037809
"NH",2018,"M02",82875.2666666667,0.00415797880310582
"NH",2018,"M03",83516.6,0.00416063382583354
"NH",2018,"M04",83577.6666666667,0.00414674265274972
"NH",2018,"M05",83638.7333333333,0.0041328514796659
"NH",2018,"M06",83699.8,0.00411896030658208
"NH",2018,"M07",83837.5,0.00411144086703133
"NH",2018,"M08",83975.2,0.00410392142748057
"NH",2018,"M09",84112.9,0.00409640198792981
"NH",2018,"M10",84111.4,0.0040885281898411
"NH",2018,"M11",84109.9,0.00408065439175239
"NH",2018,"M12",84108.4,0.00407278059366369
"NH",2019,"M01",84969.7666666667,0.00410209288038602
"NH",2019,"M02",85831.1333333333,0.00413140516710835
"NH",2019,"M03",86692.5,0.00416071745383069
"NH",2019,"M04",86812.3333333333,0.00414802866136356
"NH",2019,"M05",86932.1666666667,0.00413533986889643
"NH",2019,"M06",87052,0.0041226510764293
"NH",2019,"M07",87341.2666666667,0.00411645815195757
"NH",2019,"M08",87630.5333333333,0.00411026522748583
"NH",2019,"M09",87919.8,0.0041040723030141
"NH",2019,"M10",88021.1,0.00409584652133402
"NH",2019,"M11",88122.4,0.00408762073965394
"NH",2019,"M12",88223.7,0.00407939495797387
"NH",2020,"M01",88652.2333333333,0.00411207477261626
"NH",2020,"M02",89080.7666666667,0.00414475458725865
"NH",2020,"M03",89509.3,0.00417743440190104
"NH",2020,"M04",86897.4333333333,0.00417098281301086
"NH",2020,"M05",84285.5666666667,0.00416453122412068
"NH",2020,"M06",81673.7,0.0041580796352305
"NH",2020,"M07",84603.1333333333,0.00418289410027465
"NH",2020,"M08",87532.5666666667,0.00420770856531881
"NH",2020,"M09",90462,0.00423252303036297
"NH",2020,"M10",91212.1666666667,0.00424297574167434
"NH",2020,"M11",91962.3333333333,0.00425342845298571
"NH",2020,"M12",92712.5,0.00426388116429708
"NH",2021,"M01",92771.6,0.00422980861497165
"NH",2021,"M02",92830.7,0.00419573606564621
"NH",2021,"M03",92889.8,0.00416166351632077
"NH",2021,"M04",94806.3666666667,0.00420355756911812
"NH",2021,"M05",96722.9333333333,0.00424545162191547
"NH",2021,"M06",98639.5,0.00428734567471282
"NH",2021,"M07",99248.3666666667,0.00428100653705539
"NH",2021,"M08",99857.2333333333,0.00427466739939796
"NH",2021,"M09",100466.1,0.00426832826174053
"NH",2021,"M10",101778.833333333,0.00427437451841253
"NH",2021,"M11",103091.566666667,0.00428042077508453
"NH",2021,"M12",104404.3,0.00428646703175652
"NH",2022,"M01",103552.466666667,0.00423083746244172
"NH",2022,"M02",102700.633333333,0.00417520789312693
"NH",2022,"M03",101848.8,0.00411957832381213
"NH",2022,"M04",102784.766666667,0.00412886587743559
"NH",2022,"M05",103720.733333333,0.00413815343105905
"NH",2022,"M06",104656.7,0.00414744098468252
"NH",2022,"M07",105143.033333333,0.00414234493945437
"NH",2022,"M08",105629.366666667,0.00413724889422623
"NH",2022,"M09",106115.7,0.00413215284899809
"NH",2022,"M10",106569.533333333,0.00412779137107213
"NH",2022,"M11",107023.366666667,0.00412342989314618
"NH",2022,"M12",107477.2,0.00411906841522022
"NJ",2012,"M01",507538.766666667,0.0323364361213001
"NJ",2012,"M02",510396.933333333,0.0323644138703425
"NJ",2012,"M03",513255.1,0.0323923916193849
"NJ",2012,"M04",513799.766666667,0.032333932831353
"NJ",2012,"M05",514344.433333333,0.0322754740433211
"NJ",2012,"M06",514889.1,0.0322170152552893
"NJ",2012,"M07",517351.4,0.0322951501811796
"NJ",2012,"M08",519813.7,0.03237328510707
"NJ",2012,"M09",522276,0.0324514200329603
"NJ",2012,"M10",520971.7,0.0323045150000523
"NJ",2012,"M11",519667.4,0.0321576099671444
"NJ",2012,"M12",518363.1,0.0320107049342364
"NJ",2013,"M01",523547.033333333,0.0321906065606254
"NJ",2013,"M02",528730.966666667,0.0323705081870144
"NJ",2013,"M03",533914.9,0.0325504098134034
"NJ",2013,"M04",532955.866666667,0.0324460580271634
"NJ",2013,"M05",531996.833333333,0.0323417062409234
"NJ",2013,"M06",531037.8,0.0322373544546834
"NJ",2013,"M07",531733.066666667,0.0321439872881406
"NJ",2013,"M08",532428.333333333,0.0320506201215977
"NJ",2013,"M09",533123.6,0.0319572529550548
"NJ",2013,"M10",534960.7,0.0319265921479377
"NJ",2013,"M11",536797.8,0.0318959313408206
"NJ",2013,"M12",538634.9,0.0318652705337035
"NJ",2014,"M01",537641.333333333,0.0318007739008545
"NJ",2014,"M02",536647.766666667,0.0317362772680055
"NJ",2014,"M03",535654.2,0.0316717806351566
"NJ",2014,"M04",537416.466666667,0.0315792094246236
"NJ",2014,"M05",539178.733333333,0.0314866382140906
"NJ",2014,"M06",540941,0.0313940670035577
"NJ",2014,"M07",542610.9,0.0313227728915949
"NJ",2014,"M08",544280.8,0.0312514787796322
"NJ",2014,"M09",545950.7,0.0311801846676694
"NJ",2014,"M10",546908.9,0.0311710998622052
"NJ",2014,"M11",547867.1,0.0311620150567409
"NJ",2014,"M12",548825.3,0.0311529302512767
"NJ",2015,"M01",551706,0.0312343843468189
"NJ",2015,"M02",554586.7,0.0313158384423611
"NJ",2015,"M03",557467.4,0.0313972925379033
"NJ",2015,"M04",559266.766666667,0.0313795981187576
"NJ",2015,"M05",561066.133333333,0.0313619036996118
"NJ",2015,"M06",562865.5,0.031344209280466
"NJ",2015,"M07",564075.733333333,0.0313460333021002
"NJ",2015,"M08",565285.966666667,0.0313478573237343
"NJ",2015,"M09",566496.2,0.0313496813453684
"NJ",2015,"M10",566366.2,0.0313283131863
"NJ",2015,"M11",566236.2,0.0313069450272316
"NJ",2015,"M12",566106.2,0.0312855768681631
"NJ",2016,"M01",568331,0.0313540718974702
"NJ",2016,"M02",570555.8,0.0314225669267772
"NJ",2016,"M03",572780.6,0.0314910619560842
"NJ",2016,"M04",573128.7,0.0314047149608185
"NJ",2016,"M05",573476.8,0.0313183679655528
"NJ",2016,"M06",573824.9,0.0312320209702871
"NJ",2016,"M07",574708.5,0.031187854838692
"NJ",2016,"M08",575592.1,0.0311436887070968
"NJ",2016,"M09",576475.7,0.0310995225755016
"NJ",2016,"M10",577291.366666667,0.0310369244982377
"NJ",2016,"M11",578107.033333333,0.0309743264209739
"NJ",2016,"M12",578922.7,0.03091172834371
"NJ",2017,"M01",578716.4,0.0308021391676767
"NJ",2017,"M02",578510.1,0.0306925499916435
"NJ",2017,"M03",578303.8,0.0305829608156102
"NJ",2017,"M04",580443.066666667,0.0306119987156291
"NJ",2017,"M05",582582.333333333,0.030641036615648
"NJ",2017,"M06",584721.6,0.0306700745156669
"NJ",2017,"M07",586906.333333333,0.0306489049955434
"NJ",2017,"M08",589091.066666667,0.03062773547542
"NJ",2017,"M09",591275.8,0.0306065659552966
