Time,Factor_Pandemic,Factor_Consumption,Factor_GDP,Factor_Cons3,Factor_Cons4,Factor_Cons5,Factor_Cons2,Factor_Cases5,Factor_Cases2,Factor_Deaths5,Factor_Deaths2,Factor_Cases3,Factor_Deaths3,Factor_Cases4,Factor_Cases1,Factor_Hosp2,Factor_Hosp1,Factor_Deaths4,Factor_Deaths1,State
2/1/2012,1.0304318914279422,1.8262081799525574,51334.00305,3364.893599,7352.269493,27177.876,10717.16309,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
3/1/2012,1.015946715975998,1.6362832174530593,51413.84669,3363.58851,7347.295333,27145.86153,10710.88384,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
4/1/2012,1.0103452937555102,1.2315325925539011,51461.72538,3364.274795,7346.677882,27129.98752,10710.95268,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
5/1/2012,1.0081826360890822,-0.6009648484231538,51634.95532,3373.156298,7363.957001,27180.20497,10737.1133,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
6/1/2012,1.0073525189808163,-0.07934353192420529,51776.35802,3379.954666,7376.684988,27213.60226,10756.63965,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
7/1/2012,1.0070348322368219,0.623165301160149,51806.56373,3383.83965,7383.054274,27223.53954,10766.89392,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
8/1/2012,1.006913404291679,2.9662298732431376,51681.87193,3377.600133,7367.341161,27152.10259,10744.94129,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
9/1/2012,1.0068670142161849,2.745223695955348,51573.93479,3372.443439,7354.003327,27089.50577,10726.44677,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
10/1/2012,1.0068492948111012,2.7152299017548756,51385.71868,3367.518566,7341.183521,27028.8977,10708.70209,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
11/1/2012,1.006842527103544,-0.07785385174698067,51384.86617,3374.855464,7355.099113,27066.75513,10729.95458,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
12/1/2012,1.0068399423333378,0.3401532634462743,51357.45032,3380.453908,7365.22422,27090.65243,10745.67813,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
1/1/2013,1.0068389551503267,0.5990711882958668,51639.82789,3382.835419,7375.165779,27107.98516,10758.0012,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
2/1/2013,1.0068385781240308,1.9546360154770561,51831.29687,3379.351365,7372.29296,27078.32457,10751.64432,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
3/1/2013,1.006838434129852,-1.8696205204762375,52279.87686,3392.668006,7406.060996,27183.28994,10798.729,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
4/1/2013,1.0068383791355149,-1.4396761712346176,52236.61964,3404.197707,7435.938078,27273.93406,10840.13578,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
5/1/2013,1.0068383581320517,-0.31367471353730303,52118.37112,3410.842161,7455.144705,27325.43808,10865.98687,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
6/1/2013,1.0068383501103997,0.8620673496804443,51922.19544,3412.346386,7463.103094,27335.76678,10875.44948,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
7/1/2013,1.0068383470467672,0.1700242627591475,52052.67347,3416.942926,7477.808802,27370.87337,10894.75173,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
8/1/2013,1.006838345876703,0.4096853783456223,52167.40551,3420.516862,7490.263685,27397.79332,10910.78055,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
9/1/2013,1.0068383454298322,-0.4631925432098045,52341.50665,3427.991137,7511.250615,27455.95766,10939.24175,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
10/1/2013,1.0068383452591627,0.5516487598081921,52402.49569,3431.001488,7522.446799,27478.37243,10953.44829,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
11/1/2013,1.0068383451939806,0.46102990188784004,52469.97314,3434.439853,7534.566471,27504.22061,10969.00632,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
12/1/2013,1.006838345169086,0.80219228952146,52514.59582,3436.385722,7543.395635,27518.12233,10979.78136,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
1/1/2014,1.0068383451595784,-0.05051073471546985,52488.31616,3444.810549,7557.95479,27549.39153,11002.77349,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
2/1/2014,1.0068383451559475,-1.0502815057902082,52530.82921,3457.725055,7582.374094,27616.65592,11040.11543,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
3/1/2014,1.0068383451545606,0.05786576112637265,52498.95166,3465.716821,7596.008504,27644.6954,11061.74971,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
4/1/2014,1.0068383451540308,0.02337234203487995,52513.0586,3473.879556,7610.032898,27674.23903,11083.9449,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
5/1/2014,1.0068383451538288,-0.13133028328060556,52538.33921,3482.755047,7625.632779,27709.59039,11108.42831,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
6/1/2014,1.0068383451537515,-0.5779888144128636,52594.6523,3493.6672,7645.702916,27761.24618,11139.41864,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
7/1/2014,1.0068383451537217,-0.2737064999762216,52659.94767,3503.230287,7662.830701,27802.27412,11166.11752,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
8/1/2014,1.0068383451537108,-1.5205333840995172,52810.89778,3518.484417,7692.412069,27888.51521,11210.9611,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
9/1/2014,1.0068383451537062,-1.215544580239047,52941.87184,3532.407004,7719.082779,27964.20647,11251.56245,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
10/1/2014,1.0068383451537044,-1.5927126304853252,53258.44584,3548.109882,7749.643816,28053.99136,11297.83447,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
11/1/2014,1.006838345153704,-1.9777546040005531,53602.72104,3565.652745,7784.219868,28158.28952,11349.96153,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
12/1/2014,1.006838345153704,-2.559054504414909,53988.92559,3585.972411,7824.849427,28284.43754,11410.91898,0.0,0.0,0.0,0.0,0.0,,,,,,,,RI
