Time,Global,Pandemic,Consumption,Employment,Inflation,Uncat,State
2012-02-01,-1.3956714009377444,-0.12329201738427382,-0.3458281561879534,0.163654651923373,1.1211113826192272,0.34843531992505977,SD
2012-03-01,-1.4676625568218933,-0.02848500286813974,-0.15228960711100936,0.13278799621902665,0.7714230848536318,0.3608763858459157,SD
2012-04-01,-1.4041651399836983,-0.08043415459536919,0.253707961341834,-0.032528704830764296,0.3848956205224161,0.29002828382620693,SD
2012-05-01,-1.4472557687341678,-0.12315028272149374,1.8748149061844974,0.14183150245189527,-1.6091861901464217,0.22351994585669066,SD
2012-06-01,-1.4007380457143404,-0.09040162340242856,1.4638761079786442,0.03711741237695889,-1.0379417740718129,0.1563548126506068,SD
2012-07-01,-1.448079776583083,-0.12473413379627378,0.8619812714687423,-0.004476191186238356,-0.401266110823461,0.0978098363569173,SD
2012-08-01,-1.410043826093048,-0.04418926302714994,-1.1574304850633694,0.0722344136110687,2.379824870634812,0.06497703030299674,SD
2012-09-01,-1.4546430462076865,-0.10132462736171559,-0.9710900344252282,0.30991424495875725,1.9322885507222027,0.028589569943480574,SD
2012-10-01,-1.4061241363887111,-0.055861071360140534,-0.9257123193533616,0.10222027648465694,1.1322825528569531,-0.003642920803135746,SD
2012-11-01,-1.4593745019180335,-0.08620797342120991,1.5036190812520374,0.0013004796105651395,-1.29442234383935,-0.05769264559433424,SD
2012-12-01,-1.4141126845439078,-0.0149552281131225,1.1660573987996894,0.0992563974532589,-0.6639926261791523,-0.10634912197633459,SD
2013-01-01,-1.4297127539131098,-0.22248241902195182,-1.368408562998899,0.058731010890834684,0.6000726921622385,-0.12432944608650438,SD
2013-02-01,-1.3860963835125304,-0.13202123359220347,-2.4184653424201996,0.12651780760572304,2.3361072301757035,-0.13051626938221578,SD
2013-03-01,-1.4702314989834873,-0.050614946463512646,0.9312391813959304,0.03951883846116066,-1.913261793266943,-0.1789847021372252,SD
2013-04-01,-1.3880641809308238,-0.11703481224993977,0.6081669549598964,0.16662144087079145,-1.5711680738702885,-0.2727826997796248,SD
2013-05-01,-1.467397310488419,-0.06954651646939748,-0.37724362477407586,0.1265143080802099,-0.2506851191877479,-0.27749051760357113,SD
2013-06-01,-1.4218188971785433,0.03790746927531641,-1.385024626681505,0.08510926008407284,0.830978195474091,-0.21735535164205763,SD
2013-07-01,-1.480678808130275,-0.017930661167417265,-0.7924318824749623,0.11900170980105519,0.5038917095266414,-0.22098987696928055,SD
2013-08-01,-1.4128023683182582,0.00518684531100592,-0.9775993167036071,0.07400547796874127,0.6722193571725811,-0.19832973024002312,SD
2013-09-01,-1.4731244169439215,-0.058180680930541025,-0.22522447350073652,0.10451931682722504,-0.3330260645998657,-0.218164463179162,SD
2013-10-01,-1.3854243660407004,-0.1079100858170952,-1.0807947296404417,-0.2232498924804018,-0.002829980988620829,-0.26110586876081465,SD
2013-11-01,-1.471892409998419,-0.07097260391225443,-1.0198243742776305,0.5065715137565093,0.5629780799328074,-0.2641642919600675,SD
2013-12-01,-1.4120116970595453,0.016454177152903794,-1.2986925172332984,-0.00174718421622031,0.9020143835635563,-0.2338114751457844,SD
2014-01-01,-1.4448401058163152,-0.1975309638566715,-0.9966228635855175,0.16387885399636226,0.8045732573646,-0.2665845895306125,SD
2014-02-01,-1.3886797542794984,-0.07822672133875753,-0.04216184199348494,0.01074824022792238,-0.026988637917270245,-0.30162533566754324,SD
2014-03-01,-1.4601401005934476,-0.13832498773289412,-0.9954474772206076,0.2736466600361899,0.6589032009904112,-0.3035897546691126,SD
2014-04-01,-1.3973683362426588,-0.031841390583739144,-0.9427023127543692,0.07410015601205712,0.5985293964354339,-0.33938544818135963,SD
2014-05-01,-1.4555500605502631,-0.16687090175411662,-0.8138601192088691,0.14565427471260262,0.5938352947765018,-0.3912888508611281,SD
2014-06-01,-1.4027365064273383,0.0003027686718235197,-0.40613936539421586,0.23445065472175836,0.19965859897404578,-0.39457831117689157,SD
2014-07-01,-1.4608137058577868,-0.1524821861944817,-0.6760791035130922,0.11457922620730752,0.22175225228288242,-0.406604101983609,SD
2014-08-01,-1.3942009149845274,-0.028265848138857914,0.4302341555155395,0.09764125849337671,-0.6511818832988319,-0.4359933692551741,SD
2014-09-01,-1.479074262050442,-0.0813864719970734,0.15573001255804586,0.1780659768166229,-0.4888660548794433,-0.43284715160806553,SD
2014-10-01,-1.3806459682933163,-0.07846968778721398,0.5125701605040062,0.2802281016733237,-0.7427347000078728,-0.4912069420050371,SD
2014-11-01,-1.4797128166604319,-0.08814788740936179,0.8320974562308173,0.038505657725713495,-1.4793803621261452,-0.4658342808429461,SD
2014-12-01,-1.3853519464061261,-0.048018006785917444,1.3675303866545785,0.189233200064329,-2.1326789683315086,-0.39677017870211845,SD
2015-01-01,-1.5173365421336054,0.06719324096477788,3.730313600672236,0.22193774857645548,-4.059820493404983,-0.4848337262234651,SD
2015-02-01,-1.4029337210599955,0.03945292428625369,-0.6375858242554387,0.011629216571400527,0.6719003922494172,-0.4535769678061973,SD
2015-03-01,-1.4849157623693028,-0.08569423387445983,-0.9061614400706781,0.08746195653352312,0.8958861432764839,-0.42414373081257606,SD
2015-04-01,-1.38803566520571,-0.015369348847486681,-0.13353979272945893,0.18941778830579628,-0.017652201887981583,-0.47498871012024474,SD
2015-05-01,-1.4907326118674595,-0.07102453566701926,-1.2551441239852754,0.19796678874423612,1.2456772898496689,-0.43528404133961085,SD
2015-06-01,-1.3969719536482241,0.03501365362305155,-0.9405753808914338,0.03954892834465402,0.921732059881489,-0.3653043743387297,SD
