State,Year,Period,Demand_7
AK,2019,M02,150092
AK,2019,M03,150320
AK,2019,M04,150563
AK,2019,M05,150630
AK,2019,M06,150797
AK,2019,M07,150879
AK,2019,M08,151111
AK,2019,M09,151318
AK,2019,M10,151447
AK,2019,M11,151662
AK,2019,M12,151764
AK,2020,M01,152098
AK,2020,M02,152371
AK,2020,M03,150944
AK,2020,M04,130430
AK,2020,M05,133055
AK,2020,M06,137620
AK,2020,M07,139064
AK,2020,M08,140799
AK,2020,M09,141760
AK,2020,M10,142479
AK,2020,M11,142743
AK,2020,M12,142475
AK,2021,M01,142969
AK,2021,M02,143544
AK,2021,M03,144328
AK,2021,M04,144614
AK,2021,M05,145096
AK,2021,M06,145789
AK,2021,M07,146558
AK,2021,M08,147221
AK,2021,M09,147778
AK,2021,M10,148559
AK,2021,M11,149173
AK,2021,M12,149742
AK,2022,M01,150106
AK,2022,M02,151010
AK,2022,M03,151424
AK,2022,M04,151678
AK,2022,M05,152042
AK,2022,M06,152412
AK,2022,M07,152980
AK,2022,M08,153332
AK,2022,M09,153682
AK,2022,M10,154006
AK,2022,M11,154296
AK,2022,M12,154535
AL,2012,M01,133246
AL,2012,M02,133518
AL,2012,M03,133744
AL,2012,M04,133827
AL,2012,M05,133935
AL,2012,M06,134007
AL,2012,M07,134153
AL,2012,M08,134330
AL,2012,M09,134512
AL,2012,M10,134671
AL,2012,M11,134834
AL,2012,M12,135075
AL,2013,M01,135265
AL,2013,M02,135544
AL,2013,M03,135689
AL,2013,M04,135876
AL,2013,M05,136091
AL,2013,M06,136269
AL,2013,M07,136391
AL,2013,M08,136635
AL,2013,M09,136819
AL,2013,M10,137039
AL,2013,M11,137314
AL,2013,M12,137368
AL,2014,M01,137552
AL,2014,M02,137707
AL,2014,M03,137986
AL,2014,M04,138298
AL,2014,M05,138501
AL,2014,M06,138833
AL,2014,M07,139076
AL,2014,M08,139258
AL,2014,M09,139563
AL,2014,M10,139805
AL,2014,M11,140089
AL,2014,M12,140366
AL,2015,M01,140562
AL,2015,M02,140829
AL,2015,M03,140924
AL,2015,M04,141202
AL,2015,M05,141540
AL,2015,M06,141695
AL,2015,M07,141989
AL,2015,M08,142130
AL,2015,M09,142265
AL,2015,M10,142585
AL,2015,M11,142810
AL,2015,M12,143083
AL,2016,M01,143198
AL,2016,M02,143410
AL,2016,M03,143666
AL,2016,M04,143856
AL,2016,M05,143901
AL,2016,M06,144152
AL,2016,M07,144515
AL,2016,M08,144664
AL,2016,M09,144961
AL,2016,M10,145069
AL,2016,M11,145189
AL,2016,M12,145408
AL,2017,M01,145639
AL,2017,M02,145845
AL,2017,M03,145975
AL,2017,M04,146172
AL,2017,M05,146389
AL,2017,M06,146588
AL,2017,M07,146772
AL,2017,M08,146907
AL,2017,M09,146999
AL,2017,M10,147147
AL,2017,M11,147377
AL,2017,M12,147521
AL,2018,M01,147670
AL,2018,M02,148058
AL,2018,M03,148281
AL,2018,M04,148426
AL,2018,M05,148755
AL,2018,M06,148966
AL,2018,M07,149022
AL,2018,M08,149272
AL,2018,M09,149361
AL,2018,M10,149526
AL,2018,M11,149622
AL,2018,M12,149805
AL,2019,M01,150114
AL,2019,M02,150092
AL,2019,M03,150320
AL,2019,M04,150563
AL,2019,M05,150630
AL,2019,M06,150797
AL,2019,M07,150879
AL,2019,M08,151111
AL,2019,M09,151318
AL,2019,M10,151447
AL,2019,M11,151662
AL,2019,M12,151764
AL,2020,M01,152098
AL,2020,M02,152371
AL,2020,M03,150944
AL,2020,M04,130430
AL,2020,M05,133055
AL,2020,M06,137620
AL,2020,M07,139064
AL,2020,M08,140799
AL,2020,M09,141760
AL,2020,M10,142479
AL,2020,M11,142743
AL,2020,M12,142475
AL,2021,M01,142969
AL,2021,M02,143544
AL,2021,M03,144328
AL,2021,M04,144614
AL,2021,M05,145096
AL,2021,M06,145789
AL,2021,M07,146558
AL,2021,M08,147221
AL,2021,M09,147778
AL,2021,M10,148559
AL,2021,M11,149173
AL,2021,M12,149742
AL,2022,M01,150106
AL,2022,M02,151010
AL,2022,M03,151424
AL,2022,M04,151678
AL,2022,M05,152042
AL,2022,M06,152412
AL,2022,M07,152980
AL,2022,M08,153332
AL,2022,M09,153682
AL,2022,M10,154006
AL,2022,M11,154296
AL,2022,M12,154535
AR,2012,M01,133246
AR,2012,M02,133518
AR,2012,M03,133744
AR,2012,M04,133827
AR,2012,M05,133935
AR,2012,M06,134007
AR,2012,M07,134153
AR,2012,M08,134330
AR,2012,M09,134512
AR,2012,M10,134671
AR,2012,M11,134834
AR,2012,M12,135075
AR,2013,M01,135265
AR,2013,M02,135544
AR,2013,M03,135689
AR,2013,M04,135876
AR,2013,M05,136091
AR,2013,M06,136269
AR,2013,M07,136391
AR,2013,M08,136635
AR,2013,M09,136819
AR,2013,M10,137039
AR,2013,M11,137314
AR,2013,M12,137368
AR,2014,M01,137552
AR,2014,M02,137707
AR,2014,M03,137986
AR,2014,M04,138298
AR,2014,M05,138501
AR,2014,M06,138833
AR,2014,M07,139076
AR,2014,M08,139258
AR,2014,M09,139563
AR,2014,M10,139805
AR,2014,M11,140089
AR,2014,M12,140366
AR,2015,M01,140562
AR,2015,M02,140829
AR,2015,M03,140924
AR,2015,M04,141202
AR,2015,M05,141540
AR,2015,M06,141695
AR,2015,M07,141989
AR,2015,M08,142130
AR,2015,M09,142265
AR,2015,M10,142585
AR,2015,M11,142810
AR,2015,M12,143083
AR,2016,M01,143198
AR,2016,M02,143410
AR,2016,M03,143666
AR,2016,M04,143856
AR,2016,M05,143901
AR,2016,M06,144152
AR,2016,M07,144515
AR,2016,M08,144664
AR,2016,M09,144961
AR,2016,M10,145069
AR,2016,M11,145189
AR,2016,M12,145408
AR,2017,M01,145639
AR,2017,M02,145845
AR,2017,M03,145975
AR,2017,M04,146172
AR,2017,M05,146389
AR,2017,M06,146588
AR,2017,M07,146772
AR,2017,M08,146907
AR,2017,M09,146999
AR,2017,M10,147147
AR,2017,M11,147377
AR,2017,M12,147521
AR,2018,M01,147670
AR,2018,M02,148058
AR,2018,M03,148281
AR,2018,M04,148426
AR,2018,M05,148755
AR,2018,M06,148966
AR,2018,M07,149022
AR,2018,M08,149272
AR,2018,M09,149361
AR,2018,M10,149526
AR,2018,M11,149622
AR,2018,M12,149805
AR,2019,M01,150114
AR,2019,M02,150092
AR,2019,M03,150320
AR,2019,M04,150563
AR,2019,M05,150630
AR,2019,M06,150797
AR,2019,M07,150879
AR,2019,M08,151111
AR,2019,M09,151318
AR,2019,M10,151447
AR,2019,M11,151662
AR,2019,M12,151764
AR,2020,M01,152098
AR,2020,M02,152371
AR,2020,M03,150944
AR,2020,M04,130430
AR,2020,M05,133055
AR,2020,M06,137620
AR,2020,M07,139064
AR,2020,M08,140799
AR,2020,M09,141760
AR,2020,M10,142479
AR,2020,M11,142743
AR,2020,M12,142475
AR,2021,M01,142969
AR,2021,M02,143544
AR,2021,M03,144328
AR,2021,M04,144614
AR,2021,M05,145096
AR,2021,M06,145789
AR,2021,M07,146558
AR,2021,M08,147221
AR,2021,M09,147778
AR,2021,M10,148559
AR,2021,M11,149173
AR,2021,M12,149742
AR,2022,M01,150106
AR,2022,M02,151010
AR,2022,M03,151424
AR,2022,M04,151678
AR,2022,M05,152042
AR,2022,M06,152412
AR,2022,M07,152980
AR,2022,M08,153332
AR,2022,M09,153682
AR,2022,M10,154006
AR,2022,M11,154296
AR,2022,M12,154535
AZ,2012,M01,133246
AZ,2012,M02,133518
AZ,2012,M03,133744
AZ,2012,M04,133827
AZ,2012,M05,133935
AZ,2012,M06,134007
AZ,2012,M07,134153
AZ,2012,M08,134330
AZ,2012,M09,134512
AZ,2012,M10,134671
AZ,2012,M11,134834
AZ,2012,M12,135075
AZ,2013,M01,135265
AZ,2013,M02,135544
AZ,2013,M03,135689
AZ,2013,M04,135876
AZ,2013,M05,136091
AZ,2013,M06,136269
AZ,2013,M07,136391
AZ,2013,M08,136635
AZ,2013,M09,136819
AZ,2013,M10,137039
AZ,2013,M11,137314
AZ,2013,M12,137368
AZ,2014,M01,137552
AZ,2014,M02,137707
AZ,2014,M03,137986
AZ,2014,M04,138298
AZ,2014,M05,138501
AZ,2014,M06,138833
AZ,2014,M07,139076
AZ,2014,M08,139258
AZ,2014,M09,139563
AZ,2014,M10,139805
AZ,2014,M11,140089
AZ,2014,M12,140366
AZ,2015,M01,140562
AZ,2015,M02,140829
AZ,2015,M03,140924
AZ,2015,M04,141202
AZ,2015,M05,141540
AZ,2015,M06,141695
AZ,2015,M07,141989
AZ,2015,M08,142130
AZ,2015,M09,142265
AZ,2015,M10,142585
AZ,2015,M11,142810
AZ,2015,M12,143083
AZ,2016,M01,143198
AZ,2016,M02,143410
AZ,2016,M03,143666
AZ,2016,M04,143856
AZ,2016,M05,143901
AZ,2016,M06,144152
AZ,2016,M07,144515
AZ,2016,M08,144664
AZ,2016,M09,144961
AZ,2016,M10,145069
AZ,2016,M11,145189
AZ,2016,M12,145408
AZ,2017,M01,145639
AZ,2017,M02,145845
AZ,2017,M03,145975
AZ,2017,M04,146172
AZ,2017,M05,146389
AZ,2017,M06,146588
AZ,2017,M07,146772
AZ,2017,M08,146907
AZ,2017,M09,146999
AZ,2017,M10,147147
AZ,2017,M11,147377
AZ,2017,M12,147521
AZ,2018,M01,147670
AZ,2018,M02,148058
AZ,2018,M03,148281
AZ,2018,M04,148426
AZ,2018,M05,148755
AZ,2018,M06,148966
AZ,2018,M07,149022
AZ,2018,M08,149272
AZ,2018,M09,149361
AZ,2018,M10,149526
AZ,2018,M11,149622
AZ,2018,M12,149805
AZ,2019,M01,150114
AZ,2019,M02,150092
AZ,2019,M03,150320
AZ,2019,M04,150563
AZ,2019,M05,150630
AZ,2019,M06,150797
AZ,2019,M07,150879
AZ,2019,M08,151111
AZ,2019,M09,151318
AZ,2019,M10,151447
AZ,2019,M11,151662
AZ,2019,M12,151764
AZ,2020,M01,152098
AZ,2020,M02,152371
AZ,2020,M03,150944
AZ,2020,M04,130430
AZ,2020,M05,133055
AZ,2020,M06,137620
AZ,2020,M07,139064
AZ,2020,M08,140799
AZ,2020,M09,141760
AZ,2020,M10,142479
AZ,2020,M11,142743
AZ,2020,M12,142475
AZ,2021,M01,142969
AZ,2021,M02,143544
AZ,2021,M03,144328
AZ,2021,M04,144614
AZ,2021,M05,145096
AZ,2021,M06,145789
AZ,2021,M07,146558
AZ,2021,M08,147221
AZ,2021,M09,147778
AZ,2021,M10,148559
AZ,2021,M11,149173
AZ,2021,M12,149742
AZ,2022,M01,150106
AZ,2022,M02,151010
AZ,2022,M03,151424
AZ,2022,M04,151678
AZ,2022,M05,152042
AZ,2022,M06,152412
AZ,2022,M07,152980
AZ,2022,M08,153332
AZ,2022,M09,153682
AZ,2022,M10,154006
AZ,2022,M11,154296
AZ,2022,M12,154535
CA,2012,M01,133246
CA,2012,M02,133518
CA,2012,M03,133744
CA,2012,M04,133827
CA,2012,M05,133935
CA,2012,M06,134007
CA,2012,M07,134153
CA,2012,M08,134330
CA,2012,M09,134512
CA,2012,M10,134671
CA,2012,M11,134834
CA,2012,M12,135075
CA,2013,M01,135265
CA,2013,M02,135544
CA,2013,M03,135689
CA,2013,M04,135876
CA,2013,M05,136091
CA,2013,M06,136269
CA,2013,M07,136391
CA,2013,M08,136635
CA,2013,M09,136819
CA,2013,M10,137039
CA,2013,M11,137314
CA,2013,M12,137368
CA,2014,M01,137552
CA,2014,M02,137707
CA,2014,M03,137986
CA,2014,M04,138298
CA,2014,M05,138501
CA,2014,M06,138833
CA,2014,M07,139076
CA,2014,M08,139258
CA,2014,M09,139563
CA,2014,M10,139805
CA,2014,M11,140089
CA,2014,M12,140366
CA,2015,M01,140562
CA,2015,M02,140829
CA,2015,M03,140924
CA,2015,M04,141202
CA,2015,M05,141540
CA,2015,M06,141695
CA,2015,M07,141989
CA,2015,M08,142130
CA,2015,M09,142265
CA,2015,M10,142585
CA,2015,M11,142810
CA,2015,M12,143083
CA,2016,M01,143198
CA,2016,M02,143410
CA,2016,M03,143666
CA,2016,M04,143856
CA,2016,M05,143901
CA,2016,M06,144152
CA,2016,M07,144515
CA,2016,M08,144664
CA,2016,M09,144961
CA,2016,M10,145069
CA,2016,M11,145189
CA,2016,M12,145408
CA,2017,M01,145639
CA,2017,M02,145845
CA,2017,M03,145975
CA,2017,M04,146172
CA,2017,M05,146389
CA,2017,M06,146588
CA,2017,M07,146772
CA,2017,M08,146907
CA,2017,M09,146999
CA,2017,M10,147147
CA,2017,M11,147377
CA,2017,M12,147521
CA,2018,M01,147670
CA,2018,M02,148058
CA,2018,M03,148281
CA,2018,M04,148426
CA,2018,M05,148755
CA,2018,M06,148966
CA,2018,M07,149022
CA,2018,M08,149272
CA,2018,M09,149361
CA,2018,M10,149526
CA,2018,M11,149622
CA,2018,M12,149805
CA,2019,M01,150114
CA,2019,M02,150092
CA,2019,M03,150320
CA,2019,M04,150563
CA,2019,M05,150630
CA,2019,M06,150797
CA,2019,M07,150879
CA,2019,M08,151111
CA,2019,M09,151318
CA,2019,M10,151447
CA,2019,M11,151662
CA,2019,M12,151764
CA,2020,M01,152098
CA,2020,M02,152371
CA,2020,M03,150944
CA,2020,M04,130430
CA,2020,M05,133055
CA,2020,M06,137620
CA,2020,M07,139064
CA,2020,M08,140799
CA,2020,M09,141760
CA,2020,M10,142479
CA,2020,M11,142743
CA,2020,M12,142475
CA,2021,M01,142969
CA,2021,M02,143544
CA,2021,M03,144328
CA,2021,M04,144614
CA,2021,M05,145096
CA,2021,M06,145789
CA,2021,M07,146558
CA,2021,M08,147221
CA,2021,M09,147778
CA,2021,M10,148559
CA,2021,M11,149173
CA,2021,M12,149742
CA,2022,M01,150106
CA,2022,M02,151010
CA,2022,M03,151424
CA,2022,M04,151678
CA,2022,M05,152042
CA,2022,M06,152412
CA,2022,M07,152980
CA,2022,M08,153332
CA,2022,M09,153682
CA,2022,M10,154006
CA,2022,M11,154296
CA,2022,M12,154535
CO,2012,M01,133246
CO,2012,M02,133518
CO,2012,M03,133744
CO,2012,M04,133827
CO,2012,M05,133935
CO,2012,M06,134007
CO,2012,M07,134153
CO,2012,M08,134330
CO,2012,M09,134512
CO,2012,M10,134671
CO,2012,M11,134834
CO,2012,M12,135075
CO,2013,M01,135265
CO,2013,M02,135544
CO,2013,M03,135689
CO,2013,M04,135876
CO,2013,M05,136091
CO,2013,M06,136269
CO,2013,M07,136391
CO,2013,M08,136635
CO,2013,M09,136819
CO,2013,M10,137039
CO,2013,M11,137314
CO,2013,M12,137368
CO,2014,M01,137552
CO,2014,M02,137707
CO,2014,M03,137986
CO,2014,M04,138298
CO,2014,M05,138501
CO,2014,M06,138833
CO,2014,M07,139076
CO,2014,M08,139258
CO,2014,M09,139563
CO,2014,M10,139805
CO,2014,M11,140089
CO,2014,M12,140366
CO,2015,M01,140562
CO,2015,M02,140829
CO,2015,M03,140924
CO,2015,M04,141202
CO,2015,M05,141540
CO,2015,M06,141695
CO,2015,M07,141989
CO,2015,M08,142130
CO,2015,M09,142265
CO,2015,M10,142585
CO,2015,M11,142810
CO,2015,M12,143083
CO,2016,M01,143198
CO,2016,M02,143410
CO,2016,M03,143666
CO,2016,M04,143856
CO,2016,M05,143901
CO,2016,M06,144152
CO,2016,M07,144515
CO,2016,M08,144664
CO,2016,M09,144961
CO,2016,M10,145069
CO,2016,M11,145189
CO,2016,M12,145408
CO,2017,M01,145639
CO,2017,M02,145845
CO,2017,M03,145975
CO,2017,M04,146172
CO,2017,M05,146389
CO,2017,M06,146588
CO,2017,M07,146772
CO,2017,M08,146907
CO,2017,M09,146999
CO,2017,M10,147147
CO,2017,M11,147377
CO,2017,M12,147521
CO,2018,M01,147670
CO,2018,M02,148058
CO,2018,M03,148281
CO,2018,M04,148426
CO,2018,M05,148755
CO,2018,M06,148966
CO,2018,M07,149022
CO,2018,M08,149272
CO,2018,M09,149361
CO,2018,M10,149526
CO,2018,M11,149622
CO,2018,M12,149805
CO,2019,M01,150114
CO,2019,M02,150092
CO,2019,M03,150320
CO,2019,M04,150563
CO,2019,M05,150630
CO,2019,M06,150797
CO,2019,M07,150879
CO,2019,M08,151111
CO,2019,M09,151318
CO,2019,M10,151447
CO,2019,M11,151662
CO,2019,M12,151764
CO,2020,M01,152098
CO,2020,M02,152371
CO,2020,M03,150944
CO,2020,M04,130430
CO,2020,M05,133055
CO,2020,M06,137620
CO,2020,M07,139064
CO,2020,M08,140799
CO,2020,M09,141760
CO,2020,M10,142479
CO,2020,M11,142743
CO,2020,M12,142475
CO,2021,M01,142969
CO,2021,M02,143544
CO,2021,M03,144328
CO,2021,M04,144614
CO,2021,M05,145096
CO,2021,M06,145789
CO,2021,M07,146558
CO,2021,M08,147221
CO,2021,M09,147778
CO,2021,M10,148559
CO,2021,M11,149173
CO,2021,M12,149742
CO,2022,M01,150106
CO,2022,M02,151010
CO,2022,M03,151424
CO,2022,M04,151678
CO,2022,M05,152042
CO,2022,M06,152412
CO,2022,M07,152980
CO,2022,M08,153332
CO,2022,M09,153682
CO,2022,M10,154006
CO,2022,M11,154296
CO,2022,M12,154535
CT,2012,M01,133246
CT,2012,M02,133518
CT,2012,M03,133744
CT,2012,M04,133827
CT,2012,M05,133935
CT,2012,M06,134007
CT,2012,M07,134153
CT,2012,M08,134330
CT,2012,M09,134512
CT,2012,M10,134671
CT,2012,M11,134834
CT,2012,M12,135075
CT,2013,M01,135265
CT,2013,M02,135544
CT,2013,M03,135689
CT,2013,M04,135876
CT,2013,M05,136091
CT,2013,M06,136269
CT,2013,M07,136391
CT,2013,M08,136635
CT,2013,M09,136819
CT,2013,M10,137039
CT,2013,M11,137314
CT,2013,M12,137368
CT,2014,M01,137552
CT,2014,M02,137707
CT,2014,M03,137986
CT,2014,M04,138298
CT,2014,M05,138501
CT,2014,M06,138833
CT,2014,M07,139076
CT,2014,M08,139258
CT,2014,M09,139563
CT,2014,M10,139805
CT,2014,M11,140089
CT,2014,M12,140366
CT,2015,M01,140562
CT,2015,M02,140829
CT,2015,M03,140924
CT,2015,M04,141202
CT,2015,M05,141540
CT,2015,M06,141695
CT,2015,M07,141989
CT,2015,M08,142130
CT,2015,M09,142265
CT,2015,M10,142585
CT,2015,M11,142810
CT,2015,M12,143083
CT,2016,M01,143198
CT,2016,M02,143410
CT,2016,M03,143666
CT,2016,M04,143856
CT,2016,M05,143901
CT,2016,M06,144152
CT,2016,M07,144515
CT,2016,M08,144664
CT,2016,M09,144961
CT,2016,M10,145069
CT,2016,M11,145189
CT,2016,M12,145408
CT,2017,M01,145639
CT,2017,M02,145845
CT,2017,M03,145975
CT,2017,M04,146172
CT,2017,M05,146389
CT,2017,M06,146588
CT,2017,M07,146772
CT,2017,M08,146907
CT,2017,M09,146999
CT,2017,M10,147147
CT,2017,M11,147377
CT,2017,M12,147521
CT,2018,M01,147670
CT,2018,M02,148058
CT,2018,M03,148281
CT,2018,M04,148426
CT,2018,M05,148755
CT,2018,M06,148966
CT,2018,M07,149022
CT,2018,M08,149272
CT,2018,M09,149361
CT,2018,M10,149526
CT,2018,M11,149622
CT,2018,M12,149805
CT,2019,M01,150114
CT,2019,M02,150092
CT,2019,M03,150320
CT,2019,M04,150563
CT,2019,M05,150630
CT,2019,M06,150797
CT,2019,M07,150879
CT,2019,M08,151111
CT,2019,M09,151318
CT,2019,M10,151447
CT,2019,M11,151662
CT,2019,M12,151764
CT,2020,M01,152098
CT,2020,M02,152371
CT,2020,M03,150944
CT,2020,M04,130430
CT,2020,M05,133055
CT,2020,M06,137620
CT,2020,M07,139064
CT,2020,M08,140799
CT,2020,M09,141760
CT,2020,M10,142479
CT,2020,M11,142743
CT,2020,M12,142475
CT,2021,M01,142969
CT,2021,M02,143544
CT,2021,M03,144328
CT,2021,M04,144614
CT,2021,M05,145096
CT,2021,M06,145789
CT,2021,M07,146558
CT,2021,M08,147221
CT,2021,M09,147778
CT,2021,M10,148559
CT,2021,M11,149173
CT,2021,M12,149742
CT,2022,M01,150106
CT,2022,M02,151010
CT,2022,M03,151424
CT,2022,M04,151678
CT,2022,M05,152042
CT,2022,M06,152412
CT,2022,M07,152980
CT,2022,M08,153332
CT,2022,M09,153682
CT,2022,M10,154006
CT,2022,M11,154296
CT,2022,M12,154535
DE,2012,M01,133246
DE,2012,M02,133518
DE,2012,M03,133744
DE,2012,M04,133827
DE,2012,M05,133935
DE,2012,M06,134007
DE,2012,M07,134153
DE,2012,M08,134330
DE,2012,M09,134512
DE,2012,M10,134671
DE,2012,M11,134834
DE,2012,M12,135075
DE,2013,M01,135265
DE,2013,M02,135544
DE,2013,M03,135689
DE,2013,M04,135876
DE,2013,M05,136091
DE,2013,M06,136269
DE,2013,M07,136391
DE,2013,M08,136635
DE,2013,M09,136819
DE,2013,M10,137039
DE,2013,M11,137314
DE,2013,M12,137368
DE,2014,M01,137552
DE,2014,M02,137707
DE,2014,M03,137986
DE,2014,M04,138298
DE,2014,M05,138501
DE,2014,M06,138833
DE,2014,M07,139076
DE,2014,M08,139258
DE,2014,M09,139563
DE,2014,M10,139805
DE,2014,M11,140089
DE,2014,M12,140366
DE,2015,M01,140562
DE,2015,M02,140829
DE,2015,M03,140924
DE,2015,M04,141202
DE,2015,M05,141540
DE,2015,M06,141695
DE,2015,M07,141989
DE,2015,M08,142130
DE,2015,M09,142265
DE,2015,M10,142585
DE,2015,M11,142810
DE,2015,M12,143083
DE,2016,M01,143198
DE,2016,M02,143410
DE,2016,M03,143666
DE,2016,M04,143856
DE,2016,M05,143901
DE,2016,M06,144152
DE,2016,M07,144515
DE,2016,M08,144664
DE,2016,M09,144961
DE,2016,M10,145069
DE,2016,M11,145189
DE,2016,M12,145408
DE,2017,M01,145639
DE,2017,M02,145845
DE,2017,M03,145975
DE,2017,M04,146172
DE,2017,M05,146389
DE,2017,M06,146588
DE,2017,M07,146772
DE,2017,M08,146907
DE,2017,M09,146999
DE,2017,M10,147147
DE,2017,M11,147377
DE,2017,M12,147521
DE,2018,M01,147670
DE,2018,M02,148058
DE,2018,M03,148281
DE,2018,M04,148426
DE,2018,M05,148755
DE,2018,M06,148966
DE,2018,M07,149022
DE,2018,M08,149272
DE,2018,M09,149361
DE,2018,M10,149526
DE,2018,M11,149622
DE,2018,M12,149805
DE,2019,M01,150114
DE,2019,M02,150092
DE,2019,M03,150320
DE,2019,M04,150563
DE,2019,M05,150630
DE,2019,M06,150797
DE,2019,M07,150879
DE,2019,M08,151111
DE,2019,M09,151318
DE,2019,M10,151447
DE,2019,M11,151662
DE,2019,M12,151764
DE,2020,M01,152098
DE,2020,M02,152371
DE,2020,M03,150944
DE,2020,M04,130430
DE,2020,M05,133055
DE,2020,M06,137620
DE,2020,M07,139064
DE,2020,M08,140799
DE,2020,M09,141760
DE,2020,M10,142479
DE,2020,M11,142743
DE,2020,M12,142475
DE,2021,M01,142969
DE,2021,M02,143544
DE,2021,M03,144328
DE,2021,M04,144614
DE,2021,M05,145096
DE,2021,M06,145789
DE,2021,M07,146558
DE,2021,M08,147221
DE,2021,M09,147778
DE,2021,M10,148559
DE,2021,M11,149173
DE,2021,M12,149742
DE,2022,M01,150106
DE,2022,M02,151010
DE,2022,M03,151424
DE,2022,M04,151678
DE,2022,M05,152042
DE,2022,M06,152412
DE,2022,M07,152980
DE,2022,M08,153332
DE,2022,M09,153682
DE,2022,M10,154006
DE,2022,M11,154296
DE,2022,M12,154535
FL,2012,M01,133246
FL,2012,M02,133518
FL,2012,M03,133744
FL,2012,M04,133827
FL,2012,M05,133935
FL,2012,M06,134007
FL,2012,M07,134153
FL,2012,M08,134330
FL,2012,M09,134512
FL,2012,M10,134671
FL,2012,M11,134834
FL,2012,M12,135075
FL,2013,M01,135265
FL,2013,M02,135544
FL,2013,M03,135689
FL,2013,M04,135876
FL,2013,M05,136091
FL,2013,M06,136269
FL,2013,M07,136391
FL,2013,M08,136635
FL,2013,M09,136819
FL,2013,M10,137039
FL,2013,M11,137314
FL,2013,M12,137368
FL,2014,M01,137552
FL,2014,M02,137707
FL,2014,M03,137986
FL,2014,M04,138298
FL,2014,M05,138501
FL,2014,M06,138833
FL,2014,M07,139076
FL,2014,M08,139258
FL,2014,M09,139563
FL,2014,M10,139805
FL,2014,M11,140089
FL,2014,M12,140366
FL,2015,M01,140562
FL,2015,M02,140829
FL,2015,M03,140924
FL,2015,M04,141202
FL,2015,M05,141540
FL,2015,M06,141695
FL,2015,M07,141989
FL,2015,M08,142130
FL,2015,M09,142265
FL,2015,M10,142585
FL,2015,M11,142810
FL,2015,M12,143083
FL,2016,M01,143198
FL,2016,M02,143410
FL,2016,M03,143666
FL,2016,M04,143856
FL,2016,M05,143901
FL,2016,M06,144152
FL,2016,M07,144515
FL,2016,M08,144664
FL,2016,M09,144961
FL,2016,M10,145069
FL,2016,M11,145189
FL,2016,M12,145408
FL,2017,M01,145639
FL,2017,M02,145845
FL,2017,M03,145975
FL,2017,M04,146172
FL,2017,M05,146389
FL,2017,M06,146588
FL,2017,M07,146772
FL,2017,M08,146907
FL,2017,M09,146999
FL,2017,M10,147147
FL,2017,M11,147377
FL,2017,M12,147521
FL,2018,M01,147670
FL,2018,M02,148058
FL,2018,M03,148281
FL,2018,M04,148426
FL,2018,M05,148755
FL,2018,M06,148966
FL,2018,M07,149022
FL,2018,M08,149272
FL,2018,M09,149361
FL,2018,M10,149526
FL,2018,M11,149622
FL,2018,M12,149805
FL,2019,M01,150114
FL,2019,M02,150092
FL,2019,M03,150320
FL,2019,M04,150563
FL,2019,M05,150630
FL,2019,M06,150797
FL,2019,M07,150879
FL,2019,M08,151111
FL,2019,M09,151318
FL,2019,M10,151447
FL,2019,M11,151662
FL,2019,M12,151764
FL,2020,M01,152098
