Time,Factor_Global.1,Factor_Global.2,Factor_Response,Factor_Pandemic,Factor_Uncat,Factor_Consumption,Factor_Employment,Factor_Inflation,Factor_Cases1,Factor_Cases2,Factor_Cases3,Factor_Cases4,Factor_Cases5,Factor_Hosp1,Factor_Hosp2,Factor_Deaths1,Factor_Deaths2,Factor_Deaths3,Factor_Deaths4,Factor_Deaths5,Factor_Vax1,Factor_Vax3,Factor_Gather1,Factor_Gather2,Factor_Gather3,Factor_Gather4,Factor_Curfew,Factor_Mask1,Factor_Mask2,Factor_School,Factor_ARP,Factor_PPP,Factor_CARES,Factor_Cons1,Factor_Cons2,Factor_Cons3,Factor_Cons4,Factor_Cons5,Factor_Employment1,Factor_Employment2,Factor_UI,Factor_PartR,Factor_UR,Factor_CPI,Factor_CPIU,Factor_PCE,Factor_PCEC,Factor_RPFI,Factor_FixAss,Factor_Prod,Factor_GDP,Factor_TBill1mo,Factor_TBill6mo,Factor_TBill1yr,Factor_TBill5yr,Factor_TBill10yr,Factor_TBill30yr,Factor_FFR,State,Time
2019-03-01,-1.8689232588878022,1.0444207597872799,-3.604815056706311,1.8804017548325296,0.0765490114510485,1.4915176293270254,0.6874951674068259,0.05832753472671563,56443.90230530962,11497.0,42789.511435176304,3897.119961989346,8672.368264758823,30219.954679604907,12569.48822674817,156755.0,150320.0,111.6005829,111.35,109.443,2.45,2.51,2.49,2.37,2.57,2.98,170.7047189861389,9.88253372,98.824,63.9,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,111.6330114,2.41,,,,,,,RI,2019-03-01
2019-04-01,-1.6461546530000974,1.2696408647890818,-3.56686278613248,1.9875686751891852,0.4185429172441252,0.49913151916354265,0.37594810249718497,-0.025570992882201594,56379.57733649116,8010.0,42756.39157102086,3891.328110766988,8665.269933807003,30199.73279893122,12556.598044573966,156683.0,150563.0,111.9912044,111.65,109.78,2.43,2.46,2.42,2.33,2.53,2.94,170.33319192931316,9.908867436,98.824,63.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,112.0280948,2.42,,,,,,,RI,2019-04-01
2019-05-01,-0.5141125839328946,2.6566545321454287,-3.21541914842011,0.5879604452069395,0.45563238357709734,-0.602067211349693,0.13739736486264828,-0.16846085179779646,56449.44290707836,6951.0,42824.97845664625,3894.8031969123217,8678.785561705023,30251.336598213387,12573.588758617372,156814.0,150630.0,112.0623063,111.773,109.856,2.4,2.42,2.34,2.19,2.4,2.82,170.36503886906496,9.934959603,98.824,64.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,112.071993,2.39,,,,,,,RI,2019-05-01
2019-06-01,-0.21430778559649352,2.2064580498189272,-2.868633253262851,0.7189071510320396,0.6226808991828745,-0.8432537405393916,-0.08370865285128024,-0.12286597659103335,56517.66953199617,6632.0,42892.29999545186,3898.167098740165,8692.045299495156,30302.0421157957,12590.21239823532,157164.0,150797.0,112.0781068,112.0,109.935,2.22,2.17,2.0,1.83,2.07,2.57,170.38948733342428,9.96081022,98.824,64.1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,112.1158911,2.38,,,,,,,RI,2019-06-01
2019-07-01,-0.48064618538266085,1.6121649987660536,-2.8925736865325486,1.2082273662714533,0.6800864616901822,-0.2782009613264745,-0.1455281560923398,-0.06984809362882391,56594.90980434901,9074.0,42928.308233570126,3898.6911184987375,8698.960282425318,30330.618986199705,12597.651400924027,157525.0,150879.0,112.3146742,112.157,110.094,2.15,2.08,1.96,1.83,2.06,2.57,170.21863943539157,9.96613015,98.824,64.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,112.3353819,2.4,,,,,,,RI,2019-07-01
2019-08-01,0.3548570113158238,2.1767655074194696,-2.4579272692152965,0.6458655026111246,0.5448201877979211,-1.2275144453461853,-0.1562226026360589,-0.15327363388913842,56734.19169723604,8487.0,43011.41660310654,3903.497621036574,8715.420283538544,30392.468431821177,12618.917904575144,157782.0,151111.0,112.4371275,112.27,110.132,2.07,1.93,1.77,1.49,1.63,2.12,170.2319647332292,9.971260502,98.824,64.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,112.4670764,2.13,,,,,,,RI,2019-08-01
2019-09-01,0.10289731939600848,1.756826704075145,-2.5212556115834426,0.8321189449892418,0.6001151278365843,-0.8229665932745144,-0.2892561465518563,-0.09962935074895674,56854.28330323846,5574.0,43079.99945556998,3906.988666781602,8728.93736332538,30444.05074087853,12635.92603010698,158302.0,151318.0,112.6201491,112.339,110.207,1.99,1.89,1.8,1.57,1.7,2.16,170.18497763299973,9.976201277,98.824,64.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,112.642669,2.04,,,,,,,RI,2019-09-01
2019-10-01,-0.0839180981679338,0.7740722862131626,-2.3421443239378994,1.7810344141872103,0.702668287173392,-0.2703153688589412,-0.19541066198100457,-0.0263864647672353,57010.61674952981,5258.0,43093.39237900319,3905.481647845105,8731.272772278719,30456.622865405483,12636.754420123796,158474.0,151447.0,112.9313296,112.496,110.423,1.73,1.67,1.61,1.53,1.71,2.19,170.43502413446473,9.967110108,98.824,64.5,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,112.9499561,1.83,,,,,,,RI,2019-10-01
2019-11-01,0.5823937210394978,1.371431651315596,-2.047194449257727,0.8223307203122867,0.5688757236794029,-1.0406645056677173,-0.22137493778704928,-0.10695216414547959,57254.31267293693,5960.0,43173.06966962071,3909.9883225158183,8747.039139185355,30516.034664325107,12657.027461701202,158642.0,151662.0,113.1433186,112.524,110.469,1.58,1.59,1.57,1.64,1.81,2.28,170.94696484986738,9.958014843,98.824,64.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,113.1694469,1.55,,,,,,,RI,2019-11-01
2019-12-01,0.06831838555104025,0.678555067789551,-2.2189265771045124,2.1930554786125707,0.7425432074022361,-0.34518659611200975,-0.24350566169364327,-0.03024673197908451,57383.05519433607,7794.0,43166.35963011125,3906.678948128883,8745.304146799595,30514.37653518277,12651.983094928475,158834.0,151764.0,113.3517964,112.772,110.736,1.55,1.58,1.55,1.68,1.86,2.3,171.11649878991474,9.948915482,98.824,64.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,113.3889377,1.55,,,,,,,RI,2019-12-01
2020-01-01,0.4837106186657131,1.050875572324354,-2.17085010535261,1.7103186841172082,0.7120765584125847,-0.828018864641148,-0.13656451490371235,-0.09033349231341291,57196.753917892536,10750.0,43052.41833717912,3910.0356936833,8747.51376069609,30394.8688827997,12657.549454379418,158543.0,152098.0,113.5356958,113.008,110.944,1.53,1.56,1.53,1.56,1.76,2.22,171.80383202336316,9.945003452,103.866,64.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.5645303,1.55,0.0,0.0,0.0,0.0,0.0,0.0,RI,2020-01-01
2020-02-01,0.5968414309663124,0.9938213801875723,-2.0825293206913047,1.1726054414126559,0.7630208584789615,-0.893290120528671,-0.2028177992191049,-0.08297293610552987,57053.23969868848,11199.0,42970.6041235257,3916.269019537229,8756.174784670326,30298.160319318176,12672.443804207527,158749.0,152371.0,113.6783385,113.206,111.07,1.58,1.51,1.41,1.32,1.5,1.97,172.61869127577202,9.940981521,103.866,63.9,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.6962248,1.58,0.0,0.0,0.0,0.0,0.0,0.0,RI,2020-02-01
2020-03-01,4.77372482015824,2.1732970229131663,0.7325136743802401,0.03810203167772881,0.493095030243496,4.3247085102619565,1.7750920841600368,-0.3083350154588526,57101.07918862341,10856.0,43032.93961596766,3935.654731827041,8794.236807911644,30303.04807622898,12729.891539738686,155451.0,150944.0,113.3087842,113.143,110.824,0.37,0.3,0.33,0.59,0.87,1.46,174.01661824153615,9.936849687,103.866,63.5,3.6,0.0,0.0,0.0,543.0,543.0,8.0,8.0,488.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,113.3450395,0.65,,,,,,,RI,2020-03-01
2020-04-01,11.591242221446823,10.469085375322333,3.1992486019390505,-0.299592560303438,-1.032886168293864,0.19111825011868827,1.052788662246124,1.4533530015083957,55606.98011254543,96663.0,43228.86145305116,3967.3612308027255,8859.78996767571,30401.710254572696,12827.15119847846,133258.0,130430.0,112.3998209,112.668,110.237,0.11,0.17,0.18,0.39,0.66,1.27,175.21734109237372,9.645347451,103.866,61.0,18.4,0.0,1250000000.0,1000161994.0,7968.0,7968.0,258.0,258.0,8133.0,353.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,112.4231782,0.05,,,,,,,RI,2020-04-01
2020-05-01,4.156932538567015,0.8532817294551303,0.7536512940795279,2.3847624521951207,0.7624425759502657,-1.3337691323663081,-0.9884356005471318,-4.821869972762034,53752.261681452524,87964.0,43150.23152972733,3973.929118374671,8869.181928296766,30307.120483055925,12843.11104667141,137128.0,133055.0,112.3339858,112.819,110.353,0.1,0.15,0.16,0.34,0.67,1.38,175.30424664485787,9.354991476,103.866,63.6,15.6,0.0,0.0,0.0,5755.0,5755.0,452.0,452.0,6307.0,463.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,112.3353819,0.05,,,,,,,RI,2020-05-01
2020-06-01,0.8106244680627235,-3.3236798547300315,-0.365062693080465,3.3134182719798826,1.231125848477507,-1.952570467831214,-1.3201765273435317,3.55239232801935,51771.62154840808,69230.0,42964.03481841331,3970.5271522222015,8856.346956097737,30137.16071009337,12826.87410831994,142276.0,137620.0,112.8927063,113.051,110.746,0.13,0.18,0.18,0.34,0.73,1.49,174.94956188033882,9.065781761,103.866,63.6,13.5,0.0,0.0,0.0,1781.0,1781.0,231.0,231.0,1885.0,150.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,112.9060579,0.08,,,,,,,RI,2020-06-01
2020-07-01,0.5559477402440267,-3.810493995560911,-0.45246691193206456,2.768760641427716,1.3374628342011998,-4.480569733519179,-0.8404342944285191,-0.6770513836413345,53364.12417170844,63284.0,42804.95984586574,3969.542278882167,8848.937325938734,29986.480241044817,12818.479604820928,143779.0,139064.0,113.4746886,113.425,111.072,0.11,0.14,0.15,0.28,0.62,1.31,175.61325185465284,9.294029087,103.866,64.0,12.2,0.0,0.0,0.0,2044.0,2044.0,57.0,57.0,2209.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,113.476734,0.09,,,,,,,RI,2020-07-01
2020-08-01,1.1383683413757286,-3.1539954319644834,-0.2799155328381031,3.034528005645052,1.2519827969494217,-0.8639293702504635,-0.1556784124824432,0.032629061668149786,54940.894525675205,49422.0,42641.839674717936,3968.1000978359407,8840.539384202037,29833.200192679997,12808.639482037952,147201.0,140799.0,113.9298286,113.782,111.411,0.08,0.12,0.13,0.27,0.65,1.36,176.25640834387988,9.523509562,103.866,63.5,10.2,0.0,0.0,0.0,2724.0,2724.0,41.0,41.0,2927.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,113.9596137,0.1,,,,,,,RI,2020-08-01
2020-09-01,2.3418284928110302,-1.6298278991960047,0.07173197873064105,2.446981628646365,1.0431044463104342,0.7742149061077317,-0.2000972945677592,-0.013213710615245407,56577.45961491941,38773.0,42531.85112845277,3971.535573813086,8843.033517600996,29717.28203703869,12814.56909141408,147625.0,141760.0,114.197558,113.979,111.613,0.09,0.12,0.13,0.27,0.68,1.42,177.1167066560347,9.754223187,103.866,63.9,9.6,0.0,0.0,0.0,2821.0,2821.0,66.0,66.0,2799.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,114.2230026,0.09,,,,,,,RI,2020-09-01
2020-10-01,2.8438091492327384,-1.0263128506809056,0.21457436423031273,1.4463914948400145,0.7362913801782301,-0.5359191614283741,-0.0038799938786300957,-0.0418262062148017,56949.19150663989,17946.0,42485.71402980797,3980.904270564633,8858.749522308211,29646.060236935104,12839.653792872869,149854.0,142479.0,114.2686599,114.017,111.648,0.09,0.11,0.13,0.34,0.79,1.57,177.807645009315,9.888981321,103.866,62.5,6.9,0.0,0.0,0.0,8109.0,8109.0,90.0,90.0,8126.0,91.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,114.3107989,0.09,5924.0,5912.0,0.0,0.0,0.0,0.0,RI,2020-10-01
2020-11-01,3.3109795809556095,-0.4726527389388804,0.34626301494265765,1.4690746006022113,-0.7898803899643083,0.09323099785696601,0.1716873060577488,0.23905246391314725,57329.41689204118,15459.0,42446.0668421901,3990.874572385507,8875.806721234154,29579.385548570463,12866.681293619631,149928.0,142743.0,114.4306142,114.048,111.666,0.09,0.1,0.12,0.39,0.87,1.62,178.52609729013307,10.02389517,103.866,62.9,6.8,0.0,0.0,0.0,22535.0,22535.0,166.0,166.0,23849.0,199.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,114.4424934,0.09,29538.0,27951.0,0.0,0.0,0.0,0.0,RI,2020-11-01
2020-12-01,2.2869178627845543,-1.8467477294468655,-0.0013314779512649672,4.3912468471892145,-4.111999723336924,2.67510774971477,-0.17573492590127443,0.127143340843542,57469.72804279982,19264.0,42230.2273740526,3984.2175657601424,8855.907267053053,29390.10254123941,12840.124832813195,149961.0,142475.0,114.8006074,114.422,112.15,0.08,0.09,0.1,0.39,0.93,1.67,178.5003004012483,10.15896474,103.866,63.1,6.7,0.0,0.0,0.0,31118.0,31118.0,409.0,409.0,31226.0,515.0,0.0,0.01243,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,114.8375768,0.09,41228.0,39078.0,0.0,0.0,438.0,438.0,RI,2020-12-01
2021-01-01,2.238592599631852,-1.900327723913569,-0.0009223491709864379,-3.907611026032695,-3.3582680220726546,-1.198664045618251,-0.3096361118128163,-2.4933888303532044,57137.01594971417,23731.0,42517.38717213079,4035.208098321533,8916.014555187463,29566.16451862182,12951.222653508969,149871.0,142969.0,115.0797482,114.782,112.583,0.08,0.09,0.1,0.45,1.08,1.82,178.522501798673,10.16142531,103.044,63.1,6.3,0.0,0.0,0.0,24700.0,24700.0,384.0,384.0,26489.0,411.0,0.0,0.08607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,115.1009658,0.09,25598.0,24548.0,0.0,0.0,472.0,460.0,RI,2021-01-01
2021-02-01,1.930467070688215,-2.393758220475181,-0.07237574776816164,-4.332000499944248,-0.48051290155105497,-0.9376138571952732,-1.0038584844161331,0.9901857749635148,56834.51220627765,23152.0,42823.18676357327,4087.797263362285,8980.031456284292,29755.358043926663,13067.828719646604,150205.0,143544.0,115.5827284,114.975,112.961,0.04,0.06,0.07,0.54,1.26,2.04,178.60059595789696,10.16269228,103.044,63.2,6.1,0.0,0.0,0.0,10023.0,10023.0,344.0,344.0,11184.0,161.0,0.0,0.24237,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,115.5838455,0.08,9422.0,6710.0,0.0,0.0,174.0,152.0,RI,2021-02-01
2021-03-01,0.06915880371999715,-4.803556633549257,-0.6786740569497933,-2.7951425827201444,-0.016315099724076465,-2.8300893912690106,-0.5153215428008919,0.4235353092993426,56388.25330892706,17950.0,43015.743804562095,4129.3605674457895,9020.302379611378,29866.08085750493,13149.662947057168,150751.0,144328.0,116.3209593,115.457,113.632,0.02,0.05,0.08,0.82,1.61,2.34,178.18676059560687,10.16276565,103.044,63.4,6.0,0.0,0.0,0.0,10372.0,10372.0,105.0,105.0,11707.0,117.0,0.209,0.52785,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,116.3301141,0.07,23551.0,20431.0,0.0,0.0,24.0,24.0,RI,2021-03-01
