Time,Factor_Pandemic,Factor_Consumption,Factor_GDP,Factor_Cons3,Factor_Cons4,Factor_Cons5,Factor_Cons2,Factor_Cases5,Factor_Cases2,Factor_Deaths5,Factor_Deaths2,Factor_Cases3,Factor_Deaths3,Factor_Cases4,Factor_Cases1,Factor_Hosp2,Factor_Hosp1,Factor_Deaths4,Factor_Deaths1,State
2/1/2012,0.9902677501950713,1.820514041271837,512729.8542,37244.19442,80660.45507,247644.6163,117904.7499,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
3/1/2012,1.063356984599046,1.4701456905342827,514618.8399,37233.56896,80648.39324,247874.0663,117882.0625,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
4/1/2012,1.1137838459216696,0.998576455495447,514489.1822,37244.97493,80684.01658,248249.2206,117929.0916,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
5/1/2012,1.1485997382883373,-0.55341867787256,515612.8409,37347.10722,80916.1788,249229.0368,118263.3863,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
6/1/2012,1.172643094641068,-0.24053583859847522,516417.6964,37426.1815,81098.40127,250055.4642,118524.6831,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
7/1/2012,1.189247782549193,0.23454189865024289,518700.0201,37472.99646,81210.72288,250666.3993,118683.8196,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
8/1/2012,1.2007148903285372,2.0070442431168742,519424.1319,37407.67758,81079.99001,250526.1387,118487.7675,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
9/1/2012,1.208633639921463,1.7898632893806738,520304.0477,37354.3271,80975.12926,250464.1409,118329.556,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
10/1/2012,1.2141017788915298,1.7309930698939717,517468.4387,37303.52182,80875.72137,250417.4406,118179.3425,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
11/1/2012,1.2178775540453568,-0.4782346128716197,516521.7823,37388.53714,81070.75411,251281.827,118459.3906,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
12/1/2012,1.2204846686987114,-0.1752052401530477,515307.3275,37454.29602,81224.04143,252017.039,118678.4369,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
1/1/2013,1.222284802732709,0.9983441557152588,519458.8919,37492.53376,81172.80337,252030.0154,118665.4363,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
2/1/2013,1.2235277217889298,2.0373011993734496,522688.6855,37465.69655,80981.42143,251606.9075,118447.2168,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
3/1/2013,1.22438589722496,-0.9646355494793681,528508.2605,37625.09528,81192.89667,252435.0643,118818.0909,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
4/1/2013,1.224978421232887,-0.6438985151736396,527971.8128,37764.70122,81361.38189,253129.9202,119126.1822,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
5/1/2013,1.2253875249943638,0.22234499782259798,526677.3917,37850.11385,81413.09441,253461.4972,119263.3073,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
6/1/2013,1.2256699865552305,1.1292151285624397,524595.764,37878.4526,81342.41514,253411.5561,119220.9665,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
7/1/2013,1.2258650087762535,0.5794840538450983,524629.5821,37941.07781,81345.81105,253591.8086,119286.9875,0.0,0.0,0.0,0.0,0.0,,,,,,,,NJ
