Time	GDP	RPFI	FixAss	UI	PartR	UR	Cons3	Cons5	CPIU	PCE	Mask2	School	Hosp1	Deaths1
2012-01-01	0.0	0.0	0.0	0.0	0.8604651162790713	0.4444444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-02-01	0.9676031248274829	0.8429885911832136	0.40116364572763386	0.21899034652670676	0.8372093023255811	0.43333333333333335	0.9864330656882142	0.9885779199388632	0.48042480973508717	0.9679389035394174	0.0	0.0	0.0	0.0
2012-03-01	0.9681163137728944	0.8407649226452185	0.4211438426334281	0.18629432001603266	0.8139534883720945	0.43333333333333335	0.9868714878000984	0.9890567729473454	0.4783596646895119	0.966573298315848	0.0	0.0	0.0	0.0
2012-04-01	0.9629865590189045	0.7290174228725737	0.3519294083141404	0.10667009187361916	0.8139534883720945	0.43333333333333335	0.9876773446015467	0.9899387733539003	0.4580164258916395	0.9640820130383683	0.0	0.0	0.0	0.0
2012-05-01	0.9672241006392703	0.7280463723234953	0.5044101844461648	0.13324351197708464	0.7906976744186043	0.43333333333333335	0.9910019230099862	0.99358420795987	0.2823120937051792	0.9538741718760513	0.0	0.0	0.0	0.0
2012-06-01	0.9661345063402896	0.727087709675399	0.4649387502748173	0.20345404275594414	0.7906976744186043	0.43333333333333335	0.9901451218669405	0.9926420520539461	0.34089822278672366	0.956476820529933	0.0	0.0	0.0	0.0
2012-07-01	0.9671256594460091	0.6362046150420815	0.5330903462505914	0.21710157399611724	0.7906976744186043	0.43333333333333335	0.9889577452049484	0.9913372206675419	0.39344637279221933	0.9600922983102562	0.0	0.0	0.0	0.0
2012-08-01	0.9618880810844961	0.6361726398959723	0.3446115782348972	0.1917498370250038	0.7906976744186043	0.43333333333333335	0.9848559029491218	0.9868347960473338	0.6527359268372354	0.9726370191705382	0.0	0.0	0.0	0.0
2012-09-01	0.9624251216243677	0.6361407278910055	0.3642091840064606	0.17923493051309602	0.8139534883720945	0.42222222222222217	0.9852866107994391	0.987305278600477	0.6040928049754837	0.9712958398905062	0.0	0.0	0.0	0.0
2012-10-01	0.9582302813149519	0.7073849138460668	0.2295959269508634	0.2290035990129053	0.8139534883720945	0.42222222222222217	0.9853735615144935	0.987398622723051	0.506728251696605	0.9710078867636006	0.0	0.0	0.0	0.0
2012-11-01	0.9645748019343428	0.7066002669549797	0.45777837165360136	0.3200119206272046	0.8372093023255811	0.4111111111111111	0.9903477031410648	0.9928539684495594	0.3006557725101743	0.9557458204525275	0.0	0.0	0.0	0.0
2012-12-01	0.963672455076958	0.7058243637995418	0.424832960124653	0.3558119684397437	0.8372093023255811	0.4	0.9896336427305779	0.9920685117238722	0.37413804795301997	0.9579119267895568	0.0	0.0	0.0	0.0
2013-01-01	0.9672112770841272	0.7421717982920406	0.5063091183316293	0.2791565732837758	0.8139534883720945	0.4	0.9882215892161186	0.9897265779672629	0.4730736920152049	0.9666573187698657	0.0	0.0	0.0	0.0
2013-02-01	0.9641539987182296	0.7414733374355795	0.3966750217534125	0.2183892020764008	0.8139534883720945	0.38888888888888884	0.9858420403525042	0.9871182426860872	0.6349860070635606	0.9739022526346681	0.0	0.0	0.0	0.0
2013-03-01	0.9727747597124948	0.7407824393476894	0.707837913712567	0.19786086804050418	0.7906976744186043	0.37777777777777777	0.9926285987313587	0.9945664864069446	0.24716895130705616	0.953062076468007	0.0	0.0	0.0	0.0
2013-04-01	0.9675428401723188	0.6846083347174117	0.6960557202049447	0.1767740391855911	0.7674418604651141	0.37777777777777777	0.9918838056781186	0.9937516786982036	0.28136451627527614	0.9552985360150279	0.0	0.0	0.0	0.0
2013-05-01	0.9650278791692741	0.6844282597236395	0.6047398793402845	0.05362666169450131	0.7674418604651141	0.3666666666666666	0.9899039762613571	0.9915818285357558	0.39935182972145283	0.9613194141187007	0.0	0.0	0.0	0.0
2013-06-01	0.9623973125648786	0.6842490301483173	0.509263190499935	0.1911467680275571	0.7441860465116275	0.3666666666666666	0.9878334553881648	0.9893124549093393	0.4918638127890506	0.9676185898792923	0.0	0.0	0.0	0.0
2013-07-01	0.9712242496753295	0.7795424353129252	0.6479657969359647	0.21445711789648028	0.7209302325581373	0.3555555555555556	0.989066807073288	0.9906679047389917	0.4719810427311055	0.9637948380358665	0.0	0.0	0.0	0.0
2013-08-01	0.9706336514184597	0.7787263103243969	0.628116315291035	0.1855019250826388	0.7209302325581373	0.3555555555555556	0.9886499087006002	0.99021276074541	0.4921920362000497	0.965027867173961	0.0	0.0	0.0	0.0
2013-09-01	0.9725512418804295	0.777918294412896	0.698622030955391	0.168793662059358	0.6976744186046506	0.34444444444444455	0.9902010306334263	0.991916809430184	0.3976005690238599	0.9602308122521267	0.0	0.0	0.0	0.0
2013-10-01	0.9634987571664528	0.6627557886519443	0.35783568869777077	0.22631170114118945	0.6976744186046506	0.33333333333333337	0.988409948161811	0.9899539372487125	0.4050553748719518	0.9656751792246812	0.0	0.0	0.0	0.0
2013-11-01	0.9637132655487335	0.6622577740130888	0.36487941122738454	0.3318371246663486	0.6976744186046506	0.33333333333333337	0.9885742296849771	0.9901363723890209	0.46667314549690636	0.9651282623410788	0.0	0.0	0.0	0.0
2013-12-01	0.962953034063672	0.6617633945649318	0.3368027170505151	0.3771012198512214	0.6976744186046506	0.3222222222222223	0.9879734511146943	0.9894794015538281	0.504271433281398	0.9669260016326096	0.0	0.0	0.0	0.0
