Time,Factor_Global,Factor_Pandemic,Factor_Cases1,Factor_Cases2,Factor_Cases3,Factor_Cases4,Factor_Cases5,Factor_Hosp1,Factor_Hosp2,Factor_Deaths1,Factor_Deaths2,Factor_Deaths3,Factor_Deaths4,Factor_Deaths5,State,Time
2012-03-01,-0.6317088497598309,1.700917467839323,42306.21146036998,12140.0,34767.68436356345,4151.025216824585,8500.175464982203,22116.483681756657,12651.200681806788,142036.0,133744.0,100.4235391,99.595,99.735,MT,2012-03-01
2012-04-01,-0.7691536637586687,0.5754667832927645,42192.13746420203,9726.0,34809.57816807852,4160.374902369175,8510.036782622043,22139.166483087334,12670.411684991188,141899.0,133827.0,100.5903214,99.746,99.866,MT,2012-04-01
2012-05-01,0.351669448511009,-0.23378219648861354,42180.86492772219,7664.0,34936.2598659369,4179.85744932534,8540.626608122651,22215.77580848888,12720.48405744802,142206.0,133935.0,100.3822825,99.847,99.754,MT,2012-05-01
2012-06-01,0.10457292653535344,-0.026312163747032713,42143.34429912541,7068.0,35041.42261092835,4196.772446441468,8565.955227473321,22278.694937013563,12762.72767391479,142391.0,134007.0,100.2993302,99.95,99.704,MT,2012-06-01
2012-07-01,-0.19108136166564926,0.40310070704639767,42265.75763652166,6690.0,35116.3859367689,4210.071185081211,8583.901477173984,22322.413274513736,12793.972662255164,142292.0,134153.0,100.3282977,100.053,99.74,MT,2012-07-01
2012-08-01,-1.5044448380567597,1.4401929775561806,42261.43725539176,6136.0,35086.15205262723,4210.741943542343,8576.134565742363,22299.275543342494,12786.876509284735,142291.0,134330.0,100.9111577,100.116,100.075,MT,2012-08-01
2012-09-01,-1.5472683268509577,0.892876685218301,42270.19595732176,5180.0,35066.94627362297,4212.708833520956,8571.065661144263,22283.171778957752,12783.77449466522,143044.0,134512.0,101.3926317,100.24,100.379,MT,2012-09-01
2012-10-01,-1.373663114285546,1.136636096246873,42241.06134800728,6024.0,35049.94520430018,4214.915025278861,8566.537871940292,22268.49230708106,12781.452897219126,143431.0,134671.0,101.6660668,100.482,100.677,MT,2012-10-01
2012-11-01,0.3732001643973819,0.10239502404091927,42365.65979849388,8749.0,35160.48928690942,4232.449383255972,8593.184175040673,22334.85572861275,12825.633558296671,143333.0,134834.0,101.4953345,100.591,100.609,MT,2012-11-01
2012-12-01,0.05974750837893428,0.06795785829095546,42468.4620202201,11021.0,35252.95000646168,4247.810483830883,8615.410615052737,22389.72890757806,12863.22109888362,143330.0,135075.0,101.4830453,100.664,100.593,MT,2012-12-01
2013-01-01,-1.194416694189123,1.3594789584991283,42638.30322032276,13149.0,35285.76767506395,4261.801290510353,8599.513495457419,22424.45288909612,12861.314785967734,143292.0,135265.0,101.6840618,100.871,100.787,MT,2013-01-01
2013-02-01,-2.0524565037884255,1.7516989272790076,42733.43482673623,13383.0,35257.358271712306,4268.341307814989,8568.82768529136,22420.189278606016,12837.16899310639,143362.0,135544.0,102.2361988,100.992,101.156,MT,2013-02-01
2013-03-01,0.1916290988607815,0.029478582513117413,43040.69370341408,11788.0,35404.2148817596,4296.076141076785,8580.793482672263,22527.34525801055,12876.869623749048,143316.0,135689.0,101.9487188,101.085,101.023,MT,2013-03-01
2013-04-01,-0.14863562613728964,-0.027644024109902077,43088.41205685003,9596.0,35532.44042901677,4321.571036086018,8588.194114228354,22622.675278702347,12909.765150314332,143635.0,135876.0,101.735852,101.163,100.944,MT,2013-04-01
2013-05-01,-0.7627260459026699,0.5208871719906529,43074.28307428304,7232.0,35609.67560967558,4340.865590865588,8583.26733326733,22685.54268554272,12924.13292413296,143882.0,136091.0,101.7779865,101.272,101.01,MT,2013-05-01
2013-06-01,-1.308025747659925,1.3075098271795729,42995.51507488047,6994.0,35633.22400916743,4353.587940095626,8565.466076579603,22714.1699924922,12919.05401667523,143999.0,136269.0,102.0202597,101.438,101.228,MT,2013-06-01
2013-07-01,-0.9692529669132273,0.8165277551212284,43051.71313745221,6533.0,35689.03710427482,4370.21890272379,8555.500194039378,22763.3180075116,12925.71909676313,144264.0,136391.0,102.2199594,101.567,101.354,MT,2013-07-01
2013-08-01,-1.0601490935592737,0.992841744077031,43095.03168817525,5959.0,35734.14770301773,4385.512100614057,8543.033527074504,22805.602075329225,12928.5456276886,144326.0,136635.0,102.4639882,101.685,101.51,MT,2013-08-01
2013-09-01,-0.5563446585848355,0.5519607162727929,43187.49384539636,4950.0,35819.990152634164,4405.785327424914,8540.349581486951,22873.855243722304,12946.134908911865,144418.0,136819.0,102.5026115,101.799,101.55,MT,2013-09-01
2013-10-01,-0.7979629434964188,1.725320028650735,43125.38094020959,6862.0,35859.171729484966,4420.299115891026,8526.588807403186,22912.28380619069,12946.887923294173,143537.0,137039.0,102.557474,102.015,101.722,MT,2013-10-01
2013-11-01,-1.291768902894563,0.4882958251704894,43068.972624925154,7720.0,35902.80163458673,4435.329780168363,8513.960731965068,22953.51112245335,12949.29051213347,144479.0,137314.0,102.7466402,102.194,101.881,MT,2013-11-01
2013-12-01,-1.2126045779410202,1.212111363644052,42994.200854198505,10626.0,35930.802084557814,4448.395439050194,8497.707770071705,22984.698875435915,12946.1032091219,144778.0,137368.0,103.0183197,102.333,102.084,MT,2013-12-01
2014-01-01,-0.7564067680115758,0.46974186579994814,43032.6495759922,12368.0,36008.27320310008,4459.316764113494,8500.337315942823,23048.61097531561,12959.662227784373,145150.0,137552.0,103.2680542,102.426,102.278,MT,2014-01-01
2014-02-01,-0.08450620652622384,0.17553856989324945,43127.34924140271,12125.0,36132.70078888907,4476.049952119447,8514.090562645351,23142.54398822207,12990.156800667104,145134.0,137707.0,103.3817294,102.489,102.338,MT,2014-02-01
2014-03-01,-0.8735949094845623,0.35450772501896965,43160.8203387847,10938.0,36205.7137005939,4486.4105789766245,8515.768994470613,23203.509747130476,13002.203953463424,145648.0,137986.0,103.5928407,102.684,102.543,MT,2014-03-01
2014-04-01,-0.7661802779935334,0.5010425747853623,43367.366802281445,7868.0,36280.55387929639,4496.99246656674,8517.938136302582,23265.590832700647,13014.963046595649,145667.0,138298.0,103.7859569,102.879,102.742,MT,2014-04-01
2014-05-01,-0.609362121670933,0.5485007461932447,43582.4289003974,5811.0,36362.87598337848,4508.496973347973,8521.9201507982,23332.41837432029,13030.457609058289,145825.0,138501.0,103.9834622,103.061,102.919,MT,2014-05-01
2014-06-01,-0.44103861533248706,0.12245777392319579,43822.68161304412,5030.0,36466.49196874849,4522.637938564566,8530.936089678265,23412.86941330616,13053.622555442324,146247.0,138833.0,104.1208381,103.18,103.035,MT,2014-06-01
2014-07-01,-0.5360209998482603,0.4197145493079233,43863.358852602,4843.0,36556.05355816135,4535.032464386083,8536.704137997867,23484.260425751814,13071.79313240944,146399.0,139076.0,104.2380246,103.369,103.19,MT,2014-07-01
2014-08-01,0.21566430137575504,-0.1373838599116004,43975.40149451912,4438.0,36705.01500657443,4554.79418862731,8556.36430599843,23593.79189806517,13111.223108509355,146530.0,139258.0,104.2213464,103.408,103.177,MT,2014-08-01
2014-09-01,-0.03131567111161154,-0.1646797391077186,44070.811895003055,3790.0,36840.08701297443,4572.8321851108985,8572.788581727275,23694.393573830217,13145.69343914421,146778.0,139563.0,104.2288077,103.536,103.203,MT,2014-09-01
2014-10-01,0.1499194216566586,-0.45207779920834756,44189.46729083681,4713.0,36993.72599190391,4593.174835476899,8593.533442530796,23806.93694654167,13186.789045362144,147427.0,139805.0,104.2081794,103.629,103.177,MT,2014-10-01
2014-11-01,0.5597452559772935,-0.2723573958392591,44330.96018674785,7685.0,37166.5389564621,4615.899435488564,8618.717142912568,23931.833465893327,13234.705490568876,147404.0,140089.0,104.0119908,103.74,103.098,MT,2014-11-01
2014-12-01,0.7860896050778252,-0.8325270902190014,44506.80007771518,9065.0,37368.27278026036,4642.218768214494,8650.573149407423,24075.383718671077,13292.889061589278,147615.0,140366.0,103.6911544,103.837,102.94,MT,2014-12-01
2015-01-01,1.0869251861788012,-0.9670447488406637,44932.31835260821,11174.0,37611.63974690548,4685.778883846513,8672.92083475658,24252.8505668602,13358.789180045183,148145.0,140562.0,103.0306089,103.816,102.465,MT,2015-01-01
2015-02-01,-1.7610708083938045,1.442575041792261,45077.167410409806,10654.0,37619.72965424061,4700.066904404652,8640.914966450368,24278.66658871982,13341.06306552088,148045.0,140829.0,103.2917548,103.92,102.634,MT,2015-02-01
2015-03-01,-1.7807254995538044,1.7540103469424113,45209.22678958679,9226.0,37617.54723770069,4713.024282560706,8606.670167556476,24297.779852379143,13319.767385321547,148128.0,140924.0,103.5700178,104.08,102.831,MT,2015-03-01
2015-04-01,-1.4218453995293885,0.9561928446374299,45350.01457584297,6476.0,37658.50419460373,4731.351018689467,8582.385903540307,24344.702490849577,13313.80170375406,148511.0,141202.0,103.6779874,104.256,102.91,MT,2015-04-01
2015-05-01,-2.0976580996722447,1.69455272058073,45416.94133157548,5040.0,37638.36648700347,4741.960396551504,8544.284061680048,24352.06548011429,13286.301006889276,148817.0,141540.0,104.019891,104.385,103.156,MT,2015-05-01
2015-06-01,-1.7647473453092901,1.7852815332802008,45503.7927164364,4598.0,37635.0671465614,4754.634467278145,8510.149386586168,24370.234916211924,13264.832230349472,148816.0,141695.0,104.3078098,104.511,103.356,MT,2015-06-01
2015-07-01,-1.2889053479553412,1.292262073392675,45455.251463797424,4378.0,37673.61748887453,4772.559558911195,8485.569873970022,24415.44777538239,13258.16971349204,148830.0,141989.0,104.4732753,104.603,103.441,MT,2015-07-01
2015-08-01,-0.980571786442578,0.8545749334066277,45443.66247107877,4700.0,37742.7286144248,4794.345301392733,8467.901497135275,24480.44959171971,13262.279022705188,149181.0,142130.0,104.4728364,104.679,103.442,MT,2015-08-01
