Time,State,GDP,Cons3,Cons4,Cons5,Cons2,Cases5,Cases2,Deaths5,Deaths2,Cases3,Deaths3,Cases4,Cases1,Hosp2,Hosp1,Deaths4,Deaths1
4/1/2014,CT,235105.0852,15776.44326,31395.30734,109028.5375,47171.7506,0,0,0,0,0,,,,,,,
5/1/2014,CT,236123.7802,15781.84462,31440.6556,109189.1439,47222.50022,0,0,0,0,0,,,,,,,
6/1/2014,CT,237279.3711,15796.57398,31504.48877,109413.937,47301.06275,0,0,0,0,0,,,,,,,
7/1/2014,CT,238319.6046,15805.29444,31556.24738,109596.7875,47361.54182,0,0,0,0,0,,,,,,,
8/1/2014,CT,239746.4551,15839.73818,31659.31684,109957.8394,47499.05502,0,0,0,0,0,,,,,,,
9/1/2014,CT,241082.5267,15868.19182,31750.40939,110277.2933,47618.6012,0,0,0,0,0,,,,,,,
10/1/2014,CT,242503.788,15904.64283,31857.50377,110652.3256,47762.1466,0,0,0,0,0,,,,,,,
11/1/2014,CT,244051.1617,15949.30713,31981.08434,111084.6234,47930.39147,0,0,0,0,0,,,,,,,
12/1/2014,CT,245789.3919,16006.31436,32129.49291,111603.1669,48135.80727,0,0,0,0,0,,,,,,,
1/1/2015,CT,248378.8936,16101.74206,32296.85746,112425.072,48398.59952,0,0,0,0,0,,,,,,,
2/1/2015,CT,249417.6069,16096.42029,32262.06715,112543.9913,48358.48744,0,0,0,0,0,,,,,,,
3/1/2015,CT,250384.7089,16086.73455,32218.61598,112631.8425,48305.35053,0,0,0,0,0,,,,,,,
4/1/2015,CT,251021.9933,16095.52036,32212.22427,112848.6056,48307.74463,0,0,0,0,0,,,,,,,
5/1/2015,CT,251250.8886,16078.22133,32153.7041,112881.9943,48231.92543,0,0,0,0,0,,,,,,,
6/1/2015,CT,251590.6188,16068.15279,32109.74689,112965.4785,48177.89969,0,0,0,0,0,,,,,,,
7/1/2015,CT,251337.2841,16075.97568,32101.60865,113174.3216,48177.58432,0,0,0,0,0,,,,,,,
8/1/2015,CT,251288.2582,16096.84654,32119.54525,113474.8941,48216.39179,0,0,0,0,0,,,,,,,
9/1/2015,CT,251613.8214,16141.74791,32185.39728,113945.0958,48327.14519,0,0,0,0,0,,,,,,,
10/1/2015,CT,251865.0709,16165.15289,32208.34866,114263.8031,48373.50156,0,0,0,0,0,,,,,,,
11/1/2015,CT,251926.0929,16176.34536,32206.97814,114496.1147,48383.32349,0,0,0,0,0,,,,,,,
12/1/2015,CT,252345.7914,16210.57015,32251.46001,114891.4802,48462.03016,0,0,0,0,0,,,,,,,
1/1/2016,CT,252768.8614,16219.5242,32263.58263,115029.9192,48483.10682,0,0,0,0,0,,,,,,,
2/1/2016,CT,253478.4293,16246.86013,32312.26955,115298.7318,48559.12968,0,0,0,0,0,,,,,,,
3/1/2016,CT,253444.5937,16226.57783,32266.26144,115229.4866,48492.83927,0,0,0,0,0,,,,,,,
4/1/2016,CT,252884.2678,16190.31107,32188.5003,115046.3128,48378.81137,0,0,0,0,0,,,,,,,
5/1/2016,CT,252783.8528,16183.4909,32169.30988,115072.0271,48352.80078,0,0,0,0,0,,,,,,,
6/1/2016,CT,252577.0098,16169.85841,32136.59707,115049.0521,48306.45548,0,0,0,0,0,,,,,,,
7/1/2016,CT,252591.4589,16180.30635,32151.75561,115197.2388,48332.06196,0,0,0,0,0,,,,,,,
8/1/2016,CT,252332.4136,16173.21683,32132.07632,115220.4253,48305.29314,0,0,0,0,0,,,,,,,
9/1/2016,CT,252013.8683,16162.28301,32104.77739,115215.9868,48267.0604,0,0,0,0,0,,,,,,,
10/1/2016,CT,252191.8322,16143.68014,32062.26659,115156.589,48205.94672,0,0,0,0,0,,,,,,,
11/1/2016,CT,252828.8465,16154.54022,32078.28529,115307.1678,48232.82551,0,0,0,0,0,,,,,,,
12/1/2016,CT,253100.9265,16142.14841,32048.14459,115291.6195,48190.293,0,0,0,0,0,,,,,,,
1/1/2017,CT,252160.2725,16109.15838,32031.7955,115160.8354,48140.96179,0,0,0,0,0,,,,,,,
2/1/2017,CT,251771.526,16111.28477,32085.01468,115280.5406,48196.31524,0,0,0,0,0,,,,,,,
3/1/2017,CT,251908.1242,16147.00224,32205.08094,115640.4959,48352.10687,0,0,0,0,0,,,,,,,
4/1/2017,CT,253027.8471,16138.37822,32236.62808,115682.718,48375.03783,0,0,0,0,0,,,,,,,
5/1/2017,CT,254772.5309,16169.7678,32348.00972,116011.5658,48517.81694,0,0,0,0,0,,,,,,,
6/1/2017,CT,256200.6332,16181.11799,32419.26948,116196.5695,48600.43472,0,0,0,0,0,,,,,,,
7/1/2017,CT,256906.8045,16203.76757,32513.10916,116462.5889,48716.93184,0,0,0,0,0,,,,,,,
8/1/2017,CT,257068.7039,16192.14588,32538.05623,116482.0173,48730.26496,0,0,0,0,0,,,,,,,
9/1/2017,CT,256874.7594,16158.24342,32517.93579,116340.5358,48676.24964,0,0,0,0,0,,,,,,,
10/1/2017,CT,257054.172,16161.03131,32571.40312,116462.6935,48732.51256,0,0,0,0,0,,,,,,,
11/1/2017,CT,257184.8974,16160.78477,32618.6052,116562.6648,48779.47578,0,0,0,0,0,,,,,,,
12/1/2017,CT,257368.1062,16163.8624,32672.36867,116686.2965,48836.32455,0,0,0,0,0,,,,,,,
1/1/2018,CT,257562.7627,16160.87784,32600.88144,116691.5125,48761.84466,0,0,0,0,0,,,,,,,
2/1/2018,CT,258041.0376,16175.7801,32565.86914,116825.722,48741.72667,0,0,0,0,0,,,,,,,
3/1/2018,CT,258783.2283,16207.28449,32564.53139,117079.7341,48771.88547,0,0,0,0,0,,,,,,,
4/1/2018,CT,258184.7366,16229.82801,32545.40628,117268.9249,48775.29602,0,0,0,0,0,,,,,,,
5/1/2018,CT,257602.864,16253.18489,32528.15955,117463.8917,48781.39837,0,0,0,0,0,,,,,,,
6/1/2018,CT,257215.3956,16288.62505,32535.28994,117746.1063,48823.96115,0,0,0,0,0,,,,,,,
7/1/2018,CT,258404.0326,16327.59776,32549.60784,118053.8031,48877.24404,0,0,0,0,0,,,,,,,
8/1/2018,CT,259626.3663,16368.76125,32568.4012,118377.2957,48937.19317,0,0,0,0,0,,,,,,,
9/1/2018,CT,260484.5592,16387.0726,32541.91267,118535.4476,48929.00826,0,0,0,0,0,,,,,,,
10/1/2018,CT,259468.5285,16412.83525,32530.46467,118747.3988,48943.31522,0,0,0,0,0,,,,,,,
11/1/2018,CT,258790.3899,16459.78061,32561.13359,119112.5534,49020.92185,0,0,0,0,0,,,,,,,
12/1/2018,CT,258167.2799,16510.17056,32598.65493,119502.6195,49108.8255,0,0,0,0,0,,,,,,,
1/1/2019,CT,258350.9058,16518.75319,32621.08059,119704.846,49139.83379,0,0,0,0,0,,,,,,,
2/1/2019,CT,258101.1062,16499.62741,32588.78017,119706.0818,49088.40758,0,0,0,0,0,,,,,,,
3/1/2019,CT,257550.5057,16461.28578,32518.50278,119567.309,48979.78857,0,0,0,0,0,,,,,,,
4/1/2019,CT,257450.9625,16417.16767,32436.78266,119385.7715,48853.95032,0,0,0,0,0,,,,,,,
5/1/2019,CT,257963.4552,16412.21994,32432.43428,119488.5577,48844.65421,0,0,0,0,0,,,,,,,
6/1/2019,CT,258468.1857,16406.83131,32427.20699,119587.9383,48834.0383,0,0,0,0,0,,,,,,,
7/1/2019,CT,258742.3474,16389.53228,32398.42771,119600.2053,48787.95999,0,0,0,0,0,,,,,,,
8/1/2019,CT,259300.2942,16390.27107,32405.29546,119743.8528,48795.56653,0,0,0,0,0,,,,,,,
9/1/2019,CT,259770.6135,16385.50637,32401.27669,119847.1513,48786.78305,0,0,0,0,0,,,,,,,
10/1/2019,CT,260251.6384,16359.83144,32355.89506,119797.1437,48715.72649,0,0,0,0,0,,,,,,,
11/1/2019,CT,261132.022,16359.39343,32360.41333,119931.6098,48719.80676,0,0,0,0,0,,,,,,,
12/1/2019,CT,261488.7661,16326.30761,32300.33593,119826.3437,48626.64355,0,0,0,0,0,,,,,,,
1/1/2020,CT,258428.0959,16346.24225,32275.59249,119348.6504,48621.83474,0,0,0,0,0,0,34,34,30,30,0,0
2/1/2020,CT,255567.4199,16378.18493,32274.75166,118960.5054,48652.93659,0,0,0,0,0,0,74,54,34,30,0,0
3/1/2020,CT,253561.5029,16465.13842,32382.24572,118971.2517,48847.38414,3128,3128,69,69,3128,69,7618,7202,2990,2868,424,404
4/1/2020,CT,248152.2235,16603.68116,32590.7212,119350.0972,49194.40236,24572,23012,2188,1429,24572,2188,18643,16679,7834,7453,4869,3711
5/1/2020,CT,241139.0115,16637.04204,32592.46841,118970.244,49229.51045,14501,14049,1687,1389,14501,1687,7294,6469,2944,2844,1725,1333
6/1/2020,CT,233554.8914,16628.6367,32512.68669,118294.5659,49141.32339,4313,4345,378,369,4313,378,59839,58597,811,791,92,64
7/1/2020,CT,239221.1659,16630.31637,32453.03347,117694.6185,49083.34984,3296,3320,110,98,3296,110,8034,7783,315,301,0,0
8/1/2020,CT,244825.7054,16630.04551,32389.94953,117084.5189,49019.99503,3069,2899,33,29,3069,33,7025,6635,391,379,0,0
9/1/2020,CT,250703.5919,16650.1886,32366.92858,116621.0925,49017.11718,4671,4376,43,30,4671,43,9173,8476,323,311,0,0
10/1/2020,CT,251793.0161,16695.19382,32392.37007,116333.0885,49087.56389,13657,12390,108,98,13657,108,32892,29315,629,501,0,0
11/1/2020,CT,252920.2562,16742.71936,32422.73088,116062.9317,49165.45024,46088,41972,404,317,46088,404,82662,77338,3192,2889,264,178
12/1/2020,CT,252991.5292,16720.46366,32318.23451,115311.7254,49038.69817,68413,65188,975,829,68413,975,122539,118680,4044,3733,763,640
1/1/2021,CT,252226.92,16925.49793,32511.19174,115757.0933,49436.68227,64315,60135,1051,887,64315,1051,75508,73709,2660,2440,389,305
2/1/2021,CT,251590.608,17137.30107,32718.59314,116255.6251,49855.87946,29923,26238,576,513,29923,576,2310,2046,1569,1437,232,190
3/1/2021,CT,250311.444,17302.96043,32839.71505,116449.7897,50142.65348,30942,26183,264,223,30678,267,17839,15043,1186,1031,22,16
4/1/2021,CT,251760.4183,17476.61315,32978.16839,116708.0423,50454.75236,28345,24035,211,182,28609,208,802,650,32,18,122,90
5/1/2021,CT,253249.2299,17652.2759,33122.37086,116989.0364,50774.61047,8273,6920,141,118,8108,141,207251,176713,165,155,0,0
6/1/2021,CT,254595.0909,17817.21492,33248.41068,117208.2922,51065.58229,1846,1462,40,29,2011,40,11981,10375,17,13,0,0
7/1/2021,CT,254926.8302,17997.54568,33405.00147,117537.5117,51402.49685,5397,4200,15,15,4983,15,23255,19258,37,33,0,0
8/1/2021,CT,255409.0092,18187.16865,33580.34763,117934.6009,51767.45904,18171,15248,65,61,18737,65,33064,27220,74,66,0,0
9/1/2021,CT,256093.3326,18390.09314,33781.48329,118423.8023,52171.51223,17273,14399,271,170,17273,271,39510,33358,55,51,0,0
10/1/2021,CT,256608.4435,18543.17225,33892.56803,118599.2248,52435.66935,12238,11435,135,130,12238,135,258,236,22,16,53,48
11/1/2021,CT,257008.9397,18686.60462,33988.00761,118722.4126,52674.53469,19109,17953,141,114,19109,141,19826,18428,15,13,0,0
12/1/2021,CT,257577.8561,18840.97239,34105.23304,118924.1087,52946.12129,88496,74788,255,200,88496,255,314,282,11,11,162,159
1/1/2022,CT,258018.1749,18817.00832,34145.74771,119037.5537,52962.6793,189212,169848,850,659,189212,850,1537,1402,103,97,784,734
2/1/2022,CT,258279.6907,18780.62818,34162.79741,119069.5052,52943.35624,23989,20412,460,417,23989,460,55808,48167,32,32,240,224
3/1/2022,CT,257613.2739,18677.6197,34057.37671,118675.0233,52734.9346,10203,8854,306,257,12644,309,67950,59635,15,15,34,32
4/1/2022,CT,257771.3065,18714.21951,34205.58339,119164.6307,52919.74806,21506,19029,74,53,22248,71,122,104,2,2,86,76
5/1/2022,CT,256884.7642,18674.78196,34214.15917,119168.009,52888.89343,42291,37916,91,72,50913,91,300578,268132,109,109,104,96
6/1/2022,CT,255024.2891,18564.14761,34091.0195,118713.04,52655.12663,19774,16496,104,82,19774,104,10303,8936,14,12,44,42
7/1/2022,CT,256853.8133,18654.13395,34335.58622,119538.7449,52989.68641,22925,19927,57,40,25614,57,183,154,38,34,48,48
8/1/2022,CT,257754.2674,18676.72098,34455.95715,119932.1091,53132.65119,20494,18739,167,143,20494,167,111216,98765,606,602,0,0
9/1/2022,CT,258452.0032,18684.87926,34549.22918,120231.3055,53234.08831,21817,16021,96,47,21817,96,12262,12238,369,368,0,0
10/1/2022,CT,259645.1966,18686.53191,34629.91048,120486.8684,53316.42902,4287,3508,20,11,0,0,6691,6677,155,155,0,0
11/1/2022,CT,261557.0822,18740.30682,34806.8177,121077.3464,53547.11783,0,0,0,0,0,,328,322,11,11,0,0
12/1/2022,CT,263583.4756,18802.41008,34999.07859,121721.2701,53801.48867,0,0,0,0,0,,114,104,44,44,59,55
1/1/2012,IL,715195.1042,46461.98933,97094.73972,315408.9016,143556.7291,0,0,0,0,0,,,,,,,
2/1/2012,IL,718953.5051,46458.56983,97025.18124,315340.4658,143483.7511,0,0,0,0,0,,,,,,,
3/1/2012,IL,722927.0567,46470.07069,96987.04066,315373.4897,143457.1113,0,0,0,0,0,,,,,,,
4/1/2012,IL,724230.836,46508.98871,97006.3218,315592.7276,143515.3105,0,0,0,0,0,,,,,,,
5/1/2012,IL,727298.5879,46661.19487,97261.90596,316580.7052,143923.1008,0,0,0,0,0,,,,,,,
6/1/2012,IL,729919.0604,46784.63251,97457.42397,317373.4253,144242.0565,0,0,0,0,0,,,,,,,
7/1/2012,IL,730136.7556,46867.74781,97568.93757,317892.6041,144436.6854,0,0,0,0,0,,,,,,,
8/1/2012,IL,728172.1709,46810.52544,97388.52527,317460.0716,144199.0507,0,0,0,0,0,,,,,,,
9/1/2012,IL,726444.9736,46768.12381,97239.33791,317128.3336,144007.4617,0,0,0,0,0,,,,,,,
10/1/2012,IL,723774.9767,46728.76294,97096.83774,316817.479,143825.6007,0,0,0,0,0,,,,,,,
11/1/2012,IL,723744.0653,46859.48408,97307.88664,317659.8681,144167.3707,0,0,0,0,0,,,,,,,
12/1/2012,IL,723338.9997,46966.09108,97468.80996,318338.7512,144434.901,0,0,0,0,0,,,,,,,
1/1/2013,IL,725280.5752,47001.86201,97395.299,318377.5768,144397.1693,0,0,0,0,0,,,,,,,
2/1/2013,IL,725956.6083,46956.12058,97153.70319,317865.3927,144109.8402,0,0,0,0,0,,,,,,,
3/1/2013,IL,730238.4605,47143.81873,97395.4446,318933.9309,144539.2881,0,0,0,0,0,,,,,,,
4/1/2013,IL,730051.2165,47306.6915,97585.59201,319834.0994,144892.3165,0,0,0,0,0,,,,,,,
5/1/2013,IL,728815.9588,47401.6764,97635.67964,320275.2615,145037.3973,0,0,0,0,0,,,,,,,
6/1/2013,IL,726489.8052,47425.21832,97539.02082,320234.2731,144964.2885,0,0,0,0,0,,,,,,,
7/1/2013,IL,727108.8133,47491.72866,97531.22718,320484.1036,145023.0134,0,0,0,0,0,,,,,,,
8/1/2013,IL,727511.214,47544.01865,97494.63107,320638.5249,145038.7154,0,0,0,0,0,,,,,,,
9/1/2013,IL,728743.87,47650.51699,97569.47317,321158.9119,145220.064,0,0,0,0,0,,,,,,,
10/1/2013,IL,731210.3576,47694.95946,97517.54783,321261.461,145212.5892,0,0,0,0,0,,,,,,,
11/1/2013,IL,733762.1343,47745.34342,97478.23441,321404.6698,145223.6678,0,0,0,0,0,,,,,,,
12/1/2013,IL,735988.5976,47774.96963,97397.04557,321408.8398,145172.1132,0,0,0,0,0,,,,,,,
1/1/2014,IL,734536.101,47783.81796,97374.44351,321897.3696,145158.3511,0,0,0,0,0,,,,,,,
2/1/2014,IL,734049.001,47855.21181,97479.39833,322806.175,145334.6916,0,0,0,0,0,,,,,,,
3/1/2014,IL,732525.1846,47858.75194,97446.24206,323256.1706,145305.0671,0,0,0,0,0,,,,,,,
4/1/2014,IL,736533.2581,47865.07303,97418.90691,323723.2745,145284.0448,0,0,0,0,0,,,,,,,
5/1/2014,IL,740684.1302,47881.60268,97412.49591,324257.8711,145294.1553,0,0,0,0,0,,,,,,,
6/1/2014,IL,745261.7072,47926.43277,97463.77445,324982.9184,145390.2557,0,0,0,0,0,,,,,,,
7/1/2014,IL,748128.7592,47953.03162,97478.0825,325583.2364,145431.1545,0,0,0,0,0,,,,,,,
8/1/2014,IL,752210.021,48057.67435,97651.09149,326712.8656,145708.7981,0,0,0,0,0,,,,,,,
9/1/2014,IL,756006.5114,48144.1431,97787.17673,327718.889,145931.3441,0,0,0,0,0,,,,,,,
10/1/2014,IL,758118.6052,48254.87593,97972.54556,328890.0789,146227.4376,0,0,0,0,0,,,,,,,
11/1/2014,IL,760622.5792,48390.52811,98208.46832,330231.5354,146599.0045,0,0,0,0,0,,,,,,,
12/1/2014,IL,763716.0482,48563.6293,98520.30309,331829.5123,147083.9324,0,0,0,0,0,,,,,,,
1/1/2015,IL,768750.5327,48965.04497,99005.63607,334374.7458,147970.681,0,0,0,0,0,,,,,,,
2/1/2015,IL,768976.3301,49060.41533,98871.18304,334829.4587,147931.5984,0,0,0,0,0,,,,,,,
3/1/2015,IL,768991.9382,49142.0875,98710.28678,335191.382,147852.3743,0,0,0,0,0,,,,,,,
4/1/2015,IL,770862.8899,49279.88858,98663.00651,335936.6761,147942.8951,0,0,0,0,0,,,,,,,
5/1/2015,IL,771479.9915,49337.47593,98456.14894,336135.7717,147793.6249,0,0,0,0,0,,,,,,,
6/1/2015,IL,772437.7878,49416.77309,98294.00325,336483.61,147710.7763,0,0,0,0,0,,,,,,,
7/1/2015,IL,774448.0428,49550.79063,98241.58216,337204.5739,147792.3728,0,0,0,0,0,,,,,,,
8/1/2015,IL,777085.5165,49724.93442,98268.98165,338198.7652,147993.9161,0,0,0,0,0,,,,,,,
9/1/2015,IL,780885.4767,49973.47249,98442.93681,339698.661,148416.4093,0,0,0,0,0,,,,,,,
10/1/2015,IL,780179.5224,50155.63775,98485.63046,340747.0741,148641.2682,0,0,0,0,0,,,,,,,
11/1/2015,IL,778885.0073,50299.86033,98453.96615,341537.8003,148753.8265,0,0,0,0,0,,,,,,,
12/1/2015,IL,778699.1177,50515.72351,98562.46308,342814.9303,149078.1866,0,0,0,0,0,,,,,,,
1/1/2016,IL,777184.8037,50573.24841,98598.08885,343640.6324,149171.3373,0,0,0,0,0,,,,,,,
2/1/2016,IL,776551.0806,50688.09206,98745.45566,344855.8565,149433.5477,0,0,0,0,0,,,,,,,
3/1/2016,IL,773644.6304,50654.32302,98603.43928,345059.2621,149257.7623,0,0,0,0,0,,,,,,,
4/1/2016,IL,772786.441,50570.49016,98364.39581,344919.2054,148934.886,0,0,0,0,0,,,,,,,
5/1/2016,IL,773329.6146,50578.49332,98304.34455,345403.4626,148882.8379,0,0,0,0,0,,,,,,,
6/1/2016,IL,773544.3245,50565.10679,98202.97576,345740.1968,148768.0826,0,0,0,0,0,,,,,,,
7/1/2016,IL,773010.1006,50626.95504,98247.89544,346590.3603,148874.8505,0,0,0,0,0,,,,,,,
8/1/2016,IL,771639.9997,50633.87434,98186.36187,347063.6685,148820.2362,0,0,0,0,0,,,,,,,
9/1/2016,IL,770089.8092,50628.66434,98101.54942,347452.4652,148730.2138,0,0,0,0,0,,,,,,,
10/1/2016,IL,772025.9386,50599.3167,97970.26002,347673.9418,148569.5767,0,0,0,0,0,,,,,,,
11/1/2016,IL,775363.7456,50662.24028,98017.81842,348528.3311,148680.0587,0,0,0,0,0,,,,,,,
12/1/2016,IL,777579.3443,50652.18012,97924.33606,348879.7052,148576.5162,0,0,0,0,0,,,,,,,
1/1/2017,IL,773659.1467,50611.73409,97891.3049,348465.6683,148503.0311,0,0,0,0,0,,,,,,,
2/1/2017,IL,771437.6875,50681.28572,98070.79031,348809.6839,148752.0602,0,0,0,0,0,,,,,,,
3/1/2017,IL,770826.9202,50856.44287,98454.58336,349880.6534,149311.0025,0,0,0,0,0,,,,,,,
4/1/2017,IL,770977.5496,50891.83941,98567.73592,349990.3225,149459.5438,0,0,0,0,0,,,,,,,
5/1/2017,IL,773038.6704,51053.29789,98924.96106,350967.1929,149978.2195,0,0,0,0,0,,,,,,,
6/1/2017,IL,774141.3788,51151.44356,99159.47644,351508.9071,150310.8727,0,0,0,0,0,,,,,,,
7/1/2017,IL,777055.0758,51285.23334,99463.0361,352295.7254,150748.2143,0,0,0,0,0,,,,,,,
8/1/2017,IL,778320.4987,51310.3912,99555.79853,352336.6606,150866.1269,0,0,0,0,0,,,,,,,
9/1/2017,IL,778503.8172,51264.56696,99510.56897,351890.9814,150775.0655,0,0,0,0,0,,,,,,,
10/1/2017,IL,780204.4733,51334.82734,99690.44583,352242.8144,151025.195,0,0,0,0,0,,,,,,,
11/1/2017,IL,781753.7405,51395.25704,99851.09603,352527.5997,151246.2673,0,0,0,0,0,,,,,,,
12/1/2017,IL,783458.9643,51466.06842,100031.7816,352883.997,151497.7566,0,0,0,0,0,,,,,,,
1/1/2018,IL,787559.0991,51409.37514,100063.1664,352875.2569,151472.4561,0,0,0,0,0,,,,,,,
2/1/2018,IL,792505.4588,51409.8645,100205.0019,353256.7402,151614.789,0,0,0,0,0,,,,,,,
3/1/2018,IL,798248.9771,51463.29922,100449.4929,354000.5753,151912.7226,0,0,0,0,0,,,,,,,
4/1/2018,IL,799082.5215,51488.43699,100638.2808,354548.4992,152126.656,0,0,0,0,0,,,,,,,
5/1/2018,IL,799957.1753,51516.33347,100831.9238,355113.9784,152348.2034,0,0,0,0,0,,,,,,,
6/1/2018,IL,801427.3844,51582.66939,101100.3813,355943.2961,152683.0045,0,0,0,0,0,,,,,,,
7/1/2018,IL,802971.2437,51660.28698,101390.6644,356849.6945,153050.913,0,0,0,0,0,,,,,,,
8/1/2018,IL,804623.4785,51744.91407,101694.4695,357803.8807,153439.3529,0,0,0,0,0,,,,,,,
9/1/2018,IL,805153.4882,51757.4353,101856.1588,358258.3825,153613.5712,0,0,0,0,0,,,,,,,
10/1/2018,IL,805207.8207,51793.66653,102063.9773,358875.5769,153857.6286,0,0,0,0,0,,,,,,,
11/1/2018,IL,806303.9335,51896.83916,102403.4205,359955.8284,154300.2521,0,0,0,0,0,,,,,,,
12/1/2018,IL,807569.5241,52010.89998,102764.2649,361111.3762,154775.1649,0,0,0,0,0,,,,,,,
1/1/2019,IL,809189.6761,52140.50518,102983.2136,361722.5806,155123.7188,0,0,0,0,0,,,,,,,
2/1/2019,IL,809450.7968,52182.50478,103029.1842,361726.4337,155211.6889,0,0,0,0,0,,,,,,,
3/1/2019,IL,808764.1055,52163.29505,102954.4603,361307.2101,155117.7554,0,0,0,0,0,,,,,,,
4/1/2019,IL,808665.027,52125.18977,102842.655,360758.7599,154967.8448,0,0,0,0,0,,,,,,,
5/1/2019,IL,810487.5777,52211.06873,102975.6075,361069.4758,155186.6762,0,0,0,0,0,,,,,,,
6/1/2019,IL,812285.4414,52295.40183,103105.5624,361369.9004,155400.9642,0,0,0,0,0,,,,,,,
7/1/2019,IL,814410.8065,52341.55207,103160.3145,361407.0855,155501.8666,0,0,0,0,0,,,,,,,
8/1/2019,IL,817427.148,52445.12645,103328.3091,361841.2753,155773.4355,0,0,0,0,0,,,,,,,
9/1/2019,IL,820165.9604,52530.98714,103461.4407,362153.5383,155992.4279,0,0,0,0,0,,,,,,,
10/1/2019,IL,817751.8874,52549.54433,103462.1109,362002.5417,156011.6552,0,0,0,0,0,,,,,,,
11/1/2019,IL,816601.9728,52648.92564,103621.9965,362408.9865,156270.9222,0,0,0,0,0,,,,,,,
12/1/2019,IL,813825.5852,52642.95261,103574.6279,362091.0092,156217.5806,0,0,0,0,0,,,,,,,
1/1/2020,IL,806526.2355,52872.4101,103627.4983,359890.9435,156499.9084,2,2,0,0,2,0,58,28,6,6,0,0
2/1/2020,IL,799844.2724,53140.21188,103756.715,357963.1914,156896.9269,0,0,0,0,0,0,136,130,60,60,0,0
3/1/2020,IL,795839.8903,53586.67798,104234.3491,357234.9175,157821.027,5992,5992,99,99,5992,99,35496,35125,12652,12616,2140,2114
4/1/2020,IL,778072.6072,54202.27933,105038.0241,357606.1879,159240.3035,46924,46924,2256,2256,46924,2256,125430,124695,26088,26004,6845,6689
5/1/2020,IL,755272.8064,54475.21439,105175.9883,355700.9249,159651.2027,67342,67342,3035,3035,67342,3035,101315,100712,13068,13012,3182,3072
6/1/2020,IL,730688.693,54610.64056,105050.2501,352914.7328,159660.8907,23978,22925,1734,1533,22925,1533,45381,45071,4724,4702,328,314
