Time,State,GDP,Cons3,Cons4,Cons5,Cons2,Cases5,Cases2,Deaths5,Deaths2,Cases3,Deaths3,Cases4,Cases1,Hosp2,Hosp1,Deaths4,Deaths1
7/1/2020,IL,747133.451,54778.1319,104988.6935,350359.459,159766.8254,35880,35652,568,572,36930,769,85763,85197,6525,6489,330,310
8/1/2020,IL,763392.8726,54938.23171,104915.2537,347778.5557,159853.4854,56607,56186,543,531,56609,543,120597,118594,7456,7428,584,570
9/1/2020,IL,780510.514,55164.98974,104970.9487,345637.045,160135.9385,59038,58251,681,646,58996,681,125454,122174,7897,7843,759,735
10/1/2020,IL,783101.4438,55473.78069,105183.5381,344017.0745,160657.3188,120796,117026,1124,1085,120827,1124,402065,383266,17832,17546,3895,3671
11/1/2020,IL,785810.363,55790.87039,105412.0398,342450.246,161202.9102,309745,316004,2945,2521,309757,2945,612930,560928,21647,20697,7183,6109
12/1/2020,IL,785241.9973,55874.72136,105201.5158,339467.4989,161076.2372,237085,237085,4993,4212,237085,4993,399496,339290,16768,15587,4553,3648
1/1/2021,IL,790221.0813,56712.39589,106123.201,340647.1448,162835.6043,162912,162912,3275,2753,162912,3275,254724,207960,13842,12510,1825,1516
2/1/2021,IL,795549.1718,57571.66928,107089.9396,341984.1804,164661.6236,60395,60395,1482,1273,60395,1482,100368,80942,6245,5713,434,374
3/1/2021,IL,798776.753,58274.56174,107771.6224,342427.0672,166046.2062,57889,57889,844,785,57889,844,140280,115035,9500,8698,578,520
4/1/2021,IL,802392.4614,59002.75448,108507.0058,343059.84,167509.7895,90470,90470,712,659,90470,712,162308,133785,12655,11573,762,682
5/1/2021,IL,806145.4986,59736.26607,109258.4125,343760.7669,168994.7149,47131,47131,932,867,47131,932,63821,50845,5942,5415,248,212
6/1/2021,IL,809453.914,60432.01857,109946.9937,344281.6002,170379.0556,9553,9553,451,400,9554,450,19108,14854,1972,1818,0,0
7/1/2021,IL,810721.3514,61178.60489,110733.8673,345126.6748,171912.5225,29741,29741,246,216,27871,243,93390,74616,6489,5792,242,200
8/1/2021,IL,812465.4197,61955.64678,111580.6453,346172.0655,173536.3494,101462,101462,580,510,103339,582,232148,182667,14233,12698,1074,904
9/1/2021,IL,814851.0376,62777.07862,112511.2578,347488.678,175288.4006,104566,104566,1165,1023,104566,1163,186135,145304,10373,9258,624,518
10/1/2021,IL,818739.0087,63427.22245,113139.6533,347885.6221,176566.9467,68016,68016,955,795,68021,959,143909,111652,8096,7342,476,426
11/1/2021,IL,822234.8562,64042.8793,113712.7891,348130.7318,177755.7459,114351,114351,756,643,114340,752,309772,249964,17434,16104,1683,1491
12/1/2021,IL,826244.1413,64694.59193,114355.9041,348607.383,179050.5802,371134,371134,1641,1407,339697,1645,1351667,1067410,41403,38577,5133,4589
1/1/2022,IL,827383.2821,64667.61252,114555.6797,349612.2146,179223.369,739962,739962,3687,3092,771407,3647,918339,749022,24778,23268,2898,2398
2/1/2022,IL,827952.0933,64597.34727,114676.0222,350370.2286,179273.4388,110249,110249,2206,1850,110242,2237,90158,75793,3953,3653,125,92
3/1/2022,IL,825550.3994,64297.07141,114384.2987,349863.2965,178681.4319,37017,37017,757,614,37021,763,64307,54777,2222,2126,11,8
4/1/2022,IL,828716.6051,64476.77336,114943.6917,351955.255,179420.5199,70445,70445,231,237,70448,239,211808,182063,4621,4477,58,52
5/1/2022,IL,828503.2979,64394.07195,115033.381,352605.9553,179427.5007,163734,163734,237,200,163731,232,329064,279091,6979,6729,90,86
6/1/2022,IL,825107.1151,64065.03012,114679.2619,351890.3426,178744.3325,128427,128427,453,324,128420,453,241652,199918,5160,4958,88,75
7/1/2022,IL,829071.3172,64427.86291,115561.5412,354965.2882,179989.4379,132810,132810,294,219,132810,294,279595,226869,5374,5131,136,104
8/1/2022,IL,830040.061,64557.82038,116025.7177,356755.3289,180583.565,123896,123896,446,355,123896,446,171117,136288,3914,3731,75,59
9/1/2022,IL,830367.7691,64637.58719,116398.2836,358261.4737,181035.8909,74671,74671,370,299,74671,370,54915,45605,2905,2790,67,56
10/1/2022,IL,832626.1872,64694.47855,116728.0117,359633.187,181422.5036,11447,11447,79,62,0,0,61686,49585,2954,2796,38,32
11/1/2022,IL,837196.7122,64931.57988,117381.818,362001.6861,182313.4045,0,0,0,0,0,,75912,60530,2709,2592,53,43
12/1/2022,IL,842136.0639,65197.46172,118087.3174,364529.0804,183284.7791,0,0,0,0,0,,81619,63741,4394,4186,103,92
1/1/2012,ME,53751.46408,4706.353681,11829.32621,32880.07309,16535.67989,0,0,0,0,0,,,,,,,
2/1/2012,ME,53664.70775,4697.85859,11807.20612,32818.87589,16505.06471,0,0,0,0,0,,,,,,,
3/1/2012,ME,53595.52815,4690.905901,11788.96576,32768.46142,16479.87166,0,0,0,0,0,,,,,,,
4/1/2012,ME,53758.23604,4686.746908,11777.74885,32737.56834,16464.49576,0,0,0,0,0,,,,,,,
5/1/2012,ME,54051.86759,4694.005587,11795.22459,32786.42962,16489.23017,0,0,0,0,0,,,,,,,
6/1/2012,ME,54312.3646,4698.357137,11805.39397,32814.98235,16503.7511,0,0,0,0,0,,,,,,,
7/1/2012,ME,54206.3699,4698.658178,11805.38567,32815.24464,16504.04385,0,0,0,0,0,,,,,,,
8/1/2012,ME,53938.81256,4684.919644,11770.10575,32717.4619,16455.0254,0,0,0,0,0,,,,,,,
9/1/2012,ME,53689.61635,4672.715409,11738.68538,32630.40576,16411.40079,0,0,0,0,0,,,,,,,
10/1/2012,ME,53308.03792,4660.862627,11708.15247,32545.81483,16369.0151,0,0,0,0,0,,,,,,,
11/1/2012,ME,53121.2582,4665.992439,11720.28182,32579.81393,16386.27426,0,0,0,0,0,,,,,,,
12/1/2012,ME,52906.86231,4668.714523,11726.36267,32596.99979,16395.07719,0,0,0,0,0,,,,,,,
1/1/2013,ME,53169.32409,4676.074295,11726.39659,32593.02622,16402.47089,0,0,0,0,0,,,,,,,
2/1/2013,ME,53338.3421,4675.303492,11706.14365,32532.68878,16381.44714,0,0,0,0,0,,,,,,,
3/1/2013,ME,53772.01231,4697.766845,11744.10778,32634.15262,16441.87462,0,0,0,0,0,,,,,,,
4/1/2013,ME,53684.65024,4717.764305,11775.86913,32718.3719,16493.63343,0,0,0,0,0,,,,,,,
5/1/2013,ME,53520.21252,4730.991981,11790.73029,32755.63476,16521.72227,0,0,0,0,0,,,,,,,
6/1/2013,ME,53275.87229,4737.078674,11787.84526,32743.60849,16524.92393,0,0,0,0,0,,,,,,,
7/1/2013,ME,53378.35705,4747.4446,11795.66996,32761.34473,16543.11456,0,0,0,0,0,,,,,,,
8/1/2013,ME,53464.78179,4756.378682,11799.98687,32769.34949,16556.36555,0,0,0,0,0,,,,,,,
9/1/2013,ME,53612.11226,4770.728705,11817.7745,32814.77105,16588.5032,0,0,0,0,0,,,,,,,
10/1/2013,ME,53764.6068,4778.858064,11820.18967,32817.51571,16599.04773,0,0,0,0,0,,,,,,,
11/1/2013,ME,53923.46627,4787.570793,11824.10525,32824.43897,16611.67604,0,0,0,0,0,,,,,,,
12/1/2013,ME,54058.52043,4794.189099,11822.91054,32817.18977,16617.09964,0,0,0,0,0,,,,,,,
1/1/2014,ME,53964.6519,4806.361094,11835.17798,32775.0836,16641.53907,0,0,0,0,0,,,,,,,
2/1/2014,ME,53941.67693,4824.796263,11862.91179,32775.99719,16687.70805,0,0,0,0,0,,,,,,,
3/1/2014,ME,53842.48559,4836.361331,11873.79928,32730.56181,16710.16062,0,0,0,0,0,,,,,,,
4/1/2014,ME,54017.21464,4848.163361,11885.33738,32687.21652,16733.50074,0,0,0,0,0,,,,,,,
5/1/2014,ME,54202.85208,4860.958618,11899.37394,32651.01682,16760.33256,0,0,0,0,0,,,,,,,
6/1/2014,ME,54420.05144,4876.595332,11920.41539,32634.2505,16797.01072,0,0,0,0,0,,,,,,,
7/1/2014,ME,54567.07691,4890.347902,11936.89634,32605.1943,16827.24424,0,0,0,0,0,,,,,,,
8/1/2014,ME,54802.74997,4912.044351,11972.79109,32629.26815,16884.83544,0,0,0,0,0,,,,,,,
9/1/2014,ME,55017.68359,4931.881825,12004.15686,32641.0085,16936.03868,0,0,0,0,0,,,,,,,
10/1/2014,ME,55290.00326,4954.20491,12041.57257,32669.19953,16995.77748,0,0,0,0,0,,,,,,,
11/1/2014,ME,55591.02343,4979.097558,12085.21665,32714.21366,17064.31421,0,0,0,0,0,,,,,,,
12/1/2014,ME,55935.39926,5007.868661,12138.23587,32784.43754,17146.10453,0,0,0,0,0,,,,,,,
1/1/2015,ME,56020.13696,5050.862896,12174.11636,33063.33057,17224.97926,0,0,0,0,0,,,,,,,
2/1/2015,ME,55753.61641,5062.292548,12133.71462,33135.59184,17196.00717,0,0,0,0,0,,,,,,,
3/1/2015,ME,55472.86324,5072.303099,12090.15277,33198.57339,17162.45587,0,0,0,0,0,,,,,,,
4/1/2015,ME,55729.43996,5088.102873,12060.57073,33299.4526,17148.6736,0,0,0,0,0,,,,,,,
5/1/2015,ME,55894.98753,5095.615702,12011.55693,33346.10525,17107.17263,0,0,0,0,0,,,,,,,
6/1/2015,ME,56084.69755,5105.363985,11968.10055,33407.39773,17073.46453,0,0,0,0,0,,,,,,,
7/1/2015,ME,56182.07481,5120.761271,11938.06937,33505.66184,17058.83064,0,0,0,0,0,,,,,,,
8/1/2015,ME,56324.99372,5140.304067,11917.75746,33631.05251,17058.06152,0,0,0,0,0,,,,,,,
9/1/2015,ME,56552.10139,5167.539622,11915.18458,33806.77032,17082.7242,0,0,0,0,0,,,,,,,
10/1/2015,ME,56783.31429,5187.914351,11896.68584,33937.59965,17084.60019,0,0,0,0,0,,,,,,,
11/1/2015,ME,56971.55907,5204.363716,11869.21593,34042.75171,17073.57965,0,0,0,0,0,,,,,,,
12/1/2015,ME,57240.95184,5228.225814,11858.63849,34196.39139,17086.8643,0,0,0,0,0,,,,,,,
1/1/2016,ME,57255.75797,5245.056757,11870.66418,34345.38329,17115.72093,0,0,0,0,0,,,,,,,
2/1/2016,ME,57335.45133,5267.833504,11896.14369,34533.31332,17163.97719,0,0,0,0,0,,,,,,,
3/1/2016,ME,57247.12749,5275.147128,11886.74733,34619.80943,17161.89445,0,0,0,0,0,,,,,,,
4/1/2016,ME,57398.4891,5277.186494,11865.61102,34671.47613,17142.79752,0,0,0,0,0,,,,,,,
5/1/2016,ME,57652.91042,5288.75777,11866.02967,34785.58559,17154.78744,0,0,0,0,0,,,,,,,
6/1/2016,ME,57882.12143,5298.056156,11861.43509,34884.61723,17159.49124,0,0,0,0,0,,,,,,,
7/1/2016,ME,57874.90325,5315.212663,11874.49225,35035.3026,17189.70491,0,0,0,0,0,,,,,,,
8/1/2016,ME,57805.04085,5326.581971,11874.66866,35147.76988,17201.25063,0,0,0,0,0,,,,,,,
9/1/2016,ME,57721.58194,5336.641002,11872.00516,35251.47052,17208.64617,0,0,0,0,0,,,,,,,
10/1/2016,ME,57841.63279,5344.114036,11863.68726,35337.94273,17207.8013,0,0,0,0,0,,,,,,,
11/1/2016,ME,58066.76461,5361.305083,11877.00729,35488.57949,17238.31238,0,0,0,0,0,,,,,,,
12/1/2016,ME,58207.9092,5370.749498,11873.22053,35587.8572,17243.97002,0,0,0,0,0,,,,,,,
1/1/2017,ME,58133.91773,5367.998634,11883.77543,35595.58256,17251.77406,0,0,0,0,0,,,,,,,
2/1/2017,ME,58186.4166,5376.906318,11920.05305,35680.48057,17296.95936,0,0,0,0,0,,,,,,,
3/1/2017,ME,58360.18652,5397.016453,11981.14906,35839.69122,17378.16552,0,0,0,0,0,,,,,,,
4/1/2017,ME,58234.63585,5402.292329,12009.28658,35900.35053,17411.57891,0,0,0,0,0,,,,,,,
5/1/2017,ME,58253.65294,5420.947084,12067.13397,36049.86883,17488.08105,0,0,0,0,0,,,,,,,
6/1/2017,ME,58200.53868,5432.878136,12110.00331,36154.65671,17542.88144,0,0,0,0,0,,,,,,,
7/1/2017,ME,58469.98356,5448.593186,12161.28758,36284.59559,17609.88077,0,0,0,0,0,,,,,,,
8/1/2017,ME,58615.27151,5452.763142,12186.76067,36337.58432,17639.52381,0,0,0,0,0,,,,,,,
9/1/2017,ME,58678.76159,5449.380699,12195.25594,36340.08977,17644.63664,0,0,0,0,0,,,,,,,
10/1/2017,ME,58866.5829,5458.330208,12231.26547,36424.70245,17689.59568,0,0,0,0,0,,,,,,,
11/1/2017,ME,59042.79585,5466.229815,12264.87245,36502.23106,17731.10227,0,0,0,0,0,,,,,,,
12/1/2017,ME,59230.60385,5475.229015,12300.89736,36587.02561,17776.12638,0,0,0,0,0,,,,,,,
1/1/2018,ME,59635.71841,5472.7076,12308.47507,36618.08492,17781.19043,0,0,0,0,0,,,,,,,
2/1/2018,ME,60104.34379,5476.25242,12329.61672,36689.44638,17805.88463,0,0,0,0,0,,,,,,,
3/1/2018,ME,60633.06642,5485.423606,12363.3753,36798.31968,17848.8221,0,0,0,0,0,,,,,,,
4/1/2018,ME,60762.27606,5491.566964,12390.26559,36886.72198,17881.86342,0,0,0,0,0,,,,,,,
5/1/2018,ME,60894.35854,5497.991244,12417.73959,36976.82999,17915.76935,0,0,0,0,0,,,,,,,
6/1/2018,ME,61071.57695,5508.507437,12454.4162,37094.31576,17962.9698,0,0,0,0,0,,,,,,,
7/1/2018,ME,61180.47293,5520.221306,12493.77404,37219.77027,18014.04915,0,0,0,0,0,,,,,,,
8/1/2018,ME,61297.64121,5532.678353,12534.79199,37350.15637,18067.53178,0,0,0,0,0,,,,,,,
9/1/2018,ME,61329.34209,5537.415623,12558.28229,37428.29094,18095.76689,0,0,0,0,0,,,,,,,
10/1/2018,ME,61220.91244,5544.67641,12587.44629,37523.30371,18132.19921,0,0,0,0,0,,,,,,,
11/1/2018,ME,61191.9292,5559.096318,12632.83594,37666.6682,18192.01638,0,0,0,0,0,,,,,,,
12/1/2018,ME,61175.87691,5574.680478,12680.86356,37817.89322,18255.63579,0,0,0,0,0,,,,,,,
1/1/2019,ME,61472.35961,5587.623994,12719.06763,37907.80776,18306.77574,0,0,0,0,0,,,,,,,
2/1/2019,ME,61665.35344,5591.18062,12735.89199,37934.03637,18327.14896,0,0,0,0,0,,,,,,,
3/1/2019,ME,61785.40427,5588.18289,12737.74933,37915.78721,18326.00075,0,0,0,0,0,,,,,,,
4/1/2019,ME,61797.13973,5583.166333,12734.95476,37883.82826,18318.18182,0,0,0,0,0,,,,,,,
5/1/2019,ME,61955.65103,5591.433331,12762.42687,37941.99528,18353.9133,0,0,0,0,0,,,,,,,
6/1/2019,ME,62112.24815,5599.53609,12789.51198,37999.04489,18389.09356,0,0,0,0,0,,,,,,,
7/1/2019,ME,62512.76182,5603.552419,12807.24502,38028.3591,18410.83529,0,0,0,0,0,,,,,,,
8/1/2019,ME,62981.24069,5613.718084,12839.01742,38099.40193,18452.76577,0,0,0,0,0,,,,,,,
9/1/2019,ME,63428.0944,5621.988621,12866.44678,38157.58073,18488.45808,0,0,0,0,0,,,,,,,
10/1/2019,ME,63752.41873,5623.058602,12877.37458,38166.8825,18500.44828,0,0,0,0,0,,,,,,,
11/1/2019,ME,64174.08202,5632.779332,12908.09337,38234.89697,18540.88025,0,0,0,0,0,,,,,,,
12/1/2019,ME,64466.47883,5631.231036,12912.96417,38226.41237,18544.1952,0,0,0,0,0,,,,,,,
1/1/2020,ME,64459.81757,5658.169888,12923.10385,38089.60677,18581.27374,0,0,0,0,0,0,39,33,0,0,0,0
2/1/2020,ME,64500.76528,5689.205006,12942.75382,37981.33309,18631.95882,0,0,0,0,0,0,48,10,2,2,0,0
3/1/2020,ME,64758.26536,5739.370533,13005.86967,38000.43312,18745.2402,341,341,5,5,303,5,1366,1095,238,238,0,0
4/1/2020,ME,63830.2022,5807.668931,13109.69396,38137.22555,18917.36289,779,743,50,50,792,48,1345,1251,144,144,24,22
5/1/2020,ME,62491.54984,5839.26128,13130.44654,38031.64995,18969.70782,1193,1004,34,33,1230,36,2245,2076,228,228,32,30
6/1/2020,ME,61002.74502,5856.103155,13118.26161,37831.43409,18974.36476,930,838,16,16,928,16,1740,1657,126,124,0,0
7/1/2020,ME,62637.38836,5876.368482,13114.06865,37655.33468,18990.43713,647,591,18,18,659,18,1175,1088,42,42,0,0
8/1/2020,ME,64254.96585,5895.827162,13108.37051,37475.89257,19004.19767,625,565,9,9,617,9,1311,1189,66,66,0,0
9/1/2020,ME,65943.57288,5922.428391,13118.78993,37343.32022,19041.21832,855,785,10,10,860,9,1737,1597,70,70,0,0
10/1/2020,ME,66471.49971,5957.831757,13148.80995,37266.8864,19106.64171,1262,1109,5,5,1273,6,3331,2970,159,155,0,0
11/1/2020,ME,67009.29558,5994.125338,13180.8175,37196.16237,19174.94284,6942,6063,67,67,5095,47,14530,12747,630,618,26,26
12/1/2020,ME,67266.25056,6005.349978,13157.91351,36971.19929,19163.26349,12350,9995,133,128,12444,153,24612,19838,740,726,202,197
1/1/2021,ME,67236.79419,6085.784118,13257.5374,37188.85918,19343.32152,13673,10020,248,244,15123,243,26631,19402,535,514,135,125
2/1/2021,ME,67240.28647,6168.603913,13362.90106,37423.06342,19531.50497,4934,3172,108,95,5311,113,10017,6457,191,178,0,0
3/1/2021,ME,67070.3675,6234.753415,13432.83582,37558.61025,19667.58924,6567,4011,40,40,5869,40,13392,8282,305,277,0,0
4/1/2021,ME,67231.86097,6303.710966,13509.63194,37714.01227,19813.3429,10833,6965,41,39,10709,41,21783,14237,377,359,0,0
5/1/2021,ME,67406.32358,6373.328166,13588.57564,37876.01936,19961.90381,5884,3615,41,38,6574,41,10797,6815,292,274,0,0
6/1/2021,ME,67545.08133,6439.008124,13659.859,38017.28767,20098.86712,1254,805,34,31,1247,33,2210,1502,82,82,0,0
7/1/2021,ME,67762.11497,6510.189448,13743.49778,38193.51761,20253.68723,1529,961,41,22,1429,42,3502,2204,146,141,0,0
8/1/2021,ME,68018.04587,6584.681621,13834.69021,38391.21523,20419.37183,7419,4560,34,22,5393,32,14237,9069,408,367,24,22
9/1/2021,ME,68326.91254,6663.948531,13936.37422,38618.41655,20600.32275,13829,9499,90,77,14133,90,27945,18995,462,428,0,0
10/1/2021,ME,68461.99463,6725.102642,14000.7434,38742.69728,20725.84604,13083,9427,143,131,14270,145,27121,19424,652,626,24,24
11/1/2021,ME,68566.52566,6782.691765,14058.43204,38849.12578,20841.1238,21056,15282,160,144,15403,157,41656,30502,773,738,80,72
12/1/2021,ME,68716.01552,6844.186771,14124.92322,38980.48653,20969.10999,28188,22057,204,182,27074,207,55670,44053,855,818,183,169
1/1/2022,ME,68920.97532,6833.264975,14169.12198,39053.54109,21002.38695,58995,42595,220,196,27489,207,93088,69152,869,843,232,197
2/1/2022,ME,69077.20215,6817.859065,14203.27903,39099.4608,21021.13809,14164,10161,314,265,51925,326,56519,37876,547,519,0,0
3/1/2022,ME,68983.93518,6778.298893,14186.10546,39004.80955,20964.40435,8714,5726,137,117,9640,138,14967,9631,285,275,0,0
4/1/2022,ME,69276.04068,6789.428801,14274.27205,39200.33234,21063.70085,9034,6660,84,74,9290,84,19365,13719,334,316,0,0
5/1/2022,ME,69285.41837,6772.989916,14303.95884,39235.6296,21076.94876,18397,12448,60,49,17822,60,32820,22001,478,467,0,0
6/1/2022,ME,69028.19159,6730.763003,14278.1673,39119.47827,21008.93031,6682,4744,72,39,7024,69,12959,9215,327,313,0,0
7/1/2022,ME,69207.22006,6761.293494,14406.15115,39425.0468,21167.44464,5838,4279,49,36,6071,52,12098,8924,353,347,0,0
8/1/2022,ME,69136.46601,6767.398379,14481.98198,39587.96715,21249.38036,7152,5031,45,39,6811,45,11018,7696,337,330,0,0
9/1/2022,ME,69013.24162,6768.287772,14546.26915,39719.60227,21314.55692,6902,4674,70,50,6918,68,7097,4798,281,272,0,0
10/1/2022,ME,69526.33142,6766.835442,14605.07557,39836.58715,21371.91102,1935,1341,28,23,0,0,7420,4926,287,270,24,13
11/1/2022,ME,70230.95299,6784.267513,14704.34784,40064.15138,21488.61535,0,0,0,0,0,,3840,2518,154,151,0,0
12/1/2022,ME,70966.0361,6804.717609,14810.06979,40309.35269,21614.7874,0,0,0,0,0,,5001,3376,211,207,0,0
1/1/2012,MI,419194.4128,30451.00329,73667.01737,219396.5144,104118.0207,0,0,0,0,0,,,,,,,
2/1/2012,MI,418891.6905,30497.56392,73596.24625,219612.6375,104093.8102,0,0,0,0,0,,,,,,,
3/1/2012,MI,418724.6202,30553.71735,73549.38086,219898.3306,104103.0982,0,0,0,0,0,,,,,,,
4/1/2012,MI,419578.3683,30627.74117,73546.11847,220313.0194,104173.8596,0,0,0,0,0,,,,,,,
5/1/2012,MI,421454.0436,30776.35985,73722.01449,221264.3102,104498.3743,0,0,0,0,0,,,,,,,
6/1/2012,MI,423070.6892,30906.082,73852.35296,222079.5555,104758.435,0,0,0,0,0,,,,,,,
7/1/2012,MI,424063.1976,31009.17385,73919.03115,222703.4289,104928.205,0,0,0,0,0,,,,,,,
8/1/2012,MI,423785.0279,31019.23557,73764.60988,222659.6053,104783.8454,0,0,0,0,0,,,,,,,
9/1/2012,MI,423639.5063,31038.8129,73633.95232,222684.8245,104672.7652,0,0,0,0,0,,,,,,,
10/1/2012,MI,422664.0643,31060.12297,73508.46436,222723.1642,104568.5873,0,0,0,0,0,,,,,,,
11/1/2012,MI,423228.4388,31194.37625,73650.67572,223571.6487,104845.052,0,0,0,0,0,,,,,,,
12/1/2012,MI,423574.5032,31312.61619,73754.93325,224305.2698,105067.5494,0,0,0,0,0,,,,,,,
1/1/2013,MI,425276.1765,31357.45847,73740.71888,224487.8638,105098.1773,0,0,0,0,0,,,,,,,
2/1/2013,MI,426232.6506,31347.80273,73599.01209,224281.0774,104946.8148,0,0,0,0,0,,,,,,,
3/1/2013,MI,429304.9108,31493.94197,73823.36201,225189.2638,105317.304,0,0,0,0,0,,,,,,,
4/1/2013,MI,429856.8183,31623.54044,74008.69129,225978.8926,105632.2317,0,0,0,0,0,,,,,,,
5/1/2013,MI,429791.7368,31707.75996,74087.80484,226444.2299,105795.5648,0,0,0,0,0,,,,,,,
6/1/2013,MI,429081.4794,31744.13206,74055.44909,226568.242,105799.5811,0,0,0,0,0,,,,,,,
7/1/2013,MI,429973.5251,31809.19516,74090.42399,226897.4913,105899.6192,0,0,0,0,0,,,,,,,
8/1/2013,MI,430736.0194,31864.67671,74103.40525,227158.7693,105968.082,0,0,0,0,0,,,,,,,
9/1/2013,MI,431989.0694,31956.45002,74201.00935,227679.0251,106157.4594,0,0,0,0,0,,,,,,,
10/1/2013,MI,432464.7241,32006.56364,74202.12278,227902.748,106208.6864,0,0,0,0,0,,,,,,,
11/1/2013,MI,432994.0159,32060.59848,74212.70077,228154.8244,106273.2992,0,0,0,0,0,,,,,,,
12/1/2013,MI,433334.8027,32100.62302,74191.25426,228307.6682,106291.8773,0,0,0,0,0,,,,,,,
1/1/2014,MI,431865.1779,32215.38356,74242.31832,228631.7683,106457.7019,0,0,0,0,0,,,,,,,
2/1/2014,MI,430964.6791,32372.04167,74390.46754,229254.4314,106762.5092,0,0,0,0,0,,,,,,,
3/1/2014,MI,429457.1058,32482.51953,74433.04272,229551.3102,106915.5623,0,0,0,0,0,,,,,,,
4/1/2014,MI,431772.3359,32594.45991,74479.79729,229860.4271,107074.2572,0,0,0,0,0,,,,,,,
5/1/2014,MI,434171.4034,32712.95873,74542.30187,230217.5497,107255.2606,0,0,0,0,0,,,,,,,
6/1/2014,MI,436820.692,32850.4877,74648.76013,230709.9529,107499.2478,0,0,0,0,0,,,,,,,
7/1/2014,MI,438325.0961,32975.23985,74726.72578,231113.8676,107701.9656,0,0,0,0,0,,,,,,,
8/1/2014,MI,440541.1413,33153.5129,74926.25941,231893.5422,108079.7723,0,0,0,0,0,,,,,,,
9/1/2014,MI,442590.4286,33319.23491,75097.45356,232585.4869,108416.6885,0,0,0,0,0,,,,,,,
10/1/2014,MI,443704.5078,33501.74942,75306.49596,233394.6519,108808.2454,0,0,0,0,0,,,,,,,
11/1/2014,MI,445047.8186,33701.6722,75554.46436,234324.6232,109256.1366,0,0,0,0,0,,,,,,,
12/1/2014,MI,446735.7684,33927.91918,75860.98698,235436.565,109788.9062,0,0,0,0,0,,,,,,,
1/1/2015,MI,451127.6045,34265.41583,76185.22585,237327.3232,110450.6417,0,0,0,0,0,,,,,,,
2/1/2015,MI,452701.8337,34388.91271,76032.39018,237734.5552,110421.3029,0,0,0,0,0,,,,,,,
3/1/2015,MI,454147.193,34502.60622,75859.39551,238075.6046,110362.0017,0,0,0,0,0,,,,,,,
4/1/2015,MI,455988.5013,34655.55664,75773.8477,238688.7248,110429.4043,0,0,0,0,0,,,,,,,
5/1/2015,MI,457085.8053,34751.92104,75565.89857,238913.4983,110317.8196,0,0,0,0,0,,,,,,,
6/1/2015,MI,458381.8066,34863.33643,75392.47842,239243.6337,110255.8149,0,0,0,0,0,,,,,,,
7/1/2015,MI,459538.642,35013.20398,75303.35328,239838.8373,110316.5573,0,0,0,0,0,,,,,,,
8/1/2015,MI,461067.6837,35191.37939,75275.45227,240628.307,110466.8317,0,0,0,0,0,,,,,,,
9/1/2015,MI,463286.41,35422.28601,75359.74305,241777.7062,110782.0291,0,0,0,0,0,,,,,,,
10/1/2015,MI,464036.7695,35606.23519,75343.47141,242605.8995,110949.7066,0,0,0,0,0,,,,,,,
11/1/2015,MI,464436.52,35763.22292,75270.33718,243250.5863,111033.5601,0,0,0,0,0,,,,,,,
12/1/2015,MI,465497.5642,35971.15822,75304.34951,244241.7169,111275.5077,0,0,0,0,0,,,,,,,
1/1/2016,MI,465695.797,36091.26446,75409.89875,244993.6031,111501.1551,0,0,0,0,0,,,,,,,
2/1/2016,MI,466421.8051,36252.28428,75600.91823,246023.2108,111853.1864,0,0,0,0,0,,,,,,,
3/1/2016,MI,465780.868,36306.88242,75570.24961,246330.7032,111877.1079,0,0,0,0,0,,,,,,,
4/1/2016,MI,467223.7366,36325.15595,75464.78141,246392.0968,111789.9053,0,0,0,0,0,,,,,,,
5/1/2016,MI,469504.5058,36409.02155,75496.2636,246898.6971,111905.2451,0,0,0,0,0,,,,,,,
6/1/2016,MI,471579.2657,36477.22582,75495.75234,247299.3041,111972.9302,0,0,0,0,0,,,,,,,
7/1/2016,MI,471483.7168,36599.52375,75607.52461,248066.7847,112206.9924,0,0,0,0,0,,,,,,,
8/1/2016,MI,470877.9006,36681.96422,75637.22766,248564.2337,112319.128,0,0,0,0,0,,,,,,,
9/1/2016,MI,470161.4461,36755.36799,75648.74946,249000.6456,112404.0457,0,0,0,0,0,,,,,,,
10/1/2016,MI,470600.6846,36810.94485,75624.12918,249316.5277,112434.9945,0,0,0,0,0,,,,,,,
11/1/2016,MI,471896.2535,36933.45003,75737.36478,250085.8645,112670.7274,0,0,0,0,0,,,,,,,
12/1/2016,MI,472510.4507,37002.58053,75741.45138,250493.92,112743.9367,0,0,0,0,0,,,,,,,
1/1/2017,MI,470839.1204,37004.43357,75796.30262,250276.2045,112800.6492,0,0,0,0,0,,,,,,,
2/1/2017,MI,470197.8782,37086.54605,76015.28212,250602.5228,113101.7492,0,0,0,0,0,,,,,,,
3/1/2017,MI,470537.664,37245.90568,76392.54303,251451.0435,113638.3776,0,0,0,0,0,,,,,,,
4/1/2017,MI,470704.248,37302.85721,76559.67872,251608.5704,113862.4729,0,0,0,0,0,,,,,,,
5/1/2017,MI,472037.1001,37452.15077,76916.23941,252389.3792,114368.335,0,0,0,0,0,,,,,,,
6/1/2017,MI,472784.6714,37554.97803,77177.33781,252857.2036,114732.2686,0,0,0,0,0,,,,,,,
7/1/2017,MI,473464.7871,37683.93769,77492.07939,253501.2487,115175.9777,0,0,0,0,0,,,,,,,
