State,Year,Period,Demand_2
AL,2019,M01,60688.40833
AL,2019,M02,60832.51667
AL,2019,M03,60976.625
AL,2019,M04,61120.73333
AL,2019,M05,61264.84167
AL,2019,M06,61408.95
AL,2019,M07,61553.05833
AL,2019,M08,61697.16667
AL,2019,M09,61841.275
AL,2019,M10,61985.38333
AL,2019,M11,62129.49167
AL,2019,M12,62273.6
AL,2020,M01,62567.175
AL,2020,M02,62860.75
AL,2020,M03,63154.325
AL,2020,M04,63447.9
AL,2020,M05,63741.475
AL,2020,M06,64035.05
AL,2020,M07,64328.625
AL,2020,M08,64622.2
AL,2020,M09,64915.775
AL,2020,M10,65209.35
AL,2020,M11,65502.925
AL,2020,M12,65796.5
AL,2021,M01,66776.25
AL,2021,M02,67756
AL,2021,M03,68735.75
AL,2021,M04,69715.5
AL,2021,M05,70695.25
AL,2021,M06,71675
AL,2021,M07,72654.75
AL,2021,M08,73634.5
AL,2021,M09,74614.25
AL,2021,M10,75594
AL,2021,M11,76573.75
AL,2021,M12,77553.5
AL,2022,M01,NA
AL,2022,M02,NA
AL,2022,M03,NA
AL,2022,M04,NA
AL,2022,M05,NA
AL,2022,M06,NA
AL,2022,M07,NA
AL,2022,M08,NA
AL,2022,M09,NA
AL,2022,M10,NA
AL,2022,M11,NA
AL,2022,M12,NA
AK,2012,M01,9264.125
AK,2012,M02,9283.45
AK,2012,M03,9302.775
AK,2012,M04,9322.1
AK,2012,M05,9341.425
AK,2012,M06,9360.75
AK,2012,M07,9380.075
AK,2012,M08,9399.4
AK,2012,M09,9418.725
AK,2012,M10,9438.05
AK,2012,M11,9457.375
AK,2012,M12,9476.7
AK,2013,M01,9479.466667
AK,2013,M02,9482.233333
AK,2013,M03,9485
AK,2013,M04,9487.766667
AK,2013,M05,9490.533333
AK,2013,M06,9493.3
AK,2013,M07,9496.066667
AK,2013,M08,9498.833333
AK,2013,M09,9501.6
AK,2013,M10,9504.366667
AK,2013,M11,9507.133333
AK,2013,M12,9509.9
AK,2014,M01,9527.275
AK,2014,M02,9544.65
AK,2014,M03,9562.025
AK,2014,M04,9579.4
AK,2014,M05,9596.775
AK,2014,M06,9614.15
AK,2014,M07,9631.525
AK,2014,M08,9648.9
AK,2014,M09,9666.275
AK,2014,M10,9683.65
AK,2014,M11,9701.025
AK,2014,M12,9718.4
AK,2015,M01,9710.241667
AK,2015,M02,9702.083333
AK,2015,M03,9693.925
AK,2015,M04,9685.766667
AK,2015,M05,9677.608333
AK,2015,M06,9669.45
AK,2015,M07,9661.291667
AK,2015,M08,9653.133333
AK,2015,M09,9644.975
AK,2015,M10,9636.816667
AK,2015,M11,9628.658333
AK,2015,M12,9620.5
AK,2016,M01,9619.658333
AK,2016,M02,9618.816667
AK,2016,M03,9617.975
AK,2016,M04,9617.133333
AK,2016,M05,9616.291667
AK,2016,M06,9615.45
AK,2016,M07,9614.608333
AK,2016,M08,9613.766667
AK,2016,M09,9612.925
AK,2016,M10,9612.083333
AK,2016,M11,9611.241667
AK,2016,M12,9610.4
AK,2017,M01,9626.008333
AK,2017,M02,9641.616667
AK,2017,M03,9657.225
AK,2017,M04,9672.833333
AK,2017,M05,9688.441667
AK,2017,M06,9704.05
AK,2017,M07,9719.658333
AK,2017,M08,9735.266667
AK,2017,M09,9750.875
AK,2017,M10,9766.483333
AK,2017,M11,9782.091667
AK,2017,M12,9797.7
AK,2018,M01,9814.85
AK,2018,M02,9832
AK,2018,M03,9849.15
AK,2018,M04,9866.3
AK,2018,M05,9883.45
AK,2018,M06,9900.6
AK,2018,M07,9917.75
AK,2018,M08,9934.9
AK,2018,M09,9952.05
AK,2018,M10,9969.2
AK,2018,M11,9986.35
AK,2018,M12,10003.5
AK,2019,M01,10014.60833
AK,2019,M02,10025.71667
AK,2019,M03,10036.825
AK,2019,M04,10047.93333
AK,2019,M05,10059.04167
AK,2019,M06,10070.15
AK,2019,M07,10081.25833
AK,2019,M08,10092.36667
AK,2019,M09,10103.475
AK,2019,M10,10114.58333
AK,2019,M11,10125.69167
AK,2019,M12,10136.8
AK,2020,M01,10168.78333
AK,2020,M02,10200.76667
AK,2020,M03,10232.75
AK,2020,M04,10264.73333
AK,2020,M05,10296.71667
AK,2020,M06,10328.7
AK,2020,M07,10360.68333
AK,2020,M08,10392.66667
AK,2020,M09,10424.65
AK,2020,M10,10456.63333
AK,2020,M11,10488.61667
AK,2020,M12,10520.6
AK,2021,M01,10656.73333
AK,2021,M02,10792.86667
AK,2021,M03,10929
AK,2021,M04,11065.13333
AK,2021,M05,11201.26667
AK,2021,M06,11337.4
AK,2021,M07,11473.53333
AK,2021,M08,11609.66667
AK,2021,M09,11745.8
AK,2021,M10,11881.93333
AK,2021,M11,12018.06667
AK,2021,M12,12154.2
AK,2022,M01,NA
AK,2022,M02,NA
AK,2022,M03,NA
AK,2022,M04,NA
AK,2022,M05,NA
AK,2022,M06,NA
AK,2022,M07,NA
AK,2022,M08,NA
AK,2022,M09,NA
AK,2022,M10,NA
AK,2022,M11,NA
AK,2022,M12,NA
AZ,2012,M01,68614.24167
AZ,2012,M02,68785.98333
AZ,2012,M03,68957.725
AZ,2012,M04,69129.46667
AZ,2012,M05,69301.20833
AZ,2012,M06,69472.95
AZ,2012,M07,69644.69167
AZ,2012,M08,69816.43333
AZ,2012,M09,69988.175
AZ,2012,M10,70159.91667
AZ,2012,M11,70331.65833
AZ,2012,M12,70503.4
AZ,2013,M01,70680.15833
AZ,2013,M02,70856.91667
AZ,2013,M03,71033.675
AZ,2013,M04,71210.43333
AZ,2013,M05,71387.19167
AZ,2013,M06,71563.95
AZ,2013,M07,71740.70833
AZ,2013,M08,71917.46667
AZ,2013,M09,72094.225
AZ,2013,M10,72270.98333
AZ,2013,M11,72447.74167
AZ,2013,M12,72624.5
AZ,2014,M01,72928.35833
AZ,2014,M02,73232.21667
AZ,2014,M03,73536.075
AZ,2014,M04,73839.93333
AZ,2014,M05,74143.79167
AZ,2014,M06,74447.65
AZ,2014,M07,74751.50833
AZ,2014,M08,75055.36667
AZ,2014,M09,75359.225
AZ,2014,M10,75663.08333
AZ,2014,M11,75966.94167
AZ,2014,M12,76270.8
AZ,2015,M01,76382.6
AZ,2015,M02,76494.4
AZ,2015,M03,76606.2
AZ,2015,M04,76718
AZ,2015,M05,76829.8
AZ,2015,M06,76941.6
AZ,2015,M07,77053.4
AZ,2015,M08,77165.2
AZ,2015,M09,77277
AZ,2015,M10,77388.8
AZ,2015,M11,77500.6
AZ,2015,M12,77612.4
AZ,2016,M01,77774.99167
AZ,2016,M02,77937.58333
AZ,2016,M03,78100.175
AZ,2016,M04,78262.76667
AZ,2016,M05,78425.35833
AZ,2016,M06,78587.95
AZ,2016,M07,78750.54167
AZ,2016,M08,78913.13333
AZ,2016,M09,79075.725
AZ,2016,M10,79238.31667
AZ,2016,M11,79400.90833
AZ,2016,M12,79563.5
AZ,2017,M01,79981.60833
AZ,2017,M02,80399.71667
AZ,2017,M03,80817.825
AZ,2017,M04,81235.93333
AZ,2017,M05,81654.04167
AZ,2017,M06,82072.15
AZ,2017,M07,82490.25833
AZ,2017,M08,82908.36667
AZ,2017,M09,83326.475
AZ,2017,M10,83744.58333
AZ,2017,M11,84162.69167
AZ,2017,M12,84580.8
AZ,2018,M01,84951.28333
AZ,2018,M02,85321.76667
AZ,2018,M03,85692.25
AZ,2018,M04,86062.73333
AZ,2018,M05,86433.21667
AZ,2018,M06,86803.7
AZ,2018,M07,87174.18333
AZ,2018,M08,87544.66667
AZ,2018,M09,87915.15
AZ,2018,M10,88285.63333
AZ,2018,M11,88656.11667
AZ,2018,M12,89026.6
AZ,2019,M01,89317.29167
AZ,2019,M02,89607.98333
AZ,2019,M03,89898.675
AZ,2019,M04,90189.36667
AZ,2019,M05,90480.05833
AZ,2019,M06,90770.75
AZ,2019,M07,91061.44167
AZ,2019,M08,91352.13333
AZ,2019,M09,91642.825
AZ,2019,M10,91933.51667
AZ,2019,M11,92224.20833
AZ,2019,M12,92514.9
AZ,2020,M01,93171.175
AZ,2020,M02,93827.45
AZ,2020,M03,94483.725
AZ,2020,M04,95140
AZ,2020,M05,95796.275
AZ,2020,M06,96452.55
AZ,2020,M07,97108.825
AZ,2020,M08,97765.1
AZ,2020,M09,98421.375
AZ,2020,M10,99077.65
AZ,2020,M11,99733.925
AZ,2020,M12,100390.2
AZ,2021,M01,101873.1917
AZ,2021,M02,103356.1833
AZ,2021,M03,104839.175
AZ,2021,M04,106322.1667
AZ,2021,M05,107805.1583
AZ,2021,M06,109288.15
AZ,2021,M07,110771.1417
AZ,2021,M08,112254.1333
AZ,2021,M09,113737.125
AZ,2021,M10,115220.1167
AZ,2021,M11,116703.1083
AZ,2021,M12,118186.1
AZ,2022,M01,NA
AZ,2022,M02,NA
AZ,2022,M03,NA
AZ,2022,M04,NA
AZ,2022,M05,NA
AZ,2022,M06,NA
AZ,2022,M07,NA
AZ,2022,M08,NA
AZ,2022,M09,NA
AZ,2022,M10,NA
AZ,2022,M11,NA
AZ,2022,M12,NA
AR,2012,M01,30319.58333
AR,2012,M02,30393.36667
AR,2012,M03,30467.15
AR,2012,M04,30540.93333
AR,2012,M05,30614.71667
AR,2012,M06,30688.5
AR,2012,M07,30762.28333
AR,2012,M08,30836.06667
AR,2012,M09,30909.85
AR,2012,M10,30983.63333
AR,2012,M11,31057.41667
AR,2012,M12,31131.2
AR,2013,M01,31178.975
AR,2013,M02,31226.75
AR,2013,M03,31274.525
AR,2013,M04,31322.3
AR,2013,M05,31370.075
AR,2013,M06,31417.85
AR,2013,M07,31465.625
AR,2013,M08,31513.4
AR,2013,M09,31561.175
AR,2013,M10,31608.95
AR,2013,M11,31656.725
AR,2013,M12,31704.5
AR,2014,M01,31759.5
AR,2014,M02,31814.5
AR,2014,M03,31869.5
AR,2014,M04,31924.5
AR,2014,M05,31979.5
AR,2014,M06,32034.5
AR,2014,M07,32089.5
AR,2014,M08,32144.5
AR,2014,M09,32199.5
AR,2014,M10,32254.5
AR,2014,M11,32309.5
AR,2014,M12,32364.5
AR,2015,M01,32359.04167
AR,2015,M02,32353.58333
AR,2015,M03,32348.125
AR,2015,M04,32342.66667
AR,2015,M05,32337.20833
AR,2015,M06,32331.75
AR,2015,M07,32326.29167
AR,2015,M08,32320.83333
AR,2015,M09,32315.375
AR,2015,M10,32309.91667
AR,2015,M11,32304.45833
AR,2015,M12,32299
AR,2016,M01,32347.59167
AR,2016,M02,32396.18333
AR,2016,M03,32444.775
AR,2016,M04,32493.36667
AR,2016,M05,32541.95833
AR,2016,M06,32590.55
AR,2016,M07,32639.14167
AR,2016,M08,32687.73333
AR,2016,M09,32736.325
AR,2016,M10,32784.91667
AR,2016,M11,32833.50833
AR,2016,M12,32882.1
AR,2017,M01,32961.29167
AR,2017,M02,33040.48333
AR,2017,M03,33119.675
AR,2017,M04,33198.86667
AR,2017,M05,33278.05833
AR,2017,M06,33357.25
AR,2017,M07,33436.44167
AR,2017,M08,33515.63333
AR,2017,M09,33594.825
AR,2017,M10,33674.01667
AR,2017,M11,33753.20833
AR,2017,M12,33832.4
AR,2018,M01,33922.44167
AR,2018,M02,34012.48333
AR,2018,M03,34102.525
AR,2018,M04,34192.56667
AR,2018,M05,34282.60833
AR,2018,M06,34372.65
AR,2018,M07,34462.69167
AR,2018,M08,34552.73333
AR,2018,M09,34642.775
AR,2018,M10,34732.81667
AR,2018,M11,34822.85833
AR,2018,M12,34912.9
AR,2019,M01,34943.175
AR,2019,M02,34973.45
AR,2019,M03,35003.725
AR,2019,M04,35034
AR,2019,M05,35064.275
AR,2019,M06,35094.55
AR,2019,M07,35124.825
AR,2019,M08,35155.1
AR,2019,M09,35185.375
AR,2019,M10,35215.65
AR,2019,M11,35245.925
AR,2019,M12,35276.2
AR,2020,M01,35441.00833
AR,2020,M02,35605.81667
AR,2020,M03,35770.625
AR,2020,M04,35935.43333
AR,2020,M05,36100.24167
AR,2020,M06,36265.05
AR,2020,M07,36429.85833
AR,2020,M08,36594.66667
AR,2020,M09,36759.475
AR,2020,M10,36924.28333
AR,2020,M11,37089.09167
AR,2020,M12,37253.9
AR,2021,M01,37858.61667
AR,2021,M02,38463.33333
AR,2021,M03,39068.05
AR,2021,M04,39672.76667
AR,2021,M05,40277.48333
AR,2021,M06,40882.2
AR,2021,M07,41486.91667
AR,2021,M08,42091.63333
AR,2021,M09,42696.35
AR,2021,M10,43301.06667
AR,2021,M11,43905.78333
AR,2021,M12,44510.5
AR,2022,M01,NA
AR,2022,M02,NA
AR,2022,M03,NA
AR,2022,M04,NA
AR,2022,M05,NA
AR,2022,M06,NA
AR,2022,M07,NA
AR,2022,M08,NA
AR,2022,M09,NA
AR,2022,M10,NA
AR,2022,M11,NA
AR,2022,M12,NA
CA,2012,M01,402074.8
CA,2012,M02,403581.8
CA,2012,M03,405088.8
CA,2012,M04,406595.8
CA,2012,M05,408102.8
CA,2012,M06,409609.8
CA,2012,M07,411116.8
CA,2012,M08,412623.8
CA,2012,M09,414130.8
CA,2012,M10,415637.8
CA,2012,M11,417144.8
CA,2012,M12,418651.8
CA,2013,M01,419349.4333
CA,2013,M02,420047.0667
CA,2013,M03,420744.7
CA,2013,M04,421442.3333
CA,2013,M05,422139.9667
CA,2013,M06,422837.6
CA,2013,M07,423535.2333
CA,2013,M08,424232.8667
CA,2013,M09,424930.5
CA,2013,M10,425628.1333
CA,2013,M11,426325.7667
CA,2013,M12,427023.4
CA,2014,M01,428545.2667
CA,2014,M02,430067.1333
CA,2014,M03,431589
CA,2014,M04,433110.8667
CA,2014,M05,434632.7333
CA,2014,M06,436154.6
CA,2014,M07,437676.4667
CA,2014,M08,439198.3333
CA,2014,M09,440720.2
CA,2014,M10,442242.0667
CA,2014,M11,443763.9333
CA,2014,M12,445285.8
CA,2015,M01,446352.925
CA,2015,M02,447420.05
CA,2015,M03,448487.175
CA,2015,M04,449554.3
CA,2015,M05,450621.425
CA,2015,M06,451688.55
CA,2015,M07,452755.675
CA,2015,M08,453822.8
CA,2015,M09,454889.925
CA,2015,M10,455957.05
CA,2015,M11,457024.175
CA,2015,M12,458091.3
CA,2016,M01,458877.1583
CA,2016,M02,459663.0167
CA,2016,M03,460448.875
CA,2016,M04,461234.7333
CA,2016,M05,462020.5917
CA,2016,M06,462806.45
CA,2016,M07,463592.3083
CA,2016,M08,464378.1667
CA,2016,M09,465164.025
CA,2016,M10,465949.8833
CA,2016,M11,466735.7417
CA,2016,M12,467521.6
CA,2017,M01,469299.5583
CA,2017,M02,471077.5167
CA,2017,M03,472855.475
CA,2017,M04,474633.4333
CA,2017,M05,476411.3917
CA,2017,M06,478189.35
CA,2017,M07,479967.3083
CA,2017,M08,481745.2667
CA,2017,M09,483523.225
CA,2017,M10,485301.1833
CA,2017,M11,487079.1417
CA,2017,M12,488857.1
CA,2018,M01,490868.4333
CA,2018,M02,492879.7667
CA,2018,M03,494891.1
CA,2018,M04,496902.4333
CA,2018,M05,498913.7667
CA,2018,M06,500925.1
CA,2018,M07,502936.4333
CA,2018,M08,504947.7667
CA,2018,M09,506959.1
CA,2018,M10,508970.4333
CA,2018,M11,510981.7667
CA,2018,M12,512993.1
CA,2019,M01,514465.675
CA,2019,M02,515938.25
CA,2019,M03,517410.825
CA,2019,M04,518883.4
CA,2019,M05,520355.975
CA,2019,M06,521828.55
CA,2019,M07,523301.125
CA,2019,M08,524773.7
CA,2019,M09,526246.275
CA,2019,M10,527718.85
CA,2019,M11,529191.425
CA,2019,M12,530664
CA,2020,M01,532240.3583
CA,2020,M02,533816.7167
CA,2020,M03,535393.075
CA,2020,M04,536969.4333
CA,2020,M05,538545.7917
CA,2020,M06,540122.15
CA,2020,M07,541698.5083
CA,2020,M08,543274.8667
CA,2020,M09,544851.225
CA,2020,M10,546427.5833
CA,2020,M11,548003.9417
CA,2020,M12,549580.3
CA,2021,M01,557573.7083
CA,2021,M02,565567.1167
CA,2021,M03,573560.525
CA,2021,M04,581553.9333
CA,2021,M05,589547.3417
CA,2021,M06,597540.75
CA,2021,M07,605534.1583
CA,2021,M08,613527.5667
CA,2021,M09,621520.975
CA,2021,M10,629514.3833
CA,2021,M11,637507.7917
CA,2021,M12,645501.2
CA,2022,M01,NA
CA,2022,M02,NA
CA,2022,M03,NA
CA,2022,M04,NA
CA,2022,M05,NA
CA,2022,M06,NA
CA,2022,M07,NA
CA,2022,M08,NA
CA,2022,M09,NA
CA,2022,M10,NA
CA,2022,M11,NA
CA,2022,M12,NA
CO,2012,M01,59014.48333
CO,2012,M02,59189.56667
CO,2012,M03,59364.65
CO,2012,M04,59539.73333
CO,2012,M05,59714.81667
CO,2012,M06,59889.9
CO,2012,M07,60064.98333
CO,2012,M08,60240.06667
CO,2012,M09,60415.15
CO,2012,M10,60590.23333
CO,2012,M11,60765.31667
CO,2012,M12,60940.4
CO,2013,M01,61164.375
CO,2013,M02,61388.35
CO,2013,M03,61612.325
CO,2013,M04,61836.3
CO,2013,M05,62060.275
CO,2013,M06,62284.25
CO,2013,M07,62508.225
CO,2013,M08,62732.2
CO,2013,M09,62956.175
CO,2013,M10,63180.15
CO,2013,M11,63404.125
CO,2013,M12,63628.1
CO,2014,M01,63927.88333
CO,2014,M02,64227.66667
CO,2014,M03,64527.45
CO,2014,M04,64827.23333
CO,2014,M05,65127.01667
CO,2014,M06,65426.8
CO,2014,M07,65726.58333
CO,2014,M08,66026.36667
CO,2014,M09,66326.15
CO,2014,M10,66625.93333
CO,2014,M11,66925.71667
CO,2014,M12,67225.5
CO,2015,M01,67439.56667
CO,2015,M02,67653.63333
CO,2015,M03,67867.7
CO,2015,M04,68081.76667
CO,2015,M05,68295.83333
CO,2015,M06,68509.9
CO,2015,M07,68723.96667
CO,2015,M08,68938.03333
CO,2015,M09,69152.1
CO,2015,M10,69366.16667
CO,2015,M11,69580.23333
CO,2015,M12,69794.3
CO,2016,M01,70058.48333
CO,2016,M02,70322.66667
CO,2016,M03,70586.85
CO,2016,M04,70851.03333
CO,2016,M05,71115.21667
CO,2016,M06,71379.4
CO,2016,M07,71643.58333
CO,2016,M08,71907.76667
CO,2016,M09,72171.95
CO,2016,M10,72436.13333
CO,2016,M11,72700.31667
CO,2016,M12,72964.5
CO,2017,M01,73396.79167
CO,2017,M02,73829.08333
CO,2017,M03,74261.375
CO,2017,M04,74693.66667
CO,2017,M05,75125.95833
CO,2017,M06,75558.25
CO,2017,M07,75990.54167
CO,2017,M08,76422.83333
CO,2017,M09,76855.125
CO,2017,M10,77287.41667
CO,2017,M11,77719.70833
CO,2017,M12,78152
CO,2018,M01,78523.95833
CO,2018,M02,78895.91667
CO,2018,M03,79267.875
CO,2018,M04,79639.83333
CO,2018,M05,80011.79167
CO,2018,M06,80383.75
CO,2018,M07,80755.70833
CO,2018,M08,81127.66667
CO,2018,M09,81499.625
CO,2018,M10,81871.58333
CO,2018,M11,82243.54167
CO,2018,M12,82615.5
CO,2019,M01,82896.71667
CO,2019,M02,83177.93333
CO,2019,M03,83459.15
CO,2019,M04,83740.36667
CO,2019,M05,84021.58333
CO,2019,M06,84302.8
CO,2019,M07,84584.01667
CO,2019,M08,84865.23333
CO,2019,M09,85146.45
CO,2019,M10,85427.66667
CO,2019,M11,85708.88333
CO,2019,M12,85990.1
CO,2020,M01,86463.28333
CO,2020,M02,86936.46667
CO,2020,M03,87409.65
CO,2020,M04,87882.83333
CO,2020,M05,88356.01667
CO,2020,M06,88829.2
CO,2020,M07,89302.38333
CO,2020,M08,89775.56667
CO,2020,M09,90248.75
CO,2020,M10,90721.93333
CO,2020,M11,91195.11667
CO,2020,M12,91668.3
CO,2021,M01,92926.1
CO,2021,M02,94183.9
CO,2021,M03,95441.7
CO,2021,M04,96699.5
CO,2021,M05,97957.3
CO,2021,M06,99215.1
CO,2021,M07,100472.9
CO,2021,M08,101730.7
CO,2021,M09,102988.5
CO,2021,M10,104246.3
CO,2021,M11,105504.1
CO,2021,M12,106761.9
CO,2022,M01,NA
CO,2022,M02,NA
CO,2022,M03,NA
CO,2022,M04,NA
CO,2022,M05,NA
CO,2022,M06,NA
CO,2022,M07,NA
CO,2022,M08,NA
CO,2022,M09,NA
CO,2022,M10,NA
CO,2022,M11,NA
CO,2022,M12,NA
CT,2012,M01,46022.45833
CT,2012,M02,46091.11667
CT,2012,M03,46159.775
CT,2012,M04,46228.43333
CT,2012,M05,46297.09167
CT,2012,M06,46365.75
CT,2012,M07,46434.40833
CT,2012,M08,46503.06667
CT,2012,M09,46571.725
CT,2012,M10,46640.38333
CT,2012,M11,46709.04167
CT,2012,M12,46777.7
CT,2013,M01,46866.04167
CT,2013,M02,46954.38333
CT,2013,M03,47042.725
CT,2013,M04,47131.06667
CT,2013,M05,47219.40833
CT,2013,M06,47307.75
CT,2013,M07,47396.09167
CT,2013,M08,47484.43333
CT,2013,M09,47572.775
CT,2013,M10,47661.11667
CT,2013,M11,47749.45833
CT,2013,M12,47837.8
CT,2014,M01,47967.30833
CT,2014,M02,48096.81667
CT,2014,M03,48226.325
CT,2014,M04,48355.83333
CT,2014,M05,48485.34167
CT,2014,M06,48614.85
CT,2014,M07,48744.35833
CT,2014,M08,48873.86667
CT,2014,M09,49003.375
CT,2014,M10,49132.88333
CT,2014,M11,49262.39167
CT,2014,M12,49391.9
CT,2015,M01,49437.76667
CT,2015,M02,49483.63333
CT,2015,M03,49529.5
CT,2015,M04,49575.36667
CT,2015,M05,49621.23333
CT,2015,M06,49667.1
CT,2015,M07,49712.96667
CT,2015,M08,49758.83333
CT,2015,M09,49804.7
CT,2015,M10,49850.56667
CT,2015,M11,49896.43333
CT,2015,M12,49942.3
CT,2016,M01,49983
CT,2016,M02,50023.7
CT,2016,M03,50064.4
CT,2016,M04,50105.1
CT,2016,M05,50145.8
CT,2016,M06,50186.5
CT,2016,M07,50227.2
CT,2016,M08,50267.9
CT,2016,M09,50308.6
CT,2016,M10,50349.3
CT,2016,M11,50390
CT,2016,M12,50430.7
CT,2017,M01,50556.15833
CT,2017,M02,50681.61667
CT,2017,M03,50807.075
CT,2017,M04,50932.53333
CT,2017,M05,51057.99167
CT,2017,M06,51183.45
CT,2017,M07,51308.90833
CT,2017,M08,51434.36667
CT,2017,M09,51559.825
CT,2017,M10,51685.28333
CT,2017,M11,51810.74167
CT,2017,M12,51936.2
CT,2018,M01,52040.4
CT,2018,M02,52144.6
CT,2018,M03,52248.8
CT,2018,M04,52353
CT,2018,M05,52457.2
CT,2018,M06,52561.4
CT,2018,M07,52665.6
CT,2018,M08,52769.8
CT,2018,M09,52874
CT,2018,M10,52978.2
CT,2018,M11,53082.4
CT,2018,M12,53186.6
CT,2019,M01,53219.25833
CT,2019,M02,53251.91667
CT,2019,M03,53284.575
CT,2019,M04,53317.23333
CT,2019,M05,53349.89167
CT,2019,M06,53382.55
CT,2019,M07,53415.20833
CT,2019,M08,53447.86667
CT,2019,M09,53480.525
CT,2019,M10,53513.18333
CT,2019,M11,53545.84167
CT,2019,M12,53578.5
CT,2020,M01,53673.08333
CT,2020,M02,53767.66667
CT,2020,M03,53862.25
CT,2020,M04,53956.83333
CT,2020,M05,54051.41667
CT,2020,M06,54146
CT,2020,M07,54240.58333
CT,2020,M08,54335.16667
CT,2020,M09,54429.75
CT,2020,M10,54524.33333
CT,2020,M11,54618.91667
CT,2020,M12,54713.5
CT,2021,M01,55522.69167
CT,2021,M02,56331.88333
CT,2021,M03,57141.075
CT,2021,M04,57950.26667
CT,2021,M05,58759.45833
CT,2021,M06,59568.65
CT,2021,M07,60377.84167
CT,2021,M08,61187.03333
CT,2021,M09,61996.225
CT,2021,M10,62805.41667
CT,2021,M11,63614.60833
CT,2021,M12,64423.8
CT,2022,M01,NA
CT,2022,M02,NA
CT,2022,M03,NA
CT,2022,M04,NA
CT,2022,M05,NA
CT,2022,M06,NA
CT,2022,M07,NA
CT,2022,M08,NA
CT,2022,M09,NA
CT,2022,M10,NA
CT,2022,M11,NA
CT,2022,M12,NA
DE,2012,M01,11583.10833
DE,2012,M02,11604.61667
DE,2012,M03,11626.125
DE,2012,M04,11647.63333
DE,2012,M05,11669.14167
DE,2012,M06,11690.65
DE,2012,M07,11712.15833
DE,2012,M08,11733.66667
DE,2012,M09,11755.175
DE,2012,M10,11776.68333
DE,2012,M11,11798.19167
DE,2012,M12,11819.7
DE,2013,M01,11848.26667
DE,2013,M02,11876.83333
DE,2013,M03,11905.4
DE,2013,M04,11933.96667
DE,2013,M05,11962.53333
DE,2013,M06,11991.1
DE,2013,M07,12019.66667
DE,2013,M08,12048.23333
DE,2013,M09,12076.8
DE,2013,M10,12105.36667
DE,2013,M11,12133.93333
DE,2013,M12,12162.5
DE,2014,M01,12189.53333
DE,2014,M02,12216.56667
DE,2014,M03,12243.6
DE,2014,M04,12270.63333
DE,2014,M05,12297.66667
DE,2014,M06,12324.7
DE,2014,M07,12351.73333
DE,2014,M08,12378.76667
DE,2014,M09,12405.8
DE,2014,M10,12432.83333
DE,2014,M11,12459.86667
DE,2014,M12,12486.9
DE,2015,M01,12511.01667
DE,2015,M02,12535.13333
DE,2015,M03,12559.25
DE,2015,M04,12583.36667
DE,2015,M05,12607.48333
DE,2015,M06,12631.6
DE,2015,M07,12655.71667
DE,2015,M08,12679.83333
DE,2015,M09,12703.95
DE,2015,M10,12728.06667
DE,2015,M11,12752.18333
