Time,Global,Pandemic,Consumption,Employment,Inflation,Uncat,State
2012-02-01,-1.4925834112179235,-0.4131422112566331,-0.5054095585006735,0.014274931282449986,0.8270321228337448,-0.479546257115691,OK
2012-03-01,-1.4948535053572785,-0.4371842224459622,-0.3605463004261164,0.07627588661669989,0.4724854243578877,-0.4672721842423105,OK
2012-04-01,-1.496017502844993,-0.4392366023939802,-0.04260955378503268,-0.12230876659474946,0.1340677441811608,-0.39793336195750456,OK
2012-05-01,-1.4963380075818964,-0.4394581845326898,1.368906351994548,0.002163511772982993,-1.6411226894828235,-0.35560685466955594,OK
2012-06-01,-1.4964156502586943,-0.4394921656183682,1.0037257762258824,-0.10015757282423778,-1.1333402448649552,-0.3021099072929091,OK
2012-07-01,-1.4964366642260658,-0.43949704487034424,0.49343409643614505,-0.0434073222267493,-0.5850882332383638,-0.25162039658149465,OK
2012-08-01,-1.4964466444970057,-0.43949504301837167,-1.268470519562902,-0.013815680361984333,1.841509877145516,-0.19345511370994273,OK
2012-09-01,-1.4964479370990338,-0.43949591820516215,-1.0973177168967037,0.0871190198169583,1.4417619603464598,-0.1489350380409564,OK
2012-10-01,-1.4964454363916,-0.43949752927535757,-1.0663806846767052,-0.03261406668626713,0.8379040759390082,-0.10597697922745743,OK
2012-11-01,-1.4964478265287045,-0.43949619573697823,1.0614833338214278,-0.03236643376922991,-1.3398735523236505,-0.06206600585942693,OK
2012-12-01,-1.4964513833685749,-0.43949416269052555,0.7662302533839325,0.02588661137246286,-0.8114438195999786,0.0042501117172548545,OK
2013-01-01,-1.4964628766024295,-0.4394872261437908,-0.329201352613001,-0.009069419039927515,0.32875257536904984,0.052684104415203444,OK
2013-02-01,-1.49645605741975,-0.43949318280358307,-1.412578670702369,0.05722049284737317,1.8531697826916256,0.07457364137977296,OK
2013-03-01,-1.4964605603457213,-0.43948971323189046,1.4570951983284184,-0.03963907603225084,-1.9008684704524503,0.12414584920102761,OK
2013-04-01,-1.4964471553672831,-0.43949872165498005,1.1368725203322996,0.03042119860867308,-1.5600862997989542,0.20368020666006187,OK
2013-05-01,-1.4964546288260088,-0.43949193890248606,0.2872209469778374,0.01637465101141491,-0.43610116446666186,0.23304721640552087,OK
2013-06-01,-1.4964625686233877,-0.4394873928380105,-0.6046435760160493,-0.0018942970017573008,0.541666635809953,0.22890648844762151,OK
2013-07-01,-1.4964670346013498,-0.43948583196042634,-0.08282514336707575,-0.024467880705631648,0.19759863752153728,0.27923895051591774,OK
2013-08-01,-1.4964635411318314,-0.43948889423645615,-0.2605521176963323,0.011842092431562791,0.35915372671297413,0.2897960358225908,OK
2013-09-01,-1.496462568176545,-0.4394891891264163,0.4046383704838881,0.012994171296874218,-0.5375882691850736,0.3282676851253075,OK
2013-10-01,-1.4964486345294963,-0.43949793797351094,-0.3573369139113399,-0.12450984153900935,-0.14008373737510324,0.358265605002117,OK
2013-11-01,-1.4964559727152107,-0.43949118729624653,-0.28761301833013536,0.24898033382033855,0.2899244555690724,0.38059907810734694,OK
2013-12-01,-1.4964605618996547,-0.4394889506150369,-0.543831095360908,-0.17056039199748232,0.5875128182084233,0.38616299132669024,OK
2014-01-01,-1.4964631522607976,-0.43948837475934094,0.08440317160441495,0.07659574745399059,0.4899209854500796,0.4230722529400265,OK
2014-02-01,-1.496458603154425,-0.4394919302921933,0.8028326935797829,-0.0888408785149683,-0.248238310875302,0.44837606208477065,OK
2014-03-01,-1.4964562292025105,-0.43949244640473056,-0.05175390529749263,0.14575921021094485,0.3701379186063497,0.4555651459175138,OK
2014-04-01,-1.496456337408653,-0.439492003220299,-0.03636782280071118,0.012962757868591924,0.3568710086618157,0.5031862386325887,OK
2014-05-01,-1.4964513761487126,-0.43949534383693645,0.07726567396098018,0.06204595234351747,0.31930281907303937,0.5400209486510134,OK
2014-06-01,-1.4964572246776102,-0.4394908487396204,0.4165448115736497,0.09098867445412726,-0.02606068670350574,0.5579655352937662,OK
2014-07-01,-1.4964530013616781,-0.4394942097665855,0.18978101543725165,0.04697592516790436,-0.0012081739076125258,0.5640998909106887,OK
2014-08-01,-1.4964539403128982,-0.4394934248848458,1.137729775884258,-0.009801961486745649,-0.7843584091243004,0.5848374570928772,OK
2014-09-01,-1.496459923909657,-0.43948942711633326,0.9151039976740165,0.08640443555281398,-0.6719225149120398,0.5991724853103961,OK
2014-10-01,-1.4964505657282776,-0.43949649325558315,1.2057778029510777,0.09782299257640492,-0.8768870105450071,0.6350768947705555,OK
2014-11-01,-1.4964567925340095,-0.4394911668342904,1.5035366060976718,0.0010081990998925254,-1.530635836543273,0.6097548107774765,OK
2014-12-01,-1.4964520332514653,-0.439495041743137,1.95074486403981,0.10339131485192941,-2.060201973942279,0.5199190344169036,OK
2015-01-01,-1.4964558917574036,-0.4394926887783536,2.6799970094019896,0.028157029590431176,-3.8586680989900106,0.5576454087424948,OK
2015-02-01,-1.4964544800341866,-0.43949337922972054,-1.0264032302698585,0.0015601905816116954,0.35619944448380736,0.5434245349873479,OK
2015-03-01,-1.4964570888932607,-0.43949153824292597,-1.2220009838767956,-0.032208048122465534,0.5408790334654712,0.5159130937993924,OK
2015-04-01,-1.4964541564762017,-0.4394938653387978,-0.5688639981025132,0.057052219907879446,-0.2298543592398222,0.5598710975496359,OK
2015-05-01,-1.4964611370665555,-0.4394886517571225,-1.5258829053505882,0.11365512238593972,0.8531471895399805,0.5531538396325731,OK
2015-06-01,-1.4964619494103328,-0.4394891300237673,-1.2716628632342055,-0.04392899757423864,0.5977777785328716,0.5072886156000844,OK
