Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5
2012-03-01,444066.97749034944,105762.0,296211.15957286814,32407.905950769546,73096.4556073595,190706.82308116512,105504.36155812904,142036.0,133744.0,100.4235391,99.595,99.735
2012-04-01,443159.4670191387,100120.0,296729.7845780015,32536.966201376545,73272.1847275349,190920.66702714935,105809.15092891175,141899.0,133827.0,100.5903214,99.746,99.866
2012-05-01,443331.6625565561,97852.0,297971.142343498,32745.26167705886,73626.37087234597,191599.55156351323,106371.63254940452,142206.0,133935.0,100.3822825,99.847,99.754
2012-06-01,443228.45623044216,96600.0,299029.22651047097,32933.533258445,73935.34863195058,192160.3947685148,106868.88189039558,142391.0,134007.0,100.2993302,99.95,99.704
2012-07-01,445088.32965710846,99070.0,299829.6236882565,33093.43459661791,74180.61961098858,192555.6279660447,107274.05420760678,142292.0,134153.0,100.3282977,100.053,99.74
2012-08-01,445611.4913814639,98103.0,299731.2349071526,33153.86793238401,74203.34748938296,192374.08610209043,107357.21542176668,142291.0,134330.0,100.9111577,100.116,100.075
2012-09-01,446268.9407146913,90397.0,299726.038314787,33224.15545084131,74248.84687036133,192253.11071040755,107473.00232120264,143044.0,134512.0,101.3926317,100.24,100.379
2012-10-01,444833.4442491005,95926.0,299738.73542782065,33296.0027281968,74298.49916068217,192144.3163119014,107594.50188887928,143431.0,134671.0,101.6660668,100.482,100.677
2012-11-01,445019.4647927453,93551.0,300841.80673034524,33488.81147147204,74618.32440437734,192734.7619662923,108107.13587584908,143333.0,134834.0,101.4953345,100.591,100.609
2012-12-01,444975.5947232909,99712.0,301790.28361814446,33664.469694710366,74899.84392552165,193226.06940840813,108564.31362023205,143330.0,135075.0,101.4830453,100.664,100.593
2013-01-01,446511.22333898913,106877.0,302043.79036978976,33784.036300978005,74970.72208386667,193289.1312040908,108754.75011658248,143292.0,135265.0,101.6840618,100.871,100.787
2013-02-01,447265.84022038535,104490.0,301773.3500731543,33844.49101717476,74911.50632027096,193017.45159291883,108755.980861244,143362.0,135544.0,102.2361988,100.992,101.156
2013-03-01,450241.2321946488,93659.0,303003.1032537145,34072.98338002238,75224.67655880345,193705.542302248,109297.635191986,143316.0,135689.0,101.9487188,101.085,101.023
2013-04-01,451341.2717282186,87396.0,304073.34759866854,34283.72827178108,75498.26306334868,194291.4553283672,109781.95831352036,143635.0,135876.0,101.735852,101.163,100.944
2013-05-01,451793.5517935521,86195.0,304707.231957232,34445.28594528591,75663.50691350688,194598.53809853777,110108.7516087516,143882.0,136091.0,101.7779865,101.272,101.01
2013-06-01,451566.1674635477,86137.0,304881.80147785204,34554.668668747785,75714.67380566642,194612.55779033471,110269.29308096576,143999.0,136269.0,102.0202597,101.438,101.228
2013-07-01,453666.4890713076,100095.0,305332.5226434083,34695.04574724896,75834.393972282,194803.181587966,110529.38216547942,144264.0,136391.0,102.2199594,101.567,101.354
2013-08-01,455626.9004695764,77819.0,305691.7545069451,34824.77916789804,75931.36965159423,194935.70419991427,110756.08314451778,144326.0,136635.0,102.4639882,101.685,101.51
2013-09-01,458103.98818316095,75462.0,306399.48301329394,34994.04234367306,76114.89414081733,195290.64500246185,111108.86262924668,144418.0,136819.0,102.5026115,101.799,101.55
2013-10-01,459527.5030639065,73525.0,306708.13589980535,35117.54258338088,76199.26531789258,195391.42630568316,111316.7259786477,143537.0,137039.0,102.557474,102.015,101.722
2013-11-01,461005.0287426831,68678.0,307054.92191870906,35245.122577647744,76293.08539701544,195516.81209777383,111538.11800041224,144479.0,137314.0,102.7466402,102.194,101.881
2013-12-01,462278.6136906861,68540.0,307268.13212648407,35357.05889267662,76353.68911876493,195557.4820735865,111710.65005289762,144778.0,137368.0,103.0183197,102.333,102.084
2014-01-01,462673.3021764211,69937.0,307809.3040536577,35469.82244470951,76429.87739298774,195909.6938409697,111899.61021268796,145150.0,137552.0,103.2680542,102.426,102.278
2014-02-01,463672.82925208623,66467.0,308752.17416795326,35628.74982899803,76605.9528229983,196517.552945468,112234.62122248532,145134.0,137707.0,103.3817294,102.489,102.338
2014-03-01,464014.1209053763,59691.0,309256.0194259969,35736.8859892923,76673.24927103751,196845.95730571565,112410.06212028125,145648.0,137986.0,103.5928407,102.684,102.543
2014-04-01,464214.1480601896,53586.0,309775.9436257811,35846.683926729085,76744.7587160071,197184.56587049796,112591.37775528312,145667.0,138298.0,103.7859569,102.879,102.742
2014-05-01,464512.6750162749,50387.0,310360.1861658197,35963.74333213498,76832.41189673431,197564.08761582695,112796.0985499927,145825.0,138501.0,103.9834622,103.061,102.919
2014-06-01,465085.35934391234,47951.0,311126.5104090843,36101.761537341685,76965.30305236086,198059.49434658128,113067.01606250304,146247.0,138833.0,104.1208381,103.18,103.035
2014-07-01,466945.3112381694,49084.0,311773.2338404884,36225.772846206026,77068.75666246729,198478.74471040507,113294.48913008333,146399.0,139076.0,104.2380246,103.369,103.19
2014-08-01,469563.0163053132,47903.0,312926.71816393186,36408.59881562751,77297.55662599222,199220.5950292536,113706.12313467826,146530.0,139258.0,104.2213464,103.408,103.177
