Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,CPI,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr
2012-03-01,0.5171761895641209,0.20921916903105445,0.47417347147180633,0.39781676127250293,0.21549753776817096,0.5871581770309879,0.2980032217417882,0.818221718298526,0.8269867219586109,0.4302109789922408,0.5172690763052178,0.4319066147859912,0.015503875968992246,0.03036876355748373,0.040169133192389,0.24401913875598089,0.5452261306532663,0.8118811881188118,0.7750057556542047,0.7180297252561906,0.951864226086791,1.0,0.46590909090909083,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.4898555265684134,0.0343915343915344,0.0,0.0,0.0,0.0
2012-04-01,0.4647304830899973,0.1728788526565354,0.5149669433228432,0.4189602405989797,0.2580850906445719,0.6222523857341766,0.3370839039528339,0.8067005595991368,0.821284740220902,0.41367091940953865,0.5028112449799159,0.39911061700945016,0.01808785529715762,0.03036876355748373,0.03805496828752642,0.21291866028708137,0.5150753768844221,0.7871287128712872,0.7744446828339226,0.721383102026662,0.951864226086791,0.9985895627644569,0.46590909090909083,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.46901243133422943,0.03703703703703705,0.0,0.0,0.0,0.0
2012-05-01,0.5101673458473633,0.20521590423257802,0.685489570856321,0.5069231905462113,0.43413024978225145,0.7695850524377715,0.49895478054432,0.8229399070992283,0.8222815901750469,0.26953588374852383,0.4626506024096368,0.2640355753196258,0.01808785529715762,0.03253796095444685,0.040169133192389,0.18181818181818185,0.4522613065326633,0.7252475247524752,0.775761932948743,0.7247167836560904,0.951864226086791,0.9985895627644569,0.46590909090909083,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.2832134236445018,0.04232804232804233,0.0,0.0,0.0,0.0
2012-06-01,0.49860545604383516,0.23253915814839285,0.6423071069201265,0.4846223880370809,0.38942959172438657,0.7323134913978857,0.45787292023776743,0.8184777440474013,0.8208461262410782,0.3176371158872454,0.4642570281124557,0.29849916620344075,0.012919896640826873,0.03253796095444685,0.040169133192389,0.16985645933014354,0.40703517587939697,0.6683168316831684,0.7765905934626622,0.7280307700415113,0.951864226086791,0.997179125528914,0.46590909090909083,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.3450898129961927,0.04232804232804233,0.0,0.0,0.0,0.0
2012-07-01,0.19389547999209245,0.23156749193517043,0.5814052623478038,0.45325058839918236,0.32676260062439466,0.6796274694580127,0.40021741926524945,0.80809041366446,0.8237968021053471,0.3606751413889343,0.4642570281124443,0.3463035019455266,0.01808785529715762,0.03253796095444685,0.040169133192389,0.14832535885167467,0.3844221105527638,0.6410891089108911,0.7652418533987738,0.7161300913669013,0.951864226086791,0.997179125528914,0.46590909090909083,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.40712714074421674,0.04232804232804233,0.0,0.0,0.0,0.0
2012-08-01,0.13986085354524602,0.22282249601616852,0.36854162882403285,0.34378996813617807,0.10862333639225752,0.4951931463619238,0.19937500658384694,0.8116747741487144,0.8250328960484868,0.5736708717261573,0.43212851405622554,0.5125069483046181,0.02325581395348837,0.03036876355748373,0.03805496828752642,0.16985645933014354,0.42211055276381904,0.6856435643564356,0.7515807872580424,0.704217439987211,0.951864226086791,0.997179125528914,0.46590909090909083,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.6544999908956352,0.0343915343915344,0.0,0.0,0.0,0.0
2012-09-01,0.1475764056350215,0.22251156282793735,0.39021694964618825,0.3551048496030438,0.13163071630014067,0.5137187722124206,0.22042612114798804,0.839252404813284,0.8252322660393158,0.5346835499697278,0.48112449799196316,0.49527515286270263,0.020671834625322995,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.43216080402010043,0.7128712871287128,0.7381709633160792,0.6922928160054046,0.951864226086791,0.997179125528914,0.45454545454545453,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.6120910821344223,0.03703703703703705,0.0,0.0,0.0,0.0
2012-10-01,0.7455797942624531,0.23588168992187802,0.39409242242681825,0.35725227446596997,0.13632994311087288,0.5168433621846643,0.22463193294126294,0.8258659156578033,0.8243151640815025,0.45468355458425286,0.5759036144578348,0.4919399666481389,0.02842377260981912,0.03253796095444685,0.03805496828752642,0.16985645933014354,0.4396984924623115,0.7178217821782178,0.7498084945593848,0.7076766405201566,0.951864226086791,0.997179125528914,0.45454545454545453,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.5090766294747028,0.04232804232804233,0.0,0.0,0.0,0.0
2012-11-01,0.8106005028909538,0.2529830152745929,0.6525811392253736,0.49006785718425794,0.40072231353265264,0.7409704179173708,0.468143376308683,0.8081269887714422,0.8244746600741657,0.28388189224908494,0.4690763052208783,0.2884936075597495,0.031007751937984492,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.414572864321608,0.693069306930693,0.7642087719569162,0.7231941246159435,0.951864226086791,0.9957686882933708,0.4431818181818182,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.30472564197226726,0.04232804232804233,0.0,0.0,0.0,0.0
2012-12-01,0.8013799722484098,0.28123906875510124,0.6159319245885033,0.47123708643035234,0.3632368835243159,0.7091928275986559,0.4336182982137877,0.81160162393475,0.8275848319310978,0.3448101478246569,0.440160642570286,0.31739855475264594,0.010335917312661497,0.02603036876355748,0.03382663847780126,0.1674641148325359,0.43216080402010043,0.7128712871287128,0.7782877005567974,0.73884526839573,0.951864226086791,0.9943582510578278,0.4431818181818182,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.38644503043538864,0.04232804232804233,0.0,0.0,0.0,0.0
