Time,Factor_Global,Factor_Pandemic,Factor_Cases1,Factor_Cases2,Factor_Cases3,Factor_Cases4,Factor_Cases5,Factor_Hosp1,Factor_Hosp2,Factor_Deaths1,Factor_Deaths2,Factor_Deaths3,Factor_Deaths4,Factor_Deaths5,State,Time.1
2016-09-01,1.6310289061904442,1.4600452056280535,1518415.7620391182,163620.0,969743.4842905648,117150.7340634116,218444.4550714935,634148.2951556597,335595.18913490506,151761.0,144961.0,105.8523012,106.579,104.555,TX,2016-09-01
2016-10-01,1.9109382773605,1.6130701864005268,1521499.277893354,155227.0,970411.6644080984,117201.97990825778,218268.72546587043,634940.9590339673,335470.7053741273,151793.0,145069.0,106.10028,106.737,104.786,TX,2016-10-01
2016-11-01,0.2472237777645367,1.917474803811359,1527347.0958222866,157889.0,972846.2722352564,117466.64313560852,218491.1504143371,636888.4786853138,335957.79354994657,151954.0,145189.0,106.2253667,106.789,104.826,TX,2016-11-01
2016-12-01,1.6988046147832012,1.4733798874266908,1530985.935610425,152287.0,973876.7056762236,117561.8233238428,218398.92588818952,637915.9564641914,335960.7492120324,152157.0,145408.0,106.493535,106.929,105.017,TX,2016-12-01
2017-01-01,2.185951248414915,0.3691524922020268,1534995.6360048575,160973.0,974251.2506957063,117631.05425268198,218437.6739273424,638182.5146098969,336068.7281800243,152152.0,145639.0,106.9240965,107.205,105.408,TX,2017-01-01
2017-02-01,0.0864985915873328,0.9078677530718632,1542314.009661836,152102.0,976737.1570206216,117955.08509361849,218950.0489406716,639832.007199015,336905.1340342901,152480.0,145845.0,107.09439,107.414,105.57,TX,2017-02-01
2017-03-01,-1.7814562812454102,1.1990271122923333,1552841.0038668588,149259.0,981257.1792781864,118524.74126165744,219918.44529532184,642813.9690272196,338443.18655697926,153065.0,145975.0,107.0443553,107.364,105.512,TX,2017-03-01
2017-04-01,1.0316499745708434,0.3120955732163212,1553978.0350027708,144178.0,983078.6931961436,118768.40923992568,220282.12790639,644028.12452716,339050.5371463156,153255.0,146172.0,107.1764644,107.62,105.744,TX,2017-04-01
2017-05-01,-1.319343236674639,0.833476520510177,1558964.2494529297,140558.0,987333.174098672,119305.96546657302,221191.05952538643,646836.1096921883,340497.02499195945,153069.0,146389.0,107.0935122,107.719,105.714,TX,2017-05-01
2017-06-01,0.0107157007320928,0.3524055374309646,1562017.105325332,150652.0,990362.4722392856,119695.45905589944,221825.5445825261,648841.4213485802,341521.0036384256,153318.0,146588.0,107.1632974,107.876,105.815,TX,2017-06-01
2017-07-01,-0.6450922674566479,0.4862260418227175,1569603.9379452392,152196.0,994080.5241145575,120168.1673311795,222614.352840397,651297.9488293873,342782.5201715765,153569.0,146772.0,107.1984094,107.941,105.842,TX,2017-07-01
2017-08-01,1.41605022926085,-0.0007078580927362,1573856.899135664,146004.0,995689.9764043528,120385.91927208488,222931.07619415704,652372.9181001574,343316.9954662419,153503.0,146907.0,107.610976,108.074,106.093,TX,2017-08-01
2017-09-01,2.3717927535751304,0.2756379856338325,1575911.3915729967,156397.0,995915.1712351276,120436.1636194608,222938.1356170944,652540.8015700857,343374.2992365552,154286.0,146999.0,108.1604796,108.215,106.491,TX,2017-09-01
2017-10-01,0.0890615818431093,0.9170584734894978,1587733.790913407,128471.0,998389.733828417,120758.30457830153,223448.94731578,654182.4037956643,344207.25189408154,153609.0,147147.0,108.2443097,108.499,106.648,TX,2017-10-01
2017-11-01,0.371155471773702,0.7354871244164922,1599221.9673921554,134057.0,1000669.6388173836,121056.829705905,223916.3273266249,655696.3959747251,344973.1570325299,153805.0,147377.0,108.5331063,108.582,106.825,TX,2017-11-01
2017-12-01,0.2520702311765935,0.6673081344260297,1611003.3651149746,139363.0,1003148.2520097214,121379.3232379884,224428.3043559544,657340.5309403626,345807.62759394274,153904.0,147521.0,108.7617735,108.742,106.98,TX,2017-12-01
2018-01-01,2.026681976908737,-0.1001028632347744,1618516.793651385,144305.0,1003583.6003427656,121558.20184671204,224555.4215333796,657469.8915817514,346113.62338009075,154425.0,147670.0,109.1734623,109.08,107.362,TX,2018-01-01
2018-02-01,0.8383019963855899,0.3177512084003914,1627774.773519164,129724.0,1005125.993031359,121870.41424699932,224930.06581494355,658325.4355400697,346800.4800619438,155197.0,148058.0,109.4789372,109.311,107.625,TX,2018-02-01
2018-03-01,-0.1771179893502608,0.5697441766256701,1638673.5574380432,128998.0,1007697.6302921772,122306.93932842813,225534.9239633688,659855.6974122493,347841.86329179694,155214.0,148281.0,109.541261,109.562,107.777,TX,2018-03-01
2018-04-01,0.4773810028213286,0.2819404063347735,1646646.6644441977,123584.0,1009710.060377079,122675.17378474184,226014.52630539227,661020.2985516909,348689.7000901332,155312.0,148426.0,109.7892399,109.75,107.988,TX,2018-04-01
2018-05-01,0.4869621563065573,0.2096063350848469,1654680.4321906222,118901.0,1011770.7476454114,123048.79551665355,226504.81854956696,662217.0796631945,349553.61406622146,155652.0,148755.0,110.067064,109.956,108.193,TX,2018-05-01
2018-06-01,-0.3249864967000557,0.5016485919503456,1663927.1767127968,122981.0,1014581.7830996058,123513.29892814608,227163.00303738104,663905.4349732728,350676.3019655271,155762.0,148966.0,110.2158513,110.073,108.317,TX,2018-06-01
2018-07-01,-0.4580522927913995,0.4320963897151312,1669577.06509742,128779.0,1017611.6061134324,124004.18446061686,227870.11415798904,665737.2690629698,351874.298618605,156146.0,149022.0,110.305826,110.219,108.417,TX,2018-07-01
2018-08-01,-0.5498667905768055,0.405009747628636,1675448.1330605242,118758.0,1020776.9442037937,124511.3761343874,228607.5218275544,667658.0155204514,353118.89796194265,155504.0,149272.0,110.4927976,110.246,108.502,TX,2018-08-01
2018-09-01,0.8307099964851681,0.1029035431744606,1678975.2432452317,107079.0,1022515.4269896448,124844.16671264874,229025.29474516728,668645.9425407861,353869.46145781607,156015.0,149361.0,110.707859,110.476,108.738,TX,2018-09-01
2018-10-01,0.3455267875392138,0.2602710762534004,1679875.4177224487,100291.0,1024716.545481253,125232.97589756805,229546.57987832525,669936.9744041717,354779.5557758924,156391.0,149526.0,110.9812941,110.626,108.924,TX,2018-10-01
2018-11-01,-0.985330905647051,0.6185769710003622,1682947.3519991925,103714.0,1028238.9257495252,125783.0055642733,230363.78083063345,672092.1317071827,356146.78639490774,156721.0,149622.0,110.8913194,110.831,108.969,TX,2018-11-01
2018-12-01,-0.9654043203817106,0.3229624913566039,1686372.544522025,112814.0,1031976.126469158,126359.2406712481,231229.09231037425,674387.7934875357,357588.3329816223,156817.0,149805.0,110.844796,111.009,108.991,TX,2018-12-01
2019-01-01,-0.1508977626479277,1.5179457946160653,1685394.135153904,128619.0,1035491.311622333,126579.37760567183,231773.1570270176,677138.77698964,358352.5346326904,156529.0,150114.0,110.809245,111.134,108.977,TX,2019-01-01
2019-02-01,1.545578105521326,1.1310328776759695,1681591.2936189414,117634.0,1037265.3448897164,126586.97219015536,231927.84588227412,678750.5268172906,358514.81807242864,156908.0,150092.0,111.1011139,111.207,109.146,TX,2019-02-01
2019-03-01,2.5363992821519195,1.149093539558136,1675837.9247644893,117749.0,1037818.6818709282,126446.48355765102,231810.6228813172,679561.5754319599,358257.1064389682,156755.0,150320.0,111.6005829,111.35,109.443,TX,2019-03-01
2019-04-01,2.666067382003884,1.4137416112466543,1675656.4948077973,109512.0,1037990.6783263526,126260.73358838858,231609.61316572508,680120.3315722353,357870.3467541145,156683.0,150563.0,111.9912044,111.65,109.78,TX,2019-04-01
2019-05-01,0.1676270914458437,2.1103909099439986,1679456.8344013982,112718.0,1040628.1253034244,126375.65692057511,231959.62593455703,682292.8424482959,358335.28285513126,156814.0,150630.0,112.0623063,111.773,109.856,TX,2019-05-01
2019-06-01,0.4636031464841432,1.7020319966867328,1683205.9853549823,126919.0,1043233.4561331696,126486.96957292946,232302.81529995,684443.6712602902,358789.7848728794,157164.0,150797.0,112.0781068,112.0,109.935,TX,2019-06-01
2019-07-01,1.3322779212816145,1.336673030867381,1687361.466867704,127897.0,1045075.0873496012,126506.1296104538,232476.4595103576,686092.4982287863,358982.5891208122,157525.0,150879.0,112.3146742,112.157,110.094,TX,2019-07-01
2019-08-01,0.2802904876000813,1.5028327305393865,1693363.3881766151,123896.0,1048061.6290754094,126664.24532984688,232905.21071683703,688492.173028729,359569.456046683,157782.0,151111.0,112.4371275,112.27,110.132,TX,2019-08-01
2019-09-01,0.6866617735607012,1.3288106931152914,1698790.639433067,115545.0,1050693.2409012134,126779.6737049371,233255.3286088906,690658.2385873856,360035.0023138277,158302.0,151318.0,112.6201491,112.339,110.207,TX,2019-09-01
2019-10-01,1.8862214363833651,1.1808777264678452,1698951.516743187,113390.0,1051976.2790964474,126732.9119235422,233306.67825845428,691936.6889144471,360039.5901819974,158474.0,151447.0,112.9313296,112.496,110.423,TX,2019-10-01
2019-11-01,0.2779787952894922,1.6094102561126002,1701726.5175448952,120317.0,1054875.1535121438,126881.28947185817,233716.9401974011,694276.9238428881,360598.2296692584,158642.0,151662.0,113.1433186,112.524,110.469,TX,2019-11-01
2019-12-01,2.1509148798540005,1.3825189779858331,1701097.475075856,134268.0,1055660.58011848,126776.02586331454,233659.60482589217,695224.9494292731,360435.6306892067,158834.0,151764.0,113.3517964,112.772,110.736,TX,2019-12-01
2020-01-01,0.7088810710033968,-0.4505939674100605,1682048.5710508637,132435.0,1054219.8241154728,127327.60822276732,234072.6477622341,692819.5681304686,361400.2559850015,158543.0,152098.0,113.5356958,113.008,110.944,TX,2020-01-01
2020-02-01,-0.1577492962603628,-0.0950599943834683,1664298.7605413974,126858.0,1053561.702830044,127971.53446775276,234657.2581855289,690932.910176765,362628.7926532817,158749.0,152371.0,113.6783385,113.206,111.07,TX,2020-02-01
2020-03-01,-3.962974544997275,1.2513945714350143,1652116.2383599223,126549.0,1056439.3317331986,129045.71663177652,236030.1694578792,691363.445643543,365075.88608965575,155451.0,150944.0,113.3087842,113.143,110.824,TX,2020-03-01
2020-04-01,-10.909421566372195,7.574545625072292,1612892.6464496225,954490.0,1062606.626329336,130527.19746243733,238143.57550852533,693935.8533583707,368670.7729709626,133258.0,130430.0,112.3998209,112.668,110.237,TX,2020-04-01
2020-05-01,-2.3961791614448598,3.1609676909118494,1563226.7662259568,1253530.0,1062030.9446352434,131183.48240041776,238748.91635629936,692098.545878529,369932.3987567171,137128.0,133055.0,112.3339858,112.819,110.353,TX,2020-05-01
2020-06-01,1.8827247174236883,0.0771631591764162,1509879.1829953229,1190721.0,1058801.5368500897,131508.63236595452,238754.3116681415,688538.5928159934,370262.9440340961,142276.0,137620.0,112.8927063,113.051,110.746,TX,2020-06-01
2020-07-01,1.8957871193624736,-0.7483612535843589,1550268.8946509203,1297410.0,1056231.7160640575,131911.0051738215,238903.6915994427,685417.0192907907,370814.6967732642,143779.0,139064.0,113.4746886,113.425,111.072,TX,2020-07-01
2020-08-01,2.3303482335295183,-1.2388399741694651,1590236.631332032,1075287.0,1053553.98778696,132295.5842181948,239024.3034051099,682234.100163658,371319.88762330473,147201.0,140799.0,113.9298286,113.782,111.411,TX,2020-08-01
2020-09-01,0.9358338892678324,-0.7734903145848309,1631962.5850035388,930935.0,1052182.4294661016,132840.68612079238,239437.72230833324,679904.021036976,372278.4084291256,147625.0,141760.0,114.197558,113.979,111.613,TX,2020-09-01
2020-10-01,-0.3867023159577956,-0.7747641467218531,1645885.5510174837,593304.0,1052387.6080777713,133583.3303477599,240208.4079726757,678595.869757333,373791.7383204357,149854.0,142479.0,114.2686599,114.017,111.648,TX,2020-10-01
2020-11-01,-0.4456012751606515,-0.8872344444785674,1660052.4779252412,450660.0,1052752.9044949494,134345.9587818432,241015.2971062517,677391.648606857,375361.2558880949,149928.0,142743.0,114.4306142,114.048,111.666,TX,2020-11-01
2020-12-01,3.307150640765161,-0.907250278866902,1667258.2255907266,422795.0,1048742.2202407487,134546.94605439142,240817.1199286669,673378.1542576904,375364.0659830584,149961.0,142475.0,114.8006074,114.422,112.15,TX,2020-12-01
2021-01-01,-4.48218322957772,-5.474452200652085,1687366.4170730307,333715.0,1057113.5295737367,137126.40155855415,242774.58260424127,677212.5454109412,379900.9841627955,149871.0,142969.0,115.0797482,114.782,112.583,TX,2021-01-01
2021-02-01,-4.6816129501430845,-5.7163912016399925,1708151.810506874,318371.0,1065939.4392755022,139754.1039237728,244836.19715359007,681349.1381981393,384590.30107736296,150205.0,143544.0,115.5827284,114.975,112.961,TX,2021-02-01
2021-03-01,-1.8488228447073236,-6.258535199747064,1724340.85468882,288097.0,1071935.3483173754,141997.19269219937,246247.46990284423,683690.6857223317,388244.66259504366,150751.0,144328.0,116.3209593,115.457,113.632,TX,2021-03-01
2021-04-01,-2.269829753508345,-6.274929481015458,1740878.2833499624,261978.0,1078474.1504578162,144296.00191413276,247783.0786019827,686395.0699417007,392079.0805161155,151171.0,144614.0,117.0666515,116.186,114.238,TX,2021-04-01
2021-05-01,-2.504792829415396,-6.085164457652917,1757623.79629388,206411.0,1085180.1748839477,146602.4641682413,249356.7629631568,689220.9477525497,395959.2271313981,151482.0,145096.0,117.8882735,116.787,114.819,TX,2021-05-01
2021-06-01,-1.930408554013764,-6.08672217034465,1773309.428536784,188205.0,1091270.2021514317,148810.90959483103,250788.5551455941,691670.7374110066,399599.4647404251,151684.0,145789.0,118.9223234,117.349,115.458,TX,2021-06-01
2021-07-01,-3.3808996547765577,-5.1464099211902,1786030.6703682598,191153.0,1098343.31298605,151139.54845125013,252445.9489363656,694757.8155984343,403585.4973876157,152782.0,146558.0,119.4617323,117.811,115.986,TX,2021-07-01
2021-08-01,-3.9296728932516793,-5.0690833903869805,1799717.8615185583,176159.0,1106016.797774037,153539.32648597867,254241.065805595,698236.4054824638,407780.3922915736,153211.0,147221.0,119.860254,118.199,116.444,TX,2021-08-01
2021-09-01,-4.479620333988459,-5.31050434510168,1814757.0371892336,148648.0,1114526.3380932813,156045.77597424836,256228.14790082868,702252.4142182042,412273.92387507705,153867.0,147778.0,120.3527006,118.446,116.808,TX,2021-09-01
2021-10-01,-1.1890403149341449,-6.248103352885481,1833778.6044030592,128141.0,1120048.3916274398,158122.3594571515,257528.13978101025,704397.892389278,415650.4992381617,154395.0,148559.0,121.3955285,118.929,117.479,TX,2021-10-01
2021-11-01,-1.0743153836730897,-5.649538373599544,1851800.4512126315,117842.0,1125031.620135364,160107.60011280287,258703.88465877072,706220.1353637902,418811.4847715736,155535.0,149173.0,122.2443623,119.543,118.2,TX,2021-11-01
2021-12-01,-1.8852217447794997,-5.315003296737141,1870862.3286576185,100976.0,1130715.0730808391,162177.86790754032,260040.3059550156,708496.8992182834,422218.1738625559,156081.0,149742.0,122.9474811,120.193,118.841,TX,2021-12-01
2022-01-01,0.8965545912007862,-1.4528522530249406,1882888.28064184,111696.0,1133851.187337301,162224.13345721483,261150.5634655576,710476.4904145284,423374.6969227725,157122.0,150106.0,123.7405746,120.761,119.469,TX,2022-01-01
2022-02-01,1.6717625073899076,-1.5487408303506955,1893511.374794056,103840.0,1136188.195842833,162160.54519129955,262072.4536382141,711955.1970133194,424232.9988295137,157590.0,151010.0,124.7276622,121.205,120.178,TX,2022-02-01
2022-03-01,5.346834757030235,-1.5808762190267258,1897198.6712935104,95907.0,1134425.0583163674,161517.83285663652,262042.7625885049,710864.462871226,423560.5954451414,158328.0,151424.0,126.2752258,121.651,121.321,TX,2022-03-01
2022-04-01,-3.0734329211152582,-0.2242843103592249,1919344.4277178664,95877.0,1141090.1343336375,162079.58013540303,263955.61697775393,715054.9372204808,426035.19711315696,157982.0,151678.0,126.6943759,122.03,121.563,TX,2022-04-01
2022-05-01,2.162296939865147,-1.83350366736348,1933544.5080403355,94290.0,1143083.3810302536,161980.82583810305,264784.81875170325,716317.7364404474,426765.6445898063,158299.0,152042.0,127.9281256,122.488,122.3,TX,2022-05-01
2022-06-01,6.182593871459166,-1.950555884860107,1940084.5261998835,98975.0,1140649.1272103116,161260.6872206749,264582.6316471274,714805.8083425092,425843.3188678023,158057.0,152412.0,129.6196487,123.258,123.512,TX,2022-06-01
2022-07-01,-6.544877460101752,0.7170005478399748,1953454.62207347,106936.0,1150502.949828602,162281.13325283435,267227.53929728194,720994.2772784857,429508.6725501163,158272.0,152980.0,129.5946314,123.352,123.397,TX,2022-07-01
2022-08-01,-1.3138225678325308,-1.5671497449903045,1959759.7956808484,103650.0,1156192.3735936894,162714.8260700892,268904.5594637697,724572.9880598305,431619.38553385896,158694.0,153332.0,129.7478077,124.031,123.728,TX,2022-08-01
2022-09-01,-0.1203457379672308,-2.1284015365155224,1964526.9584548224,97745.0,1160962.4136153487,163021.3686228394,270365.59434251016,727575.4506499993,433386.9629653496,158850.0,153682.0,130.2485933,124.607,124.154,TX,2022-09-01
2022-10-01,-0.0007224865508907,-1.7237860128739668,1965835.600170113,95665.0,1165297.617614726,163269.46069345146,271722.84944726655,730305.307474008,434992.31014071807,158593.0,154006.0,130.8196031,124.987,124.623,TX,2022-10-01
2022-11-01,-3.208258108650138,-1.2291373401688048,1972622.170204579,101613.0,1172863.1637593792,163971.8543577246,273831.7140169732,735059.5953846814,437803.56837469776,158527.0,154296.0,130.9455675,125.258,124.744,TX,2022-11-01
2022-12-01,-3.145970892545046,-2.012148849009993,1980283.7135142493,,1180943.6819460136,164746.77306924982,276060.3001386118,740136.608738152,440807.0732078617,159244.0,154535.0,,125.727,124.809,TX,2022-12-01
2012-03-01,-1.1178134439572271,-1.0011710660699105,295976.4375595328,77282.0,201848.4233218028,22726.87622198827,43088.33408532612,136033.2130144884,65815.23537374042,142036.0,133744.0,100.4235391,99.595,99.735,MN,2012-03-01
2012-04-01,-0.2661206662857202,-0.7150824368583326,296195.70224100293,59227.0,202068.27148378827,22749.684577333628,43109.43330729848,136209.1535991559,65859.151262692,141899.0,133827.0,100.5903214,99.746,99.866,MN,2012-04-01
2012-05-01,2.1557081403026848,-1.0328469008897718,297136.4556809752,48298.0,202780.31457385168,22827.906650359884,43235.54276854391,136716.86515494817,66063.49118832327,142206.0,133935.0,100.3822825,99.847,99.754,MN,2012-05-01
2012-06-01,1.2924515097709786,-1.177344755752603,297893.9661397738,46408.0,203367.4175559657,22892.06049907727,43334.97151568643,137140.38554120198,66227.08216320309,142391.0,134007.0,100.2993302,99.95,99.704,MN,2012-06-01
2012-07-01,0.5086514367442808,-0.8955014711323677,298823.24042510526,46037.0,203779.25105273712,22936.48486063765,43397.04899405124,137445.71719804793,66333.59234008421,142292.0,134153.0,100.3282977,100.053,99.74,MN,2012-07-01
2012-08-01,-2.1239929605140397,0.0600121023125524,298856.257806645,43042.0,203580.71446415188,22912.21583812141,43329.23640602878,137339.262220002,66241.51886085435,142291.0,134330.0,100.9111577,100.116,100.075,MN,2012-08-01
2012-09-01,-1.406525264188495,0.538897543500934,298981.36064316245,39082.0,203446.31347194136,22895.17727811594,43275.23685232968,137275.89934149574,66170.48884726885,143044.0,134512.0,101.3926317,100.24,100.379,MN,2012-09-01
2012-10-01,-1.0928902383452626,0.8725466279723769,298387.7151683105,39863.0,203324.8408275972,22879.60507365137,43224.13924398492,137221.09650996054,66103.82709059665,143431.0,134671.0,101.6660668,100.482,100.677,MN,2012-10-01
2012-11-01,2.348524647471668,0.1289834114373428,298880.915226272,50295.0,203943.31024063457,22947.300937291893,43330.40119008568,137665.60811325727,66277.79323917344,143333.0,134834.0,101.4953345,100.591,100.609,MN,2012-11-01
2012-12-01,1.411305825833551,-0.2486265804783234,299220.025250266,68994.0,204456.8707564145,23003.1910769139,43414.352887377856,138039.3267921227,66417.64337478751,143330.0,135075.0,101.4830453,100.664,100.593,MN,2012-12-01
2013-01-01,-0.8329742450830873,0.6535640545273607,300168.17645132804,79123.0,204582.02281378847,23035.43611775328,43348.25754644279,138198.3291495927,66383.78461507933,143292.0,135265.0,101.6840618,100.871,100.787,MN,2013-01-01
2013-02-01,-2.2833096021711867,1.3004213244422205,300591.7592629206,78727.0,204352.55117508303,23027.65036181739,43207.53753278768,138117.36328047767,66235.2702756139,143362.0,135544.0,102.2361988,100.992,101.156,MN,2013-02-01
2013-03-01,2.5864257203887124,0.4458086637594428,302508.0427229443,74664.0,205139.07723983648,23134.310998485493,43281.85165754333,138722.91458380764,66416.23689654832,143316.0,135689.0,101.9487188,101.085,101.023,MN,2013-03-01
2013-04-01,1.445964012773668,-0.1596761441601539,303524.3303217625,67406.0,205817.51598245857,23228.819939768586,43333.168225286594,139255.5278174037,66562.05420827388,143635.0,135876.0,101.735852,101.163,100.944,MN,2013-04-01
2013-05-01,-0.2623342120909261,-0.2148598980058419,304105.0391050391,45636.0,206200.590700591,23289.99603999604,43322.28657228661,139588.30808830808,66612.34036234036,143882.0,136091.0,101.7779865,101.272,101.01,MN,2013-05-01
2013-06-01,-1.5105091089893676,0.3723024729586265,304227.4864661952,42607.0,206272.96795353063,23316.02916189197,43246.384399573246,139710.55439206547,66562.46295491367,143999.0,136269.0,102.0202597,101.438,101.228,MN,2013-06-01
2013-07-01,-0.4286569429306713,0.466503521506651,305894.78461629536,42006.0,206532.33551052056,23363.138109990727,43209.995001019495,139959.20239951063,66573.17422104703,144264.0,136391.0,102.2199594,101.567,101.354,MN,2013-07-01
2013-08-01,-0.6556912042949091,0.6318349437761674,307467.047581519,38704.0,206729.9445046468,23403.21150625554,43160.93652513713,140165.79647325384,66564.1808688799,144326.0,136635.0,102.4639882,101.685,101.51,MN,2013-08-01
2013-09-01,0.4545198783654665,0.4424651269470147,309387.4938453963,34296.0,207163.31856228452,23469.94091580502,43161.27523387493,140532.1024126046,66631.24076809452,144418.0,136819.0,102.5026115,101.799,101.55,MN,2013-09-01
2013-10-01,-0.7269084526909695,0.8277320585815464,309707.667302386,34762.0,207326.9630299572,23506.07538192328,43105.60481836112,140715.28282967303,66611.69658480957,143537.0,137039.0,102.557474,102.015,101.722,MN,2013-10-01
2013-11-01,-0.6543361835575389,0.771861585890841,310066.31920246856,45088.0,207516.5307237532,23545.091822812887,43055.61553838959,140915.82336255044,66600.71554067981,144479.0,137314.0,102.7466402,102.194,101.881,MN,2013-11-01
2013-12-01,-0.8930976803698683,1.1018763852577589,310290.0552486188,65006.0,207615.98291603,23573.82155871635,42987.245797578464,141054.91555973512,66561.06735629482,144778.0,137368.0,103.0183197,102.333,102.084,MN,2013-12-01
2014-01-01,-0.5931429567940889,1.1702544575570295,309738.1320192681,74563.0,207839.3610225728,23603.01498530153,42934.01317976496,141302.34100523376,66537.02001733832,145150.0,137552.0,103.2680542,102.426,102.278,MN,2014-01-01
2014-02-01,0.5665096229332724,0.8090704328446979,309593.14558945165,74819.0,208334.3267733716,23663.041424820985,42937.12990287088,141734.1717315826,66600.15504178967,145134.0,137707.0,103.3817294,102.489,102.338,MN,2014-02-01
2014-03-01,-1.023838008180896,0.857610927126629,309010.7564631423,71681.0,208533.42012619093,23689.45222979628,42879.52371200374,141964.4685644071,66568.95156178383,145648.0,137986.0,103.5928407,102.684,102.543,MN,2014-03-01
2014-04-01,-0.9554125422912234,0.8830007031407451,310656.7907963637,60256.0,208743.90869037688,23717.14261613235,42824.64814778767,142202.1503701826,66541.75832019359,145667.0,138298.0,103.7859569,102.879,102.742,MN,2014-04-01
2014-05-01,-0.8130752219757247,0.7865954987386249,312363.21767603647,40374.0,208998.2494324012,23749.80162393076,42779.1272748472,142469.36101853594,66528.88841386595,145825.0,138501.0,103.9834622,103.061,102.919,MN,2014-05-01
2014-06-01,-0.2477781937871441,0.6842011365385003,314249.7209686029,36801.0,209375.60052409372,23796.42839811715,42759.06245450576,142820.15819867037,66555.4423254234,146247.0,138833.0,104.1208381,103.18,103.035,MN,2014-06-01
2014-07-01,-0.6446094777127523,0.7474374080034738,315512.51736279385,35777.0,209672.82843944852,23833.939012178216,42722.88981490454,143116.0561423907,66556.77229705718,146399.0,139076.0,104.2380246,103.369,103.19,MN,2014-07-01
2014-08-01,0.9142874688349116,0.4276769945387583,317287.31532544363,32564.0,210311.05123557863,23910.20608598166,42756.3313529178,143644.5784105634,66666.47282501594,146530.0,139258.0,104.2213464,103.408,103.177,MN,2014-08-01
2014-09-01,0.249378290965117,0.1692858876681015,318941.9881205004,29359.0,210869.71793455616,23977.42798174472,42773.611232231626,144118.75139288587,66750.9665416703,146778.0,139563.0,104.2288077,103.536,103.203,MN,2014-09-01
2014-10-01,0.6449638530914221,-0.0191974861343781,319033.34399462375,29356.0,211534.6605025025,24056.734220481983,42812.44851081151,144665.55853856285,66869.10196393896,147427.0,139805.0,104.2081794,103.629,103.177,MN,2014-10-01
2014-11-01,1.1647022577973645,-0.0783873655352998,319288.7996534045,42342.0,212309.0247466808,24148.488169831908,42873.33410929408,145287.29137972317,67021.73336695833,147404.0,140089.0,104.0119908,103.74,103.098,MN,2014-11-01
2014-12-01,1.7841201034305816,-0.3707740498421201,319789.8775986012,56570.0,213248.1056926365,24258.98581698077,42967.26248299981,146021.9545366233,67226.15115601322,147615.0,140366.0,103.6911544,103.837,102.94,MN,2014-12-01
2015-01-01,4.078215896723837,-0.4273464387370614,322605.27985165664,66736.0,214763.0735698365,24486.971160884204,43082.31265960738,147193.8792107871,67569.19435904942,148145.0,140562.0,103.0306089,103.816,102.465,MN,2015-01-01
2015-02-01,-2.472116083819129,0.3834157291599364,323404.81711713463,66281.0,214934.97931159945,24561.98725568525,42927.3762430903,147445.6970074897,67489.28230410974,148045.0,140829.0,103.2917548,103.92,102.634,MN,2015-02-01
2015-03-01,-2.125192858704506,1.1837908425756896,324113.4482792154,61543.0,215047.7482471239,24630.04833172876,42761.30252550301,147656.4703250965,67391.2779220274,148128.0,140924.0,103.5700178,104.08,102.831,MN,2015-03-01
2015-04-01,-0.8186697425250222,1.1823425120937825,323949.56758332526,43210.0,215406.79558189976,24726.168496744733,42644.70572992586,148035.9861367535,67370.80944514625,148511.0,141202.0,103.6779874,104.256,102.91,MN,2015-04-01
2015-05-01,-2.2832298573975125,1.6706662562774468,323261.758889449,34020.0,215415.98808277465,24781.95645430222,42459.43845567228,148174.6497214578,67241.33836131684,148817.0,141540.0,104.019891,104.385,103.156,MN,2015-05-01
2015-06-01,-1.5568692207849348,1.9333276360801703,322720.7902782615,33586.0,215521.01474515267,24848.533224970008,42293.86779674136,148378.66209992647,67142.3526452262,148816.0,141695.0,104.3078098,104.511,103.356,MN,2015-06-01
2015-07-01,-0.4628969224200308,1.7294858723061448,323382.1212091917,32113.0,215865.35641895668,24942.551792809427,42175.77330716708,148747.07159959106,67118.28481936562,148830.0,141989.0,104.4732753,104.603,103.441,MN,2015-07-01
2015-08-01,0.1878297013118328,1.4115929524691817,324305.50453394174,30797.0,216384.7051165552,25056.74677597108,42092.02580512104,149235.9647596402,67148.74035691499,149181.0,142130.0,104.4728364,104.679,103.442,MN,2015-08-01
2015-09-01,1.3365101811269289,0.7579746126908296,325713.7739739953,29227.0,217227.43951437224,25208.468471957323,42070.91268189255,149948.08256445505,67279.35694991722,148826.0,142265.0,104.2380246,104.814,103.289,MN,2015-09-01
2015-10-01,-0.2605133365900702,0.6945514338538146,326544.49974501523,28572.0,217781.2744091765,25326.75213509693,41993.54790815375,150460.99050422467,67320.28390495188,149246.0,142585.0,104.3411662,104.829,103.274,MN,2015-10-01
2015-11-01,-0.8774577834944861,1.0065176591691736,327128.3599614204,38541.0,218170.46814467903,25425.86392095764,41884.52183954759,150860.09044840376,67310.37769627527,149463.0,142810.0,104.465814,104.94,103.337,MN,2015-11-01
2015-12-01,0.6668279643513744,0.9136058277945416,328178.0674653521,57319.0,218870.34759280604,25561.194347863988,41835.10406477294,151474.0491801691,67396.29841263693,150128.0,143083.0,104.3534555,105.009,103.253,MN,2015-12-01
