Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,CPI,FixAss,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2019-03-01,0.5594792524354752,0.33728226159243885,0.33922989199421044,0.1350400336665062,0.08542641483291664,0.45950099593560645,0.08511720825430522,0.8061153578874218,0.8270664699549424,0.5416034092699008,0.4963855421686745,0.4913841022790423,0.6330749354005167,0.5444685466377439,0.5264270613107822,0.5669856459330145,0.6457286432160803,0.7376237623762376,0.8463342880219039,0.8926458409324697,0.9726732526869298,0.9932885906040269,0.24460431654676257,0.0,0.0,0.5,0.5139933895258246,0.5010389277762126,0.4052166223661167,0.4210240491190998,0.5679829103417928,0.622811789687277,0.0,0.0,0.5,0.5,0.6102461835552806,0.6375661375661377,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.5165810760419954,0.33953639069554004,0.314926221224096,0.12089334366399646,0.058541739727888384,0.43778783473310906,0.06148651615298191,0.809077941552979,0.8276645799274294,0.4997468165955419,0.6224899598393667,0.5136186770428033,0.627906976744186,0.5336225596529284,0.5116279069767441,0.5574162679425838,0.6356783919597989,0.7277227722772277,0.8460233072007538,0.8966470689435445,0.9726732526869298,0.9949664429530201,0.24460431654676257,0.0,0.0,0.5,0.5139933895258246,0.5010389277762126,0.4052166223661167,0.4210240491190998,0.5679829103417928,0.622811789687277,0.0,0.0,0.5,0.5,0.5536100520329739,0.6402116402116403,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.5584222204206811,0.341438784888258,0.4720023018987122,0.2155086355747842,0.23333738320615732,0.5770647911408888,0.2167534416755884,0.8165026882703632,0.8206467562502493,0.3768776487352557,0.4803212851405537,0.36853807670927974,0.6201550387596898,0.5249457700650758,0.4947145877378435,0.5239234449760766,0.6030150753768844,0.698019801980198,0.8477201819425689,0.9006428872208884,0.9726732526869298,0.9949664429530201,0.237410071942446,0.0,0.0,0.5,0.5139933895258246,0.5010389277762126,0.4052166223661167,0.4210240491190998,0.5679829103417928,0.622811789687277,0.0,0.0,0.5,0.5,0.40498285989435534,0.6322751322751324,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.5578662199876949,0.34763259712737216,0.46995415672451746,0.21439604766372472,0.231097684216994,0.5752085476729201,0.21482550921298693,0.8245126366994623,0.8246341560668289,0.3556118578432116,0.5638554216867498,0.3702056698165695,0.5736434108527132,0.47071583514099774,0.4228329809725158,0.437799043062201,0.5201005025125627,0.6361386138613861,0.8493882061282376,0.9046332952584927,0.9726732526869298,0.9966442953020134,0.237410071942446,0.0,0.0,0.5,0.5139933895258246,0.5010389277762126,0.4052166223661167,0.4210240491190998,0.5679829103417928,0.622811789687277,0.0,0.0,0.5,0.5,0.40497562210225224,0.6296296296296297,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.5844505386589599,0.34449093620738996,0.4212917441908447,0.18547357873067719,0.17707273168740437,0.5319311060230503,0.16703429538129713,0.8249149628762664,0.8212448662227362,0.44050632220187935,0.5076305220883499,0.4146748193440758,0.5555555555555555,0.4511930585683297,0.4143763213530655,0.437799043062201,0.5175879396984925,0.6361386138613861,0.8513283951834796,0.9080944693133561,0.9726732526869298,0.9983221476510067,0.2302158273381295,0.0,0.0,0.5,0.5139933895258246,0.5010389277762126,0.4052166223661167,0.4210240491190998,0.5679829103417928,0.622811789687277,0.0,0.0,0.5,0.5,0.4789903770229635,0.634920634920635,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,0.6038775381894569,0.3441328978039891,0.49423940815222167,0.22914806668368656,0.25816286802846883,0.5967008615393823,0.2389297467054861,0.8211111517501188,0.8272259659476057,0.3966244930179258,0.4722891566265047,0.34741523068371977,0.5348837209302325,0.4186550976138828,0.3742071881606765,0.3564593301435407,0.4095477386934673,0.5247524752475248,0.8542029855355336,0.9115584223652874,0.9726732526869298,0.9983221476510067,0.2302158273381295,0.0,0.0,0.5,0.5139933895258246,0.5010389277762126,0.4052166223661167,0.4210240491190998,0.5679829103417928,0.622811789687277,0.0,0.0,0.5,0.5,0.4418862562771654,0.5634920634920636,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,0.5977654900488976,0.3351869805133817,0.47162260228124697,0.21576143999328587,0.23307186529637408,0.5765683608794971,0.21676224637520208,0.8307304048864342,0.8262291159934607,0.41991563578260227,0.43694779116465954,0.36798221234018313,0.5142118863049095,0.4099783080260303,0.38054968287526425,0.375598086124402,0.42713567839195976,0.5346534653465347,0.8567903765796728,0.9150251539082781,0.9726732526869298,1.0,0.22302158273381295,0.0,0.0,0.5,0.5139933895258246,0.5010389277762126,0.4052166223661167,0.4210240491190998,0.5679829103417928,0.622811789687277,0.0,0.0,0.5,0.5,0.4602666248266547,0.5396825396825398,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.5464903917091374,0.338855613449637,0.3856889184309163,0.16489927627189968,0.1377376707253571,0.5000735892781396,0.13253651369263794,0.8180022676566329,0.8231189441365286,0.46919830074865937,0.5076305220883499,0.44635908838243943,0.44702842377260976,0.3622559652928416,0.34038054968287523,0.3660287081339713,0.4296482412060301,0.5420792079207921,0.8590508346946565,0.9152584474736675,0.9726732526869298,1.0,0.2158273381294964,0.0,0.0,0.5,0.5139933895258246,0.5010389277762126,0.4052166223661167,0.4210240491190998,0.5679829103417928,0.622811789687277,0.0,0.0,0.5,0.5,0.5153587985364816,0.48412698412698424,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.5741546971077282,0.3404264439096281,0.48864782600053214,0.2261572325724366,0.25206352912693997,0.5916177205574237,0.233703537052035,0.8178559672287041,0.8265481079787871,0.43105485958319556,0.4040160642570313,0.3518621456364609,0.4082687338501292,0.34490238611713664,0.33192389006342493,0.3923444976076555,0.45477386934673364,0.5643564356435643,0.86263543168924,0.9154890187149082,0.9726732526869298,1.0,0.20863309352517984,0.0,0.0,0.5,0.5139933895258246,0.5010389277762126,0.4052166223661167,0.4210240491190998,0.5679829103417928,0.622811789687277,0.0,0.0,0.5,0.5,0.4783136359715723,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.5378266690725674,0.3421384726132139,0.3539713856045982,0.14665857218033926,0.10272400642947206,0.471663332033213,0.1018739139666743,0.8187337697962767,0.8220423461860521,0.42970465063766694,0.5807228915662688,0.4747081712062314,0.40051679586563305,0.3427331887201735,0.3276955602536998,0.40191387559808617,0.4673366834170854,0.5693069306930693,0.8644957975602903,0.9157168686440166,0.9726732526869298,0.9983221476510067,0.20863309352517984,0.0,0.0,0.5,0.5139933895258246,0.5010389277762126,0.4052166223661167,0.4210240491190998,0.5679829103417928,0.622811789687277,0.0,0.0,0.5,0.5,0.47813718804845706,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
