,Global.1,Global.2,Pandemic,Response,Uncat,Employment,Consumption,Inflation,State
1,0.294559244397315,-0.25401134226647265,0.3443644047043731,0.2731636060113713,-1.7109199676516813,-1.0504797895745719,0.6228438265690646,0.05024470204108258,PA
2,-0.40779984066920516,0.05864750805401542,-0.17169793110318388,0.36362674015735313,-1.9197116809290642,0.35099636496422915,0.5630638733569205,-0.14769402132527923,PA
3,-0.00638959593548491,0.17276952567186835,0.09525209074264751,0.36927739680205607,1.134267670673866,-0.04585650668392838,0.33453765909185207,0.3033957938336508,PA
4,-0.06858708112140155,0.25287719935424335,-0.0020560769987998384,0.381088870337432,2.4928615467789355,0.014280646374039595,-1.10578822616226,3.012380684999067,PA
5,-0.0556012164669486,0.21196102162029806,0.031963436272105294,0.37217952119244196,1.8474947497332799,-0.3029447826742867,-0.6834647476453659,2.1453291004372006,PA
6,0.07470531774662525,0.43360121994369827,0.02387799584440664,0.39964461833645226,0.8982218516488067,-0.39437882730297535,-0.06066141983930913,1.1909011829498377,PA
7,-0.2372969924439703,-0.012243023764649585,-0.0033519511442356986,0.3434146582137733,-1.5425919339421952,0.2902740220585041,1.719752034423429,-2.7661535623767954,PA
8,-0.233133367896885,-0.03036611520047483,0.01014316651721181,0.3480383209141974,-0.48505656565565697,-0.17474001622272825,1.5315173393724208,-2.0647069833391676,PA
9,-0.10553931672539663,0.15928391236793338,0.01727159597152561,0.37277479951768977,-0.2752269657231018,0.029697835993748152,1.5455107949414468,-0.5267767547052248,PA
10,-0.030097495122118456,0.2705918104848384,0.021974197302317755,0.38367544095180983,0.9844434734607008,-0.2455534411673092,-0.6809504160301849,2.760476114391647,PA
11,-0.05785642777639621,0.24227819473405177,0.013372552255686454,0.3778095651753614,-0.711151245301805,-0.119608916123764,-0.36305357311437436,1.5668519913144765,PA
12,-0.09125419450985861,0.1909880106525519,0.012436891182231236,0.3708405809773468,-1.9018753996084785,-0.44081998136087536,1.1919856915469542,-0.0353558346923486,PA
13,-0.30804785015435066,-0.12889811652253425,-0.0010867963711378437,0.3342287995355829,-0.7260125882099185,0.43271012183844343,2.1882431843261005,-2.50524201328469,PA
14,-0.19152666723855294,0.01849331171996127,0.01951002478299113,0.3574694970328614,0.18521668667775665,0.166882822482387,-0.8588070724010622,3.6213766542260335,PA
15,-0.2768673239229269,-0.10444575329088757,0.012502816577884879,0.34173478379568273,2.0264824016266596,0.5437238543352492,-0.5588492135991602,3.1672291005921336,PA
16,-0.20249740256785653,0.030300887645503316,0.0035520938477002773,0.36061918386673636,-1.7164470725646663,0.13117007896898747,0.36717137437056996,1.2147514364496188,PA
17,-0.11464245709925491,0.1563888214546055,0.01103257269395097,0.37332012976786305,-3.585890749157817,-0.21389440428907003,1.3339619734125796,-0.26325550996955865,PA
18,-0.031882435578570956,0.2786177235591314,0.016094907616361898,0.3846688367021137,-2.729168303223099,0.06588297518783742,0.7976017477232875,-0.04328645382407689,PA
19,-0.24723586095381922,-0.0423852175004793,0.004443483096088663,0.3439071459258924,-1.6090762559914593,0.30477291692363606,0.9017095026938908,-0.3011797706318275,PA
20,-0.2723841787311745,-0.08924843535134919,0.0081841735558843,0.3430963037106967,-0.6548596129523422,0.47954918216905296,0.18084992332442965,1.3307187804155731,PA
21,-0.24534381902353708,-0.05918804429741886,0.015194646330768613,0.34844272346027305,1.7644273616913837,0.5100512885498653,0.9947969173730161,1.0709872372905753,PA
22,-0.08051331397619388,0.2131198684954232,0.009604653390335227,0.3823831580136353,-0.9979066047055554,-0.3648024014753748,0.9796443274983994,0.11719831303627642,PA
23,-0.06998733647674205,0.21476053085039815,0.017902931475308748,0.3759075155304914,-1.6766299594470677,-0.22171702899519244,1.246079894455721,-0.5286910562386327,PA
24,0.10718775796846103,0.4808839385701926,0.026338735741621377,0.406257271545549,0.46795391077107507,-1.0786371568411197,0.6504690845756618,-0.4496138381463011,PA
25,-0.12101988639802318,0.14103922376743327,0.013824808729877486,0.3605732406250929,1.4094050587222229,-0.1683493186494615,-0.2444032351174414,0.7054994827591952,PA
26,-0.2416800599481057,-0.0393207074194164,0.007575078485005271,0.344323399911823,-0.030561444858242953,0.2156992023254923,0.588133414211535,-0.05012870044797404,PA
27,-0.3307788677804524,-0.17693814725532953,0.005356434430442647,0.33347874391614973,0.19590999670539955,0.4767466786820501,0.5172869148218646,0.08908463875287484,PA
28,-0.26705398328935637,-0.08176153541106324,0.008689070564368073,0.3482771739494651,1.4338603825220435,0.3722923433614029,0.40752590048976045,0.11664282224747724,PA
29,-0.23034903852526956,-0.01530321719946226,0.004293747541698423,0.35649265131506763,-0.3834267068255742,0.2002159687765285,0.05653668388726742,0.5250336698815792,PA
30,-0.16267529044952633,0.06627630068711765,0.0184826290784037,0.36388049352906016,0.6247538865781661,-0.5786795181818641,0.3121412420951732,0.6180674653999807,PA
31,-0.14512855700720184,0.10121183594578875,0.014583083453538315,0.36601180960715174,1.191706060136476,-0.06606566907891832,-0.6882664380812833,1.6183012399373342,PA
32,-0.25150230446652344,-0.04964118142646168,0.0046821600798514496,0.34773635639716594,-1.0378046035892587,0.12624497339980728,-0.491558857783352,1.5068935335067173,PA
33,-0.1169901870863832,0.1341780490030151,0.021057327622659994,0.3714253569312561,2.252307608680999,0.1346055640430705,-0.759014135482953,1.70228478298621,PA
34,-0.14900495569039496,0.1012112556468363,0.01124477897000542,0.3652702239094109,-0.264093795974299,-0.334875389693793,-1.089339715522213,2.942517142602212,PA
35,-0.006261488727051567,0.2934442225793217,0.03018975457040396,0.38736136685156347,1.2915227978697463,-0.3784149310050042,-1.5238413986613693,3.848145001780437,PA
36,-0.007775632182212,0.30549789176292164,0.022253246122578396,0.38507843237987366,3.306297533848101,-0.4201597006839015,-1.961189618825969,6.480070845337659,PA
37,-0.16505915419948547,0.08674894904630914,0.005278498462818693,0.3578285018840021,-1.0253194571980202,-0.029532270030017294,1.922734911126846,-0.4258510843921458,PA
38,-0.13120412641697654,0.11786616835734653,0.017646547075663044,0.36408579612924336,-0.6026255628084691,0.026069208259029492,2.0997399211417815,-0.6165185270552813,PA
