"State","Year","Period","proportion_vax","Distributed","Administered"
"NY","2022","M04",0.769,2.37543,2.01741
"NY","2022","M05",0.774,2.43146,2.05132
"NY","2022","M06",0.778,2.49259,2.07322
"NY","2022","M07",0.781,2.5452,2.09251
"NY","2022","M08",0.785,2.6008,2.10989
"NY","2022","M09",0.789,2.74845,2.1454
"NY","2022","M10",0.796,2.86353,2.20374
"NY","2022","M11",0.801,2.96267,2.25632
"NY","2022","M12",0.805,3.0163,2.28333
"OH","2012","M01",0,0,0
"OH","2012","M02",0,0,0
"OH","2012","M03",0,0,0
"OH","2012","M04",0,0,0
"OH","2012","M05",0,0,0
"OH","2012","M06",0,0,0
"OH","2012","M07",0,0,0
"OH","2012","M08",0,0,0
"OH","2012","M09",0,0,0
"OH","2012","M10",0,0,0
"OH","2012","M11",0,0,0
"OH","2012","M12",0,0,0
"OH","2013","M01",0,0,0
"OH","2013","M02",0,0,0
"OH","2013","M03",0,0,0
"OH","2013","M04",0,0,0
"OH","2013","M05",0,0,0
"OH","2013","M06",0,0,0
"OH","2013","M07",0,0,0
"OH","2013","M08",0,0,0
"OH","2013","M09",0,0,0
"OH","2013","M10",0,0,0
"OH","2013","M11",0,0,0
"OH","2013","M12",0,0,0
"OH","2014","M01",0,0,0
"OH","2014","M02",0,0,0
"OH","2014","M03",0,0,0
"OH","2014","M04",0,0,0
"OH","2014","M05",0,0,0
"OH","2014","M06",0,0,0
"OH","2014","M07",0,0,0
"OH","2014","M08",0,0,0
"OH","2014","M09",0,0,0
"OH","2014","M10",0,0,0
"OH","2014","M11",0,0,0
"OH","2014","M12",0,0,0
"OH","2015","M01",0,0,0
"OH","2015","M02",0,0,0
"OH","2015","M03",0,0,0
"OH","2015","M04",0,0,0
"OH","2015","M05",0,0,0
"OH","2015","M06",0,0,0
"OH","2015","M07",0,0,0
"OH","2015","M08",0,0,0
"OH","2015","M09",0,0,0
"OH","2015","M10",0,0,0
"OH","2015","M11",0,0,0
"OH","2015","M12",0,0,0
"OH","2016","M01",0,0,0
"OH","2016","M02",0,0,0
"OH","2016","M03",0,0,0
"OH","2016","M04",0,0,0
"OH","2016","M05",0,0,0
"OH","2016","M06",0,0,0
"OH","2016","M07",0,0,0
"OH","2016","M08",0,0,0
"OH","2016","M09",0,0,0
"OH","2016","M10",0,0,0
"OH","2016","M11",0,0,0
"OH","2016","M12",0,0,0
"OH","2017","M01",0,0,0
"OH","2017","M02",0,0,0
"OH","2017","M03",0,0,0
"OH","2017","M04",0,0,0
"OH","2017","M05",0,0,0
"OH","2017","M06",0,0,0
"OH","2017","M07",0,0,0
"OH","2017","M08",0,0,0
"OH","2017","M09",0,0,0
"OH","2017","M10",0,0,0
"OH","2017","M11",0,0,0
"OH","2017","M12",0,0,0
"OH","2018","M01",0,0,0
"OH","2018","M02",0,0,0
"OH","2018","M03",0,0,0
"OH","2018","M04",0,0,0
"OH","2018","M05",0,0,0
"OH","2018","M06",0,0,0
"OH","2018","M07",0,0,0
"OH","2018","M08",0,0,0
"OH","2018","M09",0,0,0
"OH","2018","M10",0,0,0
"OH","2018","M11",0,0,0
"OH","2018","M12",0,0,0
"OH","2019","M01",0,0,0
"OH","2019","M02",0,0,0
"OH","2019","M03",0,0,0
"OH","2019","M04",0,0,0
"OH","2019","M05",0,0,0
"OH","2019","M06",0,0,0
"OH","2019","M07",0,0,0
"OH","2019","M08",0,0,0
"OH","2019","M09",0,0,0
"OH","2019","M10",0,0,0
"OH","2019","M11",0,0,0
"OH","2019","M12",0,0,0
"OH","2020","M01",0,0,0
"OH","2020","M02",0,0,0
"OH","2020","M03",0,0,0
"OH","2020","M04",0,0,0
"OH","2020","M05",0,0,0
"OH","2020","M06",0,0,0
"OH","2020","M07",0,0,0
"OH","2020","M08",0,0,0
"OH","2020","M09",0,0,0
"OH","2020","M10",0,0,0
"OH","2020","M11",0,0,0
"OH","2020","M12",0,0.03991,0.00805
"OH","2021","M01",0,0.13294,0.08162
"OH","2021","M02",0,0.28247,0.22241
"OH","2021","M03",0.169,0.59212,0.45304
"OH","2021","M04",0.322,0.90156,0.71573
"OH","2021","M05",0.402,1.02336,0.84759
"OH","2021","M06",0.447,1.06002,0.9141
"OH","2021","M07",0.465,1.10007,0.94848
"OH","2021","M08",0.484,1.19733,0.99506
"OH","2021","M09",0.502,1.2761,1.03425
"OH","2021","M10",0.519,1.41534,1.11652
"OH","2021","M11",0.53,1.55995,1.23355
"OH","2021","M12",0.553,1.69559,1.36764
"OH","2022","M01",0.568,1.82097,1.44749
"OH","2022","M02",0.576,1.87941,1.47414
"OH","2022","M03",0.58,1.91527,1.48942
"OH","2022","M04",0.584,1.98959,1.52557
"OH","2022","M05",0.59,2.04399,1.56238
"OH","2022","M06",0.588,2.1067,1.57039
"OH","2022","M07",0.59,2.15682,1.59193
"OH","2022","M08",0.593,2.22185,1.61301
"OH","2022","M09",0.595,2.33893,1.64299
"OH","2022","M10",0.598,2.43491,1.69622
"OH","2022","M11",0.601,2.52663,1.7481
"OH","2022","M12",0.603,2.58135,1.77234
"OK","2012","M01",0,0,0
"OK","2012","M02",0,0,0
"OK","2012","M03",0,0,0
"OK","2012","M04",0,0,0
"OK","2012","M05",0,0,0
"OK","2012","M06",0,0,0
"OK","2012","M07",0,0,0
"OK","2012","M08",0,0,0
"OK","2012","M09",0,0,0
"OK","2012","M10",0,0,0
"OK","2012","M11",0,0,0
"OK","2012","M12",0,0,0
"OK","2013","M01",0,0,0
"OK","2013","M02",0,0,0
"OK","2013","M03",0,0,0
"OK","2013","M04",0,0,0
"OK","2013","M05",0,0,0
"OK","2013","M06",0,0,0
"OK","2013","M07",0,0,0
"OK","2013","M08",0,0,0
"OK","2013","M09",0,0,0
"OK","2013","M10",0,0,0
"OK","2013","M11",0,0,0
"OK","2013","M12",0,0,0
"OK","2014","M01",0,0,0
"OK","2014","M02",0,0,0
"OK","2014","M03",0,0,0
"OK","2014","M04",0,0,0
"OK","2014","M05",0,0,0
"OK","2014","M06",0,0,0
"OK","2014","M07",0,0,0
"OK","2014","M08",0,0,0
"OK","2014","M09",0,0,0
"OK","2014","M10",0,0,0
"OK","2014","M11",0,0,0
"OK","2014","M12",0,0,0
"OK","2015","M01",0,0,0
"OK","2015","M02",0,0,0
"OK","2015","M03",0,0,0
"OK","2015","M04",0,0,0
"OK","2015","M05",0,0,0
"OK","2015","M06",0,0,0
"OK","2015","M07",0,0,0
"OK","2015","M08",0,0,0
"OK","2015","M09",0,0,0
"OK","2015","M10",0,0,0
"OK","2015","M11",0,0,0
"OK","2015","M12",0,0,0
"OK","2016","M01",0,0,0
"OK","2016","M02",0,0,0
"OK","2016","M03",0,0,0
"OK","2016","M04",0,0,0
"OK","2016","M05",0,0,0
"OK","2016","M06",0,0,0
"OK","2016","M07",0,0,0
"OK","2016","M08",0,0,0
"OK","2016","M09",0,0,0
"OK","2016","M10",0,0,0
"OK","2016","M11",0,0,0
"OK","2016","M12",0,0,0
"OK","2017","M01",0,0,0
"OK","2017","M02",0,0,0
"OK","2017","M03",0,0,0
"OK","2017","M04",0,0,0
"OK","2017","M05",0,0,0
"OK","2017","M06",0,0,0
"OK","2017","M07",0,0,0
"OK","2017","M08",0,0,0
"OK","2017","M09",0,0,0
"OK","2017","M10",0,0,0
"OK","2017","M11",0,0,0
"OK","2017","M12",0,0,0
"OK","2018","M01",0,0,0
"OK","2018","M02",0,0,0
"OK","2018","M03",0,0,0
"OK","2018","M04",0,0,0
"OK","2018","M05",0,0,0
"OK","2018","M06",0,0,0
"OK","2018","M07",0,0,0
"OK","2018","M08",0,0,0
"OK","2018","M09",0,0,0
"OK","2018","M10",0,0,0
"OK","2018","M11",0,0,0
"OK","2018","M12",0,0,0
"OK","2019","M01",0,0,0
"OK","2019","M02",0,0,0
"OK","2019","M03",0,0,0
"OK","2019","M04",0,0,0
"OK","2019","M05",0,0,0
"OK","2019","M06",0,0,0
"OK","2019","M07",0,0,0
"OK","2019","M08",0,0,0
"OK","2019","M09",0,0,0
"OK","2019","M10",0,0,0
"OK","2019","M11",0,0,0
"OK","2019","M12",0,0,0
"OK","2020","M01",0,0,0
"OK","2020","M02",0,0,0
"OK","2020","M03",0,0,0
"OK","2020","M04",0,0,0
"OK","2020","M05",0,0,0
"OK","2020","M06",0,0,0
"OK","2020","M07",0,0,0
"OK","2020","M08",0,0,0
"OK","2020","M09",0,0,0
"OK","2020","M10",0,0,0
"OK","2020","M11",0,0,0
"OK","2020","M12",0,0.05258,0.01178
"OK","2021","M01",0,0.15035,0.11069
"OK","2021","M02",0,0.35378,0.27682
"OK","2021","M03",0.178,0.67667,0.48779
"OK","2021","M04",0.296,0.94517,0.6776
"OK","2021","M05",0.337,0.99389,0.74783
"OK","2021","M06",0.384,1.0141,0.82572
"OK","2021","M07",0.403,1.0596,0.87447
"OK","2021","M08",0.438,1.19009,0.96774
"OK","2021","M09",0.476,1.26419,1.04929
"OK","2021","M10",0.501,1.37164,1.13757
"OK","2021","M11",0.515,1.52118,1.23284
"OK","2021","M12",0.536,1.58151,1.34545
"OK","2022","M01",0.552,1.70937,1.41683
"OK","2022","M02",0.56,1.76499,1.44563
"OK","2022","M03",0.566,1.78948,1.46287
"OK","2022","M04",0.572,1.85211,1.49421
"OK","2022","M05",0.576,1.89489,1.51463
"OK","2022","M06",0.579,1.9448,1.52745
"OK","2022","M07",0.583,2.0017,1.54854
"OK","2022","M08",0.586,2.0526,1.56644
"OK","2022","M09",0.59,2.15874,1.58804
"OK","2022","M10",0.595,2.23243,1.62954
"OK","2022","M11",0.6,2.30612,1.66732
"OK","2022","M12",0.602,2.35254,1.68324
"OR","2012","M01",0,0,0
"OR","2012","M02",0,0,0
"OR","2012","M03",0,0,0
"OR","2012","M04",0,0,0
"OR","2012","M05",0,0,0
"OR","2012","M06",0,0,0
"OR","2012","M07",0,0,0
"OR","2012","M08",0,0,0
"OR","2012","M09",0,0,0
"OR","2012","M10",0,0,0
"OR","2012","M11",0,0,0
"OR","2012","M12",0,0,0
"OR","2013","M01",0,0,0
"OR","2013","M02",0,0,0
"OR","2013","M03",0,0,0
"OR","2013","M04",0,0,0
"OR","2013","M05",0,0,0
"OR","2013","M06",0,0,0
"OR","2013","M07",0,0,0
"OR","2013","M08",0,0,0
"OR","2013","M09",0,0,0
"OR","2013","M10",0,0,0
"OR","2013","M11",0,0,0
"OR","2013","M12",0,0,0
"OR","2014","M01",0,0,0
"OR","2014","M02",0,0,0
"OR","2014","M03",0,0,0
"OR","2014","M04",0,0,0
"OR","2014","M05",0,0,0
"OR","2014","M06",0,0,0
"OR","2014","M07",0,0,0
"OR","2014","M08",0,0,0
"OR","2014","M09",0,0,0
"OR","2014","M10",0,0,0
"OR","2014","M11",0,0,0
"OR","2014","M12",0,0,0
"OR","2015","M01",0,0,0
"OR","2015","M02",0,0,0
"OR","2015","M03",0,0,0
"OR","2015","M04",0,0,0
"OR","2015","M05",0,0,0
"OR","2015","M06",0,0,0
"OR","2015","M07",0,0,0
"OR","2015","M08",0,0,0
"OR","2015","M09",0,0,0
"OR","2015","M10",0,0,0
"OR","2015","M11",0,0,0
"OR","2015","M12",0,0,0
"OR","2016","M01",0,0,0
"OR","2016","M02",0,0,0
"OR","2016","M03",0,0,0
"OR","2016","M04",0,0,0
"OR","2016","M05",0,0,0
"OR","2016","M06",0,0,0
"OR","2016","M07",0,0,0
"OR","2016","M08",0,0,0
"OR","2016","M09",0,0,0
"OR","2016","M10",0,0,0
"OR","2016","M11",0,0,0
"OR","2016","M12",0,0,0
"OR","2017","M01",0,0,0
"OR","2017","M02",0,0,0
"OR","2017","M03",0,0,0
"OR","2017","M04",0,0,0
"OR","2017","M05",0,0,0
"OR","2017","M06",0,0,0
"OR","2017","M07",0,0,0
"OR","2017","M08",0,0,0
"OR","2017","M09",0,0,0
"OR","2017","M10",0,0,0
"OR","2017","M11",0,0,0
"OR","2017","M12",0,0,0
"OR","2018","M01",0,0,0
"OR","2018","M02",0,0,0
"OR","2018","M03",0,0,0
"OR","2018","M04",0,0,0
"OR","2018","M05",0,0,0
"OR","2018","M06",0,0,0
"OR","2018","M07",0,0,0
"OR","2018","M08",0,0,0
"OR","2018","M09",0,0,0
"OR","2018","M10",0,0,0
"OR","2018","M11",0,0,0
"OR","2018","M12",0,0,0
"OR","2019","M01",0,0,0
"OR","2019","M02",0,0,0
"OR","2019","M03",0,0,0
"OR","2019","M04",0,0,0
"OR","2019","M05",0,0,0
"OR","2019","M06",0,0,0
"OR","2019","M07",0,0,0
"OR","2019","M08",0,0,0
"OR","2019","M09",0,0,0
"OR","2019","M10",0,0,0
"OR","2019","M11",0,0,0
"OR","2019","M12",0,0,0
"OR","2020","M01",0,0,0
"OR","2020","M02",0,0,0
"OR","2020","M03",0,0,0
"OR","2020","M04",0,0,0
"OR","2020","M05",0,0,0
"OR","2020","M06",0,0,0
"OR","2020","M07",0,0,0
"OR","2020","M08",0,0,0
"OR","2020","M09",0,0,0
"OR","2020","M10",0,0,0
"OR","2020","M11",0,0,0
"OR","2020","M12",0,0.04563,0.00744
"OR","2021","M01",0,0.15774,0.09671
"OR","2021","M02",0,0.29433,0.23577
"OR","2021","M03",0.167,0.58085,0.4396
"OR","2021","M04",0.305,0.9137,0.72243
"OR","2021","M05",0.454,1.26586,0.96573
"OR","2021","M06",0.527,1.336,1.07112
"OR","2021","M07",0.56,1.37147,1.12467
"OR","2021","M08",0.581,1.47397,1.17901
"OR","2021","M09",0.608,1.593,1.24076
"OR","2021","M10",0.629,1.73824,1.34002
"OR","2021","M11",0.64,1.89294,1.47025
"OR","2021","M12",0.665,2.01257,1.62469
"OR","2022","M01",0.679,2.19759,1.72437
"OR","2022","M02",0.687,2.25801,1.76496
"OR","2022","M03",0.692,2.29582,1.78704
"OR","2022","M04",0.696,2.39337,1.84388
"OR","2022","M05",0.7,2.46011,1.88704
"OR","2022","M06",0.702,2.55096,1.91798
"OR","2022","M07",0.705,2.62294,1.94154
"OR","2022","M08",0.707,2.69324,1.96295
"OR","2022","M09",0.71,2.83837,1.99713
"OR","2022","M10",0.713,3.00533,2.05605
"OR","2022","M11",0.718,3.12473,2.13575
"OR","2022","M12",0.721,3.18776,2.17336
"PA","2012","M01",0,0,0
"PA","2012","M02",0,0,0
"PA","2012","M03",0,0,0
"PA","2012","M04",0,0,0
"PA","2012","M05",0,0,0
"PA","2012","M06",0,0,0
"PA","2012","M07",0,0,0
"PA","2012","M08",0,0,0
"PA","2012","M09",0,0,0
"PA","2012","M10",0,0,0
"PA","2012","M11",0,0,0
"PA","2012","M12",0,0,0
"PA","2013","M01",0,0,0
"PA","2013","M02",0,0,0
"PA","2013","M03",0,0,0
"PA","2013","M04",0,0,0
"PA","2013","M05",0,0,0
"PA","2013","M06",0,0,0
"PA","2013","M07",0,0,0
"PA","2013","M08",0,0,0
"PA","2013","M09",0,0,0
"PA","2013","M10",0,0,0
"PA","2013","M11",0,0,0
"PA","2013","M12",0,0,0
"PA","2014","M01",0,0,0
"PA","2014","M02",0,0,0
"PA","2014","M03",0,0,0
"PA","2014","M04",0,0,0
"PA","2014","M05",0,0,0
"PA","2014","M06",0,0,0
"PA","2014","M07",0,0,0
"PA","2014","M08",0,0,0
"PA","2014","M09",0,0,0
"PA","2014","M10",0,0,0
"PA","2014","M11",0,0,0
"PA","2014","M12",0,0,0
"PA","2015","M01",0,0,0
"PA","2015","M02",0,0,0
"PA","2015","M03",0,0,0
"PA","2015","M04",0,0,0
"PA","2015","M05",0,0,0
"PA","2015","M06",0,0,0
"PA","2015","M07",0,0,0
"PA","2015","M08",0,0,0
"PA","2015","M09",0,0,0
"PA","2015","M10",0,0,0
"PA","2015","M11",0,0,0
"PA","2015","M12",0,0,0
"PA","2016","M01",0,0,0
"PA","2016","M02",0,0,0
"PA","2016","M03",0,0,0
"PA","2016","M04",0,0,0
"PA","2016","M05",0,0,0
"PA","2016","M06",0,0,0
"PA","2016","M07",0,0,0
"PA","2016","M08",0,0,0
"PA","2016","M09",0,0,0
"PA","2016","M10",0,0,0
"PA","2016","M11",0,0,0
"PA","2016","M12",0,0,0
"PA","2017","M01",0,0,0
"PA","2017","M02",0,0,0
"PA","2017","M03",0,0,0
"PA","2017","M04",0,0,0
"PA","2017","M05",0,0,0
"PA","2017","M06",0,0,0
"PA","2017","M07",0,0,0
"PA","2017","M08",0,0,0
"PA","2017","M09",0,0,0
"PA","2017","M10",0,0,0
"PA","2017","M11",0,0,0
"PA","2017","M12",0,0,0
"PA","2018","M01",0,0,0
"PA","2018","M02",0,0,0
"PA","2018","M03",0,0,0
"PA","2018","M04",0,0,0
"PA","2018","M05",0,0,0
"PA","2018","M06",0,0,0
"PA","2018","M07",0,0,0
"PA","2018","M08",0,0,0
"PA","2018","M09",0,0,0
"PA","2018","M10",0,0,0
"PA","2018","M11",0,0,0
"PA","2018","M12",0,0,0
"PA","2019","M01",0,0,0
"PA","2019","M02",0,0,0
"PA","2019","M03",0,0,0
"PA","2019","M04",0,0,0
"PA","2019","M05",0,0,0
"PA","2019","M06",0,0,0
"PA","2019","M07",0,0,0
"PA","2019","M08",0,0,0
"PA","2019","M09",0,0,0
"PA","2019","M10",0,0,0
"PA","2019","M11",0,0,0
"PA","2019","M12",0,0,0
"PA","2020","M01",0,0,0
"PA","2020","M02",0,0,0
"PA","2020","M03",0,0,0
"PA","2020","M04",0,0,0
"PA","2020","M05",0,0,0
"PA","2020","M06",0,0,0
"PA","2020","M07",0,0,0
"PA","2020","M08",0,0,0
"PA","2020","M09",0,0,0
"PA","2020","M10",0,0,0
"PA","2020","M11",0,0,0
"PA","2020","M12",0,0.03683,0.0112
"PA","2021","M01",0,0.15442,0.085
"PA","2021","M02",0,0.30585,0.21495
"PA","2021","M03",0.166,0.59831,0.47311
"PA","2021","M04",0.32,0.98569,0.78516
"PA","2021","M05",0.436,1.17666,0.98328
"PA","2021","M06",0.496,1.22175,1.08374
"PA","2021","M07",0.523,1.27359,1.13643
"PA","2021","M08",0.551,1.39462,1.20322
"PA","2021","M09",0.578,1.50567,1.26588
"PA","2021","M10",0.606,1.65248,1.37956
"PA","2021","M11",0.584,1.85729,1.43032
"PA","2021","M12",0.639,2.0056,1.5719
"PA","2022","M01",0.658,2.16837,1.68537
"PA","2022","M02",0.67,2.24873,1.72644
"PA","2022","M03",0.676,2.29922,1.7472
"PA","2022","M04",0.684,2.39994,1.79546
"PA","2022","M05",0.69,2.4686,1.8312
"PA","2022","M06",0.696,2.55522,1.86349
"PA","2022","M07",0.7,2.61815,1.88874
"PA","2022","M08",0.705,2.68862,1.91405
"PA","2022","M09",0.708,2.86341,1.9237
"PA","2022","M10",0.717,2.98879,2.00821
"PA","2022","M11",0.725,3.10591,2.07345
"PA","2022","M12",0.729,3.17009,2.10326
"RI","2012","M01",0,0,0
"RI","2012","M02",0,0,0
"RI","2012","M03",0,0,0
"RI","2012","M04",0,0,0
"RI","2012","M05",0,0,0
"RI","2012","M06",0,0,0
"RI","2012","M07",0,0,0
"RI","2012","M08",0,0,0
"RI","2012","M09",0,0,0
"RI","2012","M10",0,0,0
"RI","2012","M11",0,0,0
"RI","2012","M12",0,0,0
"RI","2013","M01",0,0,0
"RI","2013","M02",0,0,0
"RI","2013","M03",0,0,0
"RI","2013","M04",0,0,0
"RI","2013","M05",0,0,0
"RI","2013","M06",0,0,0
"RI","2013","M07",0,0,0
"RI","2013","M08",0,0,0
"RI","2013","M09",0,0,0
"RI","2013","M10",0,0,0
"RI","2013","M11",0,0,0
"RI","2013","M12",0,0,0
"RI","2014","M01",0,0,0
"RI","2014","M02",0,0,0
"RI","2014","M03",0,0,0
"RI","2014","M04",0,0,0
"RI","2014","M05",0,0,0
"RI","2014","M06",0,0,0
"RI","2014","M07",0,0,0
"RI","2014","M08",0,0,0
"RI","2014","M09",0,0,0
"RI","2014","M10",0,0,0
"RI","2014","M11",0,0,0
"RI","2014","M12",0,0,0
"RI","2015","M01",0,0,0
"RI","2015","M02",0,0,0
"RI","2015","M03",0,0,0
"RI","2015","M04",0,0,0
"RI","2015","M05",0,0,0
"RI","2015","M06",0,0,0
"RI","2015","M07",0,0,0
"RI","2015","M08",0,0,0
"RI","2015","M09",0,0,0
"RI","2015","M10",0,0,0
"RI","2015","M11",0,0,0
"RI","2015","M12",0,0,0
"RI","2016","M01",0,0,0
"RI","2016","M02",0,0,0
"RI","2016","M03",0,0,0
"RI","2016","M04",0,0,0
"RI","2016","M05",0,0,0
"RI","2016","M06",0,0,0
"RI","2016","M07",0,0,0
"RI","2016","M08",0,0,0
"RI","2016","M09",0,0,0
"RI","2016","M10",0,0,0
"RI","2016","M11",0,0,0
"RI","2016","M12",0,0,0
"RI","2017","M01",0,0,0
"RI","2017","M02",0,0,0
"RI","2017","M03",0,0,0
"RI","2017","M04",0,0,0
"RI","2017","M05",0,0,0
"RI","2017","M06",0,0,0
"RI","2017","M07",0,0,0
"RI","2017","M08",0,0,0
"RI","2017","M09",0,0,0
"RI","2017","M10",0,0,0
"RI","2017","M11",0,0,0
"RI","2017","M12",0,0,0
"RI","2018","M01",0,0,0
"RI","2018","M02",0,0,0
"RI","2018","M03",0,0,0
"RI","2018","M04",0,0,0
"RI","2018","M05",0,0,0
"RI","2018","M06",0,0,0
"RI","2018","M07",0,0,0
"RI","2018","M08",0,0,0
"RI","2018","M09",0,0,0
"RI","2018","M10",0,0,0
"RI","2018","M11",0,0,0
"RI","2018","M12",0,0,0
"RI","2019","M01",0,0,0
"RI","2019","M02",0,0,0
"RI","2019","M03",0,0,0
"RI","2019","M04",0,0,0
"RI","2019","M05",0,0,0
"RI","2019","M06",0,0,0
"RI","2019","M07",0,0,0
"RI","2019","M08",0,0,0
"RI","2019","M09",0,0,0
"RI","2019","M10",0,0,0
"RI","2019","M11",0,0,0
"RI","2019","M12",0,0,0
"RI","2020","M01",0,0,0
"RI","2020","M02",0,0,0
"RI","2020","M03",0,0,0
"RI","2020","M04",0,0,0
"RI","2020","M05",0,0,0
"RI","2020","M06",0,0,0
"RI","2020","M07",0,0,0
"RI","2020","M08",0,0,0
"RI","2020","M09",0,0,0
"RI","2020","M10",0,0,0
"RI","2020","M11",0,0,0
"RI","2020","M12",0,0.05546,0.01243
"RI","2021","M01",0,0.16352,0.08607
"RI","2021","M02",0,0.29113,0.24237
"RI","2021","M03",0.209,0.61605,0.52785
"RI","2021","M04",0.366,1.06751,0.86195
"RI","2021","M05",0.518,1.37812,1.09839
"RI","2021","M06",0.589,1.4273,1.20455
"RI","2021","M07",0.615,1.47756,1.25498
"RI","2021","M08",0.647,1.54544,1.31535
"RI","2021","M09",0.683,1.60425,1.37952
"RI","2021","M10",0.709,1.74812,1.48304
"RI","2021","M11",0.726,1.9274,1.64851
"RI","2021","M12",0.766,2.15457,1.84847
"RI","2022","M01",0.79,2.29843,1.96982
"RI","2022","M02",0.807,2.35559,2.01137
"RI","2022","M03",0.816,2.38203,2.03753
"RI","2022","M04",0.825,2.4498,2.09344
"RI","2022","M05",0.832,2.53108,2.14062
"RI","2022","M06",0.837,2.59678,2.16516
"RI","2022","M07",0.842,2.64992,2.19548
"RI","2022","M08",0.849,2.71222,2.22182
"RI","2022","M09",0.855,2.86817,2.27151
"RI","2022","M10",0.863,3.00646,2.3526
"RI","2022","M11",0.87,3.13002,2.42842
"RI","2022","M12",0.874,3.1922,2.46414
"SC","2012","M01",0,0,0
"SC","2012","M02",0,0,0
"SC","2012","M03",0,0,0
"SC","2012","M04",0,0,0
"SC","2012","M05",0,0,0
"SC","2012","M06",0,0,0
"SC","2012","M07",0,0,0
"SC","2012","M08",0,0,0
"SC","2012","M09",0,0,0
"SC","2012","M10",0,0,0
"SC","2012","M11",0,0,0
"SC","2012","M12",0,0,0
"SC","2013","M01",0,0,0
"SC","2013","M02",0,0,0
"SC","2013","M03",0,0,0
"SC","2013","M04",0,0,0
"SC","2013","M05",0,0,0
"SC","2013","M06",0,0,0
"SC","2013","M07",0,0,0
"SC","2013","M08",0,0,0
"SC","2013","M09",0,0,0
"SC","2013","M10",0,0,0
"SC","2013","M11",0,0,0
"SC","2013","M12",0,0,0
"SC","2014","M01",0,0,0
"SC","2014","M02",0,0,0
"SC","2014","M03",0,0,0
"SC","2014","M04",0,0,0
"SC","2014","M05",0,0,0
"SC","2014","M06",0,0,0
"SC","2014","M07",0,0,0
"SC","2014","M08",0,0,0
"SC","2014","M09",0,0,0
"SC","2014","M10",0,0,0
"SC","2014","M11",0,0,0
"SC","2014","M12",0,0,0
"SC","2015","M01",0,0,0
"SC","2015","M02",0,0,0
"SC","2015","M03",0,0,0
"SC","2015","M04",0,0,0
"SC","2015","M05",0,0,0
"SC","2015","M06",0,0,0
"SC","2015","M07",0,0,0
"SC","2015","M08",0,0,0
"SC","2015","M09",0,0,0
"SC","2015","M10",0,0,0
"SC","2015","M11",0,0,0
"SC","2015","M12",0,0,0
"SC","2016","M01",0,0,0
"SC","2016","M02",0,0,0
"SC","2016","M03",0,0,0
"SC","2016","M04",0,0,0
"SC","2016","M05",0,0,0
"SC","2016","M06",0,0,0
"SC","2016","M07",0,0,0
"SC","2016","M08",0,0,0
"SC","2016","M09",0,0,0
"SC","2016","M10",0,0,0
"SC","2016","M11",0,0,0
"SC","2016","M12",0,0,0
"SC","2017","M01",0,0,0
"SC","2017","M02",0,0,0
"SC","2017","M03",0,0,0
"SC","2017","M04",0,0,0
"SC","2017","M05",0,0,0
"SC","2017","M06",0,0,0
"SC","2017","M07",0,0,0
"SC","2017","M08",0,0,0
"SC","2017","M09",0,0,0
"SC","2017","M10",0,0,0
"SC","2017","M11",0,0,0
"SC","2017","M12",0,0,0
"SC","2018","M01",0,0,0
"SC","2018","M02",0,0,0
"SC","2018","M03",0,0,0
"SC","2018","M04",0,0,0
"SC","2018","M05",0,0,0
"SC","2018","M06",0,0,0
"SC","2018","M07",0,0,0
"SC","2018","M08",0,0,0
"SC","2018","M09",0,0,0
"SC","2018","M10",0,0,0
"SC","2018","M11",0,0,0
"SC","2018","M12",0,0,0
"SC","2019","M01",0,0,0
"SC","2019","M02",0,0,0
"SC","2019","M03",0,0,0
"SC","2019","M04",0,0,0
"SC","2019","M05",0,0,0
"SC","2019","M06",0,0,0
"SC","2019","M07",0,0,0
"SC","2019","M08",0,0,0
"SC","2019","M09",0,0,0
"SC","2019","M10",0,0,0
"SC","2019","M11",0,0,0
"SC","2019","M12",0,0,0
"SC","2020","M01",0,0,0
"SC","2020","M02",0,0,0
"SC","2020","M03",0,0,0
"SC","2020","M04",0,0,0
"SC","2020","M05",0,0,0
"SC","2020","M06",0,0,0
"SC","2020","M07",0,0,0
"SC","2020","M08",0,0,0
"SC","2020","M09",0,0,0
"SC","2020","M10",0,0,0
"SC","2020","M11",0,0,0
"SC","2020","M12",0,0.03032,0.00976
"SC","2021","M01",0,0.10879,0.08537
"SC","2021","M02",0,0.2601,0.21103
"SC","2021","M03",0.15,0.55705,0.41767
"SC","2021","M04",0.273,0.87856,0.62962
"SC","2021","M05",0.338,0.98716,0.73318
"SC","2021","M06",0.387,1.02769,0.81381
"SC","2021","M07",0.406,1.08548,0.85669
"SC","2021","M08",0.434,1.22789,0.93473
"SC","2021","M09",0.473,1.32717,1.02218
"SC","2021","M10",0.5,1.48871,1.11292
"SC","2021","M11",0.514,1.61511,1.20314
"SC","2021","M12",0.532,1.71136,1.30744
"SC","2022","M01",0.549,1.86706,1.37597
"SC","2022","M02",0.559,1.94279,1.41382
"SC","2022","M03",0.565,1.97717,1.43187
"SC","2022","M04",0.567,2.04462,1.43532
"SC","2022","M05",0.574,2.10413,1.4869
"SC","2022","M06",0.577,2.17244,1.50348
"SC","2022","M07",0.579,2.22997,1.52163
"SC","2022","M08",0.583,2.30063,1.54122
