Time,Global,Pandemic,Consumption,Employment,Inflation,Uncat,State
2012-02-01,-1.2938715477331346,-0.504937619158817,-0.7337442078621983,-0.047389773722812834,0.7031874785363567,-0.22397367792079687,MI
2012-03-01,-1.4770218121930845,-0.4849818933844863,-0.5701001980426896,-0.032997876578248465,0.43539033570654223,-0.22759239644718915,MI
2012-04-01,-1.437618782873768,-0.4823211612569622,-0.20125747680496628,-0.20756710127962483,0.10585066895046956,-0.17191722526720363,MI
2012-05-01,-1.4462288057620984,-0.48385284072011103,1.2573654576780902,-0.08265805683970613,-1.656075497135301,-0.13519458717761107,MI
2012-06-01,-1.4442579924663672,-0.48361136016873374,0.8935521223335802,-0.17913149407298037,-1.1400217122385343,-0.08743174170531437,MI
2012-07-01,-1.4447126568764794,-0.4836343112450123,0.37588244039928065,-0.1523595483727669,-0.597940403014889,-0.04375102131945602,MI
2012-08-01,-1.444637425305464,-0.48354383248745947,-1.423197472590509,-0.10193677714052166,1.8333349066979954,-0.0015910205855718508,MI
2012-09-01,-1.4447069976322968,-0.48339584894228693,-1.2482304775208244,0.02495815851733412,1.422381678822583,0.03160322896566102,MI
2012-10-01,-1.4446642769645575,-0.48351236214679894,-1.2166161796468984,-0.11669502725776038,0.7789374418478935,0.06392290939088294,MI
2012-11-01,-1.4447608324558505,-0.4832134982762053,0.957769939650736,-0.13897655184132257,-1.3733133929477757,0.10402632917892267,MI
2012-12-01,-1.4447388955527014,-0.48327475249254803,0.6562077072485003,-0.06658679411799223,-0.8187132443085016,0.1579335230863455,MI
2013-01-01,-1.444650393569482,-0.4835605249854442,-0.7627877888922742,-0.10822473164608129,0.2972454469594877,0.18752406472362554,MI
2013-02-01,-1.4446042740036624,-0.48370894888750016,-1.7792228997676727,-0.037166390534587534,1.821248676044829,0.19693765396677418,MI
2013-03-01,-1.4448898862738098,-0.4828127976628416,1.2001989471240682,-0.13563138667692073,-1.9282435987519524,0.23779413475246147,MI
2013-04-01,-1.4445735181608832,-0.4837826371401377,0.8980738562108801,-0.049019260971914114,-1.5838989712120692,0.31862195047035236,MI
2013-05-01,-1.4447832211988487,-0.48315714261727827,0.04235713834319711,-0.07325777583741944,-0.4596289354856301,0.330703422902969,MI
2013-06-01,-1.4448598333413187,-0.48289400816701544,-0.8628769134696966,-0.09416547404028627,0.5051735912601024,0.29648232854806805,MI
2013-07-01,-1.4449319858836116,-0.4826639636469654,-0.32656035706805286,-0.10423785712413663,0.17773750589403084,0.3162497973903548,MI
2013-08-01,-1.4448310573884893,-0.48297527393142836,-0.5063490552677558,-0.08868820771681701,0.3442032845442228,0.30326263598986525,MI
2013-09-01,-1.4448770173616765,-0.4828400124696355,0.17433809088902336,-0.07710596506222692,-0.5540092659259493,0.32150073206016405,MI
2013-10-01,-1.444599266889595,-0.48370734664392145,-0.603682448177822,-0.2635784697144816,-0.1947348424014503,0.34908740793576365,MI
2013-11-01,-1.4448477049377786,-0.4829513630970954,-0.5324112018827294,0.20529605974868975,0.25298669248498223,0.3516986842040716,MI
2013-12-01,-1.4448492983105528,-0.48292150864191363,-0.7941610097398544,-0.25297757368704377,0.5590403555681857,0.3319723152811345,MI
2014-01-01,-1.4446802688102025,-0.4834582551185669,-0.2959615947930261,-0.01618978617219976,0.46031649051723694,0.3560245633976574,MI
2014-02-01,-1.4447142409415328,-0.4833620632216409,0.5154837501813957,-0.17543909065857483,-0.26062838812208916,0.37781527202476917,MI
2014-03-01,-1.444709964762561,-0.4833724844601992,-0.3179265853267981,0.05976568070884283,0.33571701110284663,0.37289333380836986,MI
2014-04-01,-1.4447518039036105,-0.48324152366351214,-0.28196189235055524,-0.08304278642033297,0.31247575253763,0.40792609688892273,MI
2014-05-01,-1.444670605751325,-0.4834913707999515,-0.15537531764227888,-0.033053479217138304,0.28200250322530146,0.4434113587517669,MI
2014-06-01,-1.4448164375774262,-0.48304179271745973,0.19670564432371962,0.01564766747924579,-0.05274345662350748,0.4488011422385586,MI
2014-07-01,-1.4446965226746347,-0.4834047509051391,-0.032215878048689015,-0.05514832002601529,-0.0409318249190976,0.450376232572239,MI
2014-08-01,-1.4447668306351957,-0.4831946503583797,0.9378341919286177,-0.09285381480903801,-0.7999776954633895,0.4713285178369295,MI
2014-09-01,-1.4448356832095932,-0.4829724676135214,0.7111539469139505,-0.008687073778712452,-0.6862705969885807,0.4703262804872314,MI
2014-10-01,-1.4446653788010355,-0.4834998348806909,1.0084716578395774,0.03190549359746254,-0.8820147343104697,0.5146204452092628,MI
2014-11-01,-1.4448302811078477,-0.48299985892743713,1.3128402554415228,-0.10889797292272034,-1.5477935879530722,0.48401216032306943,MI
2014-12-01,-1.4447160653126243,-0.48333989435338687,1.7699219127698715,0.016043394879627405,-2.0785437674719818,0.4043266323113287,MI
2015-01-01,-1.4450475790684916,-0.4823006781800778,3.559329707767168,-0.041025525125144756,-3.837865945146444,0.4633758624621371,MI
2015-02-01,-1.444728004781446,-0.48328446516375934,-0.2908868484540877,-0.11323181487970942,0.3565529625803019,0.4437632553321426,MI
2015-03-01,-1.4448467216674814,-0.4829426866349156,-0.5246815205442861,-0.11270668329853616,0.5198359006170514,0.4137375653843712,MI
2015-04-01,-1.44476768978112,-0.4831746380211541,0.12445315433329127,-0.02730242991727381,-0.24800911617915664,0.4630702141230238,MI
2015-05-01,-1.4448493037603232,-0.48293208477388205,-0.8642034192779064,0.020063961759992994,0.8280096467068647,0.4373262576332287,MI
