State,Year,Period,Demand_5
AK,2020,M07,26267.48333
AK,2020,M08,26076.16667
AK,2020,M09,25884.85
AK,2020,M10,25693.53333
AK,2020,M11,25502.21667
AK,2020,M12,25310.9
AK,2021,M01,25506.06667
AK,2021,M02,25701.23333
AK,2021,M03,25896.4
AK,2021,M04,26091.56667
AK,2021,M05,26286.73333
AK,2021,M06,26481.9
AK,2021,M07,26677.06667
AK,2021,M08,26872.23333
AK,2021,M09,27067.4
AK,2021,M10,27262.56667
AK,2021,M11,27457.73333
AK,2021,M12,27652.9
AK,2022,M01,NA
AK,2022,M02,NA
AK,2022,M03,NA
AK,2022,M04,NA
AK,2022,M05,NA
AK,2022,M06,NA
AK,2022,M07,NA
AK,2022,M08,NA
AK,2022,M09,NA
AK,2022,M10,NA
AK,2022,M11,NA
AK,2022,M12,NA
AZ,2012,M01,135253.6667
AZ,2012,M02,135614.3333
AZ,2012,M03,135975
AZ,2012,M04,136335.6667
AZ,2012,M05,136696.3333
AZ,2012,M06,137057
AZ,2012,M07,137417.6667
AZ,2012,M08,137778.3333
AZ,2012,M09,138139
AZ,2012,M10,138499.6667
AZ,2012,M11,138860.3333
AZ,2012,M12,139221
AZ,2013,M01,139565.4583
AZ,2013,M02,139909.9167
AZ,2013,M03,140254.375
AZ,2013,M04,140598.8333
AZ,2013,M05,140943.2917
AZ,2013,M06,141287.75
AZ,2013,M07,141632.2083
AZ,2013,M08,141976.6667
AZ,2013,M09,142321.125
AZ,2013,M10,142665.5833
AZ,2013,M11,143010.0417
AZ,2013,M12,143354.5
AZ,2014,M01,143901.5583
AZ,2014,M02,144448.6167
AZ,2014,M03,144995.675
AZ,2014,M04,145542.7333
AZ,2014,M05,146089.7917
AZ,2014,M06,146636.85
AZ,2014,M07,147183.9083
AZ,2014,M08,147730.9667
AZ,2014,M09,148278.025
AZ,2014,M10,148825.0833
AZ,2014,M11,149372.1417
AZ,2014,M12,149919.2
AZ,2015,M01,150530.6333
AZ,2015,M02,151142.0667
AZ,2015,M03,151753.5
AZ,2015,M04,152364.9333
AZ,2015,M05,152976.3667
AZ,2015,M06,153587.8
AZ,2015,M07,154199.2333
AZ,2015,M08,154810.6667
AZ,2015,M09,155422.1
AZ,2015,M10,156033.5333
AZ,2015,M11,156644.9667
AZ,2015,M12,157256.4
AZ,2016,M01,157889.3
AZ,2016,M02,158522.2
AZ,2016,M03,159155.1
AZ,2016,M04,159788
AZ,2016,M05,160420.9
AZ,2016,M06,161053.8
AZ,2016,M07,161686.7
AZ,2016,M08,162319.6
AZ,2016,M09,162952.5
AZ,2016,M10,163585.4
AZ,2016,M11,164218.3
AZ,2016,M12,164851.2
AZ,2017,M01,165602.9667
AZ,2017,M02,166354.7333
AZ,2017,M03,167106.5
AZ,2017,M04,167858.2667
AZ,2017,M05,168610.0333
AZ,2017,M06,169361.8
AZ,2017,M07,170113.5667
AZ,2017,M08,170865.3333
AZ,2017,M09,171617.1
AZ,2017,M10,172368.8667
AZ,2017,M11,173120.6333
AZ,2017,M12,173872.4
AZ,2018,M01,174744.0333
AZ,2018,M02,175615.6667
AZ,2018,M03,176487.3
AZ,2018,M04,177358.9333
AZ,2018,M05,178230.5667
AZ,2018,M06,179102.2
AZ,2018,M07,179973.8333
AZ,2018,M08,180845.4667
AZ,2018,M09,181717.1
AZ,2018,M10,182588.7333
AZ,2018,M11,183460.3667
AZ,2018,M12,184332
AZ,2019,M01,185200.825
AZ,2019,M02,186069.65
AZ,2019,M03,186938.475
AZ,2019,M04,187807.3
AZ,2019,M05,188676.125
AZ,2019,M06,189544.95
AZ,2019,M07,190413.775
AZ,2019,M08,191282.6
AZ,2019,M09,192151.425
AZ,2019,M10,193020.25
AZ,2019,M11,193889.075
AZ,2019,M12,194757.9
AZ,2020,M01,194230.4583
AZ,2020,M02,193703.0167
AZ,2020,M03,193175.575
AZ,2020,M04,192648.1333
AZ,2020,M05,192120.6917
AZ,2020,M06,191593.25
AZ,2020,M07,191065.8083
AZ,2020,M08,190538.3667
AZ,2020,M09,190010.925
AZ,2020,M10,189483.4833
AZ,2020,M11,188956.0417
AZ,2020,M12,188428.6
AZ,2021,M01,190087.925
AZ,2021,M02,191747.25
AZ,2021,M03,193406.575
AZ,2021,M04,195065.9
AZ,2021,M05,196725.225
AZ,2021,M06,198384.55
AZ,2021,M07,200043.875
AZ,2021,M08,201703.2
AZ,2021,M09,203362.525
AZ,2021,M10,205021.85
AZ,2021,M11,206681.175
AZ,2021,M12,208340.5
AZ,2022,M01,NA
AZ,2022,M02,NA
AZ,2022,M03,NA
AZ,2022,M04,NA
AZ,2022,M05,NA
AZ,2022,M06,NA
AZ,2022,M07,NA
AZ,2022,M08,NA
AZ,2022,M09,NA
AZ,2022,M10,NA
AZ,2022,M11,NA
AZ,2022,M12,NA
AR,2012,M01,51124.675
AR,2012,M02,51241.45
AR,2012,M03,51358.225
AR,2012,M04,51475
AR,2012,M05,51591.775
AR,2012,M06,51708.55
AR,2012,M07,51825.325
AR,2012,M08,51942.1
AR,2012,M09,52058.875
AR,2012,M10,52175.65
AR,2012,M11,52292.425
AR,2012,M12,52409.2
AR,2013,M01,52507.24167
AR,2013,M02,52605.28333
AR,2013,M03,52703.325
AR,2013,M04,52801.36667
AR,2013,M05,52899.40833
AR,2013,M06,52997.45
AR,2013,M07,53095.49167
AR,2013,M08,53193.53333
AR,2013,M09,53291.575
AR,2013,M10,53389.61667
AR,2013,M11,53487.65833
AR,2013,M12,53585.7
AR,2014,M01,53788.55833
AR,2014,M02,53991.41667
AR,2014,M03,54194.275
AR,2014,M04,54397.13333
AR,2014,M05,54599.99167
AR,2014,M06,54802.85
AR,2014,M07,55005.70833
AR,2014,M08,55208.56667
AR,2014,M09,55411.425
AR,2014,M10,55614.28333
AR,2014,M11,55817.14167
AR,2014,M12,56020
AR,2015,M01,56272.85
AR,2015,M02,56525.7
AR,2015,M03,56778.55
AR,2015,M04,57031.4
AR,2015,M05,57284.25
AR,2015,M06,57537.1
AR,2015,M07,57789.95
AR,2015,M08,58042.8
AR,2015,M09,58295.65
AR,2015,M10,58548.5
AR,2015,M11,58801.35
AR,2015,M12,59054.2
AR,2016,M01,59258.775
AR,2016,M02,59463.35
AR,2016,M03,59667.925
AR,2016,M04,59872.5
AR,2016,M05,60077.075
AR,2016,M06,60281.65
AR,2016,M07,60486.225
AR,2016,M08,60690.8
AR,2016,M09,60895.375
AR,2016,M10,61099.95
AR,2016,M11,61304.525
AR,2016,M12,61509.1
AR,2017,M01,61721.90833
AR,2017,M02,61934.71667
AR,2017,M03,62147.525
AR,2017,M04,62360.33333
AR,2017,M05,62573.14167
AR,2017,M06,62785.95
AR,2017,M07,62998.75833
AR,2017,M08,63211.56667
AR,2017,M09,63424.375
AR,2017,M10,63637.18333
AR,2017,M11,63849.99167
AR,2017,M12,64062.8
AR,2018,M01,64289.01667
AR,2018,M02,64515.23333
AR,2018,M03,64741.45
AR,2018,M04,64967.66667
AR,2018,M05,65193.88333
AR,2018,M06,65420.1
AR,2018,M07,65646.31667
AR,2018,M08,65872.53333
AR,2018,M09,66098.75
AR,2018,M10,66324.96667
AR,2018,M11,66551.18333
AR,2018,M12,66777.4
AR,2019,M01,66952.81667
AR,2019,M02,67128.23333
AR,2019,M03,67303.65
AR,2019,M04,67479.06667
AR,2019,M05,67654.48333
AR,2019,M06,67829.9
AR,2019,M07,68005.31667
AR,2019,M08,68180.73333
AR,2019,M09,68356.15
AR,2019,M10,68531.56667
AR,2019,M11,68706.98333
AR,2019,M12,68882.4
AR,2020,M01,68769.60833
AR,2020,M02,68656.81667
AR,2020,M03,68544.025
AR,2020,M04,68431.23333
AR,2020,M05,68318.44167
AR,2020,M06,68205.65
AR,2020,M07,68092.85833
AR,2020,M08,67980.06667
AR,2020,M09,67867.275
AR,2020,M10,67754.48333
AR,2020,M11,67641.69167
AR,2020,M12,67528.9
AR,2021,M01,68037.625
AR,2021,M02,68546.35
AR,2021,M03,69055.075
AR,2021,M04,69563.8
AR,2021,M05,70072.525
AR,2021,M06,70581.25
AR,2021,M07,71089.975
AR,2021,M08,71598.7
AR,2021,M09,72107.425
AR,2021,M10,72616.15
AR,2021,M11,73124.875
AR,2021,M12,73633.6
AR,2022,M01,NA
AR,2022,M02,NA
AR,2022,M03,NA
AR,2022,M04,NA
AR,2022,M05,NA
AR,2022,M06,NA
AR,2022,M07,NA
AR,2022,M08,NA
AR,2022,M09,NA
AR,2022,M10,NA
AR,2022,M11,NA
AR,2022,M12,NA
CA,2012,M01,948214.5417
CA,2012,M02,951314.6833
CA,2012,M03,954414.825
CA,2012,M04,957514.9667
CA,2012,M05,960615.1083
CA,2012,M06,963715.25
CA,2012,M07,966815.3917
CA,2012,M08,969915.5333
CA,2012,M09,973015.675
CA,2012,M10,976115.8167
CA,2012,M11,979215.9583
CA,2012,M12,982316.1
CA,2013,M01,985126.775
CA,2013,M02,987937.45
CA,2013,M03,990748.125
CA,2013,M04,993558.8
CA,2013,M05,996369.475
CA,2013,M06,999180.15
CA,2013,M07,1001990.825
CA,2013,M08,1004801.5
CA,2013,M09,1007612.175
CA,2013,M10,1010422.85
CA,2013,M11,1013233.525
CA,2013,M12,1016044.2
CA,2014,M01,1020208.05
CA,2014,M02,1024371.9
CA,2014,M03,1028535.75
CA,2014,M04,1032699.6
CA,2014,M05,1036863.45
CA,2014,M06,1041027.3
CA,2014,M07,1045191.15
CA,2014,M08,1049355
CA,2014,M09,1053518.85
CA,2014,M10,1057682.7
CA,2014,M11,1061846.55
CA,2014,M12,1066010.4
CA,2015,M01,1070784.367
CA,2015,M02,1075558.333
CA,2015,M03,1080332.3
CA,2015,M04,1085106.267
CA,2015,M05,1089880.233
CA,2015,M06,1094654.2
CA,2015,M07,1099428.167
CA,2015,M08,1104202.133
CA,2015,M09,1108976.1
CA,2015,M10,1113750.067
CA,2015,M11,1118524.033
CA,2015,M12,1123298
CA,2016,M01,1128333.783
CA,2016,M02,1133369.567
CA,2016,M03,1138405.35
CA,2016,M04,1143441.133
CA,2016,M05,1148476.917
CA,2016,M06,1153512.7
CA,2016,M07,1158548.483
CA,2016,M08,1163584.267
CA,2016,M09,1168620.05
CA,2016,M10,1173655.833
CA,2016,M11,1178691.617
CA,2016,M12,1183727.4
CA,2017,M01,1189208.158
CA,2017,M02,1194688.917
CA,2017,M03,1200169.675
CA,2017,M04,1205650.433
CA,2017,M05,1211131.192
CA,2017,M06,1216611.95
CA,2017,M07,1222092.708
CA,2017,M08,1227573.467
CA,2017,M09,1233054.225
CA,2017,M10,1238534.983
CA,2017,M11,1244015.742
CA,2017,M12,1249496.5
CA,2018,M01,1255445.1
CA,2018,M02,1261393.7
CA,2018,M03,1267342.3
CA,2018,M04,1273290.9
CA,2018,M05,1279239.5
CA,2018,M06,1285188.1
CA,2018,M07,1291136.7
CA,2018,M08,1297085.3
CA,2018,M09,1303033.9
CA,2018,M10,1308982.5
CA,2018,M11,1314931.1
CA,2018,M12,1320879.7
CA,2019,M01,1326351.167
CA,2019,M02,1331822.633
CA,2019,M03,1337294.1
CA,2019,M04,1342765.567
CA,2019,M05,1348237.033
CA,2019,M06,1353708.5
CA,2019,M07,1359179.967
CA,2019,M08,1364651.433
CA,2019,M09,1370122.9
CA,2019,M10,1375594.367
CA,2019,M11,1381065.833
CA,2019,M12,1386537.3
CA,2020,M01,1379248.475
CA,2020,M02,1371959.65
CA,2020,M03,1364670.825
CA,2020,M04,1357382
CA,2020,M05,1350093.175
CA,2020,M06,1342804.35
CA,2020,M07,1335515.525
CA,2020,M08,1328226.7
CA,2020,M09,1320937.875
CA,2020,M10,1313649.05
CA,2020,M11,1306360.225
CA,2020,M12,1299071.4
CA,2021,M01,1310590.917
CA,2021,M02,1322110.433
CA,2021,M03,1333629.95
CA,2021,M04,1345149.467
CA,2021,M05,1356668.983
CA,2021,M06,1368188.5
CA,2021,M07,1379708.017
CA,2021,M08,1391227.533
CA,2021,M09,1402747.05
CA,2021,M10,1414266.567
CA,2021,M11,1425786.083
CA,2021,M12,1437305.6
CA,2022,M01,NA
CA,2022,M02,NA
CA,2022,M03,NA
CA,2022,M04,NA
CA,2022,M05,NA
CA,2022,M06,NA
CA,2022,M07,NA
CA,2022,M08,NA
CA,2022,M09,NA
CA,2022,M10,NA
CA,2022,M11,NA
CA,2022,M12,NA
CO,2012,M01,125273.1
CO,2012,M02,125562.7
CO,2012,M03,125852.3
CO,2012,M04,126141.9
CO,2012,M05,126431.5
CO,2012,M06,126721.1
CO,2012,M07,127010.7
CO,2012,M08,127300.3
CO,2012,M09,127589.9
CO,2012,M10,127879.5
CO,2012,M11,128169.1
CO,2012,M12,128458.7
CO,2013,M01,128935.3
CO,2013,M02,129411.9
CO,2013,M03,129888.5
CO,2013,M04,130365.1
CO,2013,M05,130841.7
CO,2013,M06,131318.3
CO,2013,M07,131794.9
CO,2013,M08,132271.5
CO,2013,M09,132748.1
CO,2013,M10,133224.7
CO,2013,M11,133701.3
CO,2013,M12,134177.9
CO,2014,M01,134825.5083
CO,2014,M02,135473.1167
CO,2014,M03,136120.725
CO,2014,M04,136768.3333
CO,2014,M05,137415.9417
CO,2014,M06,138063.55
CO,2014,M07,138711.1583
CO,2014,M08,139358.7667
CO,2014,M09,140006.375
CO,2014,M10,140653.9833
CO,2014,M11,141301.5917
CO,2014,M12,141949.2
CO,2015,M01,142736.3083
CO,2015,M02,143523.4167
CO,2015,M03,144310.525
CO,2015,M04,145097.6333
CO,2015,M05,145884.7417
CO,2015,M06,146671.85
CO,2015,M07,147458.9583
CO,2015,M08,148246.0667
CO,2015,M09,149033.175
CO,2015,M10,149820.2833
CO,2015,M11,150607.3917
CO,2015,M12,151394.5
CO,2016,M01,152154.0083
CO,2016,M02,152913.5167
CO,2016,M03,153673.025
CO,2016,M04,154432.5333
CO,2016,M05,155192.0417
CO,2016,M06,155951.55
CO,2016,M07,156711.0583
CO,2016,M08,157470.5667
CO,2016,M09,158230.075
CO,2016,M10,158989.5833
CO,2016,M11,159749.0917
CO,2016,M12,160508.6
CO,2017,M01,161165.525
CO,2017,M02,161822.45
CO,2017,M03,162479.375
CO,2017,M04,163136.3
CO,2017,M05,163793.225
CO,2017,M06,164450.15
CO,2017,M07,165107.075
CO,2017,M08,165764
CO,2017,M09,166420.925
CO,2017,M10,167077.85
CO,2017,M11,167734.775
CO,2017,M12,168391.7
CO,2018,M01,169122.6
CO,2018,M02,169853.5
CO,2018,M03,170584.4
CO,2018,M04,171315.3
CO,2018,M05,172046.2
CO,2018,M06,172777.1
CO,2018,M07,173508
CO,2018,M08,174238.9
CO,2018,M09,174969.8
CO,2018,M10,175700.7
CO,2018,M11,176431.6
CO,2018,M12,177162.5
CO,2019,M01,177966.1
CO,2019,M02,178769.7
CO,2019,M03,179573.3
CO,2019,M04,180376.9
CO,2019,M05,181180.5
CO,2019,M06,181984.1
CO,2019,M07,182787.7
CO,2019,M08,183591.3
CO,2019,M09,184394.9
CO,2019,M10,185198.5
CO,2019,M11,186002.1
CO,2019,M12,186805.7
CO,2020,M01,186289.2417
CO,2020,M02,185772.7833
CO,2020,M03,185256.325
CO,2020,M04,184739.8667
CO,2020,M05,184223.4083
CO,2020,M06,183706.95
CO,2020,M07,183190.4917
CO,2020,M08,182674.0333
CO,2020,M09,182157.575
CO,2020,M10,181641.1167
CO,2020,M11,181124.6583
CO,2020,M12,180608.2
CO,2021,M01,182511.6917
CO,2021,M02,184415.1833
CO,2021,M03,186318.675
CO,2021,M04,188222.1667
CO,2021,M05,190125.6583
CO,2021,M06,192029.15
CO,2021,M07,193932.6417
CO,2021,M08,195836.1333
CO,2021,M09,197739.625
CO,2021,M10,199643.1167
CO,2021,M11,201546.6083
CO,2021,M12,203450.1
CO,2022,M01,NA
CO,2022,M02,NA
CO,2022,M03,NA
CO,2022,M04,NA
CO,2022,M05,NA
CO,2022,M06,NA
CO,2022,M07,NA
CO,2022,M08,NA
CO,2022,M09,NA
CO,2022,M10,NA
CO,2022,M11,NA
CO,2022,M12,NA
CT,2012,M01,104854.25
CT,2012,M02,105083.1
CT,2012,M03,105311.95
CT,2012,M04,105540.8
CT,2012,M05,105769.65
CT,2012,M06,105998.5
CT,2012,M07,106227.35
CT,2012,M08,106456.2
CT,2012,M09,106685.05
CT,2012,M10,106913.9
CT,2012,M11,107142.75
CT,2012,M12,107371.6
CT,2013,M01,107532.1083
CT,2013,M02,107692.6167
CT,2013,M03,107853.125
CT,2013,M04,108013.6333
CT,2013,M05,108174.1417
CT,2013,M06,108334.65
CT,2013,M07,108495.1583
CT,2013,M08,108655.6667
CT,2013,M09,108816.175
CT,2013,M10,108976.6833
CT,2013,M11,109137.1917
CT,2013,M12,109297.7
CT,2014,M01,109615.3083
CT,2014,M02,109932.9167
CT,2014,M03,110250.525
CT,2014,M04,110568.1333
CT,2014,M05,110885.7417
CT,2014,M06,111203.35
CT,2014,M07,111520.9583
CT,2014,M08,111838.5667
CT,2014,M09,112156.175
CT,2014,M10,112473.7833
CT,2014,M11,112791.3917
CT,2014,M12,113109
CT,2015,M01,113357.2083
CT,2015,M02,113605.4167
CT,2015,M03,113853.625
CT,2015,M04,114101.8333
CT,2015,M05,114350.0417
CT,2015,M06,114598.25
CT,2015,M07,114846.4583
CT,2015,M08,115094.6667
CT,2015,M09,115342.875
CT,2015,M10,115591.0833
CT,2015,M11,115839.2917
CT,2015,M12,116087.5
CT,2016,M01,116369.7583
CT,2016,M02,116652.0167
CT,2016,M03,116934.275
CT,2016,M04,117216.5333
CT,2016,M05,117498.7917
CT,2016,M06,117781.05
CT,2016,M07,118063.3083
CT,2016,M08,118345.5667
CT,2016,M09,118627.825
CT,2016,M10,118910.0833
CT,2016,M11,119192.3417
CT,2016,M12,119474.6
CT,2017,M01,119771.8417
CT,2017,M02,120069.0833
CT,2017,M03,120366.325
CT,2017,M04,120663.5667
CT,2017,M05,120960.8083
CT,2017,M06,121258.05
CT,2017,M07,121555.2917
CT,2017,M08,121852.5333
CT,2017,M09,122149.775
CT,2017,M10,122447.0167
CT,2017,M11,122744.2583
CT,2017,M12,123041.5
CT,2018,M01,123477.5
CT,2018,M02,123913.5
CT,2018,M03,124349.5
CT,2018,M04,124785.5
CT,2018,M05,125221.5
CT,2018,M06,125657.5
CT,2018,M07,126093.5
CT,2018,M08,126529.5
CT,2018,M09,126965.5
CT,2018,M10,127401.5
CT,2018,M11,127837.5
CT,2018,M12,128273.5
CT,2019,M01,128522.675
CT,2019,M02,128771.85
CT,2019,M03,129021.025
CT,2019,M04,129270.2
CT,2019,M05,129519.375
CT,2019,M06,129768.55
CT,2019,M07,130017.725
CT,2019,M08,130266.9
CT,2019,M09,130516.075
CT,2019,M10,130765.25
CT,2019,M11,131014.425
CT,2019,M12,131263.6
CT,2020,M01,130771.925
CT,2020,M02,130280.25
CT,2020,M03,129788.575
CT,2020,M04,129296.9
CT,2020,M05,128805.225
CT,2020,M06,128313.55
CT,2020,M07,127821.875
CT,2020,M08,127330.2
CT,2020,M09,126838.525
CT,2020,M10,126346.85
CT,2020,M11,125855.175
CT,2020,M12,125363.5
CT,2021,M01,126314.7333
CT,2021,M02,127265.9667
CT,2021,M03,128217.2
CT,2021,M04,129168.4333
CT,2021,M05,130119.6667
CT,2021,M06,131070.9
CT,2021,M07,132022.1333
CT,2021,M08,132973.3667
CT,2021,M09,133924.6
CT,2021,M10,134875.8333
CT,2021,M11,135827.0667
CT,2021,M12,136778.3
CT,2022,M01,NA
CT,2022,M02,NA
CT,2022,M03,NA
CT,2022,M04,NA
CT,2022,M05,NA
CT,2022,M06,NA
CT,2022,M07,NA
CT,2022,M08,NA
CT,2022,M09,NA
CT,2022,M10,NA
CT,2022,M11,NA
CT,2022,M12,NA
DE,2012,M01,23620.64167
DE,2012,M02,23671.18333
DE,2012,M03,23721.725
DE,2012,M04,23772.26667
DE,2012,M05,23822.80833
DE,2012,M06,23873.35
DE,2012,M07,23923.89167
DE,2012,M08,23974.43333
DE,2012,M09,24024.975
DE,2012,M10,24075.51667
DE,2012,M11,24126.05833
DE,2012,M12,24176.6
DE,2013,M01,24226.25
DE,2013,M02,24275.9
DE,2013,M03,24325.55
DE,2013,M04,24375.2
DE,2013,M05,24424.85
DE,2013,M06,24474.5
DE,2013,M07,24524.15
DE,2013,M08,24573.8
DE,2013,M09,24623.45
DE,2013,M10,24673.1
DE,2013,M11,24722.75
DE,2013,M12,24772.4
DE,2014,M01,24848.15
DE,2014,M02,24923.9
DE,2014,M03,24999.65
DE,2014,M04,25075.4
DE,2014,M05,25151.15
DE,2014,M06,25226.9
DE,2014,M07,25302.65
DE,2014,M08,25378.4
DE,2014,M09,25454.15
DE,2014,M10,25529.9
DE,2014,M11,25605.65
DE,2014,M12,25681.4
DE,2015,M01,25768.175
DE,2015,M02,25854.95
DE,2015,M03,25941.725
DE,2015,M04,26028.5
DE,2015,M05,26115.275
DE,2015,M06,26202.05
DE,2015,M07,26288.825
DE,2015,M08,26375.6
DE,2015,M09,26462.375
DE,2015,M10,26549.15
DE,2015,M11,26635.925
DE,2015,M12,26722.7
DE,2016,M01,26793.18333
DE,2016,M02,26863.66667
DE,2016,M03,26934.15
