Time,GDP,Cons3,Cons4,Cons5,Cons2,Cases5,Cases2,Deaths5,Deaths2,Cases3,Deaths3,Cases4,Cases1,Hosp2,Hosp1,Deaths4,Deaths1
2/1/2012,0.4449949496516967,0.22495611384918449,0.16932591162376354,0.2891489602784704,0.1068005974119196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/1/2012,0.45143120047180285,0.24142328711326183,0.1943829695322077,0.31154895109684555,0.13201563086983262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/1/2012,0.5369043465004599,0.27146883086221135,0.24009806065521996,0.35241694785297506,0.1780198901940181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/1/2012,0.584692124105209,0.3945999879911702,0.4274333656398854,0.5198906263545515,0.3665433079168965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/1/2012,0.5720448149424692,0.3631945251559822,0.3796570699990389,0.47717911709202293,0.3184627139384057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/1/2012,0.4383063045437517,0.31957041263512825,0.3132913949176024,0.4178490775631822,0.2516747318488149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/1/2012,0.3790722728558693,0.16823232097687732,0.08305004317891593,0.21201731774385557,0.01997068940996974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9/1/2012,0.3853512347691802,0.18440700961047438,0.10766204357774892,0.23401948819012555,0.044737807656212325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/1/2012,0.33586544688899755,0.18787591535312,0.11294344459824154,0.23874051361497173,0.05005171004849815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/1/2012,0.4075197019994917,0.37196406667727466,0.393018694577808,0.4891219586200452,0.33190387948372146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/1/2012,0.3969531515407144,0.3458267986465777,0.35325731936526783,0.45357567077933225,0.29188904900462304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/1/2013,0.5748287904232505,0.3959954250990716,0.313568070320088,0.4089134248268964,0.2852141438632296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/1/2013,0.5397244119177352,0.3079922738477315,0.18033473056622557,0.2898372524947779,0.15098597610969106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/1/2013,0.6371183331428192,0.558750333656898,0.562485991143399,0.631505046534345,0.5354153433906188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/1/2013,0.44478398653146745,0.5311657592913759,0.5211621896596798,0.5945939201416427,0.4936822017183766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/1/2013,0.41626647102400816,0.4579371973432441,0.41039068703154835,0.49559778410923183,0.38206143302781115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6/1/2013,0.3864361645742298,0.3813573405142512,0.29451546522384064,0.39203880902522414,0.2653054264229906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7/1/2013,0.5149597012132372,0.4268826575215272,0.3644050904016237,0.45454989259308204,0.33549456468465505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8/1/2013,0.5089460625148181,0.41141855732318233,0.3415007284886968,0.43410469196345436,0.31230146902813305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9/1/2013,0.531378113521342,0.4686892343027651,0.4292493006191503,0.5125810062238916,0.40046473664491866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/1/2013,0.5331286914860773,0.40243904542095416,0.3290692363038333,0.42305255734429176,0.2995072446129186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11/1/2013,0.5353044655978273,0.40845587250455023,0.3388306932476091,0.4318095223041608,0.30919009296794747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/1/2013,0.5264243526598444,0.386198075551166,0.3055704206848162,0.4021057795555473,0.2755790162401759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/1/2014,0.44256986925294733,0.4445758865005843,0.3931436125050314,0.32898324274412744,0.36410408875090344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2/1/2014,0.46852325733466343,0.5099486230489547,0.4934459365207541,0.41921667537640395,0.464833041478859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3/1/2014,0.4405400092800474,0.43741695297297517,0.38393265254982634,0.3218756621165509,0.3544163852992323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/1/2014,0.5410321532435589,0.439599876186688,0.3880801699497876,0.3261417383831308,0.35838387429465585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
