State,Year,Period,Supply_6
AK,2012,M01,178.6846701
AK,2012,M02,177.8712905
AK,2012,M03,177.0511168
AK,2012,M04,177.1642171
AK,2012,M05,177.2754619
AK,2012,M06,177.3848512
AK,2012,M07,177.0828237
AK,2012,M08,176.7768058
AK,2012,M09,176.4667975
AK,2012,M10,175.9377183
AK,2012,M11,175.4035363
AK,2012,M12,174.8642516
AK,2013,M01,175.03457
AK,2013,M02,175.2004105
AK,2013,M03,175.361773
AK,2013,M04,174.5402838
AK,2013,M05,173.7064128
AK,2013,M06,172.8601602
AK,2013,M07,174.0517269
AK,2013,M08,175.2472761
AK,2013,M09,176.4468077
AK,2013,M10,175.2206499
AK,2013,M11,173.9793111
AK,2013,M12,172.7227912
AK,2014,M01,173.4664402
AK,2014,M02,174.2111862
AK,2014,M03,174.9570293
AK,2014,M04,174.9462699
AK,2014,M05,174.9315895
AK,2014,M06,174.9129879
AK,2014,M07,173.948749
AK,2014,M08,172.9744133
AK,2014,M09,171.9899809
AK,2014,M10,170.4015793
AK,2014,M11,168.7992245
AK,2014,M12,167.1829163
AK,2015,M01,164.2439134
AK,2015,M02,161.2917543
AK,2015,M03,158.3264388
AK,2015,M04,158.0948671
AK,2015,M05,157.8611063
AK,2015,M06,157.6251565
AK,2015,M07,156.5955805
AK,2015,M08,155.5606743
AK,2015,M09,154.520438
AK,2015,M10,154.0121539
AK,2015,M11,153.5006595
AK,2015,M12,152.9859547
AK,2016,M01,152.6682144
AK,2016,M02,152.344628
AK,2016,M03,152.0151953
AK,2016,M04,152.709892
AK,2016,M05,153.405776
AK,2016,M06,154.1028474
AK,2016,M07,154.4751377
AK,2016,M08,154.8464118
AK,2016,M09,155.21667
AK,2016,M10,156.0315111
AK,2016,M11,156.8483181
AK,2016,M12,157.6670908
AK,2017,M01,158.7337578
AK,2017,M02,159.8040169
AK,2017,M03,160.8778681
AK,2017,M04,161.102976
AK,2017,M05,161.32581
AK,2017,M06,161.5463702
AK,2017,M07,162.1939104
AK,2017,M08,162.8421007
AK,2017,M09,163.4909412
AK,2017,M10,163.7375741
AK,2017,M11,163.9821408
AK,2017,M12,164.2246411
AK,2018,M01,164.5221522
AK,2018,M02,164.8158312
AK,2018,M03,165.105678
AK,2018,M04,165.2020838
AK,2018,M05,165.2930006
AK,2018,M06,165.3784283
AK,2018,M07,166.1025735
AK,2018,M08,166.8267862
AK,2018,M09,167.5510664
AK,2018,M10,167.9290987
AK,2018,M11,168.3042496
AK,2018,M12,168.676519
AK,2019,M01,167.9137809
AK,2019,M02,167.142206
AK,2019,M03,166.3617941
AK,2019,M04,166.288104
AK,2019,M05,166.2102968
AK,2019,M06,166.1283727
AK,2019,M07,166.5160055
AK,2019,M08,166.902615
AK,2019,M09,167.2882013
AK,2019,M10,167.2444265
AK,2019,M11,167.1968578
AK,2019,M12,167.1454954
AK,2020,M01,166.4445412
AK,2020,M02,165.7337426
AK,2020,M03,165.0130997
AK,2020,M04,163.5670396
AK,2020,M05,162.1058751
AK,2020,M06,160.6296062
AK,2020,M07,160.3400113
AK,2020,M08,160.0440497
AK,2020,M09,159.7417214
AK,2020,M10,161.8244715
AK,2020,M11,163.9180546
AK,2020,M12,166.0224709
AK,2021,M01,168.13085
AK,2021,M02,170.2434547
AK,2021,M03,172.3602851
AK,2021,M04,174.847575
AK,2021,M05,177.3472026
AK,2021,M06,179.8591681
AK,2021,M07,182.73166
AK,2021,M08,185.6239542
AK,2021,M09,188.5360506
AK,2021,M10,191.4889243
AK,2021,M11,194.4620359
AK,2021,M12,197.4553853
AK,2022,M01,NA
AK,2022,M02,NA
AK,2022,M03,NA
AK,2022,M04,NA
AK,2022,M05,NA
AK,2022,M06,NA
AK,2022,M07,NA
AK,2022,M08,NA
AK,2022,M09,NA
AK,2022,M10,NA
AK,2022,M11,NA
AK,2022,M12,NA
AL,2012,M01,570.7491463
AL,2012,M02,570.5170228
AL,2012,M03,570.2756927
AL,2012,M04,571.7772837
AL,2012,M05,573.2788729
AL,2012,M06,574.7804603
AL,2012,M07,573.9136576
AL,2012,M08,573.0345079
AL,2012,M09,572.1430112
AL,2012,M10,572.9058119
AL,2012,M11,573.6648856
AL,2012,M12,574.4202323
AL,2013,M01,578.9813145
AL,2013,M02,583.56041
AL,2013,M03,588.1575186
AL,2013,M04,589.3642085
AL,2013,M05,590.5613769
AL,2013,M06,591.7490237
AL,2013,M07,593.7547367
AL,2013,M08,595.7575337
AL,2013,M09,597.7574146
AL,2013,M10,596.957813
AL,2013,M11,596.1332381
AL,2013,M12,595.2836898
AL,2014,M01,595.0722048
AL,2014,M02,594.8459414
AL,2014,M03,594.6048996
AL,2014,M04,596.6013482
AL,2014,M05,598.597935
AL,2014,M06,600.5946601
AL,2014,M07,601.7391347
AL,2014,M08,602.8781578
AL,2014,M09,604.0117294
AL,2014,M10,605.5660828
AL,2014,M11,607.1177526
AL,2014,M12,608.6667389
AL,2015,M01,607.9785012
AL,2015,M02,607.2825791
AL,2015,M03,606.5789727
AL,2015,M04,608.0794159
AL,2015,M05,609.5810054
AL,2015,M06,611.0837412
AL,2015,M07,612.5432275
AL,2015,M08,614.0036838
AL,2015,M09,615.4651102
AL,2015,M10,616.0468474
AL,2015,M11,616.6260802
AL,2015,M12,617.2028086
AL,2016,M01,619.4719292
AL,2016,M02,621.7419644
AL,2016,M03,624.0129141
AL,2016,M04,626.518167
AL,2016,M05,629.0259282
AL,2016,M06,631.5361977
AL,2016,M07,632.3854311
AL,2016,M08,633.2259279
AL,2016,M09,634.0576881
AL,2016,M10,636.3015448
