Time	GDP	RPFI	FixAss	UI	PartR	UR	Cons3	Cons5	CPIU	PCE	School	Hosp1	Deaths1
2012-01-01	0.0	0.0	0.0	0.0	1.0	0.5909090909090908	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-02-01	0.9346119236127327	0.7862215060731671	0.28773478235344885	0.1708817160412197	0.9615384615384617	0.5795454545454546	0.9728118750897524	0.9660136442419504	0.48042480973508717	0.9679389035394174	0.0	0.0	0.0
2012-03-01	0.9354930986775646	0.7840320883377558	0.30699034647746953	0.14512978780536973	0.9423076923076934	0.5681818181818183	0.9734443972085095	0.967480964221239	0.4783596646895119	0.966573298315848	0.0	0.0	0.0
2012-04-01	0.9283630844920888	0.6847246978204042	0.2722137610892177	0.14196016045855567	0.9230769230769216	0.5568181818181819	0.9746157110176709	0.9701896094416464	0.4580164258916395	0.9640820130383683	0.0	0.0	0.0
2012-05-01	0.9355242774474014	0.6837680249787333	0.41891126769139503	0.1873937799482504	0.9230769230769216	0.5454545454545454	0.9794798740792144	0.9814067647913491	0.2823120937051792	0.9538741718760513	0.0	0.0	0.0
2012-06-01	0.9336815225776839	0.6828235829417516	0.38094767609431657	0.20919125535795915	0.9038461538461533	0.5454545454545454	0.9782136909344475	0.9784990529953056	0.34089822278672366	0.956476820529933	0.0	0.0	0.0
2012-07-01	0.9265306097154439	0.528444168272702	0.2662778329173282	0.21502285949580127	0.9038461538461533	0.5340909090909092	0.9764629251360893	0.9744747405147628	0.39344637279221933	0.9600922983102562	0.0	0.0	0.0
2012-08-01	0.917712539986881	0.5283729671981053	0.0848488753584826	0.15823152474712593	0.9038461538461533	0.5227272727272727	0.9704392657916692	0.9606052801159226	0.6527359268372354	0.9726370191705382	0.0	0.0	0.0
2012-09-01	0.9186545195644951	0.5283015474872821	0.1035919185450084	0.17749228466392888	0.9230769230769216	0.5227272727272727	0.9710609793357279	0.9620471659634559	0.6040928049754837	0.9712958398905062	0.0	0.0	0.0
2012-10-01	0.9219661057606474	0.6752698277839341	0.18807694340334147	0.14814729219554448	0.9230769230769216	0.5227272727272727	0.9711787818089049	0.9623279187740365	0.506728251696605	0.9710078867636006	0.0	0.0	0.0
2012-11-01	0.9326846880651177	0.6745181700460328	0.40764902425671606	0.16113650842001442	0.9230769230769216	0.5227272727272727	0.9784619050838375	0.9791180158971324	0.3006557725101743	0.9557458204525275	0.0	0.0	0.0
2012-12-01	0.9311545945503606	0.6737751283121475	0.37601434210606743	0.3011974065427339	0.9230769230769216	0.5227272727272727	0.9774054824301941	0.9766930988367517	0.37413804795301997	0.9579119267895568	0.0	0.0	0.0
2013-01-01	0.9428868638260776	0.7513863873049018	0.5708505242315045	0.263659433754261	0.9230769230769216	0.5113636363636365	0.9690528215658546	0.964497689594165	0.4730736920152049	0.9666573187698657	0.0	0.0	0.0
2013-02-01	0.9376226071573108	0.7504858174489619	0.4647397521563816	0.14519941772434494	0.9038461538461533	0.5113636363636365	0.9655839557579973	0.9564868322053526	0.6349860070635606	0.9739022526346681	0.0	0.0	0.0
2013-03-01	0.9520984886067543	0.7495938170179542	0.7634472513274226	0.1599516249525603	0.9038461538461533	0.5113636363636365	0.9755536211904894	0.9794394348039177	0.24716895130705616	0.953062076468007	0.0	0.0	0.0
