"State","Year","Period","NDG_Consumption"
"MO",2021,"M12",64527.4
"MO",2022,"M01",65178.2166666667
"MO",2022,"M02",65829.0333333333
"MO",2022,"M03",66479.85
"MO",2022,"M04",67130.6666666667
"MO",2022,"M05",67781.4833333333
"MO",2022,"M06",68432.3
"MO",2022,"M07",69083.1166666667
"MO",2022,"M08",69733.9333333333
"MO",2022,"M09",70384.75
"MO",2022,"M10",71035.5666666667
"MO",2022,"M11",71686.3833333333
"MO",2022,"M12",72337.2
"MT",2012,"M01",8435.68333333333
"MT",2012,"M02",8456.66666666667
"MT",2012,"M03",8477.65
"MT",2012,"M04",8498.63333333333
"MT",2012,"M05",8519.61666666667
"MT",2012,"M06",8540.6
"MT",2012,"M07",8561.58333333333
"MT",2012,"M08",8582.56666666667
"MT",2012,"M09",8603.55
"MT",2012,"M10",8624.53333333333
"MT",2012,"M11",8645.51666666667
"MT",2012,"M12",8666.5
"MT",2013,"M01",8667.19166666667
"MT",2013,"M02",8667.88333333333
"MT",2013,"M03",8668.575
"MT",2013,"M04",8669.26666666667
"MT",2013,"M05",8669.95833333333
"MT",2013,"M06",8670.65
"MT",2013,"M07",8671.34166666667
"MT",2013,"M08",8672.03333333333
"MT",2013,"M09",8672.725
"MT",2013,"M10",8673.41666666667
"MT",2013,"M11",8674.10833333333
"MT",2013,"M12",8674.8
"MT",2014,"M01",8693.975
"MT",2014,"M02",8713.15
"MT",2014,"M03",8732.325
"MT",2014,"M04",8751.5
"MT",2014,"M05",8770.675
"MT",2014,"M06",8789.85
"MT",2014,"M07",8809.025
"MT",2014,"M08",8828.2
"MT",2014,"M09",8847.375
"MT",2014,"M10",8866.55
"MT",2014,"M11",8885.725
"MT",2014,"M12",8904.9
"MT",2015,"M01",8886.70833333333
"MT",2015,"M02",8868.51666666667
"MT",2015,"M03",8850.325
"MT",2015,"M04",8832.13333333333
"MT",2015,"M05",8813.94166666667
"MT",2015,"M06",8795.75
"MT",2015,"M07",8777.55833333333
"MT",2015,"M08",8759.36666666667
"MT",2015,"M09",8741.175
"MT",2015,"M10",8722.98333333333
"MT",2015,"M11",8704.79166666667
"MT",2015,"M12",8686.6
"MT",2016,"M01",8679.69166666667
"MT",2016,"M02",8672.78333333333
"MT",2016,"M03",8665.875
"MT",2016,"M04",8658.96666666667
"MT",2016,"M05",8652.05833333333
"MT",2016,"M06",8645.15
"MT",2016,"M07",8638.24166666667
"MT",2016,"M08",8631.33333333333
"MT",2016,"M09",8624.425
"MT",2016,"M10",8617.51666666667
"MT",2016,"M11",8610.60833333333
"MT",2016,"M12",8603.7
"MT",2017,"M01",8625.90833333333
"MT",2017,"M02",8648.11666666667
"MT",2017,"M03",8670.325
"MT",2017,"M04",8692.53333333333
"MT",2017,"M05",8714.74166666667
"MT",2017,"M06",8736.95
"MT",2017,"M07",8759.15833333333
"MT",2017,"M08",8781.36666666667
"MT",2017,"M09",8803.575
"MT",2017,"M10",8825.78333333333
"MT",2017,"M11",8847.99166666667
"MT",2017,"M12",8870.2
"MT",2018,"M01",8906.49166666667
"MT",2018,"M02",8942.78333333333
"MT",2018,"M03",8979.075
"MT",2018,"M04",9015.36666666667
"MT",2018,"M05",9051.65833333333
"MT",2018,"M06",9087.95
"MT",2018,"M07",9124.24166666667
"MT",2018,"M08",9160.53333333333
"MT",2018,"M09",9196.825
"MT",2018,"M10",9233.11666666667
"MT",2018,"M11",9269.40833333333
"MT",2018,"M12",9305.7
"MT",2019,"M01",9318.61666666667
"MT",2019,"M02",9331.53333333333
"MT",2019,"M03",9344.45
"MT",2019,"M04",9357.36666666667
"MT",2019,"M05",9370.28333333333
"MT",2019,"M06",9383.2
"MT",2019,"M07",9396.11666666667
"MT",2019,"M08",9409.03333333333
"MT",2019,"M09",9421.95
"MT",2019,"M10",9434.86666666667
"MT",2019,"M11",9447.78333333333
"MT",2019,"M12",9460.7
"MT",2020,"M01",9486.18333333333
"MT",2020,"M02",9511.66666666667
"MT",2020,"M03",9537.15
"MT",2020,"M04",9562.63333333333
"MT",2020,"M05",9588.11666666667
"MT",2020,"M06",9613.6
"MT",2020,"M07",9639.08333333333
"MT",2020,"M08",9664.56666666667
"MT",2020,"M09",9690.05
"MT",2020,"M10",9715.53333333333
"MT",2020,"M11",9741.01666666667
"MT",2020,"M12",9766.5
"MT",2021,"M01",9899.34166666667
"MT",2021,"M02",10032.1833333333
"MT",2021,"M03",10165.025
"MT",2021,"M04",10297.8666666667
"MT",2021,"M05",10430.7083333333
"MT",2021,"M06",10563.55
"MT",2021,"M07",10696.3916666667
"MT",2021,"M08",10829.2333333333
"MT",2021,"M09",10962.075
"MT",2021,"M10",11094.9166666667
"MT",2021,"M11",11227.7583333333
"MT",2021,"M12",11360.6
"MT",2022,"M01",11488.6166666667
"MT",2022,"M02",11616.6333333333
"MT",2022,"M03",11744.65
"MT",2022,"M04",11872.6666666667
"MT",2022,"M05",12000.6833333333
"MT",2022,"M06",12128.7
"MT",2022,"M07",12256.7166666667
"MT",2022,"M08",12384.7333333333
"MT",2022,"M09",12512.75
"MT",2022,"M10",12640.7666666667
"MT",2022,"M11",12768.7833333333
"MT",2022,"M12",12896.8
"NE",2012,"M01",15111.25
"NE",2012,"M02",15139.8
"NE",2012,"M03",15168.35
"NE",2012,"M04",15196.9
"NE",2012,"M05",15225.45
"NE",2012,"M06",15254
"NE",2012,"M07",15282.55
"NE",2012,"M08",15311.1
"NE",2012,"M09",15339.65
"NE",2012,"M10",15368.2
"NE",2012,"M11",15396.75
"NE",2012,"M12",15425.3
"NE",2013,"M01",15437.0416666667
"NE",2013,"M02",15448.7833333333
"NE",2013,"M03",15460.525
"NE",2013,"M04",15472.2666666667
"NE",2013,"M05",15484.0083333333
"NE",2013,"M06",15495.75
"NE",2013,"M07",15507.4916666667
"NE",2013,"M08",15519.2333333333
"NE",2013,"M09",15530.975
"NE",2013,"M10",15542.7166666667
"NE",2013,"M11",15554.4583333333
"NE",2013,"M12",15566.2
"NE",2014,"M01",15586.875
"NE",2014,"M02",15607.55
"NE",2014,"M03",15628.225
"NE",2014,"M04",15648.9
"NE",2014,"M05",15669.575
"NE",2014,"M06",15690.25
"NE",2014,"M07",15710.925
"NE",2014,"M08",15731.6
"NE",2014,"M09",15752.275
"NE",2014,"M10",15772.95
"NE",2014,"M11",15793.625
"NE",2014,"M12",15814.3
"NE",2015,"M01",15779.525
"NE",2015,"M02",15744.75
"NE",2015,"M03",15709.975
"NE",2015,"M04",15675.2
"NE",2015,"M05",15640.425
"NE",2015,"M06",15605.65
"NE",2015,"M07",15570.875
"NE",2015,"M08",15536.1
"NE",2015,"M09",15501.325
"NE",2015,"M10",15466.55
"NE",2015,"M11",15431.775
"NE",2015,"M12",15397
"NE",2016,"M01",15420.5583333333
"NE",2016,"M02",15444.1166666667
"NE",2016,"M03",15467.675
"NE",2016,"M04",15491.2333333333
"NE",2016,"M05",15514.7916666667
"NE",2016,"M06",15538.35
"NE",2016,"M07",15561.9083333333
"NE",2016,"M08",15585.4666666667
"NE",2016,"M09",15609.025
"NE",2016,"M10",15632.5833333333
"NE",2016,"M11",15656.1416666667
"NE",2016,"M12",15679.7
"NE",2017,"M01",15718.9666666667
"NE",2017,"M02",15758.2333333333
"NE",2017,"M03",15797.5
"NE",2017,"M04",15836.7666666667
"NE",2017,"M05",15876.0333333333
"NE",2017,"M06",15915.3
"NE",2017,"M07",15954.5666666667
"NE",2017,"M08",15993.8333333333
"NE",2017,"M09",16033.1
"NE",2017,"M10",16072.3666666667
"NE",2017,"M11",16111.6333333333
"NE",2017,"M12",16150.9
"NE",2018,"M01",16192.8083333333
"NE",2018,"M02",16234.7166666667
"NE",2018,"M03",16276.625
"NE",2018,"M04",16318.5333333333
"NE",2018,"M05",16360.4416666667
"NE",2018,"M06",16402.35
"NE",2018,"M07",16444.2583333333
"NE",2018,"M08",16486.1666666667
"NE",2018,"M09",16528.075
"NE",2018,"M10",16569.9833333333
"NE",2018,"M11",16611.8916666667
"NE",2018,"M12",16653.8
"NE",2019,"M01",16667.2416666667
"NE",2019,"M02",16680.6833333333
"NE",2019,"M03",16694.125
"NE",2019,"M04",16707.5666666667
"NE",2019,"M05",16721.0083333333
"NE",2019,"M06",16734.45
"NE",2019,"M07",16747.8916666667
"NE",2019,"M08",16761.3333333333
"NE",2019,"M09",16774.775
"NE",2019,"M10",16788.2166666667
"NE",2019,"M11",16801.6583333333
"NE",2019,"M12",16815.1
"NE",2020,"M01",16837.15
"NE",2020,"M02",16859.2
"NE",2020,"M03",16881.25
"NE",2020,"M04",16903.3
"NE",2020,"M05",16925.35
"NE",2020,"M06",16947.4
"NE",2020,"M07",16969.45
"NE",2020,"M08",16991.5
"NE",2020,"M09",17013.55
"NE",2020,"M10",17035.6
"NE",2020,"M11",17057.65
"NE",2020,"M12",17079.7
"NE",2021,"M01",17277.825
"NE",2021,"M02",17475.95
"NE",2021,"M03",17674.075
"NE",2021,"M04",17872.2
"NE",2021,"M05",18070.325
"NE",2021,"M06",18268.45
"NE",2021,"M07",18466.575
"NE",2021,"M08",18664.7
"NE",2021,"M09",18862.825
"NE",2021,"M10",19060.95
"NE",2021,"M11",19259.075
"NE",2021,"M12",19457.2
"NE",2022,"M01",19651.9666666667
"NE",2022,"M02",19846.7333333333
"NE",2022,"M03",20041.5
"NE",2022,"M04",20236.2666666667
"NE",2022,"M05",20431.0333333333
"NE",2022,"M06",20625.8
"NE",2022,"M07",20820.5666666667
"NE",2022,"M08",21015.3333333333
"NE",2022,"M09",21210.1
"NE",2022,"M10",21404.8666666667
"NE",2022,"M11",21599.6333333333
"NE",2022,"M12",21794.4
"NV",2012,"M01",20611.475
"NV",2012,"M02",20666.45
"NV",2012,"M03",20721.425
"NV",2012,"M04",20776.4
"NV",2012,"M05",20831.375
"NV",2012,"M06",20886.35
"NV",2012,"M07",20941.325
"NV",2012,"M08",20996.3
"NV",2012,"M09",21051.275
"NV",2012,"M10",21106.25
"NV",2012,"M11",21161.225
"NV",2012,"M12",21216.2
"NV",2013,"M01",21292.6916666667
"NV",2013,"M02",21369.1833333333
"NV",2013,"M03",21445.675
"NV",2013,"M04",21522.1666666667
"NV",2013,"M05",21598.6583333333
"NV",2013,"M06",21675.15
"NV",2013,"M07",21751.6416666667
"NV",2013,"M08",21828.1333333333
"NV",2013,"M09",21904.625
"NV",2013,"M10",21981.1166666667
"NV",2013,"M11",22057.6083333333
"NV",2013,"M12",22134.1
"NV",2014,"M01",22241.8833333333
"NV",2014,"M02",22349.6666666667
"NV",2014,"M03",22457.45
"NV",2014,"M04",22565.2333333333
"NV",2014,"M05",22673.0166666667
"NV",2014,"M06",22780.8
"NV",2014,"M07",22888.5833333333
"NV",2014,"M08",22996.3666666667
"NV",2014,"M09",23104.15
"NV",2014,"M10",23211.9333333333
"NV",2014,"M11",23319.7166666667
"NV",2014,"M12",23427.5
"NV",2015,"M01",23466.275
"NV",2015,"M02",23505.05
"NV",2015,"M03",23543.825
"NV",2015,"M04",23582.6
"NV",2015,"M05",23621.375
"NV",2015,"M06",23660.15
"NV",2015,"M07",23698.925
"NV",2015,"M08",23737.7
"NV",2015,"M09",23776.475
"NV",2015,"M10",23815.25
"NV",2015,"M11",23854.025
"NV",2015,"M12",23892.8
"NV",2016,"M01",23930.3416666667
"NV",2016,"M02",23967.8833333333
"NV",2016,"M03",24005.425
"NV",2016,"M04",24042.9666666667
"NV",2016,"M05",24080.5083333333
"NV",2016,"M06",24118.05
"NV",2016,"M07",24155.5916666667
"NV",2016,"M08",24193.1333333333
"NV",2016,"M09",24230.675
"NV",2016,"M10",24268.2166666667
"NV",2016,"M11",24305.7583333333
"NV",2016,"M12",24343.3
"NV",2017,"M01",24472.425
"NV",2017,"M02",24601.55
"NV",2017,"M03",24730.675
"NV",2017,"M04",24859.8
"NV",2017,"M05",24988.925
"NV",2017,"M06",25118.05
"NV",2017,"M07",25247.175
"NV",2017,"M08",25376.3
"NV",2017,"M09",25505.425
"NV",2017,"M10",25634.55
"NV",2017,"M11",25763.675
"NV",2017,"M12",25892.8
"NV",2018,"M01",25998.8833333333
"NV",2018,"M02",26104.9666666667
"NV",2018,"M03",26211.05
"NV",2018,"M04",26317.1333333333
"NV",2018,"M05",26423.2166666667
"NV",2018,"M06",26529.3
"NV",2018,"M07",26635.3833333333
"NV",2018,"M08",26741.4666666667
"NV",2018,"M09",26847.55
"NV",2018,"M10",26953.6333333333
"NV",2018,"M11",27059.7166666667
"NV",2018,"M12",27165.8
"NV",2019,"M01",27247.7083333333
"NV",2019,"M02",27329.6166666667
"NV",2019,"M03",27411.525
"NV",2019,"M04",27493.4333333333
"NV",2019,"M05",27575.3416666667
"NV",2019,"M06",27657.25
"NV",2019,"M07",27739.1583333333
"NV",2019,"M08",27821.0666666667
"NV",2019,"M09",27902.975
"NV",2019,"M10",27984.8833333333
"NV",2019,"M11",28066.7916666667
"NV",2019,"M12",28148.7
"NV",2020,"M01",28191.3083333333
"NV",2020,"M02",28233.9166666667
"NV",2020,"M03",28276.525
"NV",2020,"M04",28319.1333333333
"NV",2020,"M05",28361.7416666667
"NV",2020,"M06",28404.35
"NV",2020,"M07",28446.9583333333
"NV",2020,"M08",28489.5666666667
"NV",2020,"M09",28532.175
"NV",2020,"M10",28574.7833333333
"NV",2020,"M11",28617.3916666667
"NV",2020,"M12",28660
"NV",2021,"M01",29026.5083333333
"NV",2021,"M02",29393.0166666667
"NV",2021,"M03",29759.525
"NV",2021,"M04",30126.0333333333
"NV",2021,"M05",30492.5416666667
"NV",2021,"M06",30859.05
"NV",2021,"M07",31225.5583333333
"NV",2021,"M08",31592.0666666667
"NV",2021,"M09",31958.575
"NV",2021,"M10",32325.0833333333
"NV",2021,"M11",32691.5916666667
"NV",2021,"M12",33058.1
"NV",2022,"M01",33403.3916666667
"NV",2022,"M02",33748.6833333333
"NV",2022,"M03",34093.975
"NV",2022,"M04",34439.2666666667
"NV",2022,"M05",34784.5583333333
"NV",2022,"M06",35129.85
"NV",2022,"M07",35475.1416666667
"NV",2022,"M08",35820.4333333333
"NV",2022,"M09",36165.725
"NV",2022,"M10",36511.0166666667
"NV",2022,"M11",36856.3083333333
"NV",2022,"M12",37201.6
"NH",2012,"M01",11993.1416666667
"NH",2012,"M02",12016.8833333333
"NH",2012,"M03",12040.625
"NH",2012,"M04",12064.3666666667
"NH",2012,"M05",12088.1083333333
"NH",2012,"M06",12111.85
"NH",2012,"M07",12135.5916666667
"NH",2012,"M08",12159.3333333333
"NH",2012,"M09",12183.075
"NH",2012,"M10",12206.8166666667
"NH",2012,"M11",12230.5583333333
"NH",2012,"M12",12254.3
"NH",2013,"M01",12285.1
"NH",2013,"M02",12315.9
"NH",2013,"M03",12346.7
"NH",2013,"M04",12377.5
"NH",2013,"M05",12408.3
"NH",2013,"M06",12439.1
"NH",2013,"M07",12469.9
"NH",2013,"M08",12500.7
"NH",2013,"M09",12531.5
"NH",2013,"M10",12562.3
"NH",2013,"M11",12593.1
"NH",2013,"M12",12623.9
"NH",2014,"M01",12656.7083333333
"NH",2014,"M02",12689.5166666667
"NH",2014,"M03",12722.325
"NH",2014,"M04",12755.1333333333
"NH",2014,"M05",12787.9416666667
"NH",2014,"M06",12820.75
"NH",2014,"M07",12853.5583333333
"NH",2014,"M08",12886.3666666667
"NH",2014,"M09",12919.175
"NH",2014,"M10",12951.9833333333
"NH",2014,"M11",12984.7916666667
"NH",2014,"M12",13017.6
"NH",2015,"M01",13000.4916666667
"NH",2015,"M02",12983.3833333333
"NH",2015,"M03",12966.275
"NH",2015,"M04",12949.1666666667
"NH",2015,"M05",12932.0583333333
"NH",2015,"M06",12914.95
"NH",2015,"M07",12897.8416666667
"NH",2015,"M08",12880.7333333333
"NH",2015,"M09",12863.625
"NH",2015,"M10",12846.5166666667
"NH",2015,"M11",12829.4083333333
"NH",2015,"M12",12812.3
"NH",2016,"M01",12827.975
"NH",2016,"M02",12843.65
"NH",2016,"M03",12859.325
"NH",2016,"M04",12875
"NH",2016,"M05",12890.675
"NH",2016,"M06",12906.35
"NH",2016,"M07",12922.025
"NH",2016,"M08",12937.7
"NH",2016,"M09",12953.375
"NH",2016,"M10",12969.05
"NH",2016,"M11",12984.725
"NH",2016,"M12",13000.4
"NH",2017,"M01",13049.4666666667
"NH",2017,"M02",13098.5333333333
"NH",2017,"M03",13147.6
"NH",2017,"M04",13196.6666666667
"NH",2017,"M05",13245.7333333333
"NH",2017,"M06",13294.8
"NH",2017,"M07",13343.8666666667
"NH",2017,"M08",13392.9333333333
"NH",2017,"M09",13442
"NH",2017,"M10",13491.0666666667
"NH",2017,"M11",13540.1333333333
"NH",2017,"M12",13589.2
"NH",2018,"M01",13630.675
"NH",2018,"M02",13672.15
"NH",2018,"M03",13713.625
"NH",2018,"M04",13755.1
"NH",2018,"M05",13796.575
"NH",2018,"M06",13838.05
"NH",2018,"M07",13879.525
"NH",2018,"M08",13921
"NH",2018,"M09",13962.475
"NH",2018,"M10",14003.95
"NH",2018,"M11",14045.425
"NH",2018,"M12",14086.9
"NH",2019,"M01",14115.8833333333
"NH",2019,"M02",14144.8666666667
"NH",2019,"M03",14173.85
"NH",2019,"M04",14202.8333333333
"NH",2019,"M05",14231.8166666667
"NH",2019,"M06",14260.8
"NH",2019,"M07",14289.7833333333
"NH",2019,"M08",14318.7666666667
"NH",2019,"M09",14347.75
"NH",2019,"M10",14376.7333333333
"NH",2019,"M11",14405.7166666667
"NH",2019,"M12",14434.7
"NH",2020,"M01",14468.5666666667
"NH",2020,"M02",14502.4333333333
"NH",2020,"M03",14536.3
"NH",2020,"M04",14570.1666666667
"NH",2020,"M05",14604.0333333333
"NH",2020,"M06",14637.9
"NH",2020,"M07",14671.7666666667
"NH",2020,"M08",14705.6333333333
"NH",2020,"M09",14739.5
"NH",2020,"M10",14773.3666666667
"NH",2020,"M11",14807.2333333333
"NH",2020,"M12",14841.1
"NH",2021,"M01",14977.3333333333
"NH",2021,"M02",15113.5666666667
"NH",2021,"M03",15249.8
"NH",2021,"M04",15386.0333333333
"NH",2021,"M05",15522.2666666667
"NH",2021,"M06",15658.5
"NH",2021,"M07",15794.7333333333
"NH",2021,"M08",15930.9666666667
"NH",2021,"M09",16067.2
"NH",2021,"M10",16203.4333333333
"NH",2021,"M11",16339.6666666667
"NH",2021,"M12",16475.9
"NH",2022,"M01",16647.1666666667
"NH",2022,"M02",16818.4333333333
"NH",2022,"M03",16989.7
"NH",2022,"M04",17160.9666666667
"NH",2022,"M05",17332.2333333333
"NH",2022,"M06",17503.5
"NH",2022,"M07",17674.7666666667
"NH",2022,"M08",17846.0333333333
"NH",2022,"M09",18017.3
"NH",2022,"M10",18188.5666666667
"NH",2022,"M11",18359.8333333333
"NH",2022,"M12",18531.1
"NJ",2012,"M01",80152.225
"NJ",2012,"M02",80293.45
"NJ",2012,"M03",80434.675
"NJ",2012,"M04",80575.9
"NJ",2012,"M05",80717.125
"NJ",2012,"M06",80858.35
"NJ",2012,"M07",80999.575
"NJ",2012,"M08",81140.8
"NJ",2012,"M09",81282.025
"NJ",2012,"M10",81423.25
"NJ",2012,"M11",81564.475
"NJ",2012,"M12",81705.7
"NJ",2013,"M01",81811.6333333333
"NJ",2013,"M02",81917.5666666667
"NJ",2013,"M03",82023.5
"NJ",2013,"M04",82129.4333333333
"NJ",2013,"M05",82235.3666666667
"NJ",2013,"M06",82341.3
"NJ",2013,"M07",82447.2333333333
"NJ",2013,"M08",82553.1666666667
"NJ",2013,"M09",82659.1
"NJ",2013,"M10",82765.0333333333
"NJ",2013,"M11",82870.9666666667
"NJ",2013,"M12",82976.9
"NJ",2014,"M01",83211.6583333333
"NJ",2014,"M02",83446.4166666667
"NJ",2014,"M03",83681.175
"NJ",2014,"M04",83915.9333333333
"NJ",2014,"M05",84150.6916666667
"NJ",2014,"M06",84385.45
"NJ",2014,"M07",84620.2083333333
"NJ",2014,"M08",84854.9666666667
"NJ",2014,"M09",85089.725
"NJ",2014,"M10",85324.4833333333
"NJ",2014,"M11",85559.2416666667
"NJ",2014,"M12",85794
"NJ",2015,"M01",85842.3
"NJ",2015,"M02",85890.6
"NJ",2015,"M03",85938.9
"NJ",2015,"M04",85987.2
"NJ",2015,"M05",86035.5
"NJ",2015,"M06",86083.8
"NJ",2015,"M07",86132.1
"NJ",2015,"M08",86180.4
"NJ",2015,"M09",86228.7
"NJ",2015,"M10",86277
"NJ",2015,"M11",86325.3
"NJ",2015,"M12",86373.6
"NJ",2016,"M01",86404.6166666667
"NJ",2016,"M02",86435.6333333333
"NJ",2016,"M03",86466.65
"NJ",2016,"M04",86497.6666666667
"NJ",2016,"M05",86528.6833333333
"NJ",2016,"M06",86559.7
"NJ",2016,"M07",86590.7166666667
"NJ",2016,"M08",86621.7333333333
"NJ",2016,"M09",86652.75
"NJ",2016,"M10",86683.7666666667
"NJ",2016,"M11",86714.7833333333
"NJ",2016,"M12",86745.8
"NJ",2017,"M01",86932.55
"NJ",2017,"M02",87119.3
"NJ",2017,"M03",87306.05
"NJ",2017,"M04",87492.8
"NJ",2017,"M05",87679.55
"NJ",2017,"M06",87866.3
"NJ",2017,"M07",88053.05
"NJ",2017,"M08",88239.8
"NJ",2017,"M09",88426.55
"NJ",2017,"M10",88613.3
"NJ",2017,"M11",88800.05
"NJ",2017,"M12",88986.8
"NJ",2018,"M01",89252.2333333333
"NJ",2018,"M02",89517.6666666667
"NJ",2018,"M03",89783.1
"NJ",2018,"M04",90048.5333333333
"NJ",2018,"M05",90313.9666666667
"NJ",2018,"M06",90579.4
"NJ",2018,"M07",90844.8333333333
"NJ",2018,"M08",91110.2666666667
"NJ",2018,"M09",91375.7
"NJ",2018,"M10",91641.1333333333
"NJ",2018,"M11",91906.5666666667
"NJ",2018,"M12",92172
"NJ",2019,"M01",92460.9416666667
"NJ",2019,"M02",92749.8833333333
"NJ",2019,"M03",93038.825
"NJ",2019,"M04",93327.7666666667
"NJ",2019,"M05",93616.7083333333
"NJ",2019,"M06",93905.65
"NJ",2019,"M07",94194.5916666667
"NJ",2019,"M08",94483.5333333333
"NJ",2019,"M09",94772.475
"NJ",2019,"M10",95061.4166666667
"NJ",2019,"M11",95350.3583333333
"NJ",2019,"M12",95639.3
"NJ",2020,"M01",95744.1083333333
"NJ",2020,"M02",95848.9166666667
"NJ",2020,"M03",95953.725
"NJ",2020,"M04",96058.5333333333
"NJ",2020,"M05",96163.3416666667
"NJ",2020,"M06",96268.15
"NJ",2020,"M07",96372.9583333333
"NJ",2020,"M08",96477.7666666667
"NJ",2020,"M09",96582.575
"NJ",2020,"M10",96687.3833333333
"NJ",2020,"M11",96792.1916666667
"NJ",2020,"M12",96897
"NJ",2021,"M01",98183.1
"NJ",2021,"M02",99469.2
"NJ",2021,"M03",100755.3
"NJ",2021,"M04",102041.4
"NJ",2021,"M05",103327.5
"NJ",2021,"M06",104613.6
"NJ",2021,"M07",105899.7
"NJ",2021,"M08",107185.8
"NJ",2021,"M09",108471.9
"NJ",2021,"M10",109758
"NJ",2021,"M11",111044.1
"NJ",2021,"M12",112330.2
"NJ",2022,"M01",112972.508333333
"NJ",2022,"M02",113614.816666667
"NJ",2022,"M03",114257.125
"NJ",2022,"M04",114899.433333333
"NJ",2022,"M05",115541.741666667
"NJ",2022,"M06",116184.05
"NJ",2022,"M07",116826.358333333
"NJ",2022,"M08",117468.666666667
"NJ",2022,"M09",118110.975
"NJ",2022,"M10",118753.283333333
"NJ",2022,"M11",119395.591666667
"NJ",2022,"M12",120037.9
"NM",2012,"M01",15014.6583333333
"NM",2012,"M02",15036.3166666667
"NM",2012,"M03",15057.975
"NM",2012,"M04",15079.6333333333
"NM",2012,"M05",15101.2916666667
"NM",2012,"M06",15122.95
"NM",2012,"M07",15144.6083333333
"NM",2012,"M08",15166.2666666667
"NM",2012,"M09",15187.925
"NM",2012,"M10",15209.5833333333
"NM",2012,"M11",15231.2416666667
"NM",2012,"M12",15252.9
"NM",2013,"M01",15274.9166666667
"NM",2013,"M02",15296.9333333333
"NM",2013,"M03",15318.95
"NM",2013,"M04",15340.9666666667
"NM",2013,"M05",15362.9833333333
"NM",2013,"M06",15385
"NM",2013,"M07",15407.0166666667
"NM",2013,"M08",15429.0333333333
"NM",2013,"M09",15451.05
"NM",2013,"M10",15473.0666666667
"NM",2013,"M11",15495.0833333333
"NM",2013,"M12",15517.1
"NM",2014,"M01",15555.15
"NM",2014,"M02",15593.2
"NM",2014,"M03",15631.25
"NM",2014,"M04",15669.3
"NM",2014,"M05",15707.35
"NM",2014,"M06",15745.4
"NM",2014,"M07",15783.45
"NM",2014,"M08",15821.5
"NM",2014,"M09",15859.55
"NM",2014,"M10",15897.6
"NM",2014,"M11",15935.65
"NM",2014,"M12",15973.7
"NM",2015,"M01",15961.0416666667
"NM",2015,"M02",15948.3833333333
"NM",2015,"M03",15935.725
"NM",2015,"M04",15923.0666666667
"NM",2015,"M05",15910.4083333333
"NM",2015,"M06",15897.75
"NM",2015,"M07",15885.0916666667
"NM",2015,"M08",15872.4333333333
"NM",2015,"M09",15859.775
"NM",2015,"M10",15847.1166666667
"NM",2015,"M11",15834.4583333333
"NM",2015,"M12",15821.8
"NM",2016,"M01",15824.9333333333
"NM",2016,"M02",15828.0666666667
"NM",2016,"M03",15831.2
"NM",2016,"M04",15834.3333333333
"NM",2016,"M05",15837.4666666667
"NM",2016,"M06",15840.6
"NM",2016,"M07",15843.7333333333
"NM",2016,"M08",15846.8666666667
"NM",2016,"M09",15850
"NM",2016,"M10",15853.1333333333
"NM",2016,"M11",15856.2666666667
"NM",2016,"M12",15859.4
"NM",2017,"M01",15895.6333333333
"NM",2017,"M02",15931.8666666667
"NM",2017,"M03",15968.1
"NM",2017,"M04",16004.3333333333
"NM",2017,"M05",16040.5666666667
"NM",2017,"M06",16076.8
"NM",2017,"M07",16113.0333333333
"NM",2017,"M08",16149.2666666667
"NM",2017,"M09",16185.5
"NM",2017,"M10",16221.7333333333
"NM",2017,"M11",16257.9666666667
"NM",2017,"M12",16294.2
"NM",2018,"M01",16367.85
"NM",2018,"M02",16441.5
"NM",2018,"M03",16515.15
"NM",2018,"M04",16588.8
"NM",2018,"M05",16662.45
"NM",2018,"M06",16736.1
"NM",2018,"M07",16809.75
"NM",2018,"M08",16883.4
"NM",2018,"M09",16957.05
"NM",2018,"M10",17030.7
"NM",2018,"M11",17104.35
"NM",2018,"M12",17178
"NM",2019,"M01",17134.9166666667
"NM",2019,"M02",17091.8333333333
"NM",2019,"M03",17048.75
"NM",2019,"M04",17005.6666666667
"NM",2019,"M05",16962.5833333333
"NM",2019,"M06",16919.5
"NM",2019,"M07",16876.4166666667
"NM",2019,"M08",16833.3333333333
"NM",2019,"M09",16790.25
"NM",2019,"M10",16747.1666666667
"NM",2019,"M11",16704.0833333333
"NM",2019,"M12",16661
"NM",2020,"M01",16690.4583333333
"NM",2020,"M02",16719.9166666667
"NM",2020,"M03",16749.375
"NM",2020,"M04",16778.8333333333
"NM",2020,"M05",16808.2916666667
"NM",2020,"M06",16837.75
"NM",2020,"M07",16867.2083333333
"NM",2020,"M08",16896.6666666667
"NM",2020,"M09",16926.125
"NM",2020,"M10",16955.5833333333
"NM",2020,"M11",16985.0416666667
"NM",2020,"M12",17014.5
"NM",2021,"M01",17226.0416666667
"NM",2021,"M02",17437.5833333333
"NM",2021,"M03",17649.125
"NM",2021,"M04",17860.6666666667
"NM",2021,"M05",18072.2083333333
"NM",2021,"M06",18283.75
"NM",2021,"M07",18495.2916666667
"NM",2021,"M08",18706.8333333333
"NM",2021,"M09",18918.375
"NM",2021,"M10",19129.9166666667
"NM",2021,"M11",19341.4583333333
"NM",2021,"M12",19553
"NM",2022,"M01",19715.8416666667
"NM",2022,"M02",19878.6833333333
