"State","Year","Period","NDG_Consumption"
"IL",2012,"M05",97022.6416666667
"IL",2012,"M06",97168.95
"IL",2012,"M07",97315.2583333333
"IL",2012,"M08",97461.5666666667
"IL",2012,"M09",97607.875
"IL",2012,"M10",97754.1833333333
"IL",2012,"M11",97900.4916666667
"IL",2012,"M12",98046.8
"IL",2013,"M01",98161.8
"IL",2013,"M02",98276.8
"IL",2013,"M03",98391.8
"IL",2013,"M04",98506.8
"IL",2013,"M05",98621.8
"IL",2013,"M06",98736.8
"IL",2013,"M07",98851.8
"IL",2013,"M08",98966.8
"IL",2013,"M09",99081.8
"IL",2013,"M10",99196.8
"IL",2013,"M11",99311.8
"IL",2013,"M12",99426.8
"IL",2014,"M01",99592.6333333333
"IL",2014,"M02",99758.4666666667
"IL",2014,"M03",99924.3
"IL",2014,"M04",100090.133333333
"IL",2014,"M05",100255.966666667
"IL",2014,"M06",100421.8
"IL",2014,"M07",100587.633333333
"IL",2014,"M08",100753.466666667
"IL",2014,"M09",100919.3
"IL",2014,"M10",101085.133333333
"IL",2014,"M11",101250.966666667
"IL",2014,"M12",101416.8
"IL",2015,"M01",101446.125
"IL",2015,"M02",101475.45
"IL",2015,"M03",101504.775
"IL",2015,"M04",101534.1
"IL",2015,"M05",101563.425
"IL",2015,"M06",101592.75
"IL",2015,"M07",101622.075
"IL",2015,"M08",101651.4
"IL",2015,"M09",101680.725
"IL",2015,"M10",101710.05
"IL",2015,"M11",101739.375
"IL",2015,"M12",101768.7
"IL",2016,"M01",101857.741666667
"IL",2016,"M02",101946.783333333
"IL",2016,"M03",102035.825
"IL",2016,"M04",102124.866666667
"IL",2016,"M05",102213.908333333
"IL",2016,"M06",102302.95
"IL",2016,"M07",102391.991666667
"IL",2016,"M08",102481.033333333
"IL",2016,"M09",102570.075
"IL",2016,"M10",102659.116666667
"IL",2016,"M11",102748.158333333
"IL",2016,"M12",102837.2
"IL",2017,"M01",103185.266666667
"IL",2017,"M02",103533.333333333
"IL",2017,"M03",103881.4
"IL",2017,"M04",104229.466666667
"IL",2017,"M05",104577.533333333
"IL",2017,"M06",104925.6
"IL",2017,"M07",105273.666666667
"IL",2017,"M08",105621.733333333
"IL",2017,"M09",105969.8
"IL",2017,"M10",106317.866666667
"IL",2017,"M11",106665.933333333
"IL",2017,"M12",107014
"IL",2018,"M01",107429.816666667
"IL",2018,"M02",107845.633333333
"IL",2018,"M03",108261.45
"IL",2018,"M04",108677.266666667
"IL",2018,"M05",109093.083333333
"IL",2018,"M06",109508.9
"IL",2018,"M07",109924.716666667
"IL",2018,"M08",110340.533333333
"IL",2018,"M09",110756.35
"IL",2018,"M10",111172.166666667
"IL",2018,"M11",111587.983333333
"IL",2018,"M12",112003.8
"IL",2019,"M01",112228.016666667
"IL",2019,"M02",112452.233333333
"IL",2019,"M03",112676.45
"IL",2019,"M04",112900.666666667
"IL",2019,"M05",113124.883333333
"IL",2019,"M06",113349.1
"IL",2019,"M07",113573.316666667
"IL",2019,"M08",113797.533333333
"IL",2019,"M09",114021.75
"IL",2019,"M10",114245.966666667
"IL",2019,"M11",114470.183333333
"IL",2019,"M12",114694.4
"IL",2020,"M01",114968.491666667
"IL",2020,"M02",115242.583333333
"IL",2020,"M03",115516.675
"IL",2020,"M04",115790.766666667
"IL",2020,"M05",116064.858333333
"IL",2020,"M06",116338.95
"IL",2020,"M07",116613.041666667
"IL",2020,"M08",116887.133333333
"IL",2020,"M09",117161.225
"IL",2020,"M10",117435.316666667
"IL",2020,"M11",117709.408333333
"IL",2020,"M12",117983.5
"IL",2021,"M01",119476.683333333
"IL",2021,"M02",120969.866666667
"IL",2021,"M03",122463.05
"IL",2021,"M04",123956.233333333
"IL",2021,"M05",125449.416666667
"IL",2021,"M06",126942.6
"IL",2021,"M07",128435.783333333
"IL",2021,"M08",129928.966666667
"IL",2021,"M09",131422.15
"IL",2021,"M10",132915.333333333
"IL",2021,"M11",134408.516666667
"IL",2021,"M12",135901.7
"IL",2022,"M01",136858.525
"IL",2022,"M02",137815.35
"IL",2022,"M03",138772.175
"IL",2022,"M04",139729
"IL",2022,"M05",140685.825
"IL",2022,"M06",141642.65
"IL",2022,"M07",142599.475
"IL",2022,"M08",143556.3
"IL",2022,"M09",144513.125
"IL",2022,"M10",145469.95
"IL",2022,"M11",146426.775
"IL",2022,"M12",147383.6
"IN",2012,"M01",50125.7916666667
"IN",2012,"M02",50225.2833333333
"IN",2012,"M03",50324.775
"IN",2012,"M04",50424.2666666667
"IN",2012,"M05",50523.7583333333
"IN",2012,"M06",50623.25
"IN",2012,"M07",50722.7416666667
"IN",2012,"M08",50822.2333333333
"IN",2012,"M09",50921.725
"IN",2012,"M10",51021.2166666667
"IN",2012,"M11",51120.7083333333
"IN",2012,"M12",51220.2
"IN",2013,"M01",51316.725
"IN",2013,"M02",51413.25
"IN",2013,"M03",51509.775
"IN",2013,"M04",51606.3
"IN",2013,"M05",51702.825
"IN",2013,"M06",51799.35
"IN",2013,"M07",51895.875
"IN",2013,"M08",51992.4
"IN",2013,"M09",52088.925
"IN",2013,"M10",52185.45
"IN",2013,"M11",52281.975
"IN",2013,"M12",52378.5
"IN",2014,"M01",52470.6583333333
"IN",2014,"M02",52562.8166666667
"IN",2014,"M03",52654.975
"IN",2014,"M04",52747.1333333333
"IN",2014,"M05",52839.2916666667
"IN",2014,"M06",52931.45
"IN",2014,"M07",53023.6083333333
"IN",2014,"M08",53115.7666666667
"IN",2014,"M09",53207.925
"IN",2014,"M10",53300.0833333333
"IN",2014,"M11",53392.2416666667
"IN",2014,"M12",53484.4
"IN",2015,"M01",53445.5166666667
"IN",2015,"M02",53406.6333333333
"IN",2015,"M03",53367.75
"IN",2015,"M04",53328.8666666667
"IN",2015,"M05",53289.9833333333
"IN",2015,"M06",53251.1
"IN",2015,"M07",53212.2166666667
"IN",2015,"M08",53173.3333333333
"IN",2015,"M09",53134.45
"IN",2015,"M10",53095.5666666667
"IN",2015,"M11",53056.6833333333
"IN",2015,"M12",53017.8
"IN",2016,"M01",53124.7833333333
"IN",2016,"M02",53231.7666666667
"IN",2016,"M03",53338.75
"IN",2016,"M04",53445.7333333333
"IN",2016,"M05",53552.7166666667
"IN",2016,"M06",53659.7
"IN",2016,"M07",53766.6833333333
"IN",2016,"M08",53873.6666666667
"IN",2016,"M09",53980.65
"IN",2016,"M10",54087.6333333333
"IN",2016,"M11",54194.6166666667
"IN",2016,"M12",54301.6
"IN",2017,"M01",54552.0416666667
"IN",2017,"M02",54802.4833333333
"IN",2017,"M03",55052.925
"IN",2017,"M04",55303.3666666667
"IN",2017,"M05",55553.8083333333
"IN",2017,"M06",55804.25
"IN",2017,"M07",56054.6916666667
"IN",2017,"M08",56305.1333333333
"IN",2017,"M09",56555.575
"IN",2017,"M10",56806.0166666667
"IN",2017,"M11",57056.4583333333
"IN",2017,"M12",57306.9
"IN",2018,"M01",57474.9333333333
"IN",2018,"M02",57642.9666666667
"IN",2018,"M03",57811
"IN",2018,"M04",57979.0333333333
"IN",2018,"M05",58147.0666666667
"IN",2018,"M06",58315.1
"IN",2018,"M07",58483.1333333333
"IN",2018,"M08",58651.1666666667
"IN",2018,"M09",58819.2
"IN",2018,"M10",58987.2333333333
"IN",2018,"M11",59155.2666666667
"IN",2018,"M12",59323.3
"IN",2019,"M01",59392.7666666667
"IN",2019,"M02",59462.2333333333
"IN",2019,"M03",59531.7
"IN",2019,"M04",59601.1666666667
"IN",2019,"M05",59670.6333333333
"IN",2019,"M06",59740.1
"IN",2019,"M07",59809.5666666667
"IN",2019,"M08",59879.0333333333
"IN",2019,"M09",59948.5
"IN",2019,"M10",60017.9666666667
"IN",2019,"M11",60087.4333333333
"IN",2019,"M12",60156.9
"IN",2020,"M01",60254.225
"IN",2020,"M02",60351.55
"IN",2020,"M03",60448.875
"IN",2020,"M04",60546.2
"IN",2020,"M05",60643.525
"IN",2020,"M06",60740.85
"IN",2020,"M07",60838.175
"IN",2020,"M08",60935.5
"IN",2020,"M09",61032.825
"IN",2020,"M10",61130.15
"IN",2020,"M11",61227.475
"IN",2020,"M12",61324.8
"IN",2021,"M01",61970.425
"IN",2021,"M02",62616.05
"IN",2021,"M03",63261.675
"IN",2021,"M04",63907.3
"IN",2021,"M05",64552.925
"IN",2021,"M06",65198.55
"IN",2021,"M07",65844.175
"IN",2021,"M08",66489.8
"IN",2021,"M09",67135.425
"IN",2021,"M10",67781.05
"IN",2021,"M11",68426.675
"IN",2021,"M12",69072.3
"IN",2022,"M01",69789.7166666667
"IN",2022,"M02",70507.1333333333
"IN",2022,"M03",71224.55
"IN",2022,"M04",71941.9666666667
"IN",2022,"M05",72659.3833333333
"IN",2022,"M06",73376.8
"IN",2022,"M07",74094.2166666667
"IN",2022,"M08",74811.6333333333
"IN",2022,"M09",75529.05
"IN",2022,"M10",76246.4666666667
"IN",2022,"M11",76963.8833333333
"IN",2022,"M12",77681.3
"IA",2012,"M01",25456.175
"IA",2012,"M02",25495.65
"IA",2012,"M03",25535.125
"IA",2012,"M04",25574.6
"IA",2012,"M05",25614.075
"IA",2012,"M06",25653.55
"IA",2012,"M07",25693.025
"IA",2012,"M08",25732.5
"IA",2012,"M09",25771.975
"IA",2012,"M10",25811.45
"IA",2012,"M11",25850.925
"IA",2012,"M12",25890.4
"IA",2013,"M01",25909.2333333333
"IA",2013,"M02",25928.0666666667
"IA",2013,"M03",25946.9
"IA",2013,"M04",25965.7333333333
"IA",2013,"M05",25984.5666666667
"IA",2013,"M06",26003.4
"IA",2013,"M07",26022.2333333333
"IA",2013,"M08",26041.0666666667
"IA",2013,"M09",26059.9
"IA",2013,"M10",26078.7333333333
"IA",2013,"M11",26097.5666666667
"IA",2013,"M12",26116.4
"IA",2014,"M01",26153.0583333333
"IA",2014,"M02",26189.7166666667
"IA",2014,"M03",26226.375
"IA",2014,"M04",26263.0333333333
"IA",2014,"M05",26299.6916666667
"IA",2014,"M06",26336.35
"IA",2014,"M07",26373.0083333333
"IA",2014,"M08",26409.6666666667
"IA",2014,"M09",26446.325
"IA",2014,"M10",26482.9833333333
"IA",2014,"M11",26519.6416666667
"IA",2014,"M12",26556.3
"IA",2015,"M01",26496.2333333333
"IA",2015,"M02",26436.1666666667
"IA",2015,"M03",26376.1
"IA",2015,"M04",26316.0333333333
"IA",2015,"M05",26255.9666666667
"IA",2015,"M06",26195.9
"IA",2015,"M07",26135.8333333333
"IA",2015,"M08",26075.7666666667
"IA",2015,"M09",26015.7
"IA",2015,"M10",25955.6333333333
"IA",2015,"M11",25895.5666666667
"IA",2015,"M12",25835.5
"IA",2016,"M01",25852.3083333333
"IA",2016,"M02",25869.1166666667
"IA",2016,"M03",25885.925
"IA",2016,"M04",25902.7333333333
"IA",2016,"M05",25919.5416666667
"IA",2016,"M06",25936.35
"IA",2016,"M07",25953.1583333333
"IA",2016,"M08",25969.9666666667
"IA",2016,"M09",25986.775
"IA",2016,"M10",26003.5833333333
"IA",2016,"M11",26020.3916666667
"IA",2016,"M12",26037.2
"IA",2017,"M01",26108.9083333333
"IA",2017,"M02",26180.6166666667
"IA",2017,"M03",26252.325
"IA",2017,"M04",26324.0333333333
"IA",2017,"M05",26395.7416666667
"IA",2017,"M06",26467.45
"IA",2017,"M07",26539.1583333333
"IA",2017,"M08",26610.8666666667
"IA",2017,"M09",26682.575
"IA",2017,"M10",26754.2833333333
"IA",2017,"M11",26825.9916666667
"IA",2017,"M12",26897.7
"IA",2018,"M01",26984.725
"IA",2018,"M02",27071.75
"IA",2018,"M03",27158.775
"IA",2018,"M04",27245.8
"IA",2018,"M05",27332.825
"IA",2018,"M06",27419.85
"IA",2018,"M07",27506.875
"IA",2018,"M08",27593.9
"IA",2018,"M09",27680.925
"IA",2018,"M10",27767.95
"IA",2018,"M11",27854.975
"IA",2018,"M12",27942
"IA",2019,"M01",27958.5416666667
"IA",2019,"M02",27975.0833333333
"IA",2019,"M03",27991.625
"IA",2019,"M04",28008.1666666667
"IA",2019,"M05",28024.7083333333
"IA",2019,"M06",28041.25
"IA",2019,"M07",28057.7916666667
"IA",2019,"M08",28074.3333333333
"IA",2019,"M09",28090.875
"IA",2019,"M10",28107.4166666667
"IA",2019,"M11",28123.9583333333
"IA",2019,"M12",28140.5
"IA",2020,"M01",28174.4666666667
"IA",2020,"M02",28208.4333333333
"IA",2020,"M03",28242.4
"IA",2020,"M04",28276.3666666667
"IA",2020,"M05",28310.3333333333
"IA",2020,"M06",28344.3
"IA",2020,"M07",28378.2666666667
"IA",2020,"M08",28412.2333333333
"IA",2020,"M09",28446.2
"IA",2020,"M10",28480.1666666667
"IA",2020,"M11",28514.1333333333
"IA",2020,"M12",28548.1
"IA",2021,"M01",28856.4333333333
"IA",2021,"M02",29164.7666666667
"IA",2021,"M03",29473.1
"IA",2021,"M04",29781.4333333333
"IA",2021,"M05",30089.7666666667
"IA",2021,"M06",30398.1
"IA",2021,"M07",30706.4333333333
"IA",2021,"M08",31014.7666666667
"IA",2021,"M09",31323.1
"IA",2021,"M10",31631.4333333333
"IA",2021,"M11",31939.7666666667
"IA",2021,"M12",32248.1
"IA",2022,"M01",32521.5083333333
"IA",2022,"M02",32794.9166666667
"IA",2022,"M03",33068.325
"IA",2022,"M04",33341.7333333333
"IA",2022,"M05",33615.1416666667
"IA",2022,"M06",33888.55
"IA",2022,"M07",34161.9583333333
"IA",2022,"M08",34435.3666666667
"IA",2022,"M09",34708.775
"IA",2022,"M10",34982.1833333333
"IA",2022,"M11",35255.5916666667
"IA",2022,"M12",35529
"KS",2012,"M01",21735.6083333333
"KS",2012,"M02",21766.1166666667
"KS",2012,"M03",21796.625
"KS",2012,"M04",21827.1333333333
"KS",2012,"M05",21857.6416666667
"KS",2012,"M06",21888.15
"KS",2012,"M07",21918.6583333333
"KS",2012,"M08",21949.1666666667
"KS",2012,"M09",21979.675
"KS",2012,"M10",22010.1833333333
"KS",2012,"M11",22040.6916666667
"KS",2012,"M12",22071.2
"KS",2013,"M01",22105.0416666667
"KS",2013,"M02",22138.8833333333
"KS",2013,"M03",22172.725
"KS",2013,"M04",22206.5666666667
"KS",2013,"M05",22240.4083333333
"KS",2013,"M06",22274.25
"KS",2013,"M07",22308.0916666667
"KS",2013,"M08",22341.9333333333
"KS",2013,"M09",22375.775
"KS",2013,"M10",22409.6166666667
"KS",2013,"M11",22443.4583333333
"KS",2013,"M12",22477.3
"KS",2014,"M01",22524.0416666667
"KS",2014,"M02",22570.7833333333
"KS",2014,"M03",22617.525
"KS",2014,"M04",22664.2666666667
"KS",2014,"M05",22711.0083333333
"KS",2014,"M06",22757.75
"KS",2014,"M07",22804.4916666667
"KS",2014,"M08",22851.2333333333
"KS",2014,"M09",22897.975
"KS",2014,"M10",22944.7166666667
"KS",2014,"M11",22991.4583333333
"KS",2014,"M12",23038.2
"KS",2015,"M01",23024.6083333333
"KS",2015,"M02",23011.0166666667
"KS",2015,"M03",22997.425
"KS",2015,"M04",22983.8333333333
"KS",2015,"M05",22970.2416666667
"KS",2015,"M06",22956.65
"KS",2015,"M07",22943.0583333333
"KS",2015,"M08",22929.4666666667
"KS",2015,"M09",22915.875
"KS",2015,"M10",22902.2833333333
"KS",2015,"M11",22888.6916666667
"KS",2015,"M12",22875.1
"KS",2016,"M01",22893.275
"KS",2016,"M02",22911.45
"KS",2016,"M03",22929.625
"KS",2016,"M04",22947.8
"KS",2016,"M05",22965.975
"KS",2016,"M06",22984.15
"KS",2016,"M07",23002.325
"KS",2016,"M08",23020.5
"KS",2016,"M09",23038.675
"KS",2016,"M10",23056.85
"KS",2016,"M11",23075.025
"KS",2016,"M12",23093.2
"KS",2017,"M01",23142.2666666667
"KS",2017,"M02",23191.3333333333
"KS",2017,"M03",23240.4
"KS",2017,"M04",23289.4666666667
"KS",2017,"M05",23338.5333333333
"KS",2017,"M06",23387.6
"KS",2017,"M07",23436.6666666667
"KS",2017,"M08",23485.7333333333
"KS",2017,"M09",23534.8
"KS",2017,"M10",23583.8666666667
"KS",2017,"M11",23632.9333333333
"KS",2017,"M12",23682
"KS",2018,"M01",23749.7666666667
"KS",2018,"M02",23817.5333333333
"KS",2018,"M03",23885.3
"KS",2018,"M04",23953.0666666667
"KS",2018,"M05",24020.8333333333
"KS",2018,"M06",24088.6
"KS",2018,"M07",24156.3666666667
"KS",2018,"M08",24224.1333333333
"KS",2018,"M09",24291.9
"KS",2018,"M10",24359.6666666667
"KS",2018,"M11",24427.4333333333
"KS",2018,"M12",24495.2
"KS",2019,"M01",24529.8416666667
"KS",2019,"M02",24564.4833333333
"KS",2019,"M03",24599.125
"KS",2019,"M04",24633.7666666667
"KS",2019,"M05",24668.4083333333
"KS",2019,"M06",24703.05
"KS",2019,"M07",24737.6916666667
"KS",2019,"M08",24772.3333333333
"KS",2019,"M09",24806.975
"KS",2019,"M10",24841.6166666667
"KS",2019,"M11",24876.2583333333
"KS",2019,"M12",24910.9
"KS",2020,"M01",24966.7083333333
"KS",2020,"M02",25022.5166666667
"KS",2020,"M03",25078.325
"KS",2020,"M04",25134.1333333333
"KS",2020,"M05",25189.9416666667
"KS",2020,"M06",25245.75
"KS",2020,"M07",25301.5583333333
"KS",2020,"M08",25357.3666666667
"KS",2020,"M09",25413.175
"KS",2020,"M10",25468.9833333333
"KS",2020,"M11",25524.7916666667
"KS",2020,"M12",25580.6
"KS",2021,"M01",25841.6333333333
"KS",2021,"M02",26102.6666666667
"KS",2021,"M03",26363.7
"KS",2021,"M04",26624.7333333333
"KS",2021,"M05",26885.7666666667
"KS",2021,"M06",27146.8
"KS",2021,"M07",27407.8333333333
"KS",2021,"M08",27668.8666666667
"KS",2021,"M09",27929.9
"KS",2021,"M10",28190.9333333333
"KS",2021,"M11",28451.9666666667
"KS",2021,"M12",28713
"KS",2022,"M01",28970.4666666667
"KS",2022,"M02",29227.9333333333
"KS",2022,"M03",29485.4
"KS",2022,"M04",29742.8666666667
"KS",2022,"M05",30000.3333333333
"KS",2022,"M06",30257.8
"KS",2022,"M07",30515.2666666667
"KS",2022,"M08",30772.7333333333
"KS",2022,"M09",31030.2
"KS",2022,"M10",31287.6666666667
"KS",2022,"M11",31545.1333333333
"KS",2022,"M12",31802.6
"KY",2012,"M01",35619.5083333333
"KY",2012,"M02",35657.9166666667
"KY",2012,"M03",35696.325
"KY",2012,"M04",35734.7333333333
"KY",2012,"M05",35773.1416666667
"KY",2012,"M06",35811.55
"KY",2012,"M07",35849.9583333333
"KY",2012,"M08",35888.3666666667
"KY",2012,"M09",35926.775
"KY",2012,"M10",35965.1833333333
"KY",2012,"M11",36003.5916666667
"KY",2012,"M12",36042
"KY",2013,"M01",36063.9833333333
"KY",2013,"M02",36085.9666666667
"KY",2013,"M03",36107.95
"KY",2013,"M04",36129.9333333333
"KY",2013,"M05",36151.9166666667
"KY",2013,"M06",36173.9
"KY",2013,"M07",36195.8833333333
"KY",2013,"M08",36217.8666666667
"KY",2013,"M09",36239.85
"KY",2013,"M10",36261.8333333333
"KY",2013,"M11",36283.8166666667
"KY",2013,"M12",36305.8
"KY",2014,"M01",36380.0916666667
"KY",2014,"M02",36454.3833333333
"KY",2014,"M03",36528.675
"KY",2014,"M04",36602.9666666667
"KY",2014,"M05",36677.2583333333
"KY",2014,"M06",36751.55
"KY",2014,"M07",36825.8416666667
"KY",2014,"M08",36900.1333333333
"KY",2014,"M09",36974.425
"KY",2014,"M10",37048.7166666667
"KY",2014,"M11",37123.0083333333
"KY",2014,"M12",37197.3
"KY",2015,"M01",37180.3416666667
"KY",2015,"M02",37163.3833333333
"KY",2015,"M03",37146.425
"KY",2015,"M04",37129.4666666667
"KY",2015,"M05",37112.5083333333
"KY",2015,"M06",37095.55
"KY",2015,"M07",37078.5916666667
"KY",2015,"M08",37061.6333333333
"KY",2015,"M09",37044.675
"KY",2015,"M10",37027.7166666667
"KY",2015,"M11",37010.7583333333
"KY",2015,"M12",36993.8
"KY",2016,"M01",37053.2333333333
"KY",2016,"M02",37112.6666666667
"KY",2016,"M03",37172.1
"KY",2016,"M04",37231.5333333333
"KY",2016,"M05",37290.9666666667
"KY",2016,"M06",37350.4
"KY",2016,"M07",37409.8333333333
"KY",2016,"M08",37469.2666666667
"KY",2016,"M09",37528.7
"KY",2016,"M10",37588.1333333333
"KY",2016,"M11",37647.5666666667
"KY",2016,"M12",37707
"KY",2017,"M01",37857.85
"KY",2017,"M02",38008.7
"KY",2017,"M03",38159.55
"KY",2017,"M04",38310.4
"KY",2017,"M05",38461.25
"KY",2017,"M06",38612.1
"KY",2017,"M07",38762.95
"KY",2017,"M08",38913.8
"KY",2017,"M09",39064.65
"KY",2017,"M10",39215.5
"KY",2017,"M11",39366.35
"KY",2017,"M12",39517.2
"KY",2018,"M01",39634.3583333333
"KY",2018,"M02",39751.5166666667
"KY",2018,"M03",39868.675
"KY",2018,"M04",39985.8333333333
"KY",2018,"M05",40102.9916666667
"KY",2018,"M06",40220.15
"KY",2018,"M07",40337.3083333333
"KY",2018,"M08",40454.4666666667
"KY",2018,"M09",40571.625
"KY",2018,"M10",40688.7833333333
"KY",2018,"M11",40805.9416666667
"KY",2018,"M12",40923.1
"KY",2019,"M01",40958.225
"KY",2019,"M02",40993.35
"KY",2019,"M03",41028.475
"KY",2019,"M04",41063.6
"KY",2019,"M05",41098.725
"KY",2019,"M06",41133.85
"KY",2019,"M07",41168.975
"KY",2019,"M08",41204.1
"KY",2019,"M09",41239.225
"KY",2019,"M10",41274.35
"KY",2019,"M11",41309.475
"KY",2019,"M12",41344.6
"KY",2020,"M01",41449.5583333333
"KY",2020,"M02",41554.5166666667
"KY",2020,"M03",41659.475
"KY",2020,"M04",41764.4333333333
"KY",2020,"M05",41869.3916666667
"KY",2020,"M06",41974.35
"KY",2020,"M07",42079.3083333333
"KY",2020,"M08",42184.2666666667
"KY",2020,"M09",42289.225
"KY",2020,"M10",42394.1833333333
"KY",2020,"M11",42499.1416666667
"KY",2020,"M12",42604.1
"KY",2021,"M01",42977.2083333333
"KY",2021,"M02",43350.3166666667
"KY",2021,"M03",43723.425
"KY",2021,"M04",44096.5333333333
"KY",2021,"M05",44469.6416666667
"KY",2021,"M06",44842.75
"KY",2021,"M07",45215.8583333333
"KY",2021,"M08",45588.9666666667
"KY",2021,"M09",45962.075
"KY",2021,"M10",46335.1833333333
"KY",2021,"M11",46708.2916666667
"KY",2021,"M12",47081.4
"KY",2022,"M01",47397.9416666667
"KY",2022,"M02",47714.4833333333
"KY",2022,"M03",48031.025
"KY",2022,"M04",48347.5666666667
"KY",2022,"M05",48664.1083333333
"KY",2022,"M06",48980.65
"KY",2022,"M07",49297.1916666667
"KY",2022,"M08",49613.7333333333
"KY",2022,"M09",49930.275
"KY",2022,"M10",50246.8166666667
"KY",2022,"M11",50563.3583333333
"KY",2022,"M12",50879.9
"LA",2012,"M01",36635.825
"LA",2012,"M02",36724.45
"LA",2012,"M03",36813.075
"LA",2012,"M04",36901.7
"LA",2012,"M05",36990.325
"LA",2012,"M06",37078.95
"LA",2012,"M07",37167.575
"LA",2012,"M08",37256.2
"LA",2012,"M09",37344.825
"LA",2012,"M10",37433.45
"LA",2012,"M11",37522.075
"LA",2012,"M12",37610.7
"LA",2013,"M01",37659.4083333333
"LA",2013,"M02",37708.1166666667
"LA",2013,"M03",37756.825
"LA",2013,"M04",37805.5333333333
"LA",2013,"M05",37854.2416666667
"LA",2013,"M06",37902.95
"LA",2013,"M07",37951.6583333333
"LA",2013,"M08",38000.3666666667
"LA",2013,"M09",38049.075
"LA",2013,"M10",38097.7833333333
"LA",2013,"M11",38146.4916666667
"LA",2013,"M12",38195.2
"LA",2014,"M01",38264.125
"LA",2014,"M02",38333.05
"LA",2014,"M03",38401.975
"LA",2014,"M04",38470.9
"LA",2014,"M05",38539.825
"LA",2014,"M06",38608.75
"LA",2014,"M07",38677.675
"LA",2014,"M08",38746.6
"LA",2014,"M09",38815.525
"LA",2014,"M10",38884.45
"LA",2014,"M11",38953.375
"LA",2014,"M12",39022.3
"LA",2015,"M01",38993.275
"LA",2015,"M02",38964.25
"LA",2015,"M03",38935.225
"LA",2015,"M04",38906.2
"LA",2015,"M05",38877.175
"LA",2015,"M06",38848.15
"LA",2015,"M07",38819.125
"LA",2015,"M08",38790.1
"LA",2015,"M09",38761.075
"LA",2015,"M10",38732.05
"LA",2015,"M11",38703.025
"LA",2015,"M12",38674
"LA",2016,"M01",38691.375
"LA",2016,"M02",38708.75
"LA",2016,"M03",38726.125
"LA",2016,"M04",38743.5
"LA",2016,"M05",38760.875
"LA",2016,"M06",38778.25
"LA",2016,"M07",38795.625
"LA",2016,"M08",38813
"LA",2016,"M09",38830.375
"LA",2016,"M10",38847.75
"LA",2016,"M11",38865.125
"LA",2016,"M12",38882.5
"LA",2017,"M01",38966.0833333333
"LA",2017,"M02",39049.6666666667
"LA",2017,"M03",39133.25
"LA",2017,"M04",39216.8333333333
"LA",2017,"M05",39300.4166666667
"LA",2017,"M06",39384
"LA",2017,"M07",39467.5833333333
"LA",2017,"M08",39551.1666666667
"LA",2017,"M09",39634.75
"LA",2017,"M10",39718.3333333333
"LA",2017,"M11",39801.9166666667
"LA",2017,"M12",39885.5
"LA",2018,"M01",39987.3416666667
"LA",2018,"M02",40089.1833333333
"LA",2018,"M03",40191.025
"LA",2018,"M04",40292.8666666667
"LA",2018,"M05",40394.7083333333
"LA",2018,"M06",40496.55
"LA",2018,"M07",40598.3916666667
"LA",2018,"M08",40700.2333333333
"LA",2018,"M09",40802.075
"LA",2018,"M10",40903.9166666667
"LA",2018,"M11",41005.7583333333
"LA",2018,"M12",41107.6
"LA",2019,"M01",41149.3666666667
"LA",2019,"M02",41191.1333333333
"LA",2019,"M03",41232.9
"LA",2019,"M04",41274.6666666667
"LA",2019,"M05",41316.4333333333
"LA",2019,"M06",41358.2
"LA",2019,"M07",41399.9666666667
"LA",2019,"M08",41441.7333333333
"LA",2019,"M09",41483.5
"LA",2019,"M10",41525.2666666667
"LA",2019,"M11",41567.0333333333
"LA",2019,"M12",41608.8
"LA",2020,"M01",41626.3833333333
"LA",2020,"M02",41643.9666666667
"LA",2020,"M03",41661.55
"LA",2020,"M04",41679.1333333333
"LA",2020,"M05",41696.7166666667
"LA",2020,"M06",41714.3
"LA",2020,"M07",41731.8833333333
"LA",2020,"M08",41749.4666666667
"LA",2020,"M09",41767.05
"LA",2020,"M10",41784.6333333333
"LA",2020,"M11",41802.2166666667
"LA",2020,"M12",41819.8
"LA",2021,"M01",42242.6083333333
"LA",2021,"M02",42665.4166666667
"LA",2021,"M03",43088.225
"LA",2021,"M04",43511.0333333333
"LA",2021,"M05",43933.8416666667
"LA",2021,"M06",44356.65
"LA",2021,"M07",44779.4583333333
"LA",2021,"M08",45202.2666666667
"LA",2021,"M09",45625.075
"LA",2021,"M10",46047.8833333333
"LA",2021,"M11",46470.6916666667
"LA",2021,"M12",46893.5
"LA",2022,"M01",47177.925
"LA",2022,"M02",47462.35
"LA",2022,"M03",47746.775
"LA",2022,"M04",48031.2
"LA",2022,"M05",48315.625
"LA",2022,"M06",48600.05
"LA",2022,"M07",48884.475
"LA",2022,"M08",49168.9
"LA",2022,"M09",49453.325
"LA",2022,"M10",49737.75
"LA",2022,"M11",50022.175
"LA",2022,"M12",50306.6
"ME",2012,"M01",11749.2416666667
"ME",2012,"M02",11753.4833333333
"ME",2012,"M03",11757.725
"ME",2012,"M04",11761.9666666667
"ME",2012,"M05",11766.2083333333
"ME",2012,"M06",11770.45
"ME",2012,"M07",11774.6916666667
"ME",2012,"M08",11778.9333333333
"ME",2012,"M09",11783.175
"ME",2012,"M10",11787.4166666667
"ME",2012,"M11",11791.6583333333
"ME",2012,"M12",11795.9
"ME",2013,"M01",11818.6833333333
"ME",2013,"M02",11841.4666666667
