Time	TBill1yr	TBill10yr	Employment1	Employment2	Cons1	Cons5	CPIU	PCE	Vax1	Vax3	Gather2	Gather3	Gather4	School	Cases5	Cases2	Deaths5	Deaths2	Cases3	Deaths3	Cases4	Cases1	Hosp2	Hosp1	Deaths4	Deaths1
2012-02-01	0.023504273504273504	0.4017857142857143	0.8170711884503437	0.8237297960071758	0.4053354277574032	0.4973442607303844	0.48042480973508717	0.49675221673418135	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-03-01	0.029914529914529912	0.4613095238095237	0.8135122768330407	0.8217942005629378	0.42851147505787546	0.5165531649682058	0.4783596646895119	0.4753169610054069	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-04-01	0.027777777777777776	0.425595238095238	0.8018882440272991	0.8158387327196476	0.4712398154881376	0.5519299653332299	0.4580164258916395	0.4362124408304384	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-05-01	0.029914529914529912	0.35119047619047616	0.8182644828456356	0.8168747967004858	0.6479900525847491	0.6981322514298104	0.2823120937051792	0.27598481283333187	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-06-01	0.029914529914529912	0.2976190476190476	0.8137537407112719	0.8153773111977091	0.6022508789409866	0.660352510503689	0.34089822278672366	0.31683735096458504	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-07-01	0.029914529914529912	0.2708333333333333	0.8032999920192481	0.8184443536062311	0.5389229746350905	0.6080278969641494	0.39344637279221933	0.37358778620411015	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-08-01	0.027777777777777776	0.31547619047619047	0.8069065484055066	0.8197213812617881	0.32051799479627685	0.42746609335188357	0.6527359268372354	0.5704963034279991	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-09-01	0.027777777777777776	0.32738095238095233	0.834591805387279	0.8199184598513599	0.3432903040025011	0.44633908534003813	0.6040928049754837	0.5494444501182414	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-10-01	0.027777777777777776	0.33630952380952384	0.8210965500458856	0.8189585210915629	0.34777244275859337	0.4500871789488681	0.506728251696605	0.5449245868322847	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-11-01	0.027777777777777776	0.306547619047619	0.8033629658599835	0.8191157606636335	0.6123022333106973	0.6688744181612833	0.3006557725101743	0.3053631904044893	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-12-01	0.023504273504273504	0.32738095238095233	0.8068337204551878	0.8223201170577645	0.5741648315611175	0.6373787709505964	0.37413804795301997	0.33936353140244074	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-01-01	0.02136752136752136	0.3839285714285714	0.8055543580226956	0.8202058936939317	0.4475656510928335	0.5418882272546306	0.4730736920152049	0.4766357901129943	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-02-01	0.023504273504273504	0.40476190476190477	0.8095017709632395	0.8238479088897778	0.32109397909338533	0.43729777884786203	0.6349860070635606	0.5903560713844669	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-03-01	0.02136752136752136	0.39880952380952384	0.805262264353838	0.8183347319329395	0.6823477847986592	0.736018986853707	0.24716895130705616	0.2632377374361727	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-04-01	0.014957264957264954	0.3392857142857143	0.8185903306715626	0.8200477520852829	0.6428584215907853	0.7033563861959107	0.28136451627527614	0.2983423793122137	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-05-01	0.014957264957264954	0.38988095238095233	0.815943793632123	0.8211815955429621	0.53765173003275	0.6163506618901762	0.39935182972145283	0.3928492394475876	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-06-01	0.019230769230769232	0.4999999999999999	0.8112013334931283	0.8196578374857798	0.42761809186302113	0.5253534916919427	0.4918638127890506	0.4917244055485628	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-07-01	0.014957264957264954	0.5833333333333334	0.8165747062094404	0.8173653310839419	0.49338152986965855	0.579727099492851	0.4719810427311055	0.4317047913931817	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-08-01	0.01709401709401709	0.630952380952381	0.8091941800468382	0.8223289524283204	0.4713342372603456	0.5614880313637229	0.4921920362000497	0.45105906335986673	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-09-01	0.014957264957264954	0.6517857142857143	0.8102815037840168	0.8198728129715163	0.5540036086173233	0.6298416872176165	0.3976005690238599	0.37576197367406844	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-10-01	0.014957264957264954	0.5952380952380952	0.7748893508307949	0.8213239601066769	0.4588337878777474	0.551136026375836	0.4050553748719518	0.46121961276611345	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-11-01	0.014957264957264954	0.625	0.8412095355145293	0.8235377070539099	0.46770722217518446	0.5584662303708389	0.46667314549690636	0.4526349185513692	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-12-01	0.01709401709401709	0.6785714285714285	0.8177730833014433	0.814575070029052	0.43587077489426584	0.5321325470813567	0.504271433281398	0.48085317722711196	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-01-01	0.014957264957264954	0.6666666666666666	0.8203859482666936	0.8198329027452651	0.5435241688749584	0.6227207898344482	0.493934346505972	0.47480341489626154	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-02-01	0.014957264957264954	0.6220238095238095	0.8063658967333401	0.8186518557405352	0.6377251578242464	0.7005935229275992	0.43168509604437666	0.38843461950111763	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-03-01	0.01709401709401709	0.625	0.8254627173521412	0.8236449003660327	0.5333799150719895	0.6142840464785417	0.47597168180084126	0.4815581995385124	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-04-01	0.012820512820512818	0.6220238095238095	0.8076266774238325	0.8249493924630638	0.5366025171646488	0.6169252422321488	0.46760791157731196	0.4774535384334815	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-05-01	0.010683760683760682	0.5773809523809523	0.8126222115907127	0.8205458782403786	0.5511297886036419	0.6289148347753962	0.46943546793793683	0.46313895519861675	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-06-01	0.010683760683760682	0.5892857142857143	0.822080809866217	0.8257039822361284	0.5931435779795399	0.6636339684367201	0.44206019401307545	0.42398462461894476	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-07-01	0.012820512820512818	0.5714285714285714	0.8123850160291054	0.8221142682634116	0.5644225994805495	0.6398611587710844	0.4328522352647602	0.44878669309545355	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-08-01	0.012820512820512818	0.5357142857142857	0.8116286777528561	0.8196616635690087	0.6817784550090775	0.7368829884625802	0.37230220777651624	0.3415369639278926	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-09-01	0.012820512820512818	0.5684523809523809	0.8158018120719297	0.8245558462563858	0.6529911942837634	0.7130559367975394	0.3832166305801797	0.3664175283812016	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-10-01	0.010683760683760682	0.4999999999999999	0.8300547056264846	0.8220236597927636	0.6884295129174092	0.7423387972303321	0.3705152434098531	0.3332441322955792	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-11-01	0.01709401709401709	0.5089285714285714	0.8061260573769912	0.8236746516212029	0.7246122304000729	0.7722374913872121	0.2910385964014466	0.2994073764003015	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-12-01	0.034188034188034185	0.4732142857142857	0.8144364776464362	0.8233744488067245	0.7792805185660152	0.8174226056581386	0.23425888807236137	0.24886902158708651	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-01-01	0.03205128205128205	0.375	0.8257177919739254	0.8201488230902793	0.9490168793072373	1.0	0.07870096975326518	0.04537957508667029	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-02-01	0.03632478632478632	0.40476190476190477	0.8034061642763356	0.8229426152859306	0.49142492644266605	0.6212749680860856	0.49912704616195425	0.45831126611224143	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-03-01	0.04273504273504273	0.42261904761904756	0.8098794065368862	0.8161387989449225	0.4709834900468721	0.6040436244538531	0.5066174053952723	0.4760612826169863	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-04-01	0.03846153846153846	0.3928571428571428	0.8204703357769915	0.8233488059890725	0.5538931178692583	0.6722793255591448	0.4289422565245661	0.4003838982043652	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-05-01	0.04059829059829059	0.47023809523809523	0.8177257676594207	0.8256853374382761	0.43515924590486144	0.5737748562836572	0.5349905266530876	0.5070034216096323	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-06-01	0.049145299145299144	0.5178571428571428	0.8069081625681082	0.8184754748785685	0.46718114892639295	0.5999373937692248	0.5101022712614719	0.4773400819806607	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-07-01	0.0534188034188034	0.5059523809523809	0.8074361484750139	0.8239159639196696	0.5475744037969689	0.6661028058306319	0.4545412938591608	0.4039482794265793	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-08-01	0.0705128205128205	0.4613095238095237	0.8192830710681206	0.8179084431114235	0.6059475320314303	0.7140626762988772	0.3796449961608567	0.3504672440466652	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-09-01	0.06837606837606836	0.4613095238095237	0.7944628639571398	0.8176684171428668	0.7136557735407192	0.8028222797583102	0.2738033829246919	0.2523886087700005	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-10-01	0.044871794871794865	0.43154761904761896	0.8217058068666531	0.8248840524521739	0.6156770183613498	0.7214977919058011	0.4264502145385787	0.3402699778727123	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-11-01	0.09188034188034186	0.488095238095238	0.8145543568902583	0.8211576163575424	0.5599276763318898	0.6750970673034248	0.4361074937639563	0.38997717231427487	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-12-01	0.1282051282051282	0.4821428571428572	0.8301987447499016	0.8230098564771564	0.6627864163892077	0.7598563187840104	0.3291286649421136	0.29629698407508337	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-01-01	0.10470085470085469	0.4374999999999999	0.8252302269764712	0.8168565564594282	0.582436569340097	0.7157777677748283	0.35823333021008286	0.3836131576258782	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-01	0.10256410256410255	0.34523809523809523	0.8168785545332913	0.8206159793291865	0.6640634557622644	0.7827726131854411	0.317139331932879	0.30903492453719683	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-03-01	0.13034188034188032	0.37797619047619047	0.8166172624762037	0.8223074009416873	0.4497072065099932	0.6050180374953936	0.527342817213182	0.5020503700685595	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04-01	0.10897435897435896	0.35416666666666663	0.8019526135529373	0.8197387300407529	0.3769668586008493	0.5443748867374142	0.5600276253743403	0.5670467174847416	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-05-01	0.11538461538461535	0.35416666666666663	0.8089540979698909	0.8141278214900715	0.5084490731595472	0.6526139933927918	0.49112913535167235	0.4474101839558776	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-06-01	0.10683760683760682	0.30357142857142855	0.8100965821959163	0.8220806842831399	0.4770049941061023	0.6261312319345518	0.5104932049111612	0.47507987247938943	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-07-01	0.09829059829059827	0.26190476190476186	0.8183967831948311	0.8263757316783266	0.5846486724928812	0.71466904448508	0.3560972505717873	0.3770002146735688	0.0	0.0	0.0	0.0	0.0	0.0	0.5500172849490828	0.5514056725866558	0.4017787078210829	0.42772769661175003	0.5500172849490828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
