Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,UI,PartR,PCE,FixAss,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2019-03-01,0.5174282186000355,0.266730981369089,0.30737726457312675,0.3056177505663214,0.02906549705232376,0.4458552448257139,0.1986128673349707,0.8061153578874218,0.8270664699549424,0.5416034092699008,0.4963855421686745,0.4913841022790423,0.6330749354005167,0.5444685466377439,0.5264270613107822,0.5669856459330145,0.6457286432160803,0.7376237623762376,0.8470862437065055,0.8934389440119754,0.9615265919144121,0.9935691318327973,0.3525179856115108,0.0,0.0,0.49999999999999994,0.5340883701669595,0.5239648744808698,0.5287008731773806,0.5287008731773806,0.576574389658837,0.0,0.0,0.5,0.5,0.6102461835552806,0.6375661375661377,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.5270520287281943,0.2763415517753707,0.2793350130664223,0.2916056049321761,0.0,0.4220515491703463,0.17440491112142287,0.809077941552979,0.8276645799274294,0.4997468165955419,0.6224899598393667,0.5136186770428033,0.627906976744186,0.5336225596529284,0.5116279069767441,0.5574162679425838,0.6356783919597989,0.7277227722772277,0.8481049289465646,0.8988532503139378,0.9615265919144121,0.995176848874598,0.3453237410071942,0.0,0.0,0.49999999999999994,0.5340883701669595,0.5239648744808698,0.5287008731773806,0.5287008731773806,0.576574389658837,0.0,0.0,0.5,0.5,0.5536100520329739,0.6402116402116403,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.5780082446220726,0.28672145628024925,0.4589690450730458,0.3808705249056571,0.18922188985133515,0.5738994191850608,0.3308006728525156,0.8165026882703632,0.8206467562502493,0.3768776487352557,0.4803212851405537,0.36853807670927974,0.6201550387596898,0.5249457700650758,0.4947145877378435,0.5239234449760766,0.6030150753768844,0.698019801980198,0.8511401809894371,0.904276394906758,0.9615265919144121,0.995176848874598,0.3453237410071942,0.0,0.0,0.49999999999999994,0.5340883701669595,0.5239648744808698,0.5287008731773806,0.5287008731773806,0.576574389658837,0.0,0.0,0.5,0.5,0.40498285989435534,0.6322751322751324,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.5772573492863253,0.2720878262037636,0.45656572646062543,0.37965727288887785,0.18680669157160404,0.5718434952210238,0.32875905132934813,0.8245126366994623,0.8246341560668289,0.3556118578432116,0.5638554216867498,0.3702056698165695,0.5736434108527132,0.47071583514099774,0.4228329809725158,0.437799043062201,0.5201005025125627,0.6361386138613861,0.8541533585466036,0.9097083782473998,0.9615265919144121,0.9967845659163986,0.3453237410071942,0.0,0.0,0.49999999999999994,0.5340883701669595,0.5239648744808698,0.5287008731773806,0.5287008731773806,0.576574389658837,0.0,0.0,0.5,0.5,0.40497562210225224,0.6296296296296297,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.5932727756252613,0.27713530917868495,0.4007185461961623,0.35184429292851893,0.12835300820374282,0.5245565489738327,0.2802998546621132,0.8249149628762664,0.8212448662227362,0.44050632220187935,0.5076305220883499,0.4146748193440758,0.5555555555555555,0.4511930585683297,0.4143763213530655,0.437799043062201,0.5175879396984925,0.6361386138613861,0.8579599615236858,0.9151682252656879,0.9615265919144121,0.9983922829581993,0.3453237410071942,0.0,0.0,0.49999999999999994,0.5340883701669595,0.5239648744808698,0.5287008731773806,0.5287008731773806,0.576574389658837,0.0,0.0,0.5,0.5,0.4789903770229635,0.634920634920635,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,0.6171049407103473,0.26388973692030265,0.484276276527888,0.3934079944822729,0.2161151693460608,0.595242842047688,0.3529367223358977,0.8211111517501188,0.8272259659476057,0.3966244930179258,0.4722891566265047,0.34741523068371977,0.5348837209302325,0.4186550976138828,0.3742071881606765,0.3564593301435407,0.4095477386934673,0.5247524752475248,0.8627170433518195,0.9206441564988668,0.9615265919144121,0.9983922829581993,0.3525179856115108,0.0,0.0,0.49999999999999994,0.5340883701669595,0.5239648744808698,0.5287008731773806,0.5287008731773806,0.576574389658837,0.0,0.0,0.5,0.5,0.4418862562771654,0.5634920634920636,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,0.6095445726376327,0.25398608685741264,0.4582921631239675,0.3804587111278557,0.1889716206879001,0.5732304111460627,0.33041328646668655,0.8307304048864342,0.8262291159934607,0.41991563578260227,0.43694779116465954,0.36798221234018313,0.5142118863049095,0.4099783080260303,0.38054968287526425,0.375598086124402,0.42713567839195976,0.5346534653465347,0.8671942576053,0.9261361717946155,0.9615265919144121,0.9983922829581993,0.3453237410071942,0.0,0.0,0.49999999999999994,0.5340883701669595,0.5239648744808698,0.5287008731773806,0.5287008731773806,0.576574389658837,0.0,0.0,0.5,0.5,0.4602666248266547,0.5396825396825398,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.5301011060727281,0.25811769590543293,0.3595637255689019,0.331256857727025,0.08583877870539977,0.4895924573852254,0.24483434735559872,0.8180022676566329,0.8231189441365286,0.46919830074865937,0.5076305220883499,0.44635908838243943,0.44702842377260976,0.3622559652928416,0.34038054968287523,0.3660287081339713,0.4296482412060301,0.5420792079207921,0.8704814356401407,0.9274369522477466,0.9615265919144121,0.9983922829581993,0.3453237410071942,0.0,0.0,0.49999999999999994,0.5340883701669595,0.5239648744808698,0.5287008731773806,0.5287008731773806,0.576574389658837,0.0,0.0,0.5,0.5,0.5153587985364816,0.48412698412698424,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.5642075034150174,0.257185539775387,0.47769155719716816,0.390076754342511,0.209541556539891,0.5896007953299063,0.3473620469615559,0.8178559672287041,0.8265481079787871,0.43105485958319556,0.4040160642570313,0.3518621456364609,0.4082687338501292,0.34490238611713664,0.33192389006342493,0.3923444976076555,0.45477386934673364,0.5643564356435643,0.8751144606408136,0.9287326369442537,0.9615265919144121,1.0,0.3525179856115108,0.0,0.0,0.49999999999999994,0.5340883701669595,0.5239648744808698,0.5287008731773806,0.5287008731773806,0.576574389658837,0.0,0.0,0.5,0.5,0.4783136359715723,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.5192946954489635,0.26165093398787787,0.32285555782917036,0.3128801355115588,0.04800208100920736,0.45838855268511586,0.21323743546137652,0.8187337697962767,0.8220423461860521,0.42970465063766694,0.5807228915662688,0.4747081712062314,0.40051679586563305,0.3427331887201735,0.3276955602536998,0.40191387559808617,0.4673366834170854,0.5693069306930693,0.8780019218575345,0.9300232263411005,0.9615265919144121,1.0,0.3525179856115108,0.0,0.0,0.49999999999999994,0.5340883701669595,0.5239648744808698,0.5287008731773806,0.5287008731773806,0.576574389658837,0.0,0.0,0.5,0.5,0.47813718804845706,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.38920291898801584,0.27172147663300317,0.1925242353947379,0.6099979199841941,0.255781413331942,0.15274271364891548,0.5073640842248174,0.8010679931238799,0.8312931137605168,0.4202531880189831,0.5710843373493893,0.4419121734296825,0.3953488372093023,0.3383947939262473,0.32346723044397463,0.3732057416267943,0.4422110552763819,0.5495049504950495,0.8820084233264459,0.9301635067906344,0.971215082623374,1.0,0.3597122302158273,0.0,0.0,0.49999999999999994,0.5791822514799249,0.5700385718870811,0.5287008731773806,0.5287008731773806,0.617556204653317,0.0,0.0,0.5,0.5,0.45967215208634193,0.4100529100529101,0.000127880280265991,0.00012603021025076543,0.0004873014963022416,0.0003276832792159433,0.0,0.0
2020-02-01,0.4059247130081608,0.26708511928749074,0.249681151577602,0.6376414140095651,0.3148273869107456,0.2015812345178809,0.5560368675775036,0.8192458212940272,0.8288607998724032,0.4043881944547002,0.5405622489959896,0.3963312951639751,0.4082687338501292,0.3275488069414316,0.2980972515856236,0.31578947368421056,0.37688442211055273,0.4876237623762376,0.8866717362843494,0.93029092462068,0.971215082623374,0.9967845659163986,0.3597122302158273,0.0,0.0,0.49999999999999994,0.48899448885399416,0.47789117707465856,0.5287008731773806,0.5287008731773806,0.5355925746643571,0.0,0.0,0.5,0.5,0.44129177590845026,0.4179894179894181,0.00011301048023506182,0.00011331156517958728,0.0007452846414034283,0.0007149453364711489,0.0,0.0
