state,Pandemic_4,Pandemic_1,Pandemic_7,Pandemic_6,Pandemic_11,Pandemic_8,Year,Spare,M,Period
IA,68572,59370,1324,1272,166,146,2020,8,M,M8
IA,72264,59682,1276,1188,160,134,2020,9,M,M9
IA,90323,75537,1788,1648,194,182,2020,10,M,M10
IA,150772,128914,112,90,104,104,2020,11,M,M11
IA,67324,50899,13,2,0,0,2020,12,M,M12
IA,46003,34034,16,0,0,0,2021,1,M,M1
IA,22678,16680,0,0,0,0,2021,2,M,M2
IA,20328,15082,2,0,0,0,2021,3,M,M3
IA,17302,13222,8,0,0,0,2021,4,M,M4
IA,8315,6410,4,2,0,0,2021,5,M,M5
IA,3672,3042,0,0,0,0,2021,6,M,M6
IA,14348,11262,6,2,0,0,2021,7,M,M7
IA,52780,40300,12,4,0,0,2021,8,M,M8
IA,84589,60527,4,2,0,0,2021,9,M,M9
IA,58660,41208,2,0,0,0,2021,10,M,M10
IA,13115,9239,1,1,0,0,2021,11,M,M11
IA,49,39,3,3,0,0,2021,12,M,M12
IA,158,99,2,2,0,0,2022,1,M,M1
IA,19,16,0,0,0,0,2022,2,M,M2
IA,22,16,0,0,0,0,2022,5,M,M5
IA,33,25,0,0,0,0,2022,6,M,M6
IA,57,35,0,0,0,0,2022,7,M,M7
IA,36,11,0,0,0,0,2022,8,M,M8
IA,15,7,0,0,0,0,2022,12,M,M12
IA,13,2,1,0,0,0,2023,1,M,M1
ID,2670,2616,372,368,0,0,2020,3,M,M3
ID,1685,1419,174,168,0,0,2020,4,M,M4
ID,1933,1669,162,160,0,0,2020,5,M,M5
ID,11220,10413,452,450,0,0,2020,6,M,M6
ID,31124,29466,1589,1559,218,214,2020,7,M,M7
ID,19629,17666,1071,1037,126,126,2020,8,M,M8
ID,22522,18519,1018,964,22,22,2020,9,M,M9
ID,49493,39571,2210,2055,327,295,2020,10,M,M10
ID,87630,70371,3362,3075,611,515,2020,11,M,M11
ID,65014,49076,2746,2454,438,353,2020,12,M,M12
ID,37264,27525,1410,1285,90,72,2021,1,M,M1
ID,15744,11685,717,639,0,0,2021,2,M,M2
ID,18561,13203,1001,862,0,0,2021,3,M,M3
ID,13151,9848,830,762,0,0,2021,4,M,M4
ID,8975,6901,607,544,0,0,2021,5,M,M5
ID,5224,4123,472,442,0,0,2021,6,M,M6
ID,14459,11244,928,845,24,18,2021,7,M,M7
ID,51500,40729,2618,2351,318,262,2021,8,M,M8
ID,84714,66241,3971,3568,731,613,2021,9,M,M9
ID,51988,39392,2727,2407,437,315,2021,10,M,M10
ID,25984,19991,1412,1288,48,42,2021,11,M,M11
ID,29474,23924,1282,1155,50,40,2021,12,M,M12
ID,203494,153151,2508,2259,309,242,2022,1,M,M1
ID,32964,25410,985,905,56,34,2022,2,M,M2
ID,3668,2983,190,186,0,0,2022,3,M,M3
ID,3523,2673,103,94,0,0,2022,4,M,M4
ID,11875,8589,202,188,0,0,2022,5,M,M5
ID,23768,16329,474,432,0,0,2022,6,M,M6
ID,30832,19545,610,556,0,0,2022,7,M,M7
ID,16449,10449,338,311,0,0,2022,8,M,M8
ID,5993,3792,188,177,0,0,2022,9,M,M9
ID,4687,2925,171,154,0,0,2022,10,M,M10
ID,5977,3635,246,216,0,0,2022,11,M,M11
ID,5612,3344,265,247,0,0,2022,12,M,M12
ID,3226,1909,122,114,0,0,2023,1,M,M1
ID,2195,1099,54,46,0,0,2023,2,M,M2
IL,58,28,6,6,0,0,2020,1,M,M1
IL,136,130,60,60,0,0,2020,2,M,M2
IL,35496,35125,12652,12616,2140,2114,2020,3,M,M3
IL,125430,124695,26088,26004,6845,6689,2020,4,M,M4
IL,101315,100712,13068,13012,3182,3072,2020,5,M,M5
IL,45381,45071,4724,4702,328,314,2020,6,M,M6
IL,85763,85197,6525,6489,330,310,2020,7,M,M7
IL,120597,118594,7456,7428,584,570,2020,8,M,M8
IL,125454,122174,7897,7843,759,735,2020,9,M,M9
IL,402065,383266,17832,17546,3895,3671,2020,10,M,M10
IL,612930,560928,21647,20697,7183,6109,2020,11,M,M11
IL,399496,339290,16768,15587,4553,3648,2020,12,M,M12
IL,254724,207960,13842,12510,1825,1516,2021,1,M,M1
IL,100368,80942,6245,5713,434,374,2021,2,M,M2
IL,140280,115035,9500,8698,578,520,2021,3,M,M3
IL,162308,133785,12655,11573,762,682,2021,4,M,M4
IL,63821,50845,5942,5415,248,212,2021,5,M,M5
IL,19108,14854,1972,1818,0,0,2021,6,M,M6
IL,93390,74616,6489,5792,242,200,2021,7,M,M7
IL,232148,182667,14233,12698,1074,904,2021,8,M,M8
IL,186135,145304,10373,9258,624,518,2021,9,M,M9
IL,143909,111652,8096,7342,476,426,2021,10,M,M10
IL,309772,249964,17434,16104,1683,1491,2021,11,M,M11
IL,1351667,1067410,41403,38577,5133,4589,2021,12,M,M12
IL,918339,749022,24778,23268,2898,2398,2022,1,M,M1
IL,90158,75793,3953,3653,125,92,2022,2,M,M2
IL,64307,54777,2222,2126,11,8,2022,3,M,M3
IL,211808,182063,4621,4477,58,52,2022,4,M,M4
IL,329064,279091,6979,6729,90,86,2022,5,M,M5
IL,241652,199918,5160,4958,88,75,2022,6,M,M6
IL,279595,226869,5374,5131,136,104,2022,7,M,M7
IL,171117,136288,3914,3731,75,59,2022,8,M,M8
IL,54915,45605,2905,2790,67,56,2022,9,M,M9
IL,61686,49585,2954,2796,38,32,2022,10,M,M10
IL,75912,60530,2709,2592,53,43,2022,11,M,M11
IL,81619,63741,4394,4186,103,92,2022,12,M,M12
IL,46653,36144,1367,1308,35,32,2023,1,M,M1
IL,17230,12781,229,209,0,0,2023,2,M,M2
IN,47,34,8,8,0,0,2020,1,M,M1
IN,103,99,38,38,0,0,2020,2,M,M2
IN,11442,11441,3999,3999,320,320,2020,3,M,M3
IN,31411,31376,4301,4299,1305,1305,2020,4,M,M4
IN,28466,28432,2305,2303,311,311,2020,5,M,M5
IN,23943,23917,1237,1237,75,75,2020,6,M,M6
IN,45218,44943,1366,1365,11,11,2020,7,M,M7
IN,54234,50919,1387,1342,12,11,2020,8,M,M8
IN,53421,49516,1050,975,143,141,2020,9,M,M9
IN,133047,120721,2405,2288,653,518,2020,10,M,M10
IN,346753,303287,3044,2755,2684,1988,2020,11,M,M11
IN,335279,272366,2399,2203,2464,1903,2020,12,M,M12
IN,203731,154510,1599,1479,652,500,2021,1,M,M1
IN,64125,43457,622,566,0,0,2021,2,M,M2
IN,53079,34777,362,338,0,0,2021,3,M,M3
IN,66630,45074,792,750,0,0,2021,4,M,M4
IN,42495,27910,524,494,0,0,2021,5,M,M5
IN,14872,9699,212,190,0,0,2021,6,M,M6
IN,40394,27189,328,294,0,0,2021,7,M,M7
IN,195949,142428,1284,1092,166,137,2021,8,M,M8
IN,201379,140323,1671,1391,368,295,2021,9,M,M9
IN,111515,73880,850,782,105,87,2021,10,M,M10
IN,176530,116957,1305,1195,463,365,2021,11,M,M11
IN,343407,251636,2389,2151,1111,936,2021,12,M,M12
IN,715761,536707,1407,1316,1383,1118,2022,1,M,M1
IN,82017,59253,205,191,11,10,2022,2,M,M2
IN,15232,10694,42,41,0,0,2022,3,M,M3
IN,23224,16431,48,32,0,0,2022,4,M,M4
IN,68894,48317,156,134,0,0,2022,5,M,M5
IN,80050,55771,252,196,0,0,2022,6,M,M6
IN,117733,81302,325,248,0,0,2022,7,M,M7
IN,110715,75063,308,210,0,0,2022,8,M,M8
IN,23592,15390,105,71,0,0,2022,9,M,M9
IN,19324,12485,97,64,0,0,2022,10,M,M10
IN,27441,17179,126,88,0,0,2022,11,M,M11
IN,37400,23584,239,193,12,9,2022,12,M,M12
IN,19844,12684,132,97,0,0,2023,1,M,M1
IN,10496,6444,68,54,0,0,2023,2,M,M2
KS,2128,2012,667,661,26,26,2020,3,M,M3
KS,9201,8916,911,901,93,89,2020,4,M,M4
KS,9986,9652,788,778,32,32,2020,5,M,M5
KS,13141,12651,974,950,23,22,2020,6,M,M6
KS,26898,25895,2086,2018,52,52,2020,7,M,M7
KS,32369,30114,1939,1864,83,83,2020,8,M,M8
KS,35908,30948,2369,2178,205,191,2020,9,M,M9
KS,62067,50912,3804,3385,692,618,2020,10,M,M10
KS,159992,127686,8445,7327,2052,1651,2020,11,M,M11
KS,132297,99656,7456,6209,1438,1073,2020,12,M,M12
KS,92887,68193,4839,4042,518,396,2021,1,M,M1
KS,28732,19781,1578,1320,72,50,2021,2,M,M2
KS,14204,10304,877,733,0,0,2021,3,M,M3
KS,13663,10163,1095,968,0,0,2021,4,M,M4
KS,8221,6051,808,752,0,0,2021,5,M,M5
KS,8039,5986,762,670,0,0,2021,6,M,M6
KS,36553,28681,2562,2212,134,106,2021,7,M,M7
KS,81204,61274,4435,3759,360,279,2021,8,M,M8
KS,73056,53403,3968,3353,281,199,2021,9,M,M9
KS,50982,35350,3063,2461,220,143,2021,10,M,M10
KS,71988,48596,3805,3057,288,203,2021,11,M,M11
KS,128767,91236,5994,4991,499,388,2021,12,M,M12
KS,409051,288341,11562,9465,885,665,2022,1,M,M1
KS,47031,33819,2584,2178,223,159,2022,2,M,M2
KS,6554,4729,470,408,0,0,2022,3,M,M3
KS,12560,8967,459,382,0,0,2022,4,M,M4
KS,26058,18505,935,712,0,0,2022,5,M,M5
KS,40861,27772,1482,1224,0,0,2022,6,M,M6
KS,61572,42095,2115,1633,36,14,2022,7,M,M7
KS,30315,19655,733,557,30,17,2022,8,M,M8
KS,13584,8611,367,292,0,0,2022,9,M,M9
KS,9002,5911,293,229,12,7,2022,10,M,M10
KS,13267,8427,361,294,17,9,2022,11,M,M11
KS,16023,10302,467,378,45,31,2022,12,M,M12
KS,9385,5793,282,247,0,0,2023,1,M,M1
KS,4519,2710,154,135,0,0,2023,2,M,M2
KY,207,145,6,6,0,0,2020,1,M,M1
KY,83,52,10,8,0,0,2020,2,M,M2
KY,3391,3290,895,887,36,36,2020,3,M,M3
KY,7986,7901,1136,1126,306,306,2020,4,M,M4
KY,8703,8461,802,778,94,90,2020,5,M,M5
KY,11463,10708,795,787,56,56,2020,6,M,M6
KY,28965,25378,1380,1342,90,88,2020,7,M,M7
KY,31398,25884,1414,1356,168,160,2020,8,M,M8
KY,32494,24068,1372,1286,186,174,2020,9,M,M9
KY,62907,47265,2874,2612,661,576,2020,10,M,M10
KY,126017,97323,5184,4786,1460,1224,2020,11,M,M11
KY,131809,94698,5480,4982,1326,1139,2020,12,M,M12
KY,170986,120179,5998,5397,741,635,2021,1,M,M1
KY,66932,44025,3069,2836,203,161,2021,2,M,M2
KY,36324,23317,1781,1625,58,54,2021,3,M,M3
KY,32561,20805,1825,1613,37,30,2021,4,M,M4
KY,20776,13571,1382,1289,0,0,2021,5,M,M5
KY,12614,8672,881,808,0,0,2021,6,M,M6
KY,53403,33948,2466,2187,81,69,2021,7,M,M7
KY,222275,147159,7365,6475,802,621,2021,8,M,M8
KY,215758,143016,6660,5947,909,684,2021,9,M,M9
KY,83397,52159,3116,2815,248,198,2021,10,M,M10
KY,89832,54133,2849,2549,321,275,2021,11,M,M11
KY,178709,114027,4895,4435,854,724,2021,12,M,M12
KY,544238,352313,8227,7651,1356,1083,2022,1,M,M1
KY,162761,103015,3811,3527,491,372,2022,2,M,M2
KY,31896,21097,898,840,49,33,2022,3,M,M3
KY,17101,11339,530,516,0,0,2022,4,M,M4
KY,54858,35093,1128,1062,13,7,2022,5,M,M5
KY,77222,48066,1725,1620,89,66,2022,6,M,M6
KY,117966,71530,2778,2577,93,55,2022,7,M,M7
KY,103887,59621,2040,1892,78,58,2022,8,M,M8
KY,33394,19918,817,767,67,50,2022,9,M,M9
KY,19973,11967,638,599,41,24,2022,10,M,M10
KY,22381,13274,765,726,39,30,2022,11,M,M11
KY,28922,16122,952,896,59,40,2022,12,M,M12
KY,15090,8814,514,481,0,0,2023,1,M,M1
KY,76,37,0,0,0,0,2023,2,M,M2
LA,102,72,2,2,0,0,2020,1,M,M1
LA,89,88,33,32,0,0,2020,2,M,M2
LA,28884,28868,1373,1366,457,457,2020,3,M,M3
LA,32609,32590,930,930,535,535,2020,4,M,M4
LA,21146,21137,618,618,61,61,2020,5,M,M5
LA,58130,58010,1509,1507,0,0,2020,6,M,M6
LA,115038,113914,3249,3249,151,151,2020,7,M,M7
LA,56088,54604,1752,1740,57,57,2020,8,M,M8
LA,38389,36242,1156,1110,13,13,2020,9,M,M9
LA,43002,37049,1314,1204,0,0,2020,10,M,M10
LA,109939,88162,2416,2202,188,183,2020,11,M,M11
LA,164844,126909,2658,2454,348,328,2020,12,M,M12
LA,158118,117863,2346,2156,228,220,2021,1,M,M1
LA,47881,34620,1132,1036,0,0,2021,2,M,M2
LA,28547,19428,844,760,0,0,2021,3,M,M3
LA,26570,18462,822,718,0,0,2021,4,M,M4
LA,25579,18542,800,710,0,0,2021,5,M,M5
LA,21749,15826,677,605,0,0,2021,6,M,M6
LA,155719,113518,1028,922,83,77,2021,7,M,M7
LA,288516,204280,876,794,287,256,2021,8,M,M8
LA,90474,63064,978,852,23,20,2021,9,M,M9
LA,32658,21930,464,396,0,0,2021,10,M,M10
LA,24273,15548,366,302,0,0,2021,11,M,M11
LA,229227,161552,355,309,0,0,2021,12,M,M12
LA,595720,409509,491,427,231,208,2022,1,M,M1
LA,74341,52086,120,106,0,0,2022,2,M,M2
LA,9509,7024,6,6,0,0,2022,3,M,M3
LA,10367,7886,0,0,0,0,2022,4,M,M4
LA,50741,35141,12,10,0,0,2022,5,M,M5
LA,100664,64706,2,2,0,0,2022,6,M,M6
LA,148686,91339,20,18,0,0,2022,7,M,M7
LA,88803,52653,2,2,0,0,2022,8,M,M8
LA,23078,12943,0,0,0,0,2022,9,M,M9
LA,9399,5334,1,1,0,0,2022,10,M,M10
LA,12680,7879,2,2,0,0,2022,11,M,M11
LA,25190,15356,2,2,0,0,2022,12,M,M12
LA,28686,17598,2,2,0,0,2023,1,M,M1
LA,12436,7607,0,0,0,0,2023,2,M,M2
MA,174,64,10,6,0,0,2020,1,M,M1
MA,526,200,64,56,0,0,2020,2,M,M2
MA,28949,26475,5304,5246,1118,1108,2020,3,M,M3
MA,112398,110680,13292,13162,10450,10074,2020,4,M,M4
MA,62015,57479,4363,4235,2882,2670,2020,5,M,M5
MA,16197,13536,950,908,220,194,2020,6,M,M6
MA,18364,13822,616,584,60,48,2020,7,M,M7
MA,20830,17666,614,590,0,0,2020,8,M,M8
MA,26242,24900,840,820,0,0,2020,9,M,M9
MA,56871,53687,1384,1332,290,262,2020,10,M,M10
MA,156716,148893,3100,3010,1316,1244,2020,11,M,M11
MA,302108,286018,4786,4704,3168,3032,2020,12,M,M12
MA,275294,256052,3783,3659,2348,2206,2021,1,M,M1
MA,108287,98711,1516,1434,452,400,2021,2,M,M2
MA,116134,103769,1180,1132,76,72,2021,3,M,M3
MA,99269,88612,1010,966,24,24,2021,4,M,M4
MA,29730,26078,512,500,0,0,2021,5,M,M5
MA,6280,5425,211,204,0,0,2021,6,M,M6
MA,26148,23494,571,556,0,0,2021,7,M,M7
MA,84748,78247,1462,1424,168,158,2021,8,M,M8
MA,102063,95056,1638,1587,244,234,2021,9,M,M9
MA,81837,75349,1457,1409,314,300,2021,10,M,M10
MA,154677,141594,2346,2270,606,578,2021,11,M,M11
MA,501255,464535,4115,3976,1488,1394,2021,12,M,M12
MA,883420,795155,5337,5139,3142,2810,2022,1,M,M1
MA,100307,90085,1227,1167,237,186,2022,2,M,M2
MA,56987,51405,594,583,22,16,2022,3,M,M3
MA,130776,119067,1291,1257,103,84,2022,4,M,M4
MA,224153,195106,2224,2168,442,359,2022,5,M,M5
MA,102941,90738,1246,1226,224,164,2022,6,M,M6
MA,95546,84753,1555,1516,219,158,2022,7,M,M7
MA,71641,63653,1219,1177,182,143,2022,8,M,M8
MA,40967,35884,828,811,187,143,2022,9,M,M9
MA,34834,29760,815,792,323,245,2022,10,M,M10
MA,26856,22463,679,657,215,155,2022,11,M,M11
MA,46798,39197,1074,1043,388,293,2022,12,M,M12
MA,35820,29023,987,964,363,269,2023,1,M,M1
MA,12148,9770,275,267,0,0,2023,2,M,M2
MD,46,44,6,6,0,0,2020,1,M,M1
MD,44,44,14,14,0,0,2020,2,M,M2
MD,6330,6298,1396,1396,146,146,2020,3,M,M3
MD,36000,35985,3040,3037,1804,1802,2020,4,M,M4
MD,50117,50097,1884,1878,1316,1314,2020,5,M,M5
MD,32276,32272,1032,1030,108,108,2020,6,M,M6
MD,49290,49217,1636,1629,22,22,2020,7,M,M7
MD,33292,32846,1572,1566,0,0,2020,8,M,M8
MD,34848,33862,1295,1291,0,0,2020,9,M,M9
MD,48851,46513,1963,1926,28,28,2020,10,M,M10
MD,115084,105261,4053,3809,634,614,2020,11,M,M11
MD,142847,122631,4583,4214,816,814,2020,12,M,M12
MD,146047,120882,1476,1368,544,538,2021,1,M,M1
MD,83408,71054,2507,2261,206,204,2021,2,M,M2
MD,93167,74871,3384,2924,68,68,2021,3,M,M3
MD,81466,66841,3776,3370,26,26,2021,4,M,M4
MD,35308,29552,1526,1404,0,0,2021,5,M,M5
MD,14547,12767,206,204,0,0,2021,6,M,M6
MD,22088,16294,614,564,0,0,2021,7,M,M7
MD,61474,49911,1796,1660,0,0,2021,8,M,M8
MD,91289,79653,1727,1609,0,0,2021,9,M,M9
MD,67471,55972,1791,1689,0,0,2021,10,M,M10
MD,78140,60792,2286,2113,0,0,2021,11,M,M11
MD,93394,72959,10057,9358,26,26,2021,12,M,M12
MD,126455,99515,12300,11593,108,106,2022,1,M,M1
MD,34808,27358,2876,2748,0,0,2022,2,M,M2
MD,17998,13070,971,919,0,0,2022,3,M,M3
MD,111877,85337,1360,1254,0,0,2022,4,M,M4
MD,787747,626497,3284,3056,26,26,2022,5,M,M5
MD,171626,128475,3178,2986,0,0,2022,6,M,M6
MD,106575,76245,2642,2430,0,0,2022,7,M,M7
MD,110327,78203,952,871,0,0,2022,8,M,M8
MD,29415,20206,378,340,0,0,2022,9,M,M9
MD,9228,5992,422,386,0,0,2022,10,M,M10
MD,9826,6184,365,324,0,0,2022,11,M,M11
MD,16029,9884,738,671,0,0,2022,12,M,M12
MD,10660,7277,290,270,0,0,2023,1,M,M1
MD,477,307,4,4,0,0,2023,2,M,M2
ME,39,33,0,0,0,0,2020,1,M,M1
ME,48,10,2,2,0,0,2020,2,M,M2
ME,1366,1095,238,238,0,0,2020,3,M,M3
ME,1345,1251,144,144,24,22,2020,4,M,M4
ME,2245,2076,228,228,32,30,2020,5,M,M5
ME,1740,1657,126,124,0,0,2020,6,M,M6
ME,1175,1088,42,42,0,0,2020,7,M,M7
ME,1311,1189,66,66,0,0,2020,8,M,M8
ME,1737,1597,70,70,0,0,2020,9,M,M9
ME,3331,2970,159,155,0,0,2020,10,M,M10
ME,14530,12747,630,618,26,26,2020,11,M,M11
ME,24612,19838,740,726,202,197,2020,12,M,M12
ME,26631,19402,535,514,135,125,2021,1,M,M1
ME,10017,6457,191,178,0,0,2021,2,M,M2
ME,13392,8282,305,277,0,0,2021,3,M,M3
ME,21783,14237,377,359,0,0,2021,4,M,M4
ME,10797,6815,292,274,0,0,2021,5,M,M5
ME,2210,1502,82,82,0,0,2021,6,M,M6
ME,3502,2204,146,141,0,0,2021,7,M,M7
ME,14237,9069,408,367,24,22,2021,8,M,M8
ME,27945,18995,462,428,0,0,2021,9,M,M9
ME,27121,19424,652,626,24,24,2021,10,M,M10
ME,41656,30502,773,738,80,72,2021,11,M,M11
ME,55670,44053,855,818,183,169,2021,12,M,M12
ME,93088,69152,869,843,232,197,2022,1,M,M1
ME,56519,37876,547,519,0,0,2022,2,M,M2
ME,14967,9631,285,275,0,0,2022,3,M,M3
ME,19365,13719,334,316,0,0,2022,4,M,M4
ME,32820,22001,478,467,0,0,2022,5,M,M5
ME,12959,9215,327,313,0,0,2022,6,M,M6
ME,12098,8924,353,347,0,0,2022,7,M,M7
ME,11018,7696,337,330,0,0,2022,8,M,M8
ME,7097,4798,281,272,0,0,2022,9,M,M9
ME,7420,4926,287,270,24,13,2022,10,M,M10
ME,3840,2518,154,151,0,0,2022,11,M,M11
ME,5001,3376,211,207,0,0,2022,12,M,M12
ME,4766,2845,202,200,0,0,2023,1,M,M1
ME,2085,1246,43,43,0,0,2023,2,M,M2
MI,252,185,29,28,0,0,2020,1,M,M1
MI,288,154,63,53,0,0,2020,2,M,M2
MI,27275,25587,10427,10399,2561,2548,2020,3,M,M3
MI,33141,31257,7828,7754,3664,3538,2020,4,M,M4
MI,19087,18410,1852,1834,344,334,2020,5,M,M5
MI,13573,13143,784,778,44,44,2020,6,M,M6
MI,28012,26737,1471,1464,0,0,2020,7,M,M7
MI,28962,27642,1436,1432,106,106,2020,8,M,M8
MI,37712,36798,1733,1726,84,84,2020,9,M,M9
MI,87812,87697,4413,4409,680,658,2020,10,M,M10
MI,200689,200442,9116,9102,3334,3323,2020,11,M,M11
MI,188965,188576,7742,7730,2969,2911,2020,12,M,M12
MI,161783,156040,5167,5057,1257,1193,2021,1,M,M1
MI,66722,62439,2507,2456,271,259,2021,2,M,M2
MI,168397,158635,5490,5398,486,459,2021,3,M,M3
MI,248877,237239,7948,7786,1954,1876,2021,4,M,M4
MI,105560,101109,3783,3721,696,676,2021,5,M,M5
MI,61389,60774,1117,1106,24,24,2021,6,M,M6
MI,65794,64095,1217,1204,0,0,2021,7,M,M7
MI,84137,78444,3162,3075,182,178,2021,8,M,M8
MI,123861,114184,3471,3401,441,416,2021,9,M,M9
MI,169656,156590,4791,4691,1127,1064,2021,10,M,M10
MI,220260,201217,7139,6958,2935,2730,2021,11,M,M11
MI,261195,243230,6832,6710,3492,3270,2021,12,M,M12
MI,408383,371146,5614,5491,2825,2596,2022,1,M,M1
MI,451269,438307,2281,2235,796,732,2022,2,M,M2
MI,262121,255069,985,971,86,79,2022,3,M,M3
MI,210766,186441,1164,1135,26,20,2022,4,M,M4
MI,172831,145524,1939,1882,206,185,2022,5,M,M5
MI,106409,91574,1438,1406,137,114,2022,6,M,M6
MI,117164,99291,1597,1541,122,110,2022,7,M,M7
MI,119255,99085,1702,1659,216,174,2022,8,M,M8
MI,86801,68452,1211,1172,246,205,2022,9,M,M9
MI,69797,54914,1217,1177,269,214,2022,10,M,M10
MI,296807,185647,1097,1058,231,204,2022,11,M,M11
MI,53413,41704,1197,1173,215,184,2022,12,M,M12
MI,33971,23109,759,732,40,33,2023,1,M,M1
MI,14730,10610,328,321,0,0,2023,2,M,M2
MN,32,32,8,8,0,0,2020,2,M,M2
MN,2496,2486,644,644,56,56,2020,3,M,M3
MN,16598,16580,2500,2494,966,966,2020,4,M,M4
MN,36446,36424,3922,3920,986,986,2020,5,M,M5
MN,23430,23430,1686,1686,25,25,2020,6,M,M6
MN,40386,40382,2338,2338,0,0,2020,7,M,M7
MN,41780,41772,2582,2580,138,138,2020,8,M,M8
MN,52572,51884,2891,2889,266,256,2020,9,M,M9
MN,124325,121061,6547,6501,861,809,2020,10,M,M10
MN,366503,350488,14735,14441,3132,2906,2020,11,M,M11
MN,157830,145014,8282,7774,1556,1396,2020,12,M,M12
MN,76766,66562,4009,3735,243,227,2021,1,M,M1
MN,44225,37332,2375,2217,0,0,2021,2,M,M2
MN,82169,68447,3986,3648,22,22,2021,3,M,M3
MN,109725,91789,5864,5370,24,24,2021,4,M,M4
MN,39451,32889,2804,2640,0,0,2021,5,M,M5
MN,8004,6722,1006,964,0,0,2021,6,M,M6
MN,22234,18757,1760,1645,0,0,2021,7,M,M7
MN,83623,73762,4625,4425,32,32,2021,8,M,M8
MN,138105,116361,6064,5632,209,195,2021,9,M,M9
MN,156649,130449,6848,6426,469,419,2021,10,M,M10
MN,246831,196352,10390,9565,1044,943,2021,11,M,M11
MN,268807,212654,9325,8702,540,494,2021,12,M,M12
MN,608613,489238,12833,12363,800,697,2022,1,M,M1
MN,92503,77119,4088,3990,37,29,2022,2,M,M2
MN,25862,21677,1631,1611,0,0,2022,3,M,M3
MN,56012,46775,2102,2052,0,0,2022,4,M,M4
MN,115062,94381,4322,4155,34,28,2022,5,M,M5
MN,85563,69933,3873,3759,11,8,2022,6,M,M6
MN,83071,66893,4237,4122,0,0,2022,7,M,M7
MN,73590,60023,3903,3810,26,16,2022,8,M,M8
MN,26597,22073,1944,1887,19,15,2022,9,M,M9
MN,23194,19166,2043,1970,33,20,2022,10,M,M10
MN,23433,20035,2230,2173,85,53,2022,11,M,M11
MN,24060,20362,2422,2372,70,37,2022,12,M,M12
MN,18201,15274,1717,1682,14,10,2023,1,M,M1
MN,10929,9322,827,812,0,0,2023,2,M,M2
MO,207,164,10,6,0,0,2020,1,M,M1
MO,83,65,4,4,0,0,2020,2,M,M2
MO,6637,6450,1183,1177,141,139,2020,3,M,M3
MO,12295,12020,1682,1674,881,820,2020,4,M,M4
MO,11618,11229,1158,1150,350,278,2020,5,M,M5
MO,24188,23492,1343,1329,177,122,2020,6,M,M6
MO,63045,61697,2875,2836,268,219,2020,7,M,M7
MO,74930,72174,3735,3653,483,397,2020,8,M,M8
MO,96695,91799,3608,3441,640,527,2020,9,M,M9
MO,141391,129681,4765,4472,1205,949,2020,10,M,M10
MO,279402,248159,5718,5131,2780,2231,2020,11,M,M11
MO,228080,183660,5202,4632,2082,1598,2020,12,M,M12
MO,153752,113659,3546,3133,1010,806,2021,1,M,M1
MO,47585,32751,1386,1229,99,75,2021,2,M,M2
MO,34176,21970,952,834,25,21,2021,3,M,M3
MO,35972,23748,1140,1029,33,27,2021,4,M,M4
MO,25896,17873,1179,1056,31,18,2021,5,M,M5
MO,42631,30393,1764,1519,136,111,2021,6,M,M6
MO,133287,101074,3736,3290,618,523,2021,7,M,M7
MO,157973,121047,3709,3320,865,683,2021,8,M,M8
MO,116920,88871,2489,2186,378,274,2021,9,M,M9
MO,64601,48865,1486,1334,186,144,2021,10,M,M10
MO,98257,73603,2124,1869,454,361,2021,11,M,M11
MO,250154,192053,3790,3373,1243,1063,2021,12,M,M12
MO,646778,496964,3761,3279,1926,1537,2022,1,M,M1
MO,83186,64828,1545,1423,167,117,2022,2,M,M2
MO,15319,12200,496,474,0,0,2022,3,M,M3
MO,23818,18563,337,314,0,0,2022,4,M,M4
MO,64826,50578,455,405,0,0,2022,5,M,M5
MO,102518,77995,688,589,0,0,2022,6,M,M6
MO,121546,90793,890,798,80,58,2022,7,M,M7
MO,78864,57170,574,502,32,23,2022,8,M,M8
MO,32822,22699,327,294,13,8,2022,9,M,M9
MO,20640,14270,265,247,0,0,2022,10,M,M10
MO,24000,16137,242,228,0,0,2022,11,M,M11
MO,33502,22155,371,346,12,10,2022,12,M,M12
MO,19919,13143,197,189,0,0,2023,1,M,M1
MO,9135,5673,55,50,0,0,2023,2,M,M2
MS,34,30,8,8,0,0,2020,2,M,M2
MS,3386,3332,818,818,130,120,2020,3,M,M3
MS,11440,11400,2002,2000,428,426,2020,4,M,M4
MS,16414,16264,1878,1858,346,342,2020,5,M,M5
MS,23917,23491,1994,1954,316,308,2020,6,M,M6
MS,32413,28829,2624,2386,856,778,2020,7,M,M7
MS,8385,6631,562,490,214,156,2020,8,M,M8
MS,5161,4597,24,22,0,0,2020,9,M,M9
MS,909,723,36,34,0,0,2020,10,M,M10
MS,1163,1081,24,20,0,0,2020,11,M,M11
MS,1320,1164,14,14,0,0,2020,12,M,M12
MS,900,766,6,2,0,0,2021,1,M,M1
MS,334,270,16,14,0,0,2021,2,M,M2
MS,200,158,12,10,0,0,2021,3,M,M3
MS,314,256,8,6,0,0,2021,4,M,M4
MS,176,150,12,12,0,0,2021,5,M,M5
MS,54,46,4,4,0,0,2021,6,M,M6
MS,421,323,22,18,0,0,2021,7,M,M7
MS,1745,1543,28,26,0,0,2021,8,M,M8
MS,1309,812,23,23,0,0,2021,9,M,M9
