state,Pandemic_4,Pandemic_1,Pandemic_7,Pandemic_6,Pandemic_11,Pandemic_8,Year,Spare,M,Period
OR,17430,15774,780,776,0,0,2022,9,M,M9
OR,13370,12174,787,782,0,0,2022,10,M,M10
OR,16060,14584,925,920,0,0,2022,11,M,M11
OR,14160,13164,1011,1006,0,0,2022,12,M,M12
OR,10160,9433,662,657,0,0,2023,1,M,M1
OR,5606,5325,285,285,0,0,2023,2,M,M2
PA,134,110,20,20,0,0,2020,2,M,M2
PA,28638,27826,4646,4630,446,442,2020,3,M,M3
PA,81714,80288,14044,13978,7441,7333,2020,4,M,M4
PA,46372,45690,6476,6468,2220,2216,2020,5,M,M5
PA,33668,32946,3302,3292,216,216,2020,6,M,M6
PA,52074,50592,3994,3980,224,224,2020,7,M,M7
PA,42788,41250,3116,3086,188,188,2020,8,M,M8
PA,53164,50348,2650,2620,188,188,2020,9,M,M9
PA,108939,99821,5956,5830,716,654,2020,10,M,M10
PA,370166,336272,16222,15502,6471,5908,2020,11,M,M11
PA,554742,470232,17741,16646,9300,8028,2020,12,M,M12
PA,360678,287113,11110,10412,3362,2969,2021,1,M,M1
PA,161939,127088,5928,5574,438,423,2021,2,M,M2
PA,205519,160625,6587,6163,364,354,2021,3,M,M3
PA,242067,189601,8214,7713,546,527,2021,4,M,M4
PA,86937,66038,3787,3543,114,111,2021,5,M,M5
PA,16677,12903,1160,1118,0,0,2021,6,M,M6
PA,35228,27615,1757,1666,0,0,2021,7,M,M7
PA,159027,125754,5089,4699,213,189,2021,8,M,M8
PA,280026,225717,6953,6519,826,730,2021,9,M,M9
PA,262509,210943,7936,7383,1168,1062,2021,10,M,M10
PA,354302,282308,9154,8455,2088,1888,2021,11,M,M11
PA,730634,606136,13514,12830,3805,3564,2021,12,M,M12
PA,1115202,925817,16089,15501,4313,3967,2022,1,M,M1
PA,146591,117605,4537,4356,145,129,2022,2,M,M2
PA,42010,32627,1611,1538,0,0,2022,3,M,M3
PA,84356,66519,1888,1801,0,0,2022,4,M,M4
PA,228822,178123,4648,4441,111,105,2022,5,M,M5
PA,146742,114679,3577,3437,47,41,2022,6,M,M6
PA,180148,141101,3978,3837,34,32,2022,7,M,M7
PA,152316,116802,2919,2753,48,41,2022,8,M,M8
PA,70589,53420,1698,1600,19,19,2022,9,M,M9
PA,55166,41252,1669,1590,60,48,2022,10,M,M10
PA,48504,36869,1456,1373,41,35,2022,11,M,M11
PA,62529,49042,1887,1808,90,78,2022,12,M,M12
PA,52504,40656,1554,1493,66,59,2023,1,M,M1
PA,24876,18505,480,449,0,0,2023,2,M,M2
PR,30,24,4,4,0,0,2020,1,M,M1
PR,946,902,278,252,52,36,2020,3,M,M3
PR,711,613,155,85,98,28,2020,4,M,M4
PR,261,196,65,20,45,2,2020,5,M,M5
PR,611,570,101,84,23,8,2020,6,M,M6
PR,2898,2734,606,556,222,186,2020,7,M,M7
PR,4331,4047,662,608,408,336,2020,8,M,M8
PR,7260,5711,530,502,426,394,2020,9,M,M9
PR,7464,6687,478,442,343,297,2020,10,M,M10
PR,12520,11461,893,855,674,612,2020,11,M,M11
PR,10584,10080,890,816,797,707,2020,12,M,M12
PR,4885,4494,545,488,395,357,2021,1,M,M1
PR,3888,3632,292,252,132,110,2021,2,M,M2
PR,2507,2084,381,331,128,114,2021,3,M,M3
PR,5531,4189,893,790,470,426,2021,4,M,M4
PR,4196,3524,265,240,122,112,2021,5,M,M5
PR,2037,1601,61,47,0,0,2021,6,M,M6
PR,4150,3148,217,186,124,100,2021,7,M,M7
PR,10236,7663,861,741,690,555,2021,8,M,M8
PR,4831,3697,324,272,257,213,2021,9,M,M9
PR,2312,1682,64,54,24,18,2021,10,M,M10
PR,1326,952,42,36,0,0,2021,11,M,M11
PR,26391,16809,251,209,179,145,2021,12,M,M12
PR,36082,22364,1158,904,1174,880,2022,1,M,M1
PR,2776,1639,137,102,117,70,2022,2,M,M2
PR,1459,742,47,43,25,23,2022,3,M,M3
PR,10321,4582,114,104,82,64,2022,4,M,M4
PR,25015,8886,337,278,300,214,2022,5,M,M5
PR,20641,6871,356,284,270,190,2022,6,M,M6
PR,15933,5869,309,205,279,158,2022,7,M,M7
PR,14589,5020,271,193,221,135,2022,8,M,M8
PR,4197,1323,132,79,105,55,2022,9,M,M9
PR,3628,1238,97,58,59,30,2022,10,M,M10
PR,4714,1442,140,76,122,63,2022,11,M,M11
PR,5956,1720,133,70,120,58,2022,12,M,M12
PR,5387,1726,118,60,89,32,2023,1,M,M1
PR,2282,622,29,12,0,0,2023,2,M,M2
RI,5924,5912,0,0,0,0,2020,10,M,M10
RI,29538,27951,0,0,0,0,2020,11,M,M11
RI,41228,39078,0,0,438,438,2020,12,M,M12
RI,25598,24548,0,0,472,460,2021,1,M,M1
RI,9422,6710,0,0,174,152,2021,2,M,M2
RI,23551,20431,0,0,24,24,2021,3,M,M3
RI,52318,49444,0,0,0,0,2021,4,M,M4
RI,25630,24744,0,0,0,0,2021,5,M,M5
RI,40652,40644,0,0,0,0,2021,6,M,M6
RI,36450,4722,0,0,0,0,2021,7,M,M7
RI,196,170,0,0,32,24,2021,8,M,M8
RI,412,356,2,2,0,0,2021,9,M,M9
RI,1996,1470,0,0,0,0,2021,10,M,M10
RI,7695,4661,0,0,26,22,2021,11,M,M11
RI,23615,12445,0,0,22,14,2021,12,M,M12
RI,55810,32991,0,0,0,0,2022,1,M,M1
RI,15857,907,0,0,0,0,2022,2,M,M2
RI,25590,1104,0,0,0,0,2022,3,M,M3
RI,34912,740,0,0,0,0,2022,4,M,M4
RI,60668,1600,0,0,0,0,2022,5,M,M5
RI,40992,25924,0,0,0,0,2022,6,M,M6
RI,706,334,0,0,0,0,2022,7,M,M7
RI,14336,11887,0,0,0,0,2022,8,M,M8
RI,7888,2639,0,0,0,0,2022,9,M,M9
RI,7220,2719,0,0,0,0,2022,10,M,M10
RI,169,153,0,0,0,0,2022,11,M,M11
RI,6438,2675,0,0,11,4,2022,12,M,M12
RI,11237,3966,0,0,0,0,2023,1,M,M1
RI,2817,1021,0,0,0,0,2023,2,M,M2
SC,236,178,16,12,0,0,2020,1,M,M1
SC,106,82,22,22,0,0,2020,2,M,M2
SC,5342,5250,1168,1168,25,25,2020,3,M,M3
SC,8040,7970,1406,1402,72,72,2020,4,M,M4
SC,12384,12297,1334,1330,0,0,2020,5,M,M5
SC,57024,56521,3418,3406,154,152,2020,6,M,M6
SC,112848,110915,6828,6644,1028,977,2020,7,M,M7
SC,61881,58029,3542,3336,381,354,2020,8,M,M8
SC,54159,49014,2427,2221,160,145,2020,9,M,M9
SC,62746,54394,2955,2669,286,244,2020,10,M,M10
SC,93356,81324,3372,3089,452,396,2020,11,M,M11
SC,196460,173813,6628,5929,1467,1236,2020,12,M,M12
SC,268370,218387,7154,6326,1771,1520,2021,1,M,M1
SC,127732,85022,3097,2640,213,192,2021,2,M,M2
SC,66192,40451,2008,1792,0,0,2021,3,M,M3
SC,51618,31755,1732,1488,0,0,2021,4,M,M4
SC,25349,15976,976,840,0,0,2021,5,M,M5
SC,10580,6813,464,412,0,0,2021,6,M,M6
SC,56907,39340,2023,1800,48,42,2021,7,M,M7
SC,210446,162713,6018,5491,963,901,2021,8,M,M8
SC,266988,207628,6075,5553,1174,1044,2021,9,M,M9
SC,73846,53700,2284,2086,158,136,2021,10,M,M10
SC,50009,34604,1482,1315,52,48,2021,11,M,M11
SC,149915,103824,2518,2260,216,188,2021,12,M,M12
SC,807678,642149,5599,4841,1528,1252,2022,1,M,M1
SC,146645,103097,2187,1951,163,146,2022,2,M,M2
SC,25669,16246,374,343,0,0,2022,3,M,M3
SC,17238,11132,97,91,0,0,2022,4,M,M4
SC,57839,37939,187,160,0,0,2022,5,M,M5
SC,96849,67574,256,200,0,0,2022,6,M,M6
SC,118571,82482,357,306,0,0,2022,7,M,M7
SC,118617,83694,451,362,0,0,2022,8,M,M8
SC,29251,19957,124,105,0,0,2022,9,M,M9
SC,13163,9176,103,93,0,0,2022,10,M,M10
SC,16211,11762,104,85,0,0,2022,11,M,M11
SC,35390,25720,230,203,0,0,2022,12,M,M12
SC,37756,26489,179,162,11,9,2023,1,M,M1
SC,11200,7484,53,44,0,0,2023,2,M,M2
SD,62,50,0,0,0,0,2020,1,M,M1
SD,672,672,0,0,0,0,2020,3,M,M3
SD,4478,4476,0,0,0,0,2020,4,M,M4
SD,3396,3396,0,0,0,0,2020,5,M,M5
SD,2780,2780,0,0,0,0,2020,6,M,M6
SD,3296,3288,0,0,0,0,2020,7,M,M7
SD,8650,8588,0,0,0,0,2020,8,M,M8
SD,12658,12074,0,0,0,0,2020,9,M,M9
SD,18874,18138,0,0,0,0,2020,10,M,M10
SD,26512,24160,0,0,0,0,2020,11,M,M11
SD,13399,10568,0,0,0,0,2020,12,M,M12
SD,7622,4993,0,0,0,0,2021,1,M,M1
SD,5013,3479,0,0,0,0,2021,2,M,M2
SD,6304,4585,0,0,0,0,2021,3,M,M3
SD,19939,15335,0,0,0,0,2021,4,M,M4
SD,4776,3626,0,0,0,0,2021,5,M,M5
SD,2310,1872,0,0,0,0,2021,6,M,M6
SD,1745,1503,0,0,0,0,2021,7,M,M7
SD,114730,101762,0,0,0,0,2021,8,M,M8
SD,21701,17876,0,0,0,0,2021,9,M,M9
SD,14599,11242,0,0,0,0,2021,10,M,M10
SD,17516,13512,1,1,0,0,2021,11,M,M11
SD,28830,21900,0,0,0,0,2021,12,M,M12
SD,28442,22076,0,0,0,0,2022,1,M,M1
SD,57097,42874,0,0,0,0,2022,2,M,M2
SD,18970,12952,0,0,0,0,2022,3,M,M3
SD,1364,1116,0,0,0,0,2022,4,M,M4
SD,3676,2987,0,0,0,0,2022,5,M,M5
SD,4626,3598,0,0,0,0,2022,6,M,M6
SD,10971,8281,0,0,0,0,2022,7,M,M7
SD,14830,10627,0,0,0,0,2022,8,M,M8
SD,4146,2911,0,0,0,0,2022,9,M,M9
SD,13967,10700,0,0,0,0,2022,10,M,M10
SD,4453,3419,0,0,0,0,2022,11,M,M11
SD,3364,2626,0,0,0,0,2022,12,M,M12
SD,1958,1504,0,0,0,0,2023,1,M,M1
SD,998,801,0,0,0,0,2023,2,M,M2
TN,328,262,27,23,0,0,2020,1,M,M1
TN,107,100,12,12,0,0,2020,2,M,M2
TN,8604,8578,1445,1439,47,47,2020,3,M,M3
TN,18494,18360,1642,1634,134,130,2020,4,M,M4
TN,25526,25322,1666,1658,162,144,2020,5,M,M5
TN,56087,55495,3360,3348,192,188,2020,6,M,M6
TN,118603,115537,6955,6841,475,465,2020,7,M,M7
TN,91446,86366,3933,3771,320,310,2020,8,M,M8
TN,84120,76131,4072,3766,358,318,2020,9,M,M9
TN,140003,124103,6210,5748,984,826,2020,10,M,M10
TN,273857,236803,7453,6633,2216,1782,2020,11,M,M11
TN,408686,320668,7660,6155,3587,2412,2020,12,M,M12
TN,238921,171260,4546,3475,1686,1170,2021,1,M,M1
TN,82493,56147,2451,1926,160,126,2021,2,M,M2
TN,70882,49136,2888,2410,33,21,2021,3,M,M3
TN,61857,44118,3247,2776,78,68,2021,4,M,M4
TN,29960,20924,1844,1536,22,18,2021,5,M,M5
TN,11171,7833,737,629,0,0,2021,6,M,M6
TN,70937,51332,3387,2790,204,190,2021,7,M,M7
TN,376030,269611,8085,6515,1895,1440,2021,8,M,M8
TN,288437,200445,7567,5895,1823,1184,2021,9,M,M9
TN,90206,60881,2780,2134,115,60,2021,10,M,M10
TN,75204,50639,2121,1711,140,104,2021,11,M,M11
TN,281113,211196,3940,3320,653,547,2021,12,M,M12
TN,915035,654438,5933,4803,2526,1741,2022,1,M,M1
TN,157158,107420,2143,1689,524,351,2022,2,M,M2
TN,15088,10489,306,260,0,0,2022,3,M,M3
TN,19443,13702,135,104,0,0,2022,4,M,M4
TN,70891,49715,441,367,0,0,2022,5,M,M5
TN,123413,79090,1102,965,11,10,2022,6,M,M6
TN,167032,99414,1472,1285,103,46,2022,7,M,M7
TN,159571,92046,980,881,53,24,2022,8,M,M8
TN,33340,18812,373,332,11,2,2022,9,M,M9
TN,21940,12592,299,258,11,10,2022,10,M,M10
TN,27034,14889,464,400,0,0,2022,11,M,M11
TN,44941,24041,764,661,58,44,2022,12,M,M12
TN,39720,20560,488,427,0,0,2023,1,M,M1
TN,18306,9382,59,28,0,0,2023,2,M,M2
TX,1331,1264,52,52,0,0,2020,1,M,M1
TX,216,164,48,46,0,0,2020,2,M,M2
TX,12877,12365,3146,3072,105,101,2020,3,M,M3
TX,37862,36881,6626,6543,368,366,2020,4,M,M4
TX,49758,48672,6223,6133,521,518,2020,5,M,M5
TX,200884,189377,16416,16039,1594,1578,2020,6,M,M6
TX,391029,370970,27305,26332,4702,4632,2020,7,M,M7
TX,325330,310797,16977,16284,2427,2403,2020,8,M,M8
TX,181013,162950,8139,7446,811,774,2020,9,M,M9
TX,232618,200660,11951,10796,834,788,2020,10,M,M10
TX,443946,389602,16777,14985,1489,1318,2020,11,M,M11
TX,691966,629461,22817,20747,2540,2353,2020,12,M,M12
TX,842690,718834,24298,21823,3293,2905,2021,1,M,M1
TX,329687,267536,10246,9166,510,412,2021,2,M,M2
TX,180118,135688,6255,5660,0,0,2021,3,M,M3
TX,151151,115090,5458,4907,25,11,2021,4,M,M4
TX,89251,66605,3998,3586,70,67,2021,5,M,M5
TX,77938,60263,4353,3920,324,275,2021,6,M,M6
TX,325020,253911,11641,10295,1824,1429,2021,7,M,M7
TX,547480,436010,11685,10179,1513,1325,2021,8,M,M8
TX,442015,327595,7693,6683,721,606,2021,9,M,M9
TX,178746,129055,3623,2997,167,104,2021,10,M,M10
TX,169566,123101,3450,2928,658,527,2021,11,M,M11
TX,1932698,1791418,24645,23680,8286,6994,2021,12,M,M12
TX,3184595,2775715,36084,33933,7739,7459,2022,1,M,M1
TX,344656,254562,4956,4305,429,237,2022,2,M,M2
TX,201615,122795,2852,2312,317,128,2022,3,M,M3
TX,128040,78769,1794,1353,62,30,2022,4,M,M4
TX,206374,152300,3550,2756,0,0,2022,5,M,M5
TX,1419815,987908,9365,7529,1856,1053,2022,6,M,M6
TX,1063040,740433,7403,6026,769,467,2022,7,M,M7
TX,480682,333862,3698,3131,32,21,2022,8,M,M8
TX,143183,94220,1500,1296,20,10,2022,9,M,M9
TX,53913,34013,621,548,0,0,2022,10,M,M10
TX,71466,44502,755,648,0,0,2022,11,M,M11
TX,147598,85870,1363,1180,0,0,2022,12,M,M12
TX,122282,70373,1357,1226,0,0,2023,1,M,M1
TX,40549,20560,397,359,0,0,2023,2,M,M2
UT,82,72,4,4,0,0,2020,1,M,M1
UT,56,50,2,2,0,0,2020,2,M,M2
UT,3546,3478,274,272,0,0,2020,3,M,M3
UT,7586,7522,332,332,38,38,2020,4,M,M4
UT,12190,11970,484,484,24,24,2020,5,M,M5
UT,28657,28445,736,736,0,0,2020,6,M,M6
UT,34271,33994,898,896,66,66,2020,7,M,M7
UT,23560,23292,510,510,0,0,2020,8,M,M8
UT,49996,49702,796,796,38,38,2020,9,M,M9
UT,91069,90793,1500,1500,170,170,2020,10,M,M10
UT,174562,174294,1942,1942,565,553,2020,11,M,M11
UT,160230,160050,1626,1622,376,360,2020,12,M,M12
UT,121126,120989,1237,1237,200,188,2021,1,M,M1
UT,45102,45059,534,534,0,0,2021,2,M,M2
UT,28386,28344,474,472,0,0,2021,3,M,M3
UT,22368,22332,401,401,0,0,2021,4,M,M4
UT,16785,16739,414,414,0,0,2021,5,M,M5
UT,19790,19748,572,572,0,0,2021,6,M,M6
UT,39040,38963,1004,1000,0,0,2021,7,M,M7
UT,68405,68273,1284,1280,154,148,2021,8,M,M8
UT,86486,86389,1393,1383,149,144,2021,9,M,M9
UT,87675,87552,1394,1390,141,137,2021,10,M,M10
UT,90618,90514,1164,1160,171,161,2021,11,M,M11
UT,104063,103943,933,931,154,146,2021,12,M,M12
UT,481659,481534,1855,1853,357,331,2022,1,M,M1
UT,59301,59252,524,524,24,20,2022,2,M,M2
UT,8561,8527,131,131,0,0,2022,3,M,M3
UT,11342,11320,106,106,0,0,2022,4,M,M4
UT,42112,42064,373,373,0,0,2022,5,M,M5
UT,61818,61754,613,613,0,0,2022,6,M,M6
UT,57818,57728,643,643,11,9,2022,7,M,M7
UT,27061,27005,281,281,0,0,2022,8,M,M8
UT,8670,8647,133,133,0,0,2022,9,M,M9
UT,8324,8304,144,144,0,0,2022,10,M,M10
UT,16031,15991,275,275,0,0,2022,11,M,M11
UT,13107,13083,283,283,0,0,2022,12,M,M12
UT,5513,5498,144,144,0,0,2023,1,M,M1
UT,3344,3334,65,65,0,0,2023,2,M,M2
VA,14,10,1,1,0,0,2020,1,M,M1
VA,90,90,16,16,0,0,2020,2,M,M2
VA,8424,8402,2232,2230,116,114,2020,3,M,M3
VA,35807,33869,5370,5352,1203,1102,2020,4,M,M4
VA,53732,52034,4519,4486,502,444,2020,5,M,M5
VA,34999,33901,2273,2253,56,48,2020,6,M,M6
VA,60566,58143,4133,4108,127,120,2020,7,M,M7
VA,59857,56095,3523,3473,142,127,2020,8,M,M8
VA,53670,48996,2455,2393,184,158,2020,9,M,M9
VA,68808,56934,3345,3198,244,190,2020,10,M,M10
VA,128807,99952,5513,5115,679,508,2020,11,M,M11
VA,237848,178806,8224,7564,1814,1400,2020,12,M,M12
VA,290423,212141,8352,7640,1972,1470,2021,1,M,M1
VA,125841,89988,3968,3615,174,141,2021,2,M,M2
VA,87575,57803,3028,2775,35,30,2021,3,M,M3
VA,74420,47711,3048,2681,53,43,2021,4,M,M4
VA,29248,18530,1447,1332,11,8,2021,5,M,M5
VA,12067,7811,682,617,0,0,2021,6,M,M6
VA,40492,25853,1709,1543,22,20,2021,7,M,M7
VA,151256,98135,4851,4333,282,232,2021,8,M,M8
VA,180898,119638,5180,4694,575,467,2021,9,M,M9
VA,112237,73204,3326,3034,147,118,2021,10,M,M10
VA,92676,58446,2768,2508,182,141,2021,11,M,M11
VA,361094,236222,8115,7647,658,576,2021,12,M,M12
VA,810069,573563,9740,9314,2001,1675,2022,1,M,M1
VA,166903,112143,2187,2089,149,104,2022,2,M,M2
VA,51381,37766,717,677,0,0,2022,3,M,M3
VA,70819,48865,537,501,0,0,2022,4,M,M4
VA,84716,57220,778,717,0,0,2022,5,M,M5
VA,41160,29846,924,867,12,8,2022,6,M,M6
VA,143365,97127,2144,1966,69,53,2022,7,M,M7
VA,138274,90713,1944,1788,66,46,2022,8,M,M8
VA,46401,29588,759,707,26,21,2022,9,M,M9
VA,31769,20142,644,604,15,13,2022,10,M,M10
VA,30932,18725,688,645,0,0,2022,11,M,M11
VA,60181,35493,1156,1079,0,0,2022,12,M,M12
VA,50068,29768,934,873,0,0,2023,1,M,M1
VA,15872,9121,296,283,0,0,2023,2,M,M2
VI,87,87,12,12,0,0,2020,3,M,M3
VI,32,32,12,12,0,0,2020,4,M,M4
VI,64,64,4,4,0,0,2020,6,M,M6
VI,590,590,42,42,0,0,2020,7,M,M7
VI,1203,1203,88,88,0,0,2020,8,M,M8
VI,270,270,13,13,0,0,2020,9,M,M9
VI,117,117,10,10,0,0,2020,10,M,M10
VI,335,333,5,5,0,0,2020,11,M,M11
VI,727,727,24,24,0,0,2020,12,M,M12
VI,585,585,16,16,0,0,2021,1,M,M1
VI,396,396,16,16,0,0,2021,2,M,M2
VI,384,384,24,24,0,0,2021,3,M,M3
VI,410,410,12,12,0,0,2021,4,M,M4
VI,802,802,28,28,0,0,2021,5,M,M5
VI,654,654,18,18,0,0,2021,6,M,M6
VI,1726,1726,108,108,0,0,2021,7,M,M7
VI,2502,2502,102,102,0,0,2021,8,M,M8
VI,1478,1478,36,36,0,0,2021,9,M,M9
VI,782,782,32,32,0,0,2021,10,M,M10
VI,539,539,24,24,0,0,2021,11,M,M11
VI,4804,4804,26,26,0,0,2021,12,M,M12
VI,9429,9426,142,142,0,0,2022,1,M,M1
VI,1061,1061,12,12,0,0,2022,2,M,M2
VI,486,486,6,6,0,0,2022,3,M,M3
VI,1424,1422,18,18,0,0,2022,4,M,M4
VI,6932,6930,60,60,0,0,2022,5,M,M5
VI,2038,2036,34,34,0,0,2022,6,M,M6
VI,1678,1676,50,50,0,0,2022,7,M,M7
VI,1473,1473,39,39,0,0,2022,8,M,M8
VI,440,440,25,25,0,0,2022,9,M,M9
VI,160,160,6,6,0,0,2022,10,M,M10
VI,189,189,2,2,0,0,2022,11,M,M11
VI,260,260,2,2,0,0,2022,12,M,M12
VI,700,700,7,7,0,0,2023,1,M,M1
VI,159,159,0,0,0,0,2023,2,M,M2
VT,1104,1060,166,166,0,0,2020,3,M,M3
VT,636,622,54,54,27,26,2020,4,M,M4
VT,187,166,8,8,0,0,2020,5,M,M5
VT,442,440,18,18,0,0,2020,6,M,M6
VT,370,370,10,10,0,0,2020,7,M,M7
VT,384,378,8,8,0,0,2020,8,M,M8
VT,238,234,4,4,0,0,2020,9,M,M9
VT,1100,1070,30,30,0,0,2020,10,M,M10
VT,4846,4656,180,176,0,0,2020,11,M,M11
VT,6004,5810,222,222,38,36,2020,12,M,M12
VT,7963,7754,320,314,0,0,2021,1,M,M1
VT,5684,5574,176,174,0,0,2021,2,M,M2
VT,8728,8558,220,218,0,0,2021,3,M,M3
VT,5986,5770,164,164,0,0,2021,4,M,M4
VT,1910,1808,66,66,0,0,2021,5,M,M5
VT,306,286,18,18,0,0,2021,6,M,M6
VT,1332,1270,46,46,0,0,2021,7,M,M7
VT,7028,6856,250,250,0,0,2021,8,M,M8
VT,9972,9738,290,288,0,0,2021,9,M,M9
VT,12448,12134,320,316,0,0,2021,10,M,M10
VT,19897,19308,424,422,0,0,2021,11,M,M11
VT,19125,17906,338,336,0,0,2021,12,M,M12
VT,64095,58742,446,444,11,11,2022,1,M,M1
VT,14141,13472,138,136,0,0,2022,2,M,M2
VT,7530,7070,50,50,0,0,2022,3,M,M3
VT,26225,24332,212,210,0,0,2022,4,M,M4
VT,15781,14274,204,200,0,0,2022,5,M,M5
VT,6376,5785,88,88,0,0,2022,6,M,M6
VT,3785,3393,32,30,0,0,2022,7,M,M7
VT,3534,3061,12,10,0,0,2022,8,M,M8
VT,1953,1600,0,0,0,0,2022,9,M,M9
VT,2793,2040,0,0,0,0,2022,10,M,M10
VT,1387,1126,0,0,0,0,2022,11,M,M11
VT,1622,1342,0,0,0,0,2022,12,M,M12
VT,1836,1482,0,0,0,0,2023,1,M,M1
VT,1039,745,0,0,0,0,2023,2,M,M2
WA,54,45,8,8,0,0,2020,1,M,M1
WA,632,624,246,246,54,54,2020,2,M,M2
WA,16581,16551,3403,3399,727,727,2020,3,M,M3
WA,15961,15953,2411,2411,444,444,2020,4,M,M4
WA,14901,14887,1458,1458,100,100,2020,5,M,M5
WA,28272,28238,1786,1786,72,72,2020,6,M,M6
WA,48146,47697,2706,2696,189,189,2020,7,M,M7
WA,32855,31669,2012,1956,46,46,2020,8,M,M8
WA,28075,26675,1664,1620,24,24,2020,9,M,M9
WA,48236,46215,2564,2520,137,125,2020,10,M,M10
WA,142074,134237,6092,5884,668,656,2020,11,M,M11
WA,156387,145003,7258,6801,1203,1135,2020,12,M,M12
WA,114517,105355,5148,4870,522,502,2021,1,M,M1
WA,47729,40616,2504,2378,120,120,2021,2,M,M2
WA,52928,43957,2458,2289,0,0,2021,3,M,M3
WA,82857,69690,4220,3998,22,22,2021,4,M,M4
WA,55138,46583,3754,3556,0,0,2021,5,M,M5
WA,26304,21996,2108,2004,0,0,2021,6,M,M6
WA,58522,48985,3671,3407,22,22,2021,7,M,M7
WA,192775,156931,10712,9968,907,831,2021,8,M,M8
WA,185622,153543,9149,8492,729,661,2021,9,M,M9
WA,130214,107874,6967,6410,412,386,2021,10,M,M10
WA,92099,77791,4952,4647,181,171,2021,11,M,M11
WA,231439,208013,5896,5702,405,380,2021,12,M,M12
WA,950841,775329,17612,16705,1828,1677,2022,1,M,M1
WA,151578,117401,6321,6020,269,254,2022,2,M,M2
WA,35320,30575,1893,1835,22,22,2022,3,M,M3
WA,80098,69701,2121,2025,82,72,2022,4,M,M4
WA,167640,142369,4552,4362,188,178,2022,5,M,M5
WA,161851,138660,5685,5387,204,189,2022,6,M,M6
WA,146067,126485,6551,6166,225,201,2022,7,M,M7
WA,76486,64788,4226,4021,90,81,2022,8,M,M8
WA,30576,25718,1795,1688,48,47,2022,9,M,M9
WA,19848,16926,1388,1327,11,11,2022,10,M,M10
WA,21581,17970,1733,1618,82,78,2022,11,M,M11
WA,25162,20973,2191,2056,84,71,2022,12,M,M12
WA,22300,18396,1855,1741,45,42,2023,1,M,M1
WA,11442,9089,928,854,0,0,2023,2,M,M2
WI,59,37,8,8,0,0,2020,1,M,M1
WI,108,58,24,18,0,0,2020,2,M,M2
WI,5770,5270,1738,1716,131,130,2020,3,M,M3
WI,12994,12268,2182,2159,285,283,2020,4,M,M4
WI,21400,20970,2400,2373,170,170,2020,5,M,M5
WI,19968,19710,1602,1592,26,26,2020,6,M,M6
WI,44400,44071,3011,3001,90,90,2020,7,M,M7
WI,42053,41706,2566,2554,24,24,2020,8,M,M8
WI,88340,87008,4285,4243,66,66,2020,9,M,M9
WI,195053,192150,11420,11209,2075,2008,2020,10,M,M10
WI,293758,287305,14887,14430,3030,2867,2020,11,M,M11
WI,175713,167451,9108,8604,1441,1260,2020,12,M,M12
WI,113920,106271,5582,5163,396,323,2021,1,M,M1
WI,46290,43351,2405,2279,0,0,2021,2,M,M2
WI,45868,34250,1948,1632,0,0,2021,3,M,M3
WI,49393,40883,2185,1943,0,0,2021,4,M,M4
WI,26529,21788,1661,1519,0,0,2021,5,M,M5
WI,10446,8353,661,589,0,0,2021,6,M,M6
WI,25488,21277,1344,1241,0,0,2021,7,M,M7
WI,84003,70987,4238,3834,144,130,2021,8,M,M8
WI,135517,115682,5128,4716,201,169,2021,9,M,M9
WI,136249,117288,4949,4547,206,182,2021,10,M,M10
WI,164517,141152,6041,5627,476,395,2021,11,M,M11
WI,206718,175154,6492,6068,749,680,2021,12,M,M12
WI,433242,365846,7611,7151,1053,921,2022,1,M,M1
WI,153484,133512,3173,3054,22,16,2022,2,M,M2
WI,58701,50077,1097,1040,0,0,2022,3,M,M3
WI,81192,71598,1060,1003,0,0,2022,4,M,M4
WI,126676,111909,2144,2042,0,0,2022,5,M,M5
WI,98306,87773,1852,1766,0,0,2022,6,M,M6
WI,109090,96806,2473,2372,0,0,2022,7,M,M7
WI,89287,78512,2044,1951,0,0,2022,8,M,M8
WI,34021,29695,968,922,0,0,2022,9,M,M9
WI,31753,26610,1240,1187,36,30,2022,10,M,M10
WI,28841,24275,1117,1068,0,0,2022,11,M,M11
WI,34675,29241,1357,1294,11,10,2022,12,M,M12
WI,28649,24249,1030,991,0,0,2023,1,M,M1
WI,10064,8071,415,402,0,0,2023,2,M,M2
WV,938,898,0,0,0,0,2020,3,M,M3
WV,1552,1514,0,0,0,0,2020,4,M,M4
WV,1646,1590,0,0,0,0,2020,5,M,M5
WV,2386,2318,0,0,0,0,2020,6,M,M6
WV,7462,7394,2,2,0,0,2020,7,M,M7
WV,4565,4533,2,2,0,0,2020,8,M,M8
WV,1254,1228,0,0,0,0,2020,9,M,M9
WV,26,24,0,0,0,0,2020,11,M,M11
WV,22,14,0,0,0,0,2020,12,M,M12
WV,56,48,0,0,0,0,2021,1,M,M1
WV,38,30,2,2,0,0,2021,2,M,M2
WV,24,20,0,0,0,0,2021,7,M,M7
WV,682,641,0,0,0,0,2021,8,M,M8
WV,160,129,0,0,0,0,2021,9,M,M9
WV,28,18,0,0,0,0,2021,10,M,M10
WV,64,42,4,4,0,0,2021,12,M,M12
WV,263,221,5,3,0,0,2022,1,M,M1
WV,40,29,0,0,0,0,2022,2,M,M2
WV,62,60,0,0,0,0,2022,3,M,M3
