Global,Employment,Uncat,State
-0.5780858025979723,1.2215609121552613,4.466397853503449,SD
-0.5446234305819453,1.1200496423329975,0.5285437216769885,SD
-0.46911953943639695,1.0293264776531963,0.06265079991402868,SD
-0.2631514036338476,0.9476174133470339,0.010112862629535509,SD
-0.29264113792642116,0.8710574463607685,2.5408356689321564e-05,SD
-0.2793107347647213,0.799121615446926,-0.0001670729339986469,SD
0.06579028355767452,0.7339720774166211,0.006341247096157583,SD
0.14915323275270675,0.6749794974242657,0.0027451649982431336,SD
0.15223348386757957,0.6203117193296559,0.0008997568529310193,SD
-0.5479703328523917,0.568635853918019,-0.013063971006862548,SD
-0.6493713862700874,0.5198056834914198,-0.004659889632110335,SD
-0.6391969575081464,0.47442101613672927,-0.0015871641897842723,SD
-0.29825846853591576,0.4350877630183098,0.0038419606194641585,SD
-0.25025496874239994,0.40010521047903785,0.0012316927093730871,SD
-0.3498878420554755,0.36881946002878596,-0.002452247071301396,SD
-0.29164413650499205,0.34095080425447344,-9.520525212336419e-05,SD
-0.2582133336133456,0.3186809211687558,-0.00046647086948272207,SD
-0.22675081808448394,0.29039055918218465,0.0001835517981884022,SD
-0.2527508372197804,0.267019867257558,-0.0009665087437322272,SD
-0.2474495365333314,0.24605876806825555,-0.0005947128372550808,SD
-0.270646630728051,0.2278166942210058,-0.001305598832447006,SD
-0.19857642125577163,0.2078951646550643,0.0008182029188591717,SD
-0.19806885320893491,0.1888758022529766,-0.0002001202692133515,SD
-0.18989874028279508,0.16816155620074,0.00021324608663193874,SD
-0.40891443506749436,0.1541708819887906,-0.00124235749967098,SD
-0.43177030706888897,0.14235499101680438,-0.0032669479694569536,SD
-0.4050537702719094,0.13170249895196248,-0.0010237654440378996,SD
-0.3147777058543897,0.12477630306873128,0.000315750703646859,SD
-0.3145032699927477,0.11911345532119146,-0.0011353015942912595,SD
-0.3277632269739059,0.10666494228475099,-0.0010161840296715003,SD
-0.12725109200830864,0.09843276490989492,0.00299746268379808,SD
-0.15184566163179322,0.09126170148579672,-0.000498350244328452,SD
-0.14383222838590332,0.0851898447366327,-0.00037621613918419967,SD
-0.19494732953645016,0.07674692927021036,-0.0012518975124816353,SD
-0.20874393700884616,0.06471219600575782,-0.0004668102649433084,SD
-0.22485975827764487,0.05723250257290809,-0.000708469664104795,SD
-0.45825587952584096,0.05108413838568556,-0.004249649300122111,SD
-0.3327507046512871,0.04806521006309912,0.00028165315933849106,SD
-0.322219982998423,0.04554776136673972,-0.0007547476144655362,SD
-0.29814842055791174,0.04779116619650921,-0.0011077737610689442,SD
-0.26464919523175445,0.043147499115223316,-0.0002049268987270669,SD
-0.2726292061178043,0.0381800743161307,-0.0007675921148431012,SD
-0.3229344736870496,0.03675701790594503,-0.0019855300441164493,SD
-0.342425885968388,0.03188520169455707,-0.001435214299484797,SD
-0.3735490548678637,0.031450758626975904,-0.0019484640149615249,SD
-0.44508912006693235,0.02765385218588942,-0.002695435740830839,SD
-0.43138748497277835,0.02337133877259088,-0.0011318679502277259,SD
-0.4605632657605435,0.013244132594009507,-0.0013036426131246212,SD
-0.032126555588270725,0.010739424435348656,0.006993482381914932,SD
-0.034292957575564324,0.010426682922969376,0.0006161876141137862,SD
0.0310891424945509,0.010679603018083008,0.0010804418513799584,SD
-0.2855910515010945,0.015182817096652992,-0.006570621347015332,SD
-0.3381892621778929,0.014170865782593314,-0.002683144384385593,SD
-0.33315082049696015,0.010471942840715094,-0.0008544841566522676,SD
-0.39973168041843793,0.009526637564382266,-0.0022401685751607305,SD
-0.37822379026356095,0.0102908612621416,-0.001057809097009049,SD
-0.3713263033610125,0.01212469739313794,-0.0011443436536709873,SD
-0.224517445159483,0.00949286854581594,0.0019673003273219646,SD
-0.25646131920932796,0.0060637354099530956,-0.0007302388222070266,SD
-0.22836729543151718,-0.0013220304966021464,0.0004479162985020253,SD
-0.30080044313797555,-0.0007252842496503311,-0.0017123832326051244,SD
-0.34750473710826285,3.594804386592218e-05,-0.0021845135884264984,SD
-0.39295417442920366,0.001396239020410816,-0.0022244913102922132,SD
-0.14008845641335999,0.00620048015434117,0.0031459537026800617,SD
-0.1816414582947736,0.0071824779897670535,-0.0010010701123716196,SD
-0.1575022827498959,0.004634513319802658,1.936266933845383e-05,SD
-0.16964808718928298,0.004552727786242731,-0.0006134228544204998,SD
-0.12533436007167448,0.004438017709304943,0.00032947423288494197,SD
-0.09376710350110487,0.006162299896203889,0.00013940081726795424,SD
-0.16377158581344983,0.004036571343726248,-0.001588078053576522,SD
-0.16399216145285908,-0.001343028681225671,-0.0002024635331722296,SD
-0.16852625154380746,-0.006100500831105259,-0.0001411459499860489,SD
-0.7510464885366251,-0.006919393310261397,-0.01176393421530201,SD
-0.7837196798694617,-0.0055488400412031765,-0.004348315236842167,SD
-0.794072131844416,-0.003870311779870405,-0.0030170216963252964,SD
-0.15717745740268915,-0.001391754112813413,0.009792641282474236,SD
-0.12873012325382321,0.0040610870702710395,0.000711286942062136,SD
-0.14295253472537103,0.0009947137568449352,-0.0003943653918731068,SD
-0.22045371383724366,-0.0002417884402577705,-0.0020772581401594086,SD
-0.2265673194849463,0.0005390213069719021,-0.0011654287738947862,SD
-0.1979752380446254,0.0010385052972923942,-0.00036376889442788147,SD
-0.211026772023454,-0.002250640842130981,-0.0006760136296114136,SD
-0.23881491023931276,-0.004099471660292231,-0.0010385949085990236,SD
-0.24561363521927695,-0.01074631461392765,-0.0003608158884680472,SD
-0.3184169861748736,-0.01099341731238083,-0.0021284290308199692,SD
-0.28597591500648584,-0.010582295834114628,-0.0005289759454723922,SD
-0.25979188808408804,-0.009357654850822995,-0.0004452994456296908,SD
-0.25181538340577986,-0.00421180907679274,-0.0010960653343264355,SD
-0.30105016718629524,0.00046836633196908266,-0.002286030080923783,SD
-0.30431325662847086,-0.002433913743266886,-0.000984969039526788,SD
-0.3897299451961672,-0.00287571795756652,-0.002568002782832952,SD
-0.4148213562019481,-0.002033919203803359,-0.0019770118335432517,SD
-0.40736573091390904,-0.0007286623734313639,-0.001486502228888259,SD
-0.3346937255699695,-0.0028229259715796197,0.0002675239997373411,SD
-0.36352441592035906,-0.007432105514284492,-0.0012108803016486994,SD
-0.32237980366037244,-0.012079700568378912,4.312153697991045e-05,SD
-0.1446807935469865,-0.012315919570303526,0.0018366524664028489,SD
-0.15417976713985432,-0.011991764258040842,-0.00018860457844146214,SD
-0.2230296428629683,-0.010486844519747855,-0.0021317288650310384,SD
0.023335155363948007,-0.003947123684694409,0.010259233527100498,SD
0.19475835908809305,0.002258955459592494,0.0036576978416260836,SD
0.26308625024104276,0.002324728265152926,0.002052497508227652,SD
-0.7479645381640876,0.0035287836731922456,-0.019090088905700853,SD
-0.7738696218508481,0.008393463114010355,-0.005242910570558385,SD
-0.7897711553058242,0.010321853058555704,-0.0031922384232322566,SD
-0.41713856516332254,0.013247947285274666,0.004529176291162773,SD
-0.40401763064199275,0.011250236951525869,-0.0001527788572831884,SD
-0.3139536132212624,0.009015087406208622,0.0008627151897357384,SD
-0.399921197703067,0.007715842293196111,-0.0005216147043734444,SD
-0.40497902771250144,0.0060184980488645675,-0.0020384302363578737,SD
-0.3504182866422256,0.006877569724950595,-0.0003387773547761347,SD
-0.390949580893968,0.010995552176132186,-0.0021875507134364917,SD
-0.3957198663380022,0.011107786979230472,-0.001468090302161045,SD
-0.38339231273309465,0.010540230207316566,-0.0009941816392363364,SD
-0.22977283768135534,0.013288977816430656,0.0016059968181890442,SD
-0.2368299142499286,0.010759831712392894,-0.00040360325855683137,SD
-0.25192590470261983,0.01410381536207124,-0.0014503685147904974,SD
-0.2274807130267117,0.012156810370480145,-0.000401941511016994,SD
-0.21888104027210314,0.005954068311884649,-0.00015531470157775367,SD
-0.23301780838728464,0.0008324606280276025,-0.0005310289116726783,SD
-0.4299176279309659,-0.0029187886398845857,-0.0057539191319735524,SD
-0.42087851976431895,-0.0023779610961565073,-0.0027504461551514374,SD
-0.3429455091450457,-0.002736625660755334,-0.00087919675863244,SD
-0.38860661590131224,0.0024525431760993102,-0.003556199352098791,SD
-0.3047473659004917,0.004892142613852053,-0.0010543373223038304,SD
-0.22118886195868498,0.0006061527049539563,6.14611771452923e-05,SD
-0.3592956810827171,-0.001390211744493085,-0.004167872543190301,SD
-0.28839465036956397,-0.0007170755769361473,-0.0011137847965170423,SD
-0.2696094264402622,-0.0017065279657372534,-0.0014499033172151083,SD
-0.21529852540771083,-0.002384622104154712,-0.0007531396597951875,SD
-0.2726489506798759,-0.00783064770114997,-0.0023022846168529927,SD
-0.2811249729327969,0.00010381067148812137,-0.0028553828850027296,SD
