Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,CPI,PCEC,FixAss,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2019-03-01,0.46265569848853383,0.3191761099758499,0.26320266753067934,0.2631603289903699,0.039069659805643975,0.38947029863708127,0.11577235225313573,0.8061153578874218,0.8270664699549424,0.5416034092699008,0.4963855421686745,0.4913841022790423,0.6330749354005167,0.5444685466377439,0.5264270613107822,0.5669856459330145,0.6457286432160803,0.7376237623762376,0.9184999074419806,0.9687603756180713,1.0,0.9983633387888707,0.24603174603174602,0.0,0.0,0.5,0.6635625789333648,0.645769357994995,0.5583791066242642,0.5539479190545296,0.6170819785249184,0.6368024759779121,0.0,0.0,0.5,0.5,0.5,0.6102461835552806,0.6375661375661377,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.5320592592887529,0.31275543377298903,0.23597766836113432,0.24886125366174167,0.012307088922457077,0.36562641494809184,0.09092900730701278,0.809077941552979,0.8276645799274294,0.4997468165955419,0.6224899598393667,0.5136186770428033,0.627906976744186,0.5336225596529284,0.5116279069767441,0.5574162679425838,0.6356783919597989,0.7277227722772277,0.9153510181470405,0.9701231643536546,1.0,1.0,0.23809523809523808,0.0,0.0,0.5,0.6635625789333648,0.645769357994995,0.5583791066242642,0.5539479190545296,0.6170819785249184,0.6368024759779121,0.0,0.0,0.5,0.5,0.5,0.5536100520329739,0.6402116402116403,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.5741030749672154,0.3147640720787665,0.4171733453303677,0.3451472991674621,0.19300929746993137,0.5231629263347554,0.25851292957864386,0.8165026882703632,0.8206467562502493,0.3768776487352557,0.4803212851405537,0.36853807670927974,0.6201550387596898,0.5249457700650758,0.4947145877378435,0.5239234449760766,0.6030150753768844,0.698019801980198,0.9143665499314334,0.971449951628556,1.0,1.0,0.23809523809523808,0.0,0.0,0.5,0.6635625789333648,0.645769357994995,0.5583791066242642,0.5539479190545296,0.6170819785249184,0.6368024759779121,0.0,0.0,0.5,0.5,0.5,0.40498285989435534,0.6322751322751324,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.573628397175619,0.32354751068177595,0.4150099622297798,0.3440390135468065,0.19094725570329782,0.5212393169710241,0.2565947743330982,0.8245126366994623,0.8246341560668289,0.3556118578432116,0.5638554216867498,0.3702056698165695,0.5736434108527132,0.47071583514099774,0.4228329809725158,0.437799043062201,0.5201005025125627,0.6361386138613861,0.9133363913351435,0.9727407371486407,1.0,1.0,0.23809523809523808,0.0,0.0,0.5,0.6635625789333648,0.645769357994995,0.5583791066242642,0.5539479190545296,0.6170819785249184,0.6368024759779121,0.0,0.0,0.5,0.5,0.5,0.40497562210225224,0.6296296296296297,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.5682316585027131,0.3217768902099201,0.3595160487667343,0.3146828349866756,0.13591142121223057,0.4728540511666246,0.2055356469067455,0.8249149628762664,0.8212448662227362,0.44050632220187935,0.5076305220883499,0.4146748193440758,0.5555555555555555,0.4511930585683297,0.4143763213530655,0.437799043062201,0.5175879396984925,0.6361386138613861,0.9126534567702267,0.9735086502639219,1.0,1.0,0.24603174603174602,0.0,0.0,0.5,0.6635625789333648,0.645769357994995,0.5583791066242642,0.5539479190545296,0.6170819785249184,0.6368024759779121,0.0,0.0,0.5,0.5,0.5,0.4789903770229635,0.634920634920635,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,0.587590744570341,0.31230261935723574,0.4432278394884604,0.3590759921899262,0.21918578228604502,0.5457290955794539,0.2827773578797155,0.8211111517501188,0.8272259659476057,0.3966244930179258,0.4722891566265047,0.34741523068371977,0.5348837209302325,0.4186550976138828,0.3742071881606765,0.3564593301435407,0.4095477386934673,0.5247524752475248,0.9129591025524249,0.9742597174204649,1.0,1.0,0.25396825396825395,0.0,0.0,0.5,0.6635625789333648,0.645769357994995,0.5583791066242642,0.5539479190545296,0.6170819785249184,0.6368024759779121,0.0,0.0,0.5,0.5,0.5,0.4418862562771654,0.5634920634920636,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,0.5816681794091242,0.31631409065576815,0.41752752277685734,0.3454997779316346,0.19374197719558026,0.5233010829798117,0.2591693223161879,0.8307304048864342,0.8262291159934607,0.41991563578260227,0.43694779116465954,0.36798221234018313,0.5142118863049095,0.4099783080260303,0.38054968287526425,0.375598086124402,0.42713567839195976,0.5346534653465347,0.9129425792871665,0.9749939392065383,1.0,1.0,0.25396825396825395,0.0,0.0,0.5,0.6635625789333648,0.645769357994995,0.5583791066242642,0.5539479190545296,0.6170819785249184,0.6368024759779121,0.0,0.0,0.5,0.5,0.5,0.4602666248266547,0.5396825396825398,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.49447412826153553,0.32335593535203416,0.31987951940972614,0.2939174806958015,0.0970693807951737,0.43808579903521544,0.16947160118964877,0.8180022676566329,0.8231189441365286,0.46919830074865937,0.5076305220883499,0.44635908838243943,0.44702842377260976,0.3622559652928416,0.34038054968287523,0.3660287081339713,0.4296482412060301,0.5420792079207921,0.9099061218604451,0.9694411911293895,1.0,1.0,0.25396825396825395,0.0,0.0,0.5,0.6635625789333648,0.645769357994995,0.5583791066242642,0.5539479190545296,0.6170819785249184,0.6368024759779121,0.0,0.0,0.5,0.5,0.5,0.5153587985364816,0.48412698412698424,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.5216532677732159,0.3217246423927178,0.43739833140588413,0.3561069428864624,0.21366946617384966,0.5405277404045309,0.27764340821097805,0.8178559672287041,0.8265481079787871,0.43105485958319556,0.4040160642570313,0.3518621456364609,0.4082687338501292,0.34490238611713664,0.33192389006342493,0.3923444976076555,0.45477386934673364,0.5643564356435643,0.9082499152317196,0.9638982974366036,1.0,0.9983633387888707,0.24603174603174602,0.0,0.0,0.5,0.6635625789333648,0.645769357994995,0.5583791066242642,0.5539479190545296,0.6170819785249184,0.6368024759779121,0.0,0.0,0.5,0.5,0.5,0.4783136359715723,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.4869376883755486,0.31702814415753294,0.2847138271621056,0.2755256035058976,0.0626807053723418,0.40720698536267413,0.13753794564258998,0.8187337697962767,0.8220423461860521,0.42970465063766694,0.5807228915662688,0.4747081712062314,0.40051679586563305,0.3427331887201735,0.3276955602536998,0.40191387559808617,0.4673366834170854,0.5693069306930693,0.9047586278185182,0.9583652575399115,1.0,0.9967266775777415,0.24603174603174602,0.0,0.0,0.5,0.6635625789333648,0.645769357994995,0.5583791066242642,0.5539479190545296,0.6170819785249184,0.6368024759779121,0.0,0.0,0.5,0.5,0.5,0.47813718804845706,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
