Time	GDP	Prod	UI	UR
2012-01-01	1.0	0.0	0.0	0.32824427480916024
2012-02-01	0.011028078613911165	0.006208160865504228	0.3033414994207029	0.3206106870229007
2012-03-01	0.011141805557680094	0.006208160865504228	0.28832661831052997	0.3206106870229007
2012-04-01	0.010264626602568291	0.006208160865504228	0.26056338550739155	0.3206106870229007
2012-05-01	0.01124028231963571	0.006208160865504228	0.2734808252429749	0.32824427480916024
2012-06-01	0.01098423338772639	0.006208160865504228	0.2560576588755178	0.32824427480916024
2012-07-01	0.010688773671316074	0.006208160865504228	0.31769675842781286	0.31297709923664113
2012-08-01	0.009476434697173207	0.006208160865504228	0.29951116649197357	0.297709923664122
2012-09-01	0.009599319210053357	0.006208160865504228	0.35164836106974223	0.282442748091603
2012-10-01	0.007216922174847408	0.006208160865504228	0.2809906541568833	0.2671755725190839
2012-11-01	0.00868251845675203	0.006208160865504228	0.4056705906991211	0.25954198473282436
2012-12-01	0.008472483645913482	0.006208160865504228	0.39388895721713324	0.24427480916030536
2013-01-01	0.012402468865487735	0.530985253546179	0.3930884345089989	0.24427480916030536
2013-02-01	0.011668139578224601	0.006208160865504228	0.28394970717303497	0.22900763358778625
2013-03-01	0.013634627435390092	0.006208160865504228	0.2829005497116184	0.22900763358778625
2013-04-01	0.009923213698125977	0.006208160865504228	0.2839000302426161	0.22900763358778625
2013-05-01	0.009344055412102158	0.006208160865504228	0.26412047992976007	0.22900763358778625
2013-06-01	0.008738153703966675	0.006208160865504228	0.27380960200970134	0.22900763358778625
2013-07-01	0.011261308891009514	0.006208160865504228	0.330650986697876	0.22900763358778625
2013-08-01	0.011127281628204064	0.006208160865504228	0.30994348867556915	0.22900763358778625
2013-09-01	0.011573150182512487	0.006208160865504228	0.2543939713528134	0.2213740458015267
2013-10-01	0.009186817148984068	0.006208160865504228	0.3798422780496628	0.21374045801526714
2013-11-01	0.00923847310639888	0.006208160865504228	0.3965951322256991	0.2061068702290076
2013-12-01	0.009064736039619506	0.006208160865504228	0.4059349834658075	0.19847328244274803
2014-01-01	0.00998228171079556	0.2852653471850419	0.3655519081580303	0.19083969465648853
2014-02-01	0.010505728219467108	0.006208160865504228	0.3349198905086604	0.18320610687022892
2014-03-01	0.009929971762058325	0.006208160865504228	0.26149794792342995	0.18320610687022892
2014-04-01	0.010416101203265589	0.006208160865504228	0.2637921004531136	0.17557251908396942
2014-05-01	0.010494465944208421	0.006208160865504228	0.25446961537673396	0.17557251908396942
2014-06-01	0.01072502765964086	0.006208160865504228	0.26055269344304655	0.16793893129770993
2014-07-01	0.01211660814627569	0.006208160865504228	0.3240046183518333	0.16793893129770993
2014-08-01	0.012743814387457914	0.006208160865504228	0.2956482252793468	0.16793893129770993
2014-09-01	0.012562392785065345	0.006208160865504228	0.27242079873799135	0.16030534351145032
2014-10-01	0.010461112385952017	0.006208160865504228	0.36049931132977586	0.16030534351145032
2014-11-01	0.010665305142573096	0.006208160865504228	0.4153363386677278	0.15267175572519082
2014-12-01	0.010971796362313345	0.006208160865504228	0.41767870646030825	0.15267175572519082
2015-01-01	0.013245414486834143	0.18094008221759533	0.3515222607322975	0.14503816793893126
2015-02-01	0.010705483710938844	0.006208160865504228	0.3154032420908242	0.1374045801526717
2015-03-01	0.010585766020656922	0.006208160865504228	0.2669690446563126	0.1374045801526717
2015-04-01	0.011172203605228949	0.006208160865504228	0.2497970020454571	0.1297709923664122
2015-05-01	0.010507070297180284	0.006208160865504228	0.2902070190652048	0.1297709923664122
2015-06-01	0.010676646609244845	0.006208160865504228	0.2584982940160815	0.1297709923664122
2015-07-01	0.010870244807994407	0.006208160865504228	0.34120052532147654	0.1297709923664122
2015-08-01	0.011188391207432771	0.006208160865504228	0.3180515365706251	0.1297709923664122
2015-09-01	0.011779724861213346	0.006208160865504228	0.3063522879756272	0.1297709923664122
2015-10-01	0.009153889606755002	0.006208160865504228	0.34181603767913266	0.1297709923664122
2015-11-01	0.008849438040363488	0.006208160865504228	0.4198363202707131	0.1297709923664122
2015-12-01	0.00942303564057812	0.006208160865504228	0.432735950918396	0.1297709923664122
2016-01-01	0.012189137292430314	0.0	0.36215066190663986	0.1297709923664122
2016-02-01	0.012621553353639466	0.006208160865504228	0.2830245374492787	0.1297709923664122
2016-03-01	0.011415704614290421	0.006208160865504228	0.2936393904017498	0.1297709923664122
2016-04-01	0.007781402635707645	0.006208160865504228	0.23681270520198056	0.12213740458015265
2016-05-01	0.008513948992033435	0.006208160865504228	0.28084152787036387	0.12213740458015265
2016-06-01	0.008344480540421494	0.006208160865504228	0.266696714613146	0.12213740458015265
2016-07-01	0.010247869930863737	0.006208160865504228	0.3331589325935132	0.12213740458015265
2016-08-01	0.009807944224444967	0.006208160865504228	0.3317186023331095	0.1145038167938931
2016-09-01	0.009709142477795935	0.006208160865504228	0.2547350629356025	0.10687022900763354
2016-10-01	0.011639820798862796	0.006208160865504228	0.35646299212838134	0.10687022900763354
2016-11-01	0.012349254971715273	0.006208160865504228	0.4153528614364667	0.09923664122137404
2016-12-01	0.011743311925282817	0.006208160865504228	0.4504980255888178	0.09160305343511449
2017-01-01	0.009872028182434699	0.31864843735580567	0.444581669797213	0.08396946564885494
2017-02-01	0.010740038616740243	0.006208160865504228	0.2577881324155762	0.07633587786259538
2017-03-01	0.011569733018044053	0.006208160865504228	0.26339881780489427	0.06870229007633583
2017-04-01	0.00998734544300392	0.006208160865504228	0.28706420417272405	0.06870229007633583
2017-05-01	0.010980681273069752	0.006208160865504228	0.2713256021011191	0.06870229007633583
