Time	GDP	RPFI	FixAss	UI	PartR	UR	Cons3	Cons5	CPIU	PCE	Mask2	School	Hosp1	Deaths1
2012-01-01	1.0	0.0	0.0	0.0	0.9523809523809526	0.375	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-02-01	0.5292552564461753	0.6499982792071085	0.15762724609188272	0.26747206609536384	0.9365079365079367	0.3671875	0.4241395349666564	0.04508246141860108	0.48042480973508717	0.9679389035394174	0.0	0.0	0.0	0.0
2012-03-01	0.5337831085603675	0.648241379287096	0.17440512494567006	0.23677825334116948	0.9206349206349209	0.3515625	0.43767717354275326	0.04734645948380887	0.4783596646895119	0.966573298315848	0.0	0.0	0.0	0.0
2012-04-01	0.5644200580420214	0.6486332567195876	0.39363210063216636	0.23856335041601606	0.9365079365079367	0.3515625	0.46333493228861156	0.05149884636216706	0.4580164258916395	0.9640820130383683	0.0	0.0	0.0	0.0
2012-05-01	0.5984392330865639	0.6479499085546987	0.5249878026045663	0.25592396603381307	0.9365079365079367	0.3515625	0.5720131718808606	0.0685963188505071	0.2823120937051792	0.9538741718760513	0.0	0.0	0.0	0.0
2012-06-01	0.5895654869782202	0.6472752098528215	0.4910145581361772	0.27911796613909146	0.9523809523809526	0.3515625	0.5428948132123587	0.0642032151562873	0.34089822278672366	0.956476820529933	0.0	0.0	0.0	0.0
2012-07-01	0.5446673229482106	0.5214117518406695	0.3460998953290139	0.3018962924612304	0.9682539682539684	0.3515625	0.5028915463391352	0.058111028927923185	0.39344637279221933	0.9600922983102562	0.0	0.0	0.0	0.0
2012-08-01	0.5026489028101103	0.5213812708885418	0.18373832882926244	0.24331775866637323	0.9841269841269842	0.3515625	0.36684521275857607	0.037039670915842024	0.6527359268372354	0.9726370191705382	0.0	0.0	0.0	0.0
2012-09-01	0.5071262095760297	0.5213507312717605	0.2005949562745643	0.24923744578056042	1.0	0.34375	0.38018903543985905	0.03926361650327653	0.6040928049754837	0.9712958398905062	0.0	0.0	0.0	0.0
2012-10-01	0.47445189656485276	0.5747827588538312	0.09003730542765104	0.27392439903257826	1.0	0.34375	0.3822130884648127	0.03972073216377285	0.506728251696605	0.9710078867636006	0.0	0.0	0.0	0.0
2012-11-01	0.5255244812324237	0.5740401822052233	0.2860007450779329	0.2449116923034162	1.0	0.34375	0.545315141819908	0.065295854725625	0.3006557725101743	0.9557458204525275	0.0	0.0	0.0	0.0
2012-12-01	0.5182456543966979	0.5733027367936278	0.25705040717805505	0.3175057834644815	1.0	0.3359375	0.5209587161856186	0.06163598525068553	0.37413804795301997	0.9579119267895568	0.0	0.0	0.0	0.0
2013-01-01	0.6785986365440453	0.7480699556126501	0.8327627260989778	0.3366151419775083	0.9841269841269842	0.3359375	0.2756739039156762	0.053242916882775784	0.4730736920152049	0.9666573187698657	0.0	0.0	0.0	0.0
2013-02-01	0.6523019595692343	0.7467025553910764	0.7351360526987216	0.258696325294485	0.9682539682539684	0.3359375	0.197650008672761	0.04103466568271393	0.6349860070635606	0.9739022526346681	0.0	0.0	0.0	0.0
2013-03-01	0.7200808323646088	0.7453523700317924	1.0	0.24623125515772645	0.9523809523809526	0.3359375	0.42171329096501575	0.07593607724319064	0.24716895130705616	0.953062076468007	0.0	0.0	0.0	0.0
2013-04-01	0.5099577392988381	0.5135910093017282	0.3399011528986231	0.22692919441430737	0.9365079365079367	0.3359375	0.3975605559725509	0.0721293723627847	0.28136451627527614	0.9552985360150279	0.0	0.0	0.0	0.0
2013-05-01	0.48970564202025063	0.5132216149494879	0.26044813983218124	0.2379571035450665	0.9206349206349209	0.3359375	0.33270141596838393	0.06197492020706449	0.39935182972145283	0.9613194141187007	0.0	0.0	0.0	0.0
2013-06-01	0.4685217320480226	0.5128508209991167	0.1774055835505905	0.2838963088820825	0.9206349206349209	0.3359375	0.2648504317178894	0.05135416447634123	0.4918638127890506	0.9676185898792923	0.0	0.0	0.0	0.0
2013-07-01	0.5496077393142096	0.5943970655887792	0.3382744929480855	0.2980506715481666	0.9047619047619051	0.3359375	0.3058832894646242	0.05771370288139627	0.4719810427311055	0.9637948380358665	0.0	0.0	0.0	0.0
2013-08-01	0.5454084097779544	0.5938239989475123	0.32129445747653645	0.2197950947124504	0.8730158730158735	0.3359375	0.2925255131323988	0.05559147994131833	0.4921920362000497	0.965027867173961	0.0	0.0	0.0	0.0
2013-09-01	0.5613968656431809	0.5932563473836439	0.3821357135721025	0.2375580438545772	0.8412698412698418	0.328125	0.34402553762149407	0.06358384794220126	0.3976005690238599	0.9602308122521267	0.0	0.0	0.0	0.0
2013-10-01	0.5249514454105302	0.5514921726176143	0.23194007523097787	0.26214684709682967	0.8095238095238084	0.3203125	0.2853727633884371	0.05439854544535029	0.4050553748719518	0.9656751792246812	0.0	0.0	0.0	0.0
2013-11-01	0.5267699990683078	0.5509848197406684	0.23752058141132945	0.27542813149508544	0.7777777777777786	0.3125	0.2911607305836928	0.05526279029215775	0.46667314549690636	0.9651282623410788	0.0	0.0	0.0	0.0
2013-12-01	0.5207394695991818	0.550478982402615	0.2128479794285094	0.296318350798146	0.761904761904761	0.3046875	0.2717316589418877	0.05219477923366117	0.504271433281398	0.9669260016326096	0.0	0.0	0.0	0.0
2014-01-01	0.49977946616785907	0.5745331749321251	0.3295417218185173	0.35686960718035354	0.7460317460317452	0.296875	0.3154755526302831	0.05277841418073523	0.493934346505972	0.9665405811298221	0.0	0.0	0.0	0.0
