Global,Employment,Uncat,State
1.31605954540319,2.082979548423139,-4.734786733443838,KY
1.2854120353378948,1.997268190302145,-0.4276377539321379,KY
0.9171555784422691,1.914338870620258,-0.05269980977917462,KY
0.759966608984324,1.839014763625228,0.06575406667177768,KY
0.7076336019259691,1.7592116199582422,0.12627287871938495,KY
0.8077086268527447,1.666113040190087,0.11565777613322384,KY
1.0188025994270027,1.5593105110245895,0.05743975029781743,KY
1.0022669590909192,1.5089238455205305,0.007527284904077073,KY
0.914847096652849,1.4643510721661677,0.013499918657355857,KY
1.0411562662274183,1.4007916117654262,-0.038689985388624795,KY
0.89591954944184,1.3743515479504251,0.037741131040071506,KY
1.0528471343926316,1.276633898341908,0.024480400627821364,KY
1.2125995645088299,1.162708221071393,0.8124518205552563,KY
0.661029590035818,1.1563921778078492,-0.08216322733358257,KY
0.40425157607647794,1.1614382128821283,0.22467328249986204,KY
0.7234278890256786,1.1642749808679596,-0.031925161500319925,KY
0.7964478092595328,1.1708272829154422,-0.0432999246354478,KY
1.0038177697545834,1.1295786872493236,-0.06506284314313311,KY
0.9793395314178404,1.0819076887767016,0.06449616625684079,KY
0.7982997160522478,1.1132257452318364,0.06454034333825291,KY
0.6660409974672228,1.127470926956754,0.07884874252993393,KY
0.7612794489112151,1.1007871867030372,0.018560393235006595,KY
0.8086390823973735,1.0581157307352935,0.023226759380364437,KY
0.8923772484791734,0.9934892214059509,0.018905744014213417,KY
0.8529949899936242,0.881131951591535,-0.509235252661011,KY
0.9895395680457466,0.830778808464791,0.3198887857060365,KY
0.6997562367518938,0.8637194453532869,0.07890943752521427,KY
0.2489082793937416,0.9039228628582265,0.13331279588527642,KY
0.20744232574548876,0.8522007965971609,0.09915794090362373,KY
0.20561208608755824,0.7803041477051702,0.0989731388090295,KY
0.3178150794392132,0.6887328198995446,0.027381202475743865,KY
0.06862433761855671,0.6469289668627369,0.06437950314159917,KY
-0.01865035305512802,0.6102912365733802,0.043522739415317216,KY
-0.016265875106451305,0.5457033758866211,0.006940854577558849,KY
-0.015380795521264312,0.45916781990256084,0.015319636516070488,KY
0.12710057508433703,0.3272114803412398,0.03121859192837113,KY
-0.44351705228008953,0.20826261204923022,-0.9261544789414361,KY
0.3376209021205361,0.12260521522761013,0.5874872782085698,KY
0.3038383684271055,0.06136144662425101,0.15794436026578557,KY
-0.22566650922548614,0.12351860728498519,0.1476932740400492,KY
-0.378009216363568,0.15030941329948191,0.057753226546302265,KY
-0.18672823341216288,0.08381731322705752,0.041317882752493235,KY
-0.07100479964948589,0.04668258275007285,-0.020099338905377885,KY
-0.09516124535110522,0.026234262902054543,0.0012369211038733732,KY
-0.18056151321560238,0.022526362771024617,0.031376912468431876,KY
-0.17173844170421892,0.021251165375313838,-0.00702367328703994,KY
-0.0016776670968910168,-0.03274272082260307,-0.023531504108004562,KY
0.12197940139690461,-0.10781168409448083,0.01455316666066451,KY
0.49860993665001413,-0.22049785251878176,-0.13716790832581868,KY
0.3564829745641236,-0.2476472910130872,-0.0543309144726177,KY
0.20876302116176837,-0.21156442350014412,-0.12895814398004699,KY
-0.3547740294770839,-0.13511279509858032,0.0747125131548567,KY
-0.4284673879928257,-0.13430543521671715,0.08323806672594843,KY
-0.31060370536265375,-0.17004838894794858,0.06392225388593814,KY
-0.1750158965608458,-0.21552475554122655,0.03689088265563981,KY
-0.20211735211280007,-0.20031163348355788,0.020936686657788833,KY
-0.3198668468823128,-0.15933587992004694,0.014869776811608336,KY
-0.14108129553475343,-0.15717647348209177,-0.05670296559265324,KY
-0.05337387891727244,-0.18659829510871187,-0.013237037556679637,KY
0.0534474621961209,-0.21697958644235266,-0.03336409297491259,KY
