Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,PCEC,FixAss,Prod,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2012-03-01,1.0,0.19591739095765887,0.8172410539265123,0.7458555698543559,0.8264709940875694,0.8356632514222907,0.8302656846761792,0.818221718298526,0.8269867219586109,0.4302109789922408,0.5172690763052178,0.4319066147859912,0.015503875968992246,0.03036876355748373,0.040169133192389,0.24401913875598089,0.5452261306532663,0.8118811881188118,0.8054633931748651,0.7514510147732162,0.8454300279837339,0.9999999999999999,0.34939759036144574,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.4898555265684134,0.0343915343915344,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.9514644426138256,0.1628259309464955,0.85160864753888,0.7694694427297104,0.8592017012903266,0.8644082036694746,0.8621761916308673,0.8067005595991368,0.821284740220902,0.41367091940953865,0.5028112449799159,0.39911061700945016,0.01808785529715762,0.03036876355748373,0.03805496828752642,0.21291866028708137,0.5150753768844221,0.7871287128712872,0.8198027641325911,0.7689574571851319,0.8454300279837339,0.9999999999999999,0.34939759036144574,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.46901243133422943,0.03703703703703705,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.9873001909787583,0.1974590011429179,1.0,0.8722276875454585,1.0,0.988501441704345,1.0,0.8229399070992283,0.8222815901750469,0.26953588374852383,0.4626506024096368,0.2640355753196258,0.01808785529715762,0.03253796095444685,0.040169133192389,0.18181818181818185,0.4522613065326633,0.7252475247524752,0.8362062686299482,0.78663025395617,0.8454300279837339,0.9986263736263736,0.34939759036144574,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.2832134236445018,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.9784388773449516,0.2297264970895463,0.9627083235681106,0.8464507269170156,0.9645857133486055,0.9573148119133876,0.9653664512800924,0.8184777440474013,0.8208461262410782,0.3176371158872454,0.4642570281124557,0.29849916620344075,0.012919896640826873,0.03253796095444685,0.040169133192389,0.16985645933014354,0.40703517587939697,0.6683168316831684,0.8521863060799149,0.8044694052818828,0.8454300279837339,0.9986263736263736,0.34939759036144574,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.3450898129961927,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.8271263700652086,0.23270339951625335,0.9092148722169906,0.809326434245137,0.9138827837641424,0.912582678836898,0.9156782631391147,0.80809041366446,0.8237968021053471,0.3606751413889343,0.4642570281124443,0.3463035019455266,0.01808785529715762,0.03253796095444685,0.040169133192389,0.14832535885167467,0.3844221105527638,0.6410891089108911,0.8600836205690595,0.8104967114062811,0.8454300279837339,0.9986263736263736,0.34939759036144574,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.40712714074421674,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.7804298398520355,0.20968556468117905,0.7201064021781267,0.677739227244066,0.734867120818655,0.7544560022723632,0.7400040104075086,0.8116747741487144,0.8250328960484868,0.5736708717261573,0.43212851405622554,0.5125069483046181,0.02325581395348837,0.03036876355748373,0.03805496828752642,0.16985645933014354,0.42211055276381904,0.6856435643564356,0.8654129957731242,0.816529521346036,0.8454300279837339,0.9972527472527472,0.34939759036144574,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.6544999908956352,0.0343915343915344,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.7846490593445955,0.2155862105626877,0.7374611525575967,0.6895105421147505,0.7514959427374797,0.7689754571637897,0.7561100266733636,0.839252404813284,0.8252322660393158,0.5346835499697278,0.48112449799196316,0.49527515286270263,0.020671834625322995,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.43216080402010043,0.7128712871287128,0.8710066764034723,0.822567834905595,0.8454300279837339,0.9958791208791209,0.34939759036144574,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.6120910821344223,0.03703703703703705,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.7400757335823837,0.22767987667118517,0.739163140458794,0.6904159428420731,0.7532904751656231,0.7704058828895123,0.7576765883604283,0.8258659156578033,0.8243151640815025,0.45468355458425286,0.5759036144578348,0.4919399666481389,0.02842377260981912,0.03253796095444685,0.03805496828752642,0.16985645933014354,0.4396984924623115,0.7178217821782178,0.8743092998801444,0.8309348502884881,0.8454300279837339,0.9958791208791209,0.36144578313253006,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.5090766294747028,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.7970593082782289,0.2645456236876379,0.9700078318160499,0.8512371138114934,0.9716881847678049,0.963426075175456,0.9721321616708811,0.8081269887714422,0.8244746600741657,0.28388189224908494,0.4690763052208783,0.2884936075597495,0.031007751937984492,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.414572864321608,0.693069306930693,0.8808037586010037,0.8393428632781104,0.8454300279837339,0.9945054945054945,0.36144578313253006,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.30472564197226726,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.7889797758679035,0.2739281822289557,0.9372760978481869,0.8284337825083294,0.940721528271375,0.9360575285404614,0.9417242432995758,0.81160162393475,0.8275848319310978,0.3448101478246569,0.440160642570286,0.31739855475264594,0.010335917312661497,0.02603036876355748,0.03382663847780126,0.1674641148325359,0.43216080402010043,0.7128712871287128,0.8868671087040786,0.8477918736789095,0.8454300279837339,0.993131868131868,0.36144578313253006,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.38644503043538864,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
