Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,State
-23.09527818129093,-7.629691035577524,0.6431272587828812,1.4163543990550551,0.5847305044646839,0.2672894228533187,-0.815923374222547,0.728636475035522,PA
-0.15684332751520894,1.222896505497371,0.6197262357806039,0.4289136561361907,0.21821697531247447,0.32587641753817914,-0.8689719345580376,0.5591944033165505,PA
-0.20106973167399272,1.3488914393067746,0.589700992608849,0.2675275466099952,0.10026671410897847,0.15079129968706775,-0.8656058221392828,0.4612518263777035,PA
-0.23842548349137824,1.439423456621923,0.5609621225577377,0.15686120240377688,0.06745599895001585,0.05558890964506839,-0.8838972610012746,0.11138459811021546,PA
-0.29063922793725205,1.5064105785542887,0.5336227071611896,0.06574979475822557,-0.03627070786835513,0.23344120824962708,-0.9025511705466551,-1.7888062104643114,PA
-0.2816122933444032,1.553785050028847,0.5073277309571628,0.018030027904745005,-0.11872814748513678,0.2545532119447111,-0.9146596969564205,-1.2731795939177104,PA
-0.27654913765021205,1.606380931708113,0.4824013360924299,-0.03668192928822739,0.5659468932213477,0.17792733052971635,-0.9528672033510432,-0.5430908535687856,PA
-0.2557760076013973,1.7198927259247228,0.45927409199236874,-0.15124174058034767,0.5174345241171237,-0.166889153493985,-0.9518465309470842,1.9915355014027896,PA
-0.29167719302764816,1.829830523372095,0.437651160552037,-0.28260312786129693,0.4681289245469624,-0.2807099201182177,-0.9622506297446096,1.81850874830742,PA
-0.30848158196914244,1.9764247868508382,0.4176433168449914,-0.44648741974916584,0.2223245290165208,-0.17783644736490187,-0.971383219219995,1.493132931212078,PA
-0.3486912332454453,1.8316466768346955,0.3959695760830022,-0.3055943219403193,0.14426285639301908,0.047811343994995224,-0.9978570467771753,-1.3968062330620392,PA
-0.3149861808841323,1.7235764600151935,0.37526342678397595,-0.17698756063886045,0.09216630957087929,0.07612243201443421,-1.0138450488633364,-0.9643585608640942,PA
-0.2640451739740733,1.6094587153982707,0.3549850226158469,-0.035570375046554636,-0.5067717346793732,-0.018341358708038793,-1.0253454019396686,0.629528822505537,PA
-0.23533333770737153,1.5584024179805702,0.33650433169011507,0.02976597792168828,-0.5398710769699703,-0.25550146021940623,-0.9939717067178008,2.0292991616727645,PA
-0.2726188493815995,1.2803617197433204,0.31695852126633256,0.31512123464642644,-0.6247683638578752,0.09803691010693091,-0.9726725218346045,-1.9814612610863123,PA
-0.23750889641254969,1.2411290814015903,0.3003658491756185,0.37037765740297585,-0.288150195027912,0.26778729820948,-0.9213284502825057,-1.7058587565555847,PA
-0.22784030962672436,1.3524347471062428,0.28625046606790017,0.2543007893543239,-0.285598331399018,0.20327828715263435,-0.9001481394284048,-0.5473065626486686,PA
-0.21807757439064027,1.4214828771148647,0.2723784919921689,0.18351990722870043,-0.2881056624204622,0.04233284641549202,-0.9062745506659555,0.6400069903106611,PA
-0.23138774889613936,1.3356360779736407,0.2578329970259655,0.2708403002226155,-0.3245166543992734,-0.03646988436865997,-0.9077599042753062,0.05376148889114799,PA
-0.2205170699430314,1.2848999665875311,0.24422081614719765,0.32943171629835843,-0.3418475359711035,-0.09553093000284146,-0.8607209679845931,0.333627553591642,PA
-0.22490741140578524,1.20355882688373,0.2310804573491892,0.41530479944633947,-0.36615282897340584,-0.005644698257414984,-0.7932282130163459,-0.5796215444867686,PA
-0.16351255366484255,1.0305839264426484,0.2169665700246336,0.6236716716937757,-0.4664961971166063,0.002560504125090216,-0.727865502702397,0.14509161775204382,PA
-0.17738741573520114,1.0645604604200605,0.20603825901929357,0.5823492703491548,-0.4689835057113639,-0.05987944627471194,-0.7436645341611872,0.10450784395597008,PA
-0.16263992921742343,0.9911349991166909,0.1943275620513376,0.6665830803047778,-0.48615986485147006,-0.1539494974124,-0.7325636317860326,0.4755252322223115,PA
-0.19629989015710658,1.1797118457877378,0.186371197567838,0.4517638745007901,-0.3374523780449653,-0.11134463314224449,-0.7843971049605075,0.44487881379155847,PA
-0.2201379947876045,1.1688993351442432,0.17688757130061025,0.4544478669505483,-0.34843049212237026,-0.060181351171452416,-0.7617828187905186,-0.47927690751565777,PA
-0.2063137566105829,1.2780529543130899,0.16909040988440766,0.34214060677447206,-0.3289963043597058,-0.07677923652644911,-0.7153499354480439,0.5297645798491687,PA
-0.22773701162087517,1.3796791143101,0.16207235313341828,0.22493573822713697,-1.0309453685972936,-0.11276220015805195,-0.6449171638091362,0.45810394484601213,PA
-0.21939176467848542,1.2889771367614897,0.15303170316416723,0.3253880146508873,-1.040565023120594,-0.14161646997266797,-0.5771970583104585,0.27263279994993694,PA
-0.21272100333934882,1.180106860371815,0.14413842845295116,0.4449621126186675,-1.053765897396402,-0.1247579074657071,-0.5277101181483609,-0.17954190293247918,PA
-0.2028807142561386,1.1911402982126864,0.13687337653879367,0.43683183066383346,-0.745331039125293,-0.09977910728984025,-0.52400027482778,0.02470242980766502,PA
-0.22917059951855961,1.171321609904433,0.12995063025621936,0.44854262145354007,-0.7515307850328472,-0.009921474234926475,-0.49314658731764366,-1.1433175145157806,PA
-0.25001576720274815,1.3832433875370433,0.12615764519914868,0.21316384955319395,-0.7117779508075892,0.054140131919477835,-0.4310756326366109,-0.802355892174061,PA
-0.2522566428422554,1.3568799264075084,0.11975880801088766,0.24048798954240663,-0.38979558563800204,0.1043538904400234,-0.41906635146526233,-1.1130771581163539,PA
-0.24995376433746266,1.340405524868453,0.11381461414969829,0.2590581469571376,-0.39286353403152324,0.2263323988593748,-0.4192968246796146,-1.5766679053523385,PA
