Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,UR,CPI,CPIU,PCE,PCEC,FixAss,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2012-03-01,0.565347625357022,0.13794681568551884,0.5473248570493527,0.39175784517119433,0.34544692521019976,0.6094156180392979,0.3607503507609675,0.818221718298526,0.8269867219586109,0.4302109789922408,0.5172690763052178,0.4319066147859912,0.015503875968992246,0.03036876355748373,0.040169133192389,0.24401913875598089,0.5452261306532663,0.8118811881188118,0.9978083467808527,0.9717759307091509,1.0,1.0,0.6218487394957983,0.0,0.0,0.49999999999999994,0.5706178033448257,0.5706178033448257,0.5259759224167225,0.5259759224167225,0.6278209229887073,0.6300632816548012,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.4898555265684134,0.0343915343915344,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.6424015332203009,0.13638115425378167,0.5791510645795955,0.4155539351788135,0.39510609505596084,0.6351157553374877,0.40624637421428356,0.8067005595991368,0.821284740220902,0.41367091940953865,0.5028112449799159,0.39911061700945016,0.01808785529715762,0.03036876355748373,0.03805496828752642,0.21291866028708137,0.5150753768844221,0.7871287128712872,0.9971360280633478,0.9763633769922266,1.0,0.9985358711566619,0.6134453781512604,0.0,0.0,0.49999999999999994,0.5706178033448257,0.5706178033448257,0.5259759224167225,0.5259759224167225,0.6278209229887073,0.6300632816548012,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.46901243133422943,0.03703703703703705,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.6900211311722174,0.10721167742557086,0.7113803026638941,0.514863760897016,0.5991641716197393,0.7421770277646518,0.5941470711383431,0.8229399070992283,0.8222815901750469,0.26953588374852383,0.4626506024096368,0.2640355753196258,0.01808785529715762,0.03253796095444685,0.040169133192389,0.18181818181818185,0.4522613065326633,0.7252475247524752,0.9988823982648466,0.9809248225848685,1.0,0.9970717423133235,0.6134453781512604,0.0,0.0,0.49999999999999994,0.5706178033448257,0.5706178033448257,0.5259759224167225,0.5259759224167225,0.6278209229887073,0.6300632816548012,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.2832134236445018,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.677904763615473,0.1396569997109548,0.6778461287964057,0.4897051760497949,0.547275948595991,0.7150429203587969,0.5464258631525625,0.8184777440474013,0.8208461262410782,0.3176371158872454,0.4642570281124557,0.29849916620344075,0.012919896640826873,0.03253796095444685,0.040169133192389,0.16985645933014354,0.40703517587939697,0.6683168316831684,1.0,0.9854602675923855,1.0,0.9956076134699854,0.6134453781512604,0.0,0.0,0.49999999999999994,0.5706178033448257,0.5706178033448257,0.5259759224167225,0.5259759224167225,0.6278209229887073,0.6300632816548012,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.3450898129961927,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.6047818672148597,0.13825994797186628,0.6307054846616339,0.45425375788889166,0.4747663911480447,0.6768448619395628,0.47955637267674767,0.80809041366446,0.8237968021053471,0.3606751413889343,0.4642570281124443,0.3463035019455266,0.01808785529715762,0.03253796095444685,0.040169133192389,0.14832535885167467,0.3844221105527638,0.6410891089108911,0.9979370081737445,0.9816978648624515,1.0,0.9941434846266473,0.6050420168067226,0.0,0.0,0.49999999999999994,0.5706178033448257,0.5706178033448257,0.5259759224167225,0.5259759224167225,0.6278209229887073,0.6300632816548012,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.40712714074421674,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.5464902575870056,0.15716832064746122,0.4663056426372001,0.3304171717221095,0.22292515623459902,0.5435021738745004,0.24686524760152534,0.8116747741487144,0.8250328960484868,0.5736708717261573,0.43212851405622554,0.5125069483046181,0.02325581395348837,0.03036876355748373,0.03805496828752642,0.16985645933014354,0.42211055276381904,0.6856435643564356,0.9928776565296096,0.977931316310433,1.0,0.9941434846266473,0.6050420168067226,0.0,0.0,0.49999999999999994,0.5706178033448257,0.5706178033448257,0.5259759224167225,0.5259759224167225,0.6278209229887073,0.6300632816548012,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.6544999908956352,0.0343915343915344,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.5531661170915607,0.14697947779169476,0.48337125973111983,0.34309195585327207,0.2499864811197775,0.5572284639089197,0.2714759410028352,0.839252404813284,0.8252322660393158,0.5346835499697278,0.48112449799196316,0.49527515286270263,0.020671834625322995,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.43216080402010043,0.7128712871287128,0.9881347975757301,0.9741606221469488,1.0,0.9941434846266473,0.5966386554621848,0.0,0.0,0.49999999999999994,0.5706178033448257,0.5706178033448257,0.5259759224167225,0.5259759224167225,0.6278209229887073,0.6300632816548012,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.6120910821344223,0.03703703703703705,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.5250445392243265,0.18674727815781866,0.4866621378840093,0.3454059353153928,0.2558689012599976,0.5597919839851478,0.2765513737656427,0.8258659156578033,0.8243151640815025,0.45468355458425286,0.5759036144578348,0.4919399666481389,0.02842377260981912,0.03253796095444685,0.03805496828752642,0.16985645933014354,0.4396984924623115,0.7178217821782178,0.9822561203883013,0.9745200021993666,1.0,0.9941434846266473,0.5966386554621848,0.0,0.0,0.49999999999999994,0.5706178033448257,0.5706178033448257,0.5259759224167225,0.5259759224167225,0.6278209229887073,0.6300632816548012,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5090766294747028,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.5953218055271383,0.2510116581558917,0.6860936470917343,0.49574457837458263,0.5607933807293617,0.7216214313758194,0.5585377701111875,0.8081269887714422,0.8244746600741657,0.28388189224908494,0.4690763052208783,0.2884936075597495,0.031007751937984492,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.414572864321608,0.693069306930693,0.9799356702751675,0.9748144252822122,1.0,0.9941434846266473,0.5966386554621848,0.0,0.0,0.49999999999999994,0.5706178033448257,0.5706178033448257,0.5259759224167225,0.5259759224167225,0.6278209229887073,0.6300632816548012,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.30472564197226726,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.5853586735699255,0.21834955197995953,0.6578180553354331,0.4744292344453421,0.5175618430459727,0.6986769769814676,0.5185579379490276,0.81160162393475,0.8275848319310978,0.3448101478246569,0.440160642570286,0.31739855475264594,0.010335917312661497,0.02603036876355748,0.03382663847780126,0.1674641148325359,0.43216080402010043,0.7128712871287128,0.977078207799805,0.9750438915007946,1.0,0.9926793557833089,0.5966386554621848,0.0,0.0,0.49999999999999994,0.5706178033448257,0.5706178033448257,0.5259759224167225,0.5259759224167225,0.6278209229887073,0.6300632816548012,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.38644503043538864,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
