"State","Year","Period","TG_Consumption"
"PA",2021,"M01",187821.016666667
"PA",2021,"M02",190183.633333333
"PA",2021,"M03",192546.25
"PA",2021,"M04",194908.866666667
"PA",2021,"M05",197271.483333333
"PA",2021,"M06",199634.1
"PA",2021,"M07",201996.716666667
"PA",2021,"M08",204359.333333333
"PA",2021,"M09",206721.95
"PA",2021,"M10",209084.566666667
"PA",2021,"M11",211447.183333333
"PA",2021,"M12",213809.8
"PA",2022,"M01",215603.725
"PA",2022,"M02",217397.65
"PA",2022,"M03",219191.575
"PA",2022,"M04",220985.5
"PA",2022,"M05",222779.425
"PA",2022,"M06",224573.35
"PA",2022,"M07",226367.275
"PA",2022,"M08",228161.2
"PA",2022,"M09",229955.125
"PA",2022,"M10",231749.05
"PA",2022,"M11",233542.975
"PA",2022,"M12",235336.9
"RI",2012,"M01",10654.3
"RI",2012,"M02",10668.4
"RI",2012,"M03",10682.5
"RI",2012,"M04",10696.6
"RI",2012,"M05",10710.7
"RI",2012,"M06",10724.8
"RI",2012,"M07",10738.9
"RI",2012,"M08",10753
"RI",2012,"M09",10767.1
"RI",2012,"M10",10781.2
"RI",2012,"M11",10795.3
"RI",2012,"M12",10809.4
"RI",2013,"M01",10842.6666666667
"RI",2013,"M02",10875.9333333333
"RI",2013,"M03",10909.2
"RI",2013,"M04",10942.4666666667
"RI",2013,"M05",10975.7333333333
"RI",2013,"M06",11009
"RI",2013,"M07",11042.2666666667
"RI",2013,"M08",11075.5333333333
"RI",2013,"M09",11108.8
"RI",2013,"M10",11142.0666666667
"RI",2013,"M11",11175.3333333333
"RI",2013,"M12",11208.6
"RI",2014,"M01",11253.4166666667
"RI",2014,"M02",11298.2333333333
"RI",2014,"M03",11343.05
"RI",2014,"M04",11387.8666666667
"RI",2014,"M05",11432.6833333333
"RI",2014,"M06",11477.5
"RI",2014,"M07",11522.3166666667
"RI",2014,"M08",11567.1333333333
"RI",2014,"M09",11611.95
"RI",2014,"M10",11656.7666666667
"RI",2014,"M11",11701.5833333333
"RI",2014,"M12",11746.4
"RI",2015,"M01",11774.2916666667
"RI",2015,"M02",11802.1833333333
"RI",2015,"M03",11830.075
"RI",2015,"M04",11857.9666666667
"RI",2015,"M05",11885.8583333333
"RI",2015,"M06",11913.75
"RI",2015,"M07",11941.6416666667
"RI",2015,"M08",11969.5333333333
"RI",2015,"M09",11997.425
"RI",2015,"M10",12025.3166666667
"RI",2015,"M11",12053.2083333333
"RI",2015,"M12",12081.1
"RI",2016,"M01",12109.875
"RI",2016,"M02",12138.65
"RI",2016,"M03",12167.425
"RI",2016,"M04",12196.2
"RI",2016,"M05",12224.975
"RI",2016,"M06",12253.75
"RI",2016,"M07",12282.525
"RI",2016,"M08",12311.3
"RI",2016,"M09",12340.075
"RI",2016,"M10",12368.85
"RI",2016,"M11",12397.625
"RI",2016,"M12",12426.4
"RI",2017,"M01",12470.65
"RI",2017,"M02",12514.9
"RI",2017,"M03",12559.15
"RI",2017,"M04",12603.4
"RI",2017,"M05",12647.65
"RI",2017,"M06",12691.9
"RI",2017,"M07",12736.15
"RI",2017,"M08",12780.4
"RI",2017,"M09",12824.65
"RI",2017,"M10",12868.9
"RI",2017,"M11",12913.15
"RI",2017,"M12",12957.4
"RI",2018,"M01",13016.9333333333
"RI",2018,"M02",13076.4666666667
"RI",2018,"M03",13136
"RI",2018,"M04",13195.5333333333
"RI",2018,"M05",13255.0666666667
"RI",2018,"M06",13314.6
"RI",2018,"M07",13374.1333333333
"RI",2018,"M08",13433.6666666667
"RI",2018,"M09",13493.2
"RI",2018,"M10",13552.7333333333
"RI",2018,"M11",13612.2666666667
"RI",2018,"M12",13671.8
"RI",2019,"M01",13700.0083333333
"RI",2019,"M02",13728.2166666667
"RI",2019,"M03",13756.425
"RI",2019,"M04",13784.6333333333
"RI",2019,"M05",13812.8416666667
"RI",2019,"M06",13841.05
"RI",2019,"M07",13869.2583333333
"RI",2019,"M08",13897.4666666667
"RI",2019,"M09",13925.675
"RI",2019,"M10",13953.8833333333
"RI",2019,"M11",13982.0916666667
"RI",2019,"M12",14010.3
"RI",2020,"M01",14042.7916666667
"RI",2020,"M02",14075.2833333333
"RI",2020,"M03",14107.775
"RI",2020,"M04",14140.2666666667
"RI",2020,"M05",14172.7583333333
"RI",2020,"M06",14205.25
"RI",2020,"M07",14237.7416666667
"RI",2020,"M08",14270.2333333333
"RI",2020,"M09",14302.725
"RI",2020,"M10",14335.2166666667
"RI",2020,"M11",14367.7083333333
"RI",2020,"M12",14400.2
"RI",2021,"M01",14580.875
"RI",2021,"M02",14761.55
"RI",2021,"M03",14942.225
"RI",2021,"M04",15122.9
"RI",2021,"M05",15303.575
"RI",2021,"M06",15484.25
"RI",2021,"M07",15664.925
"RI",2021,"M08",15845.6
"RI",2021,"M09",16026.275
"RI",2021,"M10",16206.95
"RI",2021,"M11",16387.625
"RI",2021,"M12",16568.3
"RI",2022,"M01",16646.5833333333
"RI",2022,"M02",16724.8666666667
"RI",2022,"M03",16803.15
"RI",2022,"M04",16881.4333333333
"RI",2022,"M05",16959.7166666667
"RI",2022,"M06",17038
"RI",2022,"M07",17116.2833333333
"RI",2022,"M08",17194.5666666667
"RI",2022,"M09",17272.85
"RI",2022,"M10",17351.1333333333
"RI",2022,"M11",17429.4166666667
"RI",2022,"M12",17507.7
"SC",2012,"M01",52025.5083333333
"SC",2012,"M02",52133.2166666667
"SC",2012,"M03",52240.925
"SC",2012,"M04",52348.6333333333
"SC",2012,"M05",52456.3416666667
"SC",2012,"M06",52564.05
"SC",2012,"M07",52671.7583333333
"SC",2012,"M08",52779.4666666667
"SC",2012,"M09",52887.175
"SC",2012,"M10",52994.8833333333
"SC",2012,"M11",53102.5916666667
"SC",2012,"M12",53210.3
"SC",2013,"M01",53396.6166666667
"SC",2013,"M02",53582.9333333333
"SC",2013,"M03",53769.25
"SC",2013,"M04",53955.5666666667
"SC",2013,"M05",54141.8833333333
"SC",2013,"M06",54328.2
"SC",2013,"M07",54514.5166666667
"SC",2013,"M08",54700.8333333333
"SC",2013,"M09",54887.15
"SC",2013,"M10",55073.4666666667
"SC",2013,"M11",55259.7833333333
"SC",2013,"M12",55446.1
"SC",2014,"M01",55640.5666666667
"SC",2014,"M02",55835.0333333333
"SC",2014,"M03",56029.5
"SC",2014,"M04",56223.9666666667
"SC",2014,"M05",56418.4333333333
"SC",2014,"M06",56612.9
"SC",2014,"M07",56807.3666666667
"SC",2014,"M08",57001.8333333333
"SC",2014,"M09",57196.3
"SC",2014,"M10",57390.7666666667
"SC",2014,"M11",57585.2333333333
"SC",2014,"M12",57779.7
"SC",2015,"M01",57829.4083333333
"SC",2015,"M02",57879.1166666667
"SC",2015,"M03",57928.825
"SC",2015,"M04",57978.5333333333
"SC",2015,"M05",58028.2416666667
"SC",2015,"M06",58077.95
"SC",2015,"M07",58127.6583333333
"SC",2015,"M08",58177.3666666667
"SC",2015,"M09",58227.075
"SC",2015,"M10",58276.7833333333
"SC",2015,"M11",58326.4916666667
"SC",2015,"M12",58376.2
"SC",2016,"M01",58540.9583333333
"SC",2016,"M02",58705.7166666667
"SC",2016,"M03",58870.475
"SC",2016,"M04",59035.2333333333
"SC",2016,"M05",59199.9916666667
"SC",2016,"M06",59364.75
"SC",2016,"M07",59529.5083333333
"SC",2016,"M08",59694.2666666667
"SC",2016,"M09",59859.025
"SC",2016,"M10",60023.7833333333
"SC",2016,"M11",60188.5416666667
"SC",2016,"M12",60353.3
"SC",2017,"M01",60568.925
"SC",2017,"M02",60784.55
"SC",2017,"M03",61000.175
"SC",2017,"M04",61215.8
"SC",2017,"M05",61431.425
"SC",2017,"M06",61647.05
"SC",2017,"M07",61862.675
"SC",2017,"M08",62078.3
"SC",2017,"M09",62293.925
"SC",2017,"M10",62509.55
"SC",2017,"M11",62725.175
"SC",2017,"M12",62940.8
"SC",2018,"M01",63211.3166666667
"SC",2018,"M02",63481.8333333333
"SC",2018,"M03",63752.35
"SC",2018,"M04",64022.8666666667
"SC",2018,"M05",64293.3833333333
"SC",2018,"M06",64563.9
"SC",2018,"M07",64834.4166666667
"SC",2018,"M08",65104.9333333333
"SC",2018,"M09",65375.45
"SC",2018,"M10",65645.9666666667
"SC",2018,"M11",65916.4833333333
"SC",2018,"M12",66187
"SC",2019,"M01",66362.0083333333
"SC",2019,"M02",66537.0166666667
"SC",2019,"M03",66712.025
"SC",2019,"M04",66887.0333333333
"SC",2019,"M05",67062.0416666667
"SC",2019,"M06",67237.05
"SC",2019,"M07",67412.0583333333
"SC",2019,"M08",67587.0666666667
"SC",2019,"M09",67762.075
"SC",2019,"M10",67937.0833333333
"SC",2019,"M11",68112.0916666667
"SC",2019,"M12",68287.1
"SC",2020,"M01",68624.375
"SC",2020,"M02",68961.65
"SC",2020,"M03",69298.925
"SC",2020,"M04",69636.2
"SC",2020,"M05",69973.475
"SC",2020,"M06",70310.75
"SC",2020,"M07",70648.025
"SC",2020,"M08",70985.3
"SC",2020,"M09",71322.575
"SC",2020,"M10",71659.85
"SC",2020,"M11",71997.125
"SC",2020,"M12",72334.4
"SC",2021,"M01",73386.3333333333
"SC",2021,"M02",74438.2666666667
"SC",2021,"M03",75490.2
"SC",2021,"M04",76542.1333333333
"SC",2021,"M05",77594.0666666667
"SC",2021,"M06",78646
"SC",2021,"M07",79697.9333333333
"SC",2021,"M08",80749.8666666667
"SC",2021,"M09",81801.8
"SC",2021,"M10",82853.7333333333
"SC",2021,"M11",83905.6666666667
"SC",2021,"M12",84957.6
"SC",2022,"M01",85590.05
"SC",2022,"M02",86222.5
"SC",2022,"M03",86854.95
"SC",2022,"M04",87487.4
"SC",2022,"M05",88119.85
"SC",2022,"M06",88752.3
"SC",2022,"M07",89384.75
"SC",2022,"M08",90017.2
"SC",2022,"M09",90649.65
"SC",2022,"M10",91282.1
"SC",2022,"M11",91914.55
"SC",2022,"M12",92547
"SD",2012,"M01",8648.98333333333
"SD",2012,"M02",8670.96666666667
"SD",2012,"M03",8692.95
"SD",2012,"M04",8714.93333333333
"SD",2012,"M05",8736.91666666667
"SD",2012,"M06",8758.9
"SD",2012,"M07",8780.88333333333
"SD",2012,"M08",8802.86666666667
"SD",2012,"M09",8824.85
"SD",2012,"M10",8846.83333333333
"SD",2012,"M11",8868.81666666667
"SD",2012,"M12",8890.8
"SD",2013,"M01",8910.99166666667
"SD",2013,"M02",8931.18333333333
"SD",2013,"M03",8951.375
"SD",2013,"M04",8971.56666666667
"SD",2013,"M05",8991.75833333333
"SD",2013,"M06",9011.95
"SD",2013,"M07",9032.14166666667
"SD",2013,"M08",9052.33333333333
"SD",2013,"M09",9072.525
"SD",2013,"M10",9092.71666666667
"SD",2013,"M11",9112.90833333333
"SD",2013,"M12",9133.1
"SD",2014,"M01",9163.86666666667
"SD",2014,"M02",9194.63333333333
"SD",2014,"M03",9225.4
"SD",2014,"M04",9256.16666666667
"SD",2014,"M05",9286.93333333333
"SD",2014,"M06",9317.7
"SD",2014,"M07",9348.46666666667
"SD",2014,"M08",9379.23333333333
"SD",2014,"M09",9410
"SD",2014,"M10",9440.76666666667
"SD",2014,"M11",9471.53333333333
"SD",2014,"M12",9502.3
"SD",2015,"M01",9517.11666666667
"SD",2015,"M02",9531.93333333333
"SD",2015,"M03",9546.75
"SD",2015,"M04",9561.56666666667
"SD",2015,"M05",9576.38333333333
"SD",2015,"M06",9591.2
"SD",2015,"M07",9606.01666666667
"SD",2015,"M08",9620.83333333333
"SD",2015,"M09",9635.65
"SD",2015,"M10",9650.46666666667
"SD",2015,"M11",9665.28333333333
"SD",2015,"M12",9680.1
"SD",2016,"M01",9694.61666666667
"SD",2016,"M02",9709.13333333333
"SD",2016,"M03",9723.65
"SD",2016,"M04",9738.16666666667
"SD",2016,"M05",9752.68333333333
"SD",2016,"M06",9767.2
"SD",2016,"M07",9781.71666666667
"SD",2016,"M08",9796.23333333333
"SD",2016,"M09",9810.75
"SD",2016,"M10",9825.26666666667
"SD",2016,"M11",9839.78333333333
"SD",2016,"M12",9854.3
"SD",2017,"M01",9873.94166666667
"SD",2017,"M02",9893.58333333333
"SD",2017,"M03",9913.225
"SD",2017,"M04",9932.86666666667
"SD",2017,"M05",9952.50833333333
"SD",2017,"M06",9972.15
"SD",2017,"M07",9991.79166666667
"SD",2017,"M08",10011.4333333333
"SD",2017,"M09",10031.075
"SD",2017,"M10",10050.7166666667
"SD",2017,"M11",10070.3583333333
"SD",2017,"M12",10090
"SD",2018,"M01",10118.9166666667
"SD",2018,"M02",10147.8333333333
"SD",2018,"M03",10176.75
"SD",2018,"M04",10205.6666666667
"SD",2018,"M05",10234.5833333333
"SD",2018,"M06",10263.5
"SD",2018,"M07",10292.4166666667
"SD",2018,"M08",10321.3333333333
"SD",2018,"M09",10350.25
"SD",2018,"M10",10379.1666666667
"SD",2018,"M11",10408.0833333333
"SD",2018,"M12",10437
"SD",2019,"M01",10445.9416666667
"SD",2019,"M02",10454.8833333333
"SD",2019,"M03",10463.825
"SD",2019,"M04",10472.7666666667
"SD",2019,"M05",10481.7083333333
"SD",2019,"M06",10490.65
"SD",2019,"M07",10499.5916666667
"SD",2019,"M08",10508.5333333333
"SD",2019,"M09",10517.475
"SD",2019,"M10",10526.4166666667
"SD",2019,"M11",10535.3583333333
"SD",2019,"M12",10544.3
"SD",2020,"M01",10593.7166666667
"SD",2020,"M02",10643.1333333333
"SD",2020,"M03",10692.55
"SD",2020,"M04",10741.9666666667
"SD",2020,"M05",10791.3833333333
"SD",2020,"M06",10840.8
"SD",2020,"M07",10890.2166666667
"SD",2020,"M08",10939.6333333333
"SD",2020,"M09",10989.05
"SD",2020,"M10",11038.4666666667
"SD",2020,"M11",11087.8833333333
"SD",2020,"M12",11137.3
"SD",2021,"M01",11285.475
"SD",2021,"M02",11433.65
"SD",2021,"M03",11581.825
"SD",2021,"M04",11730
"SD",2021,"M05",11878.175
"SD",2021,"M06",12026.35
"SD",2021,"M07",12174.525
"SD",2021,"M08",12322.7
"SD",2021,"M09",12470.875
"SD",2021,"M10",12619.05
"SD",2021,"M11",12767.225
"SD",2021,"M12",12915.4
"SD",2022,"M01",13006.2916666667
"SD",2022,"M02",13097.1833333333
"SD",2022,"M03",13188.075
"SD",2022,"M04",13278.9666666667
"SD",2022,"M05",13369.8583333333
"SD",2022,"M06",13460.75
"SD",2022,"M07",13551.6416666667
"SD",2022,"M08",13642.5333333333
"SD",2022,"M09",13733.425
"SD",2022,"M10",13824.3166666667
"SD",2022,"M11",13915.2083333333
"SD",2022,"M12",14006.1
"TN",2012,"M01",71089.675
"TN",2012,"M02",71249.85
"TN",2012,"M03",71410.025
"TN",2012,"M04",71570.2
"TN",2012,"M05",71730.375
"TN",2012,"M06",71890.55
"TN",2012,"M07",72050.725
"TN",2012,"M08",72210.9
"TN",2012,"M09",72371.075
"TN",2012,"M10",72531.25
"TN",2012,"M11",72691.425
"TN",2012,"M12",72851.6
"TN",2013,"M01",72892.5166666667
"TN",2013,"M02",72933.4333333333
"TN",2013,"M03",72974.35
"TN",2013,"M04",73015.2666666667
"TN",2013,"M05",73056.1833333333
"TN",2013,"M06",73097.1
"TN",2013,"M07",73138.0166666667
"TN",2013,"M08",73178.9333333333
"TN",2013,"M09",73219.85
"TN",2013,"M10",73260.7666666667
"TN",2013,"M11",73301.6833333333
"TN",2013,"M12",73342.6
"TN",2014,"M01",73562.9166666667
"TN",2014,"M02",73783.2333333333
"TN",2014,"M03",74003.55
"TN",2014,"M04",74223.8666666667
"TN",2014,"M05",74444.1833333333
"TN",2014,"M06",74664.5
"TN",2014,"M07",74884.8166666667
"TN",2014,"M08",75105.1333333333
"TN",2014,"M09",75325.45
"TN",2014,"M10",75545.7666666667
"TN",2014,"M11",75766.0833333333
"TN",2014,"M12",75986.4
"TN",2015,"M01",75984.0083333333
"TN",2015,"M02",75981.6166666667
"TN",2015,"M03",75979.225
"TN",2015,"M04",75976.8333333333
"TN",2015,"M05",75974.4416666667
"TN",2015,"M06",75972.05
"TN",2015,"M07",75969.6583333333
"TN",2015,"M08",75967.2666666667
"TN",2015,"M09",75964.875
"TN",2015,"M10",75962.4833333333
"TN",2015,"M11",75960.0916666667
"TN",2015,"M12",75957.7
"TN",2016,"M01",76095.05
"TN",2016,"M02",76232.4
"TN",2016,"M03",76369.75
"TN",2016,"M04",76507.1
"TN",2016,"M05",76644.45
"TN",2016,"M06",76781.8
"TN",2016,"M07",76919.15
"TN",2016,"M08",77056.5
"TN",2016,"M09",77193.85
"TN",2016,"M10",77331.2
"TN",2016,"M11",77468.55
"TN",2016,"M12",77605.9
"TN",2017,"M01",77836.4916666667
"TN",2017,"M02",78067.0833333333
"TN",2017,"M03",78297.675
"TN",2017,"M04",78528.2666666667
"TN",2017,"M05",78758.8583333333
"TN",2017,"M06",78989.45
"TN",2017,"M07",79220.0416666667
"TN",2017,"M08",79450.6333333333
"TN",2017,"M09",79681.225
"TN",2017,"M10",79911.8166666667
"TN",2017,"M11",80142.4083333333
"TN",2017,"M12",80373
"TN",2018,"M01",80674.0833333333
"TN",2018,"M02",80975.1666666667
"TN",2018,"M03",81276.25
"TN",2018,"M04",81577.3333333333
"TN",2018,"M05",81878.4166666667
"TN",2018,"M06",82179.5
"TN",2018,"M07",82480.5833333333
"TN",2018,"M08",82781.6666666667
"TN",2018,"M09",83082.75
"TN",2018,"M10",83383.8333333333
"TN",2018,"M11",83684.9166666667
"TN",2018,"M12",83986
"TN",2019,"M01",84189.8333333333
"TN",2019,"M02",84393.6666666667
"TN",2019,"M03",84597.5
"TN",2019,"M04",84801.3333333333
"TN",2019,"M05",85005.1666666667
"TN",2019,"M06",85209
"TN",2019,"M07",85412.8333333333
"TN",2019,"M08",85616.6666666667
"TN",2019,"M09",85820.5
"TN",2019,"M10",86024.3333333333
"TN",2019,"M11",86228.1666666667
"TN",2019,"M12",86432
"TN",2020,"M01",86782.55
"TN",2020,"M02",87133.1
"TN",2020,"M03",87483.65
"TN",2020,"M04",87834.2
"TN",2020,"M05",88184.75
"TN",2020,"M06",88535.3
"TN",2020,"M07",88885.85
"TN",2020,"M08",89236.4
"TN",2020,"M09",89586.95
"TN",2020,"M10",89937.5
"TN",2020,"M11",90288.05
"TN",2020,"M12",90638.6
"TN",2021,"M01",92027.2
"TN",2021,"M02",93415.8
"TN",2021,"M03",94804.4
"TN",2021,"M04",96193
"TN",2021,"M05",97581.6
"TN",2021,"M06",98970.2
"TN",2021,"M07",100358.8
"TN",2021,"M08",101747.4
"TN",2021,"M09",103136
"TN",2021,"M10",104524.6
"TN",2021,"M11",105913.2
"TN",2021,"M12",107301.8
"TN",2022,"M01",108069.841666667
"TN",2022,"M02",108837.883333333
"TN",2022,"M03",109605.925
"TN",2022,"M04",110373.966666667
"TN",2022,"M05",111142.008333333
"TN",2022,"M06",111910.05
"TN",2022,"M07",112678.091666667
"TN",2022,"M08",113446.133333333
"TN",2022,"M09",114214.175
"TN",2022,"M10",114982.216666667
"TN",2022,"M11",115750.258333333
"TN",2022,"M12",116518.3
"TX",2012,"M01",291412.225
"TX",2012,"M02",292837.65
"TX",2012,"M03",294263.075
"TX",2012,"M04",295688.5
"TX",2012,"M05",297113.925
"TX",2012,"M06",298539.35
"TX",2012,"M07",299964.775
"TX",2012,"M08",301390.2
"TX",2012,"M09",302815.625
"TX",2012,"M10",304241.05
"TX",2012,"M11",305666.475
"TX",2012,"M12",307091.9
"TX",2013,"M01",308136.908333333
"TX",2013,"M02",309181.916666667
"TX",2013,"M03",310226.925
"TX",2013,"M04",311271.933333333
"TX",2013,"M05",312316.941666667
"TX",2013,"M06",313361.95
"TX",2013,"M07",314406.958333333
"TX",2013,"M08",315451.966666667
"TX",2013,"M09",316496.975
"TX",2013,"M10",317541.983333333
"TX",2013,"M11",318586.991666667
"TX",2013,"M12",319632
"TX",2014,"M01",321145.941666667
"TX",2014,"M02",322659.883333333
"TX",2014,"M03",324173.825
"TX",2014,"M04",325687.766666667
"TX",2014,"M05",327201.708333333
"TX",2014,"M06",328715.65
"TX",2014,"M07",330229.591666667
"TX",2014,"M08",331743.533333333
"TX",2014,"M09",333257.475
"TX",2014,"M10",334771.416666667
"TX",2014,"M11",336285.358333333
"TX",2014,"M12",337799.3
"TX",2015,"M01",338405.9
"TX",2015,"M02",339012.5
"TX",2015,"M03",339619.1
"TX",2015,"M04",340225.7
"TX",2015,"M05",340832.3
"TX",2015,"M06",341438.9
"TX",2015,"M07",342045.5
"TX",2015,"M08",342652.1
"TX",2015,"M09",343258.7
"TX",2015,"M10",343865.3
"TX",2015,"M11",344471.9
"TX",2015,"M12",345078.5
"TX",2016,"M01",345723.283333333
"TX",2016,"M02",346368.066666667
"TX",2016,"M03",347012.85
"TX",2016,"M04",347657.633333333
"TX",2016,"M05",348302.416666667
"TX",2016,"M06",348947.2
"TX",2016,"M07",349591.983333333
"TX",2016,"M08",350236.766666667
"TX",2016,"M09",350881.55
"TX",2016,"M10",351526.333333333
"TX",2016,"M11",352171.116666667
"TX",2016,"M12",352815.9
"TX",2017,"M01",354243.325
"TX",2017,"M02",355670.75
"TX",2017,"M03",357098.175
"TX",2017,"M04",358525.6
"TX",2017,"M05",359953.025
"TX",2017,"M06",361380.45
"TX",2017,"M07",362807.875
"TX",2017,"M08",364235.3
"TX",2017,"M09",365662.725
"TX",2017,"M10",367090.15
"TX",2017,"M11",368517.575
"TX",2017,"M12",369945
"TX",2018,"M01",371594.508333333
"TX",2018,"M02",373244.016666667
"TX",2018,"M03",374893.525
"TX",2018,"M04",376543.033333333
"TX",2018,"M05",378192.541666667
"TX",2018,"M06",379842.05
"TX",2018,"M07",381491.558333333
"TX",2018,"M08",383141.066666667
"TX",2018,"M09",384790.575
"TX",2018,"M10",386440.083333333
"TX",2018,"M11",388089.591666667
"TX",2018,"M12",389739.1
"TX",2019,"M01",390521.841666667
"TX",2019,"M02",391304.583333333
"TX",2019,"M03",392087.325
"TX",2019,"M04",392870.066666667
"TX",2019,"M05",393652.808333333
"TX",2019,"M06",394435.55
"TX",2019,"M07",395218.291666667
"TX",2019,"M08",396001.033333333
"TX",2019,"M09",396783.775
"TX",2019,"M10",397566.516666667
"TX",2019,"M11",398349.258333333
"TX",2019,"M12",399132
"TX",2020,"M01",400951.9
"TX",2020,"M02",402771.8
"TX",2020,"M03",404591.7
"TX",2020,"M04",406411.6
"TX",2020,"M05",408231.5
"TX",2020,"M06",410051.4
"TX",2020,"M07",411871.3
"TX",2020,"M08",413691.2
"TX",2020,"M09",415511.1
"TX",2020,"M10",417331
"TX",2020,"M11",419150.9
"TX",2020,"M12",420970.8
"TX",2021,"M01",427703.925
"TX",2021,"M02",434437.05
"TX",2021,"M03",441170.175
"TX",2021,"M04",447903.3
"TX",2021,"M05",454636.425
"TX",2021,"M06",461369.55
"TX",2021,"M07",468102.675
"TX",2021,"M08",474835.8
"TX",2021,"M09",481568.925
"TX",2021,"M10",488302.05
"TX",2021,"M11",495035.175
"TX",2021,"M12",501768.3
"TX",2022,"M01",505801.516666667
"TX",2022,"M02",509834.733333333
"TX",2022,"M03",513867.95
"TX",2022,"M04",517901.166666667
"TX",2022,"M05",521934.383333333
"TX",2022,"M06",525967.6
"TX",2022,"M07",530000.816666667
"TX",2022,"M08",534034.033333333
"TX",2022,"M09",538067.25
"TX",2022,"M10",542100.466666667
"TX",2022,"M11",546133.683333333
"TX",2022,"M12",550166.9
"UT",2012,"M01",28426.0166666667
"UT",2012,"M02",28565.6333333333
"UT",2012,"M03",28705.25
"UT",2012,"M04",28844.8666666667
"UT",2012,"M05",28984.4833333333
"UT",2012,"M06",29124.1
"UT",2012,"M07",29263.7166666667
"UT",2012,"M08",29403.3333333333
"UT",2012,"M09",29542.95
"UT",2012,"M10",29682.5666666667
"UT",2012,"M11",29822.1833333333
"UT",2012,"M12",29961.8
"UT",2013,"M01",30089.6833333333
"UT",2013,"M02",30217.5666666667
"UT",2013,"M03",30345.45
"UT",2013,"M04",30473.3333333333
"UT",2013,"M05",30601.2166666667
"UT",2013,"M06",30729.1
"UT",2013,"M07",30856.9833333333
"UT",2013,"M08",30984.8666666667
"UT",2013,"M09",31112.75
"UT",2013,"M10",31240.6333333333
"UT",2013,"M11",31368.5166666667
"UT",2013,"M12",31496.4
"UT",2014,"M01",31659.3583333333
"UT",2014,"M02",31822.3166666667
"UT",2014,"M03",31985.275
"UT",2014,"M04",32148.2333333333
"UT",2014,"M05",32311.1916666667
"UT",2014,"M06",32474.15
"UT",2014,"M07",32637.1083333333
"UT",2014,"M08",32800.0666666667
"UT",2014,"M09",32963.025
"UT",2014,"M10",33125.9833333333
"UT",2014,"M11",33288.9416666667
"UT",2014,"M12",33451.9
"UT",2015,"M01",33582.0916666667
"UT",2015,"M02",33712.2833333333
"UT",2015,"M03",33842.475
"UT",2015,"M04",33972.6666666667
"UT",2015,"M05",34102.8583333333
"UT",2015,"M06",34233.05
"UT",2015,"M07",34363.2416666667
"UT",2015,"M08",34493.4333333333
"UT",2015,"M09",34623.625
"UT",2015,"M10",34753.8166666667
"UT",2015,"M11",34884.0083333333
"UT",2015,"M12",35014.2
"UT",2016,"M01",35188.475
"UT",2016,"M02",35362.75
"UT",2016,"M03",35537.025
"UT",2016,"M04",35711.3
"UT",2016,"M05",35885.575
"UT",2016,"M06",36059.85
"UT",2016,"M07",36234.125
"UT",2016,"M08",36408.4
"UT",2016,"M09",36582.675
"UT",2016,"M10",36756.95
"UT",2016,"M11",36931.225
"UT",2016,"M12",37105.5
"UT",2017,"M01",37332.25
"UT",2017,"M02",37559
"UT",2017,"M03",37785.75
"UT",2017,"M04",38012.5
"UT",2017,"M05",38239.25
"UT",2017,"M06",38466
"UT",2017,"M07",38692.75
"UT",2017,"M08",38919.5
"UT",2017,"M09",39146.25
"UT",2017,"M10",39373
"UT",2017,"M11",39599.75
"UT",2017,"M12",39826.5
"UT",2018,"M01",40121.3916666667
"UT",2018,"M02",40416.2833333333
"UT",2018,"M03",40711.175
"UT",2018,"M04",41006.0666666667
"UT",2018,"M05",41300.9583333333
"UT",2018,"M06",41595.85
"UT",2018,"M07",41890.7416666667
"UT",2018,"M08",42185.6333333333
"UT",2018,"M09",42480.525
"UT",2018,"M10",42775.4166666667
"UT",2018,"M11",43070.3083333333
"UT",2018,"M12",43365.2
"UT",2019,"M01",43533.1666666667
"UT",2019,"M02",43701.1333333333
"UT",2019,"M03",43869.1
"UT",2019,"M04",44037.0666666667
"UT",2019,"M05",44205.0333333333
"UT",2019,"M06",44373
"UT",2019,"M07",44540.9666666667
"UT",2019,"M08",44708.9333333333
"UT",2019,"M09",44876.9
"UT",2019,"M10",45044.8666666667
"UT",2019,"M11",45212.8333333333
"UT",2019,"M12",45380.8
"UT",2020,"M01",45780.8
"UT",2020,"M02",46180.8
"UT",2020,"M03",46580.8
"UT",2020,"M04",46980.8
"UT",2020,"M05",47380.8
"UT",2020,"M06",47780.8
"UT",2020,"M07",48180.8
"UT",2020,"M08",48580.8
"UT",2020,"M09",48980.8
"UT",2020,"M10",49380.8
"UT",2020,"M11",49780.8
"UT",2020,"M12",50180.8
"UT",2021,"M01",51067.55
"UT",2021,"M02",51954.3
"UT",2021,"M03",52841.05
"UT",2021,"M04",53727.8
"UT",2021,"M05",54614.55
"UT",2021,"M06",55501.3
"UT",2021,"M07",56388.05
"UT",2021,"M08",57274.8
"UT",2021,"M09",58161.55
"UT",2021,"M10",59048.3
"UT",2021,"M11",59935.05
"UT",2021,"M12",60821.8
"UT",2022,"M01",61368.7666666667
"UT",2022,"M02",61915.7333333333
"UT",2022,"M03",62462.7
"UT",2022,"M04",63009.6666666667
"UT",2022,"M05",63556.6333333333
"UT",2022,"M06",64103.6
"UT",2022,"M07",64650.5666666667
"UT",2022,"M08",65197.5333333333
