State,Year,Period,Demand_1
AK,2016,M10,34097.91667
AK,2016,M11,34158.05833
AK,2016,M12,34218.2
AK,2017,M01,34302.70833
AK,2017,M02,34387.21667
AK,2017,M03,34471.725
AK,2017,M04,34556.23333
AK,2017,M05,34640.74167
AK,2017,M06,34725.25
AK,2017,M07,34809.75833
AK,2017,M08,34894.26667
AK,2017,M09,34978.775
AK,2017,M10,35063.28333
AK,2017,M11,35147.79167
AK,2017,M12,35232.3
AK,2018,M01,35349.56667
AK,2018,M02,35466.83333
AK,2018,M03,35584.1
AK,2018,M04,35701.36667
AK,2018,M05,35818.63333
AK,2018,M06,35935.9
AK,2018,M07,36053.16667
AK,2018,M08,36170.43333
AK,2018,M09,36287.7
AK,2018,M10,36404.96667
AK,2018,M11,36522.23333
AK,2018,M12,36639.5
AK,2019,M01,36731.5
AK,2019,M02,36823.5
AK,2019,M03,36915.5
AK,2019,M04,37007.5
AK,2019,M05,37099.5
AK,2019,M06,37191.5
AK,2019,M07,37283.5
AK,2019,M08,37375.5
AK,2019,M09,37467.5
AK,2019,M10,37559.5
AK,2019,M11,37651.5
AK,2019,M12,37743.5
AK,2020,M01,37584.16667
AK,2020,M02,37424.83333
AK,2020,M03,37265.5
AK,2020,M04,37106.16667
AK,2020,M05,36946.83333
AK,2020,M06,36787.5
AK,2020,M07,36628.16667
AK,2020,M08,36468.83333
AK,2020,M09,36309.5
AK,2020,M10,36150.16667
AK,2020,M11,35990.83333
AK,2020,M12,35831.5
AK,2021,M01,36162.8
AK,2021,M02,36494.1
AK,2021,M03,36825.4
AK,2021,M04,37156.7
AK,2021,M05,37488
AK,2021,M06,37819.3
AK,2021,M07,38150.6
AK,2021,M08,38481.9
AK,2021,M09,38813.2
AK,2021,M10,39144.5
AK,2021,M11,39475.8
AK,2021,M12,39807.1
AK,2022,M01,NA
AK,2022,M02,NA
AK,2022,M03,NA
AK,2022,M04,NA
AK,2022,M05,NA
AK,2022,M06,NA
AK,2022,M07,NA
AK,2022,M08,NA
AK,2022,M09,NA
AK,2022,M10,NA
AK,2022,M11,NA
AK,2022,M12,NA
AZ,2012,M01,203867.9083
AZ,2012,M02,204400.3167
AZ,2012,M03,204932.725
AZ,2012,M04,205465.1333
AZ,2012,M05,205997.5417
AZ,2012,M06,206529.95
AZ,2012,M07,207062.3583
AZ,2012,M08,207594.7667
AZ,2012,M09,208127.175
AZ,2012,M10,208659.5833
AZ,2012,M11,209191.9917
AZ,2012,M12,209724.4
AZ,2013,M01,210245.6167
AZ,2013,M02,210766.8333
AZ,2013,M03,211288.05
AZ,2013,M04,211809.2667
AZ,2013,M05,212330.4833
AZ,2013,M06,212851.7
AZ,2013,M07,213372.9167
AZ,2013,M08,213894.1333
AZ,2013,M09,214415.35
AZ,2013,M10,214936.5667
AZ,2013,M11,215457.7833
AZ,2013,M12,215979
AZ,2014,M01,216829.9083
AZ,2014,M02,217680.8167
AZ,2014,M03,218531.725
AZ,2014,M04,219382.6333
AZ,2014,M05,220233.5417
AZ,2014,M06,221084.45
AZ,2014,M07,221935.3583
AZ,2014,M08,222786.2667
AZ,2014,M09,223637.175
AZ,2014,M10,224488.0833
AZ,2014,M11,225338.9917
AZ,2014,M12,226189.9
AZ,2015,M01,226913.1417
AZ,2015,M02,227636.3833
AZ,2015,M03,228359.625
AZ,2015,M04,229082.8667
AZ,2015,M05,229806.1083
AZ,2015,M06,230529.35
AZ,2015,M07,231252.5917
AZ,2015,M08,231975.8333
AZ,2015,M09,232699.075
AZ,2015,M10,233422.3167
AZ,2015,M11,234145.5583
AZ,2015,M12,234868.8
AZ,2016,M01,235664.2917
AZ,2016,M02,236459.7833
AZ,2016,M03,237255.275
AZ,2016,M04,238050.7667
AZ,2016,M05,238846.2583
AZ,2016,M06,239641.75
AZ,2016,M07,240437.2417
AZ,2016,M08,241232.7333
AZ,2016,M09,242028.225
AZ,2016,M10,242823.7167
AZ,2016,M11,243619.2083
AZ,2016,M12,244414.7
AZ,2017,M01,245584.575
AZ,2017,M02,246754.45
AZ,2017,M03,247924.325
AZ,2017,M04,249094.2
AZ,2017,M05,250264.075
AZ,2017,M06,251433.95
AZ,2017,M07,252603.825
AZ,2017,M08,253773.7
AZ,2017,M09,254943.575
AZ,2017,M10,256113.45
AZ,2017,M11,257283.325
AZ,2017,M12,258453.2
AZ,2018,M01,259695.325
AZ,2018,M02,260937.45
AZ,2018,M03,262179.575
AZ,2018,M04,263421.7
AZ,2018,M05,264663.825
AZ,2018,M06,265905.95
AZ,2018,M07,267148.075
AZ,2018,M08,268390.2
AZ,2018,M09,269632.325
AZ,2018,M10,270874.45
AZ,2018,M11,272116.575
AZ,2018,M12,273358.7
AZ,2019,M01,274518.2083
AZ,2019,M02,275677.7167
AZ,2019,M03,276837.225
AZ,2019,M04,277996.7333
AZ,2019,M05,279156.2417
AZ,2019,M06,280315.75
AZ,2019,M07,281475.2583
AZ,2019,M08,282634.7667
AZ,2019,M09,283794.275
AZ,2019,M10,284953.7833
AZ,2019,M11,286113.2917
AZ,2019,M12,287272.8
AZ,2020,M01,287401.6333
AZ,2020,M02,287530.4667
AZ,2020,M03,287659.3
AZ,2020,M04,287788.1333
AZ,2020,M05,287916.9667
AZ,2020,M06,288045.8
AZ,2020,M07,288174.6333
AZ,2020,M08,288303.4667
AZ,2020,M09,288432.3
AZ,2020,M10,288561.1333
AZ,2020,M11,288689.9667
AZ,2020,M12,288818.8
AZ,2021,M01,291961.1167
AZ,2021,M02,295103.4333
AZ,2021,M03,298245.75
AZ,2021,M04,301388.0667
AZ,2021,M05,304530.3833
AZ,2021,M06,307672.7
AZ,2021,M07,310815.0167
AZ,2021,M08,313957.3333
AZ,2021,M09,317099.65
AZ,2021,M10,320241.9667
AZ,2021,M11,323384.2833
AZ,2021,M12,326526.6
AZ,2022,M01,NA
AZ,2022,M02,NA
AZ,2022,M03,NA
AZ,2022,M04,NA
AZ,2022,M05,NA
AZ,2022,M06,NA
AZ,2022,M07,NA
AZ,2022,M08,NA
AZ,2022,M09,NA
AZ,2022,M10,NA
AZ,2022,M11,NA
AZ,2022,M12,NA
AR,2012,M01,81444.25833
AR,2012,M02,81634.81667
AR,2012,M03,81825.375
AR,2012,M04,82015.93333
AR,2012,M05,82206.49167
AR,2012,M06,82397.05
AR,2012,M07,82587.60833
AR,2012,M08,82778.16667
AR,2012,M09,82968.725
AR,2012,M10,83159.28333
AR,2012,M11,83349.84167
AR,2012,M12,83540.4
AR,2013,M01,83686.21667
AR,2013,M02,83832.03333
AR,2013,M03,83977.85
AR,2013,M04,84123.66667
AR,2013,M05,84269.48333
AR,2013,M06,84415.3
AR,2013,M07,84561.11667
AR,2013,M08,84706.93333
AR,2013,M09,84852.75
AR,2013,M10,84998.56667
AR,2013,M11,85144.38333
AR,2013,M12,85290.2
AR,2014,M01,85548.05833
AR,2014,M02,85805.91667
AR,2014,M03,86063.775
AR,2014,M04,86321.63333
AR,2014,M05,86579.49167
AR,2014,M06,86837.35
AR,2014,M07,87095.20833
AR,2014,M08,87353.06667
AR,2014,M09,87610.925
AR,2014,M10,87868.78333
AR,2014,M11,88126.64167
AR,2014,M12,88384.5
AR,2015,M01,88631.89167
AR,2015,M02,88879.28333
AR,2015,M03,89126.675
AR,2015,M04,89374.06667
AR,2015,M05,89621.45833
AR,2015,M06,89868.85
AR,2015,M07,90116.24167
AR,2015,M08,90363.63333
AR,2015,M09,90611.025
AR,2015,M10,90858.41667
AR,2015,M11,91105.80833
AR,2015,M12,91353.2
AR,2016,M01,91606.36667
AR,2016,M02,91859.53333
AR,2016,M03,92112.7
AR,2016,M04,92365.86667
AR,2016,M05,92619.03333
AR,2016,M06,92872.2
AR,2016,M07,93125.36667
AR,2016,M08,93378.53333
AR,2016,M09,93631.7
AR,2016,M10,93884.86667
AR,2016,M11,94138.03333
AR,2016,M12,94391.2
AR,2017,M01,94683.2
AR,2017,M02,94975.2
AR,2017,M03,95267.2
AR,2017,M04,95559.2
AR,2017,M05,95851.2
AR,2017,M06,96143.2
AR,2017,M07,96435.2
AR,2017,M08,96727.2
AR,2017,M09,97019.2
AR,2017,M10,97311.2
AR,2017,M11,97603.2
AR,2017,M12,97895.2
AR,2018,M01,98211.45833
AR,2018,M02,98527.71667
AR,2018,M03,98843.975
AR,2018,M04,99160.23333
AR,2018,M05,99476.49167
AR,2018,M06,99792.75
AR,2018,M07,100109.0083
AR,2018,M08,100425.2667
AR,2018,M09,100741.525
AR,2018,M10,101057.7833
AR,2018,M11,101374.0417
AR,2018,M12,101690.3
AR,2019,M01,101895.9917
AR,2019,M02,102101.6833
AR,2019,M03,102307.375
AR,2019,M04,102513.0667
AR,2019,M05,102718.7583
AR,2019,M06,102924.45
AR,2019,M07,103130.1417
AR,2019,M08,103335.8333
AR,2019,M09,103541.525
AR,2019,M10,103747.2167
AR,2019,M11,103952.9083
AR,2019,M12,104158.6
AR,2020,M01,104210.625
AR,2020,M02,104262.65
AR,2020,M03,104314.675
AR,2020,M04,104366.7
AR,2020,M05,104418.725
AR,2020,M06,104470.75
AR,2020,M07,104522.775
AR,2020,M08,104574.8
AR,2020,M09,104626.825
AR,2020,M10,104678.85
AR,2020,M11,104730.875
AR,2020,M12,104782.9
AR,2021,M01,105896.3333
AR,2021,M02,107009.7667
AR,2021,M03,108123.2
AR,2021,M04,109236.6333
AR,2021,M05,110350.0667
AR,2021,M06,111463.5
AR,2021,M07,112576.9333
AR,2021,M08,113690.3667
AR,2021,M09,114803.8
AR,2021,M10,115917.2333
AR,2021,M11,117030.6667
AR,2021,M12,118144.1
AR,2022,M01,NA
AR,2022,M02,NA
AR,2022,M03,NA
AR,2022,M04,NA
AR,2022,M05,NA
AR,2022,M06,NA
AR,2022,M07,NA
AR,2022,M08,NA
AR,2022,M09,NA
AR,2022,M10,NA
AR,2022,M11,NA
AR,2022,M12,NA
CA,2012,M01,1350289.342
CA,2012,M02,1354896.483
CA,2012,M03,1359503.625
CA,2012,M04,1364110.767
CA,2012,M05,1368717.908
CA,2012,M06,1373325.05
CA,2012,M07,1377932.192
CA,2012,M08,1382539.333
CA,2012,M09,1387146.475
CA,2012,M10,1391753.617
CA,2012,M11,1396360.758
CA,2012,M12,1400967.9
CA,2013,M01,1404476.208
CA,2013,M02,1407984.517
CA,2013,M03,1411492.825
CA,2013,M04,1415001.133
CA,2013,M05,1418509.442
CA,2013,M06,1422017.75
CA,2013,M07,1425526.058
CA,2013,M08,1429034.367
CA,2013,M09,1432542.675
CA,2013,M10,1436050.983
CA,2013,M11,1439559.292
CA,2013,M12,1443067.6
CA,2014,M01,1448753.317
CA,2014,M02,1454439.033
CA,2014,M03,1460124.75
CA,2014,M04,1465810.467
CA,2014,M05,1471496.183
CA,2014,M06,1477181.9
CA,2014,M07,1482867.617
CA,2014,M08,1488553.333
CA,2014,M09,1494239.05
CA,2014,M10,1499924.767
CA,2014,M11,1505610.483
CA,2014,M12,1511296.2
CA,2015,M01,1517137.292
CA,2015,M02,1522978.383
CA,2015,M03,1528819.475
CA,2015,M04,1534660.567
CA,2015,M05,1540501.658
CA,2015,M06,1546342.75
CA,2015,M07,1552183.842
CA,2015,M08,1558024.933
CA,2015,M09,1563866.025
CA,2015,M10,1569707.117
CA,2015,M11,1575548.208
CA,2015,M12,1581389.3
CA,2016,M01,1587210.942
CA,2016,M02,1593032.583
CA,2016,M03,1598854.225
CA,2016,M04,1604675.867
CA,2016,M05,1610497.508
CA,2016,M06,1616319.15
CA,2016,M07,1622140.792
CA,2016,M08,1627962.433
CA,2016,M09,1633784.075
CA,2016,M10,1639605.717
CA,2016,M11,1645427.358
CA,2016,M12,1651249
CA,2017,M01,1658507.717
CA,2017,M02,1665766.433
CA,2017,M03,1673025.15
CA,2017,M04,1680283.867
CA,2017,M05,1687542.583
CA,2017,M06,1694801.3
CA,2017,M07,1702060.017
CA,2017,M08,1709318.733
CA,2017,M09,1716577.45
CA,2017,M10,1723836.167
CA,2017,M11,1731094.883
CA,2017,M12,1738353.6
CA,2018,M01,1746313.533
CA,2018,M02,1754273.467
CA,2018,M03,1762233.4
CA,2018,M04,1770193.333
CA,2018,M05,1778153.267
CA,2018,M06,1786113.2
CA,2018,M07,1794073.133
CA,2018,M08,1802033.067
CA,2018,M09,1809993
CA,2018,M10,1817952.933
CA,2018,M11,1825912.867
CA,2018,M12,1833872.8
CA,2019,M01,1840816.842
CA,2019,M02,1847760.883
CA,2019,M03,1854704.925
CA,2019,M04,1861648.967
CA,2019,M05,1868593.008
CA,2019,M06,1875537.05
CA,2019,M07,1882481.092
CA,2019,M08,1889425.133
CA,2019,M09,1896369.175
CA,2019,M10,1903313.217
CA,2019,M11,1910257.258
CA,2019,M12,1917201.3
CA,2020,M01,1911488.833
CA,2020,M02,1905776.367
CA,2020,M03,1900063.9
CA,2020,M04,1894351.433
CA,2020,M05,1888638.967
CA,2020,M06,1882926.5
CA,2020,M07,1877214.033
CA,2020,M08,1871501.567
CA,2020,M09,1865789.1
CA,2020,M10,1860076.633
CA,2020,M11,1854364.167
CA,2020,M12,1848651.7
CA,2021,M01,1868164.625
CA,2021,M02,1887677.55
CA,2021,M03,1907190.475
CA,2021,M04,1926703.4
CA,2021,M05,1946216.325
CA,2021,M06,1965729.25
CA,2021,M07,1985242.175
CA,2021,M08,2004755.1
CA,2021,M09,2024268.025
CA,2021,M10,2043780.95
CA,2021,M11,2063293.875
CA,2021,M12,2082806.8
CA,2022,M01,NA
CA,2022,M02,NA
CA,2022,M03,NA
CA,2022,M04,NA
CA,2022,M05,NA
CA,2022,M06,NA
CA,2022,M07,NA
CA,2022,M08,NA
CA,2022,M09,NA
CA,2022,M10,NA
CA,2022,M11,NA
CA,2022,M12,NA
CO,2012,M01,184287.5833
CO,2012,M02,184752.2667
CO,2012,M03,185216.95
CO,2012,M04,185681.6333
CO,2012,M05,186146.3167
CO,2012,M06,186611
CO,2012,M07,187075.6833
CO,2012,M08,187540.3667
CO,2012,M09,188005.05
CO,2012,M10,188469.7333
CO,2012,M11,188934.4167
CO,2012,M12,189399.1
CO,2013,M01,190099.675
CO,2013,M02,190800.25
CO,2013,M03,191500.825
CO,2013,M04,192201.4
CO,2013,M05,192901.975
CO,2013,M06,193602.55
CO,2013,M07,194303.125
CO,2013,M08,195003.7
CO,2013,M09,195704.275
CO,2013,M10,196404.85
CO,2013,M11,197105.425
CO,2013,M12,197806
CO,2014,M01,198753.3917
CO,2014,M02,199700.7833
CO,2014,M03,200648.175
CO,2014,M04,201595.5667
CO,2014,M05,202542.9583
CO,2014,M06,203490.35
CO,2014,M07,204437.7417
CO,2014,M08,205385.1333
CO,2014,M09,206332.525
CO,2014,M10,207279.9167
CO,2014,M11,208227.3083
CO,2014,M12,209174.7
CO,2015,M01,210175.8833
CO,2015,M02,211177.0667
CO,2015,M03,212178.25
CO,2015,M04,213179.4333
CO,2015,M05,214180.6167
CO,2015,M06,215181.8
CO,2015,M07,216182.9833
CO,2015,M08,217184.1667
CO,2015,M09,218185.35
CO,2015,M10,219186.5333
CO,2015,M11,220187.7167
CO,2015,M12,221188.9
CO,2016,M01,222212.5833
CO,2016,M02,223236.2667
CO,2016,M03,224259.95
CO,2016,M04,225283.6333
CO,2016,M05,226307.3167
CO,2016,M06,227331
CO,2016,M07,228354.6833
CO,2016,M08,229378.3667
CO,2016,M09,230402.05
CO,2016,M10,231425.7333
CO,2016,M11,232449.4167
CO,2016,M12,233473.1
CO,2017,M01,234562.3167
CO,2017,M02,235651.5333
CO,2017,M03,236740.75
CO,2017,M04,237829.9667
CO,2017,M05,238919.1833
CO,2017,M06,240008.4
CO,2017,M07,241097.6167
CO,2017,M08,242186.8333
CO,2017,M09,243276.05
CO,2017,M10,244365.2667
CO,2017,M11,245454.4833
CO,2017,M12,246543.7
CO,2018,M01,247646.5583
CO,2018,M02,248749.4167
CO,2018,M03,249852.275
CO,2018,M04,250955.1333
CO,2018,M05,252057.9917
CO,2018,M06,253160.85
CO,2018,M07,254263.7083
CO,2018,M08,255366.5667
CO,2018,M09,256469.425
CO,2018,M10,257572.2833
CO,2018,M11,258675.1417
CO,2018,M12,259778
CO,2019,M01,260862.8167
CO,2019,M02,261947.6333
CO,2019,M03,263032.45
CO,2019,M04,264117.2667
CO,2019,M05,265202.0833
CO,2019,M06,266286.9
CO,2019,M07,267371.7167
CO,2019,M08,268456.5333
CO,2019,M09,269541.35
CO,2019,M10,270626.1667
CO,2019,M11,271710.9833
CO,2019,M12,272795.8
CO,2020,M01,272752.525
CO,2020,M02,272709.25
CO,2020,M03,272665.975
CO,2020,M04,272622.7
CO,2020,M05,272579.425
CO,2020,M06,272536.15
CO,2020,M07,272492.875
CO,2020,M08,272449.6
CO,2020,M09,272406.325
CO,2020,M10,272363.05
CO,2020,M11,272319.775
CO,2020,M12,272276.5
CO,2021,M01,275437.7917
CO,2021,M02,278599.0833
CO,2021,M03,281760.375
CO,2021,M04,284921.6667
CO,2021,M05,288082.9583
CO,2021,M06,291244.25
CO,2021,M07,294405.5417
CO,2021,M08,297566.8333
CO,2021,M09,300728.125
CO,2021,M10,303889.4167
CO,2021,M11,307050.7083
CO,2021,M12,310212
CO,2022,M01,NA
CO,2022,M02,NA
CO,2022,M03,NA
CO,2022,M04,NA
CO,2022,M05,NA
CO,2022,M06,NA
CO,2022,M07,NA
CO,2022,M08,NA
CO,2022,M09,NA
CO,2022,M10,NA
CO,2022,M11,NA
CO,2022,M12,NA
CT,2012,M01,150876.7083
CT,2012,M02,151174.2167
CT,2012,M03,151471.725
CT,2012,M04,151769.2333
CT,2012,M05,152066.7417
CT,2012,M06,152364.25
CT,2012,M07,152661.7583
CT,2012,M08,152959.2667
CT,2012,M09,153256.775
CT,2012,M10,153554.2833
CT,2012,M11,153851.7917
CT,2012,M12,154149.3
CT,2013,M01,154398.15
CT,2013,M02,154647
CT,2013,M03,154895.85
CT,2013,M04,155144.7
CT,2013,M05,155393.55
CT,2013,M06,155642.4
CT,2013,M07,155891.25
CT,2013,M08,156140.1
CT,2013,M09,156388.95
CT,2013,M10,156637.8
CT,2013,M11,156886.65
CT,2013,M12,157135.5
CT,2014,M01,157582.6167
CT,2014,M02,158029.7333
CT,2014,M03,158476.85
CT,2014,M04,158923.9667
CT,2014,M05,159371.0833
CT,2014,M06,159818.2
CT,2014,M07,160265.3167
CT,2014,M08,160712.4333
CT,2014,M09,161159.55
CT,2014,M10,161606.6667
CT,2014,M11,162053.7833
CT,2014,M12,162500.9
CT,2015,M01,162794.975
CT,2015,M02,163089.05
CT,2015,M03,163383.125
CT,2015,M04,163677.2
CT,2015,M05,163971.275
CT,2015,M06,164265.35
CT,2015,M07,164559.425
CT,2015,M08,164853.5
CT,2015,M09,165147.575
CT,2015,M10,165441.65
CT,2015,M11,165735.725
CT,2015,M12,166029.8
CT,2016,M01,166352.7583
CT,2016,M02,166675.7167
CT,2016,M03,166998.675
CT,2016,M04,167321.6333
CT,2016,M05,167644.5917
CT,2016,M06,167967.55
CT,2016,M07,168290.5083
CT,2016,M08,168613.4667
CT,2016,M09,168936.425
CT,2016,M10,169259.3833
CT,2016,M11,169582.3417
CT,2016,M12,169905.3
CT,2017,M01,170328
CT,2017,M02,170750.7
CT,2017,M03,171173.4
CT,2017,M04,171596.1
CT,2017,M05,172018.8
CT,2017,M06,172441.5
CT,2017,M07,172864.2
CT,2017,M08,173286.9
CT,2017,M09,173709.6
CT,2017,M10,174132.3
CT,2017,M11,174555
CT,2017,M12,174977.7
CT,2018,M01,175517.9
CT,2018,M02,176058.1
CT,2018,M03,176598.3
CT,2018,M04,177138.5
CT,2018,M05,177678.7
CT,2018,M06,178218.9
CT,2018,M07,178759.1
CT,2018,M08,179299.3
CT,2018,M09,179839.5
CT,2018,M10,180379.7
CT,2018,M11,180919.9
CT,2018,M12,181460.1
CT,2019,M01,181741.9333
CT,2019,M02,182023.7667
CT,2019,M03,182305.6
CT,2019,M04,182587.4333
CT,2019,M05,182869.2667
CT,2019,M06,183151.1
CT,2019,M07,183432.9333
CT,2019,M08,183714.7667
CT,2019,M09,183996.6
CT,2019,M10,184278.4333
CT,2019,M11,184560.2667
CT,2019,M12,184842.1
CT,2020,M01,184445.0083
CT,2020,M02,184047.9167
CT,2020,M03,183650.825
CT,2020,M04,183253.7333
CT,2020,M05,182856.6417
CT,2020,M06,182459.55
CT,2020,M07,182062.4583
CT,2020,M08,181665.3667
CT,2020,M09,181268.275
CT,2020,M10,180871.1833
CT,2020,M11,180474.0917
CT,2020,M12,180077
CT,2021,M01,181837.425
CT,2021,M02,183597.85
CT,2021,M03,185358.275
CT,2021,M04,187118.7
CT,2021,M05,188879.125
CT,2021,M06,190639.55
CT,2021,M07,192399.975
CT,2021,M08,194160.4
CT,2021,M09,195920.825
CT,2021,M10,197681.25
CT,2021,M11,199441.675
CT,2021,M12,201202.1
CT,2022,M01,NA
CT,2022,M02,NA
CT,2022,M03,NA
CT,2022,M04,NA
CT,2022,M05,NA
CT,2022,M06,NA
CT,2022,M07,NA
CT,2022,M08,NA
CT,2022,M09,NA
CT,2022,M10,NA
CT,2022,M11,NA
CT,2022,M12,NA
DE,2012,M01,35203.65833
DE,2012,M02,35275.71667
DE,2012,M03,35347.775
DE,2012,M04,35419.83333
DE,2012,M05,35491.89167
DE,2012,M06,35563.95
DE,2012,M07,35636.00833
DE,2012,M08,35708.06667
DE,2012,M09,35780.125
DE,2012,M10,35852.18333
DE,2012,M11,35924.24167
DE,2012,M12,35996.3
DE,2013,M01,36074.51667
DE,2013,M02,36152.73333
DE,2013,M03,36230.95
DE,2013,M04,36309.16667
DE,2013,M05,36387.38333
DE,2013,M06,36465.6
DE,2013,M07,36543.81667
DE,2013,M08,36622.03333
DE,2013,M09,36700.25
DE,2013,M10,36778.46667
DE,2013,M11,36856.68333
DE,2013,M12,36934.9
DE,2014,M01,37037.68333
DE,2014,M02,37140.46667
DE,2014,M03,37243.25
DE,2014,M04,37346.03333
DE,2014,M05,37448.81667
DE,2014,M06,37551.6
DE,2014,M07,37654.38333
DE,2014,M08,37757.16667
DE,2014,M09,37859.95
DE,2014,M10,37962.73333
DE,2014,M11,38065.51667
DE,2014,M12,38168.3
DE,2015,M01,38279.19167
DE,2015,M02,38390.08333
DE,2015,M03,38500.975
DE,2015,M04,38611.86667
DE,2015,M05,38722.75833
DE,2015,M06,38833.65
DE,2015,M07,38944.54167
DE,2015,M08,39055.43333
