State,Year,Period,Pandemic_10
PA,2021,M02,2339
PA,2021,M03,1094
PA,2021,M04,1120
PA,2021,M05,1005
PA,2021,M06,464
PA,2021,M07,172
PA,2021,M08,385
PA,2021,M09,1165
PA,2021,M10,2052
PA,2021,M11,1969
PA,2021,M12,3284
PA,2022,M01,3876
PA,2022,M02,2635
PA,2022,M03,1059
PA,2022,M04,402
PA,2022,M05,470
PA,2022,M06,619
PA,2022,M07,398
PA,2022,M08,552
PA,2022,M09,497
PA,2022,M10,0
RI,2020,M01,0
RI,2020,M02,0
RI,2020,M03,11
RI,2020,M04,353
RI,2020,M05,463
RI,2020,M06,150
RI,2020,M07,49
RI,2020,M08,52
RI,2020,M09,47
RI,2020,M10,91
RI,2020,M11,199
RI,2020,M12,515
RI,2021,M01,411
RI,2021,M02,161
RI,2021,M03,117
RI,2021,M04,52
RI,2021,M05,37
RI,2021,M06,22
RI,2021,M07,10
RI,2021,M08,30
RI,2021,M09,68
RI,2021,M10,40
RI,2021,M11,54
RI,2021,M12,134
RI,2022,M01,250
RI,2022,M02,96
RI,2022,M03,110
RI,2022,M04,18
RI,2022,M05,39
RI,2022,M06,30
RI,2022,M07,21
RI,2022,M08,13
RI,2022,M09,26
RI,2022,M10,0
SC,2020,M01,0
SC,2020,M02,0
SC,2020,M03,22
SC,2020,M04,222
SC,2020,M05,250
SC,2020,M06,245
SC,2020,M07,973
SC,2020,M08,1008
SC,2020,M09,658
SC,2020,M10,557
SC,2020,M11,446
SC,2020,M12,915
SC,2021,M01,1746
SC,2021,M02,1504
SC,2021,M03,600
SC,2021,M04,351
SC,2021,M05,239
SC,2021,M06,83
SC,2021,M07,85
SC,2021,M08,694
SC,2021,M09,1874
SC,2021,M10,1244
SC,2021,M11,494
SC,2021,M12,426
SC,2022,M01,630
SC,2022,M02,1599
SC,2022,M03,726
SC,2022,M04,176
SC,2022,M05,138
SC,2022,M06,128
SC,2022,M07,159
SC,2022,M08,71
SC,2022,M09,102
SC,2022,M10,0
SD,2020,M01,0
SD,2020,M02,0
SD,2020,M03,1
SD,2020,M04,16
SD,2020,M05,45
SD,2020,M06,29
SD,2020,M07,39
SD,2020,M08,37
SD,2020,M09,56
SD,2020,M10,202
SD,2020,M11,521
SD,2020,M12,542
SD,2021,M01,290
SD,2021,M02,110
SD,2021,M03,47
SD,2021,M04,32
SD,2021,M05,47
SD,2021,M06,21
SD,2021,M07,10
SD,2021,M08,26
SD,2021,M09,72
SD,2021,M10,92
SD,2021,M11,99
SD,2021,M12,152
SD,2022,M01,164
SD,2022,M02,155
SD,2022,M03,78
SD,2022,M04,29
SD,2022,M05,15
SD,2022,M06,11
SD,2022,M07,18
SD,2022,M08,37
SD,2022,M09,28
SD,2022,M10,0
TN,2020,M01,0
TN,2020,M02,0
TN,2020,M03,23
TN,2020,M04,176
TN,2020,M05,165
TN,2020,M06,240
TN,2020,M07,456
TN,2020,M08,694
TN,2020,M09,700
TN,2020,M10,899
TN,2020,M11,1249
TN,2020,M12,2305
TN,2021,M01,2743
TN,2021,M02,1761
TN,2021,M03,439
TN,2021,M04,288
TN,2021,M05,252
TN,2021,M06,112
TN,2021,M07,185
TN,2021,M08,774
TN,2021,M09,1682
TN,2021,M10,1176
TN,2021,M11,820
TN,2021,M12,3622
TN,2022,M01,1888
TN,2022,M02,1849
TN,2022,M03,1107
TN,2022,M04,549
TN,2022,M05,317
TN,2022,M06,240
TN,2022,M07,317
TN,2022,M08,456
TN,2022,M09,387
TN,2022,M10,0
TX,2020,M01,0
TX,2020,M02,0
TX,2020,M03,76
TX,2020,M04,850
TX,2020,M05,942
TX,2020,M06,980
TX,2020,M07,4810
TX,2020,M08,5454
TX,2020,M09,3180
TX,2020,M10,2501
TX,2020,M11,3510
TX,2020,M12,5774
TX,2021,M01,9015
TX,2021,M02,6614
TX,2021,M03,4546
TX,2021,M04,1967
TX,2021,M05,1291
TX,2021,M06,828
TX,2021,M07,941
TX,2021,M08,3788
TX,2021,M09,8150
TX,2021,M10,5982
TX,2021,M11,2632
TX,2021,M12,1917
TX,2022,M01,3720
TX,2022,M02,5440
TX,2022,M03,2489
TX,2022,M04,712
TX,2022,M05,256
TX,2022,M06,349
TX,2022,M07,549
TX,2022,M08,950
TX,2022,M09,614
TX,2022,M10,0
UT,2020,M01,0
UT,2020,M02,0
UT,2020,M03,5
UT,2020,M04,41
UT,2020,M05,67
UT,2020,M06,59
UT,2020,M07,132
UT,2020,M08,103
UT,2020,M09,52
UT,2020,M10,145
UT,2020,M11,267
UT,2020,M12,398
UT,2021,M01,396
UT,2021,M02,270
UT,2021,M03,187
UT,2021,M04,80
UT,2021,M05,100
UT,2021,M06,69
UT,2021,M07,80
UT,2021,M08,183
UT,2021,M09,298
UT,2021,M10,276
UT,2021,M11,320
UT,2021,M12,259
UT,2022,M01,331
UT,2022,M02,293
UT,2022,M03,303
UT,2022,M04,33
UT,2022,M05,30
UT,2022,M06,57
UT,2022,M07,66
UT,2022,M08,68
UT,2022,M09,53
UT,2022,M10,0
VT,2020,M01,0
VT,2020,M02,0
VT,2020,M03,13
VT,2020,M04,36
VT,2020,M05,6
VT,2020,M06,1
VT,2020,M07,1
VT,2020,M08,1
VT,2020,M09,0
VT,2020,M10,0
VT,2020,M11,11
VT,2020,M12,67
VT,2021,M01,38
VT,2021,M02,30
VT,2021,M03,23
VT,2021,M04,19
VT,2021,M05,9
VT,2021,M06,1
VT,2021,M07,4
VT,2021,M08,16
VT,2021,M09,41
VT,2021,M10,47
VT,2021,M11,46
VT,2021,M12,61
VT,2022,M01,65
VT,2022,M02,62
VT,2022,M03,19
VT,2022,M04,20
VT,2022,M05,24
VT,2022,M06,22
VT,2022,M07,10
VT,2022,M08,14
VT,2022,M09,12
VT,2022,M10,0
VA,2020,M01,0
VA,2020,M02,0
VA,2020,M03,27
VA,2020,M04,525
VA,2020,M05,823
VA,2020,M06,388
VA,2020,M07,411
VA,2020,M08,406
VA,2020,M09,628
VA,2020,M10,446
VA,2020,M11,408
VA,2020,M12,970
VA,2021,M01,1432
VA,2021,M02,2088
VA,2021,M03,1700
VA,2021,M04,518
VA,2021,M05,416
VA,2021,M06,229
VA,2021,M07,117
VA,2021,M08,310
VA,2021,M09,908
VA,2021,M10,1157
VA,2021,M11,803
VA,2021,M12,877
VA,2022,M01,630
VA,2022,M02,2554
VA,2022,M03,921
VA,2022,M04,544
VA,2022,M05,153
VA,2022,M06,209
VA,2022,M07,320
VA,2022,M08,498
VA,2022,M09,433
VA,2022,M10,0
WA,2020,M01,0
WA,2020,M02,1
WA,2020,M03,224
WA,2020,M04,611
WA,2020,M05,287
WA,2020,M06,180
WA,2020,M07,300
WA,2020,M08,309
WA,2020,M09,188
WA,2020,M10,245
WA,2020,M11,417
WA,2020,M12,699
WA,2021,M01,824
WA,2021,M02,671
WA,2021,M03,291
WA,2021,M04,252
WA,2021,M05,266
WA,2021,M06,165
WA,2021,M07,192
WA,2021,M08,452
WA,2021,M09,1152
WA,2021,M10,902
WA,2021,M11,675
WA,2021,M12,550
WA,2022,M01,923
WA,2022,M02,1090
WA,2022,M03,612
WA,2022,M04,225
WA,2022,M05,216
WA,2022,M06,320
WA,2022,M07,365
WA,2022,M08,435
WA,2022,M09,300
WA,2022,M10,0
WV,2020,M01,0
WV,2020,M02,0
WV,2020,M03,1
WV,2020,M04,40
WV,2020,M05,34
WV,2020,M06,18
WV,2020,M07,23
WV,2020,M08,99
WV,2020,M09,140
WV,2020,M10,104
WV,2020,M11,276
WV,2020,M12,603
WV,2021,M01,686
WV,2021,M02,276
WV,2021,M03,376
WV,2021,M04,3
WV,2021,M05,113
WV,2021,M06,99
WV,2021,M07,55
WV,2021,M08,138
WV,2021,M09,586
WV,2021,M10,756
WV,2021,M11,442
WV,2021,M12,468
WV,2022,M01,427
WV,2022,M02,554
WV,2022,M03,514
WV,2022,M04,25
WV,2022,M05,92
WV,2022,M06,116
WV,2022,M07,92
WV,2022,M08,130
WV,2022,M09,130
WV,2022,M10,0
WI,2020,M01,0
WI,2020,M02,0
WI,2020,M03,43
WI,2020,M04,314
WI,2020,M05,293
WI,2020,M06,165
WI,2020,M07,163
WI,2020,M08,208
WI,2020,M09,216
WI,2020,M10,937
WI,2020,M11,1155
WI,2020,M12,1748
WI,2021,M01,1192
WI,2021,M02,580
WI,2021,M03,301
WI,2021,M04,235
WI,2021,M05,306
WI,2021,M06,272
WI,2021,M07,162
WI,2021,M08,172
WI,2021,M09,426
WI,2021,M10,528
WI,2021,M11,589
WI,2021,M12,1168
WI,2022,M01,1201
WI,2022,M02,923
WI,2022,M03,1005
WI,2022,M04,111
WI,2022,M05,187
WI,2022,M06,197
WI,2022,M07,125
WI,2022,M08,150
WI,2022,M09,191
WI,2022,M10,0
WY,2020,M01,0
WY,2020,M02,0
WY,2020,M03,0
WY,2020,M04,7
WY,2020,M05,9
WY,2020,M06,4
WY,2020,M07,6
WY,2020,M08,11
WY,2020,M09,13
WY,2020,M10,37
WY,2020,M11,128
WY,2020,M12,223
WY,2021,M01,158
WY,2021,M02,75
WY,2021,M03,29
WY,2021,M04,7
WY,2021,M05,12
WY,2021,M06,28
WY,2021,M07,29
WY,2021,M08,82
WY,2021,M09,138
WY,2021,M10,178
WY,2021,M11,254
WY,2021,M12,98
WY,2022,M01,99
WY,2022,M02,111
WY,2022,M03,55
WY,2022,M04,21
WY,2022,M05,8
WY,2022,M06,14
WY,2022,M07,22
WY,2022,M08,25
WY,2022,M09,13
WY,2022,M10,0
