"State","Year","Period","S_Consumption"
"AL",2018,"M05",106365.825
"AL",2018,"M06",106661.45
"AL",2018,"M07",106957.075
"AL",2018,"M08",107252.7
"AL",2018,"M09",107548.325
"AL",2018,"M10",107843.95
"AL",2018,"M11",108139.575
"AL",2018,"M12",108435.2
"AL",2019,"M01",108909.833333333
"AL",2019,"M02",109384.466666667
"AL",2019,"M03",109859.1
"AL",2019,"M04",110333.733333333
"AL",2019,"M05",110808.366666667
"AL",2019,"M06",111283
"AL",2019,"M07",111757.633333333
"AL",2019,"M08",112232.266666667
"AL",2019,"M09",112706.9
"AL",2019,"M10",113181.533333333
"AL",2019,"M11",113656.166666667
"AL",2019,"M12",114130.8
"AL",2020,"M01",113737.95
"AL",2020,"M02",113345.1
"AL",2020,"M03",112952.25
"AL",2020,"M04",112559.4
"AL",2020,"M05",112166.55
"AL",2020,"M06",111773.7
"AL",2020,"M07",111380.85
"AL",2020,"M08",110988
"AL",2020,"M09",110595.15
"AL",2020,"M10",110202.3
"AL",2020,"M11",109809.45
"AL",2020,"M12",109416.6
"AL",2021,"M01",110355.6
"AL",2021,"M02",111294.6
"AL",2021,"M03",112233.6
"AL",2021,"M04",113172.6
"AL",2021,"M05",114111.6
"AL",2021,"M06",115050.6
"AL",2021,"M07",115989.6
"AL",2021,"M08",116928.6
"AL",2021,"M09",117867.6
"AL",2021,"M10",118806.6
"AL",2021,"M11",119745.6
"AL",2021,"M12",120684.6
"AL",2022,"M01",121589.441666667
"AL",2022,"M02",122494.283333333
"AL",2022,"M03",123399.125
"AL",2022,"M04",124303.966666667
"AL",2022,"M05",125208.808333333
"AL",2022,"M06",126113.65
"AL",2022,"M07",127018.491666667
"AL",2022,"M08",127923.333333333
"AL",2022,"M09",128828.175
"AL",2022,"M10",129733.016666667
"AL",2022,"M11",130637.858333333
"AL",2022,"M12",131542.7
"AK",2012,"M01",20774.4333333333
"AK",2012,"M02",20846.0666666667
"AK",2012,"M03",20917.7
"AK",2012,"M04",20989.3333333333
"AK",2012,"M05",21060.9666666667
"AK",2012,"M06",21132.6
"AK",2012,"M07",21204.2333333333
"AK",2012,"M08",21275.8666666667
"AK",2012,"M09",21347.5
"AK",2012,"M10",21419.1333333333
"AK",2012,"M11",21490.7666666667
"AK",2012,"M12",21562.4
"AK",2013,"M01",21609.075
"AK",2013,"M02",21655.75
"AK",2013,"M03",21702.425
"AK",2013,"M04",21749.1
"AK",2013,"M05",21795.775
"AK",2013,"M06",21842.45
"AK",2013,"M07",21889.125
"AK",2013,"M08",21935.8
"AK",2013,"M09",21982.475
"AK",2013,"M10",22029.15
"AK",2013,"M11",22075.825
"AK",2013,"M12",22122.5
"AK",2014,"M01",22181.7083333333
"AK",2014,"M02",22240.9166666667
"AK",2014,"M03",22300.125
"AK",2014,"M04",22359.3333333333
"AK",2014,"M05",22418.5416666667
"AK",2014,"M06",22477.75
"AK",2014,"M07",22536.9583333333
"AK",2014,"M08",22596.1666666667
"AK",2014,"M09",22655.375
"AK",2014,"M10",22714.5833333333
"AK",2014,"M11",22773.7916666667
"AK",2014,"M12",22833
"AK",2015,"M01",22888.5416666667
"AK",2015,"M02",22944.0833333333
"AK",2015,"M03",22999.625
"AK",2015,"M04",23055.1666666667
"AK",2015,"M05",23110.7083333333
"AK",2015,"M06",23166.25
"AK",2015,"M07",23221.7916666667
"AK",2015,"M08",23277.3333333333
"AK",2015,"M09",23332.875
"AK",2015,"M10",23388.4166666667
"AK",2015,"M11",23443.9583333333
"AK",2015,"M12",23499.5
"AK",2016,"M01",23558.8083333333
"AK",2016,"M02",23618.1166666667
"AK",2016,"M03",23677.425
"AK",2016,"M04",23736.7333333333
"AK",2016,"M05",23796.0416666667
"AK",2016,"M06",23855.35
"AK",2016,"M07",23914.6583333333
"AK",2016,"M08",23973.9666666667
"AK",2016,"M09",24033.275
"AK",2016,"M10",24092.5833333333
"AK",2016,"M11",24151.8916666667
"AK",2016,"M12",24211.2
"AK",2017,"M01",24273.0166666667
"AK",2017,"M02",24334.8333333333
"AK",2017,"M03",24396.65
"AK",2017,"M04",24458.4666666667
"AK",2017,"M05",24520.2833333333
"AK",2017,"M06",24582.1
"AK",2017,"M07",24643.9166666667
"AK",2017,"M08",24705.7333333333
"AK",2017,"M09",24767.55
"AK",2017,"M10",24829.3666666667
"AK",2017,"M11",24891.1833333333
"AK",2017,"M12",24953
"AK",2018,"M01",25029.3166666667
"AK",2018,"M02",25105.6333333333
"AK",2018,"M03",25181.95
"AK",2018,"M04",25258.2666666667
"AK",2018,"M05",25334.5833333333
"AK",2018,"M06",25410.9
"AK",2018,"M07",25487.2166666667
"AK",2018,"M08",25563.5333333333
"AK",2018,"M09",25639.85
"AK",2018,"M10",25716.1666666667
"AK",2018,"M11",25792.4833333333
"AK",2018,"M12",25868.8
"AK",2019,"M01",25921.45
"AK",2019,"M02",25974.1
"AK",2019,"M03",26026.75
"AK",2019,"M04",26079.4
"AK",2019,"M05",26132.05
"AK",2019,"M06",26184.7
"AK",2019,"M07",26237.35
"AK",2019,"M08",26290
"AK",2019,"M09",26342.65
"AK",2019,"M10",26395.3
"AK",2019,"M11",26447.95
"AK",2019,"M12",26500.6
"AK",2020,"M01",26315.6666666667
"AK",2020,"M02",26130.7333333333
"AK",2020,"M03",25945.8
"AK",2020,"M04",25760.8666666667
"AK",2020,"M05",25575.9333333333
"AK",2020,"M06",25391
"AK",2020,"M07",25206.0666666667
"AK",2020,"M08",25021.1333333333
"AK",2020,"M09",24836.2
"AK",2020,"M10",24651.2666666667
"AK",2020,"M11",24466.3333333333
"AK",2020,"M12",24281.4
"AK",2021,"M01",24547.6083333333
"AK",2021,"M02",24813.8166666667
"AK",2021,"M03",25080.025
"AK",2021,"M04",25346.2333333333
"AK",2021,"M05",25612.4416666667
"AK",2021,"M06",25878.65
"AK",2021,"M07",26144.8583333333
"AK",2021,"M08",26411.0666666667
"AK",2021,"M09",26677.275
"AK",2021,"M10",26943.4833333333
"AK",2021,"M11",27209.6916666667
"AK",2021,"M12",27475.9
"AK",2022,"M01",27718.8083333333
"AK",2022,"M02",27961.7166666667
"AK",2022,"M03",28204.625
"AK",2022,"M04",28447.5333333333
"AK",2022,"M05",28690.4416666667
"AK",2022,"M06",28933.35
"AK",2022,"M07",29176.2583333333
"AK",2022,"M08",29419.1666666667
"AK",2022,"M09",29662.075
"AK",2022,"M10",29904.9833333333
"AK",2022,"M11",30147.8916666667
"AK",2022,"M12",30390.8
"AZ",2012,"M01",135496
"AZ",2012,"M02",135853.9
"AZ",2012,"M03",136211.8
"AZ",2012,"M04",136569.7
"AZ",2012,"M05",136927.6
"AZ",2012,"M06",137285.5
"AZ",2012,"M07",137643.4
"AZ",2012,"M08",138001.3
"AZ",2012,"M09",138359.2
"AZ",2012,"M10",138717.1
"AZ",2012,"M11",139075
"AZ",2012,"M12",139432.9
"AZ",2013,"M01",139802.241666667
"AZ",2013,"M02",140171.583333333
"AZ",2013,"M03",140540.925
"AZ",2013,"M04",140910.266666667
"AZ",2013,"M05",141279.608333333
"AZ",2013,"M06",141648.95
"AZ",2013,"M07",142018.291666667
"AZ",2013,"M08",142387.633333333
"AZ",2013,"M09",142756.975
"AZ",2013,"M10",143126.316666667
"AZ",2013,"M11",143495.658333333
"AZ",2013,"M12",143865
"AZ",2014,"M01",144304.633333333
"AZ",2014,"M02",144744.266666667
"AZ",2014,"M03",145183.9
"AZ",2014,"M04",145623.533333333
"AZ",2014,"M05",146063.166666667
"AZ",2014,"M06",146502.8
"AZ",2014,"M07",146942.433333333
"AZ",2014,"M08",147382.066666667
"AZ",2014,"M09",147821.7
"AZ",2014,"M10",148261.333333333
"AZ",2014,"M11",148700.966666667
"AZ",2014,"M12",149140.6
"AZ",2015,"M01",149730.716666667
"AZ",2015,"M02",150320.833333333
"AZ",2015,"M03",150910.95
"AZ",2015,"M04",151501.066666667
"AZ",2015,"M05",152091.183333333
"AZ",2015,"M06",152681.3
"AZ",2015,"M07",153271.416666667
"AZ",2015,"M08",153861.533333333
"AZ",2015,"M09",154451.65
"AZ",2015,"M10",155041.766666667
"AZ",2015,"M11",155631.883333333
"AZ",2015,"M12",156222
"AZ",2016,"M01",156811.375
"AZ",2016,"M02",157400.75
"AZ",2016,"M03",157990.125
"AZ",2016,"M04",158579.5
"AZ",2016,"M05",159168.875
"AZ",2016,"M06",159758.25
"AZ",2016,"M07",160347.625
"AZ",2016,"M08",160937
"AZ",2016,"M09",161526.375
"AZ",2016,"M10",162115.75
"AZ",2016,"M11",162705.125
"AZ",2016,"M12",163294.5
"AZ",2017,"M01",164133.108333333
"AZ",2017,"M02",164971.716666667
"AZ",2017,"M03",165810.325
"AZ",2017,"M04",166648.933333333
"AZ",2017,"M05",167487.541666667
"AZ",2017,"M06",168326.15
"AZ",2017,"M07",169164.758333333
"AZ",2017,"M08",170003.366666667
"AZ",2017,"M09",170841.975
"AZ",2017,"M10",171680.583333333
"AZ",2017,"M11",172519.191666667
"AZ",2017,"M12",173357.8
"AZ",2018,"M01",174175.208333333
"AZ",2018,"M02",174992.616666667
"AZ",2018,"M03",175810.025
"AZ",2018,"M04",176627.433333333
"AZ",2018,"M05",177444.841666667
"AZ",2018,"M06",178262.25
"AZ",2018,"M07",179079.658333333
"AZ",2018,"M08",179897.066666667
"AZ",2018,"M09",180714.475
"AZ",2018,"M10",181531.883333333
"AZ",2018,"M11",182349.291666667
"AZ",2018,"M12",183166.7
"AZ",2019,"M01",183921.508333333
"AZ",2019,"M02",184676.316666667
"AZ",2019,"M03",185431.125
"AZ",2019,"M04",186185.933333333
"AZ",2019,"M05",186940.741666667
"AZ",2019,"M06",187695.55
"AZ",2019,"M07",188450.358333333
"AZ",2019,"M08",189205.166666667
"AZ",2019,"M09",189959.975
"AZ",2019,"M10",190714.783333333
"AZ",2019,"M11",191469.591666667
"AZ",2019,"M12",192224.4
"AZ",2020,"M01",191979.633333333
"AZ",2020,"M02",191734.866666667
"AZ",2020,"M03",191490.1
"AZ",2020,"M04",191245.333333333
"AZ",2020,"M05",191000.566666667
"AZ",2020,"M06",190755.8
"AZ",2020,"M07",190511.033333333
"AZ",2020,"M08",190266.266666667
"AZ",2020,"M09",190021.5
"AZ",2020,"M10",189776.733333333
"AZ",2020,"M11",189531.966666667
"AZ",2020,"M12",189287.2
"AZ",2021,"M01",191344.275
"AZ",2021,"M02",193401.35
"AZ",2021,"M03",195458.425
"AZ",2021,"M04",197515.5
"AZ",2021,"M05",199572.575
"AZ",2021,"M06",201629.65
"AZ",2021,"M07",203686.725
"AZ",2021,"M08",205743.8
"AZ",2021,"M09",207800.875
"AZ",2021,"M10",209857.95
"AZ",2021,"M11",211915.025
"AZ",2021,"M12",213972.1
"AZ",2022,"M01",215858.458333333
"AZ",2022,"M02",217744.816666667
"AZ",2022,"M03",219631.175
"AZ",2022,"M04",221517.533333333
"AZ",2022,"M05",223403.891666667
"AZ",2022,"M06",225290.25
"AZ",2022,"M07",227176.608333333
"AZ",2022,"M08",229062.966666667
"AZ",2022,"M09",230949.325
"AZ",2022,"M10",232835.683333333
"AZ",2022,"M11",234722.041666667
"AZ",2022,"M12",236608.4
"AR",2012,"M01",50860.1166666667
"AR",2012,"M02",50973.4333333333
"AR",2012,"M03",51086.75
"AR",2012,"M04",51200.0666666667
"AR",2012,"M05",51313.3833333333
"AR",2012,"M06",51426.7
"AR",2012,"M07",51540.0166666667
"AR",2012,"M08",51653.3333333333
"AR",2012,"M09",51766.65
"AR",2012,"M10",51879.9666666667
"AR",2012,"M11",51993.2833333333
"AR",2012,"M12",52106.6
"AR",2013,"M01",52206.8916666667
"AR",2013,"M02",52307.1833333333
"AR",2013,"M03",52407.475
"AR",2013,"M04",52507.7666666667
"AR",2013,"M05",52608.0583333333
"AR",2013,"M06",52708.35
"AR",2013,"M07",52808.6416666667
"AR",2013,"M08",52908.9333333333
"AR",2013,"M09",53009.225
"AR",2013,"M10",53109.5166666667
"AR",2013,"M11",53209.8083333333
"AR",2013,"M12",53310.1
"AR",2014,"M01",53529.725
"AR",2014,"M02",53749.35
"AR",2014,"M03",53968.975
"AR",2014,"M04",54188.6
"AR",2014,"M05",54408.225
"AR",2014,"M06",54627.85
"AR",2014,"M07",54847.475
"AR",2014,"M08",55067.1
"AR",2014,"M09",55286.725
"AR",2014,"M10",55506.35
"AR",2014,"M11",55725.975
"AR",2014,"M12",55945.6
"AR",2015,"M01",56186.15
"AR",2015,"M02",56426.7
"AR",2015,"M03",56667.25
"AR",2015,"M04",56907.8
"AR",2015,"M05",57148.35
"AR",2015,"M06",57388.9
"AR",2015,"M07",57629.45
"AR",2015,"M08",57870
"AR",2015,"M09",58110.55
"AR",2015,"M10",58351.1
"AR",2015,"M11",58591.65
"AR",2015,"M12",58832.2
"AR",2016,"M01",59065.8583333333
"AR",2016,"M02",59299.5166666667
"AR",2016,"M03",59533.175
"AR",2016,"M04",59766.8333333333
"AR",2016,"M05",60000.4916666667
"AR",2016,"M06",60234.15
"AR",2016,"M07",60467.8083333333
"AR",2016,"M08",60701.4666666667
"AR",2016,"M09",60935.125
"AR",2016,"M10",61168.7833333333
"AR",2016,"M11",61402.4416666667
"AR",2016,"M12",61636.1
"AR",2017,"M01",61801.975
"AR",2017,"M02",61967.85
"AR",2017,"M03",62133.725
"AR",2017,"M04",62299.6
"AR",2017,"M05",62465.475
"AR",2017,"M06",62631.35
"AR",2017,"M07",62797.225
"AR",2017,"M08",62963.1
"AR",2017,"M09",63128.975
"AR",2017,"M10",63294.85
"AR",2017,"M11",63460.725
"AR",2017,"M12",63626.6
"AR",2018,"M01",63890.775
"AR",2018,"M02",64154.95
"AR",2018,"M03",64419.125
"AR",2018,"M04",64683.3
"AR",2018,"M05",64947.475
"AR",2018,"M06",65211.65
"AR",2018,"M07",65475.825
"AR",2018,"M08",65740
"AR",2018,"M09",66004.175
"AR",2018,"M10",66268.35
"AR",2018,"M11",66532.525
"AR",2018,"M12",66796.7
"AR",2019,"M01",66929.7583333333
"AR",2019,"M02",67062.8166666667
"AR",2019,"M03",67195.875
"AR",2019,"M04",67328.9333333333
"AR",2019,"M05",67461.9916666667
"AR",2019,"M06",67595.05
"AR",2019,"M07",67728.1083333333
"AR",2019,"M08",67861.1666666667
"AR",2019,"M09",67994.225
"AR",2019,"M10",68127.2833333333
"AR",2019,"M11",68260.3416666667
"AR",2019,"M12",68393.4
"AR",2020,"M01",68315.925
"AR",2020,"M02",68238.45
"AR",2020,"M03",68160.975
"AR",2020,"M04",68083.5
"AR",2020,"M05",68006.025
"AR",2020,"M06",67928.55
"AR",2020,"M07",67851.075
"AR",2020,"M08",67773.6
"AR",2020,"M09",67696.125
"AR",2020,"M10",67618.65
"AR",2020,"M11",67541.175
"AR",2020,"M12",67463.7
"AR",2021,"M01",68040.0083333333
"AR",2021,"M02",68616.3166666667
"AR",2021,"M03",69192.625
"AR",2021,"M04",69768.9333333333
"AR",2021,"M05",70345.2416666667
"AR",2021,"M06",70921.55
"AR",2021,"M07",71497.8583333333
"AR",2021,"M08",72074.1666666667
"AR",2021,"M09",72650.475
"AR",2021,"M10",73226.7833333333
"AR",2021,"M11",73803.0916666667
"AR",2021,"M12",74379.4
"AR",2022,"M01",74917.8666666667
"AR",2022,"M02",75456.3333333333
"AR",2022,"M03",75994.8
"AR",2022,"M04",76533.2666666667
"AR",2022,"M05",77071.7333333333
"AR",2022,"M06",77610.2
"AR",2022,"M07",78148.6666666667
"AR",2022,"M08",78687.1333333333
"AR",2022,"M09",79225.6
"AR",2022,"M10",79764.0666666667
"AR",2022,"M11",80302.5333333333
"AR",2022,"M12",80841
"CA",2012,"M01",956836.116666667
"CA",2012,"M02",959898.433333333
"CA",2012,"M03",962960.75
"CA",2012,"M04",966023.066666667
"CA",2012,"M05",969085.383333333
"CA",2012,"M06",972147.7
"CA",2012,"M07",975210.016666667
"CA",2012,"M08",978272.333333333
"CA",2012,"M09",981334.65
"CA",2012,"M10",984396.966666667
"CA",2012,"M11",987459.283333333
"CA",2012,"M12",990521.6
"CA",2013,"M01",993434.975
"CA",2013,"M02",996348.35
"CA",2013,"M03",999261.725
"CA",2013,"M04",1002175.1
"CA",2013,"M05",1005088.475
"CA",2013,"M06",1008001.85
"CA",2013,"M07",1010915.225
"CA",2013,"M08",1013828.6
"CA",2013,"M09",1016741.975
"CA",2013,"M10",1019655.35
"CA",2013,"M11",1022568.725
"CA",2013,"M12",1025482.1
"CA",2014,"M01",1029624.24166667
"CA",2014,"M02",1033766.38333333
"CA",2014,"M03",1037908.525
"CA",2014,"M04",1042050.66666667
"CA",2014,"M05",1046192.80833333
"CA",2014,"M06",1050334.95
"CA",2014,"M07",1054477.09166667
"CA",2014,"M08",1058619.23333333
"CA",2014,"M09",1062761.375
"CA",2014,"M10",1066903.51666667
"CA",2014,"M11",1071045.65833333
"CA",2014,"M12",1075187.8
"CA",2015,"M01",1080030.925
"CA",2015,"M02",1084874.05
"CA",2015,"M03",1089717.175
"CA",2015,"M04",1094560.3
"CA",2015,"M05",1099403.425
"CA",2015,"M06",1104246.55
"CA",2015,"M07",1109089.675
"CA",2015,"M08",1113932.8
"CA",2015,"M09",1118775.925
"CA",2015,"M10",1123619.05
"CA",2015,"M11",1128462.175
"CA",2015,"M12",1133305.3
"CA",2016,"M01",1138365.175
"CA",2016,"M02",1143425.05
"CA",2016,"M03",1148484.925
"CA",2016,"M04",1153544.8
"CA",2016,"M05",1158604.675
"CA",2016,"M06",1163664.55
"CA",2016,"M07",1168724.425
"CA",2016,"M08",1173784.3
"CA",2016,"M09",1178844.175
"CA",2016,"M10",1183904.05
"CA",2016,"M11",1188963.925
"CA",2016,"M12",1194023.8
"CA",2017,"M01",1199287.60833333
"CA",2017,"M02",1204551.41666667
"CA",2017,"M03",1209815.225
"CA",2017,"M04",1215079.03333333
"CA",2017,"M05",1220342.84166667
"CA",2017,"M06",1225606.65
"CA",2017,"M07",1230870.45833333
"CA",2017,"M08",1236134.26666667
"CA",2017,"M09",1241398.075
"CA",2017,"M10",1246661.88333333
"CA",2017,"M11",1251925.69166667
"CA",2017,"M12",1257189.5
"CA",2018,"M01",1263561
"CA",2018,"M02",1269932.5
"CA",2018,"M03",1276304
"CA",2018,"M04",1282675.5
"CA",2018,"M05",1289047
"CA",2018,"M06",1295418.5
"CA",2018,"M07",1301790
"CA",2018,"M08",1308161.5
"CA",2018,"M09",1314533
"CA",2018,"M10",1320904.5
"CA",2018,"M11",1327276
"CA",2018,"M12",1333647.5
"CA",2019,"M01",1339040.73333333
"CA",2019,"M02",1344433.96666667
"CA",2019,"M03",1349827.2
"CA",2019,"M04",1355220.43333333
"CA",2019,"M05",1360613.66666667
"CA",2019,"M06",1366006.9
"CA",2019,"M07",1371400.13333333
"CA",2019,"M08",1376793.36666667
"CA",2019,"M09",1382186.6
"CA",2019,"M10",1387579.83333333
"CA",2019,"M11",1392973.06666667
"CA",2019,"M12",1398366.3
"CA",2020,"M01",1392609.78333333
"CA",2020,"M02",1386853.26666667
"CA",2020,"M03",1381096.75
"CA",2020,"M04",1375340.23333333
"CA",2020,"M05",1369583.71666667
"CA",2020,"M06",1363827.2
"CA",2020,"M07",1358070.68333333
"CA",2020,"M08",1352314.16666667
"CA",2020,"M09",1346557.65
"CA",2020,"M10",1340801.13333333
"CA",2020,"M11",1335044.61666667
"CA",2020,"M12",1329288.1
"CA",2021,"M01",1342550.94166667
"CA",2021,"M02",1355813.78333333
"CA",2021,"M03",1369076.625
"CA",2021,"M04",1382339.46666667
"CA",2021,"M05",1395602.30833333
"CA",2021,"M06",1408865.15
"CA",2021,"M07",1422127.99166667
"CA",2021,"M08",1435390.83333333
"CA",2021,"M09",1448653.675
"CA",2021,"M10",1461916.51666667
"CA",2021,"M11",1475179.35833333
"CA",2021,"M12",1488442.2
"CA",2022,"M01",1500230.31666667
"CA",2022,"M02",1512018.43333333
"CA",2022,"M03",1523806.55
