Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,PCEC,FixAss,Prod,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2019-03-01,0.5952487445202091,0.19947904207532627,0.4610988733910995,0.3144820044691631,0.15375181111546402,0.5991365755994148,0.24493337801662818,0.8061153578874218,0.8270664699549424,0.5416034092699008,0.4963855421686745,0.4913841022790423,0.6330749354005167,0.5444685466377439,0.5264270613107822,0.5669856459330145,0.6457286432160803,0.7376237623762376,0.8955628840001029,0.944568233898519,0.9474311608599714,1.0,0.2650602409638554,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.6102461835552806,0.6375661375661377,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.696285590457973,0.169975812667783,0.4310436072461439,0.29762781740596206,0.12246252574191446,0.5735943117901954,0.22078545623021018,0.809077941552979,0.8276645799274294,0.4997468165955419,0.6224899598393667,0.5136186770428033,0.627906976744186,0.5336225596529284,0.5116279069767441,0.5574162679425838,0.6356783919597989,0.7277227722772277,0.8949346360346424,0.9484851206011841,0.9474311608599714,1.0,0.2650602409638554,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.5536100520329739,0.6402116402116403,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.7352353403652233,0.17196927411423862,0.6263623929281021,0.4109415160784615,0.33468580919647745,0.7366908569490567,0.38402552821947616,0.8165026882703632,0.8206467562502493,0.3768776487352557,0.4803212851405537,0.36853807670927974,0.6201550387596898,0.5249457700650758,0.4947145877378435,0.5239234449760766,0.6030150753768844,0.698019801980198,0.8964294769905214,0.952393076495339,0.9474311608599714,0.9985754985754985,0.25301204819277107,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.40498285989435534,0.6322751322751324,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.7347255030711031,0.22959359965978257,0.6238562839041617,0.4096307466374999,0.33229889460457573,0.7344887235701544,0.3821697456172374,0.8245126366994623,0.8246341560668289,0.3556118578432116,0.5638554216867498,0.3702056698165695,0.5736434108527132,0.47071583514099774,0.4228329809725158,0.437799043062201,0.5201005025125627,0.6361386138613861,0.8978922585694197,0.9562921012832273,0.9474311608599714,0.9971509971509972,0.24096385542168672,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.40497562210225224,0.6296296296296297,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.6293563304430864,0.2317199585360019,0.5634770735881107,0.3750622212671423,0.26777478028696466,0.6837184132179742,0.3324747838035439,0.8249149628762664,0.8212448662227362,0.44050632220187935,0.5076305220883499,0.4146748193440758,0.5555555555555555,0.4511930585683297,0.4143763213530655,0.437799043062201,0.5175879396984925,0.6361386138613861,0.8946839676824805,0.9543409661164852,0.9474311608599714,0.9971509971509972,0.24096385542168672,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.4789903770229635,0.634920634920635,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,0.6475136658638191,0.2150812003295856,0.6540957347676426,0.427320302640982,0.3654988231075517,0.7596276820901006,0.40768658961544857,0.8211111517501188,0.8272259659476057,0.3966244930179258,0.4722891566265047,0.34741523068371977,0.5348837209302325,0.4186550976138828,0.3742071881606765,0.3564593301435407,0.4095477386934673,0.5247524752475248,0.8924327283623708,0.9523551000387869,0.9474311608599714,0.9957264957264959,0.24096385542168672,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.4418862562771654,0.5634920634920636,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,0.6420598149594972,0.2191478616803551,0.6260520159104881,0.41133052865647746,0.33568473522310494,0.7359965030559198,0.3847152107002392,0.8307304048864342,0.8262291159934607,0.41991563578260227,0.43694779116465954,0.36798221234018313,0.5142118863049095,0.4099783080260303,0.38054968287526425,0.375598086124402,0.42713567839195976,0.5346534653465347,0.8898525397005719,0.9503345030501326,0.9474311608599714,0.9957264957264959,0.25301204819277107,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.4602666248266547,0.5396825396825398,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.6440859267764666,0.219466815511788,0.519498838701719,0.35057795091505867,0.22240773733500363,0.6462080386975682,0.29743654532438396,0.8180022676566329,0.8231189441365286,0.46919830074865937,0.5076305220883499,0.44635908838243943,0.44702842377260976,0.3622559652928416,0.34038054968287523,0.3660287081339713,0.4296482412060301,0.5420792079207921,0.8885954698507068,0.9467361852078792,0.9474311608599714,0.9957264957264959,0.25301204819277107,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.5153587985364816,0.48412698412698424,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.669256490035681,0.2571033676208702,0.6472695374319468,0.4238059788097267,0.35912872886912706,0.7535866519039985,0.4027251276770822,0.8178559672287041,0.8265481079787871,0.43105485958319556,0.4040160642570313,0.3518621456364609,0.4082687338501292,0.34490238611713664,0.33192389006342493,0.3923444976076555,0.45477386934673364,0.5643564356435643,0.8886933321055382,0.9431434842438026,0.9474311608599714,0.9943019943019943,0.24096385542168672,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.4783136359715723,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.6368699709128142,0.2794301358211732,0.48034957618871715,0.32888725401952973,0.18226895691272602,0.6127360624384608,0.2664209333617895,0.8187337697962767,0.8220423461860521,0.42970465063766694,0.5807228915662688,0.4747081712062314,0.40051679586563305,0.3427331887201735,0.3276955602536998,0.40191387559808617,0.4673366834170854,0.5693069306930693,0.8870018530507565,0.9395564000586504,0.9474311608599714,0.9928774928774929,0.24096385542168672,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.47813718804845706,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.5069943163156887,0.29577651968210933,0.19522553305860896,0.6509429509759891,0.3124367874754649,0.15630570264862742,0.5042057379582217,0.8010679931238799,0.8312931137605168,0.4202531880189831,0.5710843373493893,0.4419121734296825,0.3953488372093023,0.3383947939262473,0.32346723044397463,0.3732057416267943,0.4422110552763819,0.5495049504950495,0.8826305077156884,0.9308195546829765,0.9956460353558837,0.9914529914529914,0.25301204819277107,0.0,0.0,0.5,0.5871946132535563,0.5657743813745963,0.6029467667766331,0.6029467667766331,0.6362793629852381,0.6619452688854106,0.0,0.0,0.5,0.5,0.5,0.45967215208634193,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
