State,Year,Period,Supply_3,Supply_4
ID,2019,M11,64.5,3
ID,2019,M12,64.4,3
ID,2020,M01,64.3,3
ID,2020,M02,64.1,3
ID,2020,M03,63.8,2.8
ID,2020,M04,62.6,11.8
ID,2020,M05,63.1,8.9
ID,2020,M06,62.9,7.3
ID,2020,M07,63,6.3
ID,2020,M08,62.9,5.3
ID,2020,M09,63,4.8
ID,2020,M10,62.9,4.3
ID,2020,M11,62.9,4.2
ID,2020,M12,62.9,4.2
ID,2021,M01,62.9,4
ID,2021,M02,62.9,4
ID,2021,M03,62.8,3.9
ID,2021,M04,62.8,3.8
ID,2021,M05,62.7,3.7
ID,2021,M06,62.7,3.7
ID,2021,M07,62.6,3.6
ID,2021,M08,62.5,3.5
ID,2021,M09,62.3,3.4
ID,2021,M10,62.2,3.2
ID,2021,M11,62,3.2
ID,2021,M12,61.8,3.1
ID,2022,M01,61.8,3
ID,2022,M02,61.8,2.8
ID,2022,M03,62,2.7
ID,2022,M04,62.1,2.6
ID,2022,M05,62.4,2.5
ID,2022,M06,62.5,2.5
ID,2022,M07,62.6,2.6
ID,2022,M08,62.7,2.7
ID,2022,M09,62.7,2.8
ID,2022,M10,NA,NA
ID,2022,M11,NA,NA
ID,2022,M12,NA,NA
IL,2012,M01,66,9.3
IL,2012,M02,65.9,9.1
IL,2012,M03,65.9,9
IL,2012,M04,65.8,9
IL,2012,M05,65.8,9
IL,2012,M06,65.9,9.1
IL,2012,M07,65.9,9
IL,2012,M08,65.9,9
IL,2012,M09,65.9,9
IL,2012,M10,65.9,9
IL,2012,M11,65.9,9
IL,2012,M12,65.8,9.1
IL,2013,M01,65.7,9.2
IL,2013,M02,65.6,9.3
IL,2013,M03,65.6,9.3
IL,2013,M04,65.5,9.3
IL,2013,M05,65.5,9.2
IL,2013,M06,65.5,9.2
IL,2013,M07,65.4,9.2
IL,2013,M08,65.4,9.1
IL,2013,M09,65.2,9
IL,2013,M10,65.2,8.8
IL,2013,M11,65.1,8.7
IL,2013,M12,65.1,8.6
IL,2014,M01,65.1,8.4
IL,2014,M02,65.1,8.1
IL,2014,M03,65.1,7.9
IL,2014,M04,65,7.6
IL,2014,M05,64.9,7.4
IL,2014,M06,64.8,7.2
IL,2014,M07,64.7,7
IL,2014,M08,64.7,6.8
IL,2014,M09,64.7,6.6
IL,2014,M10,64.7,6.5
IL,2014,M11,64.6,6.3
IL,2014,M12,64.6,6.2
IL,2015,M01,64.5,6.1
IL,2015,M02,64.5,6.1
IL,2015,M03,64.6,6
IL,2015,M04,64.7,6
IL,2015,M05,64.7,6
IL,2015,M06,64.8,6
IL,2015,M07,64.8,5.9
IL,2015,M08,64.8,5.9
IL,2015,M09,64.8,5.9
IL,2015,M10,64.9,5.9
IL,2015,M11,65.1,6
IL,2015,M12,65.3,6.1
IL,2016,M01,65.5,6.2
IL,2016,M02,65.6,6.2
IL,2016,M03,65.6,6.2
IL,2016,M04,65.6,6.1
IL,2016,M05,65.5,6
IL,2016,M06,65.4,5.9
IL,2016,M07,65.3,5.8
IL,2016,M08,65.2,5.8
IL,2016,M09,65.1,5.7
IL,2016,M10,65,5.7
IL,2016,M11,64.9,5.6
IL,2016,M12,64.8,5.4
IL,2017,M01,64.7,5.3
IL,2017,M02,64.7,5.1
IL,2017,M03,64.7,5
IL,2017,M04,64.6,4.9
IL,2017,M05,64.7,4.9
IL,2017,M06,64.7,4.9
IL,2017,M07,64.7,5
IL,2017,M08,64.7,5
IL,2017,M09,64.7,4.9
IL,2017,M10,64.7,4.9
IL,2017,M11,64.7,4.8
IL,2017,M12,64.7,4.7
IL,2018,M01,64.7,4.5
IL,2018,M02,64.7,4.4
IL,2018,M03,64.8,4.4
IL,2018,M04,64.8,4.3
IL,2018,M05,64.8,4.3
IL,2018,M06,64.8,4.2
IL,2018,M07,64.8,4.3
IL,2018,M08,64.8,4.3
IL,2018,M09,64.8,4.4
IL,2018,M10,64.8,4.4
IL,2018,M11,64.9,4.5
IL,2018,M12,65,4.5
IL,2019,M01,65.1,4.5
IL,2019,M02,65.1,4.5
IL,2019,M03,65.1,4.3
IL,2019,M04,65.1,4.1
IL,2019,M05,65,4
IL,2019,M06,64.9,3.8
IL,2019,M07,64.9,3.8
IL,2019,M08,64.8,3.7
IL,2019,M09,64.7,3.7
IL,2019,M10,64.6,3.7
IL,2019,M11,64.6,3.6
IL,2019,M12,64.5,3.6
IL,2020,M01,64.5,3.7
IL,2020,M02,64.5,3.8
IL,2020,M03,64,4.9
IL,2020,M04,63,17.4
IL,2020,M05,63.1,14.5
IL,2020,M06,62.7,12.7
IL,2020,M07,62.8,11.5
IL,2020,M08,62.4,9.8
IL,2020,M09,62.5,9
IL,2020,M10,62.3,8.1
IL,2020,M11,62.3,7.7
IL,2020,M12,62.4,7.5
IL,2021,M01,62.3,7.1
IL,2021,M02,62.4,6.9
IL,2021,M03,62.6,6.7
IL,2021,M04,62.7,6.6
IL,2021,M05,62.8,6.5
IL,2021,M06,63,6.5
IL,2021,M07,63,6.2
IL,2021,M08,63.1,6
IL,2021,M09,63.1,5.5
IL,2021,M10,63.3,5.3
IL,2021,M11,63.2,5.1
IL,2021,M12,63.3,5.1
IL,2022,M01,63.7,5
IL,2022,M02,63.9,4.8
IL,2022,M03,64.2,4.7
IL,2022,M04,64.5,4.6
IL,2022,M05,64.6,4.6
IL,2022,M06,64.6,4.5
IL,2022,M07,64.6,4.4
IL,2022,M08,64.6,4.5
IL,2022,M09,64.5,4.5
IL,2022,M10,NA,NA
IL,2022,M11,NA,NA
IL,2022,M12,NA,NA
IN,2012,M01,63.7,8.4
IN,2012,M02,63.5,8.3
IN,2012,M03,63.3,8.2
IN,2012,M04,63.1,8.2
IN,2012,M05,63,8.2
IN,2012,M06,62.9,8.2
IN,2012,M07,62.8,8.2
IN,2012,M08,62.8,8.2
IN,2012,M09,62.8,8.2
IN,2012,M10,62.9,8.2
IN,2012,M11,62.9,8.2
IN,2012,M12,62.9,8.2
IN,2013,M01,62.9,8.2
IN,2013,M02,62.9,8.2
IN,2013,M03,62.9,8.1
IN,2013,M04,62.9,8
IN,2013,M05,63,7.8
IN,2013,M06,63,7.7
IN,2013,M07,63.1,7.5
IN,2013,M08,63.2,7.3
IN,2013,M09,63.2,7.1
IN,2013,M10,63.2,6.9
IN,2013,M11,63.2,6.7
IN,2013,M12,63.2,6.5
IN,2014,M01,63.2,6.4
IN,2014,M02,63.2,6.3
IN,2014,M03,63.3,6.2
IN,2014,M04,63.4,6.1
IN,2014,M05,63.4,6.1
IN,2014,M06,63.4,6
IN,2014,M07,63.4,5.9
IN,2014,M08,63.4,5.8
IN,2014,M09,63.5,5.8
IN,2014,M10,63.5,5.7
IN,2014,M11,63.5,5.6
IN,2014,M12,63.5,5.5
IN,2015,M01,63.5,5.4
IN,2015,M02,63.5,5.2
IN,2015,M03,63.5,5.1
IN,2015,M04,63.6,4.9
IN,2015,M05,63.6,4.8
IN,2015,M06,63.7,4.7
IN,2015,M07,63.8,4.6
IN,2015,M08,63.9,4.6
IN,2015,M09,64,4.5
IN,2015,M10,64.1,4.5
IN,2015,M11,64.3,4.5
IN,2015,M12,64.6,4.6
IN,2016,M01,64.8,4.6
IN,2016,M02,64.9,4.6
IN,2016,M03,65,4.6
IN,2016,M04,65,4.6
IN,2016,M05,64.9,4.5
IN,2016,M06,64.9,4.4
IN,2016,M07,64.8,4.4
IN,2016,M08,64.7,4.3
IN,2016,M09,64.6,4.2
IN,2016,M10,64.5,4.1
IN,2016,M11,64.4,4.1
IN,2016,M12,64.3,4
IN,2017,M01,64.1,3.8
IN,2017,M02,64.1,3.7
IN,2017,M03,64.2,3.5
IN,2017,M04,64.2,3.4
IN,2017,M05,64.3,3.4
IN,2017,M06,64.3,3.4
IN,2017,M07,64.3,3.5
IN,2017,M08,64.3,3.5
IN,2017,M09,64.2,3.5
IN,2017,M10,64.2,3.5
IN,2017,M11,64.2,3.4
IN,2017,M12,64.2,3.3
IN,2018,M01,64.3,3.3
IN,2018,M02,64.5,3.3
IN,2018,M03,64.7,3.3
IN,2018,M04,65,3.3
IN,2018,M05,65.1,3.4
IN,2018,M06,65.1,3.4
IN,2018,M07,65.1,3.4
IN,2018,M08,65,3.5
IN,2018,M09,64.8,3.5
IN,2018,M10,64.8,3.5
IN,2018,M11,64.7,3.5
IN,2018,M12,64.8,3.5
IN,2019,M01,64.8,3.5
IN,2019,M02,64.7,3.4
IN,2019,M03,64.6,3.3
IN,2019,M04,64.5,3.2
IN,2019,M05,64.4,3.2
IN,2019,M06,64.4,3.2
IN,2019,M07,64.4,3.2
IN,2019,M08,64.4,3.3
IN,2019,M09,64.5,3.3
IN,2019,M10,64.5,3.3
IN,2019,M11,64.5,3.3
IN,2019,M12,64.4,3.3
IN,2020,M01,64.3,3.4
IN,2020,M02,64,3.4
IN,2020,M03,62.5,3.5
IN,2020,M04,60.8,16.8
IN,2020,M05,62.2,12.3
IN,2020,M06,62.3,10.2
IN,2020,M07,62.8,8.8
IN,2020,M08,62.7,7.2
IN,2020,M09,63.1,6.3
IN,2020,M10,63,5.5
IN,2020,M11,63,5.1
IN,2020,M12,63,4.8
IN,2021,M01,62.9,4.5
IN,2021,M02,62.9,4.3
IN,2021,M03,62.9,4.2
IN,2021,M04,62.9,4.1
IN,2021,M05,62.9,4
IN,2021,M06,62.8,3.9
IN,2021,M07,62.6,3.7
IN,2021,M08,62.3,3.4
IN,2021,M09,62.1,3.1
IN,2021,M10,61.9,2.8
IN,2021,M11,61.9,2.7
IN,2021,M12,61.9,2.7
IN,2022,M01,61.9,2.4
IN,2022,M02,62.1,2.3
IN,2022,M03,62.4,2.2
IN,2022,M04,62.6,2.2
IN,2022,M05,62.9,2.2
IN,2022,M06,63.1,2.4
IN,2022,M07,63.4,2.6
IN,2022,M08,63.4,2.8
IN,2022,M09,63.4,2.8
IN,2022,M10,NA,NA
IN,2022,M11,NA,NA
IN,2022,M12,NA,NA
KS,2012,M01,68.9,5.9
KS,2012,M02,68.8,5.9
KS,2012,M03,68.7,5.8
KS,2012,M04,68.6,5.8
KS,2012,M05,68.5,5.8
KS,2012,M06,68.5,5.7
KS,2012,M07,68.4,5.7
KS,2012,M08,68.5,5.6
KS,2012,M09,68.5,5.6
KS,2012,M10,68.5,5.6
KS,2012,M11,68.5,5.6
KS,2012,M12,68.5,5.6
KS,2013,M01,68.4,5.6
KS,2013,M02,68.4,5.5
KS,2013,M03,68.4,5.5
KS,2013,M04,68.3,5.4
KS,2013,M05,68.3,5.4
KS,2013,M06,68.3,5.4
KS,2013,M07,68.3,5.3
KS,2013,M08,68.2,5.3
KS,2013,M09,68.1,5.2
KS,2013,M10,68,5.1
KS,2013,M11,68,5
KS,2013,M12,68,4.9
KS,2014,M01,68.1,4.8
KS,2014,M02,68.1,4.7
KS,2014,M03,68.2,4.7
KS,2014,M04,68.2,4.6
KS,2014,M05,68.2,4.6
KS,2014,M06,68.2,4.5
KS,2014,M07,68.1,4.5
KS,2014,M08,68.1,4.4
KS,2014,M09,68,4.4
KS,2014,M10,68,4.3
KS,2014,M11,68,4.3
KS,2014,M12,67.9,4.3
KS,2015,M01,67.9,4.3
KS,2015,M02,67.9,4.4
KS,2015,M03,67.8,4.4
KS,2015,M04,67.8,4.4
KS,2015,M05,67.8,4.3
KS,2015,M06,67.7,4.2
KS,2015,M07,67.7,4.1
KS,2015,M08,67.7,4
KS,2015,M09,67.7,4
KS,2015,M10,67.7,3.9
KS,2015,M11,67.7,3.9
KS,2015,M12,67.8,3.9
KS,2016,M01,67.8,3.9
KS,2016,M02,67.7,3.9
KS,2016,M03,67.7,3.9
KS,2016,M04,67.6,4
KS,2016,M05,67.5,4
KS,2016,M06,67.4,4
KS,2016,M07,67.3,4.1
KS,2016,M08,67.2,4.1
KS,2016,M09,67.2,4.1
KS,2016,M10,67.1,4.1
KS,2016,M11,67,4.1
KS,2016,M12,67,4
KS,2017,M01,66.9,3.9
KS,2017,M02,66.9,3.8
KS,2017,M03,66.9,3.7
KS,2017,M04,66.9,3.6
KS,2017,M05,66.9,3.6
KS,2017,M06,67,3.6
KS,2017,M07,67,3.6
KS,2017,M08,66.9,3.6
KS,2017,M09,66.8,3.6
KS,2017,M10,66.7,3.5
KS,2017,M11,66.5,3.5
KS,2017,M12,66.5,3.4
KS,2018,M01,66.4,3.4
KS,2018,M02,66.5,3.3
KS,2018,M03,66.6,3.3
KS,2018,M04,66.7,3.3
KS,2018,M05,66.7,3.2
KS,2018,M06,66.7,3.2
KS,2018,M07,66.7,3.2
KS,2018,M08,66.6,3.2
KS,2018,M09,66.6,3.3
KS,2018,M10,66.5,3.3
KS,2018,M11,66.6,3.3
KS,2018,M12,66.6,3.3
KS,2019,M01,66.6,3.3
KS,2019,M02,66.7,3.2
KS,2019,M03,66.7,3.1
KS,2019,M04,66.7,3.1
KS,2019,M05,66.8,3.1
KS,2019,M06,66.8,3.1
KS,2019,M07,66.9,3.1
KS,2019,M08,66.9,3.1
KS,2019,M09,67,3.1
KS,2019,M10,67,3.1
KS,2019,M11,67,3.1
KS,2019,M12,67,3.1
KS,2020,M01,66.9,3.1
KS,2020,M02,66.7,3.1
KS,2020,M03,66.5,3.1
KS,2020,M04,66.1,12.2
KS,2020,M05,66.3,9
KS,2020,M06,65.9,7.2
KS,2020,M07,66.2,6.4
KS,2020,M08,66.3,5.6
KS,2020,M09,66.5,5.2
KS,2020,M10,66.5,4.7
KS,2020,M11,66.5,4.4
KS,2020,M12,66.5,4.2
KS,2021,M01,66.3,3.8
KS,2021,M02,66.3,3.6
KS,2021,M03,66.3,3.5
KS,2021,M04,66.4,3.5
KS,2021,M05,66.5,3.4
KS,2021,M06,66.5,3.5
KS,2021,M07,66.5,3.4
KS,2021,M08,66.4,3.2
KS,2021,M09,66.3,3
KS,2021,M10,66.2,2.9
KS,2021,M11,66.2,2.8
KS,2021,M12,66.1,2.8
KS,2022,M01,66.1,2.6
KS,2022,M02,66.2,2.5
KS,2022,M03,66.2,2.4
KS,2022,M04,66.3,2.4
KS,2022,M05,66.5,2.3
KS,2022,M06,66.5,2.4
KS,2022,M07,66.4,2.4
KS,2022,M08,66.2,2.5
KS,2022,M09,66.1,2.6
KS,2022,M10,NA,NA
KS,2022,M11,NA,NA
KS,2022,M12,NA,NA
KY,2012,M01,60.7,8.5
KY,2012,M02,60.6,8.4
KY,2012,M03,60.5,8.2
KY,2012,M04,60.6,8.2
KY,2012,M05,60.6,8.2
KY,2012,M06,60.7,8.2
KY,2012,M07,60.8,8.2
KY,2012,M08,60.9,8.2
KY,2012,M09,61,8.1
KY,2012,M10,61,8.1
KY,2012,M11,61,8.1
KY,2012,M12,61,8
KY,2013,M01,60.9,8
KY,2013,M02,60.8,8
KY,2013,M03,60.7,8
KY,2013,M04,60.6,8
KY,2013,M05,60.5,8
KY,2013,M06,60.5,8
KY,2013,M07,60.4,8
KY,2013,M08,60.2,8
KY,2013,M09,60,7.9
KY,2013,M10,59.8,7.8
KY,2013,M11,59.6,7.7
KY,2013,M12,59.5,7.6
KY,2014,M01,59.4,7.5
KY,2014,M02,59.3,7.3
KY,2014,M03,59.1,7.2
KY,2014,M04,59,7
KY,2014,M05,58.8,6.7
KY,2014,M06,58.6,6.5
KY,2014,M07,58.4,6.3
KY,2014,M08,58.2,6
KY,2014,M09,58.1,5.9
KY,2014,M10,58,5.7
KY,2014,M11,57.8,5.5
KY,2014,M12,57.7,5.4
KY,2015,M01,57.7,5.3
KY,2015,M02,57.6,5.3
KY,2015,M03,57.5,5.3
KY,2015,M04,57.5,5.3
KY,2015,M05,57.5,5.2
KY,2015,M06,57.4,5.2
KY,2015,M07,57.3,5.2
KY,2015,M08,57.3,5.2
KY,2015,M09,57.3,5.2
KY,2015,M10,57.4,5.2
KY,2015,M11,57.6,5.2
KY,2015,M12,57.7,5.2
KY,2016,M01,57.8,5.2
KY,2016,M02,57.9,5.1
KY,2016,M03,58,5.1
KY,2016,M04,58,5
KY,2016,M05,58.1,4.9
KY,2016,M06,58.2,4.9
KY,2016,M07,58.3,4.9
KY,2016,M08,58.4,5
KY,2016,M09,58.5,5
KY,2016,M10,58.6,5.1
KY,2016,M11,58.6,5.1
KY,2016,M12,58.7,5.1
KY,2017,M01,58.7,5.1
KY,2017,M02,58.8,5
KY,2017,M03,58.9,5
KY,2017,M04,58.9,5
KY,2017,M05,59,4.9
KY,2017,M06,59,4.9
KY,2017,M07,58.9,4.8
KY,2017,M08,58.9,4.8
KY,2017,M09,58.8,4.6
KY,2017,M10,58.7,4.5
KY,2017,M11,58.6,4.4
KY,2017,M12,58.6,4.3
KY,2018,M01,58.6,4.2
KY,2018,M02,58.7,4.2
KY,2018,M03,58.7,4.2
KY,2018,M04,58.8,4.2
KY,2018,M05,58.9,4.2
KY,2018,M06,58.8,4.2
KY,2018,M07,58.8,4.2
KY,2018,M08,58.7,4.2
KY,2018,M09,58.6,4.2
KY,2018,M10,58.5,4.2
KY,2018,M11,58.5,4.2
KY,2018,M12,58.5,4.2
KY,2019,M01,58.6,4.2
KY,2019,M02,58.6,4.1
KY,2019,M03,58.7,4.1
KY,2019,M04,58.8,4.1
KY,2019,M05,58.8,4.1
KY,2019,M06,58.9,4.1
KY,2019,M07,59,4.1
KY,2019,M08,59,4.1
KY,2019,M09,59.1,4.1
KY,2019,M10,59.1,4
KY,2019,M11,59.1,4
KY,2019,M12,59,4
KY,2020,M01,58.9,4
KY,2020,M02,58.6,4.1
KY,2020,M03,58.4,4.1
KY,2020,M04,58,16.5
KY,2020,M05,58.4,12.6
KY,2020,M06,54.7,5.1
KY,2020,M07,55.9,5.7
KY,2020,M08,56.2,5.2
KY,2020,M09,56.6,5.1
KY,2020,M10,56.8,4.9
KY,2020,M11,56.9,4.9
KY,2020,M12,57,4.9
KY,2021,M01,57.1,4.8
KY,2021,M02,57.2,4.7
KY,2021,M03,57.3,4.7
KY,2021,M04,57.5,4.7
KY,2021,M05,57.6,4.7
KY,2021,M06,57.6,4.8
KY,2021,M07,57.7,4.8
KY,2021,M08,57.8,4.8
KY,2021,M09,57.8,4.7
KY,2021,M10,57.9,4.6
KY,2021,M11,57.9,4.6
KY,2021,M12,57.9,4.6
KY,2022,M01,58,4.4
KY,2022,M02,58,4.2
KY,2022,M03,58.1,4
KY,2022,M04,58.1,3.9
KY,2022,M05,58.2,3.8
KY,2022,M06,58.1,3.7
KY,2022,M07,58.1,3.7
KY,2022,M08,58,3.8
KY,2022,M09,58,3.8
KY,2022,M10,NA,NA
KY,2022,M11,NA,NA
KY,2022,M12,NA,NA
LA,2012,M01,59.8,7.1
LA,2012,M02,59.8,7.1
LA,2012,M03,59.8,7
LA,2012,M04,59.8,7
LA,2012,M05,59.8,6.9
LA,2012,M06,59.7,6.8
LA,2012,M07,59.6,6.7
LA,2012,M08,59.6,6.6
LA,2012,M09,59.5,6.5
LA,2012,M10,59.5,6.4
LA,2012,M11,59.6,6.5
LA,2012,M12,59.7,6.6
LA,2013,M01,59.7,6.7
LA,2013,M02,59.7,6.8
LA,2013,M03,59.7,6.8
LA,2013,M04,59.7,6.7
LA,2013,M05,59.7,6.7
LA,2013,M06,59.7,6.6
LA,2013,M07,59.7,6.5
LA,2013,M08,59.6,6.4
LA,2013,M09,59.5,6.2
LA,2013,M10,59.5,6
LA,2013,M11,59.4,5.9
LA,2013,M12,59.4,5.7
LA,2014,M01,59.5,5.6
LA,2014,M02,59.5,5.6
LA,2014,M03,59.7,5.7
LA,2014,M04,59.8,5.8
LA,2014,M05,60,6
LA,2014,M06,60.3,6.2
LA,2014,M07,60.5,6.4
LA,2014,M08,60.8,6.6
LA,2014,M09,61,6.7
LA,2014,M10,61.1,6.8
LA,2014,M11,61.2,6.8
LA,2014,M12,61.1,6.8
LA,2015,M01,61,6.8
LA,2015,M02,60.9,6.7
LA,2015,M03,60.8,6.6
LA,2015,M04,60.7,6.5
LA,2015,M05,60.5,6.4
LA,2015,M06,60.4,6.3
LA,2015,M07,60.2,6.1
LA,2015,M08,60,6.1
LA,2015,M09,59.8,6
LA,2015,M10,59.7,6
LA,2015,M11,59.7,6
LA,2015,M12,59.7,6
LA,2016,M01,59.7,6
LA,2016,M02,59.6,6.1
LA,2016,M03,59.6,6.1
LA,2016,M04,59.5,6.1
LA,2016,M05,59.4,6.1
LA,2016,M06,59.4,6.1
LA,2016,M07,59.3,6.1
LA,2016,M08,59.2,6.1
LA,2016,M09,59,6.1
LA,2016,M10,58.9,6.1
LA,2016,M11,58.8,6
LA,2016,M12,58.8,5.9
LA,2017,M01,58.8,5.8
LA,2017,M02,58.8,5.7
LA,2017,M03,58.8,5.5
LA,2017,M04,58.8,5.4
LA,2017,M05,58.8,5.2
LA,2017,M06,58.8,5.1
LA,2017,M07,58.8,4.9
LA,2017,M08,58.7,4.8
LA,2017,M09,58.7,4.8
LA,2017,M10,58.7,4.7
LA,2017,M11,58.8,4.7
LA,2017,M12,58.8,4.7
LA,2018,M01,58.9,4.7
LA,2018,M02,59,4.8
LA,2018,M03,59.2,4.8
LA,2018,M04,59.2,4.9
LA,2018,M05,59.2,4.9
LA,2018,M06,59.1,4.9
LA,2018,M07,58.9,4.8
LA,2018,M08,58.8,4.8
LA,2018,M09,58.7,4.8
LA,2018,M10,58.6,4.8
LA,2018,M11,58.7,4.8
LA,2018,M12,58.8,4.8
LA,2019,M01,58.8,4.8
LA,2019,M02,58.9,4.7
LA,2019,M03,58.9,4.5
LA,2019,M04,58.8,4.4
LA,2019,M05,58.7,4.3
LA,2019,M06,58.7,4.3
LA,2019,M07,58.7,4.4
LA,2019,M08,58.7,4.6
LA,2019,M09,58.8,4.7
LA,2019,M10,58.9,4.8
LA,2019,M11,58.9,4.9
LA,2019,M12,58.9,5.1
LA,2020,M01,58.8,5.2
LA,2020,M02,58.6,5.2
LA,2020,M03,59.4,6.8
LA,2020,M04,55.5,13.5
LA,2020,M05,56.6,12.3
LA,2020,M06,56.7,11
LA,2020,M07,57.4,10.5
LA,2020,M08,57.5,9.4
LA,2020,M09,57.8,8.9
LA,2020,M10,57.6,8
LA,2020,M11,57.6,7.4
LA,2020,M12,57.6,7
LA,2021,M01,57.5,6.5
LA,2021,M02,57.6,6.3
LA,2021,M03,57.8,6.1
LA,2021,M04,57.9,6.1
LA,2021,M05,58,5.9
LA,2021,M06,58.1,5.8
LA,2021,M07,57.9,5.5
LA,2021,M08,57.8,5.2
LA,2021,M09,57.7,4.8
LA,2021,M10,57.7,4.6
LA,2021,M11,57.7,4.5
LA,2021,M12,57.8,4.4
LA,2022,M01,58,4.3
LA,2022,M02,58.2,4.3
LA,2022,M03,58.6,4.2
LA,2022,M04,58.9,4.1
LA,2022,M05,59,4
LA,2022,M06,59,3.8
LA,2022,M07,58.9,3.7
LA,2022,M08,58.7,3.5
LA,2022,M09,58.5,3.4
LA,2022,M10,NA,NA
LA,2022,M11,NA,NA
LA,2022,M12,NA,NA
MA,2012,M01,65.7,6.7
MA,2012,M02,65.6,6.7
MA,2012,M03,65.6,6.7
MA,2012,M04,65.6,6.7
MA,2012,M05,65.6,6.7
MA,2012,M06,65.5,6.7
MA,2012,M07,65.5,6.7
MA,2012,M08,65.5,6.7
MA,2012,M09,65.5,6.7
MA,2012,M10,65.5,6.7
MA,2012,M11,65.4,6.7
MA,2012,M12,65.3,6.7
MA,2013,M01,65.3,6.7
MA,2013,M02,65.2,6.8
MA,2013,M03,65.2,6.8
MA,2013,M04,65.2,6.8
MA,2013,M05,65.2,6.7
MA,2013,M06,65.1,6.7
MA,2013,M07,65.1,6.7
MA,2013,M08,65,6.7
MA,2013,M09,64.9,6.6
MA,2013,M10,64.8,6.5
MA,2013,M11,64.8,6.4
MA,2013,M12,64.8,6.3
MA,2014,M01,64.9,6.2
MA,2014,M02,65,6.1
MA,2014,M03,65.1,6
MA,2014,M04,65.2,5.9
MA,2014,M05,65.2,5.9
MA,2014,M06,65.3,5.8
MA,2014,M07,65.3,5.7
MA,2014,M08,65.5,5.6
MA,2014,M09,65.6,5.6
MA,2014,M10,65.7,5.5
MA,2014,M11,65.7,5.4
MA,2014,M12,65.7,5.2
MA,2015,M01,65.6,5.2
MA,2015,M02,65.6,5.1
MA,2015,M03,65.5,5
MA,2015,M04,65.4,5
MA,2015,M05,65.4,4.9
MA,2015,M06,65.3,4.8
MA,2015,M07,65.1,4.7
MA,2015,M08,65,4.7
MA,2015,M09,64.9,4.6
MA,2015,M10,64.9,4.6
MA,2015,M11,64.9,4.5
MA,2015,M12,65,4.4
MA,2016,M01,65,4.4
MA,2016,M02,65.1,4.3
MA,2016,M03,65.1,4.2
MA,2016,M04,65.1,4.1
MA,2016,M05,65.2,4.1
MA,2016,M06,65.2,4
MA,2016,M07,65.3,3.9
MA,2016,M08,65.3,3.9
MA,2016,M09,65.4,3.9
MA,2016,M10,65.4,3.9
MA,2016,M11,65.4,3.9
MA,2016,M12,65.5,3.9
MA,2017,M01,65.5,3.8
MA,2017,M02,65.6,3.8
MA,2017,M03,65.7,3.8
MA,2017,M04,65.8,3.8
MA,2017,M05,65.9,3.8
MA,2017,M06,65.9,3.8
MA,2017,M07,65.9,3.8
MA,2017,M08,66,3.8
MA,2017,M09,66,3.8
MA,2017,M10,66,3.8
MA,2017,M11,66,3.8
MA,2017,M12,66.1,3.7
MA,2018,M01,66.3,3.7
MA,2018,M02,66.5,3.6
MA,2018,M03,66.7,3.6
MA,2018,M04,66.9,3.5
MA,2018,M05,67.1,3.5
MA,2018,M06,67.1,3.5
MA,2018,M07,67.1,3.4
MA,2018,M08,67.1,3.4
MA,2018,M09,67,3.3
MA,2018,M10,67,3.3
MA,2018,M11,67,3.3
MA,2018,M12,67,3.3
MA,2019,M01,67.1,3.2
MA,2019,M02,67.1,3.2
MA,2019,M03,67.1,3.1
MA,2019,M04,67.1,3.1
MA,2019,M05,67.1,3.1
MA,2019,M06,67,3
MA,2019,M07,67,3
MA,2019,M08,66.9,3
MA,2019,M09,66.8,3
MA,2019,M10,66.8,3
MA,2019,M11,66.7,3
MA,2019,M12,66.6,3
MA,2020,M01,66.3,3
MA,2020,M02,65.9,2.9
MA,2020,M03,65.5,2.9
MA,2020,M04,60.5,17.1
MA,2020,M05,64.7,15.5
MA,2020,M06,65.6,14.4
MA,2020,M07,65.8,12.7
MA,2020,M08,65.4,10.6
MA,2020,M09,65.8,9.9
MA,2020,M10,65.4,8.6
MA,2020,M11,65.4,8.1
MA,2020,M12,65.4,7.7
MA,2021,M01,65.2,7.1
MA,2021,M02,65.1,6.7
MA,2021,M03,65.2,6.4
MA,2021,M04,65.4,6.3
MA,2021,M05,65.4,5.9
MA,2021,M06,65.7,6
MA,2021,M07,65.6,5.7
MA,2021,M08,65.7,5.5
MA,2021,M09,65.6,5.1
MA,2021,M10,65.7,5
MA,2021,M11,65.6,4.8
MA,2021,M12,65.5,4.6
MA,2022,M01,65.8,4.8
MA,2022,M02,65.9,4.7
MA,2022,M03,66,4.3
MA,2022,M04,66,4.1
MA,2022,M05,66,3.9
MA,2022,M06,66,3.7
MA,2022,M07,65.8,3.5
MA,2022,M08,65.8,3.6
MA,2022,M09,65.6,3.4
MA,2022,M10,NA,NA
MA,2022,M11,NA,NA
MA,2022,M12,NA,NA
MD,2012,M01,67.9,6.9
MD,2012,M02,67.8,6.9
MD,2012,M03,67.8,6.9
MD,2012,M04,67.7,6.9
MD,2012,M05,67.7,6.9
MD,2012,M06,67.8,6.9
MD,2012,M07,67.8,6.9
MD,2012,M08,67.9,6.9
MD,2012,M09,67.9,6.8
MD,2012,M10,67.9,6.8
MD,2012,M11,67.9,6.8
MD,2012,M12,67.9,6.8
MD,2013,M01,67.9,6.8
MD,2013,M02,67.8,6.8
MD,2013,M03,67.7,6.7
MD,2013,M04,67.7,6.7
