Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,CPI,CPIU,PCEC,FixAss,Prod,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2012-03-01,0.6071877789938249,0.2837453570796882,0.49821578909271763,0.3377039776899792,0.2967020716484123,0.5515257043299827,0.3232940544006746,0.818221718298526,0.8269867219586109,0.4302109789922408,0.5172690763052178,0.4319066147859912,0.015503875968992246,0.03036876355748373,0.040169133192389,0.24401913875598089,0.5452261306532663,0.8118811881188118,0.7319092500375985,0.6880505953626107,0.8528566433268232,0.977645305514158,0.391812865497076,0.0,0.0,0.49999999999999994,0.5317724820473143,0.5274304497556294,0.4534498476940178,0.4371475772042705,0.557700974524338,0.5613669713976577,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.4898555265684134,0.0343915343915344,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.6514096480696843,0.25890658376304443,0.5322175163976636,0.36345205123986013,0.3427639435614095,0.5811787352570951,0.3620363430569863,0.8067005595991368,0.821284740220902,0.41367091940953865,0.5028112449799159,0.39911061700945016,0.01808785529715762,0.03036876355748373,0.03805496828752642,0.21291866028708137,0.5150753768844221,0.7871287128712872,0.7342464004597531,0.6939737317852023,0.8528566433268232,0.977645305514158,0.391812865497076,0.0,0.0,0.49999999999999994,0.5317724820473143,0.5274304497556294,0.4534498476940178,0.4371475772042705,0.557700974524338,0.5613669713976577,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.46901243133422943,0.03703703703703705,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.6887417030148604,0.27873338412767523,0.672812331956773,0.47005052910854783,0.5324710993508803,0.7039111322436076,0.5218655200544035,0.8229399070992283,0.8222815901750469,0.26953588374852383,0.4626506024096368,0.2640355753196258,0.01808785529715762,0.03253796095444685,0.040169133192389,0.18181818181818185,0.4522613065326633,0.7252475247524752,0.7383789405299968,0.6999141914153806,0.8528566433268232,0.977645305514158,0.391812865497076,0.0,0.0,0.49999999999999994,0.5317724820473143,0.5274304497556294,0.4534498476940178,0.4371475772042705,0.557700974524338,0.5613669713976577,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.2832134236445018,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.6792996447354017,0.28842059075633686,0.6371155935966559,0.44299346809750373,0.48425859598948373,0.6727569177405168,0.4812627217853347,0.8184777440474013,0.8208461262410782,0.3176371158872454,0.4642570281124557,0.29849916620344075,0.012919896640826873,0.03253796095444685,0.040169133192389,0.16985645933014354,0.40703517587939697,0.6683168316831684,0.7420662619253242,0.7058719742531459,0.8528566433268232,0.9761549925484353,0.391812865497076,0.0,0.0,0.49999999999999994,0.5317724820473143,0.5274304497556294,0.4534498476940178,0.4371475772042705,0.557700974524338,0.5613669713976577,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.3450898129961927,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.6361860825871287,0.30816405665383206,0.5870635462495455,0.40503020580153803,0.4168025092928963,0.6290513042159409,0.42440214568197676,0.80809041366446,0.8237968021053471,0.3606751413889343,0.4642570281124443,0.3463035019455266,0.01808785529715762,0.03253796095444685,0.040169133192389,0.14832535885167467,0.3844221105527638,0.6410891089108911,0.7440632692603587,0.7065269257589113,0.8528566433268232,0.9761549925484353,0.391812865497076,0.0,0.0,0.49999999999999994,0.5317724820473143,0.5274304497556294,0.4534498476940178,0.4371475772042705,0.557700974524338,0.5613669713976577,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.40712714074421674,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.5896246661322966,0.28794439380127623,0.4128171423158105,0.2728080299560996,0.18231381091677845,0.4768441321051463,0.22662172093793806,0.8116747741487144,0.8250328960484868,0.5736708717261573,0.43212851405622554,0.5125069483046181,0.02325581395348837,0.03036876355748373,0.03805496828752642,0.16985645933014354,0.42211055276381904,0.6856435643564356,0.743831487700694,0.7071821800721662,0.8528566433268232,0.9761549925484353,0.391812865497076,0.0,0.0,0.49999999999999994,0.5317724820473143,0.5274304497556294,0.4534498476940178,0.4371475772042705,0.557700974524338,0.5613669713976577,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.6544999908956352,0.0343915343915344,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.5944779323248917,0.26744921699614965,0.43117826841447726,0.28668685362430446,0.2073322422241954,0.4928341097952683,0.24761319617931965,0.839252404813284,0.8252322660393158,0.5346835499697278,0.48112449799196316,0.49527515286270263,0.020671834625322995,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.43216080402010043,0.7128712871287128,0.7438325893920136,0.7078377371929102,0.8528566433268232,0.9761549925484353,0.391812865497076,0.0,0.0,0.49999999999999994,0.5317724820473143,0.5274304497556294,0.4534498476940178,0.4371475772042705,0.557700974524338,0.5613669713976577,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.6120910821344223,0.03703703703703705,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.5558159893711824,0.2955499394549586,0.4349165353948278,0.2894740795863627,0.21264611514103646,0.4960548941869536,0.25199411197653104,0.8258659156578033,0.8243151640815025,0.45468355458425286,0.5759036144578348,0.4919399666481389,0.02842377260981912,0.03253796095444685,0.03805496828752642,0.16985645933014354,0.4396984924623115,0.7178217821782178,0.7421808273938273,0.7107549259625691,0.8528566433268232,0.9761549925484353,0.391812865497076,0.0,0.0,0.49999999999999994,0.5317724820473143,0.5274304497556294,0.4534498476940178,0.4371475772042705,0.557700974524338,0.5613669713976577,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5090766294747028,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.612232940484579,0.3027320099593192,0.6461198768398551,0.4497741975640154,0.4966732536787807,0.6805754253697764,0.49162777262302026,0.8081269887714422,0.8244746600741657,0.28388189224908494,0.4690763052208783,0.2884936075597495,0.031007751937984492,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.414572864321608,0.693069306930693,0.7432256742779862,0.7136564870066544,0.8528566433268232,0.9746646795827125,0.391812865497076,0.0,0.0,0.49999999999999994,0.5317724820473143,0.5274304497556294,0.4534498476940178,0.4371475772042705,0.557700974524338,0.5613669713976577,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.30472564197226726,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.6042343781539994,0.31103314330807225,0.6161755457664806,0.4270468507002767,0.45640431156548267,0.6544141227670064,0.45765275704554453,0.81160162393475,0.8275848319310978,0.3448101478246569,0.440160642570286,0.31739855475264594,0.010335917312661497,0.02603036876355748,0.03382663847780126,0.1674641148325359,0.43216080402010043,0.7128712871287128,0.7438800887549969,0.7165424204251358,0.8528566433268232,0.9731743666169896,0.391812865497076,0.0,0.0,0.49999999999999994,0.5317724820473143,0.5274304497556294,0.4534498476940178,0.4371475772042705,0.557700974524338,0.5613669713976577,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.38644503043538864,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
