Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,CPI,CPIU,PCE,PCEC,FixAss,Prod,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr
2019-03-01,0.6196346150506787,0.21056631718439411,0.41910095486690085,0.27436972346675015,0.074154491279048,0.5063782547112201,0.1642437151364325,0.8061153578874218,0.8270664699549424,0.5416034092699008,0.4963855421686745,0.4913841022790423,0.6330749354005167,0.5444685466377439,0.5264270613107822,0.5669856459330145,0.6457286432160803,0.7376237623762376,0.9184860608760265,0.9596454295379149,0.949464385439407,0.9873015873015873,0.2706766917293233,0.0,0.0,0.5,0.6499972082458898,0.6385438768053273,0.5229917969040386,0.5112194498315524,0.6011898712829592,0.517521699638159,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.6102461835552806,0.6375661375661377,0.0,0.0,0.0,0.0
2019-04-01,0.6372279002405082,0.20460303231087032,0.3947266877415944,0.2572698048979965,0.0452556030041342,0.4844141293765965,0.14091069550282567,0.809077941552979,0.8276645799274294,0.4997468165955419,0.6224899598393667,0.5136186770428033,0.627906976744186,0.5336225596529284,0.5116279069767441,0.5574162679425838,0.6356783919597989,0.7277227722772277,0.9198773079495183,0.965761950887476,0.949464385439407,0.9873015873015873,0.2706766917293233,0.0,0.0,0.5,0.6499972082458898,0.6385438768053273,0.5229917969040386,0.5112194498315524,0.6011898712829592,0.517521699638159,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5536100520329739,0.6402116402116403,0.0,0.0,0.0,0.0
2019-05-01,0.6905891104139164,0.2189655844408933,0.5539878303706539,0.36953382168143545,0.23930516039649988,0.6266967919507606,0.2963167381173315,0.8165026882703632,0.8206467562502493,0.3768776487352557,0.4803212851405537,0.36853807670927974,0.6201550387596898,0.5249457700650758,0.4947145877378435,0.5239234449760766,0.6030150753768844,0.698019801980198,0.9234565875133859,0.9718910087362035,0.949464385439407,0.9873015873015873,0.2781954887218045,0.0,0.0,0.5,0.6499972082458898,0.6385438768053273,0.5229917969040386,0.5112194498315524,0.6011898712829592,0.517521699638159,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.40498285989435534,0.6322751322751324,0.0,0.0,0.0,0.0
2019-06-01,0.6897643559309851,0.24309155396188173,0.5519769489027857,0.36813640751863985,0.23705159142056226,0.6248539863018273,0.2944654581671449,0.8245126366994623,0.8246341560668289,0.3556118578432116,0.5638554216867498,0.3702056698165695,0.5736434108527132,0.47071583514099774,0.4228329809725158,0.437799043062201,0.5201005025125627,0.6361386138613861,0.9270133991692474,0.9780326038727548,0.949464385439407,0.9857142857142857,0.2781954887218045,0.0,0.0,0.5,0.6499972082458898,0.6385438768053273,0.5229917969040386,0.5112194498315524,0.6011898712829592,0.517521699638159,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.40497562210225224,0.6296296296296297,0.0,0.0,0.0,0.0
2019-07-01,0.6508293099105996,0.2373426355380598,0.5028490562547167,0.3335704283826932,0.17782448788937297,0.5808146191822925,0.24688347823330112,0.8249149628762664,0.8212448662227362,0.44050632220187935,0.5076305220883499,0.4146748193440758,0.5555555555555555,0.4511930585683297,0.4143763213530655,0.437799043062201,0.5175879396984925,0.6361386138613861,0.9292088326198215,0.9818569545854514,0.949464385439407,0.9857142857142857,0.2857142857142857,0.0,0.0,0.5,0.6499972082458898,0.6385438768053273,0.5229917969040386,0.5112194498315524,0.6011898712829592,0.517521699638159,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.4789903770229635,0.634920634920635,0.0,0.0,0.0,0.0
2019-08-01,0.6759089490107928,0.22629301944888333,0.5766671950896481,0.38556118925554467,0.26733586382842495,0.6468647662406211,0.31867135467140323,0.8211111517501188,0.8272259659476057,0.3966244930179258,0.4722891566265047,0.34741523068371977,0.5348837209302325,0.4186550976138828,0.3742071881606765,0.3564593301435407,0.4095477386934673,0.5247524752475248,0.9324245167026326,0.985684862932002,0.949464385439407,0.9841269841269841,0.2857142857142857,0.0,0.0,0.5,0.6499972082458898,0.6385438768053273,0.5229917969040386,0.5112194498315524,0.6011898712829592,0.517521699638159,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.4418862562771654,0.5634920634920636,0.0,0.0,0.0,0.0
2019-09-01,0.668010938305496,0.19739252445726313,0.5538642632667998,0.3695264954553314,0.23993604852409267,0.6264023296620206,0.29663715585447115,0.8307304048864342,0.8262291159934607,0.41991563578260227,0.43694779116465954,0.36798221234018313,0.5142118863049095,0.4099783080260303,0.38054968287526425,0.375598086124402,0.42713567839195976,0.5346534653465347,0.9353271306742106,0.9895163273350912,0.949464385439407,0.9809523809523808,0.2857142857142857,0.0,0.0,0.5,0.6499972082458898,0.6385438768053273,0.5229917969040386,0.5112194498315524,0.6011898712829592,0.517521699638159,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.4602666248266547,0.5396825396825398,0.0,0.0,0.0,0.0
2019-10-01,0.5549097850228101,0.22765716958334956,0.4672239237634722,0.30860241989765225,0.13583135018386555,0.5486543816240009,0.21291855236797017,0.8180022676566329,0.8231189441365286,0.46919830074865937,0.5076305220883499,0.44635908838243943,0.44702842377260976,0.3622559652928416,0.34038054968287523,0.3660287081339713,0.4296482412060301,0.5420792079207921,0.9366286455217563,0.9885378384329333,0.949464385439407,0.9793650793650793,0.2857142857142857,0.0,0.0,0.5,0.6499972082458898,0.6385438768053273,0.5229917969040386,0.5112194498315524,0.6011898712829592,0.517521699638159,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5153587985364816,0.48412698412698424,0.0,0.0,0.0,0.0
2019-11-01,0.5906813860514333,0.23796624702810149,0.57120264998728,0.38177170862282594,0.26128993469318745,0.6418385649257208,0.3136846080031478,0.8178559672287041,0.8265481079787871,0.43105485958319556,0.4040160642570313,0.3518621456364609,0.4082687338501292,0.34490238611713664,0.33192389006342493,0.3923444976076555,0.45477386934673364,0.5643564356435643,0.9393691068748681,0.987559111356219,0.949464385439407,0.9761904761904762,0.2781954887218045,0.0,0.0,0.5,0.6499972082458898,0.6385438768053273,0.5229917969040386,0.5112194498315524,0.6011898712829592,0.517521699638159,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.4783136359715723,0.4100529100529101,0.0,0.0,0.0,0.0
2019-12-01,0.5440470081538896,0.23593950968546595,0.43553448336448713,0.28640758801186333,0.09862269590488468,0.5200128297325493,0.18278789565113768,0.8187337697962767,0.8220423461860521,0.42970465063766694,0.5807228915662688,0.4747081712062314,0.40051679586563305,0.3427331887201735,0.3276955602536998,0.40191387559808617,0.4673366834170854,0.5693069306930693,0.9402277485428818,0.9865801468936057,0.949464385439407,0.9730158730158729,0.2781954887218045,0.0,0.0,0.5,0.6499972082458898,0.6385438768053273,0.5229917969040386,0.5112194498315524,0.6011898712829592,0.517521699638159,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.47813718804845706,0.4100529100529101,0.0,0.0,0.0,0.0
