Time	TBill1yr	TBill10yr	Employment1	Employment2	Cons1	Cons5	CPIU	PCE	Vax1	Vax3	Gather2	Gather3	Mask1	School	Mask2	Cases5	Cases2	Deaths5	Deaths2	Cases3	Deaths3	Cases4	Cases1	Hosp2	Hosp1	Deaths4	Deaths1
2013-06-01	0.019230769230769232	0.4999999999999999	0.8112013334931283	0.8196578374857798	0.5027552462754674	0.54758817587215	0.4918638127890506	0.4917244055485628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-07-01	0.014957264957264954	0.5833333333333334	0.8165747062094404	0.8173653310839419	0.5632756329837644	0.5991935369851601	0.4719810427311055	0.4317047913931817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-08-01	0.01709401709401709	0.630952380952381	0.8091941800468382	0.8223289524283204	0.5432538967416378	0.5820395037076962	0.4921920362000497	0.45105906335986673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-09-01	0.014957264957264954	0.6517857142857143	0.8102815037840168	0.8198728129715163	0.6192772741603321	0.6468808904116179	0.3976005690238599	0.37576197367406844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-10-01	0.014957264957264954	0.5952380952380952	0.7748893508307949	0.8213239601066769	0.5321839478564563	0.5724678799599959	0.4050553748719518	0.46121961276611345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-11-01	0.014957264957264954	0.625	0.8412095355145293	0.8235377070539099	0.5405181148515541	0.5795230099060712	0.46667314549690636	0.4526349185513692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2013-12-01	0.01709401709401709	0.6785714285714285	0.8177730833014433	0.814575070029052	0.5115113936793556	0.5547001823935833	0.504271433281398	0.48085317722711196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-01-01	0.014957264957264954	0.6666666666666666	0.8203859482666936	0.8198329027452651	0.5839811601184344	0.6202436967021948	0.493934346505972	0.47480341489626154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-02-01	0.014957264957264954	0.6220238095238095	0.8063658967333401	0.8186518557405352	0.6708614839707168	0.6943056933105461	0.43168509604437666	0.38843461950111763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-03-01	0.01709401709401709	0.625	0.8254627173521412	0.8236449003660327	0.5756285986494802	0.6128964079628804	0.47597168180084126	0.4815581995385124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-04-01	0.012820512820512818	0.6220238095238095	0.8076266774238325	0.8249493924630638	0.5790521532682835	0.6157125275525451	0.46760791157731196	0.4774535384334815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-05-01	0.010683760683760682	0.5773809523809523	0.8126222115907127	0.8205458782403786	0.5928390998040387	0.6273771129618293	0.46943546793793683	0.46313895519861675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-06-01	0.010683760683760682	0.5892857142857143	0.822080809866217	0.8257039822361284	0.6318316017659635	0.6605610974602859	0.44206019401307545	0.42398462461894476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-07-01	0.012820512820512818	0.5714285714285714	0.8123850160291054	0.8221142682634116	0.6059406194579948	0.6383542795394098	0.4328522352647602	0.44878669309545355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-08-01	0.012820512820512818	0.5357142857142857	0.8116286777528561	0.8196616635690087	0.7140270573344267	0.7305267894803449	0.37230220777651624	0.3415369639278926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-09-01	0.012820512820512818	0.5684523809523809	0.8158018120719297	0.8245558462563858	0.6880652014278744	0.7082615687117924	0.3832166305801797	0.3664175283812016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-10-01	0.010683760683760682	0.4999999999999999	0.8300547056264846	0.8220236597927636	0.7210064829897179	0.7362837541489473	0.3705152434098531	0.3332441322955792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-11-01	0.01709401709401709	0.5089285714285714	0.8061260573769912	0.8236746516212029	0.7546256777415665	0.7648856993289813	0.2910385964014466	0.2994073764003015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2014-12-01	0.034188034188034185	0.4732142857142857	0.8144364776464362	0.8233744488067245	0.8051951605247133	0.8079593294745595	0.23425888807236137	0.24886902158708651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-01-01	0.03205128205128205	0.375	0.8257177919739254	0.8201488230902793	1.0	1.0	0.07870096975326518	0.04537957508667029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-02-01	0.03632478632478632	0.40476190476190477	0.8034061642763356	0.8229426152859306	0.5804133764907777	0.6415194884285929	0.49912704616195425	0.45831126611224143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-03-01	0.04273504273504273	0.42261904761904756	0.8098794065368862	0.8161387989449225	0.5617825331479962	0.6253429609095766	0.5066174053952723	0.4760612826169863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-04-01	0.03846153846153846	0.3928571428571428	0.8204703357769915	0.8233488059890725	0.637944743100604	0.6900952631709388	0.4289422565245661	0.4003838982043652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-05-01	0.04059829059829059	0.47023809523809523	0.8177257676594207	0.8256853374382761	0.5291572859226483	0.5969563386370467	0.5349905266530876	0.5070034216096323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-06-01	0.049145299145299144	0.5178571428571428	0.8069081625681082	0.8184754748785685	0.5586427784835577	0.6218655259501062	0.5101022712614719	0.4773400819806607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-07-01	0.0534188034188034	0.5059523809523809	0.8074361484750139	0.8239159639196696	0.6324936639664215	0.6846526803876387	0.4545412938591608	0.4039482794265793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-08-01	0.0705128205128205	0.4613095238095237	0.8192830710681206	0.8179084431114235	0.6861464948968105	0.7301991065677473	0.3796449961608567	0.3504672440466652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-09-01	0.06837606837606836	0.4613095238095237	0.7944628639571398	0.8176684171428668	0.7850487131563809	0.8143781080580564	0.2738033829246919	0.2523886087700005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-10-01	0.044871794871794865	0.43154761904761896	0.8217058068666531	0.8248840524521739	0.695292614561746	0.7374995775431159	0.4264502145385787	0.3402699778727123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-11-01	0.09188034188034186	0.488095238095238	0.8145543568902583	0.8211576163575424	0.6442685413197868	0.6936895946099295	0.4361074937639563	0.38997717231427487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2015-12-01	0.1282051282051282	0.4821428571428572	0.8301987447499016	0.8230098564771564	0.7387196775302649	0.7740761840645072	0.3291286649421136	0.29629698407508337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-01-01	0.10470085470085469	0.4374999999999999	0.8252302269764712	0.8168565564594282	0.6432952994740642	0.6761178262407124	0.35823333021008286	0.3836131576258782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-02-01	0.10256410256410255	0.34523809523809523	0.8168785545332913	0.8206159793291865	0.7184102188019472	0.7401177203439954	0.317139331932879	0.30903492453719683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-03-01	0.13034188034188032	0.37797619047619047	0.8166172624762037	0.8223074009416873	0.5220454146240808	0.5723529611857967	0.527342817213182	0.5020503700685595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-04-01	0.10897435897435896	0.35416666666666663	0.8019526135529373	0.8197387300407529	0.45556921978013615	0.5154769508091692	0.5600276253743403	0.5670467174847416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-05-01	0.11538461538461535	0.35416666666666663	0.8089540979698909	0.8141278214900715	0.5764048443932749	0.6185126256095624	0.49112913535167235	0.4474101839558776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-06-01	0.10683760683760682	0.30357142857142855	0.8100965821959163	0.8220806842831399	0.5478013175673488	0.5939712447135321	0.5104932049111612	0.47507987247938943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-07-01	0.09829059829059827	0.26190476190476186	0.8183967831948311	0.8263757316783266	0.6467676558086829	0.6783390316732241	0.3560972505717873	0.3770002146735688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-08-01	0.11111111111111108	0.27976190476190477	0.8147146482922014	0.818119570113392	0.5739033122050098	0.6160137916998014	0.4669182200412889	0.4483057036224152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-09-01	0.11538461538461535	0.300595238095238	0.8063220843276583	0.8237947186483667	0.557554844842699	0.6019379692888329	0.5033182562553414	0.4639043941577581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-10-01	0.13034188034188032	0.3392857142857143	0.8080478076572463	0.8165303388546008	0.5253554869665571	0.5743310917809529	0.4901319569909405	0.4951326378303469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-11-01	0.1474358974358974	0.45238095238095244	0.8124965697135286	0.8169869428260327	0.6467405177344382	0.6778422731563873	0.4353786391004341	0.3749590851079466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016-12-01	0.1752136752136752	0.5565476190476191	0.8139368519997429	0.8207709777432542	0.5501321788350796	0.5952506813541766	0.49868561647554843	0.46968744001299506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017-01-01	0.16666666666666663	0.5386904761904763	0.8067712217436585	0.8212166282063189	0.49796660443992935	0.5320100254603664	0.5700337409100718	0.5945197158673194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017-02-01	0.1645299145299145	0.5357142857142857	0.8182238647215494	0.8202493854314398	0.6425938384817687	0.6554738028384264	0.454856946818932	0.45094755085629534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017-03-01	0.2051282051282051	0.5535714285714286	0.8270024494154147	0.8173434920035634	0.7808618493392026	0.7735087028833907	0.3578150554331625	0.31364622319829016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017-04-01	0.2115384615384615	0.4999999999999999	0.813441790037817	0.8198888825138224	0.5964735491930783	0.616087735929502	0.4379823293781138	0.49445121729021796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017-05-01	0.22863247863247863	0.4999999999999999	0.8005818281819526	0.8206386649315868	0.7611298382139975	0.7566508020644008	0.3433451879440547	0.33114762256459696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017-06-01	0.24572649572649566	0.46726190476190477	0.8154578610815599	0.8199435654468733	0.6774218153417241	0.6851820555427022	0.410549347079741	0.41271005268452743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017-07-01	0.24999999999999997	0.5059523809523809	0.8155122669478176	0.8193649578410942	0.723190330359876	0.7242492044726235	0.3952852113377378	0.36663005593812803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017-08-01	0.2521367521367521	0.4732142857142857	0.8046915430680994	0.8175015014051229	0.5810695392050215	0.6029128453197151	0.5609150233935125	0.5057985423575317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017-09-01	0.2628205128205128	0.47023809523809523	0.8335959615893236	0.815870182421989	0.48822978076354223	0.5236484202428764	0.6199503001817661	0.5963943696088615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017-10-01	0.2884615384615384	0.5178571428571428	0.7839068529739605	0.8179849777581502	0.6389680663201329	0.6523298482719185	0.41636650913991835	0.4468423272355074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017-11-01	0.32264957264957256	0.5148809523809524	0.8136231473531693	0.8210746405241639	0.6256655001412831	0.6409675049051569	0.5054531287823583	0.4590309533742618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017-12-01	0.3525641025641025	0.5297619047619048	0.8103141008001655	0.817819832281291	0.6386470789706318	0.6520443472472393	0.47906554039471794	0.4453109362670312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2018-01-01	0.3739316239316239	0.5833333333333334	0.8246466423312068	0.8180028465074485	0.4816884941737674	0.5363756191218677	0.5579617292651852	0.5845592073605441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2018-02-01	0.408119658119658	0.6666666666666666	0.8330659605477557	0.8269820793430065	0.5555249389768268	0.5992715760713997	0.5115782435314746	0.5109565490996958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2018-03-01	0.4294871794871794	0.6607142857142857	0.8075171382937057	0.8207586939303975	0.6238641323426973	0.6574759754963687	0.4066752155894716	0.44277512705768074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2018-04-01	0.4487179487179486	0.6696428571428572	0.8102497836714794	0.8178242058172626	0.5866935649210892	0.625606796478008	0.48645557984218946	0.4786371387610173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2018-05-01	0.4743589743589743	0.7023809523809523	0.8183984649936918	0.824702428264898	0.5898542657709569	0.6281704276183651	0.49900373877589527	0.4747357898329815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6224519292616667	0.6270189038212435	0.36858656074147633	0.3670994192005466	0.6224519292616667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
