Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,PCE,PCEC,Prod,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2012-03-01,0.6196131867893275,0.4417555928300462,0.49230315610011394,0.32377687540140226,0.27868922033904486,0.5482816198471928,0.2691786927372179,0.818221718298526,0.8269867219586109,0.4302109789922408,0.5172690763052178,0.4319066147859912,0.015503875968992246,0.03036876355748373,0.040169133192389,0.24401913875598089,0.5452261306532663,0.8118811881188118,0.6599480446935503,0.6236625074352657,0.7871970275440239,0.9999999999999999,0.6832298136645962,0.0,0.0,0.5,0.6617687818105412,0.6572284669536489,0.5239203664263001,0.5239203664263001,0.645945521563656,0.5760258855635121,0.0,0.0,0.0,0.0,0.5,0.4898555265684134,0.0343915343915344,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.568612901969148,0.4334242599849849,0.522263563827279,0.3441381105011951,0.31479840486896604,0.5752275011273257,0.30299070353106694,0.8067005595991368,0.821284740220902,0.41367091940953865,0.5028112449799159,0.39911061700945016,0.01808785529715762,0.03036876355748373,0.03805496828752642,0.21291866028708137,0.5150753768844221,0.7871287128712872,0.6605035880866543,0.6275569419428512,0.7871970275440239,0.9984177215189872,0.6770186335403726,0.0,0.0,0.5,0.6617687818105412,0.6572284669536489,0.5239203664263001,0.5239203664263001,0.645945521563656,0.5760258855635121,0.0,0.0,0.0,0.0,0.5,0.46901243133422943,0.03703703703703705,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.6009517526582522,0.4262236489823504,0.6470045762459593,0.4297044316306543,0.4650147923883742,0.6873024925887119,0.44411188992673234,0.8229399070992283,0.8222815901750469,0.26953588374852383,0.4626506024096368,0.2640355753196258,0.01808785529715762,0.03253796095444685,0.040169133192389,0.18181818181818185,0.4522613065326633,0.7252475247524752,0.662666352915973,0.6314473839060223,0.7871970275440239,0.9984177215189872,0.670807453416149,0.0,0.0,0.5,0.6617687818105412,0.6572284669536489,0.5239203664263001,0.5239203664263001,0.645945521563656,0.5760258855635121,0.0,0.0,0.0,0.0,0.5,0.2832134236445018,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.5927427355383025,0.42772822003434213,0.6153855243537528,0.40806341085665965,0.42693069160204655,0.6588870059266622,0.40836173524608366,0.8184777440474013,0.8208461262410782,0.3176371158872454,0.4642570281124557,0.29849916620344075,0.012919896640826873,0.03253796095444685,0.040169133192389,0.16985645933014354,0.40703517587939697,0.6683168316831684,0.6644189035571862,0.6353338333247791,0.7871970275440239,0.9984177215189872,0.6645962732919254,0.0,0.0,0.5,0.6617687818105412,0.6572284669536489,0.5239203664263001,0.5239203664263001,0.645945521563656,0.5760258855635121,0.0,0.0,0.0,0.0,0.5,0.3450898129961927,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.5991444069592262,0.45329942951680946,0.5708866800005945,0.3774560325488152,0.37335719864804884,0.6189186063627677,0.3579834027950419,0.80809041366446,0.8237968021053471,0.3606751413889343,0.4642570281124443,0.3463035019455266,0.01808785529715762,0.03253796095444685,0.040169133192389,0.14832535885167467,0.3844221105527638,0.6410891089108911,0.6668309359070922,0.6365189561264771,0.7871970275440239,0.9984177215189872,0.6521739130434782,0.0,0.0,0.5,0.6617687818105412,0.6572284669536489,0.5239203664263001,0.5239203664263001,0.645945521563656,0.5760258855635121,0.0,0.0,0.0,0.0,0.5,0.40712714074421674,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.5589215666689898,0.43316852877721496,0.41557977663851675,0.27027236438112656,0.18643547759492654,0.4794758048570375,0.18199999682412543,0.8116747741487144,0.8250328960484868,0.5736708717261573,0.43212851405622554,0.5125069483046181,0.02325581395348837,0.03036876355748373,0.03805496828752642,0.16985645933014354,0.42211055276381904,0.6856435643564356,0.6672464564957812,0.6377049332513158,0.7871970275440239,0.9968354430379746,0.639751552795031,0.0,0.0,0.5,0.6617687818105412,0.6572284669536489,0.5239203664263001,0.5239203664263001,0.645945521563656,0.5760258855635121,0.0,0.0,0.0,0.0,0.5,0.6544999908956352,0.0343915343915344,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.5630334059176206,0.4282867002952568,0.43159441042510066,0.28100428998132604,0.2057607902305208,0.49390111915936863,0.20000752137211683,0.839252404813284,0.8252322660393158,0.5346835499697278,0.48112449799196316,0.49527515286270263,0.020671834625322995,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.43216080402010043,0.7128712871287128,0.6678701430400904,0.638891764889398,0.7871970275440239,0.9968354430379746,0.6335403726708073,0.0,0.0,0.5,0.6617687818105412,0.6572284669536489,0.5239203664263001,0.5239203664263001,0.645945521563656,0.5760258855635121,0.0,0.0,0.0,0.0,0.5,0.6120910821344223,0.03703703703703705,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.6020258586386117,0.4332392466747298,0.43460523165015535,0.28278882185580057,0.20943090669316583,0.4966469881293813,0.20329175348425574,0.8258659156578033,0.8243151640815025,0.45468355458425286,0.5759036144578348,0.4919399666481389,0.02842377260981912,0.03253796095444685,0.03805496828752642,0.16985645933014354,0.4396984924623115,0.7178217821782178,0.6705957582241701,0.6455764811278576,0.7871970275440239,0.9984177215189872,0.6211180124223602,0.0,0.0,0.5,0.6617687818105412,0.6572284669536489,0.5239203664263001,0.5239203664263001,0.645945521563656,0.5760258855635121,0.0,0.0,0.0,0.0,0.5,0.5090766294747028,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.6509115845184121,0.4170731353028332,0.6230739368506837,0.4130614854481211,0.43623290425766986,0.6658347930192147,0.4169399354203679,0.8081269887714422,0.8244746600741657,0.28388189224908494,0.4690763052208783,0.2884936075597495,0.031007751937984492,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.414572864321608,0.693069306930693,0.6757700686986934,0.6522952514775284,0.7871970275440239,0.9968354430379746,0.6149068322981366,0.0,0.0,0.5,0.6617687818105412,0.6572284669536489,0.5239203664263001,0.5239203664263001,0.645945521563656,0.5760258855635121,0.0,0.0,0.0,0.0,0.5,0.30472564197226726,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.6439801959094643,0.4792097026484426,0.5963525513986553,0.39459089417497195,0.40407661747552415,0.6418471315730392,0.38664842095275476,0.81160162393475,0.8275848319310978,0.3448101478246569,0.440160642570286,0.31739855475264594,0.010335917312661497,0.02603036876355748,0.03382663847780126,0.1674641148325359,0.43216080402010043,0.7128712871287128,0.6806147757818527,0.6590480757483077,0.7871970275440239,0.9968354430379746,0.608695652173913,0.0,0.0,0.5,0.6617687818105412,0.6572284669536489,0.5239203664263001,0.5239203664263001,0.645945521563656,0.5760258855635121,0.0,0.0,0.0,0.0,0.5,0.38644503043538864,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
