,Global.1,Global.2,Response,Pandemic,Uncat,Consumption,Employment,Inflation,State
0,22.058107878130013,6.065045863466297,1.628728930986396,-0.0749516617086222,2.8107723926134183,-9.932792819713091,1.0926224209283693,-0.1773823586347825,WY
1,0.3639714061602631,-3.695471039145074,1.074688626500605,1.2119333408248014,2.90512604822162,-2.49184815431152,-0.3153462101061672,1.0576548046964658,WY
2,0.6398364193191449,-3.5322110414402275,0.7082465695513127,1.3739848342455852,2.1407763514432934,-0.4149891092992481,-0.0432415169807542,1.4936473962454178,WY
3,0.60506157911833,-3.377298750363221,0.4667301757361514,1.2428177097781337,1.5668975084006604,-0.3122348826760003,0.1077241442684979,0.9011684830576608,WY
4,0.5898836038885306,-3.2883015142743264,0.3075700378120487,1.1793741578502042,1.086099643774437,0.0752297744355692,0.101789648231404,-0.6124654826871163,WY
5,0.5696407481391824,-3.176065629072703,0.202659286202085,1.0979497113335208,0.8171452715415434,0.028753966435508,0.0942233742572487,-0.2423504917233361,WY
6,0.5489335959090632,-3.05830858756573,0.1335012136761315,1.012277260626711,1.3183309648289272,-0.0465753711969013,0.116074664674121,0.2822004742597468,WY
7,0.5146271042901304,-2.8652346786118623,0.0878757851474035,0.8720503022664463,1.2859077727605603,-0.3945348098353829,0.0111979476414151,2.104094799830204,WY
8,0.4902278845708687,-2.729771830282714,0.0577994760642086,0.773934135261005,1.1811780593311314,-0.2956612206094402,0.0822209120724131,1.9054114416519996,WY
9,0.4665968088941218,-2.601159399126601,0.0379608411552168,0.6810376527684574,-0.1261596049832813,-0.238902107474016,0.1172398901636868,1.8572437465907128,WY
10,0.4691736897027111,-2.614566798964812,0.0249236327420313,0.6906595343111146,-0.3349375121215582,0.2716463287986411,0.1457541698365753,-0.3594165551198975,WY
11,0.4579114669921821,-2.55609562904094,0.0163077284176501,0.6487521024849034,-0.3798047735666234,0.2116183916780192,0.1212718093212339,-0.0498955266578613,WY
12,0.4215662749319658,-2.360921903923126,0.0105685668679703,0.5080088407906871,-1.195139718365431,-0.1378881672561153,0.2049358638322336,1.209472739255424,WY
13,0.3862559776581332,-2.158416416089519,0.0067490435868398,0.3604174865178967,-1.1814669389987804,-0.2950935380359604,0.1613521010187008,2.264882029747769,WY
14,0.4008680176688214,-2.236914414638963,0.0043115290742409,0.4171657748117713,-1.3989407203492867,0.3803350229760731,0.1580730315924572,-0.760573429042223,WY
15,0.4013323463921273,-2.2365292406684936,0.0026848994363165,0.4165099540992195,-0.2060626171636132,0.3011095239872441,0.1528084750923404,-0.4322312441673551,WY
16,0.3920687004654737,-2.1816129006308005,0.0015876365668023,0.3763237815255486,-0.1541851347213578,0.116987732090849,0.062208280345879,0.4454560846673131,WY
17,0.3763845425211302,-2.093950272781277,0.0008409620086849,0.3127650350261877,-0.0930479186512309,-0.0656010084144391,0.0050881876123784,1.3595001789432988,WY
18,0.3679865810674073,-2.051053169650165,0.0003557999687498,0.2821271379614642,-0.7224603987252498,0.0734373473826343,0.0858855190184776,0.7991237576721582,WY
19,0.3603598540371945,-2.005546259441421,2.5953058261858486e-05,0.2487420932382531,-0.714640515433483,0.0484912208477968,0.0185053923459836,0.9803420310207214,WY
20,0.3605689880151091,-2.010778562731556,-0.0001754456763416,0.2530664703923699,-0.7587666895555202,0.1990591223092119,0.0741294259002328,0.2788115291038607,WY
21,0.3560158964294576,-1.9784478994214272,-0.0003271593643237,0.2287483370933306,-0.1082083500793618,0.0285637978536362,0.0189011021992892,1.0761938673229097,WY
