Time,Factor_Global,Factor_Response,Factor_Pandemic,Factor_Uncat,Factor_Consumption,Factor_Employment,Factor_Inflation,Factor_Cases1,Factor_Cases2,Factor_Cases3,Factor_Cases4,Factor_Cases5,Factor_Hosp1,Factor_Hosp2,Factor_Deaths1,Factor_Deaths2,Factor_Deaths3,Factor_Deaths4,Factor_Deaths5,Factor_Vax1,Factor_Vax3,Factor_Gather1,Factor_Gather2,Factor_Gather3,Factor_Gather4,Factor_Curfew,Factor_Mask1,Factor_Mask2,Factor_School,Factor_ARP,Factor_PPP,Factor_CARES,Factor_Cons1,Factor_Cons2,Factor_Cons3,Factor_Cons4,Factor_Cons5,Factor_Employment1,Factor_Employment2,Factor_UI,Factor_PartR,Factor_UR,Factor_CPI,Factor_CPIU,Factor_PCE,Factor_PCEC,Factor_RPFI,Factor_FixAss,Factor_Prod,Factor_GDP,Factor_TBill1mo,Factor_TBill6mo,Factor_TBill1yr,Factor_TBill5yr,Factor_TBill10yr,Factor_TBill30yr,Factor_FFR,State,Time
2012-04-01,-1.2032280322464015,2.6496815960881843,2.2415276852034056,-1.1795330724528101,0.6096028292350865,-0.4170632171019699,-0.01932675822805008,57857.16193031993,18547.0,44087.477219474094,4951.968971755483,11142.263967049144,27993.2442806694,16094.1995607447,141899.0,133827.0,100.5903214,99.746,99.866,0.07,0.14,0.18,0.89,2.05,3.18,175.06362265435683,9.149170672,100.0,64.8,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,100.6145742,0.14,,,,,,,ID,2012-04-01
2012-05-01,-1.120998859571706,2.5030773725155635,0.9596690276129756,-1.372171441062811,0.7601546520641493,-0.3621193819524474,-0.024670351275547953,58115.23013279337,15113.0,44255.64388395452,4977.912331000932,11186.535544105196,28091.196008848463,16164.406105686689,142206.0,133935.0,100.3822825,99.847,99.754,0.07,0.15,0.19,0.76,1.8,2.93,175.80127152795876,9.214507368,100.0,64.8,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,100.3950834,0.16,,,,,,,ID,2012-05-01
2012-06-01,-1.0637259131356367,2.3910857530948384,1.1415004587856872,-1.4797699025989255,0.650141916260342,-0.3206132169442834,-0.023518985724406798,58337.57923453423,13804.0,44396.56382893365,5000.802375030089,11223.922811522109,28171.83864238145,16224.675038112817,142391.0,134007.0,100.2993302,99.95,99.704,0.05,0.15,0.19,0.71,1.62,2.7,176.43122181657708,9.279900207,100.0,64.7,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,100.3072871,0.16,,,,,,,ID,2012-06-01
2012-07-01,-1.017750885575611,2.2896293287663383,1.461361187629724,-1.536364608572829,0.6481741635707647,-0.2893905101062287,-0.02250994397097136,58534.15547089103,13229.0,44499.22297974735,5019.383731034019,11251.637591070084,28228.20165764317,16270.962836708744,142292.0,134153.0,100.3282977,100.053,99.74,0.07,0.15,0.19,0.62,1.53,2.59,177.07283075997594,9.297268931,100.0,64.7,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,100.3511853,0.16,,,,,,,ID,2012-07-01
2012-08-01,-0.9729527461585146,2.2344116978336,2.814099772482702,-1.5604611096455565,0.610108295259188,-0.26493582350879213,-0.021518672007440967,58555.116995586606,12366.0,44468.54858855858,5022.899492047633,11245.632442334949,28200.016654176063,16268.46531767844,142291.0,134330.0,100.9111577,100.116,100.075,0.09,0.14,0.18,0.71,1.68,2.77,177.1842799900075,9.314650192,100.0,64.7,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,100.9218613,0.13,,,,,,,ID,2012-08-01
2012-09-01,-0.9213434976283481,2.1675446809806904,2.602583377658543,-1.562359694025935,0.581213220696061,-0.2441040873176629,-0.020371084546429878,58594.02863148667,10491.0,44451.8026678887,5027.944091891731,11243.1385050658,28180.720070931173,16271.007880134292,143044.0,134512.0,101.3926317,100.24,100.379,0.08,0.14,0.18,0.67,1.72,2.88,177.35100548919593,9.33204399,100.0,64.6,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,101.404741,0.14,,,,,,,ID,2012-09-01
2012-10-01,-0.8253354075062028,2.1134734519792677,2.511722877708072,-1.531804388139996,0.519484163680095,-0.22014516738913367,-0.018214906132795895,58391.357178567785,10804.0,44437.80605302104,5033.258175485294,11241.329532398957,28163.21834513672,16274.504934923863,143431.0,134671.0,101.6660668,100.482,100.677,0.11,0.15,0.18,0.71,1.75,2.9,176.8338109995331,9.36397113,100.0,64.6,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,101.6681299,0.16,,,,,,,ID,2012-10-01
2012-11-01,-0.8033139600516293,2.0803397287036742,0.7391766306503578,-1.5304912871744174,0.5060002623780778,-0.20646773596956164,-0.017776215883149416,58401.56778551949,14675.0,44585.49930920693,5056.870326379022,11280.41891547148,28248.210067356504,16337.198130054669,143333.0,134834.0,101.4953345,100.591,100.609,0.12,0.14,0.18,0.67,1.65,2.8,176.95876044886643,9.395614587,100.0,64.5,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,101.4925373,0.16,,,,,,,ID,2012-11-01
2012-12-01,-0.8004116395526741,2.074671946444658,0.9543395270873533,-1.534344484577877,0.5040118359885872,-0.19805751188823928,-0.017725414882608287,58381.597129024885,18706.0,44710.26811010707,5077.888123428072,11313.70970147028,28318.67028520871,16391.498414402595,143330.0,135075.0,101.4830453,100.664,100.593,0.04,0.12,0.16,0.7,1.72,2.88,176.99000506993528,9.42697436,100.0,64.4,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,101.4925373,0.16,,,,,,,ID,2012-12-01
2013-01-01,-0.8543837601110895,2.006580396312566,1.2804204518844544,-1.5633242362054793,0.5379979235768729,-0.19973082559072206,-0.01895905433772394,58874.458015418655,22957.0,44812.92230148729,5105.412073647067,11328.850281616977,28378.668214485297,16434.17140438082,143292.0,135265.0,101.6840618,100.871,100.787,0.05,0.11,0.15,0.81,1.91,3.08,178.43907031660828,9.537716463,103.707,64.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,101.7120281,0.14,,,,,,,ID,2013-01-01
