Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,UR,CPI,PCE,FixAss,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2012-03-01,0.4262228894749204,0.22920078611202097,0.21393495122626066,0.2278882904827205,0.26361462676183023,0.32536626100744953,0.1576774132850787,0.818221718298526,0.8269867219586109,0.4302109789922408,0.5172690763052178,0.4319066147859912,0.015503875968992246,0.03036876355748373,0.040169133192389,0.24401913875598089,0.5452261306532663,0.8118811881188118,0.6304551650949852,0.5970578743854343,0.9446795646916566,1.0,0.6440677966101694,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.4898555265684134,0.0343915343915344,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.47641922775086937,0.19854787640572116,0.24650445016767816,0.24172118423720454,0.29288107487531057,0.35337624545087015,0.1846596441167596,0.8067005595991368,0.821284740220902,0.41367091940953865,0.5028112449799159,0.39911061700945016,0.01808785529715762,0.03036876355748373,0.03805496828752642,0.21291866028708137,0.5150753768844221,0.7871287128712872,0.6315765508916297,0.6013485766839312,0.9446795646916566,0.9984591679506932,0.6440677966101694,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.46901243133422943,0.03703703703703705,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.5052704454743409,0.21859646249590567,0.3815502824227559,0.29960735383507614,0.41435513258844836,0.46928191463464797,0.29693347150052696,0.8229399070992283,0.8222815901750469,0.26953588374852383,0.4626506024096368,0.2640355753196258,0.01808785529715762,0.03253796095444685,0.040169133192389,0.18181818181818185,0.4522613065326633,0.7252475247524752,0.6342377647080398,0.6056429690997458,0.9446795646916566,0.9984591679506932,0.635593220338983,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.2832134236445018,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.497957365092989,0.24759799104705754,0.3472852598913755,0.28495228723536037,0.38354122661492357,0.43985898234776105,0.26847047120759493,0.8184777440474013,0.8208461262410782,0.3176371158872454,0.4642570281124557,0.29849916620344075,0.012919896640826873,0.03253796095444685,0.040169133192389,0.16985645933014354,0.40703517587939697,0.6683168316831684,0.6365104346350428,0.6099410516328784,0.9446795646916566,0.9969183359013867,0.635593220338983,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.3450898129961927,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.4926806634866841,0.25761546020307896,0.299169119741576,0.2642717791665602,0.34024754179444616,0.3985871781919535,0.22842614308859926,0.80809041366446,0.8237968021053471,0.3606751413889343,0.4642570281124443,0.3463035019455266,0.01808785529715762,0.03253796095444685,0.040169133192389,0.14832535885167467,0.3844221105527638,0.6410891089108911,0.6388251654588939,0.6110826477218201,0.9446795646916566,0.9969183359013867,0.6271186440677966,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.40712714074421674,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.4567255449034406,0.253684900098264,0.13149106878630148,0.19196109968959318,0.189318435752709,0.25486789761056405,0.08869675560542106,0.8116747741487144,0.8250328960484868,0.5736708717261573,0.43212851405622554,0.5125069483046181,0.02325581395348837,0.03036876355748373,0.03805496828752642,0.16985645933014354,0.42211055276381904,0.6856435643564356,0.639227240540145,0.6122250678315805,0.9446795646916566,0.9969183359013867,0.6186440677966101,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.6544999908956352,0.0343915343915344,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.4604006263976653,0.23987334861884485,0.14900728229357074,0.19929910225199002,0.20503448364093008,0.26997691351712716,0.10313240004093707,0.839252404813284,0.8252322660393158,0.5346835499697278,0.48112449799196316,0.49527515286270263,0.020671834625322995,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.43216080402010043,0.7128712871287128,0.6398287356658972,0.6133683119621592,0.9446795646916566,0.9953775038520799,0.6101694915254238,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.6120910821344223,0.03703703703703705,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.41093923148362616,0.269734687192925,0.15246476367051487,0.20059254954327715,0.20810035893664577,0.27302790897983953,0.10586622725858229,0.8258659156578033,0.8243151640815025,0.45468355458425286,0.5759036144578348,0.4919399666481389,0.02842377260981912,0.03253796095444685,0.03805496828752642,0.16985645933014354,0.4396984924623115,0.7178217821782178,0.6379628545252656,0.6154667907079264,0.9446795646916566,0.9953775038520799,0.6101694915254238,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.5090766294747028,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.45452441654293513,0.3182934818211595,0.3558032637230122,0.2884182000032066,0.3911598310236909,0.4472517977755897,0.27541396895046255,0.8081269887714422,0.8244746600741657,0.28388189224908494,0.4690763052208783,0.2884936075597495,0.031007751937984492,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.414572864321608,0.693069306930693,0.6384136343106329,0.6175466237890324,0.9446795646916566,0.9938366718027734,0.6016949152542372,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.30472564197226726,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.4483451454788038,0.3204771263238345,0.3269738489801458,0.2759660207541941,0.3652055328625112,0.4225503631958893,0.2513752552563644,0.81160162393475,0.8275848319310978,0.3448101478246569,0.440160642570286,0.31739855475264594,0.010335917312661497,0.02603036876355748,0.03382663847780126,0.1674641148325359,0.43216080402010043,0.7128712871287128,0.6385263554442949,0.6196078111397498,0.9446795646916566,0.9922958397534668,0.6016949152542372,0.0,0.0,0.5,0.5289137102727939,0.5133104706496464,0.5190414486948031,0.48829278087554157,0.5841932019789554,0.6525775038378122,0.04038230844330188,0.0,0.0,0.5,0.5,0.5,0.38644503043538864,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
