Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,PCE,PCEC,FixAss,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2012-03-01,0.5153767888474545,0.1742182783167886,0.28646886854863984,0.33716320893906193,0.21736849176031756,0.3868222557828699,0.223770225953102,0.818221718298526,0.8269867219586109,0.4302109789922408,0.5172690763052178,0.4319066147859912,0.015503875968992246,0.03036876355748373,0.040169133192389,0.24401913875598089,0.5452261306532663,0.8118811881188118,0.7049188324832646,0.6607327291067271,0.9059940566789881,1.0,0.810344827586207,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.4898555265684134,0.0343915343915344,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.4582940100081785,0.17998553797335057,0.3237708587608409,0.35541413896401974,0.25525161742562036,0.418269512928183,0.25781869402958035,0.8067005595991368,0.821284740220902,0.41367091940953865,0.5028112449799159,0.39911061700945016,0.01808785529715762,0.03036876355748373,0.03805496828752642,0.21291866028708137,0.5150753768844221,0.7871287128712872,0.7044512530123114,0.6638588046727877,0.9059940566789881,1.0,0.810344827586207,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.46901243133422943,0.03703703703703705,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.4945015339530089,0.18188455652125074,0.47749606481804774,0.43161112146860203,0.41106477622685644,0.5477143881650838,0.3984264895901771,0.8229399070992283,0.8222815901750469,0.26953588374852383,0.4626506024096368,0.2640355753196258,0.01808785529715762,0.03253796095444685,0.040169133192389,0.18181818181818185,0.4522613065326633,0.7252475247524752,0.7056924532316067,0.6669672945469238,0.9059940566789881,0.9983333333333333,0.8017241379310346,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.2832134236445018,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.48528901313521927,0.1964062565816262,0.43843396756591907,0.4123095799515555,0.3714532726438424,0.5148126470550574,0.36271542120117206,0.8184777440474013,0.8208461262410782,0.3176371158872454,0.4642570281124557,0.29849916620344075,0.012919896640826873,0.03253796095444685,0.040169133192389,0.16985645933014354,0.40703517587939697,0.6683168316831684,0.7064894905968221,0.6700581992027859,0.9059940566789881,0.9983333333333333,0.7931034482758621,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.3450898129961927,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.48476534996523923,0.20879375465101585,0.3837621460398759,0.385105877295147,0.3160715132265955,0.4687922405241028,0.3126778564422009,0.80809041366446,0.8237968021053471,0.3606751413889343,0.4642570281124443,0.3463035019455266,0.01808785529715762,0.03253796095444685,0.040169133192389,0.14832535885167467,0.3844221105527638,0.6410891089108911,0.7076370797714049,0.669966365969294,0.9059940566789881,0.9983333333333333,0.7758620689655173,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.40712714074421674,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.44007261626728833,0.170002527344463,0.1936695092629751,0.29006646771814704,0.12365181606718072,0.3088505576212025,0.1385645455734894,0.8116747741487144,0.8250328960484868,0.5736708717261573,0.43212851405622554,0.5125069483046181,0.02325581395348837,0.03036876355748373,0.03805496828752642,0.16985645933014354,0.42211055276381904,0.6856435643564356,0.7066638646460397,0.6698741232650343,0.9059940566789881,0.9966666666666666,0.7586206896551725,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.6544999908956352,0.0343915343915344,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.44483345993240014,0.1746430125945999,0.21391165509530435,0.29978208531529227,0.14426813223123922,0.32594479636840534,0.1569854551464516,0.839252404813284,0.8252322660393158,0.5346835499697278,0.48112449799196316,0.49527515286270263,0.020671834625322995,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.43216080402010043,0.7128712871287128,0.7059127901655161,0.6697814708531815,0.9059940566789881,0.9966666666666666,0.75,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.6120910821344223,0.03703703703703705,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.41419700034893414,0.19484421729546061,0.218183271274967,0.30154721058585254,0.14870773572728557,0.3295963211581705,0.16078843929585016,0.8258659156578033,0.8243151640815025,0.45468355458425286,0.5759036144578348,0.4919399666481389,0.02842377260981912,0.03253796095444685,0.03805496828752642,0.16985645933014354,0.4396984924623115,0.7178217821782178,0.7039035087130445,0.6721200405867142,0.9059940566789881,0.9983333333333333,0.7413793103448276,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.5090766294747028,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.4682936121918909,0.19369989188582018,0.4484601602568663,0.4169332743371722,0.381723678205925,0.5233088734026977,0.3717837749586075,0.8081269887714422,0.8244746600741657,0.28388189224908494,0.4690763052208783,0.2884936075597495,0.031007751937984492,0.03036876355748373,0.03805496828752642,0.16028708133971295,0.414572864321608,0.693069306930693,0.704450483492785,0.6744388096022427,0.9059940566789881,0.9966666666666666,0.7327586206896552,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.30472564197226726,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.46062408102792596,0.1911620168208815,0.41581180710682564,0.40057357195490484,0.34868711639827943,0.49584462851942057,0.34186901117620705,0.81160162393475,0.8275848319310978,0.3448101478246569,0.440160642570286,0.31739855475264594,0.010335917312661497,0.02603036876355748,0.03382663847780126,0.1674641148325359,0.43216080402010043,0.7128712871287128,0.704624729405541,0.6767377776629417,0.9059940566789881,0.9966666666666666,0.7241379310344829,0.0,0.0,0.5,0.5095463609345363,0.49951424040086545,0.520763919317594,0.5118227711047639,0.5987464445016518,0.5964730827486439,0.0,0.0,0.5,0.5,0.5,0.38644503043538864,0.04232804232804233,0.0,0.0,0.0,0.0,0.0,0.0
