Time	GDP	RPFI	FixAss	UI	PartR	UR	Cons3	Cons5	CPIU	PCE	School	Hosp1	Deaths1
2012-01-01	0.0	0.0	0.0	0.0	1.0000000000000018	0.7052631578947368	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-02-01	0.977539595369171	0.7710919422478391	0.11447599514483961	0.09547522268054742	0.9787234042553212	0.6947368421052631	0.9902375006386085	0.9931684268291594	0.48042480973508717	0.9679389035394174	0.0	0.0	0.0
2012-03-01	0.9778468788662634	0.7688322217861625	0.1367478482183715	0.10237931193980154	0.9787234042553212	0.6842105263157896	0.9904432099729252	0.9934294942448484	0.4783596646895119	0.966573298315848	0.0	0.0	0.0
2012-04-01	0.9785367983902433	0.7369669475733458	0.31621284637663927	0.11643109516403306	0.9574468085106407	0.6842105263157896	0.9908290372085731	0.9939102988619309	0.4580164258916395	0.9640820130383683	0.0	0.0	0.0
2012-05-01	0.980909782030356	0.7360066831407874	0.4866398333703237	0.08777518045295357	0.9574468085106407	0.6736842105263157	0.9924490039448428	0.9958973280295761	0.2823120937051792	0.9538741718760513	0.0	0.0	0.0
2012-06-01	0.9802890560946349	0.7350587987834398	0.4425384451175317	0.1309863701125619	0.9361702127659584	0.663157894736842	0.9920203948503465	0.9953838651476299	0.34089822278672366	0.956476820529933	0.0	0.0	0.0
2012-07-01	0.978628794734996	0.5956148353511621	0.35944544910958337	0.12719861151523348	0.9361702127659584	0.6526315789473685	0.9914299096701791	0.9946727235091185	0.39344637279221933	0.9600922983102562	0.0	0.0	0.0
2012-08-01	0.9756898429184142	0.5956065517799908	0.14887801124841976	0.11384205279872275	0.9361702127659584	0.6421052631578947	0.9894115702076282	0.9922187155731333	0.6527359268372354	0.9726370191705382	0.0	0.0	0.0
2012-09-01	0.9759961114638617	0.595598278406321	0.17085954930922015	0.10784248633750122	0.9148936170212796	0.631578947368421	0.9896140403727106	0.9924752176194586	0.6040928049754837	0.9712958398905062	0.0	0.0	0.0
2012-10-01	0.9744255323125611	0.6838529943881154	0.07702199504349785	0.12351386928322425	0.9148936170212796	0.6210526315789473	0.9896481725251073	0.9925261578032454	0.506728251696605	0.9710078867636006	0.0	0.0	0.0
2012-11-01	0.9779909356391178	0.683073181307034	0.33205138450842836	0.09250374383514587	0.8936170212765973	0.6210526315789473	0.9920768689085852	0.9954996860388876	0.3006557725101743	0.9557458204525275	0.0	0.0	0.0
