State,Year,Period,Monetary_2
DE,2012,M11,101.4953345
DE,2012,M12,101.4830453
DE,2013,M01,101.6840618
DE,2013,M02,102.2361988
DE,2013,M03,101.9487188
DE,2013,M04,101.735852
DE,2013,M05,101.7779865
DE,2013,M06,102.0202597
DE,2013,M07,102.2199594
DE,2013,M08,102.4639882
DE,2013,M09,102.5026115
DE,2013,M10,102.557474
DE,2013,M11,102.7466402
DE,2013,M12,103.0183197
DE,2014,M01,103.2680542
DE,2014,M02,103.3817294
DE,2014,M03,103.5928407
DE,2014,M04,103.7859569
DE,2014,M05,103.9834622
DE,2014,M06,104.1208381
DE,2014,M07,104.2380246
DE,2014,M08,104.2213464
DE,2014,M09,104.2288077
DE,2014,M10,104.2081794
DE,2014,M11,104.0119908
DE,2014,M12,103.6911544
DE,2015,M01,103.0306089
DE,2015,M02,103.2917548
DE,2015,M03,103.5700178
DE,2015,M04,103.6779874
DE,2015,M05,104.019891
DE,2015,M06,104.3078098
DE,2015,M07,104.4732753
DE,2015,M08,104.4728364
DE,2015,M09,104.2380246
DE,2015,M10,104.3411662
DE,2015,M11,104.465814
DE,2015,M12,104.3534555
DE,2016,M01,104.3056153
DE,2016,M02,104.1669227
DE,2016,M03,104.4934648
DE,2016,M04,104.8937422
DE,2016,M05,105.141721
DE,2016,M06,105.4335899
DE,2016,M07,105.380483
DE,2016,M08,105.5753549
DE,2016,M09,105.8523012
DE,2016,M10,106.10028
DE,2016,M11,106.2253667
DE,2016,M12,106.493535
DE,2017,M01,106.9240965
DE,2017,M02,107.09439
DE,2017,M03,107.0443553
DE,2017,M04,107.1764644
DE,2017,M05,107.0935122
DE,2017,M06,107.1632974
DE,2017,M07,107.1984094
DE,2017,M08,107.610976
DE,2017,M09,108.1604796
DE,2017,M10,108.2443097
DE,2017,M11,108.5331063
DE,2017,M12,108.7617735
DE,2018,M01,109.1734623
DE,2018,M02,109.4789372
DE,2018,M03,109.541261
DE,2018,M04,109.7892399
DE,2018,M05,110.067064
DE,2018,M06,110.2158513
DE,2018,M07,110.305826
DE,2018,M08,110.4927976
DE,2018,M09,110.707859
DE,2018,M10,110.9812941
DE,2018,M11,110.8913194
DE,2018,M12,110.844796
DE,2019,M01,110.809245
DE,2019,M02,111.1011139
DE,2019,M03,111.6005829
DE,2019,M04,111.9912044
DE,2019,M05,112.0623063
DE,2019,M06,112.0781068
DE,2019,M07,112.3146742
DE,2019,M08,112.4371275
DE,2019,M09,112.6201491
DE,2019,M10,112.9313296
DE,2019,M11,113.1433186
DE,2019,M12,113.3517964
DE,2020,M01,113.5356958
DE,2020,M02,113.6783385
DE,2020,M03,113.3087842
DE,2020,M04,112.3998209
DE,2020,M05,112.3339858
DE,2020,M06,112.8927063
DE,2020,M07,113.4746886
DE,2020,M08,113.9298286
DE,2020,M09,114.197558
DE,2020,M10,114.2686599
DE,2020,M11,114.4306142
DE,2020,M12,114.8006074
DE,2021,M01,115.0797482
DE,2021,M02,115.5827284
DE,2021,M03,116.3209593
DE,2021,M04,117.0666515
DE,2021,M05,117.8882735
DE,2021,M06,118.9223234
DE,2021,M07,119.4617323
DE,2021,M08,119.860254
DE,2021,M09,120.3527006
DE,2021,M10,121.3955285
DE,2021,M11,122.2443623
DE,2021,M12,122.9474811
DE,2022,M01,123.7405746
DE,2022,M02,124.7276622
DE,2022,M03,126.2752258
DE,2022,M04,126.6943759
DE,2022,M05,127.9281256
DE,2022,M06,129.6196487
DE,2022,M07,129.5946314
DE,2022,M08,129.7478077
DE,2022,M09,130.2485933
DE,2022,M10,130.8196031
DE,2022,M11,130.9455675
DE,2022,M12,NA
FL,2012,M01,100
FL,2012,M02,100.2137446
FL,2012,M03,100.4235391
FL,2012,M04,100.5903214
FL,2012,M05,100.3822825
FL,2012,M06,100.2993302
FL,2012,M07,100.3282977
FL,2012,M08,100.9111577
FL,2012,M09,101.3926317
FL,2012,M10,101.6660668
FL,2012,M11,101.4953345
FL,2012,M12,101.4830453
FL,2013,M01,101.6840618
FL,2013,M02,102.2361988
FL,2013,M03,101.9487188
FL,2013,M04,101.735852
FL,2013,M05,101.7779865
FL,2013,M06,102.0202597
FL,2013,M07,102.2199594
FL,2013,M08,102.4639882
FL,2013,M09,102.5026115
FL,2013,M10,102.557474
FL,2013,M11,102.7466402
FL,2013,M12,103.0183197
FL,2014,M01,103.2680542
FL,2014,M02,103.3817294
FL,2014,M03,103.5928407
FL,2014,M04,103.7859569
FL,2014,M05,103.9834622
FL,2014,M06,104.1208381
FL,2014,M07,104.2380246
FL,2014,M08,104.2213464
FL,2014,M09,104.2288077
FL,2014,M10,104.2081794
FL,2014,M11,104.0119908
FL,2014,M12,103.6911544
FL,2015,M01,103.0306089
FL,2015,M02,103.2917548
FL,2015,M03,103.5700178
FL,2015,M04,103.6779874
FL,2015,M05,104.019891
FL,2015,M06,104.3078098
FL,2015,M07,104.4732753
FL,2015,M08,104.4728364
FL,2015,M09,104.2380246
FL,2015,M10,104.3411662
FL,2015,M11,104.465814
FL,2015,M12,104.3534555
FL,2016,M01,104.3056153
FL,2016,M02,104.1669227
FL,2016,M03,104.4934648
FL,2016,M04,104.8937422
FL,2016,M05,105.141721
FL,2016,M06,105.4335899
FL,2016,M07,105.380483
FL,2016,M08,105.5753549
FL,2016,M09,105.8523012
FL,2016,M10,106.10028
FL,2016,M11,106.2253667
FL,2016,M12,106.493535
FL,2017,M01,106.9240965
FL,2017,M02,107.09439
FL,2017,M03,107.0443553
FL,2017,M04,107.1764644
FL,2017,M05,107.0935122
FL,2017,M06,107.1632974
FL,2017,M07,107.1984094
FL,2017,M08,107.610976
FL,2017,M09,108.1604796
FL,2017,M10,108.2443097
FL,2017,M11,108.5331063
FL,2017,M12,108.7617735
FL,2018,M01,109.1734623
FL,2018,M02,109.4789372
FL,2018,M03,109.541261
FL,2018,M04,109.7892399
FL,2018,M05,110.067064
FL,2018,M06,110.2158513
FL,2018,M07,110.305826
FL,2018,M08,110.4927976
FL,2018,M09,110.707859
FL,2018,M10,110.9812941
FL,2018,M11,110.8913194
FL,2018,M12,110.844796
FL,2019,M01,110.809245
FL,2019,M02,111.1011139
FL,2019,M03,111.6005829
FL,2019,M04,111.9912044
FL,2019,M05,112.0623063
FL,2019,M06,112.0781068
FL,2019,M07,112.3146742
FL,2019,M08,112.4371275
FL,2019,M09,112.6201491
FL,2019,M10,112.9313296
FL,2019,M11,113.1433186
FL,2019,M12,113.3517964
FL,2020,M01,113.5356958
FL,2020,M02,113.6783385
FL,2020,M03,113.3087842
FL,2020,M04,112.3998209
FL,2020,M05,112.3339858
FL,2020,M06,112.8927063
FL,2020,M07,113.4746886
FL,2020,M08,113.9298286
FL,2020,M09,114.197558
FL,2020,M10,114.2686599
FL,2020,M11,114.4306142
FL,2020,M12,114.8006074
FL,2021,M01,115.0797482
FL,2021,M02,115.5827284
FL,2021,M03,116.3209593
FL,2021,M04,117.0666515
FL,2021,M05,117.8882735
FL,2021,M06,118.9223234
FL,2021,M07,119.4617323
FL,2021,M08,119.860254
FL,2021,M09,120.3527006
FL,2021,M10,121.3955285
FL,2021,M11,122.2443623
FL,2021,M12,122.9474811
FL,2022,M01,123.7405746
FL,2022,M02,124.7276622
FL,2022,M03,126.2752258
FL,2022,M04,126.6943759
FL,2022,M05,127.9281256
FL,2022,M06,129.6196487
FL,2022,M07,129.5946314
FL,2022,M08,129.7478077
FL,2022,M09,130.2485933
FL,2022,M10,130.8196031
FL,2022,M11,130.9455675
FL,2022,M12,NA
GA,2012,M01,100
GA,2012,M02,100.2137446
GA,2012,M03,100.4235391
GA,2012,M04,100.5903214
GA,2012,M05,100.3822825
GA,2012,M06,100.2993302
GA,2012,M07,100.3282977
GA,2012,M08,100.9111577
GA,2012,M09,101.3926317
GA,2012,M10,101.6660668
GA,2012,M11,101.4953345
GA,2012,M12,101.4830453
GA,2013,M01,101.6840618
GA,2013,M02,102.2361988
GA,2013,M03,101.9487188
GA,2013,M04,101.735852
GA,2013,M05,101.7779865
GA,2013,M06,102.0202597
GA,2013,M07,102.2199594
GA,2013,M08,102.4639882
GA,2013,M09,102.5026115
GA,2013,M10,102.557474
GA,2013,M11,102.7466402
GA,2013,M12,103.0183197
GA,2014,M01,103.2680542
GA,2014,M02,103.3817294
GA,2014,M03,103.5928407
GA,2014,M04,103.7859569
GA,2014,M05,103.9834622
GA,2014,M06,104.1208381
GA,2014,M07,104.2380246
GA,2014,M08,104.2213464
GA,2014,M09,104.2288077
GA,2014,M10,104.2081794
GA,2014,M11,104.0119908
GA,2014,M12,103.6911544
GA,2015,M01,103.0306089
GA,2015,M02,103.2917548
GA,2015,M03,103.5700178
GA,2015,M04,103.6779874
GA,2015,M05,104.019891
GA,2015,M06,104.3078098
GA,2015,M07,104.4732753
GA,2015,M08,104.4728364
GA,2015,M09,104.2380246
GA,2015,M10,104.3411662
GA,2015,M11,104.465814
GA,2015,M12,104.3534555
GA,2016,M01,104.3056153
GA,2016,M02,104.1669227
GA,2016,M03,104.4934648
GA,2016,M04,104.8937422
GA,2016,M05,105.141721
GA,2016,M06,105.4335899
GA,2016,M07,105.380483
GA,2016,M08,105.5753549
GA,2016,M09,105.8523012
GA,2016,M10,106.10028
GA,2016,M11,106.2253667
GA,2016,M12,106.493535
GA,2017,M01,106.9240965
GA,2017,M02,107.09439
GA,2017,M03,107.0443553
GA,2017,M04,107.1764644
GA,2017,M05,107.0935122
GA,2017,M06,107.1632974
GA,2017,M07,107.1984094
GA,2017,M08,107.610976
GA,2017,M09,108.1604796
GA,2017,M10,108.2443097
GA,2017,M11,108.5331063
GA,2017,M12,108.7617735
GA,2018,M01,109.1734623
GA,2018,M02,109.4789372
GA,2018,M03,109.541261
GA,2018,M04,109.7892399
GA,2018,M05,110.067064
GA,2018,M06,110.2158513
GA,2018,M07,110.305826
GA,2018,M08,110.4927976
GA,2018,M09,110.707859
GA,2018,M10,110.9812941
GA,2018,M11,110.8913194
GA,2018,M12,110.844796
GA,2019,M01,110.809245
GA,2019,M02,111.1011139
GA,2019,M03,111.6005829
GA,2019,M04,111.9912044
GA,2019,M05,112.0623063
GA,2019,M06,112.0781068
GA,2019,M07,112.3146742
GA,2019,M08,112.4371275
GA,2019,M09,112.6201491
GA,2019,M10,112.9313296
GA,2019,M11,113.1433186
GA,2019,M12,113.3517964
GA,2020,M01,113.5356958
GA,2020,M02,113.6783385
GA,2020,M03,113.3087842
GA,2020,M04,112.3998209
GA,2020,M05,112.3339858
GA,2020,M06,112.8927063
GA,2020,M07,113.4746886
GA,2020,M08,113.9298286
GA,2020,M09,114.197558
GA,2020,M10,114.2686599
GA,2020,M11,114.4306142
GA,2020,M12,114.8006074
GA,2021,M01,115.0797482
GA,2021,M02,115.5827284
GA,2021,M03,116.3209593
GA,2021,M04,117.0666515
GA,2021,M05,117.8882735
GA,2021,M06,118.9223234
GA,2021,M07,119.4617323
GA,2021,M08,119.860254
GA,2021,M09,120.3527006
GA,2021,M10,121.3955285
GA,2021,M11,122.2443623
GA,2021,M12,122.9474811
GA,2022,M01,123.7405746
GA,2022,M02,124.7276622
GA,2022,M03,126.2752258
GA,2022,M04,126.6943759
GA,2022,M05,127.9281256
GA,2022,M06,129.6196487
GA,2022,M07,129.5946314
GA,2022,M08,129.7478077
GA,2022,M09,130.2485933
GA,2022,M10,130.8196031
GA,2022,M11,130.9455675
GA,2022,M12,NA
HI,2012,M01,100
HI,2012,M02,100.2137446
HI,2012,M03,100.4235391
HI,2012,M04,100.5903214
HI,2012,M05,100.3822825
HI,2012,M06,100.2993302
HI,2012,M07,100.3282977
HI,2012,M08,100.9111577
HI,2012,M09,101.3926317
HI,2012,M10,101.6660668
HI,2012,M11,101.4953345
HI,2012,M12,101.4830453
HI,2013,M01,101.6840618
HI,2013,M02,102.2361988
HI,2013,M03,101.9487188
HI,2013,M04,101.735852
HI,2013,M05,101.7779865
HI,2013,M06,102.0202597
HI,2013,M07,102.2199594
HI,2013,M08,102.4639882
HI,2013,M09,102.5026115
HI,2013,M10,102.557474
HI,2013,M11,102.7466402
HI,2013,M12,103.0183197
HI,2014,M01,103.2680542
HI,2014,M02,103.3817294
HI,2014,M03,103.5928407
HI,2014,M04,103.7859569
HI,2014,M05,103.9834622
HI,2014,M06,104.1208381
HI,2014,M07,104.2380246
HI,2014,M08,104.2213464
HI,2014,M09,104.2288077
HI,2014,M10,104.2081794
HI,2014,M11,104.0119908
HI,2014,M12,103.6911544
HI,2015,M01,103.0306089
HI,2015,M02,103.2917548
HI,2015,M03,103.5700178
HI,2015,M04,103.6779874
HI,2015,M05,104.019891
HI,2015,M06,104.3078098
HI,2015,M07,104.4732753
HI,2015,M08,104.4728364
HI,2015,M09,104.2380246
HI,2015,M10,104.3411662
HI,2015,M11,104.465814
HI,2015,M12,104.3534555
HI,2016,M01,104.3056153
HI,2016,M02,104.1669227
HI,2016,M03,104.4934648
HI,2016,M04,104.8937422
HI,2016,M05,105.141721
HI,2016,M06,105.4335899
HI,2016,M07,105.380483
HI,2016,M08,105.5753549
HI,2016,M09,105.8523012
HI,2016,M10,106.10028
HI,2016,M11,106.2253667
HI,2016,M12,106.493535
HI,2017,M01,106.9240965
HI,2017,M02,107.09439
HI,2017,M03,107.0443553
HI,2017,M04,107.1764644
HI,2017,M05,107.0935122
HI,2017,M06,107.1632974
HI,2017,M07,107.1984094
HI,2017,M08,107.610976
HI,2017,M09,108.1604796
HI,2017,M10,108.2443097
HI,2017,M11,108.5331063
HI,2017,M12,108.7617735
HI,2018,M01,109.1734623
HI,2018,M02,109.4789372
HI,2018,M03,109.541261
HI,2018,M04,109.7892399
HI,2018,M05,110.067064
HI,2018,M06,110.2158513
HI,2018,M07,110.305826
HI,2018,M08,110.4927976
HI,2018,M09,110.707859
HI,2018,M10,110.9812941
HI,2018,M11,110.8913194
HI,2018,M12,110.844796
HI,2019,M01,110.809245
HI,2019,M02,111.1011139
HI,2019,M03,111.6005829
HI,2019,M04,111.9912044
HI,2019,M05,112.0623063
HI,2019,M06,112.0781068
HI,2019,M07,112.3146742
HI,2019,M08,112.4371275
HI,2019,M09,112.6201491
HI,2019,M10,112.9313296
HI,2019,M11,113.1433186
HI,2019,M12,113.3517964
HI,2020,M01,113.5356958
HI,2020,M02,113.6783385
HI,2020,M03,113.3087842
HI,2020,M04,112.3998209
HI,2020,M05,112.3339858
HI,2020,M06,112.8927063
HI,2020,M07,113.4746886
HI,2020,M08,113.9298286
HI,2020,M09,114.197558
HI,2020,M10,114.2686599
HI,2020,M11,114.4306142
HI,2020,M12,114.8006074
HI,2021,M01,115.0797482
HI,2021,M02,115.5827284
HI,2021,M03,116.3209593
HI,2021,M04,117.0666515
HI,2021,M05,117.8882735
HI,2021,M06,118.9223234
HI,2021,M07,119.4617323
HI,2021,M08,119.860254
HI,2021,M09,120.3527006
HI,2021,M10,121.3955285
HI,2021,M11,122.2443623
HI,2021,M12,122.9474811
HI,2022,M01,123.7405746
HI,2022,M02,124.7276622
HI,2022,M03,126.2752258
HI,2022,M04,126.6943759
HI,2022,M05,127.9281256
HI,2022,M06,129.6196487
HI,2022,M07,129.5946314
HI,2022,M08,129.7478077
HI,2022,M09,130.2485933
HI,2022,M10,130.8196031
HI,2022,M11,130.9455675
HI,2022,M12,NA
IA,2012,M01,100
IA,2012,M02,100.2137446
IA,2012,M03,100.4235391
IA,2012,M04,100.5903214
IA,2012,M05,100.3822825
IA,2012,M06,100.2993302
IA,2012,M07,100.3282977
IA,2012,M08,100.9111577
IA,2012,M09,101.3926317
IA,2012,M10,101.6660668
IA,2012,M11,101.4953345
IA,2012,M12,101.4830453
IA,2013,M01,101.6840618
IA,2013,M02,102.2361988
IA,2013,M03,101.9487188
IA,2013,M04,101.735852
IA,2013,M05,101.7779865
IA,2013,M06,102.0202597
IA,2013,M07,102.2199594
IA,2013,M08,102.4639882
IA,2013,M09,102.5026115
IA,2013,M10,102.557474
IA,2013,M11,102.7466402
IA,2013,M12,103.0183197
IA,2014,M01,103.2680542
IA,2014,M02,103.3817294
IA,2014,M03,103.5928407
IA,2014,M04,103.7859569
IA,2014,M05,103.9834622
IA,2014,M06,104.1208381
IA,2014,M07,104.2380246
IA,2014,M08,104.2213464
IA,2014,M09,104.2288077
IA,2014,M10,104.2081794
IA,2014,M11,104.0119908
IA,2014,M12,103.6911544
IA,2015,M01,103.0306089
IA,2015,M02,103.2917548
IA,2015,M03,103.5700178
IA,2015,M04,103.6779874
IA,2015,M05,104.019891
IA,2015,M06,104.3078098
IA,2015,M07,104.4732753
IA,2015,M08,104.4728364
IA,2015,M09,104.2380246
IA,2015,M10,104.3411662
IA,2015,M11,104.465814
IA,2015,M12,104.3534555
IA,2016,M01,104.3056153
IA,2016,M02,104.1669227
IA,2016,M03,104.4934648
IA,2016,M04,104.8937422
IA,2016,M05,105.141721
IA,2016,M06,105.4335899
IA,2016,M07,105.380483
IA,2016,M08,105.5753549
IA,2016,M09,105.8523012
IA,2016,M10,106.10028
IA,2016,M11,106.2253667
IA,2016,M12,106.493535
IA,2017,M01,106.9240965
IA,2017,M02,107.09439
IA,2017,M03,107.0443553
IA,2017,M04,107.1764644
IA,2017,M05,107.0935122
IA,2017,M06,107.1632974
IA,2017,M07,107.1984094
IA,2017,M08,107.610976
IA,2017,M09,108.1604796
IA,2017,M10,108.2443097
IA,2017,M11,108.5331063
IA,2017,M12,108.7617735
IA,2018,M01,109.1734623
IA,2018,M02,109.4789372
IA,2018,M03,109.541261
IA,2018,M04,109.7892399
IA,2018,M05,110.067064
IA,2018,M06,110.2158513
IA,2018,M07,110.305826
IA,2018,M08,110.4927976
IA,2018,M09,110.707859
IA,2018,M10,110.9812941
IA,2018,M11,110.8913194
IA,2018,M12,110.844796
IA,2019,M01,110.809245
IA,2019,M02,111.1011139
IA,2019,M03,111.6005829
IA,2019,M04,111.9912044
IA,2019,M05,112.0623063
IA,2019,M06,112.0781068
IA,2019,M07,112.3146742
IA,2019,M08,112.4371275
IA,2019,M09,112.6201491
IA,2019,M10,112.9313296
IA,2019,M11,113.1433186
IA,2019,M12,113.3517964
IA,2020,M01,113.5356958
IA,2020,M02,113.6783385
IA,2020,M03,113.3087842
IA,2020,M04,112.3998209
IA,2020,M05,112.3339858
IA,2020,M06,112.8927063
IA,2020,M07,113.4746886
IA,2020,M08,113.9298286
IA,2020,M09,114.197558
IA,2020,M10,114.2686599
IA,2020,M11,114.4306142
IA,2020,M12,114.8006074
IA,2021,M01,115.0797482
IA,2021,M02,115.5827284
IA,2021,M03,116.3209593
IA,2021,M04,117.0666515
IA,2021,M05,117.8882735
IA,2021,M06,118.9223234
IA,2021,M07,119.4617323
IA,2021,M08,119.860254
IA,2021,M09,120.3527006
IA,2021,M10,121.3955285
IA,2021,M11,122.2443623
IA,2021,M12,122.9474811
IA,2022,M01,123.7405746
IA,2022,M02,124.7276622
IA,2022,M03,126.2752258
IA,2022,M04,126.6943759
IA,2022,M05,127.9281256
IA,2022,M06,129.6196487
IA,2022,M07,129.5946314
IA,2022,M08,129.7478077
IA,2022,M09,130.2485933
IA,2022,M10,130.8196031
IA,2022,M11,130.9455675
IA,2022,M12,NA
ID,2012,M01,100
ID,2012,M02,100.2137446
ID,2012,M03,100.4235391
ID,2012,M04,100.5903214
ID,2012,M05,100.3822825
ID,2012,M06,100.2993302
ID,2012,M07,100.3282977
ID,2012,M08,100.9111577
ID,2012,M09,101.3926317
ID,2012,M10,101.6660668
ID,2012,M11,101.4953345
ID,2012,M12,101.4830453
ID,2013,M01,101.6840618
ID,2013,M02,102.2361988
ID,2013,M03,101.9487188
ID,2013,M04,101.735852
ID,2013,M05,101.7779865
ID,2013,M06,102.0202597
ID,2013,M07,102.2199594
ID,2013,M08,102.4639882
ID,2013,M09,102.5026115
ID,2013,M10,102.557474
ID,2013,M11,102.7466402
ID,2013,M12,103.0183197
ID,2014,M01,103.2680542
ID,2014,M02,103.3817294
ID,2014,M03,103.5928407
ID,2014,M04,103.7859569
ID,2014,M05,103.9834622
ID,2014,M06,104.1208381
ID,2014,M07,104.2380246
ID,2014,M08,104.2213464
ID,2014,M09,104.2288077
ID,2014,M10,104.2081794
ID,2014,M11,104.0119908
ID,2014,M12,103.6911544
ID,2015,M01,103.0306089
ID,2015,M02,103.2917548
ID,2015,M03,103.5700178
ID,2015,M04,103.6779874
ID,2015,M05,104.019891
ID,2015,M06,104.3078098
ID,2015,M07,104.4732753
ID,2015,M08,104.4728364
ID,2015,M09,104.2380246
ID,2015,M10,104.3411662
ID,2015,M11,104.465814
ID,2015,M12,104.3534555
ID,2016,M01,104.3056153
ID,2016,M02,104.1669227
ID,2016,M03,104.4934648
ID,2016,M04,104.8937422
ID,2016,M05,105.141721
ID,2016,M06,105.4335899
ID,2016,M07,105.380483
ID,2016,M08,105.5753549
ID,2016,M09,105.8523012
ID,2016,M10,106.10028
ID,2016,M11,106.2253667
ID,2016,M12,106.493535
ID,2017,M01,106.9240965
ID,2017,M02,107.09439
ID,2017,M03,107.0443553
ID,2017,M04,107.1764644
ID,2017,M05,107.0935122
ID,2017,M06,107.1632974
ID,2017,M07,107.1984094
ID,2017,M08,107.610976
ID,2017,M09,108.1604796
ID,2017,M10,108.2443097
ID,2017,M11,108.5331063
ID,2017,M12,108.7617735
ID,2018,M01,109.1734623
ID,2018,M02,109.4789372
ID,2018,M03,109.541261
ID,2018,M04,109.7892399
ID,2018,M05,110.067064
ID,2018,M06,110.2158513
ID,2018,M07,110.305826
ID,2018,M08,110.4927976
ID,2018,M09,110.707859
ID,2018,M10,110.9812941
ID,2018,M11,110.8913194
ID,2018,M12,110.844796
ID,2019,M01,110.809245
ID,2019,M02,111.1011139
ID,2019,M03,111.6005829
ID,2019,M04,111.9912044
ID,2019,M05,112.0623063
ID,2019,M06,112.0781068
ID,2019,M07,112.3146742
ID,2019,M08,112.4371275
ID,2019,M09,112.6201491
ID,2019,M10,112.9313296
ID,2019,M11,113.1433186
ID,2019,M12,113.3517964
ID,2020,M01,113.5356958
ID,2020,M02,113.6783385
ID,2020,M03,113.3087842
ID,2020,M04,112.3998209
ID,2020,M05,112.3339858
ID,2020,M06,112.8927063
ID,2020,M07,113.4746886
ID,2020,M08,113.9298286
ID,2020,M09,114.197558
ID,2020,M10,114.2686599
ID,2020,M11,114.4306142
ID,2020,M12,114.8006074
ID,2021,M01,115.0797482
ID,2021,M02,115.5827284
ID,2021,M03,116.3209593
ID,2021,M04,117.0666515
ID,2021,M05,117.8882735
ID,2021,M06,118.9223234
ID,2021,M07,119.4617323
ID,2021,M08,119.860254
ID,2021,M09,120.3527006
ID,2021,M10,121.3955285
ID,2021,M11,122.2443623
ID,2021,M12,122.9474811
ID,2022,M01,123.7405746
ID,2022,M02,124.7276622
ID,2022,M03,126.2752258
ID,2022,M04,126.6943759
ID,2022,M05,127.9281256
ID,2022,M06,129.6196487
ID,2022,M07,129.5946314
ID,2022,M08,129.7478077
ID,2022,M09,130.2485933
ID,2022,M10,130.8196031
ID,2022,M11,130.9455675
ID,2022,M12,NA
IL,2012,M01,100
IL,2012,M02,100.2137446
IL,2012,M03,100.4235391
IL,2012,M04,100.5903214
IL,2012,M05,100.3822825
IL,2012,M06,100.2993302
IL,2012,M07,100.3282977
IL,2012,M08,100.9111577
IL,2012,M09,101.3926317
IL,2012,M10,101.6660668
IL,2012,M11,101.4953345
IL,2012,M12,101.4830453
IL,2013,M01,101.6840618
IL,2013,M02,102.2361988
IL,2013,M03,101.9487188
IL,2013,M04,101.735852
IL,2013,M05,101.7779865
IL,2013,M06,102.0202597
IL,2013,M07,102.2199594
IL,2013,M08,102.4639882
IL,2013,M09,102.5026115
IL,2013,M10,102.557474
IL,2013,M11,102.7466402
IL,2013,M12,103.0183197
IL,2014,M01,103.2680542
IL,2014,M02,103.3817294
IL,2014,M03,103.5928407
IL,2014,M04,103.7859569
IL,2014,M05,103.9834622
IL,2014,M06,104.1208381
IL,2014,M07,104.2380246
IL,2014,M08,104.2213464
IL,2014,M09,104.2288077
IL,2014,M10,104.2081794
IL,2014,M11,104.0119908
IL,2014,M12,103.6911544
IL,2015,M01,103.0306089
IL,2015,M02,103.2917548
IL,2015,M03,103.5700178
IL,2015,M04,103.6779874
IL,2015,M05,104.019891
IL,2015,M06,104.3078098
IL,2015,M07,104.4732753
IL,2015,M08,104.4728364
IL,2015,M09,104.2380246
IL,2015,M10,104.3411662
IL,2015,M11,104.465814
IL,2015,M12,104.3534555
IL,2016,M01,104.3056153
IL,2016,M02,104.1669227
IL,2016,M03,104.4934648
IL,2016,M04,104.8937422
IL,2016,M05,105.141721
IL,2016,M06,105.4335899
IL,2016,M07,105.380483
IL,2016,M08,105.5753549
IL,2016,M09,105.8523012
IL,2016,M10,106.10028
IL,2016,M11,106.2253667
IL,2016,M12,106.493535
IL,2017,M01,106.9240965
IL,2017,M02,107.09439
IL,2017,M03,107.0443553
IL,2017,M04,107.1764644
IL,2017,M05,107.0935122
IL,2017,M06,107.1632974
IL,2017,M07,107.1984094
IL,2017,M08,107.610976
IL,2017,M09,108.1604796
IL,2017,M10,108.2443097
IL,2017,M11,108.5331063
IL,2017,M12,108.7617735
IL,2018,M01,109.1734623
IL,2018,M02,109.4789372
IL,2018,M03,109.541261
IL,2018,M04,109.7892399
IL,2018,M05,110.067064
IL,2018,M06,110.2158513
IL,2018,M07,110.305826
IL,2018,M08,110.4927976
IL,2018,M09,110.707859
IL,2018,M10,110.9812941
IL,2018,M11,110.8913194
IL,2018,M12,110.844796
IL,2019,M01,110.809245
IL,2019,M02,111.1011139
IL,2019,M03,111.6005829
IL,2019,M04,111.9912044
IL,2019,M05,112.0623063
IL,2019,M06,112.0781068
IL,2019,M07,112.3146742
IL,2019,M08,112.4371275
IL,2019,M09,112.6201491
IL,2019,M10,112.9313296
IL,2019,M11,113.1433186
IL,2019,M12,113.3517964
IL,2020,M01,113.5356958
IL,2020,M02,113.6783385
IL,2020,M03,113.3087842
IL,2020,M04,112.3998209
IL,2020,M05,112.3339858
IL,2020,M06,112.8927063
IL,2020,M07,113.4746886
IL,2020,M08,113.9298286
IL,2020,M09,114.197558
IL,2020,M10,114.2686599
IL,2020,M11,114.4306142
IL,2020,M12,114.8006074
IL,2021,M01,115.0797482
IL,2021,M02,115.5827284
IL,2021,M03,116.3209593
IL,2021,M04,117.0666515
IL,2021,M05,117.8882735
IL,2021,M06,118.9223234
IL,2021,M07,119.4617323
IL,2021,M08,119.860254
IL,2021,M09,120.3527006
IL,2021,M10,121.3955285
IL,2021,M11,122.2443623
IL,2021,M12,122.9474811
IL,2022,M01,123.7405746
IL,2022,M02,124.7276622
IL,2022,M03,126.2752258
IL,2022,M04,126.6943759
IL,2022,M05,127.9281256
IL,2022,M06,129.6196487
IL,2022,M07,129.5946314
IL,2022,M08,129.7478077
IL,2022,M09,130.2485933
IL,2022,M10,130.8196031
IL,2022,M11,130.9455675
IL,2022,M12,NA
IN,2012,M01,100
IN,2012,M02,100.2137446
IN,2012,M03,100.4235391
IN,2012,M04,100.5903214
IN,2012,M05,100.3822825
IN,2012,M06,100.2993302
IN,2012,M07,100.3282977
IN,2012,M08,100.9111577
IN,2012,M09,101.3926317
IN,2012,M10,101.6660668
IN,2012,M11,101.4953345
IN,2012,M12,101.4830453
IN,2013,M01,101.6840618
IN,2013,M02,102.2361988
IN,2013,M03,101.9487188
IN,2013,M04,101.735852
IN,2013,M05,101.7779865
IN,2013,M06,102.0202597
IN,2013,M07,102.2199594
IN,2013,M08,102.4639882
IN,2013,M09,102.5026115
IN,2013,M10,102.557474
IN,2013,M11,102.7466402
IN,2013,M12,103.0183197
IN,2014,M01,103.2680542
IN,2014,M02,103.3817294
IN,2014,M03,103.5928407
IN,2014,M04,103.7859569
IN,2014,M05,103.9834622
IN,2014,M06,104.1208381
