Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,CPI,CPIU,PCE,PCEC,FixAss,Prod,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr,TBill30yr,FFR
2019-03-01,0.5760088356280334,0.28149010477299186,0.2803884647909795,0.22424886914110925,0.12148078235886153,0.36425030326453955,0.1168950768642463,0.8061153578874218,0.8270664699549424,0.5416034092699008,0.4963855421686745,0.4913841022790423,0.6330749354005167,0.5444685466377439,0.5264270613107822,0.5669856459330145,0.6457286432160803,0.7376237623762376,0.9059888615541114,0.9555647224663828,0.9917795395371968,0.9879336349924586,0.3953488372093023,0.0,0.0,0.5,0.5591297686394875,0.540687531370939,0.46284330474687596,0.46284330474687596,0.6163066022375423,0.5593001930486659,0.019374666727089856,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6102461835552806,0.6375661375661377,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.6817786700108269,0.28723321691889797,0.2486086525882935,0.20465345820951872,0.09485851830165304,0.3312135825257805,0.08815633771434592,0.809077941552979,0.8276645799274294,0.4997468165955419,0.6224899598393667,0.5136186770428033,0.627906976744186,0.5336225596529284,0.5116279069767441,0.5574162679425838,0.6356783919597989,0.7277227722772277,0.9044505064232353,0.9585703949594966,0.9917795395371968,0.9894419306184011,0.3837209302325581,0.0,0.0,0.5,0.5591297686394875,0.540687531370939,0.46284330474687596,0.46284330474687596,0.6163066022375423,0.5593001930486659,0.019374666727089856,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5536100520329739,0.6402116402116403,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.7168162240698828,0.26193247962747385,0.4584754704204373,0.3370766879472866,0.27014535847623183,0.5488150906579871,0.2790016750035615,0.8165026882703632,0.8206467562502493,0.3768776487352557,0.4803212851405537,0.36853807670927974,0.6201550387596898,0.5249457700650758,0.4947145877378435,0.5239234449760766,0.6030150753768844,0.698019801980198,0.9050552546879284,0.9615573570965666,0.9917795395371968,0.9909502262443439,0.3953488372093023,0.0,0.0,0.5,0.5591297686394875,0.540687531370939,0.46284330474687596,0.46284330474687596,0.6163066022375423,0.5593001930486659,0.019374666727089856,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.40498285989435534,0.6322751322751324,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.7163796845959906,0.33030655801319364,0.4559090699805014,0.335569722608306,0.26798244449992054,0.5461330485630034,0.27670738159970243,0.8245126366994623,0.8246341560668289,0.3556118578432116,0.5638554216867498,0.3702056698165695,0.5736434108527132,0.47071583514099774,0.4228329809725158,0.437799043062201,0.5201005025125627,0.6361386138613861,0.905622953259921,0.9645256088775928,0.9917795395371968,0.9924585218702865,0.4069767441860465,0.0,0.0,0.5,0.5591297686394875,0.540687531370939,0.46284330474687596,0.46284330474687596,0.6163066022375423,0.5593001930486659,0.019374666727089856,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.40497562210225224,0.6296296296296297,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.7217170416528076,0.3522700814901048,0.39143899162603424,0.2952513982853245,0.21407284036027666,0.4792191974078844,0.21820763118947553,0.8249149628762664,0.8212448662227362,0.44050632220187935,0.5076305220883499,0.4146748193440758,0.5555555555555555,0.4511930585683297,0.4143763213530655,0.437799043062201,0.5175879396984925,0.6361386138613861,0.9073191559702691,0.9678186610762188,0.9917795395371968,0.9939668174962294,0.43023255813953487,0.0,0.0,0.5,0.5591297686394875,0.540687531370939,0.46284330474687596,0.46284330474687596,0.6163066022375423,0.5593001930486659,0.019374666727089856,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.4789903770229635,0.634920634920635,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,0.7379331015623466,0.3106713232440823,0.48852994617343315,0.35626788279838933,0.2952085464143437,0.5799346664843001,0.30641197986597657,0.8211111517501188,0.8272259659476057,0.3966244930179258,0.4722891566265047,0.34741523068371977,0.5348837209302325,0.4186550976138828,0.3742071881606765,0.3564593301435407,0.4095477386934673,0.5247524752475248,0.9100094480242696,0.9711120084715543,0.9917795395371968,0.9939668174962294,0.441860465116279,0.0,0.0,0.5,0.5591297686394875,0.540687531370939,0.46284330474687596,0.46284330474687596,0.6163066022375423,0.5593001930486659,0.019374666727089856,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.4418862562771654,0.5634920634920636,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,0.7329005359153914,0.313465269693442,0.4586443783499785,0.3376301208729655,0.27020938048378856,0.5489065125677092,0.279312304473705,0.8307304048864342,0.8262291159934607,0.41991563578260227,0.43694779116465954,0.36798221234018313,0.5142118863049095,0.4099783080260303,0.38054968287526425,0.375598086124402,0.42713567839195976,0.5346534653465347,0.9123917316272804,0.9744056512158404,0.9917795395371968,0.995475113122172,0.46511627906976744,0.0,0.0,0.5,0.5591297686394875,0.540687531370939,0.46284330474687596,0.46284330474687596,0.6163066022375423,0.5593001930486659,0.019374666727089856,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.4602666248266547,0.5396825396825398,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.710262201593366,0.32844392704695385,0.3450940650952249,0.2668168150716935,0.17522480659292441,0.43101476510755526,0.17634732617468013,0.8180022676566329,0.8231189441365286,0.46919830074865937,0.5076305220883499,0.44635908838243943,0.44702842377260976,0.3622559652928416,0.34038054968287523,0.3660287081339713,0.4296482412060301,0.5420792079207921,0.9156720560869475,0.9755843894881272,0.9917795395371968,0.995475113122172,0.4767441860465116,0.0,0.0,0.5,0.5591297686394875,0.540687531370939,0.46284330474687596,0.46284330474687596,0.6163066022375423,0.5593001930486659,0.019374666727089856,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5153587985364816,0.48412698412698424,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.7331648527062592,0.38129608071400856,0.48158894705041666,0.35223831725265314,0.28935084990578397,0.5726722667358544,0.3002231198896858,0.8178559672287041,0.8265481079787871,0.43105485958319556,0.4040160642570313,0.3518621456364609,0.4082687338501292,0.34490238611713664,0.33192389006342493,0.3923444976076555,0.45477386934673364,0.5643564356435643,0.9203673669409336,0.9767581838625614,0.9917795395371968,0.9969834087481145,0.48837209302325585,0.0,0.0,0.5,0.5591297686394875,0.540687531370939,0.46284330474687596,0.46284330474687596,0.6163066022375423,0.5593001930486659,0.019374666727089856,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.4783136359715723,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.7032145249402624,0.3954986418315871,0.30393077777606786,0.24164554197644525,0.14070570331784332,0.3881841108953062,0.13919682584262305,0.8187337697962767,0.8220423461860521,0.42970465063766694,0.5807228915662688,0.4747081712062314,0.40051679586563305,0.3427331887201735,0.3276955602536998,0.40191387559808617,0.4673366834170854,0.5693069306930693,0.923226207940531,0.9779270346436266,0.9917795395371968,0.9984917043740573,0.5116279069767442,0.0,0.0,0.5,0.5591297686394875,0.540687531370939,0.46284330474687596,0.46284330474687596,0.6163066022375423,0.5593001930486659,0.019374666727089856,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.47813718804845706,0.4100529100529101,0.0,0.0,0.0,0.0,0.0,0.0
