Time	GDP	RPFI	FixAss	UI	PartR	UR	Cons3	Cons5	CPIU	PCE	Mask2	School	Hosp1	Deaths1
2012-01-01	1.0	0.0	0.0	0.0	0.9512195121951237	0.3828125	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
2012-02-01	0.021451633391672355	0.9137316270371058	0.6031638539705587	0.2578897410323366	0.9512195121951237	0.3828125	0.004098462342450922	0.005292168071805584	0.48042480973508717	0.9679389035394174	0.0	0.0	0.0	0.0
2012-03-01	0.02158225188826149	0.9114068271213167	0.6164308716416124	0.24851916344048586	0.9512195121951237	0.390625	0.0043343834129001245	0.005463388173423234	0.4783596646895119	0.966573298315848	0.0	0.0	0.0	0.0
2012-04-01	0.02124948897482495	0.8530768626808709	0.6654114598350652	0.2574984741449687	0.9512195121951237	0.3984375	0.004768435944719663	0.005778470838382008	0.4580164258916395	0.9640820130383683	0.0	0.0	0.0	0.0
2012-05-01	0.02245945371260992	0.8518577432062854	0.7698481220733362	0.20501991027575198	0.9756097560975636	0.3984375	0.006560635956060807	0.007079696131038562	0.2823120937051792	0.9538741718760513	0.0	0.0	0.0	0.0
2012-06-01	0.022120593096712826	0.8506528877976618	0.7419569983968183	0.2577041415598443	0.9756097560975636	0.3984375	0.006098157330527285	0.006743814445895322	0.34089822278672366	0.956476820529933	0.0	0.0	0.0	0.0
2012-07-01	0.0207877758995572	0.7015836290313646	0.6489293378408749	0.31234025121206926	0.9756097560975636	0.390625	0.005457429405477127	0.00627850773280134	0.39344637279221933	0.9600922983102562	0.0	0.0	0.0	0.0
2012-08-01	0.019257608427512243	0.7014270543372674	0.5187177864104431	0.24726393429228008	0.9756097560975636	0.3828125	0.003245168158973382	0.004672121600297654	0.6527359268372354	0.9726370191705382	0.0	0.0	0.0	0.0
2012-09-01	0.019406814761015172	0.7012713310019745	0.5319572208038729	0.21395435083171188	1.0	0.3828125	0.0034769497701904275	0.004840339534248558	0.6040928049754837	0.9712958398905062	0.0	0.0	0.0	0.0
2012-10-01	0.019772895397702293	0.8295446074544057	0.5734701389005323	0.2626307016307913	1.0	0.375	0.003523374096381376	0.0048739713224946	0.506728251696605	0.9710078867636006	0.0	0.0	0.0	0.0
2012-11-01	0.021601956595973255	0.8285760282060363	0.7302595151170928	0.28836906744462265	1.0	0.3671875	0.006205070551170764	0.0068210574902154405	0.3006557725101743	0.9557458204525275	0.0	0.0	0.0	0.0
2012-12-01	0.02132378364413549	0.8276175510554855	0.707029687964779	0.2742509229236928	1.0	0.3671875	0.005819580356799026	0.006541080035223193	0.37413804795301997	0.9579119267895568	0.0	0.0	0.0	0.0
2013-01-01	0.01431878269714378	0.5435563708701143	0.08019330366955485	0.3073875585319597	1.0	0.359375	0.004948378509006445	0.00576542407413947	0.4730736920152049	0.9666573187698657	0.0	0.0	0.0	0.0
2013-02-01	0.013423893769873654	0.5407516994879528	0.0	0.2591129727414021	0.9756097560975636	0.3515625	0.0036653648693923966	0.004834646377042605	0.6349860070635606	0.9739022526346681	0.0	0.0	0.0	0.0
2013-03-01	0.015924661947306903	0.5379091887782619	0.20980633446861857	0.24250536886587176	0.9756097560975636	0.34375	0.007324893661013562	0.00749260831853517	0.24716895130705616	0.953062076468007	0.0	0.0	0.0	0.0
2013-04-01	0.020942389060388943	0.7476325572268654	0.7642380001207311	0.22830980335158324	0.9756097560975636	0.3359375	0.0069233701726731	0.007201859387493674	0.28136451627527614	0.9552985360150279	0.0	0.0	0.0	0.0
2013-05-01	0.020205168880107635	0.7473277593817131	0.700993419633444	0.21905467633807554	0.9756097560975636	0.328125	0.0058558905702793046	0.006427556741035354	0.39935182972145283	0.9613194141187007	0.0	0.0	0.0	0.0
2013-06-01	0.019434390942019753	0.7470246363781929	0.6348828743525957	0.26428343733528437	1.0	0.328125	0.004739507812413802	0.00561773851400808	0.4918638127890506	0.9676185898792923	0.0	0.0	0.0	0.0
2013-07-01	0.01985818132463293	0.750176082462286	0.5481452175596674	0.3035531064852883	1.0	0.3203125	0.005404636103316611	0.006101456182905307	0.4719810427311055	0.9637948380358665	0.0	0.0	0.0	0.0
2013-08-01	0.019700377141138366	0.7495204508339337	0.5347203878148843	0.24952824324472528	0.9756097560975636	0.3203125	0.005179916950206248	0.0059390543808115585	0.4921920362000497	0.965027867173961	0.0	0.0	0.0	0.0
2013-09-01	0.020271736217532834	0.7488722273368579	0.5835833975288337	0.21224844664259418	0.9512195121951237	0.3046875	0.006016391369108014	0.006547170910181839	0.3976005690238599	0.9602308122521267	0.0	0.0	0.0	0.0
2013-10-01	0.02075629936349136	0.7662176784969152	0.6144664057587435	0.2533170675551998	0.9024390243902456	0.296875	0.005050684234476693	0.005846728580408228	0.4050553748719518	0.9656751792246812	0.0	0.0	0.0	0.0
2013-11-01	0.02080194932910732	0.7657382491637509	0.6192782543644492	0.2859951894793909	0.8780487804878057	0.28125	0.005139346164005352	0.005911849528092872	0.46667314549690636	0.9651282623410788	0.0	0.0	0.0	0.0
2013-12-01	0.020564378627856393	0.7652626904525341	0.5998798834057479	0.28192665586250043	0.8536585365853675	0.265625	0.00481547230765621	0.005677424182413728	0.504271433281398	0.9669260016326096	0.0	0.0	0.0	0.0
2014-01-01	0.017493055278259107	0.7028332571180838	0.4935227930013941	0.31000255328781856	0.8292682926829293	0.2578125	0.00505584327565191	0.006406664045292916	0.493934346505972	0.9665405811298221	0.0	0.0	0.0	0.0
