Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Vax1,Vax3,Gather1,Gather2,Gather3,Gather4,Curfew,Mask1,Mask2,School,ARP,PPP,CARES,Cons1,Cons2,Cons3,Cons4,Cons5,Employment1,Employment2,UI,PartR,CPI,GDP,TBill1mo,TBill6mo,TBill1yr,TBill5yr,TBill10yr
2019-03-01,0.483828650054215,0.22562089471024913,0.3291659770706851,0.2910429940858519,0.026661044913035753,0.47865562932534744,0.12078072297046846,0.8061153578874218,0.8270664699549424,0.5416034092699008,0.4963855421686745,0.4913841022790423,0.6330749354005167,0.5444685466377439,0.5264270613107822,0.5669856459330145,0.6457286432160803,0.7376237623762376,0.855924680027334,0.8831776534768521,0.9882444768078281,0.9985507246376812,0.3181818181818182,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.6102461835552806,0.6375661375661377,0.0,0.0,0.0,0.0
2019-04-01,0.47826240770597217,0.18321738116522213,0.29889915806762235,0.2754156822987842,0.0,0.4512367979457561,0.09503527079862109,0.809077941552979,0.8276645799274294,0.4997468165955419,0.6224899598393667,0.5136186770428033,0.627906976744186,0.5336225596529284,0.5116279069767441,0.5574162679425838,0.6356783919597989,0.7277227722772277,0.8542404485350507,0.8857162446274655,0.9882444768078281,1.0,0.3181818181818182,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.5536100520329739,0.6402116402116403,0.0,0.0,0.0,0.0
2019-05-01,0.5273443860151973,0.19577130864005596,0.4963429426189643,0.37965149625254896,0.1801916021182868,0.6278690314407324,0.26824301673968604,0.8165026882703632,0.8206467562502493,0.3768776487352557,0.4803212851405537,0.36853807670927974,0.6201550387596898,0.5249457700650758,0.4947145877378435,0.5239234449760766,0.6030150753768844,0.698019801980198,0.8545796917416549,0.8882351220004722,0.9882444768078281,1.0,0.3181818181818182,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.40498285989435534,0.6322751322751324,0.0,0.0,0.0,0.0
2019-06-01,0.5267035578380519,0.2321504916631039,0.4938379454236035,0.37841541095206144,0.17814175473901864,0.6255439314242246,0.2662436752138869,0.8245126366994623,0.8246341560668289,0.3556118578432116,0.5638554216867498,0.3702056698165695,0.5736434108527132,0.47071583514099774,0.4228329809725158,0.437799043062201,0.5201005025125627,0.6361386138613861,0.8548827520023736,0.8907342854929079,0.9882444768078281,1.0,0.3181818181818182,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.40497562210225224,0.6296296296296297,0.0,0.0,0.0,0.0
2019-07-01,0.6116043707674275,0.2345990905204244,0.4328930868632038,0.34651874880165395,0.12328191116321506,0.5707523786511195,0.21341701466399968,0.8249149628762664,0.8212448662227362,0.44050632220187935,0.5076305220883499,0.4146748193440758,0.5555555555555555,0.4511930585683297,0.4143763213530655,0.437799043062201,0.5175879396984925,0.6361386138613861,0.8588674797019932,0.8962627425039148,0.9882444768078281,1.0,0.32954545454545453,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.4789903770229635,0.634920634920635,0.0,0.0,0.0,0.0
2019-08-01,0.6343312774849507,0.22946869291460997,0.5244353771277329,0.3946568298651745,0.2063069926804789,0.652830294968834,0.29328772330539976,0.8211111517501188,0.8272259659476057,0.3966244930179258,0.4722891566265047,0.34741523068371977,0.5348837209302325,0.4186550976138828,0.3742071881606765,0.3564593301435407,0.4095477386934673,0.5247524752475248,0.8638045182017543,0.9018081736147096,0.9882444768078281,1.0,0.32954545454545453,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.4418862562771654,0.5634920634920636,0.0,0.0,0.0,0.0
2019-09-01,0.6270927332326349,0.22488242838820008,0.49614200527456676,0.3798887832423937,0.18094752686471455,0.6273547614965919,0.26885458225998854,0.8307304048864342,0.8262291159934607,0.41991563578260227,0.43694779116465954,0.36798221234018313,0.5142118863049095,0.4099783080260303,0.38054968287526425,0.375598086124402,0.42713567839195976,0.5346534653465347,0.8684622942644605,0.9073705787223277,0.9882444768078281,1.0,0.3181818181818182,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.4602666248266547,0.5396825396825398,0.0,0.0,0.0,0.0
2019-10-01,0.5534698991884974,0.23525982354541566,0.3886404953637872,0.3237778614336298,0.08459542715122459,0.5305590192407892,0.17602176720763027,0.8180022676566329,0.8231189441365286,0.46919830074865937,0.5076305220883499,0.44635908838243943,0.44702842377260976,0.3622559652928416,0.34038054968287523,0.3660287081339713,0.4296482412060301,0.5420792079207921,0.8700131321047934,0.9068301737717623,0.9882444768078281,0.9985507246376812,0.3181818181818182,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.5153587985364816,0.48412698412698424,0.0,0.0,0.0,0.0
2019-11-01,0.5860644737306031,0.24964048350110768,0.5176233059683322,0.391329588136632,0.20082609871502788,0.6464741561487325,0.2879291060302026,0.8178559672287041,0.8265481079787871,0.43105485958319556,0.4040160642570313,0.3518621456364609,0.4082687338501292,0.34490238611713664,0.33192389006342493,0.3923444976076555,0.45477386934673364,0.5643564356435643,0.8729019767329568,0.9062887664623737,0.9882444768078281,0.9985507246376812,0.3068181818181818,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.4783136359715723,0.4100529100529101,0.0,0.0,0.0,0.0
2019-12-01,0.543007673057613,0.2738544055346107,0.34926783915434323,0.3036084290274107,0.05034937102646861,0.49473589461764683,0.14289645169242493,0.8187337697962767,0.8220423461860521,0.42970465063766694,0.5807228915662688,0.4747081712062314,0.40051679586563305,0.3427331887201735,0.3276955602536998,0.40191387559808617,0.4673366834170854,0.5693069306930693,0.8740433944106549,0.9057463568971262,0.9882444768078281,0.9971014492753623,0.3068181818181818,0.0,0.0,0.5,0.58949784392409,0.58949784392409,0.545152156467145,0.545152156467145,0.6374723320250635,0.611417196467426,0.0,0.0,0.5,0.47813718804845706,0.4100529100529101,0.0,0.0,0.0,0.0
